date,코스맥스주가
2020-03-20,26.60968
2020-03-21,2.28685
2020-03-22,2.05373
2020-03-23,23.33481
2020-03-24,23.45692
2020-03-25,25.99911
2020-03-26,26.97602
2020-03-27,27.77531
2020-03-28,2.14253
2020-03-29,2.18694
2020-03-30,24.35612
2020-03-31,26.95381
2020-04-01,24.97779
2020-04-02,22.90186
2020-04-03,24.42273
2020-04-04,2.94182
2020-04-05,2.93072
2020-04-06,26.52087
2020-04-07,25.9769
2020-04-08,24.22291
2020-04-09,22.26909
2020-04-10,19.50488
2020-04-11,2.7087
2020-04-12,2.59769
2020-04-13,19.26065
2020-04-14,19.51598
2020-04-15,4.08525
2020-04-16,21.66962
2020-04-17,23.43472
2020-04-18,2.46447
2020-04-19,2.96403
2020-04-20,27.94182
2020-04-21,23.50133
2020-04-22,20.27087
2020-04-23,21.15896
2020-04-24,17.96181
2020-04-25,2.47557
2020-04-26,3.25266
2020-04-27,25.44404
2020-04-28,28.33037
2020-04-29,21.73623
2020-04-30,3.45248
2020-05-01,3.6412
2020-05-02,1.73179
2020-05-03,2.25355
2020-05-04,19.7269
2020-05-05,3.37477
2020-05-06,20.5484
2020-05-07,18.37255
2020-05-08,17.0404
2020-05-09,2.17584
2020-05-10,1.48756
2020-05-11,16.75177
2020-05-12,15.74156
2020-05-13,16.84058
2020-05-14,22.74644
2020-05-15,32.40452
2020-05-16,5.67273
2020-05-17,6.05017
2020-05-18,29.66252
2020-05-19,26.34325
2020-05-20,24.34502
2020-05-21,22.74644
2020-05-22,20.49289
2020-05-23,2.58658
2020-05-24,2.86412
2020-05-25,23.31261
2020-05-26,20.40408
2020-05-27,20.17095
2020-05-28,18.8166
2020-05-29,16.31882
2020-05-30,1.47646
2020-05-31,1.25444
2020-06-01,17.08481
2020-06-02,15.83037
2020-06-03,18.06172
2020-06-04,20.94804
2020-06-05,20.72602
2020-06-06,4.02975
2020-06-07,3.08614
2020-06-08,26.63188
2020-06-09,21.96936
2020-06-10,19.12744
2020-06-11,18.90541
2020-06-12,15.45293
2020-06-13,1.96492
2020-06-14,1.49866
2020-06-15,16.24111
2020-06-16,15.55284
2020-06-17,15.2087
2020-06-18,12.88854
2020-06-19,13.05506
2020-06-20,1.55417
2020-06-21,1.22113
2020-06-22,14.12078
2020-06-23,18.32815
2020-06-24,14.97557
2020-06-25,18.03952
2020-06-26,17.78419
2020-06-27,2.10923
2020-06-28,1.40985
2020-06-29,17.63987
2020-06-30,24.70026
2020-07-01,20.67051
2020-07-02,21.74733
2020-07-03,21.23667
2020-07-04,2.59769
2020-07-05,1.89831
2020-07-06,20.6039
2020-07-07,17.73978
2020-07-08,17.19582
2020-07-09,16.56305
2020-07-10,15.79706
2020-07-11,1.90941
2020-07-12,1.08792
2020-07-13,17.80639
2020-07-14,16.88499
2020-07-15,21.08126
2020-07-16,18.23934
2020-07-17,17.55106
2020-07-18,1.70959
2020-07-19,1.59857
2020-07-20,15.44182
2020-07-21,15.28641
2020-07-22,15.242
2020-07-23,14.69804
2020-07-24,12.40008
2020-07-25,1.25444
2020-07-26,1.16563
2020-07-27,14.07637
2020-07-28,13.71003
2020-07-29,13.04396
2020-07-30,13.97646
2020-07-31,10.97912
2020-08-01,1.32104
2020-08-02,0.9214
2020-08-03,11.80062
2020-08-04,12.94404
2020-08-05,12.75532
2020-08-06,11.95603
2020-08-07,11.6563
2020-08-08,1.67628
2020-08-09,1.50976
2020-08-10,11.70071
2020-08-11,13.29928
2020-08-12,17.8841
2020-08-13,21.4809
2020-08-14,32.29351
2020-08-15,5.57282
2020-08-16,3.80772
2020-08-17,5.98357
2020-08-18,30.60612
2020-08-19,25.78818
2020-08-20,20.51509
2020-08-21,18.41696
2020-08-22,2.56438
2020-08-23,1.73179
2020-08-24,16.89609
2020-08-25,15.11989
2020-08-26,15.64165
2020-08-27,13.07726
2020-08-28,11.44538
2020-08-29,1.15452
2020-08-30,1.28774
2020-08-31,12.23357
2020-09-01,14.04307
2020-09-02,13.02175
2020-09-03,11.15674
2020-09-04,12.12255
2020-09-05,1.34325
2020-09-06,0.81039
2020-09-07,13.4103
2020-09-08,13.16607
2020-09-09,12.16696
2020-09-10,12.68872
2020-09-11,11.87833
2020-09-12,1.34325
2020-09-13,0.9547
2020-09-14,16.05239
2020-09-15,14.09857
2020-09-16,13.01065
2020-09-17,11.13454
2020-09-18,11.95603
2020-09-19,0.9658
2020-09-20,0.9436
2020-09-21,16.996
2020-09-22,16.0968
2020-09-23,14.92007
2020-09-24,11.57859
2020-09-25,12.76642
2020-09-26,1.77619
2020-09-27,1.77619
2020-09-28,16.06349
2020-09-29,16.39653
2020-09-30,2.81971
2020-10-01,2.03152
2020-10-02,1.47646
2020-10-03,2.03152
2020-10-04,2.20914
2020-10-05,17.85079
2020-10-06,17.36234
2020-10-07,14.84236
2020-10-08,16.28552
2020-10-09,4.5071
2020-10-10,2.47557
2020-10-11,4.00754
2020-10-12,29.08525
2020-10-13,25.42184
2020-10-14,18.31705
2020-10-15,16.68516
2020-10-16,16.85168
2020-10-17,2.54218
2020-10-18,2.29795
2020-10-19,18.8166
2020-10-20,15.91918
2020-10-21,13.65452
2020-10-22,13.4103
2020-10-23,12.96625
2020-10-24,1.70959
2020-10-25,1.28774
2020-10-26,12.84413
2020-10-27,11.73401
2020-10-28,10.40186
2020-10-29,10.62388
2020-10-30,11.19005
2020-10-31,1.64298
2020-11-01,1.63188
2020-11-02,10.15763
2020-11-03,10.02442
2020-11-04,14.13188
2020-11-05,13.54351
2020-11-06,14.37611
2020-11-07,1.77619
2020-11-08,1.35435
2020-11-09,14.3095
2020-11-10,13.61012
2020-11-11,13.69893
2020-11-12,12.65541
2020-11-13,12.76642
2020-11-14,2.26465
2020-11-15,1.58747
2020-11-16,22.09147
2020-11-17,18.65008
2020-11-18,16.06349
2020-11-19,17.14031
2020-11-20,16.05239
2020-11-21,2.09813
2020-11-22,2.25355
2020-11-23,15.2531
2020-11-24,14.17628
2020-11-25,14.80905
2020-11-26,15.64165
2020-11-27,13.4103
2020-11-28,2.20914
2020-11-29,1.47646
2020-11-30,12.08925
2020-12-01,13.55461
2020-12-02,13.12166
2020-12-03,15.61944
2020-12-04,16.68516
2020-12-05,2.81971
2020-12-06,2.81971
2020-12-07,15.47513
2020-12-08,14.64253
2020-12-09,21.11456
2020-12-10,17.72868
2020-12-11,17.97291
2020-12-12,4.05195
2020-12-13,2.93072
2020-12-14,15.29751
2020-12-15,13.14387
2020-12-16,14.90896
2020-12-17,13.17717
2020-12-18,12.68872
2020-12-19,1.7873
2020-12-20,1.33214
2020-12-21,13.23268
2020-12-22,13.48801
2020-12-23,12.72202
2020-12-24,13.87655
2020-12-25,1.73179
2020-12-26,1.42095
2020-12-27,1.54307
2020-12-28,16.1412
2020-12-29,13.92095
2020-12-30,16.42984
2020-12-31,3.99644
2021-01-01,2.54218
2021-01-02,2.32015
2021-01-03,2.98623
2021-01-04,17.21802
2021-01-05,18.30595
2021-01-06,18.73889
2021-01-07,18.90541
2021-01-08,20.68161
2021-01-09,5.52841
2021-01-10,3.92984
2021-01-11,21.12566
2021-01-12,20.74822
2021-01-13,26.29884
2021-01-14,26.99822
2021-01-15,27.43117
2021-01-16,3.5746
2021-01-17,3.30817
2021-01-18,19.40497
2021-01-19,23.75666
2021-01-20,36.19005
2021-01-21,43.05062
2021-01-22,100.0
2021-01-23,24.36722
2021-01-24,18.32815
2021-01-25,76.94271
2021-01-26,60.87921
2021-01-27,52.81971
2021-01-28,42.83969
2021-01-29,40.40852
2021-01-30,6.06127
2021-01-31,4.84014
2021-02-01,34.8246
2021-02-02,36.40097
2021-02-03,32.26021
2021-02-04,33.23712
2021-02-05,37.5444
2021-02-06,10.27975
2021-02-07,11.53419
2021-02-08,49.1896
2021-02-09,40.2531
2021-02-10,35.43516
2021-02-11,4.82904
2021-02-12,8.74777
2021-02-13,10.21314
2021-02-14,9.68028
2021-02-15,41.03019
2021-02-16,33.9809
2021-02-17,30.79484
2021-02-18,62.63321
2021-02-19,51.21003
2021-02-20,8.0928
2021-02-21,5.83925
2021-02-22,32.87078
2021-02-23,33.50355
2021-02-24,33.41474
2021-02-25,31.64964
2021-02-26,26.30994
2021-02-27,8.81438
2021-02-28,8.63676
2021-03-01,11.54529
2021-03-02,35.85701
2021-03-03,71.62522
2021-03-04,73.88987
2021-03-05,50.99911
2021-03-06,11.76731
2021-03-07,10.13543
2021-03-08,44.20515
2021-03-09,40.16429
2021-03-10,34.81349
2021-03-11,34.20293
2021-03-12,35.17984
2021-03-13,6.64964
2021-03-14,6.22779
2021-03-15,30.45071
2021-03-16,36.44538
2021-03-17,43.47246
2021-03-18,38.4103
2021-03-19,34.45825
2021-03-20,8.1039
2021-03-21,7.08259
2021-03-22,39.83126
2021-03-23,36.20115
2021-03-24,32.82637
2021-03-25,32.2158
2021-03-26,29.11856
2021-03-27,5.83925
2021-03-28,4.00754
2021-03-29,27.42007
2021-03-30,46.4809
2021-03-31,45.22646
2021-04-01,35.56838
2021-04-02,38.26598
2021-04-03,9.8246
2021-04-04,8.41474
2021-04-05,33.28152
2021-04-06,29.57371
2021-04-07,31.61634
2021-04-08,30.96136
2021-04-09,27.38676
2021-04-10,3.82992
2021-04-11,4.00754
2021-04-12,28.81882
2021-04-13,29.79573
2021-04-14,25.56616
2021-04-15,25.11101
2021-04-16,49.1896
2021-04-17,11.14564
2021-04-18,8.0595
2021-04-19,48.01287
2021-04-20,48.86767
2021-04-21,43.56127
2021-04-22,31.53863
2021-04-23,29.87344
2021-04-24,5.05106
2021-04-25,4.32948
2021-04-26,30.05106
2021-04-27,62.78863
2021-04-28,47.50222
