date,법인자동차보험
2020-03-20,21.57894
2020-03-21,7.89473
2020-03-22,3.68421
2020-03-23,20.52631
2020-03-24,17.10526
2020-03-25,14.47368
2020-03-26,11.57894
2020-03-27,16.31578
2020-03-28,5.0
2020-03-29,6.05263
2020-03-30,18.68421
2020-03-31,11.8421
2020-04-01,14.73684
2020-04-02,14.21052
2020-04-03,13.94736
2020-04-04,9.73684
2020-04-05,6.8421
2020-04-06,19.47368
2020-04-07,20.26315
2020-04-08,16.57894
2020-04-09,17.36842
2020-04-10,15.78947
2020-04-11,4.21052
2020-04-12,6.57894
2020-04-13,18.42105
2020-04-14,15.78947
2020-04-15,7.63157
2020-04-16,20.78947
2020-04-17,23.15789
2020-04-18,7.63157
2020-04-19,8.94736
2020-04-20,16.05263
2020-04-21,17.10526
2020-04-22,22.10526
2020-04-23,13.68421
2020-04-24,17.10526
2020-04-25,3.68421
2020-04-26,6.05263
2020-04-27,19.73684
2020-04-28,19.21052
2020-04-29,13.68421
2020-04-30,7.10526
2020-05-01,8.15789
2020-05-02,2.89473
2020-05-03,5.52631
2020-05-04,15.0
2020-05-05,7.63157
2020-05-06,22.89473
2020-05-07,12.10526
2020-05-08,10.52631
2020-05-09,3.42105
2020-05-10,4.21052
2020-05-11,14.21052
2020-05-12,21.31578
2020-05-13,17.36842
2020-05-14,15.0
2020-05-15,15.78947
2020-05-16,3.94736
2020-05-17,7.10526
2020-05-18,20.52631
2020-05-19,17.89473
2020-05-20,21.8421
2020-05-21,17.36842
2020-05-22,13.94736
2020-05-23,6.57894
2020-05-24,6.8421
2020-05-25,23.68421
2020-05-26,16.05263
2020-05-27,14.47368
2020-05-28,13.94736
2020-05-29,14.21052
2020-05-30,8.42105
2020-05-31,6.31578
2020-06-01,26.57894
2020-06-02,28.15789
2020-06-03,26.05263
2020-06-04,21.57894
2020-06-05,16.31578
2020-06-06,5.52631
2020-06-07,7.10526
2020-06-08,31.57894
2020-06-09,17.63157
2020-06-10,22.89473
2020-06-11,16.8421
2020-06-12,22.63157
2020-06-13,11.05263
2020-06-14,9.73684
2020-06-15,26.57894
2020-06-16,20.0
2020-06-17,16.31578
2020-06-18,20.0
2020-06-19,17.89473
2020-06-20,5.52631
2020-06-21,5.52631
2020-06-22,24.47368
2020-06-23,16.05263
2020-06-24,24.21052
2020-06-25,17.36842
2020-06-26,18.15789
2020-06-27,4.73684
2020-06-28,8.42105
2020-06-29,19.73684
2020-06-30,17.63157
2020-07-01,17.89473
2020-07-02,18.94736
2020-07-03,16.05263
2020-07-04,6.05263
2020-07-05,6.31578
2020-07-06,16.57894
2020-07-07,20.0
2020-07-08,25.52631
2020-07-09,22.10526
2020-07-10,18.15789
2020-07-11,5.26315
2020-07-12,5.52631
2020-07-13,24.47368
2020-07-14,23.15789
2020-07-15,20.78947
2020-07-16,21.31578
2020-07-17,19.21052
2020-07-18,8.94736
2020-07-19,6.05263
2020-07-20,23.94736
2020-07-21,29.47368
2020-07-22,20.52631
2020-07-23,27.10526
2020-07-24,18.68421
2020-07-25,5.0
2020-07-26,9.47368
2020-07-27,28.15789
2020-07-28,24.73684
2020-07-29,18.42105
2020-07-30,21.05263
2020-07-31,16.8421
2020-08-01,7.36842
2020-08-02,3.42105
2020-08-03,17.89473
2020-08-04,14.73684
2020-08-05,21.05263
2020-08-06,15.78947
2020-08-07,17.63157
2020-08-08,5.0
2020-08-09,5.26315
2020-08-10,19.21052
2020-08-11,19.47368
2020-08-12,22.10526
2020-08-13,23.15789
2020-08-14,16.8421
2020-08-15,5.78947
2020-08-16,6.57894
2020-08-17,8.68421
2020-08-18,28.94736
2020-08-19,23.94736
2020-08-20,23.42105
2020-08-21,19.21052
2020-08-22,9.47368
2020-08-23,7.36842
2020-08-24,24.73684
2020-08-25,24.73684
2020-08-26,27.63157
2020-08-27,28.94736
2020-08-28,20.52631
2020-08-29,6.31578
2020-08-30,5.52631
2020-08-31,22.63157
2020-09-01,20.0
2020-09-02,16.57894
2020-09-03,18.94736
2020-09-04,16.8421
2020-09-05,5.52631
2020-09-06,6.57894
2020-09-07,24.21052
2020-09-08,20.0
2020-09-09,16.31578
2020-09-10,14.47368
2020-09-11,12.36842
2020-09-12,4.73684
2020-09-13,3.94736
2020-09-14,27.63157
2020-09-15,33.42105
2020-09-16,32.36842
2020-09-17,19.73684
2020-09-18,18.15789
2020-09-19,7.63157
2020-09-20,4.47368
2020-09-21,16.57894
2020-09-22,21.8421
2020-09-23,18.42105
2020-09-24,16.57894
2020-09-25,14.21052
2020-09-26,9.73684
2020-09-27,5.52631
2020-09-28,19.73684
2020-09-29,20.52631
2020-09-30,2.63157
2020-10-01,8.94736
2020-10-02,2.10526
2020-10-03,5.26315
2020-10-04,5.0
2020-10-05,21.05263
2020-10-06,24.21052
2020-10-07,21.8421
2020-10-08,16.05263
2020-10-09,7.36842
2020-10-10,12.63157
2020-10-11,12.10526
2020-10-12,31.8421
2020-10-13,33.42105
2020-10-14,27.63157
2020-10-15,17.63157
2020-10-16,19.73684
2020-10-17,4.73684
2020-10-18,4.73684
2020-10-19,25.0
2020-10-20,25.78947
2020-10-21,25.52631
2020-10-22,26.31578
2020-10-23,30.78947
2020-10-24,6.57894
2020-10-25,4.73684
2020-10-26,27.63157
2020-10-27,36.31578
2020-10-28,31.31578
2020-10-29,18.68421
2020-10-30,24.21052
2020-10-31,6.8421
2020-11-01,7.63157
2020-11-02,25.0
2020-11-03,28.68421
2020-11-04,19.47368
2020-11-05,21.57894
2020-11-06,23.42105
2020-11-07,7.89473
2020-11-08,3.15789
2020-11-09,27.63157
2020-11-10,23.42105
2020-11-11,19.73684
2020-11-12,25.0
2020-11-13,20.0
2020-11-14,3.68421
2020-11-15,6.05263
2020-11-16,26.8421
2020-11-17,21.05263
2020-11-18,22.89473
2020-11-19,29.21052
2020-11-20,21.8421
2020-11-21,5.0
2020-11-22,5.0
2020-11-23,21.31578
2020-11-24,24.21052
2020-11-25,26.8421
2020-11-26,22.10526
2020-11-27,20.26315
2020-11-28,6.8421
2020-11-29,9.21052
2020-11-30,27.36842
2020-12-01,22.10526
2020-12-02,27.89473
2020-12-03,20.0
2020-12-04,22.63157
2020-12-05,10.0
2020-12-06,5.52631
2020-12-07,25.52631
2020-12-08,27.63157
2020-12-09,22.89473
2020-12-10,20.26315
2020-12-11,18.42105
2020-12-12,7.36842
2020-12-13,6.05263
2020-12-14,29.21052
2020-12-15,28.42105
2020-12-16,25.78947
2020-12-17,20.52631
2020-12-18,25.78947
2020-12-19,8.15789
2020-12-20,6.57894
2020-12-21,26.05263
2020-12-22,31.31578
2020-12-23,22.63157
2020-12-24,23.42105
2020-12-25,7.63157
2020-12-26,5.0
2020-12-27,5.78947
2020-12-28,25.0
2020-12-29,26.05263
2020-12-30,25.0
2020-12-31,13.94736
2021-01-01,10.0
2021-01-02,2.63157
2021-01-03,5.0
2021-01-04,22.89473
2021-01-05,16.05263
2021-01-06,22.63157
2021-01-07,18.94736
2021-01-08,22.63157
2021-01-09,13.42105
2021-01-10,5.26315
2021-01-11,28.15789
2021-01-12,29.21052
2021-01-13,20.78947
2021-01-14,23.42105
2021-01-15,24.73684
2021-01-16,10.0
2021-01-17,9.21052
2021-01-18,25.0
2021-01-19,25.0
2021-01-20,28.15789
2021-01-21,19.47368
2021-01-22,20.26315
2021-01-23,6.8421
2021-01-24,4.21052
2021-01-25,29.21052
2021-01-26,29.21052
2021-01-27,23.94736
2021-01-28,20.26315
2021-01-29,20.78947
2021-01-30,8.68421
2021-01-31,6.57894
2021-02-01,23.15789
2021-02-02,31.57894
2021-02-03,34.21052
2021-02-04,32.36842
2021-02-05,23.68421
2021-02-06,9.21052
2021-02-07,8.42105
2021-02-08,33.42105
2021-02-09,24.73684
2021-02-10,17.89473
2021-02-11,7.63157
2021-02-12,6.31578
2021-02-13,9.21052
2021-02-14,5.52631
2021-02-15,26.8421
2021-02-16,30.26315
2021-02-17,31.31578
2021-02-18,31.57894
2021-02-19,18.42105
2021-02-20,7.10526
2021-02-21,5.26315
2021-02-22,39.73684
2021-02-23,30.0
2021-02-24,31.57894
2021-02-25,26.57894
2021-02-26,24.21052
2021-02-27,9.73684
2021-02-28,11.57894
2021-03-01,11.05263
2021-03-02,30.52631
2021-03-03,35.0
2021-03-04,35.0
2021-03-05,30.52631
2021-03-06,8.68421
2021-03-07,8.42105
2021-03-08,39.73684
2021-03-09,25.26315
2021-03-10,34.47368
2021-03-11,32.89473
2021-03-12,23.94736
2021-03-13,7.36842
2021-03-14,11.05263
2021-03-15,33.94736
2021-03-16,35.52631
2021-03-17,30.0
2021-03-18,32.36842
2021-03-19,28.68421
2021-03-20,9.47368
2021-03-21,6.05263
2021-03-22,29.73684
2021-03-23,28.68421
2021-03-24,32.10526
2021-03-25,28.42105
2021-03-26,27.89473
2021-03-27,9.21052
2021-03-28,7.89473
2021-03-29,29.21052
2021-03-30,34.21052
2021-03-31,22.89473
2021-04-01,19.47368
2021-04-02,17.10526
2021-04-03,8.15789
2021-04-04,8.42105
2021-04-05,28.68421
2021-04-06,20.52631
2021-04-07,22.36842
2021-04-08,21.57894
2021-04-09,22.10526
2021-04-10,6.8421
2021-04-11,8.94736
2021-04-12,30.0
2021-04-13,25.78947
2021-04-14,23.94736
2021-04-15,27.89473
2021-04-16,20.52631
2021-04-17,8.68421
2021-04-18,3.42105
2021-04-19,28.68421
2021-04-20,30.52631
2021-04-21,33.15789
2021-04-22,26.31578
2021-04-23,24.21052
2021-04-24,5.0
2021-04-25,12.36842
2021-04-26,23.15789
2021-04-27,28.68421
2021-04-28,23.68421
2021-04-29,26.8421
2021-04-30,20.0
2021-05-01,11.05263
2021-05-02,12.36842
2021-05-03,26.31578
2021-05-04,22.10526
2021-05-05,10.0
2021-05-06,27.89473
2021-05-07,27.63157
2021-05-08,6.31578
2021-05-09,9.73684
2021-05-10,31.57894
2021-05-11,21.05263
2021-05-12,16.31578
2021-05-13,15.26315
2021-05-14,20.26315
2021-05-15,12.63157
2021-05-16,9.21052
2021-05-17,20.78947
2021-05-18,18.68421
2021-05-19,9.21052
2021-05-20,27.63157
2021-05-21,17.36842
2021-05-22,7.89473
2021-05-23,6.05263
2021-05-24,26.8421
2021-05-25,20.0
2021-05-26,23.42105
2021-05-27,17.89473
2021-05-28,17.89473
2021-05-29,8.42105
2021-05-30,6.57894
2021-05-31,19.47368
2021-06-01,15.26315
2021-06-02,16.8421
2021-06-03,22.36842
2021-06-04,24.47368
2021-06-05,6.05263
2021-06-06,6.57894
2021-06-07,28.15789
2021-06-08,20.0
2021-06-09,18.15789
2021-06-10,20.26315
2021-06-11,18.15789
2021-06-12,5.78947
2021-06-13,9.47368
