date,회계
2020-03-20,87.08685
2020-03-21,62.64411
2020-03-22,71.02229
2020-03-23,75.86471
2020-03-24,77.86318
2020-03-25,78.86241
2020-03-26,68.87009
2020-03-27,71.94465
2020-03-28,49.50038
2020-03-29,55.11145
2020-03-30,67.87086
2020-03-31,72.94388
2020-04-01,67.02536
2020-04-02,69.48501
2020-04-03,64.10453
2020-04-04,38.89315
2020-04-05,46.57955
2020-04-06,69.94619
2020-04-07,72.63643
2020-04-08,70.40737
2020-04-09,76.17217
2020-04-10,66.48731
2020-04-11,42.35203
2020-04-12,51.57571
2020-04-13,80.78401
2020-04-14,67.87086
2020-04-15,47.04073
2020-04-16,78.63182
2020-04-17,82.62874
2020-04-18,45.81091
2020-04-19,47.42505
2020-04-20,77.47886
2020-04-21,74.78862
2020-04-22,80.55342
2020-04-23,74.48116
2020-04-24,68.94696
2020-04-25,42.96694
2020-04-26,47.65564
2020-04-27,73.63566
2020-04-28,65.71867
2020-04-29,63.25903
2020-04-30,41.27594
2020-05-01,42.1983
2020-05-02,40.58416
2020-05-03,44.42736
2020-05-04,59.56956
2020-05-05,47.19446
2020-05-06,72.86702
2020-05-07,71.40661
2020-05-08,65.41122
2020-05-09,48.27056
2020-05-10,51.8063
2020-05-11,65.79554
2020-05-12,75.86471
2020-05-13,75.2498
2020-05-14,65.33435
2020-05-15,69.25441
2020-05-16,44.96541
2020-05-17,52.72867
2020-05-18,72.63643
2020-05-19,79.40046
2020-05-20,90.00768
2020-05-21,71.56033
2020-05-22,71.32974
2020-05-23,45.196
2020-05-24,50.7302
2020-05-25,71.86779
2020-05-26,72.63643
2020-05-27,70.71483
2020-05-28,69.79246
2020-05-29,65.41122
2020-05-30,42.35203
2020-05-31,54.11222
2020-06-01,71.6372
2020-06-02,66.10299
2020-06-03,71.25288
2020-06-04,70.94542
2020-06-05,62.79784
2020-06-06,44.73481
2020-06-07,50.34588
2020-06-08,72.4827
2020-06-09,62.0292
2020-06-10,68.33205
2020-06-11,66.25672
2020-06-12,66.79477
2020-06-13,48.96233
2020-06-14,51.96003
2020-06-15,71.79093
2020-06-16,70.40737
2020-06-17,70.02305
2020-06-18,68.71637
2020-06-19,60.87624
2020-06-20,46.0415
2020-06-21,62.64411
2020-06-22,73.48193
2020-06-23,73.17448
2020-06-24,75.71099
2020-06-25,65.48808
2020-06-26,67.794
2020-06-27,45.27286
2020-06-28,50.88393
2020-06-29,71.48347
2020-06-30,68.56264
2020-07-01,66.02613
2020-07-02,62.10607
2020-07-03,61.64488
2020-07-04,41.89085
2020-07-05,50.80707
2020-07-06,71.25288
2020-07-07,73.63566
2020-07-08,68.79323
2020-07-09,71.86779
2020-07-10,56.95618
2020-07-11,42.04458
2020-07-12,50.26902
2020-07-13,67.56341
2020-07-14,81.39892
2020-07-15,99.46195
2020-07-16,63.02843
2020-07-17,61.87548
2020-07-18,43.73558
2020-07-19,43.73558
2020-07-20,65.33435
2020-07-21,63.9508
2020-07-22,72.09838
2020-07-23,69.02382
2020-07-24,56.80245
2020-07-25,39.66179
2020-07-26,45.88777
2020-07-27,60.64565
2020-07-28,60.49192
2020-07-29,64.18139
2020-07-30,60.56879
2020-07-31,58.4166
2020-08-01,38.89315
2020-08-02,43.73558
2020-08-03,57.72482
2020-08-04,63.72021
2020-08-05,64.10453
2020-08-06,60.3382
2020-08-07,60.18447
2020-08-08,36.74096
2020-08-09,51.65257
2020-08-10,73.5588
2020-08-11,62.79784
2020-08-12,67.02536
2020-08-13,65.41122
2020-08-14,60.41506
2020-08-15,39.89239
2020-08-16,51.88316
2020-08-17,44.19677
2020-08-18,60.03074
2020-08-19,63.1053
2020-08-20,58.4166
2020-08-21,54.88086
2020-08-22,37.97079
2020-08-23,43.73558
2020-08-24,68.40891
2020-08-25,63.41275
2020-08-26,63.18216
2020-08-27,63.02843
2020-08-28,65.10376
2020-08-29,45.58032
2020-08-30,50.96079
2020-08-31,79.86164
2020-09-01,93.08224
2020-09-02,91.4681
2020-09-03,81.78324
2020-09-04,74.63489
2020-09-05,48.19369
2020-09-06,56.34127
2020-09-07,74.55803
2020-09-08,87.6249
2020-09-09,92.69792
2020-09-10,72.25211
2020-09-11,64.79631
2020-09-12,46.50269
2020-09-13,49.57724
2020-09-14,70.17678
2020-09-15,67.33282
2020-09-16,66.64104
2020-09-17,67.33282
2020-09-18,60.87624
2020-09-19,42.04458
2020-09-20,49.19292
2020-09-21,67.87086
2020-09-22,64.71944
2020-09-23,68.79323
2020-09-24,63.48962
2020-09-25,59.87701
2020-09-26,39.89239
2020-09-27,52.11375
2020-09-28,63.48962
2020-09-29,55.6495
2020-09-30,32.35972
2020-10-01,31.74481
2020-10-02,31.9754
2020-10-03,35.51114
2020-10-04,45.04227
2020-10-05,66.56418
2020-10-06,66.79477
2020-10-07,65.71867
2020-10-08,57.87855
2020-10-09,41.27594
2020-10-10,43.19754
2020-10-11,52.11375
2020-10-12,65.64181
2020-10-13,62.64411
2020-10-14,60.18447
2020-10-15,62.33666
2020-10-16,56.57186
2020-10-17,39.50807
2020-10-18,45.81091
2020-10-19,64.79631
2020-10-20,73.63566
2020-10-21,70.25365
2020-10-22,64.95003
2020-10-23,56.87932
2020-10-24,41.27594
2020-10-25,51.42198
2020-10-26,72.86702
2020-10-27,67.94773
2020-10-28,76.47963
2020-10-29,81.24519
2020-10-30,57.64796
2020-10-31,39.58493
2020-11-01,49.50038
2020-11-02,64.33512
2020-11-03,70.63797
2020-11-04,63.64335
2020-11-05,63.1053
2020-11-06,61.33743
2020-11-07,40.96848
2020-11-08,47.27132
2020-11-09,66.02613
2020-11-10,68.17832
2020-11-11,66.02613
2020-11-12,65.25749
2020-11-13,58.4166
2020-11-14,39.81552
2020-11-15,52.19062
2020-11-16,68.17832
2020-11-17,68.56264
2020-11-18,66.64104
2020-11-19,63.87394
2020-11-20,60.1076
2020-11-21,47.73251
2020-11-22,57.10991
2020-11-23,65.0269
2020-11-24,69.94619
2020-11-25,69.02382
2020-11-26,65.33435
2020-11-27,64.18139
2020-11-28,48.19369
2020-11-29,55.57263
2020-11-30,73.48193
2020-12-01,68.02459
2020-12-02,70.09992
2020-12-03,61.79861
2020-12-04,67.64027
2020-12-05,55.4189
2020-12-06,56.11068
2020-12-07,77.55572
2020-12-08,72.02152
2020-12-09,76.86395
2020-12-10,69.40814
2020-12-11,73.17448
2020-12-12,49.34665
2020-12-13,50.57647
2020-12-14,68.94696
2020-12-15,72.25211
2020-12-16,69.86933
2020-12-17,70.17678
2020-12-18,61.72175
2020-12-19,46.34896
2020-12-20,52.72867
2020-12-21,65.41122
2020-12-22,63.33589
2020-12-23,65.79554
2020-12-24,54.80399
2020-12-25,35.28055
2020-12-26,38.66256
2020-12-27,53.26671
2020-12-28,72.79016
2020-12-29,70.48424
2020-12-30,73.94312
2020-12-31,62.56725
2021-01-01,48.50115
2021-01-02,44.73481
2021-01-03,62.72098
2021-01-04,79.32359
2021-01-05,81.62951
2021-01-06,84.16602
2021-01-07,72.17524
2021-01-08,65.94926
2021-01-09,47.80937
2021-01-10,55.26518
2021-01-11,67.25595
2021-01-12,71.94465
2021-01-13,66.9485
2021-01-14,73.94312
2021-01-15,63.25903
2021-01-16,41.19907
2021-01-17,50.7302
2021-01-18,67.48654
2021-01-19,78.86241
2021-01-20,85.7033
2021-01-21,78.93927
2021-01-22,64.10453
2021-01-23,47.1176
2021-01-24,49.26979
2021-01-25,69.17755
2021-01-26,70.79169
2021-01-27,65.10376
2021-01-28,66.79477
2021-01-29,61.02997
2021-01-30,43.65872
2021-01-31,50.03843
2021-02-01,63.02843
2021-02-02,62.95157
2021-02-03,66.10299
2021-02-04,64.64258
2021-02-05,59.64642
2021-02-06,43.35126
2021-02-07,50.7302
2021-02-08,55.26518
2021-02-09,55.6495
2021-02-10,51.34511
2021-02-11,32.59031
2021-02-12,30.51498
2021-02-13,34.35818
2021-02-14,46.27209
2021-02-15,70.94542
2021-02-16,63.64335
2021-02-17,69.17755
2021-02-18,68.25518
2021-02-19,59.10837
2021-02-20,44.81168
2021-02-21,53.34358
2021-02-22,69.56187
2021-02-23,68.17832
2021-02-24,60.79938
2021-02-25,61.95234
2021-02-26,52.11375
2021-02-27,36.35664
2021-02-28,46.42582
2021-03-01,44.35049
2021-03-02,88.08608
2021-03-03,100.0
2021-03-04,99.92313
2021-03-05,75.17294
2021-03-06,49.8847
2021-03-07,58.26287
2021-03-08,93.23597
2021-03-09,84.24289
2021-03-10,85.24212
2021-03-11,95.84934
2021-03-12,69.86933
2021-03-13,39.12375
2021-03-14,57.64796
2021-03-15,77.55572
2021-03-16,72.86702
2021-03-17,82.39815
2021-03-18,73.78939
2021-03-19,63.72021
2021-03-20,44.96541
2021-03-21,55.18831
2021-03-22,70.71483
2021-03-23,63.87394
2021-03-24,66.87163
2021-03-25,61.95234
2021-03-26,61.33743
2021-03-27,39.35434
2021-03-28,49.65411
2021-03-29,65.71867
2021-03-30,66.48731
2021-03-31,69.02382
2021-04-01,63.87394
2021-04-02,57.80169
2021-04-03,41.89085
2021-04-04,48.73174
2021-04-05,62.18293
2021-04-06,63.56648
2021-04-07,68.02459
2021-04-08,67.94773
2021-04-09,64.48885
2021-04-10,42.81322
2021-04-11,54.65026
2021-04-12,72.25211
2021-04-13,62.64411
2021-04-14,63.41275
2021-04-15,64.25826
2021-04-16,63.87394
2021-04-17,43.42813
2021-04-18,53.88162
2021-04-19,67.87086
2021-04-20,72.4827
2021-04-21,69.86933
