date,중고명품시계
2020-03-20,52.05047
2020-03-21,80.44164
2020-03-22,79.81072
2020-03-23,60.56782
2020-03-24,69.08517
2020-03-25,47.63406
2020-03-26,59.62145
2020-03-27,63.72239
2020-03-28,54.25867
2020-03-29,69.71608
2020-03-30,66.56151
2020-03-31,78.54889
2020-04-01,62.77602
2020-04-02,57.41324
2020-04-03,55.5205
2020-04-04,67.19242
2020-04-05,76.9716
2020-04-06,55.83596
2020-04-07,64.03785
2020-04-08,59.62145
2020-04-09,58.35962
2020-04-10,59.9369
2020-04-11,68.76971
2020-04-12,70.03154
2020-04-13,60.56782
2020-04-14,67.82334
2020-04-15,71.29337
2020-04-16,52.68138
2020-04-17,74.7634
2020-04-18,64.98422
2020-04-19,92.11356
2020-04-20,73.81703
2020-04-21,78.86435
2020-04-22,81.07255
2020-04-23,72.87066
2020-04-24,69.08517
2020-04-25,90.22082
2020-04-26,88.01261
2020-04-27,62.46056
2020-04-28,76.02523
2020-04-29,71.60883
2020-04-30,75.07886
2020-05-01,68.45425
2020-05-02,72.23974
2020-05-03,83.91167
2020-05-04,75.07886
2020-05-05,89.27444
2020-05-06,60.56782
2020-05-07,60.88328
2020-05-08,78.54889
2020-05-09,73.50157
2020-05-10,70.66246
2020-05-11,74.44794
2020-05-12,77.28706
2020-05-13,69.08517
2020-05-14,68.1388
2020-05-15,73.18611
2020-05-16,82.33438
2020-05-17,91.16719
2020-05-18,90.22082
2020-05-19,71.29337
2020-05-20,69.08517
2020-05-21,67.82334
2020-05-22,72.23974
2020-05-23,66.87697
2020-05-24,82.64984
2020-05-25,64.66876
2020-05-26,76.02523
2020-05-27,86.75078
2020-05-28,54.25867
2020-05-29,59.9369
2020-05-30,67.19242
2020-05-31,66.24605
2020-06-01,64.35331
2020-06-02,77.91798
2020-06-03,70.347
2020-06-04,71.29337
2020-06-05,50.78864
2020-06-06,56.46687
2020-06-07,76.65615
2020-06-08,64.98422
2020-06-09,72.5552
2020-06-10,75.07886
2020-06-11,64.98422
2020-06-12,60.25236
2020-06-13,88.01261
2020-06-14,64.35331
2020-06-15,70.66246
2020-06-16,86.43533
2020-06-17,80.75709
2020-06-18,89.5899
2020-06-19,68.45425
2020-06-20,86.11987
2020-06-21,85.80441
2020-06-22,74.13249
2020-06-23,82.33438
2020-06-24,94.63722
2020-06-25,87.06624
2020-06-26,65.61514
2020-06-27,77.60252
2020-06-28,81.07255
2020-06-29,72.23974
2020-06-30,77.28706
2020-07-01,79.17981
2020-07-02,76.02523
2020-07-03,83.59621
2020-07-04,83.28075
2020-07-05,73.18611
2020-07-06,81.38801
2020-07-07,71.29337
2020-07-08,76.9716
2020-07-09,74.44794
2020-07-10,65.29968
2020-07-11,75.70977
2020-07-12,96.21451
2020-07-13,91.48264
2020-07-14,75.39432
2020-07-15,66.87697
2020-07-16,67.82334
2020-07-17,64.03785
2020-07-18,79.49526
2020-07-19,88.64353
2020-07-20,81.38801
2020-07-21,77.28706
2020-07-22,76.34069
2020-07-23,71.29337
2020-07-24,68.1388
2020-07-25,71.60883
2020-07-26,83.91167
2020-07-27,78.23343
2020-07-28,74.7634
2020-07-29,93.69085
2020-07-30,81.70347
2020-07-31,76.02523
2020-08-01,69.40063
2020-08-02,80.12618
2020-08-03,82.33438
2020-08-04,85.1735
2020-08-05,79.81072
2020-08-06,83.28075
2020-08-07,85.80441
2020-08-08,99.68454
2020-08-09,100.0
2020-08-10,79.49526
2020-08-11,79.81072
2020-08-12,92.74447
2020-08-13,90.53627
2020-08-14,74.13249
2020-08-15,79.17981
2020-08-16,92.11356
2020-08-17,92.11356
2020-08-18,83.59621
2020-08-19,87.06624
2020-08-20,85.48895
2020-08-21,72.23974
2020-08-22,88.64353
2020-08-23,83.59621
2020-08-24,76.65615
2020-08-25,86.11987
2020-08-26,78.23343
2020-08-27,61.51419
2020-08-28,72.5552
2020-08-29,68.1388
2020-08-30,80.12618
2020-08-31,83.28075
2020-09-01,82.64984
2020-09-02,78.54889
2020-09-03,74.7634
2020-09-04,78.23343
2020-09-05,79.81072
2020-09-06,80.75709
2020-09-07,83.59621
2020-09-08,78.23343
2020-09-09,86.75078
2020-09-10,69.71608
2020-09-11,71.60883
2020-09-12,76.34069
2020-09-13,74.44794
2020-09-14,85.80441
2020-09-15,67.50788
2020-09-16,83.59621
2020-09-17,70.66246
2020-09-18,62.14511
2020-09-19,59.62145
2020-09-20,73.18611
2020-09-21,75.07886
2020-09-22,66.87697
2020-09-23,54.57413
2020-09-24,60.88328
2020-09-25,59.9369
2020-09-26,68.45425
2020-09-27,84.22712
2020-09-28,57.7287
2020-09-29,56.46687
2020-09-30,58.67507
2020-10-01,54.88958
2020-10-02,55.83596
2020-10-03,55.20504
2020-10-04,55.5205
2020-10-05,58.99053
2020-10-06,67.19242
2020-10-07,57.7287
2020-10-08,43.84858
2020-10-09,73.81703
2020-10-10,42.58675
2020-10-11,49.52681
2020-10-12,64.35331
2020-10-13,52.68138
2020-10-14,61.82965
2020-10-15,67.19242
2020-10-16,52.05047
2020-10-17,52.36593
2020-10-18,56.15141
2020-10-19,58.99053
2020-10-20,63.72239
2020-10-21,58.35962
2020-10-22,55.83596
2020-10-23,57.7287
2020-10-24,52.68138
2020-10-25,51.73501
2020-10-26,56.46687
2020-10-27,57.7287
2020-10-28,44.47949
2020-10-29,59.9369
2020-10-30,53.62776
2020-10-31,43.84858
2020-11-01,41.95583
2020-11-02,42.58675
2020-11-03,51.73501
2020-11-04,54.57413
2020-11-05,53.3123
2020-11-06,52.68138
2020-11-07,59.30599
2020-11-08,63.72239
2020-11-09,63.40694
2020-11-10,59.9369
2020-11-11,58.35962
2020-11-12,52.99684
2020-11-13,61.51419
2020-11-14,54.25867
2020-11-15,63.40694
2020-11-16,59.62145
2020-11-17,57.7287
2020-11-18,54.25867
2020-11-19,62.77602
2020-11-20,54.25867
2020-11-21,52.68138
2020-11-22,58.99053
2020-11-23,55.5205
2020-11-24,52.68138
2020-11-25,58.99053
2020-11-26,52.05047
2020-11-27,49.84227
2020-11-28,59.30599
2020-11-29,63.72239
2020-11-30,58.67507
2020-12-01,49.84227
2020-12-02,53.3123
2020-12-03,55.5205
2020-12-04,65.29968
2020-12-05,74.44794
2020-12-06,70.97791
2020-12-07,63.40694
2020-12-08,58.04416
2020-12-09,59.30599
2020-12-10,51.1041
2020-12-11,62.46056
2020-12-12,71.92429
2020-12-13,58.67507
2020-12-14,52.36593
2020-12-15,59.30599
2020-12-16,70.97791
2020-12-17,58.99053
2020-12-18,58.67507
2020-12-19,70.97791
2020-12-20,72.87066
2020-12-21,62.46056
2020-12-22,65.61514
2020-12-23,66.87697
2020-12-24,64.03785
2020-12-25,75.70977
2020-12-26,68.45425
2020-12-27,58.99053
2020-12-28,62.77602
2020-12-29,76.65615
2020-12-30,75.70977
2020-12-31,69.71608
2021-01-01,69.71608
2021-01-02,49.52681
2021-01-03,59.62145
2021-01-04,55.20504
2021-01-05,57.7287
2021-01-06,58.99053
2021-01-07,58.67507
2021-01-08,62.77602
2021-01-09,84.22712
2021-01-10,80.75709
2021-01-11,71.60883
2021-01-12,80.12618
2021-01-13,64.03785
2021-01-14,67.19242
2021-01-15,56.46687
2021-01-16,74.7634
2021-01-17,84.54258
2021-01-18,81.07255
2021-01-19,68.1388
2021-01-20,70.97791
2021-01-21,61.51419
2021-01-22,66.24605
2021-01-23,84.22712
2021-01-24,73.50157
2021-01-25,64.03785
2021-01-26,69.71608
2021-01-27,68.45425
2021-01-28,52.05047
2021-01-29,55.83596
2021-01-30,69.40063
2021-01-31,68.76971
2021-02-01,57.09779
2021-02-02,80.12618
2021-02-03,66.87697
2021-02-04,59.62145
2021-02-05,76.02523
2021-02-06,71.29337
2021-02-07,66.56151
2021-02-08,64.98422
2021-02-09,53.94321
2021-02-10,57.41324
2021-02-11,55.20504
2021-02-12,58.04416
2021-02-13,58.35962
2021-02-14,73.18611
2021-02-15,64.35331
2021-02-16,83.91167
2021-02-17,59.62145
2021-02-18,50.78864
2021-02-19,57.41324
2021-02-20,47.31861
2021-02-21,68.45425
2021-02-22,66.87697
2021-02-23,58.04416
2021-02-24,56.78233
2021-02-25,50.78864
2021-02-26,45.11041
2021-02-27,58.04416
2021-02-28,44.16403
2021-03-01,59.62145
2021-03-02,50.78864
