date,잠실장미아파트
2021-03-03,48.23959
2021-03-04,47.05075
2021-03-05,42.93552
2021-03-06,44.07864
2021-03-07,47.1422
2021-03-08,46.68495
2021-03-09,47.18792
2021-03-10,47.59945
2021-03-11,43.48422
2021-03-12,44.49016
2021-03-13,41.74668
2021-03-14,40.51211
2021-03-15,46.7764
2021-03-16,51.80612
2021-03-17,45.63328
2021-03-18,48.19387
2021-03-19,42.43255
2021-03-20,45.08459
2021-03-21,43.94147
2021-03-22,47.18792
2021-03-23,47.00502
2021-03-24,49.24554
2021-03-25,47.59945
2021-03-26,44.71879
2021-03-27,41.42661
2021-03-28,42.56973
2021-03-29,45.45038
2021-03-30,39.55189
2021-03-31,39.32327
2021-04-01,38.31732
2021-04-02,39.55189
2021-04-03,38.36305
2021-04-04,42.524
2021-04-05,39.64334
2021-04-06,52.44627
2021-04-07,52.85779
2021-04-08,63.32876
2021-04-09,53.81801
2021-04-10,60.12802
2021-04-11,55.14403
2021-04-12,56.14997
2021-04-13,57.88751
2021-04-14,53.31504
2021-04-15,54.73251
2021-04-16,49.19981
2021-04-17,48.87974
2021-04-18,48.14814
2021-04-19,60.21947
2021-04-20,48.46822
2021-04-21,49.29126
2021-04-22,44.58161
2021-04-23,53.72656
2021-04-24,47.87379
2021-04-25,45.26748
2021-04-26,48.10242
2021-04-27,46.5935
2021-04-28,44.35299
2021-04-29,43.71284
2021-04-30,36.62551
2021-05-01,38.04298
2021-05-02,33.79058
2021-05-03,39.68907
2021-05-04,39.04892
2021-05-05,36.21399
2021-05-06,41.60951
2021-05-07,41.51806
2021-05-08,37.86008
2021-05-09,33.60768
2021-05-10,38.8203
2021-05-11,37.26566
2021-05-12,37.08276
2021-05-13,31.55006
2021-05-14,42.98125
2021-05-15,38.40877
2021-05-16,32.14449
2021-05-17,37.12848
2021-05-18,35.93964
2021-05-19,38.22588
2021-05-20,39.23182
2021-05-21,42.1582
2021-05-22,36.80841
2021-05-23,35.57384
2021-05-24,43.02697
2021-05-25,39.23182
2021-05-26,36.35116
2021-05-27,37.99725
2021-05-28,35.80246
2021-05-29,38.18015
2021-05-30,33.4705
2021-05-31,37.95153
2021-06-01,37.7229
2021-06-02,38.91175
2021-06-03,42.02103
2021-06-04,38.72885
2021-06-05,36.44261
2021-06-06,32.69318
2021-06-07,39.32327
2021-06-08,37.95153
2021-06-09,37.67718
2021-06-10,40.00914
2021-06-11,38.50022
2021-06-12,35.07087
2021-06-13,33.60768
2021-06-14,38.04298
2021-06-15,34.88797
2021-06-16,31.09282
2021-06-17,37.7229
2021-06-18,40.74074
2021-06-19,38.31732
2021-06-20,34.88797
2021-06-21,36.07681
2021-06-22,37.67718
2021-06-23,37.99725
2021-06-24,38.36305
2021-06-25,32.51028
2021-06-26,38.4545
2021-06-27,34.79652
2021-06-28,37.26566
2021-06-29,36.12254
2021-06-30,40.32921
2021-07-01,37.67718
2021-07-02,37.21993
2021-07-03,38.77457
2021-07-04,33.8363
2021-07-05,39.0032
2021-07-06,36.71696
2021-07-07,33.15043
2021-07-08,37.7229
2021-07-09,36.12254
2021-07-10,38.6374
2021-07-11,34.385
2021-07-12,39.55189
2021-07-13,39.41472
2021-07-14,44.17009
2021-07-15,41.47233
2021-07-16,37.49428
2021-07-17,36.57978
2021-07-18,34.11065
2021-07-19,39.27754
2021-07-20,41.15226
2021-07-21,41.92958
2021-07-22,42.29538
2021-07-23,37.03703
2021-07-24,36.39689
2021-07-25,36.76268
2021-07-26,38.13443
2021-07-27,34.52217
2021-07-28,32.23593
2021-07-29,36.71696
2021-07-30,32.60173
2021-07-31,38.04298
2021-08-01,34.52217
2021-08-02,35.29949
2021-08-03,35.93964
2021-08-04,35.52812
2021-08-05,37.81435
2021-08-06,36.67123
2021-08-07,38.2716
2021-08-08,29.67535
2021-08-09,34.65935
2021-08-10,36.12254
2021-08-11,40.74074
2021-08-12,43.98719
2021-08-13,39.73479
2021-08-14,40.37494
2021-08-15,36.57978
2021-08-16,40.32921
2021-08-17,41.47233
2021-08-18,38.6374
2021-08-19,44.44444
2021-08-20,41.70096
2021-08-21,37.40283
2021-08-22,35.80246
2021-08-23,38.91175
2021-08-24,40.19204
2021-08-25,39.27754
2021-08-26,42.75262
2021-08-27,35.16232
2021-08-28,40.05486
2021-08-29,43.11842
2021-08-30,47.96524
2021-08-31,41.70096
2021-09-01,41.38088
2021-09-02,43.39277
2021-09-03,39.73479
2021-09-04,41.83813
2021-09-05,39.41472
2021-09-06,42.02103
2021-09-07,62.32281
2021-09-08,53.13214
2021-09-09,46.86785
2021-09-10,48.97119
2021-09-11,41.65523
2021-09-12,40.14631
2021-09-13,43.80429
2021-09-14,41.15226
2021-09-15,43.57567
2021-09-16,43.39277
2021-09-17,40.78646
2021-09-18,35.16232
2021-09-19,34.15637
2021-09-20,32.78463
2021-09-21,34.79652
2021-09-22,39.82624
2021-09-23,45.08459
2021-09-24,44.67306
2021-09-25,41.7924
2021-09-26,45.26748
2021-09-27,44.03292
2021-09-28,42.8898
2021-09-29,40.37494
2021-09-30,38.31732
2021-10-01,40.46639
2021-10-02,38.40877
2021-10-03,34.7508
2021-10-04,37.35711
2021-10-05,44.49016
2021-10-06,39.59762
2021-10-07,39.78052
2021-10-08,38.86602
2021-10-09,38.77457
2021-10-10,33.33333
2021-10-11,37.26566
2021-10-12,37.35711
2021-10-13,35.93964
2021-10-14,37.81435
2021-10-15,36.71696
2021-10-16,34.2021
2021-10-17,28.30361
2021-10-18,33.97347
2021-10-19,35.43667
2021-10-20,33.37905
2021-10-21,32.64746
2021-10-22,35.07087
2021-10-23,34.2021
2021-10-24,29.0352
2021-10-25,39.04892
2021-10-26,37.08276
2021-10-27,33.01326
2021-10-28,30.77274
2021-10-29,31.18427
2021-10-30,28.80658
2021-10-31,28.48651
2021-11-01,33.88203
2021-11-02,31.73296
2021-11-03,32.96753
2021-11-04,34.06492
2021-11-05,28.21216
2021-11-06,30.58984
2021-11-07,29.35528
2021-11-08,27.70919
2021-11-09,33.74485
2021-11-10,29.44673
2021-11-11,32.28166
2021-11-12,30.36122
2021-11-13,36.39689
2021-11-14,30.26977
2021-11-15,38.6374
2021-11-16,43.30132
2021-11-17,47.508
2021-11-18,53.77229
2021-11-19,53.90946
2021-11-20,39.59762
2021-11-21,38.40877
2021-11-22,42.02103
2021-11-23,33.42478
2021-11-24,38.31732
2021-11-25,32.60173
2021-11-26,37.35711
2021-11-27,30.86419
2021-11-28,31.91586
2021-11-29,36.21399
2021-11-30,35.66529
2021-12-01,29.9497
2021-12-02,30.08687
2021-12-03,32.37311
2021-12-04,30.3155
2021-12-05,30.77274
2021-12-06,36.99131
2021-12-07,37.35711
2021-12-08,36.30544
2021-12-09,33.33333
2021-12-10,33.6534
2021-12-11,32.19021
2021-12-12,33.01326
2021-12-13,40.46639
2021-12-14,36.67123
2021-12-15,33.24188
2021-12-16,32.92181
2021-12-17,36.07681
2021-12-18,30.86419
2021-12-19,30.17832
2021-12-20,32.92181
2021-12-21,33.15043
2021-12-22,30.17832
2021-12-23,36.67123
2021-12-24,30.22405
2021-12-25,28.34933
2021-12-26,25.83447
2021-12-27,34.47645
2021-12-28,33.2876
2021-12-29,30.49839
2021-12-30,36.07681
2021-12-31,33.6534
2022-01-01,29.401
2022-01-02,32.96753
2022-01-03,32.83036
2022-01-04,31.68724
2022-01-05,31.32144
2022-01-06,34.0192
2022-01-07,31.91586
2022-01-08,32.14449
2022-01-09,36.67123
2022-01-10,34.385
2022-01-11,34.24782
2022-01-12,34.70507
2022-01-13,34.43072
2022-01-14,30.40695
2022-01-15,33.6534
2022-01-16,33.19615
2022-01-17,34.0192
2022-01-18,33.4705
2022-01-19,32.73891
2022-01-20,36.71696
2022-01-21,39.82624
2022-01-22,38.40877
2022-01-23,30.81847
2022-01-24,42.20393
2022-01-25,37.21993
2022-01-26,36.03109
2022-01-27,31.32144
2022-01-28,31.55006
2022-01-29,26.97759
2022-01-30,27.89208
2022-01-31,29.67535
2022-02-01,33.15043
2022-02-02,29.72107
2022-02-03,32.28166
2022-02-04,32.96753
2022-02-05,34.84224
2022-02-06,32.19021
2022-02-07,29.81252
2022-02-08,31.64151
2022-02-09,26.47462
2022-02-10,34.0192
2022-02-11,35.71101
2022-02-12,29.12665
2022-02-13,30.90992
2022-02-14,29.0352
2022-02-15,28.21216
2022-02-16,70.05029
2022-02-17,58.02469
2022-02-18,58.71056
2022-02-19,57.61316
2022-02-20,40.92363
2022-02-21,39.87197
2022-02-22,36.16826
2022-02-23,37.9058
2022-02-24,30.04115
2022-02-25,30.08687
2022-02-26,27.34339
2022-02-27,22.63374
2022-02-28,26.79469
2022-03-01,25.83447
2022-03-02,23.41106
2022-03-03,32.96753
2022-03-04,32.09876
2022-03-05,28.39506
2022-03-06,27.29766
2022-03-07,30.77274
2022-03-08,26.88614
2022-03-09,22.35939
2022-03-10,34.52217
2022-03-11,31.50434
2022-03-12,34.385
2022-03-13,35.34522
2022-03-14,36.25971
2022-03-15,34.61362
2022-03-16,31.36716
2022-03-17,35.80246
2022-03-18,30.95564
2022-03-19,33.51623
2022-03-20,37.44855
2022-03-21,37.17421
2022-03-22,34.43072
2022-03-23,31.82441
2022-03-24,39.09465
2022-03-25,34.15637
2022-03-26,34.79652
2022-03-27,32.28166
2022-03-28,35.16232
2022-03-29,32.55601
2022-03-30,27.70919
2022-03-31,31.13854
2022-04-01,31.73296
2022-04-02,33.74485
2022-04-03,31.18427
2022-04-04,31.50434
2022-04-05,32.78463
2022-04-06,31.22999
2022-04-07,31.64151
2022-04-08,35.11659
2022-04-09,35.66529
2022-04-10,32.46456
2022-04-11,32.28166
2022-04-12,31.22999
2022-04-13,29.90397
2022-04-14,30.54412
2022-04-15,32.46456
2022-04-16,31.87014
2022-04-17,28.66941
2022-04-18,31.59579
2022-04-19,29.90397
2022-04-20,28.71513
2022-04-21,27.34339
2022-04-22,28.12071
2022-04-23,28.21216
2022-04-24,27.75491
2022-04-25,29.9497
2022-04-26,32.78463
2022-04-27,29.08093
2022-04-28,28.94375
2022-04-29,24.417
2022-04-30,28.34933
2022-05-01,25.78875
2022-05-02,27.16049
2022-05-03,26.93187
2022-05-04,27.75491
2022-05-05,27.25194
2022-05-06,30.90992
2022-05-07,31.64151
2022-05-08,27.38911
2022-05-09,29.85825
2022-05-10,27.16049
2022-05-11,31.45861
2022-05-12,31.73296
2022-05-13,26.79469
2022-05-14,31.68724
2022-05-15,26.10882
2022-05-16,29.401
2022-05-17,32.83036
2022-05-18,29.0352
2022-05-19,29.17238
2022-05-20,28.30361
2022-05-21,30.49839
2022-05-22,24.64563
2022-05-23,28.30361
2022-05-24,26.74897
2022-05-25,27.16049
2022-05-26,29.90397
2022-05-27,30.40695
2022-05-28,28.80658
2022-05-29,27.66346
2022-05-30,26.74897
2022-05-31,30.58984
2022-06-01,23.82258
2022-06-02,27.98353
2022-06-03,26.65752
2022-06-04,26.88614
2022-06-05,28.66941
2022-06-06,31.59579
2022-06-07,33.24188
2022-06-08,30.3155
2022-06-09,28.89803
2022-06-10,29.99542
2022-06-11,27.52629
2022-06-12,26.33744
2022-06-13,28.94375
2022-06-14,27.29766
2022-06-15,27.43484
2022-06-16,29.85825
2022-06-17,28.16643
2022-06-18,28.48651
2022-06-19,28.21216
2022-06-20,26.97759
2022-06-21,27.57201
2022-06-22,27.02331
2022-06-23,25.74302
2022-06-24,29.90397
2022-06-25,26.15454
2022-06-26,24.14266
2022-06-27,25.74302
2022-06-28,23.77686
2022-06-29,22.90809
2022-06-30,22.72519
2022-07-01,23.95976
2022-07-02,24.46273
2022-07-03,22.31367
2022-07-04,25.6973
2022-07-05,28.89803
2022-07-06,25.3315
2022-07-07,25.37722
2022-07-08,23.18244
2022-07-09,26.74897
2022-07-10,22.13077
2022-07-11,26.20027
2022-07-12,26.56607
2022-07-13,25.78875
2022-07-14,24.87425
2022-07-15,28.16643
2022-07-16,24.55418
2022-07-17,22.99954
2022-07-18,27.06904
2022-07-19,28.21216
2022-07-20,28.71513
2022-07-21,29.5839
2022-07-22,25.1486
2022-07-23,26.20027
2022-07-24,25.8802
2022-07-25,25.78875
2022-07-26,27.29766
2022-07-27,23.54823
2022-07-28,23.13671
2022-07-29,26.20027
2022-07-30,24.69135
2022-07-31,23.50251
2022-08-01,29.0352
2022-08-02,26.97759
2022-08-03,29.72107
2022-08-04,25.92592
2022-08-05,26.38317
2022-08-06,22.81664
2022-08-07,25.05715
2022-08-08,26.84042
2022-08-09,25.83447
2022-08-10,25.28577
2022-08-11,26.42889
2022-08-12,25.97165
2022-08-13,23.09099
2022-08-14,26.01737
2022-08-15,27.80064
2022-08-16,29.30955
2022-08-17,28.53223
2022-08-18,27.20621
2022-08-19,28.53223
2022-08-20,25.5144
2022-08-21,28.53223
2022-08-22,32.05304
2022-08-23,27.84636
2022-08-24,30.26977
2022-08-25,31.18427
2022-08-26,31.82441
2022-08-27,27.89208
2022-08-28,27.61774
2022-08-29,31.82441
2022-08-30,26.79469
2022-08-31,26.29172
2022-09-01,29.5839
2022-09-02,29.72107
2022-09-03,32.78463
2022-09-04,25.19433
2022-09-05,24.417
2022-09-06,24.32556
2022-09-07,29.26383
2022-09-08,28.48651
2022-09-09,24.05121
2022-09-10,27.34339
2022-09-11,28.80658
2022-09-12,26.52034
2022-09-13,30.72702
2022-09-14,28.89803
2022-09-15,30.81847
2022-09-16,27.34339
2022-09-17,29.08093
2022-09-18,26.61179
2022-09-19,28.94375
2022-09-20,28.71513
2022-09-21,32.92181
2022-09-22,26.88614
2022-09-23,27.75491
2022-09-24,26.74897
2022-09-25,23.91403
2022-09-26,26.97759
2022-09-27,26.84042
2022-09-28,24.46273
2022-09-29,34.93369
2022-09-30,25.6973
2022-10-01,26.38317
2022-10-02,25.74302
2022-10-03,23.63968
2022-10-04,23.41106
2022-10-05,23.86831
2022-10-06,24.55418
2022-10-07,24.55418
2022-10-08,23.27389
2022-10-09,24.27983
2022-10-10,24.64563
2022-10-11,26.29172
2022-10-12,27.16049
2022-10-13,29.5839
2022-10-14,33.60768
2022-10-15,27.43484
2022-10-16,24.9657
2022-10-17,27.29766
2022-10-18,27.52629
2022-10-19,35.16232
2022-10-20,37.31138
2022-10-21,31.55006
2022-10-22,25.05715
2022-10-23,26.24599
2022-10-24,26.01737
2022-10-25,28.02926
2022-10-26,25.78875
2022-10-27,27.70919
2022-10-28,28.16643
2022-10-29,24.09693
2022-10-30,17.28395
2022-10-31,22.99954
2022-11-01,23.22816
2022-11-02,24.5999
2022-11-03,33.33333
2022-11-04,26.88614
2022-11-05,25.6973
2022-11-06,26.56607
2022-11-07,29.72107
2022-11-08,26.74897
2022-11-09,26.56607
2022-11-10,25.5144
2022-11-11,23.18244
2022-11-12,24.14266
2022-11-13,26.79469
2022-11-14,28.53223
2022-11-15,30.17832
2022-11-16,29.17238
2022-11-17,25.92592
2022-11-18,29.99542
2022-11-19,25.6973
2022-11-20,25.3315
2022-11-21,29.72107
2022-11-22,26.61179
2022-11-23,23.50251
2022-11-24,25.74302
2022-11-25,25.10288
2022-11-26,22.77091
2022-11-27,23.77686
2022-11-28,24.09693
2022-11-29,19.75308
2022-11-30,20.98765
2022-12-01,20.48468
2022-12-02,20.94192
2022-12-03,17.23822
2022-12-04,19.66163
2022-12-05,20.21033
2022-12-06,21.49062
2022-12-07,21.35345
2022-12-08,24.7828
2022-12-09,25.19433
2022-12-10,20.48468
2022-12-11,23.95976
2022-12-12,26.61179
2022-12-13,25.05715
2022-12-14,26.20027
2022-12-15,24.87425
2022-12-16,25.46867
2022-12-17,26.93187
2022-12-18,21.4449
2022-12-19,22.72519
2022-12-20,20.43895
2022-12-21,20.98765
2022-12-22,24.64563
2022-12-23,20.94192
2022-12-24,19.75308
2022-12-25,19.79881
2022-12-26,23.82258
2022-12-27,24.05121
2022-12-28,21.94787
2022-12-29,22.35939
2022-12-30,20.11888
2022-12-31,17.28395
2023-01-01,19.93598
2023-01-02,22.45084
2023-01-03,24.5999
2023-01-04,24.69135
2023-01-05,23.77686
2023-01-06,23.54823
2023-01-07,20.98765
2023-01-08,25.65157
2023-01-09,29.401
2023-01-10,22.90809
2023-01-11,22.95381
2023-01-12,25.28577
2023-01-13,22.49657
2023-01-14,19.84453
2023-01-15,19.89026
2023-01-16,22.26794
2023-01-17,24.55418
2023-01-18,21.67352
2023-01-19,21.53635
2023-01-20,19.02149
2023-01-21,15.86648
2023-01-22,17.87837
2023-01-23,21.0791
2023-01-24,19.34156
2023-01-25,23.77686
2023-01-26,23.22816
2023-01-27,20.39323
2023-01-28,20.57613
2023-01-29,22.03932
2023-01-30,22.58802
2023-01-31,22.17649
2023-02-01,22.03932
2023-02-02,20.62185
2023-02-03,23.18244
2023-02-04,21.6278
2023-02-05,18.93004
2023-02-06,22.99954
2023-02-07,23.09099
2023-02-08,24.46273
2023-02-09,24.18838
2023-02-10,21.99359
2023-02-11,22.13077
2023-02-12,21.49062
2023-02-13,23.27389
2023-02-14,22.49657
2023-02-15,22.49657
2023-02-16,20.21033
2023-02-17,23.82258
2023-02-18,21.76497
2023-02-19,17.42112
2023-02-20,23.68541
2023-02-21,25.05715
2023-02-22,21.4449
2023-02-23,21.90214
2023-02-24,21.94787
2023-02-25,22.58802
2023-02-26,20.11888
2023-02-27,23.77686
2023-02-28,24.7828
2023-03-01,21.6278
2023-03-02,20.75903
2023-03-03,19.38728
2023-03-04,21.4449
2023-03-05,22.45084
2023-03-06,23.09099
2023-03-07,20.85048
2023-03-08,17.74119
2023-03-09,19.79881
2023-03-10,18.79286
2023-03-11,21.53635
2023-03-12,22.08504
2023-03-13,24.37128
2023-03-14,22.77091
2023-03-15,22.26794
2023-03-16,20.8962
2023-03-17,20.07315
2023-03-18,20.25605
2023-03-19,20.7133
2023-03-20,23.86831
2023-03-21,21.39917
2023-03-22,21.262
2023-03-23,22.17649
2023-03-24,18.88431
2023-03-25,21.67352
2023-03-26,19.84453
2023-03-27,22.40512
2023-03-28,20.11888
2023-03-29,19.66163
2023-03-30,20.11888
2023-03-31,20.07315
2023-04-01,23.22816
2023-04-02,21.53635
2023-04-03,20.62185
2023-04-04,21.71925
2023-04-05,19.79881
2023-04-06,19.15866
2023-04-07,18.93004
2023-04-08,18.79286
2023-04-09,15.50068
2023-04-10,20.80475
2023-04-11,19.70736
2023-04-12,17.87837
2023-04-13,22.72519
2023-04-14,20.57613
2023-04-15,20.39323
2023-04-16,18.51851
2023-04-17,21.67352
2023-04-18,20.57613
2023-04-19,18.51851
2023-04-20,19.84453
2023-04-21,20.02743
2023-04-22,17.10105
2023-04-23,18.60996
2023-04-24,21.4449
2023-04-25,18.83859
2023-04-26,20.85048
2023-04-27,20.21033
2023-04-28,19.02149
2023-04-29,40.55784
2023-04-30,33.69913
2023-05-01,28.76085
2023-05-02,26.97759
2023-05-03,26.97759
2023-05-04,25.74302
2023-05-05,24.69135
2023-05-06,23.91403
2023-05-07,23.22816
2023-05-08,22.58802
2023-05-09,22.95381
2023-05-10,20.80475
2023-05-11,21.71925
2023-05-12,21.39917
2023-05-13,18.97576
2023-05-14,17.1925
2023-05-15,21.67352
2023-05-16,19.02149
2023-05-17,22.99954
2023-05-18,21.0791
2023-05-19,21.90214
2023-05-20,17.1925
2023-05-21,16.68952
2023-05-22,18.97576
2023-05-23,18.65569
2023-05-24,18.97576
2023-05-25,20.94192
2023-05-26,19.25011
2023-05-27,16.96387
2023-05-28,17.60402
2023-05-29,20.57613
