date,코스피200종목
2020-07-10,0.6194
2020-07-11,0.18564
2020-07-12,0.21461
2020-07-13,0.74618
2020-07-14,0.72083
2020-07-15,0.6674
2020-07-16,0.65291
2020-07-17,0.59405
2020-07-18,0.19198
2020-07-19,0.17839
2020-07-20,0.62936
2020-07-21,0.71268
2020-07-22,0.70724
2020-07-23,0.71268
2020-07-24,0.68189
2020-07-25,0.22729
2020-07-26,0.24359
2020-07-27,0.71811
2020-07-28,0.80052
2020-07-29,0.82406
2020-07-30,0.74165
2020-07-31,0.6683
2020-08-01,0.18745
2020-08-02,0.19922
2020-08-03,0.70272
2020-08-04,0.72898
2020-08-05,0.82134
2020-08-06,0.80142
2020-08-07,0.88926
2020-08-08,0.31423
2020-08-09,0.28163
2020-08-10,0.98887
2020-08-11,0.8947
2020-08-12,0.83131
2020-08-13,0.78693
2020-08-14,0.63208
2020-08-15,0.20284
2020-08-16,0.34321
2020-08-17,0.40931
2020-08-18,0.74437
2020-08-19,0.56779
2020-08-20,0.72535
2020-08-21,0.62031
2020-08-22,0.18745
2020-08-23,0.1965
2020-08-24,0.58227
2020-08-25,0.65381
2020-08-26,0.66196
2020-08-27,0.67374
2020-08-28,0.55782
2020-08-29,0.21733
2020-08-30,0.23816
2020-08-31,0.66378
2020-09-01,0.61578
2020-09-02,0.63118
2020-09-03,0.66468
2020-09-04,0.66468
2020-09-05,0.23454
2020-09-06,0.19469
2020-09-07,0.60854
2020-09-08,0.64748
2020-09-09,0.79237
2020-09-10,0.67193
2020-09-11,0.59676
2020-09-12,0.20375
2020-09-13,0.13402
2020-09-14,0.57231
2020-09-15,0.53971
2020-09-16,0.58499
2020-09-17,0.59314
2020-09-18,0.46365
2020-09-19,0.15485
2020-09-20,0.16028
2020-09-21,0.48991
2020-09-22,0.53971
2020-09-23,0.49172
2020-09-24,0.64023
2020-09-25,0.46093
2020-09-26,0.16752
2020-09-27,0.15122
2020-09-28,0.46183
2020-09-29,0.37671
2020-09-30,0.09599
2020-10-01,0.08512
2020-10-02,0.14036
2020-10-03,0.13945
2020-10-04,0.1304
2020-10-05,0.51345
2020-10-06,0.40207
2020-10-07,0.40116
2020-10-08,0.41656
2020-10-09,0.1639
2020-10-10,0.13674
2020-10-11,0.1141
2020-10-12,0.38214
2020-10-13,0.39573
2020-10-14,0.35769
2020-10-15,0.42199
2020-10-16,0.33958
2020-10-17,0.13221
2020-10-18,0.10595
2020-10-19,0.40478
2020-10-20,0.51707
2020-10-21,0.37762
2020-10-22,0.34683
2020-10-23,0.35317
2020-10-24,0.13311
2020-10-25,0.14036
2020-10-26,0.44553
2020-10-27,0.40931
2020-10-28,0.42289
2020-10-29,0.3912
2020-10-30,0.39935
2020-10-31,0.11047
2020-11-01,0.10957
2020-11-02,0.36584
2020-11-03,0.33868
2020-11-04,0.36856
2020-11-05,0.36947
2020-11-06,0.35045
2020-11-07,0.12587
2020-11-08,0.14398
2020-11-09,0.44463
2020-11-10,0.46455
2020-11-11,0.45912
2020-11-12,0.44553
2020-11-13,0.43376
2020-11-14,0.17658
2020-11-15,0.1639
2020-11-16,0.49443
2020-11-17,0.5379
2020-11-18,0.47542
2020-11-19,0.40478
2020-11-20,0.42833
2020-11-21,0.21371
2020-11-22,0.18201
2020-11-23,0.56326
2020-11-24,0.52251
2020-11-25,0.79056
2020-11-26,0.89288
2020-11-27,0.57684
2020-11-28,0.24178
2020-11-29,0.23997
2020-11-30,0.45731
2020-12-01,0.46908
2020-12-02,0.52704
2020-12-03,0.60763
2020-12-04,0.67827
2020-12-05,0.30064
2020-12-06,0.25084
2020-12-07,0.63933
2020-12-08,0.62212
2020-12-09,0.73803
2020-12-10,0.72173
2020-12-11,0.63933
2020-12-12,0.22367
2020-12-13,0.23544
2020-12-14,0.56235
2020-12-15,0.52975
2020-12-16,0.51436
2020-12-17,0.47451
2020-12-18,0.50621
2020-12-19,0.23635
2020-12-20,0.23816
2020-12-21,0.55511
2020-12-22,0.50802
2020-12-23,0.62121
2020-12-24,0.58318
2020-12-25,0.21643
2020-12-26,0.19831
2020-12-27,0.28797
2020-12-28,0.67464
2020-12-29,0.63661
2020-12-30,0.6185
2020-12-31,0.27891
2021-01-01,0.22548
2021-01-02,0.25537
2021-01-03,0.25899
2021-01-04,0.84942
2021-01-05,0.93635
2021-01-06,0.89741
2021-01-07,0.911
2021-01-08,1.21527
2021-01-09,0.49172
2021-01-10,0.43557
2021-01-11,1.31578
2021-01-12,1.09301
2021-01-13,0.94631
2021-01-14,0.84942
2021-01-15,0.82406
2021-01-16,0.26261
2021-01-17,0.31242
2021-01-18,0.82225
2021-01-19,0.96171
2021-01-20,0.84851
2021-01-21,0.88021
2021-01-22,0.82316
2021-01-23,0.29974
2021-01-24,0.32509
2021-01-25,0.863
2021-01-26,0.84217
2021-01-27,0.79237
2021-01-28,0.78693
2021-01-29,0.76701
2021-01-30,0.28434
2021-01-31,0.25355
2021-02-01,0.76611
2021-02-02,0.69004
2021-02-03,100.0
2021-02-04,43.90824
2021-02-05,5.81917
2021-02-06,2.28655
2021-02-07,1.63273
2021-02-08,2.59535
2021-02-09,1.65537
2021-02-10,1.63273
2021-02-11,0.96624
2021-02-12,0.83131
2021-02-13,0.73079
2021-02-14,1.0088
2021-02-15,1.73687
2021-02-16,1.85822
2021-02-17,1.72691
2021-02-18,1.50143
2021-02-19,1.28409
2021-02-20,0.49443
2021-02-21,0.51074
2021-02-22,1.2207
2021-02-23,1.22885
2021-02-24,1.21889
2021-02-25,1.20983
2021-02-26,1.08034
2021-02-27,0.3269
2021-02-28,0.33868
2021-03-01,0.33415
2021-03-02,0.90194
2021-03-03,0.87025
2021-03-04,0.8793
2021-03-05,0.9273
2021-03-06,0.30064
2021-03-07,0.29974
2021-03-08,0.96986
2021-03-09,1.19897
2021-03-10,1.01242
2021-03-11,0.95809
2021-03-12,0.85757
2021-03-13,0.30608
2021-03-14,0.26442
2021-03-15,0.90556
2021-03-16,0.87025
2021-03-17,0.78965
2021-03-18,0.9436
2021-03-19,0.87477
2021-03-20,0.326
2021-03-21,0.33415
2021-03-22,0.85485
2021-03-23,0.8621
2021-03-24,0.91552
2021-03-25,0.8947
2021-03-26,0.82859
2021-03-27,0.32962
2021-03-28,0.30879
2021-03-29,0.83221
2021-03-30,1.11837
2021-03-31,0.89379
2021-04-01,0.88836
2021-04-02,0.98525
2021-04-03,0.38667
2021-04-04,0.93545
2021-04-05,1.11565
2021-04-06,1.14644
2021-04-07,1.05136
2021-04-08,1.02963
2021-04-09,0.95084
2021-04-10,0.45731
2021-04-11,0.48176
2021-04-12,1.11203
2021-04-13,1.16365
2021-04-14,1.14554
2021-04-15,1.45071
2021-04-16,1.3828
2021-04-17,0.70453
2021-04-18,0.93635
2021-04-19,1.65718
2021-04-20,2.02484
2021-04-21,2.08461
2021-04-22,1.9859
2021-04-23,2.00311
2021-04-24,1.17723
2021-04-25,1.49146
2021-04-26,1.96327
2021-04-27,2.37983
2021-04-28,2.9775
2021-04-29,3.43934
2021-04-30,4.03158
2021-05-01,3.02187
2021-05-02,4.42913
2021-05-03,7.49538
2021-05-04,3.50726
2021-05-05,1.0577
2021-05-06,1.55123
2021-05-07,1.2207
2021-05-08,0.56507
2021-05-09,0.59586
2021-05-10,1.75408
2021-05-11,1.55214
2021-05-12,1.27685
2021-05-13,1.16365
2021-05-14,0.93907
2021-05-15,0.36313
2021-05-16,0.28978
2021-05-17,0.90103
2021-05-18,0.83583
2021-05-19,0.27438
2021-05-20,0.75252
2021-05-21,0.77607
2021-05-22,0.28434
2021-05-23,0.21552
2021-05-24,0.75795
2021-05-25,1.15459
2021-05-26,1.06404
2021-05-27,0.94088
2021-05-28,0.79508
2021-05-29,0.23906
2021-05-30,0.19016
2021-05-31,0.84308
2021-06-01,0.80957
2021-06-02,0.84036
2021-06-03,0.89107
2021-06-04,0.94903
2021-06-05,0.32962
2021-06-06,0.36041
2021-06-07,1.10298
2021-06-08,0.96714
2021-06-09,0.95356
2021-06-10,1.03053
2021-06-11,1.01785
2021-06-12,0.27348
2021-06-13,0.23091
2021-06-14,0.79056
2021-06-15,0.77697
2021-06-16,0.78784
2021-06-17,0.75343
2021-06-18,0.7009
2021-06-19,0.24812
2021-06-20,0.2119
2021-06-21,0.78512
2021-06-22,0.6683
2021-06-23,0.83131
2021-06-24,0.85213
2021-06-25,0.84851
2021-06-26,0.25446
2021-06-27,0.26895
2021-06-28,0.69094
2021-06-29,0.61216
2021-06-30,0.69909
2021-07-01,0.61035
2021-07-02,0.61216
2021-07-03,0.1793
2021-07-04,0.16209
2021-07-05,0.66921
2021-07-06,0.59676
2021-07-07,0.56869
2021-07-08,0.67283
2021-07-09,0.72626
2021-07-10,0.19198
2021-07-11,0.14579
2021-07-12,0.59858
2021-07-13,0.56145
2021-07-14,0.63389
2021-07-15,0.54062
2021-07-16,0.41203
2021-07-17,0.14036
2021-07-18,0.12225
2021-07-19,0.34954
2021-07-20,0.32781
2021-07-21,0.34411
2021-07-22,0.31151
2021-07-23,0.23906
2021-07-24,0.0978
2021-07-25,0.10957
2021-07-26,0.32328
2021-07-27,0.31694
2021-07-28,0.2771
2021-07-29,0.25627
2021-07-30,0.26895
2021-07-31,0.06972
2021-08-01,0.0815
2021-08-02,0.22367
2021-08-03,0.34864
2021-08-04,0.34592
2021-08-05,0.27438
2021-08-06,0.29702
2021-08-07,0.10685
2021-08-08,0.10595
2021-08-09,0.31242
2021-08-10,0.28072
2021-08-11,0.40026
2021-08-12,0.40569
2021-08-13,0.326
2021-08-14,0.13402
2021-08-15,0.10232
2021-08-16,0.13583
2021-08-17,0.32781
2021-08-18,0.29159
2021-08-19,0.40659
2021-08-20,0.33868
2021-08-21,0.14307
2021-08-22,0.15394
2021-08-23,0.39029
2021-08-24,0.30608
2021-08-25,0.30336
2021-08-26,0.2943
2021-08-27,0.27167
2021-08-28,0.08421
2021-08-29,0.09599
2021-08-30,0.23544
2021-08-31,0.31151
2021-09-01,0.30245
2021-09-02,0.28253
2021-09-03,0.25355
2021-09-04,0.11953
2021-09-05,0.10866
2021-09-06,0.2454
2021-09-07,0.27167
2021-09-08,0.29702
2021-09-09,0.30427
2021-09-10,0.28434
2021-09-11,0.10595
2021-09-12,0.12134
2021-09-13,0.24721
2021-09-14,0.24178
2021-09-15,0.20646
2021-09-16,0.20465
2021-09-17,0.19469
2021-09-18,0.10866
2021-09-19,0.08421
2021-09-20,0.05976
2021-09-21,0.04799
2021-09-22,0.08059
2021-09-23,0.2291
2021-09-24,0.20646
2021-09-25,0.07516
2021-09-26,0.08965
2021-09-27,0.19469
2021-09-28,0.20918
2021-09-29,0.23001
2021-09-30,0.21371
2021-10-01,0.20556
2021-10-02,0.06701
2021-10-03,0.06067
2021-10-04,0.07878
2021-10-05,0.26533
2021-10-06,0.28163
2021-10-07,0.30336
2021-10-08,0.21643
2021-10-09,0.08512
2021-10-10,0.08874
2021-10-11,0.09599
2021-10-12,0.25899
2021-10-13,0.2128
2021-10-14,0.23001
2021-10-15,0.21552
2021-10-16,0.07968
2021-10-17,0.05795
2021-10-18,0.17205
2021-10-19,0.21643
2021-10-20,0.18564
2021-10-21,0.17749
2021-10-22,0.15394
2021-10-23,0.0652
2021-10-24,0.05252
2021-10-25,0.15394
2021-10-26,0.19922
2021-10-27,0.18745
2021-10-28,0.17839
2021-10-29,0.16028
2021-10-30,0.06157
2021-10-31,0.06429
2021-11-01,0.18564
2021-11-02,0.20013
2021-11-03,0.18564
2021-11-04,0.18745
2021-11-05,0.17568
2021-11-06,0.07878
2021-11-07,0.11138
2021-11-08,0.20465
2021-11-09,0.19107
2021-11-10,0.20013
2021-11-11,0.22729
2021-11-12,0.20284
2021-11-13,0.10414
2021-11-14,0.1313
2021-11-15,0.21733
2021-11-16,0.18383
2021-11-17,0.19831
2021-11-18,0.24178
2021-11-19,0.20828
2021-11-20,0.09417
2021-11-21,0.10051
2021-11-22,0.23454
2021-11-23,0.18473
2021-11-24,0.23997
2021-11-25,0.40388
2021-11-26,0.31151
2021-11-27,0.10414
2021-11-28,0.11229
2021-11-29,0.20284
2021-11-30,0.2934
2021-12-01,0.23725
2021-12-02,0.2128
2021-12-03,0.20465
2021-12-04,0.07878
2021-12-05,0.08874
2021-12-06,0.18111
2021-12-07,0.26533
2021-12-08,0.28706
2021-12-09,0.30789
2021-12-10,0.29883
2021-12-11,0.18835
2021-12-12,0.14489
2021-12-13,0.28344
2021-12-14,0.25627
2021-12-15,0.23997
2021-12-16,0.22276
2021-12-17,0.14851
2021-12-18,0.09146
2021-12-19,0.0815
2021-12-20,0.12044
2021-12-21,0.15937
2021-12-22,0.1639
2021-12-23,0.15394
2021-12-24,0.16119
2021-12-25,0.08602
2021-12-26,0.07968
2021-12-27,0.13764
2021-12-28,0.17024
2021-12-29,0.12225
2021-12-30,0.14126
2021-12-31,0.06972
2022-01-01,0.12496
2022-01-02,0.12134
2022-01-03,0.15847
2022-01-04,0.1793
2022-01-05,0.18292
2022-01-06,0.1467
2022-01-07,0.1639
2022-01-08,0.10504
2022-01-09,0.1141
2022-01-10,0.18564
2022-01-11,0.1802
2022-01-12,0.18383
2022-01-13,0.17205
2022-01-14,0.15213
2022-01-15,0.09961
2022-01-16,0.09146
2022-01-17,0.16934
2022-01-18,0.22639
2022-01-19,0.19016
2022-01-20,0.21914
2022-01-21,0.18292
2022-01-22,0.09508
2022-01-23,0.10685
2022-01-24,0.20375
2022-01-25,0.29521
2022-01-26,0.26804
2022-01-27,0.35951
2022-01-28,0.28525
2022-01-29,0.13764
2022-01-30,0.10323
2022-01-31,0.07878
2022-02-01,0.09146
2022-02-02,0.11229
2022-02-03,0.23544
2022-02-04,0.2282
2022-02-05,0.13492
2022-02-06,0.12134
2022-02-07,0.27348
2022-02-08,0.2617
2022-02-09,0.21733
2022-02-10,0.27529
2022-02-11,0.19198
2022-02-12,0.10957
2022-02-13,0.13583
2022-02-14,0.22095
2022-02-15,0.25355
2022-02-16,0.2128
2022-02-17,0.20646
2022-02-18,0.14941
2022-02-19,0.09508
2022-02-20,0.09236
2022-02-21,0.18926
2022-02-22,0.20194
2022-02-23,0.20284
2022-02-24,0.21371
2022-02-25,0.17477
2022-02-26,0.08331
2022-02-27,0.07787
2022-02-28,0.15756
2022-03-01,0.11591
2022-03-02,0.16209
2022-03-03,0.19107
2022-03-04,0.18745
2022-03-05,0.09055
2022-03-06,0.09417
2022-03-07,0.18292
2022-03-08,0.20828
2022-03-09,0.08965
2022-03-10,0.20375
2022-03-11,0.28163
2022-03-12,0.15756
2022-03-13,0.13583
2022-03-14,0.26261
2022-03-15,0.2282
2022-03-16,0.18473
2022-03-17,0.16571
2022-03-18,0.21461
2022-03-19,0.11229
2022-03-20,0.10595
2022-03-21,0.18473
2022-03-22,0.15575
2022-03-23,0.1802
2022-03-24,0.16934
2022-03-25,0.19922
2022-03-26,0.09236
2022-03-27,0.10504
2022-03-28,0.18926
2022-03-29,0.19016
2022-03-30,0.21552
2022-03-31,0.18926
2022-04-01,0.15394
2022-04-02,0.07335
2022-04-03,0.07787
2022-04-04,0.16209
2022-04-05,0.15575
2022-04-06,0.1313
2022-04-07,0.14489
2022-04-08,0.14398
2022-04-09,0.06791
2022-04-10,0.06067
2022-04-11,0.11319
2022-04-12,0.14126
2022-04-13,0.15485
2022-04-14,0.15666
2022-04-15,0.1304
2022-04-16,0.03803
2022-04-17,0.05252
2022-04-18,0.13945
2022-04-19,0.12225
2022-04-20,0.12044
2022-04-21,0.13674
2022-04-22,0.11319
2022-04-23,0.03984
2022-04-24,0.05161
2022-04-25,0.0987
2022-04-26,0.10595
2022-04-27,0.1313
2022-04-28,0.11681
2022-04-29,0.08965
2022-04-30,0.03893
2022-05-01,0.0498
2022-05-02,0.07968
2022-05-03,0.08693
2022-05-04,0.0815
2022-05-05,0.05071
2022-05-06,0.09327
2022-05-07,0.03078
2022-05-08,0.0335
2022-05-09,0.08602
2022-05-10,0.10685
2022-05-11,0.09327
2022-05-12,0.09236
2022-05-13,0.12949
2022-05-14,0.0489
2022-05-15,0.04256
2022-05-16,0.11138
2022-05-17,0.0661
2022-05-18,0.09961
2022-05-19,0.0978
2022-05-20,0.07878
2022-05-21,0.04527
2022-05-22,0.03441
2022-05-23,0.06248
2022-05-24,0.08965
2022-05-25,0.09055
2022-05-26,0.07153
2022-05-27,0.07968
2022-05-28,0.03712
2022-05-29,0.0335
2022-05-30,0.07063
2022-05-31,0.06157
2022-06-01,0.03078
2022-06-02,0.04618
2022-06-03,0.0652
2022-06-04,0.04075
2022-06-05,0.05071
2022-06-06,0.05433
2022-06-07,0.05886
2022-06-08,0.06972
2022-06-09,0.04708
2022-06-10,0.05976
2022-06-11,0.01086
2022-06-12,0.03169
2022-06-13,0.05705
2022-06-14,0.09327
2022-06-15,0.11681
2022-06-16,0.09327
2022-06-17,0.08421
2022-06-18,0.02897
2022-06-19,0.03169
2022-06-20,0.09236
2022-06-21,0.07968
2022-06-22,0.10957
2022-06-23,0.08512
2022-06-24,0.06067
2022-06-25,0.01901
2022-06-26,0.03169
2022-06-27,0.06882
2022-06-28,0.07153
2022-06-29,0.07697
2022-06-30,0.07244
2022-07-01,0.10504
2022-07-02,0.03531
2022-07-03,0.04165
2022-07-04,0.09055
2022-07-05,0.07425
2022-07-06,0.07153
2022-07-07,0.09236
2022-07-08,0.05433
2022-07-09,0.01901
2022-07-10,0.0335
2022-07-11,0.07244
2022-07-12,0.07787
2022-07-13,0.05795
2022-07-14,0.0661
2022-07-15,0.0815
2022-07-16,0.02897
2022-07-17,0.04075
2022-07-18,0.09146
2022-07-19,0.06701
2022-07-20,0.09327
2022-07-21,0.07697
2022-07-22,0.07425
2022-07-23,0.01992
2022-07-24,0.01992
2022-07-25,0.06972
2022-07-26,0.06248
2022-07-27,0.06067
2022-07-28,0.04618
2022-07-29,0.05161
2022-07-30,0.04075
2022-07-31,0.03169
2022-08-01,0.05161
2022-08-02,0.04799
2022-08-03,0.06429
2022-08-04,0.09508
2022-08-05,0.07063
2022-08-06,0.02988
2022-08-07,0.0335
2022-08-08,0.05795
2022-08-09,0.04437
2022-08-10,0.04165
2022-08-11,0.06067
2022-08-12,0.06701
2022-08-13,0.02988
2022-08-14,0.04165
2022-08-15,0.02807
2022-08-16,0.06157
2022-08-17,0.07787
2022-08-18,0.07335
2022-08-19,0.07244
2022-08-20,0.03984
2022-08-21,0.03803
2022-08-22,0.05433
2022-08-23,0.05161
2022-08-24,0.08784
2022-08-25,0.06067
2022-08-26,0.07244
2022-08-27,0.02354
2022-08-28,0.02173
2022-08-29,0.07244
2022-08-30,0.06701
2022-08-31,0.05252
2022-09-01,0.06248
2022-09-02,0.05523
2022-09-03,0.02897
2022-09-04,0.01811
2022-09-05,0.06067
2022-09-06,0.06338
2022-09-07,0.05705
2022-09-08,0.08965
2022-09-09,0.04618
2022-09-10,0.02626
2022-09-11,0.03531
2022-09-12,0.0326
2022-09-13,0.06791
2022-09-14,0.06972
2022-09-15,0.06791
2022-09-16,0.06791
2022-09-17,0.0326
2022-09-18,0.02807
2022-09-19,0.08602
2022-09-20,0.06248
2022-09-21,0.05886
2022-09-22,0.05523
2022-09-23,0.07516
2022-09-24,0.03712
2022-09-25,0.04256
2022-09-26,0.10323
2022-09-27,0.09146
2022-09-28,0.14036
2022-09-29,0.12406
2022-09-30,0.09146
2022-10-01,0.0489
2022-10-02,0.03441
2022-10-03,0.0498
2022-10-04,0.0815
2022-10-05,0.07425
2022-10-06,0.0652
2022-10-07,0.07335
2022-10-08,0.03622
2022-10-09,0.04708
2022-10-10,0.04708
2022-10-11,0.11681
2022-10-12,0.10957
2022-10-13,0.0987
2022-10-14,0.06791
2022-10-15,0.0335
2022-10-16,0.07335
2022-10-17,0.10051
2022-10-18,0.08512
2022-10-19,0.09508
2022-10-20,0.07425
2022-10-21,0.09689
2022-10-22,0.03893
2022-10-23,0.03531
2022-10-24,0.08784
2022-10-25,0.06972
2022-10-26,0.09508
2022-10-27,0.08602
2022-10-28,0.06882
2022-10-29,0.03712
2022-10-30,0.04075
2022-10-31,0.04346
2022-11-01,0.08421
2022-11-02,0.06338
2022-11-03,0.06972
2022-11-04,0.05795
2022-11-05,0.04618
2022-11-06,0.07516
2022-11-07,0.07968
2022-11-08,0.08421
2022-11-09,0.09689
2022-11-10,0.07606
2022-11-11,0.12044
2022-11-12,0.05614
2022-11-13,0.05795
2022-11-14,0.07606
2022-11-15,0.09689
2022-11-16,0.12225
2022-11-17,0.09961
2022-11-18,0.07425
2022-11-19,0.03622
2022-11-20,0.04437
2022-11-21,0.07335
2022-11-22,0.06248
2022-11-23,0.05161
2022-11-24,0.0489
2022-11-25,0.05071
2022-11-26,0.04346
2022-11-27,0.03803
2022-11-28,0.04799
2022-11-29,0.05795
2022-11-30,0.0498
2022-12-01,0.05614
2022-12-02,0.05886
2022-12-03,0.03441
2022-12-04,0.02988
2022-12-05,0.04708
2022-12-06,0.05433
2022-12-07,0.0661
2022-12-08,0.07878
2022-12-09,0.07335
2022-12-10,0.04256
2022-12-11,0.03169
2022-12-12,0.04618
2022-12-13,0.07244
2022-12-14,0.05795
2022-12-15,0.0498
2022-12-16,0.03712
2022-12-17,0.02445
2022-12-18,0.02807
2022-12-19,0.03984
2022-12-20,0.03622
2022-12-21,0.0489
2022-12-22,0.05614
2022-12-23,0.06248
2022-12-24,0.02173
2022-12-25,0.02354
2022-12-26,0.05252
2022-12-27,0.0489
2022-12-28,0.04708
2022-12-29,0.04165
2022-12-30,0.03893
2022-12-31,0.02173
2023-01-01,0.0335
2023-01-02,0.0652
2023-01-03,0.06701
2023-01-04,0.07787
2023-01-05,0.08512
2023-01-06,0.07244
2023-01-07,0.03893
2023-01-08,0.03803
2023-01-09,0.08965
2023-01-10,0.08331
2023-01-11,0.07244
2023-01-12,0.06157
2023-01-13,0.10051
2023-01-14,0.08059
2023-01-15,0.05342
2023-01-16,0.09417
2023-01-17,0.05433
2023-01-18,0.06429
2023-01-19,0.05523
2023-01-20,0.0489
2023-01-21,0.01992
2023-01-22,0.03622
2023-01-23,0.02445
2023-01-24,0.03984
2023-01-25,0.07063
2023-01-26,0.07968
2023-01-27,0.0815
2023-01-28,0.04165
2023-01-29,0.04346
2023-01-30,0.0498
2023-01-31,0.07968
2023-02-01,0.09146
2023-02-02,0.07606
2023-02-03,0.0815
2023-02-04,0.04075
2023-02-05,0.02354
2023-02-06,0.06701
2023-02-07,0.06248
2023-02-08,0.08602
2023-02-09,0.0661
2023-02-10,0.05976
2023-02-11,0.0335
2023-02-12,0.03984
2023-02-13,0.05161
2023-02-14,0.05523
2023-02-15,0.06067
2023-02-16,0.07606
2023-02-17,0.05342
2023-02-18,0.04165
2023-02-19,0.0335
2023-02-20,0.06429
2023-02-21,0.05523
2023-02-22,0.04799
2023-02-23,0.06429
2023-02-24,0.05976
2023-02-25,0.02988
2023-02-26,0.02354
2023-02-27,0.04437
2023-02-28,0.06338
2023-03-01,0.03441
2023-03-02,0.06067
2023-03-03,0.07787
2023-03-04,0.05252
2023-03-05,0.06157
2023-03-06,0.04618
2023-03-07,0.06429
2023-03-08,0.06882
2023-03-09,0.05705
2023-03-10,0.05795
2023-03-11,0.03169
2023-03-12,0.03712
2023-03-13,0.0652
2023-03-14,0.08421
2023-03-15,0.07516
2023-03-16,0.06972
2023-03-17,0.05795
2023-03-18,0.03984
2023-03-19,0.05614
2023-03-20,0.05705
2023-03-21,0.09236
2023-03-22,0.07968
2023-03-23,0.0978
2023-03-24,0.07878
2023-03-25,0.04437
2023-03-26,0.05614
2023-03-27,0.0661
2023-03-28,0.05342
2023-03-29,0.07787
2023-03-30,0.08693
2023-03-31,0.0824
2023-04-01,0.04437
2023-04-02,0.03531
2023-04-03,0.07787
2023-04-04,0.05976
2023-04-05,0.07425
2023-04-06,0.06791
2023-04-07,0.06882
2023-04-08,0.03893
2023-04-09,0.04346
2023-04-10,0.08693
2023-04-11,0.09327
2023-04-12,0.0978
2023-04-13,0.1141
2023-04-14,0.0987
2023-04-15,0.05342
2023-04-16,0.06972
2023-04-17,0.08602
2023-04-18,0.08421
2023-04-19,0.0987
2023-04-20,0.09961
2023-04-21,0.08059
2023-04-22,0.04256
2023-04-23,0.03803
2023-04-24,0.07153
2023-04-25,0.08421
2023-04-26,0.0987
2023-04-27,0.0815
2023-04-28,0.07697
2023-04-29,0.03078
2023-04-30,0.04256
2023-05-01,0.03441
2023-05-02,0.07968
2023-05-03,0.05886
2023-05-04,0.05976
2023-05-05,0.04165
2023-05-06,0.04527
2023-05-07,0.03712
2023-05-08,0.06157
2023-05-09,0.06248
2023-05-10,0.05705
2023-05-11,0.07787
2023-05-12,0.06972
2023-05-13,0.04075
2023-05-14,0.0326
2023-05-15,0.06157
2023-05-16,0.05976
2023-05-17,0.07153
2023-05-18,0.09508
2023-05-19,0.14941
2023-05-20,0.05433
2023-05-21,0.05886
2023-05-22,0.07153
2023-05-23,0.09055
2023-05-24,0.07878
2023-05-25,0.07878
2023-05-26,0.05976
2023-05-27,0.05071
2023-05-28,0.04618
