date,KODEX반도체
2023-05-29,9.44108
2023-05-30,51.73716
2023-05-31,35.8006
2023-06-01,34.7432
2023-06-02,39.80362
2023-06-03,4.83383
2023-06-04,3.32326
2023-06-05,29.98489
2023-06-06,5.58912
2023-06-07,31.19335
2023-06-08,28.47432
2023-06-09,41.46525
2023-06-10,4.2296
2023-06-11,5.21148
2023-06-12,29.90936
2023-06-13,47.65861
2023-06-14,39.72809
2023-06-15,45.77039
2023-06-16,40.25679
2023-06-17,4.15407
2023-06-18,4.45619
2023-06-19,34.29003
2023-06-20,32.17522
2023-06-21,28.39879
2023-06-22,25.67975
2023-06-23,24.69788
2023-06-24,2.41691
2023-06-25,1.96374
2023-06-26,27.79456
2023-06-27,25.83081
2023-06-28,28.85196
2023-06-29,33.30815
2023-06-30,26.73716
2023-07-01,2.71903
2023-07-02,3.32326
2023-07-03,36.10271
2023-07-04,30.89123
2023-07-05,28.32326
2023-07-06,31.64652
2023-07-07,25.30211
2023-07-08,2.49244
2023-07-09,3.24773
2023-07-10,24.32024
2023-07-11,28.7009
2023-07-12,29.53172
2023-07-13,40.25679
2023-07-14,50.75528
2023-07-15,4.7583
2023-07-16,5.51359
2023-07-17,36.78247
2023-07-18,37.76435
2023-07-19,39.19939
2023-07-20,38.4441
2023-07-21,36.3293
2023-07-22,5.66465
2023-07-23,5.8157
2023-07-24,35.8006
2023-07-25,38.51963
2023-07-26,41.61631
2023-07-27,68.65558
2023-07-28,61.70694
2023-07-29,6.19335
2023-07-30,5.06042
2023-07-31,50.83081
2023-08-01,46.90332
2023-08-02,45.09063
2023-08-03,40.18126
2023-08-04,37.46223
2023-08-05,3.09667
2023-08-06,3.92749
2023-08-07,43.58006
2023-08-08,33.76132
2023-08-09,30.96676
2023-08-10,30.06042
2023-08-11,27.34138
2023-08-12,2.71903
2023-08-13,2.19033
2023-08-14,24.01812
2023-08-15,3.85196
2023-08-16,24.54682
2023-08-17,24.62235
2023-08-18,32.17522
2023-08-19,3.62537
2023-08-20,2.71903
2023-08-21,25.45317
2023-08-22,26.0574
2023-08-23,19.93957
2023-08-24,32.55287
2023-08-25,26.0574
2023-08-26,4.38066
2023-08-27,2.6435
2023-08-28,22.43202
2023-08-29,23.79154
2023-08-30,29.68277
2023-08-31,25.98187
2023-09-01,36.17824
2023-09-02,4.7583
2023-09-03,5.13595
2023-09-04,31.72205
2023-09-05,28.62537
2023-09-06,20.92145
2023-09-07,20.77039
2023-09-08,22.35649
2023-09-09,3.1722
2023-09-10,2.49244
2023-09-11,22.1299
2023-09-12,21.45015
2023-09-13,20.09063
2023-09-14,25.37764
2023-09-15,24.84894
2023-09-16,3.54984
2023-09-17,1.66163
2023-09-18,22.05438
2023-09-19,27.1148
2023-09-20,23.86706
2023-09-21,18.65558
2023-09-22,18.20241
2023-09-23,3.77643
2023-09-24,2.26586
2023-09-25,17.44712
2023-09-26,18.35347
2023-09-27,15.33232
2023-09-28,0.98187
2023-09-29,1.51057
2023-09-30,1.20845
2023-10-01,1.96374
2023-10-02,2.1148
2023-10-03,1.96374
2023-10-04,20.31722
2023-10-05,18.58006
2023-10-06,14.35045
2023-10-07,2.6435
2023-10-08,2.71903
2023-10-09,3.02114
2023-10-10,19.63746
2023-10-11,24.62235
2023-10-12,20.5438
2023-10-13,20.77039
2023-10-14,2.94561
2023-10-15,2.34138
2023-10-16,17.67371
2023-10-17,25.37764
2023-10-18,27.1148
2023-10-19,20.92145
2023-10-20,17.82477
2023-10-21,2.94561
2023-10-22,2.26586
2023-10-23,12.9154
2023-10-24,17.59818
2023-10-25,21.37462
2023-10-26,16.23867
2023-10-27,17.06948
2023-10-28,2.26586
2023-10-29,1.96374
2023-10-30,12.00906
2023-10-31,14.65256
2023-11-01,17.9003
2023-11-02,28.47432
2023-11-03,25.98187
2023-11-04,4.83383
2023-11-05,3.77643
2023-11-06,36.858
2023-11-07,29.83383
2023-11-08,27.03927
2023-11-09,23.41389
2023-11-10,24.01812
2023-11-11,5.36253
2023-11-12,3.24773
2023-11-13,22.88519
2023-11-14,22.73413
2023-11-15,28.7009
2023-11-16,30.287
2023-11-17,27.94561
2023-11-18,4.53172
2023-11-19,3.7009
2023-11-20,27.94561
2023-11-21,28.1722
2023-11-22,22.96072
2023-11-23,24.09365
2023-11-24,16.8429
2023-11-25,2.41691
2023-11-26,2.71903
2023-11-27,21.67673
2023-11-28,24.84894
2023-11-29,19.33534
2023-11-30,21.82779
2023-12-01,20.24169
2023-12-02,4.98489
2023-12-03,4.30513
2023-12-04,22.20543
2023-12-05,24.16918
2023-12-06,23.26283
2023-12-07,17.97583
2023-12-08,24.39577
2023-12-09,2.6435
2023-12-10,2.49244
2023-12-11,20.69486
2023-12-12,30.13595
2023-12-13,25.75528
2023-12-14,33.6858
2023-12-15,35.72507
2023-12-16,4.07854
2023-12-17,4.38066
2023-12-18,28.47432
2023-12-19,27.87009
2023-12-20,29.38066
2023-12-21,24.54682
2023-12-22,29.90936
2023-12-23,4.98489
2023-12-24,4.45619
2023-12-25,5.8157
2023-12-26,26.5861
2023-12-27,31.04229
2023-12-28,33.53474
2023-12-29,13.74622
2023-12-30,6.04229
2023-12-31,8.38368
2024-01-01,10.12084
2024-01-02,41.76737
2024-01-03,36.25377
2024-01-04,33.6858
2024-01-05,27.03927
2024-01-06,5.21148
2024-01-07,4.30513
2024-01-08,25.90634
2024-01-09,34.59214
2024-01-10,29.45619
2024-01-11,25.37764
2024-01-12,22.1299
2024-01-13,2.87009
2024-01-14,4.00302
2024-01-15,26.5861
2024-01-16,24.69788
2024-01-17,28.09667
2024-01-18,29.98489
2024-01-19,35.57401
2024-01-20,8.15709
2024-01-21,6.11782
2024-01-22,37.53776
2024-01-23,33.53474
2024-01-24,27.03927
2024-01-25,30.58912
2024-01-26,29.45619
2024-01-27,4.60725
2024-01-28,5.13595
2024-01-29,29.83383
2024-01-30,26.51057
2024-01-31,25.22658
2024-02-01,35.95166
2024-02-02,32.77945
2024-02-03,4.83383
2024-02-04,4.30513
2024-02-05,26.20845
2024-02-06,32.77945
2024-02-07,28.85196
2024-02-08,32.85498
2024-02-09,7.55287
2024-02-10,4.2296
2024-02-11,4.98489
2024-02-12,5.58912
2024-02-13,46.14803
2024-02-14,39.57703
2024-02-15,40.40785
2024-02-16,34.36555
2024-02-17,4.15407
2024-02-18,4.45619
2024-02-19,31.04229
2024-02-20,28.92749
2024-02-21,29.68277
2024-02-22,40.78549
2024-02-23,39.80362
2024-02-24,6.94864
2024-02-25,5.287
2024-02-26,34.29003
2024-02-27,25.90634
2024-02-28,33.30815
2024-02-29,25.22658
2024-03-01,5.21148
2024-03-02,4.30513
2024-03-03,4.07854
2024-03-04,48.26283
2024-03-05,39.42598
2024-03-06,35.42296
2024-03-07,39.50151
2024-03-08,43.9577
2024-03-09,6.49546
2024-03-10,4.38066
2024-03-11,36.78247
2024-03-12,29.45619
2024-03-13,32.85498
2024-03-14,33.53474
2024-03-15,29.38066
2024-03-16,3.39879
2024-03-17,2.34138
2024-03-18,29.68277
2024-03-19,25.67975
2024-03-20,34.06344
