date,유체동산압류
2021-04-08,36.39921
2021-04-09,28.18003
2021-04-10,12.72015
2021-04-11,17.61252
2021-04-12,37.57338
2021-04-13,36.00782
2021-04-14,38.55185
2021-04-15,27.98434
2021-04-16,37.37769
2021-04-17,13.30724
2021-04-18,10.7632
2021-04-19,29.15851
2021-04-20,36.59491
2021-04-21,37.76908
2021-04-22,29.3542
2021-04-23,27.00587
2021-04-24,9.58904
2021-04-25,10.7632
2021-04-26,28.57142
2021-04-27,27.39726
2021-04-28,33.0724
2021-04-29,30.33268
2021-04-30,24.46183
2021-05-01,10.9589
2021-05-02,16.24266
2021-05-03,25.636
2021-05-04,26.22309
2021-05-05,14.09001
2021-05-06,22.50489
2021-05-07,24.46183
2021-05-08,9.58904
2021-05-09,8.80626
2021-05-10,28.18003
2021-05-11,29.94129
2021-05-12,35.22504
2021-05-13,31.50684
2021-05-14,30.33268
2021-05-15,11.15459
2021-05-16,12.91585
2021-05-17,33.46379
2021-05-18,36.20352
2021-05-19,17.61252
2021-05-20,36.00782
2021-05-21,22.50489
2021-05-22,10.37181
2021-05-23,10.9589
2021-05-24,31.70254
2021-05-25,27.59295
2021-05-26,34.44227
2021-05-27,32.87671
2021-05-28,29.5499
2021-05-29,9.78473
2021-05-30,11.54598
2021-05-31,31.89823
2021-06-01,30.13698
2021-06-02,33.0724
2021-06-03,34.44227
2021-06-04,28.76712
2021-06-05,11.74168
2021-06-06,11.93737
2021-06-07,29.94129
2021-06-08,32.87671
2021-06-09,29.15851
2021-06-10,31.89823
2021-06-11,24.07045
2021-06-12,12.13307
2021-06-13,11.35029
2021-06-14,32.28962
2021-06-15,31.70254
2021-06-16,37.37769
2021-06-17,41.48727
2021-06-18,30.33268
2021-06-19,13.11154
2021-06-20,15.06849
2021-06-21,36.39921
2021-06-22,37.57338
2021-06-23,37.37769
2021-06-24,35.02935
2021-06-25,31.89823
2021-06-26,16.63405
2021-06-27,12.13307
2021-06-28,33.2681
2021-06-29,36.00782
2021-06-30,38.16046
2021-07-01,29.5499
2021-07-02,26.41878
2021-07-03,11.15459
2021-07-04,10.37181
2021-07-05,26.61448
2021-07-06,31.50684
2021-07-07,32.68101
2021-07-08,28.57142
2021-07-09,27.98434
2021-07-10,13.30724
2021-07-11,9.98043
2021-07-12,29.3542
2021-07-13,26.81017
2021-07-14,29.5499
2021-07-15,31.70254
2021-07-16,30.33268
2021-07-17,14.28571
2021-07-18,9.58904
2021-07-19,31.70254
2021-07-20,40.11741
2021-07-21,35.22504
2021-07-22,36.00782
2021-07-23,27.00587
2021-07-24,11.54598
2021-07-25,10.7632
2021-07-26,29.15851
2021-07-27,25.24461
2021-07-28,28.96281
2021-07-29,22.89628
2021-07-30,24.46183
2021-07-31,8.80626
2021-08-01,8.02348
2021-08-02,23.67906
2021-08-03,28.18003
2021-08-04,20.15655
2021-08-05,19.37377
2021-08-06,23.67906
2021-08-07,7.82778
2021-08-08,13.11154
2021-08-09,29.74559
2021-08-10,24.46183
2021-08-11,23.67906
2021-08-12,28.57142
2021-08-13,24.85322
2021-08-14,13.69863
2021-08-15,12.32876
2021-08-16,14.4814
2021-08-17,26.02739
2021-08-18,29.3542
2021-08-19,32.09393
2021-08-20,22.70058
2021-08-21,10.17612
2021-08-22,11.54598
2021-08-23,25.8317
2021-08-24,27.98434
2021-08-25,25.636
2021-08-26,26.61448
2021-08-27,28.96281
2021-08-28,13.89432
2021-08-29,8.41487
2021-08-30,27.78864
2021-08-31,33.2681
2021-09-01,23.87475
2021-09-02,29.74559
2021-09-03,22.1135
2021-09-04,13.50293
2021-09-05,10.9589
2021-09-06,20.54794
2021-09-07,29.15851
2021-09-08,30.91976
2021-09-09,34.44227
2021-09-10,21.52641
2021-09-11,17.80821
2021-09-12,12.91585
2021-09-13,30.72407
2021-09-14,35.42074
2021-09-15,33.0724
2021-09-16,25.636
2021-09-17,20.35225
2021-09-18,9.39334
2021-09-19,5.87084
2021-09-20,5.67514
2021-09-21,8.61056
2021-09-22,9.98043
2021-09-23,26.61448
2021-09-24,23.09197
2021-09-25,5.87084
2021-09-26,10.56751
2021-09-27,30.33268
2021-09-28,31.11545
2021-09-29,26.22309
2021-09-30,26.02739
2021-10-01,19.76516
2021-10-02,11.15459
2021-10-03,8.61056
2021-10-04,13.69863
2021-10-05,35.81213
2021-10-06,23.09197
2021-10-07,26.41878
2021-10-08,18.1996
2021-10-09,9.78473
2021-10-10,5.67514
2021-10-11,9.98043
2021-10-12,26.02739
2021-10-13,30.91976
2021-10-14,30.13698
2021-10-15,20.54794
2021-10-16,6.65362
2021-10-17,12.13307
2021-10-18,24.26614
2021-10-19,25.636
2021-10-20,27.00587
2021-10-21,32.68101
2021-10-22,26.81017
2021-10-23,10.37181
2021-10-24,6.65362
2021-10-25,26.41878
2021-10-26,22.70058
2021-10-27,29.74559
2021-10-28,23.67906
2021-10-29,18.3953
2021-10-30,9.58904
2021-10-31,7.63209
2021-11-01,28.57142
2021-11-02,28.57142
2021-11-03,24.65753
2021-11-04,26.22309
2021-11-05,18.59099
2021-11-06,8.21917
2021-11-07,7.045
2021-11-08,18.3953
2021-11-09,23.48336
2021-11-10,25.24461
2021-11-11,20.15655
2021-11-12,19.96086
2021-11-13,9.19765
2021-11-14,9.00195
2021-11-15,25.24461
2021-11-16,29.5499
2021-11-17,21.9178
2021-11-18,24.07045
2021-11-19,19.37377
2021-11-20,10.56751
2021-11-21,11.54598
2021-11-22,20.35225
2021-11-23,27.98434
2021-11-24,22.89628
2021-11-25,22.50489
2021-11-26,22.50489
2021-11-27,7.63209
2021-11-28,4.89236
2021-11-29,29.3542
2021-11-30,25.44031
2021-12-01,28.18003
2021-12-02,22.30919
2021-12-03,19.17808
2021-12-04,14.87279
2021-12-05,7.82778
2021-12-06,21.72211
2021-12-07,27.78864
2021-12-08,24.46183
2021-12-09,24.07045
2021-12-10,20.93933
2021-12-11,13.30724
2021-12-12,7.045
2021-12-13,23.48336
2021-12-14,24.65753
2021-12-15,22.30919
2021-12-16,29.94129
2021-12-17,23.48336
2021-12-18,9.98043
2021-12-19,8.80626
2021-12-20,20.54794
2021-12-21,20.54794
2021-12-22,27.59295
2021-12-23,21.9178
2021-12-24,18.00391
2021-12-25,13.50293
2021-12-26,12.52446
2021-12-27,23.87475
2021-12-28,25.04892
2021-12-29,22.89628
2021-12-30,18.3953
2021-12-31,21.72211
2022-01-01,8.21917
2022-01-02,10.9589
2022-01-03,19.76516
2022-01-04,24.65753
2022-01-05,21.13502
2022-01-06,19.37377
2022-01-07,18.00391
2022-01-08,10.56751
2022-01-09,11.74168
2022-01-10,19.56947
2022-01-11,28.37573
2022-01-12,27.39726
2022-01-13,29.74559
2022-01-14,20.35225
2022-01-15,9.58904
2022-01-16,13.89432
2022-01-17,27.00587
2022-01-18,32.68101
2022-01-19,31.50684
2022-01-20,30.91976
2022-01-21,21.33072
2022-01-22,14.09001
2022-01-23,9.39334
2022-01-24,24.07045
2022-01-25,27.59295
2022-01-26,33.65949
2022-01-27,20.93933
2022-01-28,19.76516
2022-01-29,12.91585
2022-01-30,7.63209
2022-01-31,5.08806
2022-02-01,5.67514
2022-02-02,9.78473
2022-02-03,26.22309
2022-02-04,20.35225
2022-02-05,9.19765
2022-02-06,10.56751
2022-02-07,23.48336
2022-02-08,25.44031
2022-02-09,26.81017
2022-02-10,24.46183
2022-02-11,29.5499
2022-02-12,10.7632
2022-02-13,12.72015
2022-02-14,25.44031
2022-02-15,34.05088
2022-02-16,28.37573
2022-02-17,29.3542
2022-02-18,27.59295
2022-02-19,14.87279
2022-02-20,15.65557
2022-02-21,31.50684
2022-02-22,34.05088
2022-02-23,32.48532
2022-02-24,27.20156
2022-02-25,22.70058
2022-02-26,10.37181
2022-02-27,12.13307
2022-02-28,18.1996
2022-03-01,11.35029
2022-03-02,25.04892
2022-03-03,25.636
2022-03-04,30.91976
2022-03-05,10.37181
2022-03-06,4.50097
2022-03-07,25.636
2022-03-08,24.07045
2022-03-09,11.35029
2022-03-10,26.61448
2022-03-11,21.13502
2022-03-12,13.50293
2022-03-13,8.80626
2022-03-14,26.81017
2022-03-15,38.74755
2022-03-16,28.96281
2022-03-17,29.94129
2022-03-18,23.48336
2022-03-19,13.50293
2022-03-20,12.52446
2022-03-21,23.87475
2022-03-22,31.11545
2022-03-23,28.76712
2022-03-24,20.35225
2022-03-25,23.28767
2022-03-26,12.13307
2022-03-27,8.80626
2022-03-28,27.78864
2022-03-29,24.46183
2022-03-30,29.74559
2022-03-31,44.227
2022-04-01,100.0
2022-04-02,55.96868
2022-04-03,35.02935
2022-04-04,50.68493
2022-04-05,41.29158
2022-04-06,45.59686
2022-04-07,49.11937
2022-04-08,30.13698
2022-04-09,18.3953
2022-04-10,15.45988
2022-04-11,33.85518
2022-04-12,45.00978
2022-04-13,39.33463
2022-04-14,35.02935
2022-04-15,27.39726
2022-04-16,15.45988
2022-04-17,16.63405
2022-04-18,38.16046
2022-04-19,36.59491
2022-04-20,29.3542
2022-04-21,35.81213
2022-04-22,28.37573
2022-04-23,16.82974
2022-04-24,12.52446
2022-04-25,35.61643
2022-04-26,44.227
2022-04-27,31.50684
2022-04-28,29.74559
2022-04-29,22.70058
2022-04-30,12.13307
2022-05-01,10.17612
2022-05-02,24.85322
2022-05-03,29.5499
2022-05-04,23.48336
2022-05-05,11.54598
2022-05-06,22.89628
2022-05-07,13.50293
2022-05-08,9.39334
2022-05-09,28.96281
2022-05-10,35.81213
2022-05-11,32.68101
2022-05-12,28.57142
2022-05-13,25.04892
2022-05-14,8.61056
2022-05-15,8.61056
2022-05-16,26.02739
2022-05-17,30.52837
2022-05-18,37.96477
2022-05-19,39.72602
2022-05-20,31.31115
2022-05-21,11.93737
2022-05-22,11.93737
2022-05-23,29.74559
2022-05-24,40.7045
2022-05-25,30.52837
2022-05-26,25.636
2022-05-27,26.22309
2022-05-28,6.65362
2022-05-29,10.7632
2022-05-30,23.67906
2022-05-31,26.41878
2022-06-01,14.09001
2022-06-02,28.18003
2022-06-03,24.46183
2022-06-04,12.72015
2022-06-05,8.21917
2022-06-06,9.78473
2022-06-07,31.89823
2022-06-08,33.0724
2022-06-09,32.28962
2022-06-10,28.37573
2022-06-11,17.61252
2022-06-12,16.63405
2022-06-13,36.39921
2022-06-14,38.74755
2022-06-15,39.33463
2022-06-16,37.76908
2022-06-17,26.81017
2022-06-18,12.91585
2022-06-19,12.32876
2022-06-20,27.98434
2022-06-21,27.59295
2022-06-22,28.76712
2022-06-23,24.65753
2022-06-24,23.09197
2022-06-25,11.15459
2022-06-26,9.98043
2022-06-27,26.02739
2022-06-28,23.87475
2022-06-29,35.22504
2022-06-30,19.96086
2022-07-01,22.50489
2022-07-02,9.58904
2022-07-03,8.80626
2022-07-04,22.89628
2022-07-05,31.11545
2022-07-06,29.3542
2022-07-07,31.89823
2022-07-08,20.74363
2022-07-09,10.37181
2022-07-10,8.61056
2022-07-11,27.98434
2022-07-12,33.85518
2022-07-13,29.3542
2022-07-14,29.74559
2022-07-15,27.20156
2022-07-16,12.52446
2022-07-17,11.74168
2022-07-18,34.44227
2022-07-19,36.59491
2022-07-20,36.00782
2022-07-21,27.20156
2022-07-22,22.50489
2022-07-23,12.91585
2022-07-24,18.00391
2022-07-25,36.39921
2022-07-26,38.94324
2022-07-27,38.74755
2022-07-28,35.61643
2022-07-29,25.44031
2022-07-30,12.72015
2022-07-31,13.69863
2022-08-01,25.04892
2022-08-02,23.28767
2022-08-03,25.04892
2022-08-04,28.57142
2022-08-05,24.46183
2022-08-06,12.91585
2022-08-07,14.6771
2022-08-08,26.61448
2022-08-09,28.96281
2022-08-10,25.636
2022-08-11,26.41878
2022-08-12,26.41878
2022-08-13,10.56751
2022-08-14,10.37181
2022-08-15,10.9589
2022-08-16,28.76712
2022-08-17,38.55185
2022-08-18,29.15851
2022-08-19,24.26614
2022-08-20,12.91585
2022-08-21,9.00195
2022-08-22,30.52837
2022-08-23,36.39921
2022-08-24,34.24657
2022-08-25,38.74755
2022-08-26,24.07045
2022-08-27,9.00195
2022-08-28,9.98043
2022-08-29,25.44031
2022-08-30,29.94129
2022-08-31,30.13698
2022-09-01,28.57142
2022-09-02,22.50489
2022-09-03,10.7632
2022-09-04,9.39334
2022-09-05,18.00391
2022-09-06,23.67906
2022-09-07,27.59295
2022-09-08,24.65753
2022-09-09,8.21917
2022-09-10,6.06653
2022-09-11,5.87084
2022-09-12,11.54598
2022-09-13,23.87475
2022-09-14,38.35616
2022-09-15,30.52837
2022-09-16,25.8317
2022-09-17,10.17612
2022-09-18,8.21917
2022-09-19,27.00587
2022-09-20,26.22309
2022-09-21,27.78864
2022-09-22,28.76712
2022-09-23,19.17808
2022-09-24,11.93737
2022-09-25,8.02348
2022-09-26,29.5499
2022-09-27,25.8317
2022-09-28,27.59295
2022-09-29,22.30919
2022-09-30,20.93933
2022-10-01,6.65362
2022-10-02,4.50097
2022-10-03,8.21917
2022-10-04,26.02739
2022-10-05,23.87475
2022-10-06,23.28767
2022-10-07,16.82974
2022-10-08,9.39334
2022-10-09,6.84931
2022-10-10,8.61056
2022-10-11,28.37573
2022-10-12,27.98434
2022-10-13,27.39726
2022-10-14,19.17808
2022-10-15,9.58904
2022-10-16,9.00195
2022-10-17,23.48336
2022-10-18,33.65949
2022-10-19,25.8317
2022-10-20,29.5499
2022-10-21,20.54794
2022-10-22,9.58904
2022-10-23,8.21917
2022-10-24,24.26614
2022-10-25,28.76712
2022-10-26,25.44031
2022-10-27,26.41878
2022-10-28,24.26614
2022-10-29,9.39334
2022-10-30,8.80626
2022-10-31,19.37377
2022-11-01,24.85322
2022-11-02,25.04892
2022-11-03,27.59295
2022-11-04,18.78669
2022-11-05,9.58904
2022-11-06,7.63209
2022-11-07,20.93933
2022-11-08,25.8317
2022-11-09,25.8317
2022-11-10,27.39726
2022-11-11,22.1135
2022-11-12,7.63209
2022-11-13,7.43639
2022-11-14,30.13698
2022-11-15,24.85322
2022-11-16,31.70254
2022-11-17,22.70058
2022-11-18,23.28767
2022-11-19,11.15459
2022-11-20,8.02348
2022-11-21,28.96281
2022-11-22,31.11545
2022-11-23,28.18003
2022-11-24,24.65753
2022-11-25,16.63405
2022-11-26,12.52446
2022-11-27,8.21917
2022-11-28,22.70058
2022-11-29,26.22309
2022-11-30,24.26614
2022-12-01,16.82974
2022-12-02,19.76516
2022-12-03,7.43639
2022-12-04,6.45792
2022-12-05,22.89628
2022-12-06,27.39726
2022-12-07,26.41878
2022-12-08,28.96281
2022-12-09,20.93933
2022-12-10,7.045
2022-12-11,8.41487
2022-12-12,27.00587
2022-12-13,26.81017
2022-12-14,34.44227
2022-12-15,21.72211
2022-12-16,23.09197
2022-12-17,10.56751
2022-12-18,8.41487
2022-12-19,25.636
2022-12-20,20.15655
2022-12-21,34.44227
2022-12-22,22.1135
2022-12-23,19.37377
2022-12-24,7.63209
2022-12-25,8.21917
2022-12-26,18.59099
2022-12-27,24.46183
2022-12-28,42.27005
2022-12-29,38.74755
2022-12-30,24.26614
2022-12-31,9.78473
2023-01-01,12.13307
2023-01-02,27.20156
2023-01-03,25.8317
2023-01-04,27.20156
2023-01-05,23.28767
2023-01-06,19.37377
2023-01-07,9.39334
2023-01-08,10.17612
2023-01-09,30.13698
2023-01-10,31.50684
2023-01-11,29.74559
2023-01-12,27.98434
2023-01-13,29.15851
2023-01-14,13.89432
2023-01-15,9.78473
2023-01-16,26.02739
2023-01-17,28.76712
2023-01-18,24.65753
2023-01-19,21.72211
2023-01-20,19.96086
2023-01-21,7.63209
2023-01-22,10.7632
2023-01-23,6.45792
2023-01-24,8.21917
2023-01-25,23.67906
2023-01-26,21.33072
2023-01-27,22.30919
2023-01-28,13.50293
2023-01-29,7.82778
2023-01-30,29.5499
2023-01-31,29.94129
2023-02-01,33.0724
2023-02-02,26.22309
2023-02-03,30.91976
2023-02-04,19.76516
2023-02-05,13.11154
2023-02-06,24.07045
2023-02-07,30.13698
2023-02-08,30.13698
2023-02-09,31.31115
2023-02-10,23.28767
2023-02-11,13.11154
2023-02-12,13.11154
2023-02-13,25.24461
2023-02-14,35.02935
2023-02-15,32.87671
2023-02-16,27.00587
2023-02-17,27.00587
2023-02-18,8.80626
2023-02-19,13.50293
2023-02-20,30.13698
2023-02-21,30.33268
2023-02-22,31.50684
2023-02-23,23.48336
2023-02-24,19.76516
2023-02-25,13.30724
2023-02-26,13.11154
2023-02-27,27.78864
2023-02-28,22.1135
2023-03-01,8.41487
2023-03-02,18.98238
2023-03-03,24.46183
2023-03-04,6.65362
2023-03-05,10.9589
2023-03-06,24.85322
2023-03-07,28.96281
2023-03-08,30.33268
2023-03-09,27.78864
2023-03-10,19.17808
2023-03-11,12.13307
2023-03-12,10.56751
2023-03-13,26.41878
2023-03-14,34.63796
2023-03-15,31.31115
2023-03-16,28.37573
2023-03-17,21.72211
2023-03-18,12.72015
2023-03-19,12.13307
2023-03-20,28.18003
2023-03-21,28.37573
2023-03-22,26.02739
2023-03-23,34.05088
2023-03-24,21.72211
2023-03-25,13.11154
2023-03-26,10.7632
2023-03-27,23.87475
2023-03-28,31.31115
2023-03-29,30.33268
2023-03-30,27.00587
2023-03-31,23.28767
2023-04-01,10.17612
2023-04-02,13.30724
2023-04-03,21.52641
2023-04-04,20.35225
2023-04-05,20.54794
2023-04-06,25.636
2023-04-07,21.9178
2023-04-08,11.35029
2023-04-09,5.87084
2023-04-10,27.39726
2023-04-11,24.26614
2023-04-12,29.5499
2023-04-13,24.26614
2023-04-14,23.67906
2023-04-15,8.02348
2023-04-16,11.15459
2023-04-17,25.24461
2023-04-18,30.33268
2023-04-19,37.18199
2023-04-20,28.76712
2023-04-21,26.41878
2023-04-22,7.82778
2023-04-23,10.56751
2023-04-24,30.72407
2023-04-25,19.96086
2023-04-26,26.61448
2023-04-27,26.41878
2023-04-28,24.46183
2023-04-29,12.32876
2023-04-30,6.06653
2023-05-01,9.98043
2023-05-02,22.89628
2023-05-03,30.33268
2023-05-04,20.74363
2023-05-05,12.52446
2023-05-06,11.54598
2023-05-07,12.13307
2023-05-08,26.81017
2023-05-09,22.50489
2023-05-10,24.46183
2023-05-11,26.61448
2023-05-12,28.76712
2023-05-13,8.41487
2023-05-14,12.32876
2023-05-15,24.85322
2023-05-16,30.33268
2023-05-17,31.11545
2023-05-18,29.15851
2023-05-19,20.93933
2023-05-20,8.80626
2023-05-21,9.58904
2023-05-22,27.20156
2023-05-23,29.74559
2023-05-24,35.42074
2023-05-25,24.26614
2023-05-26,16.43835
2023-05-27,6.26223
2023-05-28,8.61056
2023-05-29,9.78473
