date,떼인돈받아드립니다
2023-05-09,48.90965
2023-05-10,72.89719
2023-05-11,55.76323
2023-05-12,56.07476
2023-05-13,54.82866
2023-05-14,58.8785
2023-05-15,85.9813
2023-05-16,84.7352
2023-05-17,61.05919
2023-05-18,41.74454
2023-05-19,41.12149
2023-05-20,29.90654
2023-05-21,28.66043
2023-05-22,57.63239
2023-05-23,47.04049
2023-05-24,44.54828
2023-05-25,42.3676
2023-05-26,49.22118
2023-05-27,27.1028
2023-05-28,22.74143
2023-05-29,32.39875
2023-05-30,55.14018
2023-05-31,59.19003
2023-06-01,58.8785
2023-06-02,70.09345
2023-06-03,63.86292
2023-06-04,60.12461
2023-06-05,85.04672
2023-06-06,67.60124
2023-06-07,90.34267
2023-06-08,80.68535
2023-06-09,84.11214
2023-06-10,58.8785
2023-06-11,68.53582
2023-06-12,88.16199
2023-06-13,93.14641
2023-06-14,92.21183
2023-06-15,98.13084
2023-06-16,92.83489
2023-06-17,79.43925
2023-06-18,79.43925
2023-06-19,97.81931
2023-06-20,100.0
2023-06-21,98.75389
2023-06-22,71.02803
2023-06-23,43.92523
2023-06-24,24.29906
2023-06-25,27.72585
2023-06-26,52.9595
2023-06-27,50.46728
2023-06-28,46.41744
2023-06-29,47.66355
2023-06-30,42.3676
2023-07-01,34.89096
2023-07-02,29.90654
2023-07-03,63.86292
2023-07-04,55.45171
2023-07-05,62.30529
2023-07-06,60.43613
2023-07-07,46.41744
2023-07-08,33.0218
2023-07-09,28.97196
2023-07-10,52.64797
2023-07-11,56.69781
2023-07-12,50.15576
2023-07-13,48.59813
2023-07-14,47.35202
2023-07-15,31.15264
2023-07-16,31.15264
2023-07-17,47.97507
2023-07-18,51.09034
2023-07-19,52.02492
2023-07-20,52.64797
2023-07-21,44.85981
2023-07-22,27.72585
2023-07-23,32.39875
2023-07-24,54.2056
2023-07-25,45.79439
2023-07-26,52.33644
2023-07-27,49.84423
2023-07-28,43.30218
2023-07-29,33.0218
2023-07-30,26.79127
2023-07-31,39.56386
2023-08-01,44.54828
2023-08-02,55.76323
2023-08-03,52.02492
2023-08-04,45.48286
2023-08-05,35.51401
2023-08-06,27.72585
2023-08-07,44.85981
2023-08-08,48.59813
2023-08-09,48.59813
2023-08-10,38.31775
2023-08-11,45.48286
2023-08-12,31.15264
2023-08-13,27.72585
2023-08-14,45.48286
2023-08-15,38.62928
2023-08-16,56.69781
2023-08-17,45.17133
2023-08-18,48.90965
2023-08-19,19.31464
2023-08-20,26.47975
2023-08-21,54.82866
2023-08-22,53.27102
2023-08-23,53.27102
2023-08-24,64.17445
2023-08-25,44.85981
2023-08-26,27.1028
2023-08-27,27.41433
2023-08-28,45.17133
2023-08-29,47.04049
2023-08-30,57.94392
2023-08-31,62.92834
2023-09-01,56.69781
2023-09-02,33.33333
2023-09-03,27.41433
2023-09-04,47.66355
2023-09-05,60.43613
2023-09-06,55.45171
2023-09-07,53.89408
2023-09-08,43.6137
2023-09-09,25.54517
2023-09-10,27.1028
2023-09-11,48.59813
2023-09-12,46.72897
2023-09-13,54.82866
2023-09-14,40.49844
2023-09-15,38.9408
2023-09-16,29.59501
2023-09-17,26.79127
2023-09-18,44.23676
2023-09-19,59.50155
2023-09-20,41.12149
2023-09-21,36.76012
2023-09-22,44.85981
2023-09-23,33.0218
2023-09-24,23.36448
2023-09-25,47.97507
2023-09-26,53.27102
2023-09-27,47.35202
2023-09-28,23.67601
2023-09-29,18.06853
2023-09-30,16.5109
2023-10-01,26.79127
2023-10-02,19.00311
2023-10-03,28.97196
2023-10-04,47.35202
2023-10-05,46.72897
2023-10-06,40.80996
2023-10-07,26.47975
2023-10-08,22.11838
2023-10-09,39.25233
2023-10-10,57.63239
2023-10-11,47.35202
2023-10-12,49.53271
2023-10-13,36.13707
2023-10-14,19.93769
2023-10-15,28.3489
2023-10-16,41.43302
2023-10-17,40.18691
2023-10-18,52.33644
2023-10-19,52.02492
2023-10-20,46.41744
2023-10-21,34.57943
2023-10-22,23.98753
2023-10-23,47.04049
2023-10-24,46.72897
2023-10-25,47.97507
2023-10-26,51.40186
2023-10-27,35.20249
2023-10-28,24.29906
2023-10-29,21.80685
2023-10-30,56.07476
2023-10-31,58.56697
2023-11-01,55.76323
2023-11-02,48.59813
2023-11-03,46.10591
2023-11-04,26.47975
2023-11-05,26.16822
2023-11-06,51.40186
2023-11-07,48.90965
2023-11-08,49.22118
2023-11-09,42.3676
2023-11-10,46.41744
2023-11-11,25.23364
2023-11-12,17.757
2023-11-13,47.97507
2023-11-14,41.43302
2023-11-15,49.84423
2023-11-16,43.30218
2023-11-17,45.79439
2023-11-18,25.85669
2023-11-19,20.56074
2023-11-20,48.90965
2023-11-21,52.64797
2023-11-22,32.71028
2023-11-23,42.3676
2023-11-24,38.9408
2023-11-25,20.87227
2023-11-26,23.36448
2023-11-27,44.54828
2023-11-28,45.17133
2023-11-29,42.67912
2023-11-30,50.15576
2023-12-01,51.40186
2023-12-02,31.46417
2023-12-03,19.31464
2023-12-04,53.58255
2023-12-05,59.81308
2023-12-06,48.2866
2023-12-07,45.48286
2023-12-08,41.43302
2023-12-09,38.00623
2023-12-10,34.89096
2023-12-11,46.10591
2023-12-12,43.30218
2023-12-13,56.07476
2023-12-14,43.30218
2023-12-15,49.53271
2023-12-16,27.1028
2023-12-17,18.38006
2023-12-18,45.48286
2023-12-19,39.87538
2023-12-20,39.56386
2023-12-21,42.05607
2023-12-22,36.13707
2023-12-23,27.1028
2023-12-24,20.87227
2023-12-25,23.05295
2023-12-26,48.90965
2023-12-27,50.15576
2023-12-28,44.23676
2023-12-29,54.82866
2023-12-30,25.54517
2023-12-31,23.67601
2024-01-01,28.97196
2024-01-02,47.97507
2024-01-03,51.09034
2024-01-04,50.15576
2024-01-05,45.48286
2024-01-06,31.7757
2024-01-07,24.61059
2024-01-08,49.84423
2024-01-09,50.77881
2024-01-10,53.27102
2024-01-11,56.38629
2024-01-12,43.92523
2024-01-13,31.7757
2024-01-14,30.84112
2024-01-15,61.05919
2024-01-16,50.77881
2024-01-17,47.66355
2024-01-18,44.54828
2024-01-19,44.23676
2024-01-20,25.23364
2024-01-21,31.7757
2024-01-22,46.72897
2024-01-23,51.09034
2024-01-24,52.64797
2024-01-25,51.71339
2024-01-26,49.22118
2024-01-27,24.29906
2024-01-28,24.29906
2024-01-29,59.81308
2024-01-30,42.05607
2024-01-31,52.9595
2024-02-01,55.76323
2024-02-02,52.64797
2024-02-03,30.21806
2024-02-04,22.74143
2024-02-05,47.35202
2024-02-06,46.10591
2024-02-07,45.17133
2024-02-08,47.97507
2024-02-09,24.61059
2024-02-10,24.61059
2024-02-11,21.49532
2024-02-12,24.92211
2024-02-13,48.59813
2024-02-14,55.76323
2024-02-15,53.27102
2024-02-16,55.76323
2024-02-17,25.23364
2024-02-18,24.61059
2024-02-19,48.2866
2024-02-20,47.66355
2024-02-21,42.99065
2024-02-22,56.38629
2024-02-23,57.32087
2024-02-24,26.47975
2024-02-25,22.74143
2024-02-26,48.2866
2024-02-27,45.79439
2024-02-28,45.17133
2024-02-29,48.59813
2024-03-01,30.21806
2024-03-02,28.66043
2024-03-03,25.54517
2024-03-04,50.77881
2024-03-05,42.3676
2024-03-06,50.46728
2024-03-07,43.30218
2024-03-08,47.97507
2024-03-09,25.85669
2024-03-10,24.29906
2024-03-11,57.94392
2024-03-12,58.56697
2024-03-13,51.71339
2024-03-14,57.94392
2024-03-15,54.82866
2024-03-16,38.00623
2024-03-17,29.28348
2024-03-18,59.50155
2024-03-19,59.50155
2024-03-20,53.89408
