date,주식장마감시간
2020-08-03,3.61405
2020-08-04,6.22136
2020-08-05,3.84804
2020-08-06,3.61012
2020-08-07,9.05283
2020-08-08,0.3205
2020-08-09,0.1337
2020-08-10,19.39949
2020-08-11,35.94588
2020-08-12,12.38767
2020-08-13,10.74188
2020-08-14,15.75594
2020-08-15,0.41488
2020-08-16,0.23398
2020-08-17,0.6646
2020-08-18,16.99274
2020-08-19,4.20984
2020-08-20,9.09412
2020-08-21,5.20872
2020-08-22,0.45028
2020-08-23,0.20449
2020-08-24,6.68344
2020-08-25,13.2725
2020-08-26,5.31293
2020-08-27,16.33403
2020-08-28,5.57445
2020-08-29,0.62528
2020-08-30,0.32443
2020-08-31,6.74636
2020-09-01,6.27052
2020-09-02,9.16491
2020-09-03,5.34046
2020-09-04,18.90595
2020-09-05,0.98118
2020-09-06,0.40898
2020-09-07,11.57756
2020-09-08,5.97164
2020-09-09,5.31883
2020-09-10,9.51098
2020-09-11,11.35143
2020-09-12,0.66264
2020-09-13,0.34213
2020-09-14,6.48484
2020-09-15,8.70479
2020-09-16,4.50675
2020-09-17,4.45563
2020-09-18,6.37866
2020-09-19,0.43848
2020-09-20,0.15337
2020-09-21,3.26798
2020-09-22,18.42224
2020-09-23,5.3208
2020-09-24,12.27756
2020-09-25,3.36433
2020-09-26,0.30674
2020-09-27,0.14747
2020-09-28,6.64805
2020-09-29,7.74917
2020-09-30,0.43848
2020-10-01,0.22219
2020-10-02,0.12584
2020-10-03,0.07668
2020-10-04,0.07668
2020-10-05,2.89045
2020-10-06,3.20113
2020-10-07,2.39495
2020-10-08,2.8
2020-10-09,0.35196
2020-10-10,0.07668
2020-10-11,0.08848
2020-10-12,2.74691
2020-10-13,7.05114
2020-10-14,2.35759
2020-10-15,2.82556
2020-10-16,2.4854
2020-10-17,0.18876
2020-10-18,0.11404
2020-10-19,2.24944
2020-10-20,2.22584
2020-10-21,2.04888
2020-10-22,1.97809
2020-10-23,2.05084
2020-10-24,0.18679
2020-10-25,0.09438
2020-10-26,2.0823
2020-10-27,2.15702
2020-10-28,2.22388
2020-10-29,2.31039
2020-10-30,8.58682
2020-10-31,0.21629
2020-11-01,0.12387
2020-11-02,1.87388
2020-11-03,1.88764
2020-11-04,2.19635
2020-11-05,2.43034
2020-11-06,2.69776
2020-11-07,0.19662
2020-11-08,0.11207
2020-11-09,2.31433
2020-11-10,2.95927
2020-11-11,4.09186
2020-11-12,7.67052
2020-11-13,13.33739
2020-11-14,0.24578
2020-11-15,0.09438
2020-11-16,23.57787
2020-11-17,6.80142
2020-11-18,3.37809
2020-11-19,3.08315
2020-11-20,3.23455
2020-11-21,0.3323
2020-11-22,0.17893
2020-11-23,2.94158
2020-11-24,3.13231
2020-11-25,8.71659
2020-11-26,9.0371
2020-11-27,7.39917
2020-11-28,0.46207
2020-11-29,0.21432
2020-11-30,9.07249
2020-12-01,9.80002
2020-12-02,11.12137
2020-12-03,100.0
2020-12-04,6.7385
2020-12-05,0.51516
2020-12-06,0.20842
2020-12-07,5.3267
2020-12-08,5.90872
2020-12-09,5.23035
2020-12-10,5.82024
2020-12-11,6.1899
2020-12-12,0.68033
2020-12-13,0.24382
2020-12-14,9.49525
2020-12-15,12.32475
2020-12-16,5.73569
2020-12-17,4.20001
2020-12-18,18.66016
2020-12-19,0.72753
2020-12-20,0.35196
2020-12-21,4.7604
2020-12-22,14.22026
2020-12-23,5.1104
2020-12-24,12.4329
2020-12-25,1.33118
2020-12-26,0.72163
2020-12-27,0.46404
2020-12-28,61.17348
2020-12-29,13.31773
2020-12-30,21.87309
2020-12-31,5.26377
2021-01-01,0.38342
2021-01-02,0.26938
2021-01-03,0.32837
2021-01-04,78.59684
2021-01-05,42.7768
2021-01-06,30.47564
2021-01-07,15.5947
2021-01-08,30.66834
2021-01-09,1.55534
2021-01-10,0.58595
2021-01-11,59.8482
2021-01-12,18.81353
2021-01-13,11.32587
2021-01-14,9.03907
2021-01-15,8.84833
2021-01-16,0.86123
2021-01-17,0.40702
2021-01-18,7.9399
2021-01-19,8.40395
2021-01-20,11.55003
2021-01-21,22.5318
2021-01-22,25.73687
2021-01-23,1.11095
2021-01-24,0.41095
2021-01-25,8.94075
2021-01-26,24.23265
2021-01-27,8.06968
2021-01-28,8.5239
2021-01-29,19.65904
2021-01-30,1.28399
2021-01-31,0.54663
2021-02-01,6.534
2021-02-02,5.87333
2021-02-03,6.05816
2021-02-04,6.359
2021-02-05,6.45338
2021-02-06,1.00477
2021-02-07,0.40898
2021-02-08,34.86442
2021-02-09,23.38517
2021-02-10,43.22315
2021-02-11,1.85028
2021-02-12,0.53483
2021-02-13,0.36573
2021-02-14,0.27921
2021-02-15,51.58975
2021-02-16,44.1768
2021-02-17,37.40684
2021-02-18,12.7357
2021-02-19,13.67756
2021-02-20,0.73539
2021-02-21,0.31854
2021-02-22,10.4784
2021-02-23,15.47869
2021-02-24,10.42334
2021-02-25,6.27445
2021-02-26,7.37951
2021-02-27,0.72949
2021-02-28,0.31067
2021-03-01,0.6823
2021-03-02,5.08877
2021-03-03,4.71714
2021-03-04,4.72894
2021-03-05,6.00114
2021-03-06,0.55252
2021-03-07,0.23005
2021-03-08,3.26995
2021-03-09,3.94242
2021-03-10,4.73287
2021-03-11,4.91574
2021-03-12,5.05535
2021-03-13,0.73736
2021-03-14,0.25168
2021-03-15,2.97697
2021-03-16,4.01321
2021-03-17,4.48709
2021-03-18,5.68456
2021-03-19,8.18176
2021-03-20,0.6764
2021-03-21,0.26348
2021-03-22,3.78119
2021-03-23,4.21574
2021-03-24,4.73484
2021-03-25,4.63063
2021-03-26,5.96771
2021-03-27,0.67247
2021-03-28,0.25758
2021-03-29,4.31995
2021-03-30,4.10956
2021-03-31,4.54214
2021-04-01,4.09579
2021-04-02,5.08877
2021-04-03,0.64494
2021-04-04,0.24578
2021-04-05,3.94242
2021-04-06,4.43203
2021-04-07,4.67782
2021-04-08,4.75057
2021-04-09,5.15956
2021-04-10,0.54073
2021-04-11,0.22612
2021-04-12,4.11939
2021-04-13,4.38287
2021-04-14,4.67192
2021-04-15,6.58906
2021-04-16,6.10338
2021-04-17,0.61151
2021-04-18,0.23988
2021-04-19,4.85478
2021-04-20,4.31798
2021-04-21,5.65703
2021-04-22,4.7604
2021-04-23,5.8399
2021-04-24,0.56236
2021-04-25,0.17106
2021-04-26,4.63652
2021-04-27,4.95703
2021-04-28,5.17529
2021-04-29,4.44579
2021-04-30,5.28344
2021-05-01,0.45618
2021-05-02,0.21236
2021-05-03,3.55113
2021-05-04,3.35843
2021-05-05,0.61938
2021-05-06,3.77529
2021-05-07,4.08989
2021-05-08,0.43848
2021-05-09,0.16516
2021-05-10,4.0545
2021-05-11,8.52193
2021-05-12,6.21743
2021-05-13,7.33035
2021-05-14,4.81939
2021-05-15,0.41095
2021-05-16,0.1691
2021-05-17,3.54523
2021-05-18,3.26602
2021-05-19,0.43455
2021-05-20,3.03792
2021-05-21,3.25029
2021-05-22,0.24971
2021-05-23,0.09241
2021-05-24,2.63483
2021-05-25,2.62893
2021-05-26,2.59944
2021-05-27,3.70057
2021-05-28,3.59439
2021-05-29,0.29887
2021-05-30,0.11404
2021-05-31,3.74579
2021-06-01,3.43118
2021-06-02,3.1913
2021-06-03,3.76152
2021-06-04,4.65619
2021-06-05,0.35
2021-06-06,0.14943
2021-06-07,4.59327
2021-06-08,4.21967
2021-06-09,3.8677
2021-06-10,3.77725
2021-06-11,4.44973
2021-06-12,0.37949
2021-06-13,0.15337
2021-06-14,3.47641
2021-06-15,3.28764
2021-06-16,3.42135
2021-06-17,3.24832
2021-06-18,4.9472
2021-06-19,0.40309
2021-06-20,0.16516
2021-06-21,3.99551
2021-06-22,3.77529
2021-06-23,4.57557
2021-06-24,4.40647
2021-06-25,3.75956
2021-06-26,0.25955
2021-06-27,0.15927
2021-06-28,2.94944
2021-06-29,2.82556
2021-06-30,2.97304
2021-07-01,3.14214
2021-07-02,3.94439
2021-07-03,0.31657
2021-07-04,0.10814
2021-07-05,3.07135
2021-07-06,2.8236
2021-07-07,3.12248
2021-07-08,3.79495
2021-07-09,5.18709
2021-07-10,0.30674
2021-07-11,0.10618
2021-07-12,2.4736
2021-07-13,2.31826
2021-07-14,2.79804
2021-07-15,2.67219
2021-07-16,3.1736
2021-07-17,0.28904
2021-07-18,0.07275
2021-07-19,2.77051
2021-07-20,2.51686
2021-07-21,3.13427
2021-07-22,2.8413
2021-07-23,2.90815
2021-07-24,0.21629
2021-07-25,0.07471
2021-07-26,2.34186
2021-07-27,2.66629
2021-07-28,2.27893
2021-07-29,1.98989
2021-07-30,2.92781
2021-07-31,0.24382
2021-08-01,0.175
2021-08-02,1.89747
2021-08-03,2.38708
2021-08-04,2.77641
2021-08-05,2.38315
2021-08-06,8.23092
2021-08-07,0.36966
2021-08-08,0.17696
2021-08-09,6.97445
2021-08-10,5.00816
2021-08-11,5.64524
2021-08-12,5.83597
2021-08-13,8.343
2021-08-14,0.62528
2021-08-15,0.26545
2021-08-16,1.23876
2021-08-17,5.70619
2021-08-18,4.27079
2021-08-19,4.77023
2021-08-20,4.62079
2021-08-21,0.30084
2021-08-22,0.1632
2021-08-23,2.84719
2021-08-24,3.28961
2021-08-25,2.83343
2021-08-26,2.99663
2021-08-27,3.0045
2021-08-28,0.26348
2021-08-29,0.14943
2021-08-30,2.91601
2021-08-31,3.33877
2021-09-01,3.1854
2021-09-02,2.89832
2021-09-03,2.76068
2021-09-04,0.26545
2021-09-05,0.13174
2021-09-06,2.35169
2021-09-07,2.37135
2021-09-08,3.21096
2021-09-09,3.09888
2021-09-10,3.11068
2021-09-11,0.20646
2021-09-12,0.13764
2021-09-13,2.0941
2021-09-14,2.59158
2021-09-15,2.14326
2021-09-16,2.2927
2021-09-17,5.42894
2021-09-18,0.33033
2021-09-19,0.18483
2021-09-20,0.24185
2021-09-21,0.15337
2021-09-22,0.21629
2021-09-23,2.88652
2021-09-24,3.0104
2021-09-25,0.22612
2021-09-26,0.1337
2021-09-27,2.14719
2021-09-28,2.30646
2021-09-29,2.6545
2021-09-30,2.57388
2021-10-01,3.24045
2021-10-02,0.26938
2021-10-03,0.17106
2021-10-04,0.39522
2021-10-05,3.02613
2021-10-06,2.45983
2021-10-07,2.34579
2021-10-08,2.63287
2021-10-09,0.16713
2021-10-10,0.10224
2021-10-11,0.22022
2021-10-12,3.23849
2021-10-13,2.78821
2021-10-14,2.39298
2021-10-15,2.29073
2021-10-16,0.19662
2021-10-17,0.12387
2021-10-18,1.53371
2021-10-19,1.75983
2021-10-20,1.70478
2021-10-21,2.01348
2021-10-22,1.83258
2021-10-23,0.15337
2021-10-24,0.06292
2021-10-25,1.56124
2021-10-26,1.91124
2021-10-27,1.81685
2021-10-28,1.79916
2021-10-29,2.275
2021-10-30,0.14747
2021-10-31,0.10814
2021-11-01,1.79916
2021-11-02,1.7264
2021-11-03,7.03934
2021-11-04,2.40871
2021-11-05,2.56208
2021-11-06,0.14747
2021-11-07,0.09241
2021-11-08,1.66152
2021-11-09,1.51404
2021-11-10,1.96629
2021-11-11,2.32219
2021-11-12,1.97023
2021-11-13,0.10618
2021-11-14,0.08455
2021-11-15,1.85815
2021-11-16,1.80702
2021-11-17,2.03118
2021-11-18,11.47138
2021-11-19,2.0823
2021-11-20,0.10224
2021-11-21,0.06292
2021-11-22,2.21405
2021-11-23,1.68511
2021-11-24,1.51011
2021-11-25,1.9191
2021-11-26,1.98202
2021-11-27,0.12191
2021-11-28,0.06292
2021-11-29,1.81489
2021-11-30,2.21798
2021-12-01,1.64185
2021-12-02,1.44129
2021-12-03,1.34888
2021-12-04,0.09634
2021-12-05,0.09634
2021-12-06,1.3941
2021-12-07,1.39213
2021-12-08,1.27612
2021-12-09,1.42753
2021-12-10,1.52191
2021-12-11,0.07275
2021-12-12,0.06292
2021-12-13,1.23483
2021-12-14,1.00871
2021-12-15,1.16011
2021-12-16,1.12668
2021-12-17,1.40983
2021-12-18,0.09044
2021-12-19,0.06292
2021-12-20,1.35674
2021-12-21,1.10505
2021-12-22,1.29185
2021-12-23,1.28005
2021-12-24,1.61826
2021-12-25,0.21039
2021-12-26,0.29494
2021-12-27,2.17865
2021-12-28,3.0045
2021-12-29,3.04186
2021-12-30,3.88147
2021-12-31,3.64354
2022-01-01,0.05898
2022-01-02,0.11207
2022-01-03,4.47136
2022-01-04,1.36067
2022-01-05,2.08427
2022-01-06,1.74607
2022-01-07,1.5455
2022-01-08,0.09831
2022-01-09,0.06685
2022-01-10,1.51798
2022-01-11,1.29775
2022-01-12,1.47472
2022-01-13,1.27809
2022-01-14,1.55927
2022-01-15,0.10618
2022-01-16,0.05505
2022-01-17,1.38034
2022-01-18,1.41376
2022-01-19,1.79129
2022-01-20,1.43146
2022-01-21,1.84242
2022-01-22,0.1396
2022-01-23,0.06095
2022-01-24,1.49635
2022-01-25,1.84831
2022-01-26,1.92107
2022-01-27,29.67536
2022-01-28,4.49888
2022-01-29,0.20056
2022-01-30,0.07275
2022-01-31,0.12584
2022-02-01,0.11797
2022-02-02,0.14157
2022-02-03,3.83231
2022-02-04,3.6986
2022-02-05,0.15337
2022-02-06,0.08651
2022-02-07,3.03203
2022-02-08,1.80309
2022-02-09,1.31152
2022-02-10,1.67135
2022-02-11,1.7382
2022-02-12,0.11011
2022-02-13,0.06488
2022-02-14,1.11292
2022-02-15,0.94775
2022-02-16,1.02837
2022-02-17,1.15028
2022-02-18,1.28202
2022-02-19,0.07865
2022-02-20,0.06292
2022-02-21,0.80224
2022-02-22,1.75
2022-02-23,1.13848
2022-02-24,2.22191
2022-02-25,1.96039
2022-02-26,0.13174
2022-02-27,0.06685
2022-02-28,1.61433
2022-03-01,0.1573
2022-03-02,1.35674
2022-03-03,1.20927
2022-03-04,1.5868
2022-03-05,0.05898
2022-03-06,0.04915
2022-03-07,1.7323
2022-03-08,1.44916
2022-03-09,0.16713
2022-03-10,1.51208
2022-03-11,2.23371
2022-03-12,0.1337
2022-03-13,0.06488
2022-03-14,1.34888
2022-03-15,1.17781
2022-03-16,1.00674
2022-03-17,1.19354
2022-03-18,1.41573
2022-03-19,0.10224
2022-03-20,0.05702
2022-03-21,1.50618
2022-03-22,1.26826
2022-03-23,1.23286
2022-03-24,1.45309
2022-03-25,1.55534
2022-03-26,0.04522
2022-03-27,0.03342
2022-03-28,1.37444
2022-03-29,1.29185
2022-03-30,1.15225
2022-03-31,1.33511
2022-04-01,1.78539
2022-04-02,0.07668
2022-04-03,0.04325
2022-04-04,1.14045
2022-04-05,1.19747
2022-04-06,1.44129
2022-04-07,1.4118
2022-04-08,1.49831
2022-04-09,0.07471
2022-04-10,0.05505
2022-04-11,1.05393
2022-04-12,1.24073
2022-04-13,1.09129
2022-04-14,1.26826
2022-04-15,1.56124
2022-04-16,0.03932
2022-04-17,0.05112
2022-04-18,1.07949
2022-04-19,1.15421
2022-04-20,1.4177
2022-04-21,1.17584
2022-04-22,1.29579
2022-04-23,0.05898
2022-04-24,0.05112
2022-04-25,1.50421
2022-04-26,1.33314
2022-04-27,1.45702
2022-04-28,1.15618
2022-04-29,1.32331
2022-04-30,0.08061
2022-05-01,0.04325
2022-05-02,0.92809
2022-05-03,0.93792
2022-05-04,0.96938
2022-05-05,0.13567
2022-05-06,1.13652
2022-05-07,0.06685
2022-05-08,0.02949
2022-05-09,1.0205
2022-05-10,1.01067
2022-05-11,0.83174
2022-05-12,0.98118
2022-05-13,1.03427
2022-05-14,0.11601
2022-05-15,0.03146
2022-05-16,0.8573
2022-05-17,0.90646
2022-05-18,0.92022
2022-05-19,0.65084
2022-05-20,1.00281
2022-05-21,0.06488
2022-05-22,0.03735
2022-05-23,0.83174
2022-05-24,0.81404
2022-05-25,0.74915
2022-05-26,0.71179
2022-05-27,0.60955
2022-05-28,0.04522
2022-05-29,0.02162
2022-05-30,0.61151
2022-05-31,0.6764
2022-06-01,0.17303
2022-06-02,0.11011
2022-06-03,0.11011
2022-06-06,0.03342
2022-06-07,0.11994
2022-06-08,0.10814
2022-06-09,0.14353
2022-06-10,0.1632
2022-06-13,0.1691
2022-06-14,0.1278
2022-06-15,0.14157
2022-06-16,0.12584
2022-06-17,0.16516
2022-06-18,0.02359
2022-06-19,0.01179
2022-06-20,0.11601
2022-06-21,0.11994
2022-06-22,0.11404
2022-06-23,0.10618
2022-06-24,0.1396
2022-06-25,0.02162
2022-06-27,0.24578
2022-06-28,0.17893
2022-06-29,0.16516
2022-06-30,0.22219
2022-07-01,0.21039
2022-07-02,0.02162
2022-07-04,0.05112
2022-07-05,0.05112
2022-07-06,0.06685
2022-07-07,0.06292
2022-07-08,0.13567
2022-07-09,0.01179
2022-07-11,0.05898
2022-07-12,0.05702
2022-07-13,0.04325
2022-07-14,0.05898
2022-07-15,0.08455
2022-07-16,0.00983
2022-07-18,0.10028
2022-07-19,0.06095
2022-07-20,0.05505
2022-07-21,0.06685
2022-07-22,0.05505
2022-07-25,0.05702
2022-07-26,0.04129
2022-07-27,0.07078
2022-07-28,0.08651
2022-07-29,0.04719
2022-07-31,0.00983
2022-08-01,0.06292
2022-08-02,0.04915
2022-08-03,0.08455
2022-08-04,0.05309
2022-08-05,0.06292
2022-08-08,0.06882
2022-08-09,0.08651
2022-08-10,0.08061
2022-08-11,0.06292
2022-08-12,0.05112
2022-08-13,0.00983
2022-08-16,0.06488
2022-08-17,0.05505
2022-08-18,0.06488
2022-08-19,0.05112
2022-08-20,0.00983
2022-08-22,0.07078
2022-08-23,0.08258
2022-08-24,0.07078
2022-08-25,0.05898
2022-08-26,0.06685
2022-08-29,0.10421
2022-08-30,0.07078
2022-08-31,0.07275
2022-09-01,0.06685
2022-09-02,0.10224
2022-09-05,0.05898
2022-09-06,0.06095
2022-09-07,0.09241
2022-09-08,0.10814
2022-09-13,0.09831
2022-09-14,0.07078
2022-09-15,0.09044
2022-09-16,0.06882
2022-09-19,0.05702
2022-09-20,0.06095
2022-09-21,0.06685
2022-09-22,0.08258
2022-09-23,0.07865
2022-09-26,0.07471
2022-09-27,0.10421
2022-09-28,0.09438
2022-09-29,0.08258
2022-09-30,0.26741
2022-10-01,0.01966
2022-10-02,0.00983
2022-10-03,0.03342
2022-10-04,0.27134
2022-10-05,0.27134
2022-10-06,0.31657
2022-10-07,0.37752
2022-10-08,0.01966
2022-10-09,0.03735
2022-10-10,0.04325
2022-10-11,0.39129
2022-10-12,0.27921
2022-10-13,0.3264
2022-10-14,0.33033
2022-10-15,0.08258
2022-10-16,0.04522
2022-10-17,0.50927
2022-10-18,0.44438
2022-10-19,0.28118
2022-10-20,0.32247
2022-10-21,0.38146
2022-10-22,0.02359
2022-10-23,0.02556
2022-10-24,0.35786
2022-10-25,0.28314
2022-10-26,0.39522
2022-10-27,0.3264
2022-10-28,0.39915
2022-10-29,0.02359
2022-10-30,0.01966
2022-10-31,0.40505
2022-11-01,0.46011
2022-11-02,0.3441
2022-11-03,0.37556
2022-11-04,0.40309
2022-11-05,0.04719
2022-11-06,0.02949
2022-11-07,0.36769
2022-11-08,0.41488
2022-11-09,0.42668
2022-11-10,0.45224
2022-11-11,0.77078
2022-11-12,0.05309
2022-11-13,0.01179
2022-11-14,0.54466
2022-11-15,0.50533
2022-11-16,0.31067
2022-11-17,1.74213
2022-11-18,0.26938
2022-11-19,0.01179
2022-11-21,0.23398
2022-11-22,0.26545
2022-11-23,0.21629
2022-11-24,0.26151
2022-11-25,0.1573
2022-11-26,0.01179
2022-11-27,0.01769
2022-11-28,0.27134
2022-11-29,0.1691
2022-11-30,0.25955
2022-12-01,0.24382
2022-12-02,0.32837
2022-12-04,0.01966
2022-12-05,0.24382
2022-12-06,0.28904
2022-12-07,0.3146
2022-12-08,0.24775
2022-12-09,0.3382
2022-12-10,0.02752
2022-12-11,0.01179
2022-12-12,0.33427
2022-12-13,0.27331
2022-12-14,0.1573
2022-12-15,0.14943
2022-12-16,0.175
2022-12-18,0.01376
2022-12-19,0.10814
2022-12-20,0.13764
2022-12-21,0.27331
2022-12-22,0.11994
2022-12-23,0.37556
2022-12-24,0.03735
2022-12-25,0.10224
2022-12-26,0.53876
2022-12-27,0.72163
2022-12-28,1.18567
2022-12-29,1.70478
2022-12-30,1.2014
2022-12-31,0.01769
2023-01-01,0.02359
2023-01-02,0.6646
2023-01-03,0.17696
2023-01-04,0.17106
2023-01-05,0.22415
2023-01-06,0.21629
2023-01-07,0.01573
2023-01-08,0.01966
2023-01-09,0.23988
2023-01-10,0.15927
2023-01-11,0.22809
2023-01-12,0.23792
2023-01-13,0.22612
2023-01-14,0.01769
2023-01-15,0.00983
2023-01-16,0.1573
2023-01-17,0.21629
2023-01-18,0.20056
2023-01-19,0.22219
2023-01-20,0.29494
2023-01-21,0.01769
2023-01-23,0.00983
2023-01-24,0.02752
2023-01-25,0.39522
2023-01-26,0.4837
2023-01-27,0.46404
2023-01-28,0.03932
2023-01-29,0.00983
2023-01-30,0.46994
2023-01-31,0.52106
2023-02-01,0.42668
2023-02-02,0.35
2023-02-03,0.4955
2023-02-04,0.02752
2023-02-05,0.01573
2023-02-06,0.40702
2023-02-07,0.44438
2023-02-08,0.50533
2023-02-09,0.37949
2023-02-10,0.50337
2023-02-11,0.02949
2023-02-12,0.01376
2023-02-13,0.37359
2023-02-14,0.40898
2023-02-15,0.40309
2023-02-16,0.44831
2023-02-17,0.42078
2023-02-18,0.03342
2023-02-19,0.01769
2023-02-20,0.42472
2023-02-21,0.44634
2023-02-22,0.45224
2023-02-23,0.31854
2023-02-24,0.40898
2023-02-25,0.01573
2023-02-26,0.01573
2023-02-27,0.36573
2023-02-28,0.40112
2023-03-01,0.02752
2023-03-02,0.40112
2023-03-03,0.47387
2023-03-04,0.01573
2023-03-05,0.02359
2023-03-06,0.48764
2023-03-07,0.53483
2023-03-08,0.4896
2023-03-09,0.38736
2023-03-10,0.48764
2023-03-11,0.02359
2023-03-12,0.00983
2023-03-13,0.44634
2023-03-14,0.50337
2023-03-15,0.5309
2023-03-16,0.44241
2023-03-17,0.58005
2023-03-18,0.02359
2023-03-19,0.01966
2023-03-20,0.46404
2023-03-21,0.47781
2023-03-22,0.50337
2023-03-23,0.80224
2023-03-24,0.6941
2023-03-25,0.03539
2023-03-26,0.01966
2023-03-27,0.55056
2023-03-28,0.525
2023-03-29,0.7
2023-03-30,0.63904
2023-03-31,0.6646
2023-04-01,0.03342
2023-04-02,0.01573
2023-04-03,0.64691
2023-04-04,0.63314
2023-04-05,0.57022
2023-04-06,0.56039
2023-04-07,0.8396
2023-04-08,0.03342
2023-04-09,0.01966
2023-04-10,1.0382
2023-04-11,1.0146
2023-04-12,0.98118
2023-04-13,0.79438
2023-04-14,0.8573
2023-04-15,0.04719
2023-04-16,0.02162
2023-04-17,0.78455
2023-04-18,0.83371
2023-04-19,0.80618
2023-04-20,0.62331
2023-04-21,0.62528
2023-04-22,0.02556
2023-04-23,0.03342
2023-04-24,0.58595
2023-04-25,0.60758
2023-04-26,0.52106
2023-04-27,0.55252
2023-04-28,0.69606
2023-04-29,0.04129
2023-04-30,0.03735
2023-05-01,0.23398
2023-05-02,0.44241
2023-05-03,0.32837
2023-05-04,0.42078
2023-05-05,0.02556
2023-05-06,0.01769
2023-05-08,0.40309
2023-05-09,0.3205
2023-05-10,0.34016
2023-05-11,0.45618
2023-05-12,0.40505
2023-05-13,0.01966
2023-05-14,0.02359
2023-05-15,0.32247
2023-05-16,0.33427
2023-05-17,0.36573
2023-05-18,0.31067
2023-05-19,0.49354
2023-05-20,0.02949
2023-05-21,0.01573
2023-05-22,0.42865
2023-05-23,0.37163
2023-05-24,0.47977
2023-05-25,0.38342
2023-05-26,0.48567
2023-05-27,0.01769
2023-05-28,0.01179
2023-05-29,0.03342
2023-05-30,0.45224
2023-05-31,0.34606
2023-06-01,0.29101
2023-06-02,0.45814
2023-06-03,0.02162
2023-06-04,0.02359
2023-06-05,0.26151
2023-06-06,0.01966
2023-06-07,0.34016
2023-06-08,0.29494
2023-06-09,0.54073
2023-06-10,0.02752
2023-06-12,0.36769
2023-06-13,0.44438
2023-06-14,0.47191
2023-06-15,0.41292
2023-06-16,0.52303
2023-06-17,0.01966
2023-06-18,0.02162
2023-06-19,0.42472
2023-06-20,0.4955
2023-06-21,0.39129
2023-06-22,0.34016
2023-06-23,0.45421
2023-06-24,0.02556
2023-06-25,0.01179
2023-06-26,0.43258
2023-06-27,0.44438
2023-06-28,0.47387
2023-06-29,0.42865
2023-06-30,0.59578
2023-07-01,0.03146
2023-07-02,0.01179
