date,공모주
2020-06-27,1.69287
2020-06-28,1.32044
2020-06-29,2.89293
2020-06-30,1.72485
2020-07-01,2.35121
2020-07-02,8.13144
2020-07-03,8.32518
2020-07-04,2.30795
2020-07-05,2.19885
2020-07-06,6.15454
2020-07-07,6.36709
2020-07-08,6.06425
2020-07-09,6.18651
2020-07-10,3.82589
2020-07-11,1.70416
2020-07-12,2.2139
2020-07-13,6.14701
2020-07-14,6.46302
2020-07-15,4.68173
2020-07-16,6.52885
2020-07-17,4.11368
2020-07-18,1.96185
2020-07-19,2.29102
2020-07-20,4.59333
2020-07-21,4.93002
2020-07-22,6.38966
2020-07-23,4.01587
2020-07-24,3.22962
2020-07-25,1.49725
2020-07-26,1.86216
2020-07-27,3.39515
2020-07-28,3.47979
2020-07-29,3.21081
2020-07-30,3.36129
2020-07-31,3.02272
2020-08-01,1.29787
2020-08-02,1.27529
2020-08-03,3.40455
2020-08-04,5.3965
2020-08-05,4.32247
2020-08-06,5.10495
2020-08-07,4.76826
2020-08-08,2.18568
2020-08-09,2.12926
2020-08-10,5.18207
2020-08-11,4.19644
2020-08-12,3.36317
2020-08-13,2.90045
2020-08-14,3.05469
2020-08-15,1.80761
2020-08-16,1.25272
2020-08-17,1.40508
2020-08-18,2.14618
2020-08-19,1.92423
2020-08-20,1.81513
2020-08-21,1.97502
2020-08-22,0.95365
2020-08-23,0.93108
2020-08-24,2.47535
2020-08-25,2.6879
2020-08-26,4.93378
2020-08-27,4.08359
2020-08-28,5.09931
2020-08-29,2.21766
2020-08-30,2.6484
2020-08-31,9.77729
2020-09-01,17.31058
2020-09-02,18.81724
2020-09-03,9.51959
2020-09-04,5.75389
2020-09-05,2.21766
2020-09-06,3.08291
2020-09-07,4.15882
2020-09-08,3.54939
2020-09-09,4.1419
2020-09-10,8.84621
2020-09-11,5.9006
2020-09-12,2.11045
2020-09-13,2.0559
2020-09-14,4.48988
2020-09-15,4.00835
2020-09-16,3.63968
2020-09-17,2.99638
2020-09-18,2.29666
2020-09-19,1.21886
2020-09-20,1.31103
2020-09-21,2.42081
2020-09-22,2.37754
2020-09-23,2.45843
2020-09-24,2.27409
2020-09-25,2.06718
2020-09-26,1.05522
2020-09-27,0.97246
2020-09-28,2.79136
2020-09-29,2.59009
2020-09-30,1.17936
2020-10-01,1.10789
2020-10-02,1.33172
2020-10-03,1.76999
2020-10-04,2.94748
2020-10-05,10.23813
2020-10-06,10.25129
2020-10-07,6.34263
2020-10-08,3.39327
2020-10-09,2.28914
2020-10-10,1.13234
2020-10-11,1.77187
2020-10-12,2.17628
2020-10-13,1.99006
2020-10-14,1.84899
2020-10-15,6.81852
2020-10-16,4.33564
2020-10-17,2.21014
2020-10-18,2.17064
2020-10-19,3.9237
2020-10-20,3.81461
2020-10-21,3.10924
2020-10-22,2.18192
2020-10-23,1.63456
2020-10-24,0.76555
2020-10-25,0.8596
2020-10-26,1.61575
2020-10-27,1.49537
2020-10-28,1.83582
2020-10-29,1.45963
2020-10-30,1.84523
2020-10-31,0.74862
2020-11-01,0.81822
2020-11-02,1.65713
2020-11-03,1.79632
2020-11-04,2.12926
2020-11-05,2.07659
2020-11-06,2.1838
2020-11-07,0.99503
2020-11-08,0.87277
2020-11-09,2.23647
2020-11-10,2.34745
2020-11-11,2.24588
2020-11-12,4.92814
2020-11-13,3.23715
2020-11-14,1.08908
2020-11-15,1.05522
2020-11-16,2.47912
2020-11-17,2.55436
2020-11-18,4.6065
2020-11-19,3.12993
2020-11-20,2.54119
2020-11-21,1.07027
2020-11-22,1.36182
2020-11-23,2.79324
2020-11-24,4.1212
2020-11-25,2.82898
2020-11-26,2.72176
2020-11-27,2.61643
2020-11-28,1.21886
2020-11-29,1.38439
2020-11-30,5.23098
2020-12-01,3.59453
2020-12-02,3.25596
2020-12-03,2.66533
2020-12-04,2.68226
2020-12-05,1.24708
2020-12-06,1.19253
2020-12-07,3.90865
2020-12-08,3.53058
2020-12-09,3.21081
2020-12-10,3.05469
2020-12-11,3.04529
2020-12-12,1.35618
2020-12-13,1.26965
2020-12-14,3.14874
2020-12-15,3.97261
2020-12-16,2.45466
2020-12-17,2.26092
2020-12-18,1.66842
2020-12-19,1.12858
2020-12-20,1.10036
2020-12-21,2.34557
2020-12-22,2.84026
2020-12-23,2.77255
2020-12-24,1.80197
2020-12-25,1.15679
2020-12-26,0.9085
2020-12-27,1.0966
2020-12-28,1.64961
2020-12-29,1.8584
2020-12-30,2.09352
2020-12-31,1.55556
2021-01-01,1.16244
2021-01-02,1.18689
2021-01-03,1.17936
2021-01-04,2.66721
2021-01-05,2.66157
2021-01-06,2.31923
2021-01-07,2.2233
2021-01-08,2.59197
2021-01-09,2.50357
2021-01-10,2.41704
2021-01-11,3.30486
2021-01-12,3.64908
2021-01-13,4.59333
2021-01-14,3.53622
2021-01-15,2.73869
2021-01-16,1.69287
2021-01-17,1.92611
2021-01-18,3.37258
2021-01-19,5.09555
2021-01-20,5.64479
2021-01-21,6.58716
2021-01-22,6.63795
2021-01-23,3.24655
2021-01-24,3.09419
2021-01-25,7.05928
2021-01-26,9.38605
2021-01-27,6.97088
2021-01-28,5.80467
2021-01-29,3.71115
2021-01-30,1.64208
2021-01-31,1.73049
2021-02-01,3.36505
2021-02-02,5.50936
2021-02-03,5.45105
2021-02-04,4.07794
2021-02-05,3.85787
2021-02-06,1.88285
2021-02-07,1.69475
2021-02-08,3.55127
2021-02-09,3.17319
2021-02-10,2.96441
2021-02-11,1.82454
2021-02-12,2.15935
2021-02-13,2.47912
2021-02-14,3.192
2021-02-15,7.14769
2021-02-16,8.31013
2021-02-17,5.14445
2021-02-18,4.20209
2021-02-19,3.15062
2021-02-20,1.88849
2021-02-21,2.5299
2021-02-22,3.67353
2021-02-23,4.42404
2021-02-24,7.02166
2021-02-25,6.35204
2021-02-26,5.24791
2021-02-27,2.70859
2021-02-28,2.41516
2021-03-01,3.6867
2021-03-02,6.7809
2021-03-03,7.74208
2021-03-04,6.99909
2021-03-05,7.048
2021-03-06,3.86539
2021-03-07,4.3093
2021-03-08,15.05341
2021-03-09,28.97261
2021-03-10,30.18395
2021-03-11,17.43661
2021-03-12,14.77315
2021-03-13,4.9714
2021-03-14,4.51621
2021-03-15,8.57911
2021-03-16,9.53652
2021-03-17,7.21728
2021-03-18,21.20796
2021-03-19,13.11789
2021-03-20,6.17899
2021-03-21,5.8122
2021-03-22,15.77383
2021-03-23,11.10337
2021-03-24,9.53088
2021-03-25,6.05296
2021-03-26,5.31938
2021-03-27,2.69731
2021-03-28,2.74998
2021-03-29,5.13317
2021-03-30,4.57452
2021-03-31,5.13317
2021-04-01,8.64306
2021-04-02,6.08682
2021-04-03,3.50801
2021-04-04,3.12805
2021-04-05,5.95139
2021-04-06,6.10375
2021-04-07,5.87991
2021-04-08,5.97584
2021-04-09,6.16958
2021-04-10,3.54939
2021-04-11,4.60461
2021-04-12,10.93973
2021-04-13,11.58678
2021-04-14,9.07192
2021-04-15,8.16153
2021-04-16,7.13452
2021-04-17,4.43345
2021-04-18,4.58016
2021-04-19,10.68015
2021-04-20,11.34978
2021-04-21,12.69279
2021-04-22,12.29403
2021-04-23,12.02317
2021-04-24,6.80535
2021-04-25,8.34399
2021-04-26,27.57505
2021-04-27,51.6402
2021-04-28,100.0
2021-04-29,62.09841
2021-04-30,39.03205
2021-05-01,16.98705
2021-05-02,9.31645
2021-05-03,18.44293
2021-05-04,12.25829
2021-05-05,6.57023
2021-05-06,13.07087
2021-05-07,13.17809
2021-05-08,6.39906
2021-05-09,6.91257
2021-05-10,17.79399
2021-05-11,30.68805
2021-05-12,13.15363
2021-05-13,9.5384
2021-05-14,7.99225
2021-05-15,3.33308
2021-05-16,3.5682
2021-05-17,7.88691
2021-05-18,5.14822
2021-05-19,3.13934
2021-05-20,6.07365
2021-05-21,6.70566
2021-05-22,2.87224
2021-05-23,2.86472
2021-05-24,5.77458
2021-05-25,6.49499
2021-05-26,8.13708
2021-05-27,6.75268
2021-05-28,4.89993
2021-05-29,2.55812
2021-05-30,3.03588
2021-05-31,6.65111
2021-06-01,6.55894
2021-06-02,8.00917
2021-06-03,9.00233
2021-06-04,4.93378
2021-06-05,2.55812
2021-06-06,3.05093
2021-06-07,6.31066
2021-06-08,6.44421
2021-06-09,6.36332
2021-06-10,5.36077
2021-06-11,5.30434
2021-06-12,2.07283
2021-06-13,2.41704
2021-06-14,5.82348
2021-06-15,7.72139
2021-06-16,6.86931
2021-06-17,6.31066
2021-06-18,5.9307
2021-06-19,2.29102
2021-06-20,2.17628
2021-06-21,4.8134
2021-06-22,4.70243
2021-06-23,5.16703
2021-06-24,4.14942
2021-06-25,4.48988
2021-06-26,2.33804
2021-06-27,2.04461
2021-06-28,7.23045
2021-06-29,7.02731
2021-06-30,6.69437
2021-07-01,6.1978
2021-07-02,6.94266
2021-07-03,4.11556
2021-07-04,4.04408
2021-07-05,9.43871
2021-07-06,9.64938
2021-07-07,13.31916
2021-07-08,25.1975
2021-07-09,23.17733
2021-07-10,6.2768
2021-07-11,4.75697
2021-07-12,13.06711
2021-07-13,14.5512
2021-07-14,13.84395
2021-07-15,12.22067
2021-07-16,14.39507
2021-07-17,5.33443
2021-07-18,5.34384
2021-07-19,14.42141
2021-07-20,14.06967
2021-07-21,15.97133
2021-07-22,16.42464
2021-07-23,16.58076
2021-07-24,8.86502
2021-07-25,11.69776
2021-07-26,33.3628
2021-07-27,29.42404
2021-07-28,25.9386
2021-07-29,31.34828
2021-07-30,26.43706
2021-07-31,9.50267
2021-08-01,10.51087
2021-08-02,27.59386
2021-08-03,27.96065
2021-08-04,21.93777
2021-08-05,24.44323
2021-08-06,47.89143
2021-08-07,15.24339
2021-08-08,14.71672
2021-08-09,55.97584
2021-08-10,49.83635
2021-08-11,31.05108
2021-08-12,28.55127
2021-08-13,20.22609
2021-08-14,7.63298
2021-08-15,6.59092
2021-08-16,13.30035
2021-08-17,19.03355
2021-08-18,17.40839
2021-08-19,18.85862
2021-08-20,18.45421
2021-08-21,7.31133
2021-08-22,7.71386
2021-08-23,23.13219
2021-08-24,32.73643
2021-08-25,33.95907
2021-08-26,18.57083
2021-08-27,13.08027
2021-08-28,6.44044
2021-08-29,7.56715
2021-08-30,25.36302
2021-08-31,27.14618
2021-09-01,44.10691
2021-09-02,25.41381
2021-09-03,20.63614
2021-09-04,8.92709
2021-09-05,9.74907
2021-09-06,23.1999
2021-09-07,31.13384
2021-09-08,30.60905
2021-09-09,18.76457
2021-09-10,15.20201
2021-09-11,6.99533
2021-09-12,7.64803
2021-09-13,21.00293
2021-09-14,29.70619
2021-09-15,20.21668
2021-09-16,11.47204
2021-09-17,21.90768
2021-09-18,7.87563
2021-09-19,5.81596
2021-09-20,5.68429
2021-09-21,5.56767
2021-09-22,7.26807
2021-09-23,17.75825
2021-09-24,16.63531
2021-09-25,8.10698
2021-09-26,9.21676
2021-09-27,31.39906
2021-09-28,33.80671
2021-09-29,17.57956
2021-09-30,13.28342
2021-10-01,8.75968
2021-10-02,3.48167
2021-10-03,3.39327
2021-10-04,4.48988
2021-10-05,9.07945
2021-10-06,7.56526
2021-10-07,9.89203
2021-10-08,7.86246
2021-10-09,3.13558
2021-10-10,2.90233
2021-10-11,4.78143
2021-10-12,13.2364
2021-10-13,13.84019
2021-10-14,7.76653
2021-10-15,6.76585
2021-10-16,3.41396
2021-10-17,3.76006
2021-10-18,10.85508
2021-10-19,13.24956
2021-10-20,14.22955
2021-10-21,17.62282
2021-10-22,15.68166
2021-10-23,6.12444
2021-10-24,7.25302
2021-10-25,25.15988
2021-10-26,23.86201
2021-10-27,15.31487
2021-10-28,12.87713
2021-10-29,9.37288
2021-10-30,3.98389
2021-10-31,5.71439
2021-11-01,21.5992
2021-11-02,28.57008
2021-11-03,48.6156
2021-11-04,23.12467
2021-11-05,14.72801
2021-11-06,6.26739
2021-11-07,6.89564
2021-11-08,16.91182
2021-11-09,16.54691
2021-11-10,23.19238
2021-11-11,21.90768
2021-11-12,17.16575
2021-11-13,5.08614
2021-11-14,5.44541
2021-11-15,13.09908
2021-11-16,11.82943
2021-11-17,11.26137
2021-11-18,9.73967
2021-11-19,6.76585
2021-11-20,3.54939
2021-11-21,4.42404
2021-11-22,13.03889
2021-11-23,10.46949
2021-11-24,10.92092
2021-11-25,9.28447
2021-11-26,6.91633
2021-11-27,2.64276
2021-11-28,3.04529
2021-11-29,7.12512
2021-11-30,7.17026
2021-12-01,6.18463
2021-12-02,6.8298
2021-12-03,6.6624
2021-12-04,2.25152
2021-12-05,3.1036
2021-12-06,8.55654
2021-12-07,9.15469
2021-12-08,8.48694
2021-12-09,7.24362
2021-12-10,6.37273
2021-12-11,3.37822
2021-12-12,4.67045
2021-12-13,8.08253
2021-12-14,6.73952
2021-12-15,5.91941
2021-12-16,5.93634
2021-12-17,4.66857
2021-12-18,2.84402
2021-12-19,3.06034
2021-12-20,6.45925
2021-12-21,6.6229
2021-12-22,5.21781
2021-12-23,4.48988
2021-12-24,3.85787
2021-12-25,2.53366
2021-12-26,2.79136
2021-12-27,5.02407
2021-12-28,5.53005
2021-12-29,4.73816
2021-12-30,5.13505
2021-12-31,3.4102
2022-01-01,3.16191
2022-01-02,4.36949
2022-01-03,9.54781
2022-01-04,10.12715
2022-01-05,9.54593
2022-01-06,9.19419
2022-01-07,8.46625
2022-01-08,5.18772
2022-01-09,7.49191
2022-01-10,15.88104
2022-01-11,18.347
2022-01-12,21.03679
2022-01-13,22.69957
2022-01-14,20.56278
2022-01-15,13.14611
2022-01-16,18.23978
2022-01-17,55.47362
2022-01-18,95.84117
2022-01-19,84.28259
2022-01-20,77.97005
2022-01-21,46.223
2022-01-22,17.16763
2022-01-23,14.74305
2022-01-24,30.97208
2022-01-25,24.29087
2022-01-26,18.68745
2022-01-27,64.15055
2022-01-28,27.08787
2022-01-29,11.93852
2022-01-30,9.62493
2022-01-31,8.36844
2022-02-01,9.31081
2022-02-02,11.5059
2022-02-03,26.04393
2022-02-04,24.80814
2022-02-05,9.68324
2022-02-06,9.35783
2022-02-07,25.46271
2022-02-08,19.82544
2022-02-09,16.31931
2022-02-10,15.67414
2022-02-11,13.50726
2022-02-12,6.97464
2022-02-13,8.31389
2022-02-14,24.32473
2022-02-15,28.00955
2022-02-16,19.38906
2022-02-17,16.98517
2022-02-18,13.87028
2022-02-19,6.50252
2022-02-20,7.17214
2022-02-21,18.87367
2022-02-22,16.21774
2022-02-23,17.16575
2022-02-24,11.36859
2022-02-25,9.26002
2022-02-26,4.21149
2022-02-27,4.53502
2022-02-28,11.55293
2022-03-01,5.91001
2022-03-02,12.38996
2022-03-03,14.00759
2022-03-04,7.76277
2022-03-05,3.5776
2022-03-06,4.63471
2022-03-07,11.8125
2022-03-08,10.50899
2022-03-09,3.09796
2022-03-10,7.90384
2022-03-11,6.88623
2022-03-12,3.03212
2022-03-13,3.7657
2022-03-14,10.11586
2022-03-15,11.3968
2022-03-16,10.66511
2022-03-17,8.46061
2022-03-18,11.38364
2022-03-19,4.48988
2022-03-20,4.17951
2022-03-21,12.66646
2022-03-22,13.11789
2022-03-23,14.50417
2022-03-24,10.01617
2022-03-25,6.20908
2022-03-26,2.82898
2022-03-27,3.10172
2022-03-28,7.73831
2022-03-29,6.90128
2022-03-30,5.5752
2022-03-31,5.78022
2022-04-01,6.40847
2022-04-02,2.32488
2022-04-03,2.43773
2022-04-04,5.78775
2022-04-05,5.49431
2022-04-06,5.1106
2022-04-07,4.63471
2022-04-08,3.74313
2022-04-09,1.86968
2022-04-10,2.1443
2022-04-11,5.26672
2022-04-12,5.13881
2022-04-13,4.78519
2022-04-14,4.80776
2022-04-15,4.49176
2022-04-16,2.38695
2022-04-17,2.85155
2022-04-18,10.12151
2022-04-19,13.01068
2022-04-20,11.81438
2022-04-21,7.41103
2022-04-22,4.82657
2022-04-23,2.42081
2022-04-24,2.81393
2022-04-25,5.80279
2022-04-26,5.80467
2022-04-27,5.91941
2022-04-28,8.65623
2022-04-29,5.99653
2022-04-30,2.58445
2022-05-01,3.36129
2022-05-02,10.94913
2022-05-03,10.35851
2022-05-04,7.82672
2022-05-05,3.59641
2022-05-06,6.96523
2022-05-07,3.35377
2022-05-08,3.60394
2022-05-09,11.39492
2022-05-10,10.19486
2022-05-11,13.67654
2022-05-12,10.4883
2022-05-13,6.53261
2022-05-14,2.01075
2022-05-15,1.95244
2022-05-16,5.54886
2022-05-17,4.61966
2022-05-18,4.17575
2022-05-19,3.78827
2022-05-20,5.20841
2022-05-21,1.78692
2022-05-22,2.09352
2022-05-23,5.28741
2022-05-24,5.85546
2022-05-25,4.44473
2022-05-26,3.52117
2022-05-27,2.61831
2022-05-28,1.35053
2022-05-29,1.58189
2022-05-30,4.01775
2022-05-31,3.64344
2022-06-01,2.04085
2022-06-02,4.04785
2022-06-03,4.2999
2022-06-04,1.81701
2022-06-05,1.96749
2022-06-06,2.52802
2022-06-07,8.33082
2022-06-08,9.8356
2022-06-09,9.90707
2022-06-10,5.39086
2022-06-11,1.99571
2022-06-12,2.34557
2022-06-13,8.94966
2022-06-14,11.59619
2022-06-15,10.47701
2022-06-16,5.44165
2022-06-17,5.38898
2022-06-18,1.75306
2022-06-19,2.1048
2022-06-20,7.07621
2022-06-21,7.19283
2022-06-22,6.86554
2022-06-23,4.97329
2022-06-24,5.0711
2022-06-25,1.56873
2022-06-26,2.09352
2022-06-27,6.88811
2022-06-28,6.57211
2022-06-29,4.28297
2022-06-30,4.52749
2022-07-01,4.45226
2022-07-02,1.63832
2022-07-03,2.11609
2022-07-04,6.12256
2022-07-05,8.11639
2022-07-06,9.03807
2022-07-07,9.70581
2022-07-08,5.23098
2022-07-09,1.91859
2022-07-10,2.08787
2022-07-11,7.02354
2022-07-12,5.34572
2022-07-13,5.24038
2022-07-14,6.01158
2022-07-15,9.42743
2022-07-16,2.876
2022-07-17,4.0723
2022-07-18,23.47076
2022-07-19,29.29425
2022-07-20,14.63208
2022-07-21,9.70957
2022-07-22,5.89684
2022-07-23,2.48288
2022-07-24,3.07538
2022-07-25,10.98487
2022-07-26,12.43698
2022-07-27,12.60627
2022-07-28,15.32239
2022-07-29,9.0343
2022-07-30,2.58257
2022-07-31,2.60326
2022-08-01,7.3245
2022-08-02,6.22225
2022-08-03,5.66736
2022-08-04,8.60544
2022-08-05,5.62974
2022-08-06,2.41516
2022-08-07,2.84214
2022-08-08,11.35542
2022-08-09,11.28583
2022-08-10,9.70769
2022-08-11,6.18087
2022-08-12,3.92935
2022-08-13,1.58001
2022-08-14,1.61575
2022-08-15,1.86216
2022-08-16,4.64412
2022-08-17,3.98577
2022-08-18,3.35189
2022-08-19,2.9945
2022-08-20,1.39568
2022-08-21,1.69287
2022-08-22,5.79151
2022-08-23,3.61522
2022-08-24,3.12993
2022-08-25,3.06786
2022-08-26,2.67662
2022-08-27,1.24332
2022-08-28,1.48032
2022-08-29,3.46098
2022-08-30,3.69046
2022-08-31,2.70671
2022-09-01,2.81017
2022-09-02,2.46031
2022-09-03,1.10413
2022-09-04,1.39003
2022-09-05,2.78948
2022-09-06,2.79136
2022-09-07,2.47724
2022-09-08,1.90166
2022-09-09,1.06086
2022-09-10,1.13046
2022-09-11,1.34113
2022-09-12,2.07847
2022-09-13,6.1677
2022-09-14,6.49875
2022-09-15,7.37717
2022-09-16,5.57143
2022-09-17,1.68535
2022-09-18,1.93552
2022-09-19,8.02422
2022-09-20,12.27334
2022-09-21,9.96727
2022-09-22,4.95071
2022-09-23,3.87104
2022-09-24,1.54239
2022-09-25,1.8678
2022-09-26,7.61981
2022-09-27,8.16718
2022-09-28,5.9608
2022-09-29,5.01467
2022-09-30,4.23971
2022-10-01,1.56496
2022-10-02,1.60446
2022-10-03,2.41328
2022-10-04,9.54781
2022-10-05,11.09961
2022-10-06,8.33458
2022-10-07,5.77834
2022-10-08,1.26213
2022-10-09,1.29787
2022-10-10,1.90166
2022-10-11,5.17455
2022-10-12,4.91121
2022-10-13,3.57008
2022-10-14,3.4196
2022-10-15,1.27529
2022-10-16,1.87721
2022-10-17,7.87563
2022-10-18,7.36212
2022-10-19,6.26551
2022-10-20,4.50116
2022-10-21,3.1826
2022-10-22,1.48408
2022-10-23,1.68911
2022-10-24,5.40967
2022-10-25,6.09811
2022-10-26,6.61725
2022-10-27,6.50063
2022-10-28,3.77887
2022-10-29,1.47656
2022-10-30,1.57249
2022-10-31,5.12188
2022-11-01,5.50748
2022-11-02,5.33443
2022-11-03,4.47107
2022-11-04,4.32811
2022-11-05,1.39756
2022-11-06,1.72861
2022-11-07,6.75268
2022-11-08,7.99413
2022-11-09,5.78963
2022-11-10,4.21525
2022-11-11,3.81084
2022-11-12,1.29598
2022-11-13,1.46527
2022-11-14,4.14754
2022-11-15,3.48732
2022-11-16,3.00391
2022-11-17,3.59265
2022-11-18,2.41328
2022-11-19,0.95929
2022-11-20,1.26025
2022-11-21,3.02836
2022-11-22,2.8666
2022-11-23,2.58257
2022-11-24,2.639
2022-11-25,1.96561
2022-11-26,0.73546
2022-11-27,0.98562
2022-11-28,2.0258
2022-11-29,1.94116
2022-11-30,1.60446
2022-12-01,1.70604
2022-12-02,1.31668
2022-12-03,0.59814
2022-12-04,0.7806
2022-12-05,1.99947
2022-12-06,2.2139
2022-12-07,2.07659
2022-12-08,1.83582
2022-12-09,1.60635
2022-12-10,0.7411
2022-12-11,0.90662
2022-12-12,2.42457
2022-12-13,2.45654
2022-12-14,1.99383
2022-12-15,1.36182
2022-12-16,1.00255
2022-12-17,0.59062
2022-12-18,0.83327
2022-12-19,1.51418
2022-12-20,1.25837
2022-12-21,1.20758
2022-12-22,1.50477
2022-12-23,0.97246
2022-12-24,0.51538
2022-12-25,0.56805
2022-12-26,1.16244
2022-12-27,1.35429
2022-12-28,1.01196
2022-12-29,0.98939
2022-12-30,0.69972
2022-12-31,0.47964
2023-01-01,0.69972
2023-01-02,1.74742
2023-01-03,1.81701
2023-01-04,1.80573
2023-01-05,1.66842
2023-01-06,1.57813
2023-01-07,0.84831
2023-01-08,1.07967
2023-01-09,3.83718
2023-01-10,3.92182
2023-01-11,3.6773
2023-01-12,2.2628
2023-01-13,2.36814
2023-01-14,1.21134
2023-01-15,1.40508
2023-01-16,4.43721
2023-01-17,4.26416
2023-01-18,2.41328
2023-01-19,3.94063
2023-01-20,2.53555
2023-01-21,1.07967
2023-01-22,1.15491
2023-01-23,1.27718
2023-01-24,2.09352
2023-01-25,6.93326
2023-01-26,8.7484
2023-01-27,9.44812
2023-01-28,2.22707
2023-01-29,2.30607
2023-01-30,8.12956
2023-01-31,7.2756
2023-02-01,6.38778
2023-02-02,4.91121
2023-02-03,6.71883
2023-02-04,2.55436
2023-02-05,2.69731
2023-02-06,8.94778
2023-02-07,15.02896
2023-02-08,12.71349
2023-02-09,11.06575
2023-02-10,8.26499
2023-02-11,2.70483
2023-02-12,2.72552
2023-02-13,8.86314
2023-02-14,8.0261
2023-02-15,10.11962
2023-02-16,10.0632
2023-02-17,8.75028
2023-02-18,3.95568
2023-02-19,4.72688
2023-02-20,17.17139
2023-02-21,16.99646
2023-02-22,9.79422
2023-02-23,7.9076
2023-02-24,5.3081
2023-02-25,2.32864
2023-02-26,2.46407
2023-02-27,6.53637
2023-02-28,5.88368
2023-03-01,3.24843
2023-03-02,9.14528
2023-03-03,10.03122
2023-03-04,2.69919
2023-03-05,2.66721
2023-03-06,6.81099
2023-03-07,6.97652
2023-03-08,4.42968
2023-03-09,4.25475
2023-03-10,3.23339
2023-03-11,1.51418
2023-03-12,2.18945
2023-03-13,8.49635
2023-03-14,4.51245
2023-03-15,4.0723
2023-03-16,3.58889
2023-03-17,3.71303
2023-03-18,1.48784
2023-03-19,1.89978
2023-03-20,7.65931
2023-03-21,8.20668
2023-03-22,4.96576
2023-03-23,3.55503
2023-03-24,2.96253
2023-03-25,1.36934
2023-03-26,1.48596
2023-03-27,6.39154
2023-03-28,4.73628
2023-03-29,4.27921
2023-03-30,4.10428
2023-03-31,2.33052
2023-04-01,1.09284
2023-04-02,1.29787
2023-04-03,3.21458
2023-04-04,2.67474
2023-04-05,2.63147
2023-04-06,2.34933
2023-04-07,2.41893
2023-04-08,1.11729
2023-04-09,1.26777
2023-04-10,3.35189
2023-04-11,3.4591
2023-04-12,3.2616
2023-04-13,4.567
2023-04-14,4.33752
2023-04-15,1.91294
2023-04-16,2.55812
2023-04-17,10.55413
2023-04-18,10.52215
2023-04-19,5.45481
2023-04-20,3.60018
2023-04-21,2.65217
2023-04-22,1.39944
2023-04-23,1.64396
2023-04-24,5.62222
2023-04-25,5.16703
2023-04-26,4.49176
2023-04-27,3.00015
2023-04-28,2.11045
2023-04-29,1.02701
2023-04-30,1.07967
2023-05-01,1.72485
2023-05-02,3.24655
2023-05-03,3.68106
2023-05-04,3.67541
2023-05-05,1.24144
2023-05-06,1.35053
2023-05-07,1.68158
2023-05-08,7.83048
2023-05-09,9.2525
2023-05-10,7.15521
2023-05-11,5.93258
2023-05-12,4.0328
2023-05-13,1.67218
2023-05-14,2.22707
2023-05-15,8.57535
2023-05-16,8.95154
2023-05-17,6.41787
2023-05-18,4.42404
2023-05-19,5.77082
2023-05-20,2.05778
2023-05-21,2.22518
2023-05-22,6.30313
2023-05-23,6.41975
2023-05-24,9.36159
2023-05-25,7.22105
2023-05-26,5.27988
2023-05-27,1.45587
2023-05-28,1.46903
2023-05-29,1.94116
