date,개인연금추천
2023-05-31,31.75033
2023-06-01,41.2483
2023-06-02,52.51017
2023-06-03,21.0312
2023-06-04,17.63907
2023-06-05,27.54409
2023-06-06,19.81004
2023-06-07,28.90094
2023-06-08,25.78018
2023-06-09,25.50881
2023-06-10,16.41791
2023-06-11,17.63907
2023-06-12,27.00135
2023-06-13,26.72998
2023-06-14,27.67978
2023-06-15,25.10176
2023-06-16,18.72455
2023-06-17,13.02578
2023-06-18,17.50339
2023-06-19,25.37313
2023-06-20,21.0312
2023-06-21,27.27272
2023-06-22,20.75983
2023-06-23,23.06648
2023-06-24,15.33242
2023-06-25,14.38263
2023-06-26,22.25237
2023-06-27,25.6445
2023-06-28,24.6947
2023-06-29,26.86567
2023-06-30,21.70963
2023-07-01,14.51831
2023-07-02,17.77476
2023-07-03,18.86024
2023-07-04,18.99592
2023-07-05,33.78561
2023-07-06,46.81139
2023-07-07,43.69063
2023-07-08,23.47354
2023-07-09,19.81004
2023-07-10,30.52917
2023-07-11,33.9213
2023-07-12,35.68521
2023-07-13,23.20217
2023-07-14,26.5943
2023-07-15,15.06105
2023-07-16,20.35278
2023-07-17,22.38805
2023-07-18,24.42333
2023-07-19,20.48846
2023-07-20,48.16824
2023-07-21,36.36363
2023-07-22,18.45318
2023-07-23,21.84531
2023-07-24,25.37313
2023-07-25,31.34328
2023-07-26,25.23744
2023-07-27,23.74491
2023-07-28,22.65943
2023-07-29,16.96065
2023-07-30,17.23202
2023-07-31,22.25237
2023-08-01,24.55902
2023-08-02,21.84531
2023-08-03,21.84531
2023-08-04,18.72455
2023-08-05,14.11126
2023-08-06,12.89009
2023-08-07,27.54409
2023-08-08,23.20217
2023-08-09,22.9308
2023-08-10,24.83039
2023-08-11,18.04613
2023-08-12,13.16146
2023-08-13,28.90094
2023-08-14,21.57394
2023-08-15,21.70963
2023-08-16,23.20217
2023-08-17,25.91587
2023-08-18,24.55902
2023-08-19,16.96065
2023-08-20,17.3677
2023-08-21,23.74491
2023-08-22,21.70963
2023-08-23,31.20759
2023-08-24,25.78018
2023-08-25,27.81546
2023-08-26,21.84531
2023-08-27,20.62415
2023-08-28,26.18724
2023-08-29,29.44369
2023-08-30,27.67978
2023-08-31,23.06648
2023-09-01,27.54409
2023-09-02,19.53867
2023-09-03,21.16689
2023-09-04,24.96607
2023-09-05,22.38805
2023-09-06,20.21709
2023-09-07,17.09633
2023-09-08,19.81004
2023-09-09,13.56852
2023-09-10,19.13161
2023-09-11,24.28765
2023-09-12,19.67435
2023-09-13,27.54409
2023-09-14,20.35278
2023-09-15,18.58887
2023-09-16,14.654
2023-09-17,16.55359
2023-09-18,21.84531
2023-09-19,21.84531
2023-09-20,18.72455
2023-09-21,21.981
2023-09-22,17.3677
2023-09-23,13.29715
2023-09-24,15.46811
2023-09-25,24.96607
2023-09-26,21.30257
2023-09-27,15.33242
2023-09-28,10.9905
2023-09-29,14.11126
2023-09-30,15.73948
2023-10-01,12.89009
2023-10-02,17.91044
2023-10-03,17.50339
2023-10-04,23.60922
2023-10-05,21.43826
2023-10-06,22.38805
2023-10-07,13.02578
2023-10-08,22.38805
2023-10-09,22.65943
2023-10-10,27.54409
2023-10-11,25.10176
2023-10-12,36.09226
2023-10-13,28.08683
2023-10-14,16.01085
2023-10-15,22.9308
2023-10-16,26.32293
2023-10-17,21.84531
2023-10-18,24.42333
2023-10-19,20.21709
2023-10-20,19.13161
2023-10-21,13.02578
2023-10-22,12.61872
2023-10-23,22.52374
2023-10-24,19.81004
2023-10-25,25.6445
2023-10-26,32.83582
2023-10-27,32.29308
2023-10-28,21.30257
2023-10-29,18.58887
2023-10-30,34.73541
2023-10-31,27.54409
2023-11-01,28.90094
2023-11-02,23.60922
2023-11-03,39.21302
2023-11-04,14.51831
2023-11-05,20.08141
2023-11-06,22.11668
2023-11-07,20.62415
2023-11-08,20.08141
2023-11-09,32.42876
2023-11-10,17.77476
2023-11-11,17.23202
2023-11-12,15.87516
2023-11-13,24.55902
2023-11-14,21.30257
2023-11-15,28.08683
2023-11-16,35.14246
2023-11-17,25.6445
2023-11-18,17.50339
2023-11-19,18.18181
2023-11-20,27.00135
2023-11-21,24.28765
2023-11-22,22.38805
2023-11-23,25.78018
2023-11-24,23.88059
2023-11-25,21.30257
2023-11-26,25.10176
2023-11-27,34.46404
2023-11-28,26.32293
2023-11-29,33.37856
2023-11-30,27.81546
2023-12-01,23.74491
2023-12-02,17.77476
2023-12-03,27.27272
2023-12-04,26.86567
2023-12-05,31.88602
2023-12-06,32.0217
2023-12-07,29.98643
2023-12-08,33.24287
2023-12-09,23.60922
2023-12-10,24.96607
2023-12-11,28.3582
2023-12-12,30.12211
2023-12-13,41.51967
2023-12-14,44.64043
2023-12-15,32.0217
2023-12-16,22.25237
2023-12-17,24.6947
2023-12-18,28.90094
2023-12-19,33.51424
2023-12-20,31.20759
2023-12-21,35.54952
2023-12-22,29.308
2023-12-23,23.47354
2023-12-24,18.72455
2023-12-25,32.9715
2023-12-26,44.50474
2023-12-27,39.21302
2023-12-28,42.33378
2023-12-29,35.54952
2023-12-30,28.76526
2023-12-31,23.60922
2024-01-01,24.83039
2024-01-02,32.70013
2024-01-03,34.59972
2024-01-04,37.44911
2024-01-05,36.635
2024-01-06,22.38805
2024-01-07,24.28765
2024-01-08,31.88602
2024-01-09,34.59972
2024-01-10,39.34871
2024-01-11,30.2578
2024-01-12,30.52917
2024-01-13,25.37313
2024-01-14,25.91587
2024-01-15,43.55495
2024-01-16,45.31886
2024-01-17,44.77611
2024-01-18,46.54002
2024-01-19,43.41926
2024-01-20,27.54409
2024-01-21,32.29308
2024-01-22,43.14789
2024-01-23,54.40976
2024-01-24,56.8521
2024-01-25,56.71641
2024-01-26,52.64586
2024-01-27,35.54952
2024-01-28,40.43419
2024-01-29,51.69606
2024-01-30,53.1886
2024-01-31,46.67571
2024-02-01,44.23337
2024-02-02,32.42876
2024-02-03,24.28765
2024-02-04,25.23744
2024-02-05,36.09226
2024-02-06,35.00678
2024-02-07,30.39348
2024-02-08,32.0217
2024-02-09,25.23744
2024-02-10,21.16689
2024-02-11,23.33785
2024-02-12,33.78561
2024-02-13,48.30393
2024-02-14,45.72591
2024-02-15,44.64043
2024-02-16,38.94165
2024-02-17,26.45861
2024-02-18,25.6445
2024-02-19,42.87652
2024-02-20,38.67028
2024-02-21,43.69063
2024-02-22,38.12754
2024-02-23,32.70013
2024-02-24,25.50881
2024-02-25,27.67978
2024-02-26,38.39891
2024-02-27,29.98643
2024-02-28,32.29308
2024-02-29,30.12211
2024-03-01,23.47354
2024-03-02,20.89552
2024-03-03,21.981
2024-03-04,32.29308
2024-03-05,30.80054
2024-03-06,39.21302
2024-03-07,28.3582
2024-03-08,25.6445
2024-03-09,19.67435
2024-03-10,24.83039
2024-03-11,31.47896
2024-03-12,30.2578
2024-03-13,27.54409
2024-03-14,24.42333
2024-03-15,24.28765
2024-03-16,15.73948
2024-03-17,17.50339
2024-03-18,25.23744
2024-03-19,34.59972
2024-03-20,34.05698
