date,홍콩H
2021-03-04,2.21351
2021-03-05,2.16739
2021-03-06,0.26516
2021-03-07,0.1614
2021-03-08,2.17892
2021-03-09,2.72077
2021-03-10,2.62854
2021-03-11,2.4902
2021-03-12,2.59395
2021-03-13,0.2421
2021-03-14,0.11528
2021-03-15,1.67166
2021-03-16,1.95988
2021-03-17,1.79847
2021-03-18,1.86765
2021-03-19,1.87917
2021-03-20,0.20751
2021-03-21,0.10375
2021-03-22,2.31727
2021-03-23,2.50172
2021-03-24,2.51325
2021-03-25,2.54784
2021-03-26,2.38644
2021-03-27,0.19598
2021-03-28,0.14987
2021-03-29,2.06363
2021-03-30,2.5709
2021-03-31,2.20198
2021-04-01,2.30574
2021-04-02,1.59096
2021-04-03,0.3228
2021-04-04,0.13834
2021-04-05,1.22204
2021-04-06,1.70624
2021-04-07,2.13281
2021-04-08,1.95988
2021-04-09,1.77542
2021-04-10,0.0807
2021-04-11,0.09222
2021-04-12,1.57943
2021-04-13,1.77542
2021-04-14,1.87917
2021-04-15,1.94835
2021-04-16,1.71777
2021-04-17,0.11528
2021-04-18,0.11528
2021-04-19,1.77542
2021-04-20,1.6486
2021-04-21,1.87917
2021-04-22,1.71777
2021-04-23,1.57943
2021-04-24,0.14987
2021-04-25,0.12681
2021-04-26,1.87917
2021-04-27,1.83306
2021-04-28,1.8907
2021-04-29,1.81
2021-04-30,1.57943
2021-05-01,0.18445
2021-05-02,0.05764
2021-05-03,1.69471
2021-05-04,1.55637
2021-05-05,0.807
2021-05-06,1.5679
2021-05-07,1.47567
2021-05-08,0.21904
2021-05-09,0.09222
2021-05-10,1.67166
2021-05-11,1.4872
2021-05-12,1.5679
2021-05-13,1.52178
2021-05-14,1.66013
2021-05-15,0.1614
2021-05-16,0.12681
2021-05-17,1.68319
2021-05-18,1.79847
2021-05-19,0.41503
2021-05-20,1.70624
2021-05-21,1.69471
2021-05-22,0.19598
2021-05-23,0.10375
2021-05-24,1.7293
2021-05-25,1.71777
2021-05-26,2.04058
2021-05-27,1.93682
2021-05-28,1.98293
2021-05-29,0.20751
2021-05-30,0.14987
2021-05-31,2.44408
2021-06-01,2.02905
2021-06-02,1.8907
2021-06-03,2.12128
2021-06-04,1.82153
2021-06-05,0.23057
2021-06-06,0.1614
2021-06-07,1.8907
2021-06-08,1.67166
2021-06-09,1.82153
2021-06-10,1.74083
2021-06-11,1.39497
2021-06-12,0.23057
2021-06-14,1.23357
2021-06-15,1.6486
2021-06-16,1.57943
2021-06-17,1.5679
2021-06-18,1.33732
2021-06-19,0.12681
2021-06-20,0.10375
2021-06-21,1.61401
2021-06-22,1.4872
2021-06-23,1.84459
2021-06-24,2.02905
2021-06-25,2.06363
2021-06-26,0.20751
2021-06-27,0.26516
2021-06-28,1.94835
2021-06-29,1.87917
2021-06-30,2.13281
2021-07-01,1.26815
2021-07-02,1.44108
2021-07-03,0.17293
2021-07-04,0.1614
2021-07-05,1.79847
2021-07-06,1.76389
2021-07-07,1.93682
2021-07-08,3.03204
2021-07-09,2.46714
2021-07-10,0.51879
2021-07-11,0.1614
2021-07-12,2.46714
2021-07-13,2.45561
2021-07-14,2.64007
2021-07-15,2.35185
2021-07-16,1.81
2021-07-17,0.23057
2021-07-18,0.06917
2021-07-19,1.82153
2021-07-20,1.66013
2021-07-21,2.29421
2021-07-22,2.54784
2021-07-23,2.66313
2021-07-24,0.29974
2021-07-25,0.23057
2021-07-26,4.43855
2021-07-27,5.00345
2021-07-28,6.36384
2021-07-29,4.74982
2021-07-30,4.18492
2021-07-31,0.73783
2021-08-01,0.4035
2021-08-02,3.11275
2021-08-03,3.34332
2021-08-04,3.49319
2021-08-05,3.12427
2021-08-06,3.1358
2021-08-07,0.35738
2021-08-08,0.18445
2021-08-09,2.9744
2021-08-10,2.72077
2021-08-11,2.55937
2021-08-12,2.87064
2021-08-13,3.32026
2021-08-14,0.41503
2021-08-15,0.14987
2021-08-16,2.39797
2021-08-17,3.22803
2021-08-18,3.2165
2021-08-19,3.53931
2021-08-20,3.71224
2021-08-21,0.36891
2021-08-22,0.31127
2021-08-23,3.43555
2021-08-24,3.816
2021-08-25,3.71224
2021-08-26,2.9744
2021-08-27,3.1358
2021-08-28,0.4035
2021-08-29,0.28821
2021-08-30,3.50472
2021-08-31,5.52225
2021-09-01,5.21097
2021-09-02,3.96587
2021-09-03,3.37791
2021-09-04,0.41503
2021-09-05,0.31127
2021-09-06,3.14733
2021-09-07,3.79294
2021-09-08,3.42402
2021-09-09,3.33179
2021-09-10,2.83606
2021-09-11,0.3228
2021-09-12,0.21904
2021-09-13,3.03204
2021-09-14,2.75536
2021-09-15,3.49319
2021-09-16,3.88517
2021-09-17,4.06963
2021-09-18,0.3228
2021-09-19,0.35738
2021-09-20,4.45008
2021-09-21,4.48466
2021-09-22,2.51325
2021-09-23,5.04957
2021-09-24,4.78441
2021-09-25,0.51879
2021-09-26,0.44961
2021-09-27,4.74982
2021-09-28,4.74982
2021-09-29,4.45008
2021-09-30,4.42702
2021-10-01,2.27115
2021-10-02,0.26516
2021-10-03,0.27668
2021-10-04,4.02351
2021-10-05,4.27715
2021-10-06,3.72377
2021-10-07,3.8967
2021-10-08,4.15033
2021-10-09,0.57643
2021-10-10,0.26516
2021-10-11,2.46714
2021-10-12,3.67765
2021-10-13,3.02052
2021-10-14,2.70924
2021-10-15,2.96287
2021-10-16,0.36891
2021-10-17,0.25363
2021-10-18,2.67465
2021-10-19,3.12427
2021-10-20,3.78141
2021-10-21,2.85911
2021-10-22,3.20498
2021-10-23,0.38044
2021-10-24,0.21904
2021-10-25,2.20198
2021-10-26,3.04357
2021-10-27,2.60548
2021-10-28,2.62854
2021-10-29,2.87064
2021-10-30,0.38044
2021-10-31,0.18445
2021-11-01,2.96287
2021-11-02,11.10214
2021-11-03,11.42494
2021-11-04,11.26354
2021-11-05,12.03596
2021-11-06,2.06363
2021-11-07,0.89923
2021-11-08,10.22596
2021-11-09,10.3643
2021-11-10,11.6094
2021-11-11,10.56029
2021-11-12,10.22596
2021-11-13,1.76389
2021-11-14,0.87618
2021-11-15,10.43347
2021-11-16,12.84297
2021-11-17,9.78787
2021-11-18,9.10767
2021-11-19,10.97532
2021-11-20,1.37191
2021-11-21,0.89923
2021-11-22,10.32972
2021-11-23,9.25755
2021-11-24,9.71869
2021-11-25,8.53124
2021-11-26,12.24348
2021-11-27,2.27115
2021-11-28,1.27968
2021-11-29,11.54023
2021-11-30,17.95019
2021-12-01,11.79386
2021-12-02,11.49412
2021-12-03,12.15125
2021-12-04,2.30574
2021-12-05,1.03758
2021-12-06,17.90408
2021-12-07,16.30159
2021-12-08,14.56075
2021-12-09,12.57781
2021-12-10,10.15679
2021-12-11,1.71777
2021-12-12,0.91076
2021-12-13,11.0445
2021-12-14,9.7994
2021-12-15,9.47659
2021-12-16,12.64699
2021-12-17,10.2836
2021-12-18,2.31727
2021-12-19,1.10675
2021-12-20,13.81139
2021-12-21,12.13972
2021-12-22,10.0415
2021-12-23,10.3643
2021-12-24,8.10468
2021-12-25,1.4065
2021-12-26,1.01452
2021-12-27,5.60295
2021-12-28,10.54876
2021-12-29,8.16232
2021-12-30,8.40442
2021-12-31,8.69264
2022-01-01,1.60249
2022-01-02,1.29121
2022-01-03,10.17984
2022-01-04,10.96379
2022-01-05,12.96979
2022-01-06,13.22342
2022-01-07,13.6154
2022-01-08,2.93982
2022-01-09,1.7293
2022-01-10,15.33317
2022-01-11,13.59234
2022-01-12,16.61286
2022-01-13,14.41088
2022-01-14,11.79386
2022-01-15,1.7293
2022-01-16,0.88771
2022-01-17,11.73622
2022-01-18,12.49711
2022-01-19,10.74475
2022-01-20,19.85243
2022-01-21,15.58681
2022-01-22,3.1358
2022-01-23,1.79847
2022-01-24,14.71062
2022-01-25,14.89508
2022-01-26,12.76227
2022-01-27,17.86949
2022-01-28,12.58934
2022-01-29,2.16739
2022-01-30,0.97994
2022-01-31,10.84851
2022-02-01,6.2255
2022-02-02,6.05257
2022-02-03,7.89716
2022-02-04,14.72215
2022-02-05,2.92829
2022-02-06,1.31427
2022-02-07,12.58934
2022-02-08,12.58934
2022-02-09,15.0219
2022-02-10,13.54623
2022-02-11,12.65851
2022-02-12,1.69471
2022-02-13,1.08369
2022-02-14,11.83998
2022-02-15,10.83698
2022-02-16,11.66705
2022-02-17,13.36177
2022-02-18,11.34424
2022-02-19,2.21351
2022-02-20,1.14134
2022-02-21,10.35277
2022-02-22,12.3703
2022-02-23,10.86004
2022-02-24,17.70809
2022-02-25,15.0219
2022-02-26,2.76688
2022-02-27,1.52178
2022-02-28,13.33871
2022-03-01,11.66705
2022-03-02,14.03043
2022-03-03,13.14272
2022-03-04,15.40235
2022-03-05,3.18192
2022-03-06,1.66013
2022-03-07,17.15471
2022-03-08,16.97025
2022-03-09,24.87894
2022-03-10,17.22388
2022-03-11,29.10998
2022-03-12,4.73829
2022-03-13,3.06663
2022-03-14,57.13626
2022-03-15,85.05879
2022-03-16,78.81023
2022-03-17,57.21697
2022-03-18,38.94397
2022-03-19,6.15632
2022-03-20,3.36638
2022-03-21,29.51348
2022-03-22,31.56559
2022-03-23,28.64883
2022-03-24,22.10053
2022-03-25,25.27092
2022-03-26,4.63454
2022-03-27,2.47867
2022-03-28,22.83836
2022-03-29,21.53562
2022-03-30,23.48397
2022-03-31,16.16324
2022-04-01,18.05395
2022-04-02,2.74383
2022-04-03,1.62554
2022-04-04,22.43486
2022-04-05,15.66751
2022-04-06,17.82338
2022-04-07,17.14318
2022-04-08,15.49458
2022-04-09,2.25962
2022-04-10,1.23357
2022-04-11,22.37721
2022-04-12,23.24187
2022-04-13,17.77726
2022-04-14,15.07954
2022-04-15,9.48812
2022-04-16,2.12128
2022-04-17,1.07216
2022-04-18,9.14226
2022-04-19,18.54968
2022-04-20,15.72515
2022-04-21,22.22734
2022-04-22,17.96172
2022-04-23,2.6516
2022-04-24,1.41803
2022-04-25,24.19875
2022-04-26,24.40627
2022-04-27,22.50403
2022-04-28,19.02236
2022-04-29,24.21028
2022-04-30,4.06963
2022-05-01,2.19045
2022-05-02,11.2866
2022-05-03,18.58427
2022-05-04,15.8635
2022-05-05,16.52063
2022-05-06,20.72861
2022-05-07,3.43555
2022-05-08,1.46414
2022-05-09,15.48305
2022-05-10,25.12105
2022-05-11,20.22135
2022-05-12,21.92759
2022-05-13,17.99631
2022-05-14,3.32026
2022-05-15,1.3258
2022-05-16,17.28153
2022-05-17,20.67097
2022-05-18,19.14918
2022-05-19,19.28752
2022-05-20,18.30758
2022-05-21,2.93982
2022-05-22,1.31427
2022-05-23,17.24694
2022-05-24,15.13719
2022-05-25,15.52916
2022-05-26,15.65598
2022-05-27,17.54669
2022-05-28,2.44408
2022-05-29,1.3258
2022-05-30,20.93613
2022-05-31,19.97924
2022-06-01,16.82038
2022-06-02,15.1833
2022-06-03,8.40442
2022-06-04,1.51026
2022-06-05,1.03758
2022-06-06,19.5181
2022-06-07,20.29052
2022-06-08,25.80124
2022-06-09,21.39727
2022-06-10,20.46345
2022-06-11,2.83606
2022-06-12,1.4065
2022-06-13,20.89001
2022-06-14,23.55314
2022-06-15,24.59073
2022-06-16,21.98524
2022-06-17,19.57574
2022-06-18,2.92829
2022-06-19,1.41803
2022-06-20,20.46345
2022-06-21,21.93912
2022-06-22,20.12912
2022-06-23,23.3341
2022-06-24,20.46345
2022-06-25,3.06663
2022-06-26,1.51026
2022-06-27,25.45538
2022-06-28,21.14364
2022-06-29,18.76873
2022-06-30,17.24694
2022-07-01,9.2806
2022-07-02,1.84459
2022-07-03,0.87618
2022-07-04,17.27
2022-07-05,17.81185
2022-07-06,15.81738
2022-07-07,16.78579
2022-07-08,14.81438
2022-07-09,1.66013
2022-07-10,0.83006
2022-07-11,17.95019
2022-07-12,16.29006
2022-07-13,16.91261
2022-07-14,15.55222
2022-07-15,17.61586
2022-07-16,2.40949
2022-07-17,1.04911
2022-07-18,19.13765
2022-07-19,14.81438
2022-07-20,15.71362
2022-07-21,13.58081
2022-07-22,12.63546
2022-07-23,1.59096
2022-07-24,1.02605
2022-07-25,12.19737
2022-07-26,13.14272
2022-07-27,12.96979
2022-07-28,13.16578
2022-07-29,21.45492
2022-07-30,3.70071
2022-07-31,1.4065
2022-08-01,15.67904
2022-08-02,19.97924
2022-08-03,16.77426
2022-08-04,16.31311
2022-08-05,15.4254
2022-08-06,1.7293
2022-08-07,1.25662
2022-08-08,14.05349
2022-08-09,13.92667
2022-08-10,18.29605
2022-08-11,19.01083
2022-08-12,14.35323
2022-08-13,2.37491
2022-08-14,1.17592
2022-08-15,14.0996
2022-08-16,16.47452
2022-08-17,15.27553
2022-08-18,13.21189
2022-08-19,14.53769
2022-08-20,1.8907
2022-08-21,1.04911
2022-08-22,14.80285
2022-08-23,12.84297
2022-08-24,14.53769
2022-08-25,27.20774
2022-08-26,19.5181
2022-08-27,2.83606
2022-08-28,1.12981
2022-08-29,14.90661
2022-08-30,15.21789
2022-08-31,16.14018
2022-09-01,14.60687
2022-09-02,14.0996
2022-09-03,1.85612
2022-09-04,1.09522
2022-09-05,15.60986
2022-09-06,14.89508
2022-09-07,17.9156
2022-09-08,16.03643
2022-09-09,16.4284
2022-09-10,3.38943
2022-09-11,1.70624
2022-09-12,8.09315
2022-09-13,20.20982
2022-09-14,18.88402
2022-09-15,17.1893
2022-09-16,17.71962
2022-09-17,2.38644
2022-09-18,1.36038
2022-09-19,17.90408
2022-09-20,16.71662
2022-09-21,21.54715
2022-09-22,22.91906
2022-09-23,22.98824
2022-09-24,3.85058
2022-09-25,1.8907
2022-09-26,31.94604
2022-09-27,31.42725
2022-09-28,40.94996
2022-09-29,37.15702
2022-09-30,33.52547
2022-10-01,3.60848
2022-10-02,1.84459
2022-10-03,35.31242
2022-10-04,18.14618
2022-10-05,46.31081
2022-10-06,29.77864
2022-10-07,22.27346
2022-10-08,2.80147
2022-10-09,1.79847
2022-10-10,39.25524
2022-10-11,40.10836
2022-10-12,48.44362
2022-10-13,47.50979
2022-10-14,41.7685
2022-10-15,5.86811
2022-10-16,2.96287
2022-10-17,45.79202
2022-10-18,42.86373
2022-10-19,39.56652
2022-10-20,50.18445
2022-10-21,37.51441
2022-10-22,4.96887
2022-10-23,2.74383
2022-10-24,100.0
2022-10-25,70.47498
2022-10-26,45.54991
2022-10-27,38.06778
2022-10-28,51.9714
2022-10-29,7.632
2022-10-30,3.0551
2022-10-31,50.43809
2022-11-01,49.14687
2022-11-02,41.13442
2022-11-03,36.29236
2022-11-04,55.45307
2022-11-05,6.96333
2022-11-06,4.4616
2022-11-07,62.99285
2022-11-08,36.36154
2022-11-09,32.33802
2022-11-10,26.17016
2022-11-11,46.86419
2022-11-12,7.59741
2022-11-13,3.25109
2022-11-14,41.21512
2022-11-15,45.5845
2022-11-16,32.86834
2022-11-17,27.73806
2022-11-18,28.94858
2022-11-19,3.06663
2022-11-20,2.02905
2022-11-21,26.88494
2022-11-22,25.17869
2022-11-23,25.55914
2022-11-24,22.44639
2022-11-25,22.44639
2022-11-26,2.30574
2022-11-27,1.4065
2022-11-28,21.086
2022-11-29,36.15402
2022-11-30,34.72446
2022-12-01,35.43924
2022-12-02,26.34309
2022-12-03,2.29421
2022-12-04,1.47567
2022-12-05,41.26124
2022-12-06,28.09545
2022-12-07,33.01821
2022-12-08,37.50288
2022-12-09,38.4367
2022-12-10,4.64606
2022-12-11,2.19045
2022-12-12,27.26539
2022-12-13,25.72054
2022-12-14,27.77265
2022-12-15,23.24187
2022-12-16,25.72054
2022-12-17,3.02052
2022-12-18,1.51026
2022-12-19,21.60479
2022-12-20,21.22434
2022-12-21,20.04842
2022-12-22,28.32603
2022-12-23,22.71155
2022-12-24,2.27115
2022-12-25,1.07216
2022-12-26,11.6094
2022-12-27,10.62946
2022-12-28,25.89347
2022-12-29,19.25293
2022-12-30,20.07147
2022-12-31,2.16739
2023-01-01,1.37191
2023-01-02,8.08162
2023-01-03,26.43532
2023-01-04,37.24925
2023-01-05,34.32095
2023-01-06,30.57412
2023-01-07,3.67765
2023-01-08,2.15586
2023-01-09,35.88886
2023-01-10,28.3952
2023-01-11,33.82522
2023-01-12,32.33802
2023-01-13,34.36707
2023-01-14,4.66912
2023-01-15,2.40949
2023-01-16,31.32349
2023-01-17,24.63684
2023-01-18,24.75213
2023-01-19,24.8213
2023-01-20,31.24279
2023-01-21,4.56536
2023-01-22,1.66013
2023-01-23,5.52225
2023-01-24,7.40142
2023-01-25,12.39335
2023-01-26,37.89485
2023-01-27,33.56006
2023-01-28,5.34931
2023-01-29,2.6516
2023-01-30,36.92644
2023-01-31,28.02628
2023-02-01,31.18515
2023-02-02,32.28037
2023-02-03,27.59972
2023-02-04,2.91676
2023-02-05,1.70624
2023-02-06,28.11851
2023-02-07,26.94258
2023-02-08,26.67742
2023-02-09,26.73507
2023-02-10,23.70302
2023-02-11,2.75536
2023-02-12,1.95988
2023-02-13,24.83283
2023-02-14,22.42333
2023-02-15,20.69402
2023-02-16,29.5596
2023-02-17,21.51256
2023-02-18,2.72077
2023-02-19,1.60249
2023-02-20,25.08646
2023-02-21,25.16716
2023-02-22,21.44339
2023-02-23,22.64237
2023-02-24,22.45792
2023-02-25,2.9744
2023-02-26,1.67166
2023-02-27,20.02536
2023-02-28,23.3341
2023-03-01,36.8688
2023-03-02,27.09246
2023-03-03,26.00876
2023-03-04,4.0581
2023-03-05,2.0521
2023-03-06,27.3922
2023-03-07,28.40673
2023-03-08,22.59626
2023-03-09,23.64537
2023-03-10,22.79225
2023-03-11,2.98593
2023-03-12,1.81
2023-03-13,26.9887
2023-03-14,25.44385
2023-03-15,25.6629
2023-03-16,22.27346
2023-03-17,24.45238
2023-03-18,2.80147
2023-03-19,1.63707
2023-03-20,23.42633
2023-03-21,23.51856
2023-03-22,25.02882
2023-03-23,30.36661
2023-03-24,23.6569
2023-03-25,2.43255
2023-03-26,1.49873
2023-03-27,23.08047
2023-03-28,25.13258
2023-03-29,28.18768
2023-03-30,28.57966
2023-03-31,29.4789
2023-04-01,3.59695
2023-04-02,1.92529
2023-04-03,26.35462
2023-04-04,22.5732
2023-04-05,12.72769
2023-04-06,20.91307
2023-04-07,12.50864
2023-04-08,2.17892
2023-04-09,1.59096
2023-04-10,12.79686
2023-04-11,25.905
2023-04-12,22.13511
2023-04-13,22.01982
2023-04-14,24.08346
2023-04-15,2.95134
2023-04-16,1.55637
2023-04-17,27.83029
2023-04-18,26.97717
2023-04-19,23.56467
2023-04-20,22.089
2023-04-21,19.26446
2023-04-22,2.72077
2023-04-23,1.7293
2023-04-24,22.2504
2023-04-25,22.75766
2023-04-26,22.55014
2023-04-27,21.61632
2023-04-28,20.47498
2023-04-29,2.87064
2023-04-30,1.86765
2023-05-01,6.97486
2023-05-02,23.59926
2023-05-03,21.42033
2023-05-04,24.97117
2023-05-05,20.49804
2023-05-06,3.68918
2023-05-07,1.87917
2023-05-08,25.19022
2023-05-09,26.2278
2023-05-10,22.71155
2023-05-11,23.74913
2023-05-12,21.02836
2023-05-13,2.72077
2023-05-14,1.55637
2023-05-15,24.29098
2023-05-16,25.70901
2023-05-17,24.10652
2023-05-18,25.30551
2023-05-19,28.19921
2023-05-20,3.63154
2023-05-21,1.70624
2023-05-22,24.5792
2023-05-23,24.17569
2023-05-24,23.39174
2023-05-25,28.24533
2023-05-26,14.30712
2023-05-27,3.53931
2023-05-28,1.70624
2023-05-29,28.44131
2023-05-30,29.40973
2023-05-31,30.00922
2023-06-01,28.36061
