date,코인상장
2020-03-20,0.4294
2020-03-21,0.12629
2020-03-22,0.15155
2020-03-23,0.37888
2020-03-24,0.37888
2020-03-25,0.7325
2020-03-26,0.68199
2020-03-27,0.53043
2020-03-28,0.27784
2020-03-30,0.35362
2020-03-31,0.45466
2020-04-01,0.3031
2020-04-02,0.32836
2020-04-03,0.4294
2020-04-04,0.17681
2020-04-05,0.22733
2020-04-06,0.4294
2020-04-07,0.32836
2020-04-08,0.47991
2020-04-09,0.50517
2020-04-10,0.47991
2020-04-11,0.3031
2020-04-12,0.35362
2020-04-13,0.58095
2020-04-14,0.3031
2020-04-15,0.37888
2020-04-16,0.63147
2020-04-17,0.4294
2020-04-18,0.27784
2020-04-19,0.22733
2020-04-20,0.53043
2020-04-21,1.01035
2020-04-22,0.37888
2020-04-23,0.68199
2020-04-24,0.65673
2020-04-25,0.22733
2020-04-26,0.35362
2020-04-27,0.4294
2020-04-28,0.58095
2020-04-29,0.40414
2020-04-30,0.15155
2020-05-01,0.27784
2020-05-02,0.17681
2020-05-04,0.15155
2020-05-05,0.20207
2020-05-06,0.32836
2020-05-07,0.40414
2020-05-09,0.22733
2020-05-10,0.3031
2020-05-11,0.8588
2020-05-12,0.8588
2020-05-13,0.53043
2020-05-14,0.4294
2020-05-15,0.60621
2020-05-16,0.20207
2020-05-17,0.20207
2020-05-18,0.50517
2020-05-19,0.47991
2020-05-20,0.90932
2020-05-21,0.50517
2020-05-22,0.70724
2020-05-23,0.20207
2020-05-25,0.58095
2020-05-26,0.40414
2020-05-27,0.58095
2020-05-28,0.63147
2020-05-29,0.47991
2020-05-30,0.3031
2020-05-31,0.55569
2020-06-01,0.8588
2020-06-02,0.32836
2020-06-03,0.47991
2020-06-04,0.50517
2020-06-05,0.47991
2020-06-06,0.50517
2020-06-07,0.53043
2020-06-08,0.53043
2020-06-09,0.75776
2020-06-10,0.80828
2020-06-11,0.65673
2020-06-12,0.55569
2020-06-13,0.3031
2020-06-14,0.20207
2020-06-15,0.55569
2020-06-16,0.40414
2020-06-17,0.55569
2020-06-18,0.53043
2020-06-19,0.45466
2020-06-20,0.27784
2020-06-21,0.45466
2020-06-22,0.4294
2020-06-23,0.70724
2020-06-24,0.65673
2020-06-25,0.32836
2020-06-26,0.27784
2020-06-27,0.17681
2020-06-28,0.32836
2020-06-29,0.40414
2020-06-30,0.60621
2020-07-01,0.60621
2020-07-02,0.37888
2020-07-03,0.50517
2020-07-04,0.50517
2020-07-05,0.27784
2020-07-06,0.37888
2020-07-07,0.7325
2020-07-08,0.50517
2020-07-09,0.7325
2020-07-10,0.27784
2020-07-11,0.32836
2020-07-12,0.4294
2020-07-13,0.27784
2020-07-14,0.25258
2020-07-15,0.32836
2020-07-16,0.25258
2020-07-17,0.53043
2020-07-18,0.20207
2020-07-19,0.32836
2020-07-20,0.63147
2020-07-21,0.53043
2020-07-22,0.70724
2020-07-23,0.60621
2020-07-24,0.32836
2020-07-25,0.12629
2020-07-26,0.53043
2020-07-27,0.25258
2020-07-28,0.70724
2020-07-29,0.55569
2020-07-30,1.36398
2020-07-31,1.06087
2020-08-01,0.7325
2020-08-02,0.35362
2020-08-03,0.7325
2020-08-04,0.95983
2020-08-05,1.06087
2020-08-06,0.7325
2020-08-07,0.63147
2020-08-08,0.4294
2020-08-09,0.40414
2020-08-10,0.47991
2020-08-11,0.60621
2020-08-12,0.55569
2020-08-13,0.90932
2020-08-14,1.01035
2020-08-15,0.50517
2020-08-16,0.40414
2020-08-17,0.75776
2020-08-18,0.95983
2020-08-19,0.7325
2020-08-20,0.65673
2020-08-21,0.45466
2020-08-22,0.4294
2020-08-23,0.63147
2020-08-24,0.8588
2020-08-25,0.58095
2020-08-26,2.04597
2020-08-27,0.78302
2020-08-28,0.70724
2020-08-29,0.55569
2020-08-30,0.32836
2020-08-31,0.75776
2020-09-01,0.75776
2020-09-02,0.68199
2020-09-03,0.63147
2020-09-04,0.7325
2020-09-05,0.45466
2020-09-06,0.47991
2020-09-07,0.58095
2020-09-08,0.60621
2020-09-09,0.90932
2020-09-10,1.11139
2020-09-11,0.55569
2020-09-12,0.25258
2020-09-13,0.4294
2020-09-14,0.53043
2020-09-15,0.60621
2020-09-16,1.23768
2020-09-17,1.11139
2020-09-18,0.60621
2020-09-19,0.47991
2020-09-20,0.45466
2020-09-21,0.65673
2020-09-22,0.53043
2020-09-23,0.65673
2020-09-24,0.47991
2020-09-25,0.58095
2020-09-26,0.35362
2020-09-27,0.3031
2020-09-28,0.8588
2020-09-29,0.37888
2020-09-30,0.50517
2020-10-01,0.20207
2020-10-02,0.47991
2020-10-03,0.70724
2020-10-04,0.47991
2020-10-05,0.88406
2020-10-06,0.7325
2020-10-07,0.37888
2020-10-08,0.60621
2020-10-09,0.4294
2020-10-10,0.25258
2020-10-11,0.25258
2020-10-12,0.60621
2020-10-13,0.37888
2020-10-14,0.88406
2020-10-15,1.01035
2020-10-16,0.63147
2020-10-17,0.25258
2020-10-18,0.47991
2020-10-19,0.70724
2020-10-20,0.75776
2020-10-21,0.83354
2020-10-22,0.78302
2020-10-23,0.60621
2020-10-24,0.22733
2020-10-25,0.12629
2020-10-26,0.35362
2020-10-27,0.63147
2020-10-28,0.90932
2020-10-29,0.88406
2020-10-30,0.93457
2020-10-31,0.35362
2020-11-01,0.55569
2020-11-02,0.70724
2020-11-03,0.63147
2020-11-04,0.55569
2020-11-05,0.90932
2020-11-06,0.90932
2020-11-07,0.32836
2020-11-08,0.55569
2020-11-09,0.78302
2020-11-10,0.63147
2020-11-11,1.06087
2020-11-12,1.03561
2020-11-13,0.68199
2020-11-14,0.45466
2020-11-15,0.40414
2020-11-16,0.98509
2020-11-17,0.98509
2020-11-18,1.11139
2020-11-19,1.54079
2020-11-20,1.08613
2020-11-21,0.7325
2020-11-22,0.37888
2020-11-23,2.17226
2020-11-24,1.61656
2020-11-25,1.61656
2020-11-26,1.69234
2020-11-27,1.13665
2020-11-28,0.63147
2020-11-29,0.47991
2020-11-30,1.23768
2020-12-01,1.33872
2020-12-02,1.41449
2020-12-03,1.54079
2020-12-04,1.84389
2020-12-05,0.70724
2020-12-06,0.55569
2020-12-07,1.51553
2020-12-08,1.51553
2020-12-09,1.1619
2020-12-10,1.11139
2020-12-11,0.90932
2020-12-12,0.65673
2020-12-13,0.98509
2020-12-14,1.08613
2020-12-15,0.80828
2020-12-16,0.88406
2020-12-17,0.95983
2020-12-18,1.43975
2020-12-19,0.80828
2020-12-20,0.78302
2020-12-21,0.8588
2020-12-22,0.93457
2020-12-23,1.56605
2020-12-24,1.06087
2020-12-25,0.53043
2020-12-26,0.55569
2020-12-27,0.68199
2020-12-28,0.88406
2020-12-29,1.06087
2020-12-30,0.7325
2020-12-31,1.03561
2021-01-01,0.58095
2021-01-02,1.11139
2021-01-03,0.83354
2021-01-04,1.21242
2021-01-05,1.26294
2021-01-06,1.13665
2021-01-07,2.12174
2021-01-08,1.61656
2021-01-09,1.56605
2021-01-10,1.56605
2021-01-11,1.26294
