date,증여계약서
2020-09-25,26.97022
2020-09-26,6.65499
2020-09-27,9.98248
2020-09-28,36.60245
2020-09-29,21.54115
2020-09-30,5.42907
2020-10-01,5.42907
2020-10-02,5.95446
2020-10-03,7.35551
2020-10-04,11.55866
2020-10-05,37.4781
2020-10-06,48.51138
2020-10-07,45.00875
2020-10-08,34.15061
2020-10-09,8.75656
2020-10-10,11.55866
2020-10-11,12.78458
2020-10-12,54.11558
2020-10-13,39.57968
2020-10-14,40.45534
2020-10-15,33.45008
2020-10-16,31.34851
2020-10-17,13.48511
2020-10-18,15.23642
2020-10-19,45.53415
2020-10-20,36.60245
2020-10-21,45.88441
2020-10-22,38.87915
2020-10-23,26.44483
2020-10-24,8.93169
2020-10-25,13.48511
2020-10-26,51.31348
2020-10-27,44.48336
2020-10-28,49.91243
2020-10-29,47.63572
2020-10-30,33.09982
2020-10-31,12.08406
2020-11-01,15.58669
2020-11-02,50.78809
2020-11-03,40.63047
2020-11-04,53.94045
2020-11-05,55.3415
2020-11-06,41.85639
2020-11-07,12.60945
2020-11-08,24.16812
2020-11-09,56.21716
2020-11-10,54.64098
2020-11-11,40.28021
2020-11-12,39.75481
2020-11-13,30.99824
2020-11-14,11.38353
2020-11-15,15.41155
2020-11-16,52.36427
2020-11-17,43.43257
2020-11-18,39.75481
2020-11-19,48.51138
2020-11-20,38.35376
2020-11-21,11.7338
2020-11-22,18.03852
2020-11-23,47.11033
2020-11-24,45.88441
2020-11-25,49.38704
2020-11-26,57.26795
2020-11-27,36.95271
2020-11-28,12.95971
2020-11-29,21.71628
2020-11-30,59.54465
2020-12-01,59.19439
2020-12-02,56.04203
2020-12-03,52.5394
2020-12-04,44.65849
2020-12-05,13.13485
2020-12-06,19.61471
2020-12-07,68.47635
2020-12-08,64.09807
2020-12-09,57.09281
2020-12-10,53.76532
2020-12-11,48.16112
2020-12-12,14.0105
2020-12-13,22.59194
2020-12-14,76.88266
2020-12-15,66.37478
2020-12-16,60.9457
2020-12-17,56.21716
2020-12-18,43.43257
2020-12-19,16.8126
2020-12-20,20.84063
2020-12-21,67.77583
2020-12-22,59.89492
2020-12-23,52.5394
2020-12-24,37.12784
2020-12-25,12.25919
2020-12-26,14.18563
2020-12-27,26.2697
2020-12-28,59.71978
2020-12-29,46.58493
2020-12-30,38.52889
2020-12-31,32.57443
2021-01-01,11.2084
2021-01-02,11.03327
2021-01-03,15.41155
2021-01-04,56.74255
2021-01-05,57.09281
2021-01-06,48.86164
2021-01-07,41.68126
2021-01-08,32.57443
2021-01-09,15.76182
2021-01-10,17.51313
2021-01-11,47.98598
2021-01-12,51.66374
2021-01-13,52.71453
2021-01-14,42.20665
2021-01-15,32.57443
2021-01-16,11.90893
2021-01-17,12.60945
2021-01-18,49.7373
2021-01-19,41.68126
2021-01-20,45.35901
2021-01-21,49.56217
2021-01-22,35.2014
2021-01-23,13.66024
2021-01-24,17.51313
2021-01-25,50.78809
2021-01-26,47.46059
2021-01-27,53.94045
2021-01-28,47.11033
2021-01-29,41.50612
2021-01-30,16.46234
2021-01-31,21.54115
2021-02-01,46.58493
2021-02-02,51.66374
2021-02-03,45.18388
2021-02-04,36.60245
2021-02-05,33.80035
2021-02-06,16.28721
2021-02-07,14.5359
2021-02-08,46.76007
2021-02-09,41.50612
2021-02-10,35.90192
2021-02-11,9.45709
2021-02-12,11.2084
2021-02-13,14.88616
2021-02-14,21.19089
2021-02-15,67.42556
2021-02-16,59.19439
2021-02-17,55.8669
2021-02-18,63.04728
2021-02-19,53.41506
2021-02-20,21.71628
2021-02-21,25.04378
2021-02-22,67.6007
2021-02-23,50.43782
2021-02-24,50.26269
2021-02-25,51.13835
2021-02-26,38.0035
2021-02-27,13.48511
2021-02-28,11.2084
2021-03-01,19.78984
2021-03-02,49.56217
2021-03-03,51.31348
2021-03-04,45.53415
2021-03-05,34.50087
2021-03-06,15.93695
2021-03-07,13.66024
2021-03-08,60.24518
2021-03-09,44.13309
2021-03-10,37.82837
2021-03-11,43.6077
2021-03-12,40.28021
2021-03-13,16.46234
2021-03-14,22.24168
2021-03-15,53.06479
2021-03-16,59.19439
2021-03-17,43.6077
2021-03-18,49.2119
2021-03-19,42.38178
2021-03-20,10.50788
2021-03-21,18.73905
2021-03-22,52.88966
2021-03-23,46.9352
2021-03-24,50.78809
2021-03-25,44.48336
2021-03-26,38.87915
2021-03-27,16.11208
2021-03-28,16.46234
2021-03-29,47.28546
2021-03-30,41.33099
2021-03-31,32.74956
2021-04-01,41.15586
2021-04-02,35.02626
2021-04-03,13.66024
2021-04-04,17.68826
2021-04-05,49.03677
2021-04-06,44.65849
2021-04-07,36.25218
2021-04-08,40.28021
2021-04-09,33.97548
2021-04-10,9.98248
2021-04-11,13.30998
2021-04-12,54.29071
2021-04-13,52.5394
2021-04-14,42.90718
2021-04-15,39.22942
2021-04-16,36.07705
2021-04-17,15.76182
2021-04-18,16.46234
2021-04-19,50.43782
2021-04-20,43.95796
2021-04-21,46.9352
2021-04-22,44.83362
2021-04-23,33.27495
2021-04-24,12.43432
2021-04-25,15.58669
2021-04-26,50.78809
2021-04-27,44.30823
2021-04-28,36.77758
2021-04-29,35.72679
2021-04-30,29.42206
2021-05-01,11.2084
2021-05-02,13.66024
2021-05-03,41.68126
2021-05-04,42.03152
2021-05-05,15.41155
2021-05-06,44.13309
2021-05-07,29.42206
2021-05-08,13.13485
2021-05-09,19.26444
2021-05-10,58.31873
2021-05-11,48.51138
2021-05-12,43.25744
2021-05-13,40.8056
2021-05-14,30.82311
2021-05-15,9.10683
2021-05-16,18.38879
2021-05-17,60.42031
2021-05-18,52.18914
2021-05-19,20.66549
2021-05-20,45.53415
2021-05-21,41.50612
2021-05-22,12.08406
2021-05-23,19.78984
2021-05-24,58.31873
2021-05-25,49.7373
2021-05-26,47.81085
2021-05-27,54.81611
2021-05-28,37.65323
2021-05-29,11.7338
2021-05-30,15.58669
2021-05-31,55.51663
2021-06-01,40.98073
2021-06-02,49.56217
2021-06-03,41.15586
2021-06-04,30.99824
2021-06-05,7.00525
2021-06-06,13.13485
2021-06-07,40.10507
2021-06-08,34.15061
2021-06-09,37.12784
2021-06-10,32.92469
2021-06-11,35.37653
2021-06-12,11.55866
2021-06-13,13.83537
2021-06-14,44.83362
2021-06-15,40.45534
2021-06-16,35.2014
2021-06-17,46.58493
2021-06-18,36.25218
2021-06-19,14.18563
2021-06-20,12.95971
2021-06-21,42.73204
2021-06-22,40.98073
2021-06-23,36.77758
2021-06-24,30.12259
2021-06-25,27.14535
2021-06-26,8.4063
2021-06-27,11.03327
2021-06-28,44.83362
2021-06-29,38.87915
2021-06-30,36.95271
2021-07-01,35.2014
2021-07-02,32.04903
2021-07-03,6.30472
2021-07-04,11.03327
2021-07-05,34.50087
2021-07-06,31.52364
2021-07-07,34.15061
2021-07-08,29.24693
2021-07-09,29.42206
2021-07-10,11.38353
2021-07-11,13.83537
2021-07-12,32.57443
2021-07-13,38.52889
2021-07-14,32.39929
2021-07-15,30.64798
2021-07-16,25.91943
2021-07-17,9.63222
2021-07-18,9.80735
2021-07-19,38.52889
2021-07-20,30.12259
2021-07-21,28.37127
2021-07-22,29.42206
2021-07-23,24.69352
2021-07-24,8.58143
2021-07-25,10.50788
2021-07-26,29.77232
2021-07-27,41.68126
2021-07-28,36.60245
2021-07-29,27.84588
2021-07-30,20.49036
2021-07-31,10.85814
2021-08-01,12.43432
2021-08-02,40.28021
2021-08-03,35.90192
2021-08-04,36.77758
2021-08-05,28.89667
2021-08-06,22.06654
2021-08-07,10.15761
2021-08-08,11.7338
2021-08-09,33.09982
2021-08-10,38.0035
2021-08-11,36.95271
2021-08-12,41.15586
2021-08-13,27.14535
2021-08-14,6.83012
2021-08-15,9.28196
2021-08-16,20.1401
2021-08-17,44.65849
2021-08-18,40.63047
2021-08-19,32.74956
2021-08-20,31.52364
2021-08-21,11.90893
2021-08-22,12.08406
2021-08-23,42.90718
2021-08-24,37.4781
2021-08-25,37.82837
2021-08-26,36.77758
2021-08-27,29.24693
2021-08-28,10.33274
2021-08-29,14.18563
2021-08-30,41.15586
2021-08-31,37.12784
2021-09-01,35.02626
2021-09-02,32.92469
2021-09-03,29.0718
2021-09-04,12.60945
2021-09-05,12.25919
2021-09-06,35.02626
2021-09-07,37.82837
2021-09-08,37.65323
2021-09-09,33.97548
2021-09-10,31.52364
2021-09-11,8.93169
2021-09-12,13.13485
2021-09-13,43.08231
2021-09-14,35.72679
2021-09-15,37.12784
2021-09-16,36.07705
2021-09-17,26.44483
2021-09-18,8.23117
2021-09-19,4.20315
2021-09-20,4.37828
2021-09-21,6.47985
2021-09-22,15.23642
2021-09-23,48.16112
2021-09-24,42.73204
2021-09-25,15.23642
2021-09-26,13.48511
2021-09-27,41.15586
2021-09-28,42.73204
2021-09-29,41.15586
2021-09-30,29.0718
2021-10-01,29.42206
2021-10-02,9.45709
2021-10-03,8.23117
2021-10-04,15.06129
2021-10-05,44.48336
2021-10-06,43.6077
2021-10-07,34.676
2021-10-08,27.67075
2021-10-09,10.15761
2021-10-10,9.98248
2021-10-11,14.0105
2021-10-12,40.10507
2021-10-13,38.52889
2021-10-14,34.15061
2021-10-15,26.97022
2021-10-16,8.4063
2021-10-17,8.75656
2021-10-18,29.94746
2021-10-19,33.80035
2021-10-20,35.55166
2021-10-21,28.37127
2021-10-22,25.56917
2021-10-23,10.50788
2021-10-24,9.28196
2021-10-25,34.50087
2021-10-26,29.94746
2021-10-27,26.97022
2021-10-28,30.29772
2021-10-29,27.14535
2021-10-30,6.12959
2021-10-31,7.88091
2021-11-01,28.5464
2021-11-02,29.59719
2021-11-03,29.59719
2021-11-04,30.99824
2021-11-05,23.11733
2021-11-06,8.23117
2021-11-07,10.50788
2021-11-08,33.62521
2021-11-09,35.72679
2021-11-10,33.09982
2021-11-11,27.67075
2021-11-12,24.69352
2021-11-13,9.10683
2021-11-14,9.98248
2021-11-15,37.12784
2021-11-16,39.40455
2021-11-17,31.8739
2021-11-18,28.02101
2021-11-19,20.66549
2021-11-20,7.35551
2021-11-21,12.43432
2021-11-22,41.50612
2021-11-23,32.92469
2021-11-24,28.02101
2021-11-25,28.02101
2021-11-26,25.04378
2021-11-27,9.28196
2021-11-28,11.90893
2021-11-29,31.52364
2021-11-30,30.12259
2021-12-01,28.02101
2021-12-02,32.04903
2021-12-03,26.2697
2021-12-04,9.28196
2021-12-05,12.25919
2021-12-06,35.90192
2021-12-07,37.82837
2021-12-08,40.45534
2021-12-09,31.34851
2021-12-10,24.69352
2021-12-11,10.15761
2021-12-12,13.13485
2021-12-13,39.92994
2021-12-14,32.92469
2021-12-15,35.72679
2021-12-16,32.57443
2021-12-17,30.64798
2021-12-18,10.33274
2021-12-19,16.28721
2021-12-20,39.05429
2021-12-21,33.62521
2021-12-22,31.34851
2021-12-23,35.37653
2021-12-24,24.51838
2021-12-25,9.28196
2021-12-26,13.13485
2021-12-27,46.23467
2021-12-28,44.30823
2021-12-29,30.82311
2021-12-30,30.64798
2021-12-31,25.56917
2022-01-01,9.10683
2022-01-02,13.48511
2022-01-03,40.63047
2022-01-04,35.37653
2022-01-05,37.12784
2022-01-06,36.60245
2022-01-07,34.32574
2022-01-08,8.93169
2022-01-09,15.23642
2022-01-10,44.83362
2022-01-11,42.38178
2022-01-12,41.68126
2022-01-13,41.33099
2022-01-14,29.77232
2022-01-15,9.80735
2022-01-16,15.58669
2022-01-17,54.81611
2022-01-18,37.65323
2022-01-19,42.20665
2022-01-20,34.85113
2022-01-21,29.42206
2022-01-22,8.93169
2022-01-23,10.68301
2022-01-24,37.30297
2022-01-25,27.32049
2022-01-26,29.24693
2022-01-27,27.32049
2022-01-28,22.24168
2022-01-29,6.30472
2022-01-30,6.12959
2022-01-31,5.42907
2022-02-01,7.18038
2022-02-02,15.76182
2022-02-03,46.76007
2022-02-04,31.52364
2022-02-05,9.98248
2022-02-06,12.08406
2022-02-07,48.86164
2022-02-08,38.52889
2022-02-09,38.0035
2022-02-10,35.90192
2022-02-11,26.79509
2022-02-12,9.63222
2022-02-13,11.90893
2022-02-14,34.85113
2022-02-15,38.87915
2022-02-16,31.69877
2022-02-17,35.90192
2022-02-18,30.12259
2022-02-19,11.55866
2022-02-20,14.71103
2022-02-21,47.63572
2022-02-22,39.05429
2022-02-23,39.92994
2022-02-24,36.25218
2022-02-25,31.8739
2022-02-26,12.95971
2022-02-27,13.66024
2022-02-28,36.07705
2022-03-01,14.36077
2022-03-02,34.676
2022-03-03,33.45008
2022-03-04,31.69877
2022-03-05,10.85814
2022-03-06,9.28196
2022-03-07,35.55166
2022-03-08,32.57443
2022-03-09,11.03327
2022-03-10,33.09982
2022-03-11,29.24693
2022-03-12,9.28196
2022-03-13,15.41155
2022-03-14,43.25744
2022-03-15,38.70402
2022-03-16,33.09982
2022-03-17,30.12259
2022-03-18,25.7443
2022-03-19,11.2084
2022-03-20,14.0105
2022-03-21,43.25744
2022-03-22,31.8739
2022-03-23,35.72679
2022-03-24,32.04903
2022-03-25,28.37127
2022-03-26,11.90893
2022-03-27,13.13485
2022-03-28,29.24693
2022-03-29,25.7443
2022-03-30,32.57443
2022-03-31,26.97022
2022-04-01,22.06654
2022-04-02,8.23117
2022-04-03,9.45709
2022-04-04,36.77758
2022-04-05,32.39929
2022-04-06,33.80035
2022-04-07,29.42206
2022-04-08,26.09457
2022-04-09,8.23117
2022-04-10,12.60945
2022-04-11,36.95271
2022-04-12,32.92469
2022-04-13,32.04903
2022-04-14,36.42732
2022-04-15,25.7443
2022-04-16,12.25919
2022-04-17,11.55866
2022-04-18,43.6077
2022-04-19,39.40455
2022-04-20,46.9352
2022-04-21,37.12784
2022-04-22,29.42206
2022-04-23,10.33274
2022-04-24,14.0105
2022-04-25,35.37653
2022-04-26,42.73204
2022-04-27,38.35376
2022-04-28,33.45008
2022-04-29,20.66549
2022-04-30,9.10683
2022-05-01,8.58143
2022-05-02,33.27495
2022-05-03,34.15061
2022-05-04,27.84588
2022-05-05,11.2084
2022-05-06,31.8739
2022-05-07,8.58143
2022-05-08,10.50788
2022-05-09,45.18388
2022-05-10,33.80035
2022-05-11,39.05429
2022-05-12,31.69877
2022-05-13,27.32049
2022-05-14,10.15761
2022-05-15,10.85814
2022-05-16,32.39929
2022-05-17,31.69877
2022-05-18,31.17338
2022-05-19,31.52364
2022-05-20,22.59194
2022-05-21,8.75656
2022-05-22,11.55866
2022-05-23,34.15061
2022-05-24,26.09457
2022-05-25,29.42206
2022-05-26,28.37127
2022-05-27,26.2697
2022-05-28,7.53064
2022-05-29,10.33274
2022-05-30,29.77232
2022-05-31,19.78984
2022-06-01,13.66024
2022-06-02,29.59719
2022-06-03,30.99824
2022-06-04,6.83012
2022-06-05,6.30472
2022-06-06,12.08406
2022-06-07,46.23467
2022-06-08,33.97548
2022-06-09,31.17338
2022-06-10,27.49562
2022-06-11,7.88091
2022-06-12,10.33274
2022-06-13,40.10507
2022-06-14,37.30297
2022-06-15,35.02626
2022-06-16,32.57443
2022-06-17,27.67075
2022-06-18,8.23117
2022-06-19,13.30998
2022-06-20,32.39929
2022-06-21,25.21891
2022-06-22,23.64273
2022-06-23,24.51838
2022-06-24,18.91418
2022-06-25,6.30472
2022-06-26,9.10683
2022-06-27,33.97548
2022-06-28,30.29772
2022-06-29,22.9422
2022-06-30,27.67075
2022-07-01,22.76707
2022-07-02,7.88091
2022-07-03,10.15761
2022-07-04,30.99824
2022-07-05,29.24693
2022-07-06,31.8739
2022-07-07,27.84588
2022-07-08,28.5464
2022-07-09,9.28196
2022-07-10,14.88616
2022-07-11,45.18388
2022-07-12,37.30297
2022-07-13,36.07705
2022-07-14,33.27495
2022-07-15,28.02101
2022-07-16,7.88091
2022-07-17,16.11208
2022-07-18,42.55691
2022-07-19,40.28021
2022-07-20,32.39929
2022-07-21,27.14535
2022-07-22,28.02101
2022-07-23,9.10683
2022-07-24,8.23117
2022-07-25,32.04903
2022-07-26,30.12259
2022-07-27,32.92469
2022-07-28,28.19614
2022-07-29,26.09457
2022-07-30,8.58143
2022-07-31,15.06129
2022-08-01,43.08231
2022-08-02,36.42732
2022-08-03,32.57443
2022-08-04,31.34851
2022-08-05,28.37127
2022-08-06,9.10683
2022-08-07,8.93169
2022-08-08,38.70402
2022-08-09,32.39929
2022-08-10,32.57443
2022-08-11,31.52364
2022-08-12,21.19089
2022-08-13,6.12959
2022-08-14,6.83012
2022-08-15,10.68301
2022-08-16,40.63047
2022-08-17,26.2697
2022-08-18,26.44483
2022-08-19,23.29246
2022-08-20,7.00525
2022-08-21,10.33274
2022-08-22,32.74956
2022-08-23,39.57968
2022-08-24,29.59719
2022-08-25,25.7443
2022-08-26,22.76707
2022-08-27,4.90367
2022-08-28,12.95971
2022-08-29,31.34851
2022-08-30,26.2697
2022-08-31,24.69352
2022-09-01,20.49036
2022-09-02,18.03852
2022-09-03,6.83012
2022-09-04,7.53064
2022-09-05,22.76707
2022-09-06,26.2697
2022-09-07,22.24168
2022-09-08,16.11208
2022-09-09,4.37828
2022-09-10,6.47985
2022-09-11,7.53064
2022-09-12,10.68301
2022-09-13,40.98073
2022-09-14,40.98073
2022-09-15,39.40455
2022-09-16,26.79509
2022-09-17,12.43432
2022-09-18,10.85814
2022-09-19,45.88441
2022-09-20,38.17863
2022-09-21,32.04903
2022-09-22,36.42732
2022-09-23,28.37127
2022-09-24,8.58143
2022-09-25,9.63222
2022-09-26,43.78283
2022-09-27,33.27495
2022-09-28,32.39929
2022-09-29,30.47285
2022-09-30,23.29246
2022-10-01,6.65499
2022-10-02,8.23117
2022-10-03,8.58143
2022-10-04,30.64798
2022-10-05,27.84588
2022-10-06,30.64798
2022-10-07,20.66549
2022-10-08,6.30472
2022-10-09,8.23117
2022-10-10,13.48511
2022-10-11,31.34851
2022-10-12,28.72154
2022-10-13,22.59194
2022-10-14,23.64273
2022-10-15,8.4063
2022-10-16,10.50788
2022-10-17,25.04378
2022-10-18,22.24168
2022-10-19,27.67075
2022-10-20,23.4676
2022-10-21,21.01576
2022-10-22,6.47985
2022-10-23,10.50788
2022-10-24,25.39404
2022-10-25,26.61996
2022-10-26,28.19614
2022-10-27,19.78984
2022-10-28,21.36602
2022-10-29,5.95446
2022-10-30,5.0788
2022-10-31,25.91943
2022-11-01,25.21891
2022-11-02,24.86865
2022-11-03,18.73905
2022-11-04,21.54115
2022-11-05,8.23117
2022-11-06,7.88091
2022-11-07,35.55166
2022-11-08,29.94746
2022-11-09,29.77232
2022-11-10,30.47285
2022-11-11,23.29246
2022-11-12,7.88091
2022-11-13,13.30998
2022-11-14,40.63047
2022-11-15,36.60245
2022-11-16,29.59719
2022-11-17,28.72154
2022-11-18,25.7443
2022-11-19,8.23117
2022-11-20,12.08406
2022-11-21,37.82837
2022-11-22,34.50087
2022-11-23,30.12259
2022-11-24,20.84063
2022-11-25,21.89141
2022-11-26,9.28196
2022-11-27,8.75656
2022-11-28,29.24693
2022-11-29,30.12259
2022-11-30,32.57443
2022-12-01,24.34325
2022-12-02,23.29246
2022-12-03,6.65499
2022-12-04,13.48511
2022-12-05,41.33099
2022-12-06,34.32574
2022-12-07,32.04903
2022-12-08,28.19614
2022-12-09,29.24693
2022-12-10,8.23117
2022-12-11,10.50788
2022-12-12,44.83362
2022-12-13,38.52889
2022-12-14,32.74956
2022-12-15,27.84588
2022-12-16,30.47285
2022-12-17,9.28196
2022-12-18,13.13485
2022-12-19,33.45008
2022-12-20,38.0035
2022-12-21,39.22942
2022-12-22,38.0035
2022-12-23,26.61996
2022-12-24,9.98248
2022-12-25,15.58669
2022-12-26,38.87915
2022-12-27,46.4098
2022-12-28,30.64798
2022-12-29,32.04903
2022-12-30,31.34851
2022-12-31,5.95446
2023-01-01,4.55341
2023-01-02,24.86865
2023-01-03,32.39929
2023-01-04,24.86865
2023-01-05,24.34325
2023-01-06,19.08931
2023-01-07,6.12959
2023-01-08,7.18038
2023-01-09,27.32049
2023-01-10,23.99299
2023-01-11,22.76707
2023-01-12,20.31523
2023-01-13,18.73905
2023-01-14,6.65499
2023-01-15,7.35551
2023-01-16,24.69352
2023-01-17,24.86865
2023-01-18,16.8126
2023-01-19,15.58669
2023-01-20,12.60945
2023-01-21,4.37828
2023-01-22,4.72854
2023-01-23,5.95446
2023-01-24,8.05604
2023-01-25,28.37127
2023-01-26,35.72679
2023-01-27,27.49562
2023-01-28,11.2084
2023-01-29,14.36077
2023-01-30,38.0035
2023-01-31,27.49562
2023-02-01,27.14535
2023-02-02,32.57443
2023-02-03,22.24168
2023-02-04,8.4063
2023-02-05,7.00525
2023-02-06,33.62521
2023-02-07,27.84588
2023-02-08,32.22416
2023-02-09,26.61996
2023-02-10,22.76707
2023-02-11,7.18038
2023-02-12,6.65499
2023-02-13,30.64798
2023-02-14,26.79509
2023-02-15,26.61996
2023-02-16,18.03852
2023-02-17,21.36602
2023-02-18,5.95446
2023-02-19,4.72854
2023-02-20,29.77232
2023-02-21,32.22416
2023-02-22,26.97022
2023-02-23,26.61996
2023-02-24,18.73905
2023-02-25,8.05604
2023-02-26,9.10683
2023-02-27,26.97022
2023-02-28,21.19089
2023-03-01,8.75656
2023-03-02,25.21891
2023-03-03,19.43957
2023-03-04,7.00525
2023-03-05,6.65499
2023-03-06,27.49562
2023-03-07,28.37127
2023-03-08,22.06654
2023-03-09,22.9422
2023-03-10,16.28721
2023-03-11,4.37828
2023-03-12,8.58143
2023-03-13,24.69352
2023-03-14,22.76707
2023-03-15,21.36602
2023-03-16,23.11733
2023-03-17,21.89141
2023-03-18,7.53064
2023-03-19,5.95446
2023-03-20,25.56917
2023-03-21,24.16812
2023-03-22,29.42206
2023-03-23,26.61996
2023-03-24,17.68826
2023-03-25,5.42907
2023-03-26,8.05604
2023-03-27,30.82311
2023-03-28,30.47285
2023-03-29,30.99824
2023-03-30,25.7443
2023-03-31,19.61471
2023-04-01,4.37828
2023-04-02,6.47985
2023-04-03,28.72154
2023-04-04,23.11733
2023-04-05,22.59194
2023-04-06,23.11733
2023-04-07,26.44483
2023-04-08,11.38353
2023-04-09,9.10683
2023-04-10,38.0035
2023-04-11,35.02626
2023-04-12,27.49562
2023-04-13,29.42206
2023-04-14,23.29246
2023-04-15,8.05604
2023-04-16,9.63222
2023-04-17,36.95271
2023-04-18,25.39404
2023-04-19,25.21891
2023-04-20,28.72154
2023-04-21,18.38879
2023-04-22,8.05604
2023-04-23,4.55341
2023-04-24,32.92469
2023-04-25,28.37127
2023-04-26,29.24693
2023-04-27,25.56917
2023-04-28,16.28721
2023-04-29,5.25394
2023-04-30,9.98248
2023-05-01,23.81786
2023-05-02,22.59194
2023-05-03,22.9422
2023-05-04,21.54115
2023-05-05,6.65499
2023-05-06,6.83012
2023-05-07,7.18038
2023-05-08,28.02101
2023-05-09,23.81786
2023-05-10,30.64798
2023-05-11,33.80035
2023-05-12,29.0718
2023-05-13,7.18038
2023-05-14,9.28196
2023-05-15,42.90718
2023-05-16,35.37653
2023-05-17,28.02101
2023-05-18,35.55166
2023-05-19,23.11733
2023-05-20,8.23117
2023-05-21,11.03327
2023-05-22,32.57443
2023-05-23,33.62521
2023-05-24,26.97022
2023-05-25,25.91943
2023-05-26,16.8126
2023-05-27,4.55341
2023-05-28,6.30472
