date,보험료조회
2020-03-20,10.19417
2020-03-21,5.3398
2020-03-22,5.82524
2020-03-23,19.90291
2020-03-24,15.04854
2020-03-25,7.76699
2020-03-26,10.19417
2020-03-27,16.50485
2020-03-28,7.28155
2020-03-29,11.16504
2020-03-30,21.35922
2020-03-31,52.91262
2020-04-01,29.12621
2020-04-02,22.81553
2020-04-03,86.8932
2020-04-04,38.83495
2020-04-05,23.30097
2020-04-06,33.49514
2020-04-07,25.24271
2020-04-08,27.6699
2020-04-09,19.41747
2020-04-10,19.90291
2020-04-11,9.70873
2020-04-12,6.79611
2020-04-13,21.84466
2020-04-14,24.27184
2020-04-15,14.07766
2020-04-16,32.52427
2020-04-17,19.41747
2020-04-18,11.65048
2020-04-19,12.13592
2020-04-20,32.03883
2020-04-21,20.38834
2020-04-22,26.21359
2020-04-23,26.21359
2020-04-24,22.33009
2020-04-25,11.16504
2020-04-26,10.67961
2020-04-27,23.7864
2020-04-28,27.6699
2020-04-29,17.96116
2020-04-30,14.5631
2020-05-01,19.90291
2020-05-02,8.73786
2020-05-03,12.13592
2020-05-04,24.27184
2020-05-05,16.99029
2020-05-06,29.61165
2020-05-07,23.7864
2020-05-08,18.4466
2020-05-09,11.16504
2020-05-10,14.5631
2020-05-11,27.6699
2020-05-12,18.93203
2020-05-13,20.87378
2020-05-14,22.33009
2020-05-15,24.27184
2020-05-16,14.5631
2020-05-17,16.50485
2020-05-18,25.72815
2020-05-19,26.69902
2020-05-20,17.47572
2020-05-21,14.5631
2020-05-22,16.01941
2020-05-23,8.25242
2020-05-24,15.04854
2020-05-25,20.38834
2020-05-26,17.47572
2020-05-27,19.90291
2020-05-28,18.93203
2020-05-29,13.59223
2020-05-30,13.59223
2020-05-31,11.65048
2020-06-01,22.33009
2020-06-02,14.07766
2020-06-03,17.96116
2020-06-04,16.50485
2020-06-05,18.93203
2020-06-06,3.88349
2020-06-07,12.13592
2020-06-08,19.41747
2020-06-09,25.24271
2020-06-10,16.01941
2020-06-11,24.27184
2020-06-12,12.62135
2020-06-13,5.3398
2020-06-14,3.88349
2020-06-15,19.41747
2020-06-16,16.50485
2020-06-17,17.47572
2020-06-18,14.5631
2020-06-19,9.2233
2020-06-20,4.85436
2020-06-21,9.70873
2020-06-22,16.01941
2020-06-23,21.35922
2020-06-24,13.59223
2020-06-25,16.99029
2020-06-26,15.04854
2020-06-27,4.85436
2020-06-28,10.67961
2020-06-29,9.2233
2020-06-30,14.5631
2020-07-01,10.67961
2020-07-02,15.04854
2020-07-03,8.25242
2020-07-04,6.31067
2020-07-05,9.2233
2020-07-06,15.53398
2020-07-07,16.99029
2020-07-08,18.4466
2020-07-09,12.13592
2020-07-10,12.62135
2020-07-11,15.53398
2020-07-12,7.28155
2020-07-13,14.5631
2020-07-14,17.96116
2020-07-15,10.19417
2020-07-16,11.65048
2020-07-17,14.07766
2020-07-18,6.79611
2020-07-19,9.70873
2020-07-20,16.50485
2020-07-21,15.04854
2020-07-22,10.19417
2020-07-23,16.01941
2020-07-24,16.01941
2020-07-25,11.65048
2020-07-26,13.10679
2020-07-27,19.41747
2020-07-28,12.13592
2020-07-29,18.4466
2020-07-30,16.50485
2020-07-31,16.01941
2020-08-01,6.31067
2020-08-02,8.25242
2020-08-03,17.96116
2020-08-04,17.47572
2020-08-05,13.59223
2020-08-06,13.59223
2020-08-07,8.73786
2020-08-08,6.79611
2020-08-09,4.85436
2020-08-10,17.96116
2020-08-11,6.79611
2020-08-12,12.62135
2020-08-13,15.04854
2020-08-14,8.73786
2020-08-15,10.67961
2020-08-16,3.88349
2020-08-17,11.65048
2020-08-18,11.16504
2020-08-19,14.5631
2020-08-20,17.96116
2020-08-21,12.13592
2020-08-22,13.10679
2020-08-23,13.59223
2020-08-24,19.90291
2020-08-25,19.90291
2020-08-26,10.67961
2020-08-27,8.73786
2020-08-28,8.73786
2020-08-29,12.13592
2020-08-30,7.28155
2020-08-31,16.01941
2020-09-01,22.81553
2020-09-02,15.53398
2020-09-03,10.67961
2020-09-04,14.07766
2020-09-05,9.70873
2020-09-06,10.19417
2020-09-07,14.07766
2020-09-08,18.93203
2020-09-09,15.53398
2020-09-10,15.04854
2020-09-11,17.47572
2020-09-12,12.13592
2020-09-13,7.28155
2020-09-14,17.96116
2020-09-15,27.18446
2020-09-16,24.75728
2020-09-17,12.13592
2020-09-18,15.04854
2020-09-19,9.70873
2020-09-20,11.16504
2020-09-21,16.01941
2020-09-22,37.86407
2020-09-23,24.27184
2020-09-24,16.01941
2020-09-25,13.59223
2020-09-26,7.76699
2020-09-27,13.10679
2020-09-28,12.62135
2020-09-29,14.5631
2020-09-30,8.25242
2020-10-01,8.73786
2020-10-02,10.19417
2020-10-03,13.10679
2020-10-04,7.76699
2020-10-05,19.41747
2020-10-06,20.87378
2020-10-07,11.65048
2020-10-08,11.16504
2020-10-09,12.13592
2020-10-10,8.25242
2020-10-11,14.07766
2020-10-12,25.72815
2020-10-13,14.5631
2020-10-14,16.01941
2020-10-15,16.50485
2020-10-16,14.5631
2020-10-17,7.28155
2020-10-18,10.67961
2020-10-19,18.93203
2020-10-20,16.50485
2020-10-21,14.5631
2020-10-22,22.33009
2020-10-23,12.13592
2020-10-24,5.3398
2020-10-25,7.76699
2020-10-26,18.4466
2020-10-27,17.96116
2020-10-28,10.67961
2020-10-29,13.10679
2020-10-30,13.59223
2020-10-31,12.13592
2020-11-01,4.85436
2020-11-02,10.67961
2020-11-03,12.13592
2020-11-04,13.10679
2020-11-05,18.93203
2020-11-06,14.5631
2020-11-07,8.73786
2020-11-08,6.31067
2020-11-09,11.65048
2020-11-10,14.5631
2020-11-11,11.65048
2020-11-12,11.16504
2020-11-13,11.65048
2020-11-14,9.70873
2020-11-15,11.16504
2020-11-16,17.47572
2020-11-17,14.5631
2020-11-18,13.59223
2020-11-19,12.62135
2020-11-20,11.16504
2020-11-21,7.28155
2020-11-22,6.31067
2020-11-23,16.01941
2020-11-24,13.10679
2020-11-25,11.65048
2020-11-26,14.07766
2020-11-27,16.99029
2020-11-28,9.2233
2020-11-29,5.3398
2020-11-30,13.59223
2020-12-01,14.07766
2020-12-02,10.19417
2020-12-03,12.13592
2020-12-04,11.65048
2020-12-05,6.79611
2020-12-06,10.19417
2020-12-07,16.01941
2020-12-08,15.04854
2020-12-09,17.47572
2020-12-10,13.59223
2020-12-11,16.50485
2020-12-12,7.28155
2020-12-13,8.25242
2020-12-14,17.47572
2020-12-15,16.99029
2020-12-16,14.5631
2020-12-17,17.47572
2020-12-18,14.07766
2020-12-19,10.67961
2020-12-20,10.67961
2020-12-21,15.04854
2020-12-22,13.59223
2020-12-23,14.5631
2020-12-24,12.62135
2020-12-25,8.25242
2020-12-26,13.10679
2020-12-27,8.73786
2020-12-28,18.93203
2020-12-29,11.65048
2020-12-30,14.5631
2020-12-31,16.99029
2021-01-01,10.67961
2021-01-02,13.59223
2021-01-03,9.2233
2021-01-04,21.84466
2021-01-05,21.84466
2021-01-06,19.90291
2021-01-07,24.27184
2021-01-08,16.99029
2021-01-09,11.65048
2021-01-10,10.67961
2021-01-11,16.99029
2021-01-12,19.41747
2021-01-13,15.04854
2021-01-14,24.27184
2021-01-15,25.24271
2021-01-16,17.96116
2021-01-17,12.13592
2021-01-18,27.6699
2021-01-19,26.69902
2021-01-20,25.72815
2021-01-21,28.15533
2021-01-22,22.33009
2021-01-23,14.07766
2021-01-24,11.16504
2021-01-25,27.6699
2021-01-26,27.18446
2021-01-27,21.84466
2021-01-28,24.75728
2021-01-29,13.59223
2021-01-30,14.5631
2021-01-31,16.01941
2021-02-01,18.93203
2021-02-02,18.93203
2021-02-03,16.50485
2021-02-04,16.99029
2021-02-05,18.4466
2021-02-06,11.65048
2021-02-07,16.01941
2021-02-08,16.50485
2021-02-09,15.04854
2021-02-10,12.13592
2021-02-11,8.25242
2021-02-12,19.90291
2021-02-13,15.04854
2021-02-14,15.04854
2021-02-15,28.15533
2021-02-16,16.99029
2021-02-17,26.21359
2021-02-18,17.96116
2021-02-19,22.81553
2021-02-20,11.16504
2021-02-21,11.16504
2021-02-22,26.69902
2021-02-23,17.96116
2021-02-24,22.33009
2021-02-25,20.87378
2021-02-26,13.59223
2021-02-27,9.70873
2021-02-28,12.62135
2021-03-01,10.19417
2021-03-02,17.47572
2021-03-03,18.4466
2021-03-04,22.33009
2021-03-05,14.5631
2021-03-06,12.13592
2021-03-07,13.59223
2021-03-08,17.47572
2021-03-09,16.01941
2021-03-10,19.41747
2021-03-11,16.50485
2021-03-12,13.59223
2021-03-13,7.28155
2021-03-14,13.10679
2021-03-15,15.53398
2021-03-16,17.96116
2021-03-17,20.87378
2021-03-18,12.62135
2021-03-19,11.65048
2021-03-20,10.19417
2021-03-21,11.65048
2021-03-22,21.35922
2021-03-23,24.27184
2021-03-24,17.47572
2021-03-25,16.50485
2021-03-26,14.07766
2021-03-27,15.53398
2021-03-28,4.85436
2021-03-29,15.53398
2021-03-30,20.87378
2021-03-31,18.4466
2021-04-01,19.41747
2021-04-02,18.4466
2021-04-03,10.67961
2021-04-04,11.16504
2021-04-05,22.33009
2021-04-06,13.10679
2021-04-07,15.04854
2021-04-08,15.04854
2021-04-09,16.01941
2021-04-10,9.70873
2021-04-11,9.70873
2021-04-12,25.24271
2021-04-13,15.04854
2021-04-14,16.50485
2021-04-15,19.90291
2021-04-16,18.4466
2021-04-17,12.13592
2021-04-18,9.2233
2021-04-19,15.04854
2021-04-20,17.96116
2021-04-21,18.4466
2021-04-22,10.19417
2021-04-23,13.10679
2021-04-24,8.73786
2021-04-25,10.67961
2021-04-26,13.59223
2021-04-27,16.99029
2021-04-28,12.62135
2021-04-29,13.10679
2021-04-30,10.67961
2021-05-01,7.76699
2021-05-02,12.62135
2021-05-03,16.01941
2021-05-04,18.4466
2021-05-05,7.28155
2021-05-06,16.50485
2021-05-07,23.7864
2021-05-08,12.62135
2021-05-09,13.10679
2021-05-10,19.41747
2021-05-11,23.30097
2021-05-12,17.47572
2021-05-13,17.96116
2021-05-14,16.99029
2021-05-15,9.2233
2021-05-16,12.13592
2021-05-17,23.7864
2021-05-18,18.93203
2021-05-19,13.10679
2021-05-20,19.41747
2021-05-21,15.53398
2021-05-22,7.28155
2021-05-23,8.73786
2021-05-24,29.12621
2021-05-25,19.41747
2021-05-26,14.07766
2021-05-27,19.90291
2021-05-28,17.96116
2021-05-29,6.79611
2021-05-30,14.5631
2021-05-31,15.04854
2021-06-01,11.65048
2021-06-02,22.33009
2021-06-03,18.4466
2021-06-04,14.07766
2021-06-05,6.31067
2021-06-06,13.59223
2021-06-07,18.93203
2021-06-08,19.90291
2021-06-09,14.5631
2021-06-10,14.5631
2021-06-11,10.19417
2021-06-12,10.19417
2021-06-13,9.70873
2021-06-14,15.53398
2021-06-15,19.41747
2021-06-16,15.53398
2021-06-17,16.01941
2021-06-18,10.67961
2021-06-19,8.73786
2021-06-20,9.2233
2021-06-21,12.62135
2021-06-22,17.96116
2021-06-23,17.47572
2021-06-24,13.59223
2021-06-25,18.93203
2021-06-26,10.19417
2021-06-27,12.62135
2021-06-28,16.99029
2021-06-29,19.41747
2021-06-30,22.33009
2021-07-01,14.07766
2021-07-02,17.47572
2021-07-03,10.19417
2021-07-04,6.31067
2021-07-05,15.53398
2021-07-06,18.4466
2021-07-07,18.4466
2021-07-08,12.13592
2021-07-09,12.13592
2021-07-10,6.79611
2021-07-11,10.67961
2021-07-12,13.10679
2021-07-13,16.50485
2021-07-14,15.53398
2021-07-15,16.50485
2021-07-16,16.99029
2021-07-17,8.73786
2021-07-18,11.16504
2021-07-19,11.16504
2021-07-20,14.5631
2021-07-21,11.16504
2021-07-22,17.96116
2021-07-23,16.50485
2021-07-24,13.59223
2021-07-25,9.70873
2021-07-26,19.41747
2021-07-27,26.69902
2021-07-28,24.75728
2021-07-29,16.99029
2021-07-30,15.53398
2021-07-31,8.25242
2021-08-01,12.62135
2021-08-02,21.35922
2021-08-03,16.50485
2021-08-04,17.47572
2021-08-05,16.50485
2021-08-06,15.53398
2021-08-07,8.25242
2021-08-08,11.65048
2021-08-09,23.7864
2021-08-10,16.01941
2021-08-11,21.84466
2021-08-12,38.34951
2021-08-13,15.04854
2021-08-14,9.70873
2021-08-15,10.67961
2021-08-16,16.99029
2021-08-17,22.81553
2021-08-18,17.96116
2021-08-19,21.35922
2021-08-20,16.50485
2021-08-21,18.4466
2021-08-22,12.13592
2021-08-23,18.93203
2021-08-24,17.47572
2021-08-25,19.90291
2021-08-26,19.41747
2021-08-27,22.33009
2021-08-28,9.2233
2021-08-29,11.16504
2021-08-30,36.40776
2021-08-31,28.15533
2021-09-01,25.72815
2021-09-02,24.27184
2021-09-03,21.84466
2021-09-04,14.07766
2021-09-05,40.29126
2021-09-06,100.0
2021-09-07,35.43689
2021-09-08,40.77669
2021-09-09,33.0097
2021-09-10,33.49514
2021-09-11,18.93203
2021-09-12,20.87378
2021-09-13,30.09708
2021-09-14,22.33009
2021-09-15,20.38834
2021-09-16,19.90291
2021-09-17,15.04854
2021-09-18,14.5631
2021-09-19,8.25242
2021-09-20,9.70873
2021-09-21,11.65048
2021-09-22,7.76699
2021-09-23,22.33009
2021-09-24,24.27184
2021-09-25,8.25242
2021-09-26,16.50485
2021-09-27,17.47572
2021-09-28,20.38834
2021-09-29,19.41747
2021-09-30,19.41747
2021-10-01,24.27184
2021-10-02,12.62135
2021-10-03,5.82524
2021-10-04,17.47572
2021-10-05,23.7864
2021-10-06,20.87378
2021-10-07,18.93203
2021-10-08,17.96116
2021-10-09,13.10679
2021-10-10,11.16504
2021-10-11,10.67961
2021-10-12,25.24271
2021-10-13,23.7864
2021-10-14,16.50485
2021-10-15,18.93203
2021-10-16,8.25242
2021-10-17,9.2233
2021-10-18,20.38834
2021-10-19,19.41747
2021-10-20,15.04854
2021-10-21,16.99029
2021-10-22,15.53398
2021-10-23,14.5631
2021-10-24,9.2233
2021-10-25,25.24271
2021-10-26,26.21359
2021-10-27,27.18446
2021-10-28,16.01941
2021-10-29,17.47572
2021-10-30,14.07766
2021-10-31,10.19417
2021-11-01,22.81553
2021-11-02,21.84466
2021-11-03,23.7864
2021-11-04,23.30097
2021-11-05,15.04854
2021-11-06,14.5631
2021-11-07,12.62135
2021-11-08,14.5631
2021-11-09,13.10679
2021-11-10,17.47572
2021-11-11,12.13592
2021-11-12,10.67961
2021-11-13,9.2233
2021-11-14,6.79611
2021-11-15,16.01941
2021-11-16,21.35922
2021-11-17,16.50485
2021-11-18,15.53398
2021-11-19,16.01941
2021-11-20,7.28155
2021-11-21,6.79611
2021-11-22,21.35922
2021-11-23,18.93203
2021-11-24,20.38834
2021-11-25,26.21359
2021-11-26,16.99029
2021-11-27,9.2233
2021-11-28,9.2233
2021-11-29,19.90291
2021-11-30,25.72815
2021-12-01,16.99029
2021-12-02,15.53398
2021-12-03,13.10679
2021-12-04,8.25242
2021-12-05,12.13592
2021-12-06,18.4466
2021-12-07,16.99029
2021-12-08,15.04854
2021-12-09,14.07766
2021-12-10,19.41747
2021-12-11,6.31067
2021-12-12,12.13592
2021-12-13,13.10679
2021-12-14,19.90291
2021-12-15,16.50485
2021-12-16,15.53398
2021-12-17,14.5631
2021-12-18,6.31067
2021-12-19,13.59223
2021-12-20,16.50485
2021-12-21,25.24271
2021-12-22,12.13592
2021-12-23,13.59223
2021-12-24,14.5631
2021-12-25,2.42718
2021-12-26,10.19417
2021-12-27,22.33009
2021-12-28,19.41747
2021-12-29,18.93203
2021-12-30,21.35922
2021-12-31,25.72815
2022-01-01,17.96116
2022-01-02,16.50485
2022-01-03,24.27184
2022-01-04,16.99029
2022-01-05,19.90291
2022-01-06,19.41747
2022-01-07,21.35922
2022-01-08,14.5631
2022-01-09,16.01941
2022-01-10,34.46601
2022-01-11,22.33009
2022-01-12,16.50485
2022-01-13,19.90291
2022-01-14,15.53398
2022-01-15,12.13592
2022-01-16,18.4466
2022-01-17,28.15533
2022-01-18,21.35922
2022-01-19,13.59223
2022-01-20,20.87378
2022-01-21,19.41747
2022-01-22,13.10679
2022-01-23,15.53398
2022-01-24,22.81553
2022-01-25,19.41747
2022-01-26,21.35922
2022-01-27,15.53398
2022-01-28,19.90291
2022-01-29,12.62135
2022-01-30,10.19417
2022-01-31,8.25242
2022-02-01,12.62135
2022-02-02,9.70873
2022-02-03,16.99029
2022-02-04,16.01941
2022-02-05,13.59223
2022-02-06,13.10679
2022-02-07,17.47572
2022-02-08,19.41747
2022-02-09,13.59223
2022-02-10,21.84466
2022-02-11,14.5631
2022-02-12,7.28155
2022-02-13,10.67961
2022-02-14,16.50485
2022-02-15,21.35922
2022-02-16,14.07766
2022-02-17,16.50485
2022-02-18,18.4466
2022-02-19,7.76699
2022-02-20,10.67961
2022-02-21,20.87378
2022-02-22,22.33009
2022-02-23,19.90291
2022-02-24,15.53398
2022-02-25,27.18446
2022-02-26,16.01941
2022-02-27,11.65048
2022-02-28,20.87378
2022-03-01,12.13592
2022-03-02,20.38834
2022-03-03,12.13592
2022-03-04,10.67961
2022-03-05,10.67961
2022-03-06,14.5631
2022-03-07,13.10679
2022-03-08,13.10679
2022-03-09,11.65048
2022-03-10,19.90291
2022-03-11,13.59223
2022-03-12,6.31067
2022-03-13,9.2233
2022-03-14,15.53398
2022-03-15,17.47572
2022-03-16,16.99029
2022-03-17,15.04854
2022-03-18,17.47572
2022-03-19,8.25242
2022-03-20,12.13592
2022-03-21,16.50485
2022-03-22,20.38834
2022-03-23,19.41747
2022-03-24,15.53398
2022-03-25,16.99029
2022-03-26,8.25242
2022-03-27,8.73786
2022-03-28,21.84466
2022-03-29,16.99029
2022-03-30,20.38834
2022-03-31,17.47572
2022-04-01,16.50485
2022-04-02,6.31067
2022-04-03,9.2233
2022-04-04,13.59223
2022-04-05,10.67961
2022-04-06,16.50485
2022-04-07,15.53398
2022-04-08,16.50485
2022-04-09,3.88349
2022-04-10,8.73786
2022-04-11,15.53398
2022-04-12,15.04854
2022-04-13,18.4466
2022-04-14,16.01941
2022-04-15,12.13592
2022-04-16,9.70873
2022-04-17,12.62135
2022-04-18,14.5631
2022-04-19,16.01941
2022-04-20,18.93203
2022-04-21,19.90291
2022-04-22,13.59223
2022-04-23,3.88349
2022-04-24,5.82524
2022-04-25,12.13592
2022-04-26,20.38834
2022-04-27,12.62135
2022-04-28,18.93203
2022-04-29,8.73786
2022-04-30,5.82524
2022-05-01,10.67961
2022-05-02,19.41747
2022-05-03,18.4466
2022-05-04,18.93203
2022-05-05,7.76699
2022-05-06,15.04854
2022-05-07,7.28155
2022-05-08,14.07766
2022-05-09,21.84466
2022-05-10,13.10679
2022-05-11,24.27184
2022-05-12,14.07766
2022-05-13,16.50485
2022-05-14,7.76699
2022-05-15,11.65048
2022-05-16,15.04854
2022-05-17,16.01941
2022-05-18,14.07766
2022-05-19,12.13592
2022-05-20,13.10679
2022-05-21,9.2233
2022-05-22,10.19417
2022-05-23,14.07766
2022-05-24,12.13592
2022-05-25,14.07766
2022-05-26,17.47572
2022-05-27,17.96116
2022-05-28,9.70873
2022-05-29,5.82524
2022-05-30,19.41747
