date,밈코인
2021-06-21,0.57301
2021-06-22,0.72088
2021-06-23,1.09057
2021-06-24,0.68391
2021-06-25,0.92421
2021-06-26,0.68391
2021-06-27,0.38817
2021-06-28,0.38817
2021-06-29,0.62846
2021-06-30,0.60998
2021-07-01,0.48059
2021-07-02,0.79482
2021-07-03,1.21996
2021-07-04,1.31238
2021-07-05,0.94269
2021-07-06,0.90573
2021-07-07,0.62846
2021-07-08,1.0536
2021-07-09,0.51756
2021-07-10,0.25878
2021-07-11,0.97966
2021-07-12,0.79482
2021-07-13,0.48059
2021-07-14,0.14787
2021-07-15,0.40665
2021-07-16,0.16635
2021-07-17,0.31423
2021-07-18,0.25878
2021-07-19,0.73937
2021-07-20,0.72088
2021-07-21,0.42513
2021-07-22,1.82994
2021-07-23,0.3512
2021-07-24,0.48059
2021-07-25,0.72088
2021-07-26,0.27726
2021-07-27,0.49907
2021-07-28,0.62846
2021-07-29,0.3512
2021-07-30,0.55452
2021-07-31,0.20332
2021-08-01,0.48059
2021-08-02,0.51756
2021-08-03,0.22181
2021-08-04,0.33271
2021-08-05,0.53604
2021-08-06,0.4621
2021-08-07,0.20332
2021-08-08,0.4621
2021-08-09,0.48059
2021-08-10,0.3512
2021-08-11,0.53604
2021-08-12,0.66543
2021-08-13,0.24029
2021-08-14,0.36968
2021-08-15,0.55452
2021-08-16,0.59149
2021-08-17,0.49907
2021-08-18,0.49907
2021-08-19,0.66543
2021-08-20,0.20332
2021-08-21,0.12939
2021-08-22,0.18484
2021-08-23,0.3512
2021-08-24,0.12939
2021-08-25,0.40665
2021-08-26,0.33271
2021-08-27,0.24029
2021-08-28,0.24029
2021-08-29,0.14787
2021-08-30,0.33271
2021-08-31,0.44362
2021-09-01,0.20332
2021-09-02,0.22181
2021-09-03,0.14787
2021-09-04,0.38817
2021-09-05,0.25878
2021-09-06,0.24029
2021-09-07,0.38817
2021-09-08,0.18484
2021-09-09,0.53604
2021-09-10,0.18484
2021-09-11,0.29574
2021-09-12,0.14787
2021-09-13,0.14787
2021-09-14,0.48059
2021-09-15,0.44362
2021-09-16,0.42513
2021-09-17,0.77634
2021-09-18,0.44362
2021-09-19,0.18484
2021-09-20,0.16635
2021-09-21,0.18484
2021-09-22,0.16635
2021-09-23,0.31423
2021-09-24,0.36968
2021-09-25,0.22181
2021-09-26,0.44362
2021-09-27,0.25878
2021-09-28,0.25878
2021-09-29,0.14787
2021-09-30,0.24029
2021-10-02,0.20332
2021-10-03,0.33271
2021-10-04,0.24029
2021-10-05,0.7024
2021-10-06,1.2939
2021-10-07,2.18114
2021-10-08,1.94085
2021-10-09,1.27541
2021-10-10,1.27541
2021-10-11,1.66358
2021-10-12,1.44177
2021-10-13,0.68391
2021-10-14,1.03512
2021-10-15,0.99815
2021-10-16,0.66543
2021-10-17,0.48059
2021-10-18,1.82994
2021-10-19,1.47874
2021-10-20,1.12754
2021-10-21,1.4048
2021-10-22,0.79482
2021-10-23,1.70055
2021-10-24,2.6987
2021-10-25,6.2292
2021-10-26,8.42883
2021-10-27,7.00554
2021-10-28,28.17005
2021-10-29,33.43807
2021-10-30,21.27541
2021-10-31,17.2828
2021-11-01,26.50646
2021-11-02,25.45286
2021-11-03,16.50646
2021-11-04,16.91312
2021-11-05,11.9963
2021-11-06,12.16266
2021-11-07,11.44177
2021-11-08,10.73937
2021-11-09,8.5767
2021-11-10,8.20702
2021-11-11,5.82255
2021-11-12,6.78373
2021-11-13,5.13863
2021-11-14,6.96857
2021-11-15,7.50462
2021-11-16,4.54713
2021-11-17,4.56561
2021-11-18,3.77079
2021-11-19,3.08687
2021-11-20,3.10536
2021-11-21,3.06839
2021-11-22,3.75231
2021-11-23,3.67837
2021-11-24,4.10351
2021-11-25,2.64325
2021-11-26,3.47504
2021-11-27,3.53049
2021-11-28,8.89094
2021-11-29,5.36044
2021-11-30,5.12014
2021-12-01,4.25138
2021-12-02,3.01293
2021-12-03,3.4011
2021-12-04,1.97781
2021-12-05,2.92051
2021-12-06,3.32717
2021-12-07,2.88354
2021-12-08,5.19408
2021-12-09,3.9926
2021-12-10,3.03142
2021-12-11,2.73567
2021-12-12,2.6987
2021-12-13,2.36598
2021-12-14,3.75231
2021-12-15,3.10536
2021-12-16,3.67837
2021-12-17,2.12569
2021-12-18,2.01478
2021-12-19,1.84842
2021-12-20,2.23659
2021-12-21,2.82809
2021-12-22,3.01293
2021-12-23,2.84658
2021-12-24,4.01109
2021-12-25,3.8817
2021-12-26,3.84473
2021-12-27,4.25138
2021-12-28,4.78743
2021-12-29,3.54898
2021-12-30,3.45656
2021-12-31,4.25138
2022-01-01,4.17744
2022-01-02,2.66173
2022-01-03,4.32532
2022-01-04,3.77079
2022-01-05,3.12384
2022-01-06,2.38447
2022-01-07,3.10536
2022-01-08,2.31053
2022-01-09,2.51386
2022-01-10,3.36414
2022-01-11,2.53234
2022-01-12,2.84658
2022-01-13,3.14232
2022-01-14,3.16081
2022-01-15,2.05175
2022-01-16,2.97597
2022-01-17,3.12384
2022-01-18,2.25508
2022-01-19,2.19963
2022-01-20,2.05175
2022-01-21,1.81146
2022-01-22,1.49722
2022-01-23,1.82994
2022-01-24,1.4048
2022-01-25,1.79297
2022-01-26,1.97781
2022-01-27,1.18299
2022-01-28,1.14602
2022-01-29,1.0536
2022-01-30,1.95933
2022-01-31,1.97781
2022-02-01,1.46025
2022-02-02,1.57116
2022-02-03,1.82994
2022-02-04,1.47874
2022-02-05,1.88539
2022-02-06,1.95933
2022-02-07,2.31053
2022-02-08,3.51201
2022-02-09,1.97781
2022-02-10,3.0499
2022-02-11,1.68207
2022-02-12,1.18299
2022-02-13,2.01478
2022-02-14,1.51571
2022-02-15,1.23844
2022-02-16,1.25693
2022-02-17,1.42329
2022-02-18,1.47874
2022-02-19,0.73937
2022-02-20,0.88724
2022-02-21,1.25693
2022-02-22,1.07208
2022-02-23,0.86876
2022-02-24,0.97966
2022-02-25,1.07208
2022-02-26,0.68391
2022-02-27,0.83179
2022-02-28,0.59149
2022-03-01,0.72088
2022-03-02,0.4621
2022-03-03,1.27541
2022-03-04,0.90573
2022-03-05,0.77634
2022-03-06,0.99815
2022-03-07,0.49907
2022-03-08,1.25693
2022-03-09,0.62846
2022-03-10,0.49907
2022-03-11,0.66543
2022-03-12,0.55452
2022-03-13,0.57301
2022-03-14,0.22181
2022-03-15,0.38817
2022-03-16,0.62846
2022-03-17,0.72088
2022-03-18,0.8133
2022-03-19,1.01663
2022-03-20,0.60998
2022-03-21,0.64695
2022-03-22,0.96118
2022-03-23,1.0536
2022-03-24,1.88539
2022-03-25,0.94269
2022-03-26,0.83179
2022-03-27,0.88724
2022-03-28,1.38632
2022-03-29,1.46025
2022-03-30,1.07208
2022-03-31,0.90573
2022-04-01,0.68391
2022-04-02,0.68391
2022-04-03,0.79482
2022-04-04,0.8133
2022-04-05,1.21996
2022-04-06,1.49722
2022-04-07,0.86876
2022-04-08,0.77634
2022-04-09,0.44362
2022-04-10,0.62846
2022-04-11,0.90573
2022-04-12,0.92421
2022-04-13,1.70055
2022-04-14,0.72088
2022-04-15,0.73937
2022-04-16,0.57301
2022-04-17,0.79482
2022-04-18,0.92421
2022-04-19,0.85027
2022-04-20,0.79482
2022-04-21,0.86876
2022-04-22,1.14602
2022-04-23,0.7024
2022-04-24,0.73937
2022-04-25,0.96118
2022-04-26,1.38632
2022-04-27,0.99815
2022-04-28,0.53604
2022-04-29,0.68391
2022-04-30,0.60998
2022-05-01,0.29574
2022-05-02,0.49907
2022-05-03,0.33271
2022-05-04,0.36968
2022-05-05,0.49907
2022-05-06,0.42513
2022-05-07,0.44362
2022-05-08,0.25878
2022-05-09,0.36968
2022-05-10,0.33271
2022-05-11,0.40665
2022-05-12,0.48059
2022-05-13,0.85027
2022-05-14,0.68391
2022-05-15,0.79482
2022-05-16,2.01478
2022-05-17,1.46025
2022-05-18,0.7024
2022-05-19,0.85027
2022-05-20,0.85027
2022-05-21,3.06839
2022-05-22,2.19963
2022-05-23,0.97966
2022-05-24,0.88724
2022-05-25,0.44362
2022-05-26,0.60998
2022-05-27,0.48059
2022-05-28,0.57301
2022-05-29,0.3512
2022-05-30,0.60998
2022-05-31,0.57301
2022-06-01,0.49907
2022-06-02,0.25878
2022-06-03,0.40665
2022-06-04,0.25878
2022-06-05,0.33271
2022-06-06,0.1109
2022-06-07,0.40665
2022-06-08,0.38817
2022-06-09,0.3512
2022-06-10,0.72088
2022-06-11,0.22181
2022-06-12,0.64695
2022-06-13,0.49907
2022-06-14,0.66543
2022-06-15,0.60998
2022-06-16,0.33271
2022-06-17,0.60998
2022-06-18,0.64695
2022-06-19,0.51756
2022-06-20,0.60998
2022-06-21,0.40665
2022-06-22,0.44362
2022-06-23,0.4621
2022-06-24,0.36968
2022-06-25,0.29574
2022-06-26,0.60998
2022-06-27,0.83179
2022-06-28,0.53604
2022-06-29,0.36968
2022-06-30,0.33271
2022-07-01,0.12939
2022-07-02,0.29574
2022-07-03,0.29574
2022-07-04,0.86876
2022-07-05,0.55452
2022-07-06,0.51756
2022-07-07,0.38817
2022-07-08,0.38817
2022-07-09,1.09057
2022-07-10,0.42513
2022-07-11,0.62846
2022-07-12,0.38817
2022-07-13,0.18484
2022-07-14,0.38817
2022-07-15,0.09242
2022-07-16,0.20332
2022-07-17,0.31423
2022-07-18,0.22181
2022-07-19,0.29574
2022-07-20,0.36968
2022-07-21,0.29574
2022-07-22,0.14787
2022-07-23,0.25878
2022-07-24,0.40665
2022-07-25,0.18484
2022-07-26,0.14787
2022-07-27,0.36968
2022-07-28,0.38817
2022-07-29,0.27726
2022-07-30,0.29574
2022-07-31,0.48059
2022-08-01,0.55452
2022-08-02,0.25878
2022-08-03,0.16635
2022-08-04,0.24029
2022-08-05,0.3512
2022-08-06,0.4621
2022-08-07,0.36968
2022-08-08,0.48059
2022-08-09,0.88724
2022-08-10,1.81146
2022-08-11,4.04805
2022-08-12,0.48059
2022-08-13,1.01663
2022-08-14,1.07208
2022-08-15,1.6451
2022-08-16,1.92236
2022-08-17,2.68022
2022-08-18,1.77449
2022-08-19,0.83179
2022-08-20,1.03512
2022-08-21,1.0536
2022-08-22,1.23844
2022-08-23,0.51756
2022-08-24,0.55452
2022-08-25,0.57301
2022-08-26,0.53604
2022-08-27,0.24029
2022-08-28,0.25878
2022-08-29,0.36968
2022-08-30,0.38817
2022-08-31,0.48059
2022-09-01,0.44362
2022-09-02,0.36968
2022-09-03,0.1109
2022-09-04,0.36968
2022-09-05,0.29574
2022-09-06,0.64695
2022-09-07,0.53604
2022-09-08,0.51756
2022-09-09,0.38817
2022-09-10,0.40665
2022-09-11,0.20332
2022-09-12,0.42513
2022-09-13,0.8133
2022-09-14,0.62846
2022-09-15,0.96118
2022-09-16,1.18299
2022-09-17,0.64695
2022-09-18,0.51756
2022-09-19,1.44177
2022-09-20,0.97966
2022-09-21,0.85027
2022-09-22,0.85027
2022-09-23,0.42513
2022-09-24,0.8133
2022-09-25,0.62846
2022-09-26,0.85027
2022-09-27,0.66543
2022-09-28,0.59149
2022-09-29,0.40665
2022-09-30,0.33271
2022-10-01,0.31423
2022-10-02,0.48059
2022-10-03,0.40665
2022-10-04,0.94269
2022-10-05,0.83179
2022-10-06,0.72088
2022-10-07,0.59149
2022-10-08,0.48059
2022-10-09,0.3512
2022-10-10,0.44362
2022-10-11,0.4621
2022-10-12,0.53604
2022-10-13,0.29574
2022-10-14,0.48059
2022-10-15,0.51756
2022-10-16,0.44362
2022-10-17,0.55452
2022-10-18,0.25878
2022-10-19,0.33271
2022-10-20,0.33271
2022-10-21,0.33271
2022-10-22,0.29574
2022-10-23,0.16635
2022-10-24,0.25878
2022-10-25,0.4621
2022-10-26,0.40665
2022-10-27,0.99815
2022-10-28,0.8133
2022-10-29,1.27541
2022-10-30,2.43992
2022-10-31,1.16451
2022-11-01,1.94085
2022-11-02,1.66358
2022-11-03,1.12754
2022-11-04,0.8133
2022-11-05,0.73937
2022-11-06,0.77634
2022-11-07,0.83179
2022-11-08,0.49907
2022-11-09,0.57301
2022-11-10,0.79482
2022-11-11,0.7024
2022-11-12,0.4621
2022-11-13,0.62846
2022-11-14,0.4621
2022-11-15,0.97966
2022-11-16,0.4621
2022-11-17,0.64695
2022-11-18,0.48059
2022-11-19,0.33271
2022-11-20,0.44362
2022-11-21,0.48059
2022-11-22,0.57301
2022-11-23,0.49907
2022-11-24,0.40665
2022-11-25,0.53604
2022-11-26,0.51756
2022-11-27,0.62846
2022-11-28,0.99815
2022-11-29,0.94269
2022-11-30,0.77634
2022-12-01,0.53604
2022-12-02,0.48059
2022-12-03,0.40665
2022-12-04,0.29574
2022-12-05,0.49907
2022-12-06,0.4621
2022-12-07,0.59149
2022-12-08,0.33271
2022-12-09,0.40665
2022-12-10,0.38817
2022-12-11,0.18484
2022-12-12,0.55452
2022-12-13,0.36968
2022-12-14,0.22181
2022-12-15,0.36968
2022-12-16,0.38817
2022-12-17,0.1109
2022-12-18,0.27726
2022-12-19,0.44362
2022-12-20,0.48059
2022-12-21,0.27726
2022-12-22,0.14787
2022-12-23,0.42513
2022-12-24,0.14787
2022-12-25,0.24029
2022-12-26,0.27726
2022-12-27,0.38817
2022-12-28,0.09242
2022-12-29,0.27726
2022-12-30,0.4621
2022-12-31,0.18484
2023-01-01,0.33271
2023-01-02,0.42513
2023-01-03,0.55452
2023-01-04,0.8133
2023-01-05,0.77634
2023-01-06,0.79482
2023-01-07,0.96118
2023-01-08,0.96118
2023-01-09,1.16451
2023-01-10,1.10905
2023-01-11,0.96118
2023-01-12,0.85027
2023-01-13,0.94269
2023-01-14,1.38632
2023-01-15,0.64695
2023-01-16,0.73937
2023-01-17,0.62846
2023-01-18,5.23105
2023-01-19,2.88354
2023-01-20,1.77449
2023-01-21,1.46025
2023-01-22,2.07024
2023-01-23,1.34935
2023-01-24,1.60813
2023-01-25,1.6451
2023-01-26,1.36783
2023-01-27,1.18299
2023-01-28,1.31238
2023-01-29,1.34935
2023-01-30,1.53419
2023-01-31,1.10905
2023-02-01,1.21996
2023-02-02,1.31238
2023-02-03,1.23844
2023-02-04,2.68022
2023-02-05,4.06654
2023-02-06,2.40295
2023-02-07,2.80961
2023-02-08,2.32902
2023-02-09,1.756
2023-02-10,1.53419
2023-02-11,2.05175
2023-02-12,1.70055
2023-02-13,2.19963
2023-02-14,1.756
2023-02-15,1.9963
2023-02-16,2.43992
2023-02-17,2.32902
2023-02-18,2.25508
2023-02-19,1.49722
2023-02-20,1.2939
2023-02-21,1.42329
2023-02-22,1.38632
2023-02-23,1.60813
2023-02-24,1.68207
2023-02-25,1.20147
2023-02-26,1.14602
2023-02-27,0.8133
2023-02-28,1.23844
2023-03-01,0.8133
2023-03-02,0.75785
2023-03-03,0.94269
2023-03-04,0.59149
2023-03-05,0.79482
2023-03-06,1.0536
2023-03-07,1.10905
2023-03-08,1.09057
2023-03-09,0.59149
2023-03-10,1.01663
2023-03-11,0.55452
2023-03-12,0.36968
2023-03-13,0.59149
2023-03-14,0.68391
2023-03-15,0.62846
2023-03-16,0.60998
2023-03-17,0.7024
2023-03-18,0.62846
2023-03-19,0.4621
2023-03-20,0.83179
2023-03-21,0.73937
2023-03-22,0.72088
2023-03-23,0.57301
2023-03-24,0.83179
2023-03-25,0.51756
2023-03-26,0.3512
2023-03-27,0.59149
2023-03-28,0.85027
2023-03-29,0.86876
2023-03-30,0.59149
2023-03-31,0.51756
2023-04-01,0.3512
2023-04-02,0.44362
2023-04-03,0.59149
2023-04-04,1.14602
2023-04-05,1.03512
2023-04-06,0.72088
2023-04-07,0.66543
2023-04-08,0.66543
2023-04-09,0.57301
2023-04-10,0.75785
2023-04-11,0.73937
2023-04-12,1.10905
2023-04-13,0.77634
2023-04-14,1.03512
2023-04-15,0.88724
2023-04-16,1.0536
2023-04-17,1.62661
2023-04-18,1.84842
2023-04-19,7.26432
2023-04-20,3.65988
2023-04-21,3.21626
2023-04-22,2.42144
2023-04-23,2.939
2023-04-24,2.51386
2023-04-25,2.51386
2023-04-26,1.70055
2023-04-27,0.92421
2023-04-28,1.20147
2023-04-29,0.83179
2023-04-30,2.14417
2023-05-01,4.49168
2023-05-02,6.59889
2023-05-03,5.93345
2023-05-04,3.60443
2023-05-05,11.14602
2023-05-06,16.85767
2023-05-07,16.95009
2023-05-08,27.81885
2023-05-09,22.12569
2023-05-10,10.59149
2023-05-11,9.00184
2023-05-12,6.19223
2023-05-13,9.09426
2023-05-14,10.07393
2023-05-15,8.04066
2023-05-16,6.91312
2023-05-17,3.9926
2023-05-18,4.14048
2023-05-19,3.54898
2023-05-20,2.36598
2023-05-21,2.5878
2023-05-22,3.08687
2023-05-23,3.16081
2023-05-24,4.12199
2023-05-25,2.21811
2023-05-26,2.19963
2023-05-27,1.38632
2023-05-28,1.71903
2023-05-29,1.58964
2023-05-30,1.60813
2023-05-31,1.6451
2023-06-01,1.2939
2023-06-02,1.07208
2023-06-03,0.66543
2023-06-04,0.66543
2023-06-05,1.42329
2023-06-06,1.09057
2023-06-07,1.21996
2023-06-08,0.85027
2023-06-09,0.90573
2023-06-10,0.59149
2023-06-11,0.62846
2023-06-12,1.10905
2023-06-13,0.88724
2023-06-14,0.99815
2023-06-15,0.77634
2023-06-16,0.83179
2023-06-17,0.99815
2023-06-18,1.2939
2023-06-19,1.57116
2023-06-20,1.62661
2023-06-21,1.12754
2023-06-22,1.97781
2023-06-23,1.88539
2023-06-24,1.44177
2023-06-25,1.23844
2023-06-26,1.36783
2023-06-27,1.09057
2023-06-28,1.10905
2023-06-29,1.12754
2023-06-30,1.53419
2023-07-01,1.12754
2023-07-02,0.77634
2023-07-03,1.82994
2023-07-04,1.31238
2023-07-05,1.0536
2023-07-06,0.99815
2023-07-07,1.4048
2023-07-08,9.29759
2023-07-09,7.7634
2023-07-10,3.23475
2023-07-11,2.31053
2023-07-12,1.10905
2023-07-13,1.31238
2023-07-14,1.53419
2023-07-15,1.20147
2023-07-16,1.21996
2023-07-17,1.68207
2023-07-18,1.47874
2023-07-19,1.77449
2023-07-20,1.20147
2023-07-21,1.36783
2023-07-22,0.99815
2023-07-23,0.8133
2023-07-24,1.33086
2023-07-25,1.95933
2023-07-26,1.73752
2023-07-27,0.83179
2023-07-28,1.18299
2023-07-29,0.53604
2023-07-30,0.8133
2023-07-31,1.27541
2023-08-01,0.96118
2023-08-02,0.90573
2023-08-03,0.99815
2023-08-04,1.10905
2023-08-05,1.10905
2023-08-06,0.75785
2023-08-07,0.92421
2023-08-08,0.83179
2023-08-09,0.96118
2023-08-10,0.77634
2023-08-11,0.8133
2023-08-12,1.81146
2023-08-13,1.60813
2023-08-14,1.62661
2023-08-15,1.07208
2023-08-16,3.90018
2023-08-17,1.31238
2023-08-18,0.97966
2023-08-19,0.68391
2023-08-20,0.8133
2023-08-21,1.21996
2023-08-22,1.03512
2023-08-23,0.85027
2023-08-24,0.7024
2023-08-25,0.8133
2023-08-26,0.66543
2023-08-27,0.75785
2023-08-28,0.92421
2023-08-29,0.68391
2023-08-30,0.7024
2023-08-31,1.09057
2023-09-01,0.7024
2023-09-02,0.40665
2023-09-03,0.60998
2023-09-04,0.77634
2023-09-05,0.72088
2023-09-06,0.51756
2023-09-07,0.7024
2023-09-08,0.44362
2023-09-09,0.51756
2023-09-10,0.49907
2023-09-11,0.86876
2023-09-12,0.64695
2023-09-13,0.8133
2023-09-14,0.48059
2023-09-15,0.75785
2023-09-16,0.66543
2023-09-17,0.55452
2023-09-18,0.8133
2023-09-19,0.92421
2023-09-20,0.83179
2023-09-21,0.7024
2023-09-22,0.57301
2023-09-23,0.62846
2023-09-24,0.55452
2023-09-25,0.49907
2023-09-26,0.66543
2023-09-27,0.53604
2023-09-28,0.31423
2023-09-29,0.66543
2023-09-30,0.4621
2023-10-01,0.66543
2023-10-02,0.51756
2023-10-03,0.55452
2023-10-04,0.73937
2023-10-05,1.03512
2023-10-06,1.2939
2023-10-07,0.94269
2023-10-08,0.96118
2023-10-09,1.27541
2023-10-10,1.33086
2023-10-11,1.14602
2023-10-12,0.90573
2023-10-13,3.01293
2023-10-14,1.57116
2023-10-15,1.16451
2023-10-16,1.33086
2023-10-17,0.85027
2023-10-18,1.51571
2023-10-19,0.92421
2023-10-20,0.92421
2023-10-21,0.7024
2023-10-22,1.07208
2023-10-23,1.12754
2023-10-24,1.6451
2023-10-25,1.31238
2023-10-26,2.1072
2023-10-27,1.90388
2023-10-28,2.05175
2023-10-29,1.88539
2023-10-30,2.14417
2023-10-31,2.51386
2023-11-01,2.45841
2023-11-02,2.84658
2023-11-03,15.1756
2023-11-04,10.40665
2023-11-05,3.9926
2023-11-06,3.27171
2023-11-07,1.97781
2023-11-08,2.43992
2023-11-09,3.30868
2023-11-10,3.19778
2023-11-11,4.30683
2023-11-12,2.6987
2023-11-13,4.36229
2023-11-14,4.9353
2023-11-15,3.12384
2023-11-16,3.23475
2023-11-17,2.92051
2023-11-18,1.88539
2023-11-19,1.6451
2023-11-20,2.53234
2023-11-21,2.31053
2023-11-22,2.32902
2023-11-23,2.60628
2023-11-24,2.27356
2023-11-25,2.31053
2023-11-26,2.51386
2023-11-27,3.01293
2023-11-28,2.32902
2023-11-29,2.68022
2023-11-30,2.08872
2023-12-01,1.90388
2023-12-02,2.21811
2023-12-03,2.77264
2023-12-04,3.56746
2023-12-05,4.56561
2023-12-06,5.43438
2023-12-07,4.08502
2023-12-08,6.08133
2023-12-09,5.30499
2023-12-10,4.49168
2023-12-11,4.10351
2023-12-12,3.9926
2023-12-13,4.49168
2023-12-14,7.43068
2023-12-15,10.38817
2023-12-16,6.11829
2023-12-17,4.73197
2023-12-18,5.04621
2023-12-19,5.97042
2023-12-20,4.87985
2023-12-21,5.21256
2023-12-22,6.09981
2023-12-23,3.60443
2023-12-24,4.32532
2023-12-25,3.53049
2023-12-26,4.04805
2023-12-27,4.21441
2023-12-28,3.97412
2023-12-29,3.8817
2023-12-30,2.21811
2023-12-31,2.90203
2024-01-01,4.49168
2024-01-02,4.30683
2024-01-03,3.54898
2024-01-04,3.95563
2024-01-05,3.86321
2024-01-06,3.30868
2024-01-07,3.27171
2024-01-08,3.69685
2024-01-09,4.91682
2024-01-10,4.49168
2024-01-11,6.59889
2024-01-12,6.63585
2024-01-13,5.61922
2024-01-14,6.43253
2024-01-15,6.13678
2024-01-16,5.41589
2024-01-17,6.19223
2024-01-18,6.43253
2024-01-19,4.65804
2024-01-20,4.01109
2024-01-21,4.51016
2024-01-22,4.45471
2024-01-23,4.47319
2024-01-24,4.15896
2024-01-25,5.10166
2024-01-26,4.99075
2024-01-27,4.28835
2024-01-28,4.47319
2024-01-29,4.54713
2024-01-30,4.67652
2024-01-31,4.3438
2024-02-01,3.62292
2024-02-02,3.9926
2024-02-03,3.84473
2024-02-04,3.36414
2024-02-05,4.36229
2024-02-06,3.97412
2024-02-07,3.23475
2024-02-08,4.2329
2024-02-09,4.30683
2024-02-10,4.91682
2024-02-11,4.97227
2024-02-12,5.32347
2024-02-13,6.9316
2024-02-14,6.09981
2024-02-15,7.24584
2024-02-16,7.09796
2024-02-17,6.08133
2024-02-18,6.34011
2024-02-19,8.53974
2024-02-20,8.1146
2024-02-21,9.18669
2024-02-22,7.8743
2024-02-23,7.41219
2024-02-24,5.45286
2024-02-25,6.35859
2024-02-26,7.74491
2024-02-27,11.10905
2024-02-28,15.39741
2024-02-29,19.48243
2024-03-01,16.78373
2024-03-02,43.84473
2024-03-03,34.49168
2024-03-04,75.69316
2024-03-05,100.0
2024-03-06,51.71903
2024-03-07,48.72458
2024-03-08,42.88354
2024-03-09,45.02772
2024-03-10,37.04251
2024-03-11,51.90388
2024-03-12,49.02033
2024-03-13,48.39186
2024-03-14,60.38817
2024-03-15,51.95933
2024-03-16,36.72828
2024-03-17,34.5841
2024-03-18,41.58964
2024-03-19,33.97412
2024-03-20,25.36044
