date,싱가포르환율
2021-09-26,3.17126
2021-09-27,6.39255
2021-09-28,6.57262
2021-09-29,7.06282
2021-09-30,7.0228
2021-10-01,6.5026
2021-10-02,3.79151
2021-10-03,4.0016
2021-10-04,4.47178
2021-10-05,6.78271
2021-10-06,6.71268
2021-10-07,6.59263
2021-10-08,9.18367
2021-10-09,6.2625
2021-10-10,5.29211
2021-10-11,6.37254
2021-10-12,8.88355
2021-10-13,7.57302
2021-10-14,7.523
2021-10-15,7.54301
2021-10-16,4.04161
2021-10-17,4.2517
2021-10-18,8.21328
2021-10-19,7.63305
2021-10-20,7.15286
2021-10-21,7.40296
2021-10-22,6.95278
2021-10-23,3.67146
2021-10-24,4.06162
2021-10-25,6.85274
2021-10-26,7.98319
2021-10-27,7.13285
2021-10-28,6.99279
2021-10-29,6.67266
2021-10-30,3.65146
2021-10-31,3.98159
2021-11-01,7.0228
2021-11-02,6.56262
2021-11-03,7.2629
2021-11-04,6.28251
2021-11-05,6.12244
2021-11-06,3.61144
2021-11-07,3.5014
2021-11-08,6.09243
2021-11-09,8.87354
2021-11-10,5.99239
2021-11-11,8.87354
2021-11-12,6.66266
2021-11-13,4.30172
2021-11-14,4.61184
2021-11-15,7.39295
2021-11-16,6.59263
2021-11-17,7.04281
2021-11-18,6.54261
2021-11-19,5.80232
2021-11-20,4.0116
2021-11-21,3.97158
2021-11-22,5.82232
2021-11-23,5.86234
2021-11-24,6.15246
2021-11-25,6.58263
2021-11-26,6.24249
2021-11-27,3.79151
2021-11-28,4.0016
2021-11-29,6.38255
2021-11-30,6.31252
2021-12-01,6.31252
2021-12-02,6.29251
2021-12-03,5.62224
2021-12-04,3.49139
2021-12-05,3.82152
2021-12-06,6.17246
2021-12-07,6.34253
2021-12-08,6.2625
2021-12-09,5.82232
2021-12-10,5.20208
2021-12-11,3.44137
2021-12-12,3.53141
2021-12-13,5.78231
2021-12-14,5.94237
2021-12-15,5.98239
2021-12-16,6.39255
2021-12-17,6.09243
2021-12-18,4.96198
2021-12-19,3.79151
2021-12-20,6.05242
2021-12-21,5.90236
2021-12-22,6.93277
2021-12-23,6.47258
2021-12-24,5.49219
2021-12-25,3.71148
2021-12-26,3.86154
2021-12-27,6.04241
2021-12-28,6.7527
2021-12-29,6.49259
2021-12-30,6.32252
2021-12-31,5.15206
2022-01-01,3.53141
2022-01-02,4.05162
2022-01-03,7.42296
2022-01-04,7.12284
2022-01-05,6.80272
2022-01-06,7.63305
2022-01-07,7.69307
2022-01-08,3.34133
2022-01-09,4.12164
2022-01-10,7.37294
2022-01-11,6.63265
2022-01-12,6.61264
2022-01-13,6.19247
2022-01-14,6.19247
2022-01-15,3.94157
2022-01-16,4.07162
2022-01-17,7.16286
2022-01-18,6.82272
2022-01-19,6.71268
2022-01-20,6.85274
2022-01-21,7.0028
2022-01-22,4.05162
2022-01-23,4.03161
2022-01-24,7.48299
2022-01-25,8.5234
2022-01-26,8.2733
2022-01-27,7.94317
2022-01-28,7.94317
2022-01-29,4.53181
2022-01-30,3.68147
2022-01-31,4.38175
2022-02-01,4.5018
2022-02-02,5.22208
2022-02-03,8.66346
2022-02-04,7.91316
2022-02-05,4.45178
2022-02-06,4.24169
2022-02-07,7.73309
2022-02-08,7.20288
2022-02-09,7.07282
2022-02-10,6.96278
2022-02-11,5.88235
2022-02-12,3.64145
2022-02-13,3.95158
2022-02-14,6.57262
2022-02-15,7.08283
2022-02-16,6.54261
2022-02-17,7.49299
2022-02-18,6.12244
2022-02-19,3.68147
2022-02-20,3.84153
2022-02-21,6.89275
2022-02-22,6.7727
2022-02-23,6.72268
2022-02-24,8.49339
2022-02-25,7.40296
2022-02-26,4.53181
2022-02-27,4.2517
2022-02-28,7.62304
2022-03-01,5.65226
2022-03-02,7.74309
2022-03-03,7.71308
2022-03-04,7.94317
2022-03-05,4.61184
2022-03-06,4.5118
2022-03-07,11.2545
2022-03-08,10.29411
2022-03-09,6.38255
2022-03-10,8.67346
2022-03-11,8.46338
2022-03-12,5.14205
2022-03-13,4.7519
2022-03-14,9.7739
2022-03-15,10.15406
2022-03-16,8.60344
2022-03-17,10.18407
2022-03-18,8.5134
2022-03-19,5.72228
2022-03-20,5.39215
2022-03-21,9.15366
2022-03-22,8.78351
2022-03-23,8.87354
2022-03-24,8.30332
2022-03-25,8.80352
2022-03-26,5.36214
2022-03-27,5.2721
2022-03-28,9.34373
2022-03-29,9.33373
2022-03-30,9.14365
2022-03-31,9.0036
2022-04-01,8.10324
2022-04-02,5.24209
2022-04-03,5.2621
2022-04-04,9.16366
2022-04-05,9.36374
2022-04-06,8.36334
2022-04-07,8.21328
2022-04-08,7.68307
2022-04-09,5.35214
2022-04-10,5.47218
2022-04-11,9.24369
2022-04-12,9.83393
2022-04-13,9.45378
2022-04-14,9.68387
2022-04-15,8.35334
2022-04-16,5.61224
2022-04-17,5.72228
2022-04-18,9.87394
2022-04-19,10.2741
2022-04-20,9.95398
2022-04-21,9.43377
2022-04-22,10.81432
2022-04-23,6.03241
2022-04-24,6.32252
2022-04-25,12.11484
2022-04-26,11.21448
2022-04-27,13.38535
2022-04-28,13.39535
2022-04-29,12.53501
2022-04-30,7.37294
2022-05-01,7.37294
2022-05-02,10.62424
2022-05-03,10.29411
2022-05-04,12.05482
2022-05-05,9.85394
2022-05-06,12.24489
2022-05-07,7.74309
2022-05-08,8.31332
2022-05-09,13.68547
2022-05-10,11.53461
2022-05-11,11.23449
2022-05-12,14.5058
2022-05-13,12.33493
2022-05-14,7.07282
2022-05-15,6.97278
2022-05-16,12.2649
2022-05-17,12.59503
2022-05-18,12.16486
2022-05-19,12.34493
2022-05-20,11.42456
2022-05-21,7.78311
2022-05-22,7.96318
2022-05-23,12.81512
2022-05-24,12.31492
2022-05-25,11.88475
2022-05-26,12.37494
2022-05-27,11.33453
2022-05-28,7.11284
2022-05-29,7.64305
2022-05-30,14.32573
2022-05-31,14.64585
2022-06-01,10.33413
2022-06-02,13.92557
2022-06-03,12.12484
2022-06-04,7.65306
2022-06-05,7.30292
2022-06-06,9.90396
2022-06-07,13.06522
2022-06-08,12.91516
2022-06-09,11.5246
2022-06-10,11.66466
2022-06-11,7.71308
2022-06-12,8.65346
2022-06-13,16.99679
2022-06-14,14.17567
2022-06-15,14.20568
2022-06-16,14.35574
2022-06-17,14.24569
2022-06-18,8.20328
2022-06-19,8.16326
2022-06-20,17.10684
2022-06-21,15.21608
2022-06-22,16.17647
2022-06-23,18.5074
2022-06-24,16.18647
2022-06-25,11.28451
2022-06-26,11.35454
2022-06-27,18.20728
2022-06-28,16.30652
2022-06-29,17.72709
2022-06-30,16.67667
2022-07-01,15.42617
2022-07-02,11.23449
2022-07-03,11.78471
2022-07-04,17.7671
2022-07-05,17.79711
2022-07-06,18.42737
2022-07-07,14.60584
2022-07-08,15.46618
2022-07-09,10.16406
2022-07-10,11.04441
2022-07-11,15.2661
2022-07-12,17.35694
2022-07-13,17.64705
2022-07-14,17.78711
2022-07-15,21.03841
2022-07-16,11.82472
2022-07-17,12.61504
2022-07-18,20.23809
2022-07-19,16.95678
2022-07-20,18.99759
2022-07-21,16.16646
2022-07-22,15.27611
2022-07-23,9.96398
2022-07-24,11.29451
2022-07-25,19.34773
2022-07-26,17.15686
2022-07-27,16.74669
2022-07-28,17.91716
2022-07-29,16.16646
2022-07-30,10.48419
2022-07-31,10.5142
2022-08-01,19.65786
2022-08-02,17.52701
2022-08-03,16.94677
2022-08-04,15.94637
2022-08-05,15.55622
2022-08-06,10.40416
2022-08-07,10.58423
2022-08-08,16.90676
2022-08-09,15.18607
2022-08-10,16.2565
2022-08-11,16.17647
2022-08-12,15.71628
2022-08-13,10.2541
2022-08-14,10.80432
2022-08-15,13.36534
2022-08-16,19.15766
2022-08-17,17.517
2022-08-18,17.31692
2022-08-19,17.03681
2022-08-20,12.43497
2022-08-21,11.64465
2022-08-22,25.44017
2022-08-23,22.07883
2022-08-24,20.17807
2022-08-25,18.39735
2022-08-26,16.92677
2022-08-27,13.40536
2022-08-28,12.57503
2022-08-29,22.20888
2022-08-30,18.77751
2022-08-31,18.17727
2022-09-01,17.69707
2022-09-02,17.35694
2022-09-03,11.10444
2022-09-04,10.87434
2022-09-05,22.84913
2022-09-06,20.41816
2022-09-07,24.80992
2022-09-08,21.81872
2022-09-09,15.2661
2022-09-10,12.52501
2022-09-11,12.21488
2022-09-12,16.47659
2022-09-13,26.80072
2022-09-14,30.49219
2022-09-15,28.47138
2022-09-16,22.81912
2022-09-17,13.12525
2022-09-18,14.78591
2022-09-19,24.58983
2022-09-20,22.16886
2022-09-21,20.39815
2022-09-22,31.60264
2022-09-23,24.54981
2022-09-24,15.74629
2022-09-25,17.71708
2022-09-26,38.02521
2022-09-27,30.90236
2022-09-28,32.21288
2022-09-29,29.16166
2022-09-30,31.2525
2022-10-01,20.34813
2022-10-02,18.68747
2022-10-03,24.29971
2022-10-04,35.24409
2022-10-05,30.89235
2022-10-06,35.94437
2022-10-07,29.15166
2022-10-08,15.24609
2022-10-09,15.29611
2022-10-10,19.7579
2022-10-11,28.32132
2022-10-12,24.95998
2022-10-13,22.93917
2022-10-14,27.501
2022-10-15,17.67707
2022-10-16,16.81672
2022-10-17,29.16166
2022-10-18,28.08123
2022-10-19,27.501
2022-10-20,25.28011
2022-10-21,28.89155
2022-10-22,20.27811
2022-10-23,20.72829
2022-10-24,36.84473
2022-10-25,39.80592
2022-10-26,31.19247
2022-10-27,30.67226
2022-10-28,31.07242
2022-10-29,19.17767
2022-10-30,18.73749
2022-10-31,33.93357
2022-11-01,34.22368
2022-11-02,31.97278
2022-11-03,33.20328
2022-11-04,32.15286
2022-11-05,21.18847
2022-11-06,22.40896
2022-11-07,33.78351
2022-11-08,47.17887
2022-11-09,57.73309
2022-11-10,54.55182
2022-11-11,66.11644
2022-11-12,30.80232
2022-11-13,28.35134
2022-11-14,54.0016
2022-11-15,51.06042
2022-11-16,44.82793
2022-11-17,42.33693
2022-11-18,40.47619
2022-11-19,22.58903
2022-11-20,22.35894
2022-11-21,41.84673
2022-11-22,39.45578
2022-11-23,36.34453
2022-11-24,38.23529
2022-11-25,35.87434
2022-11-26,21.72869
2022-11-27,22.84913
2022-11-28,36.43457
2022-11-29,37.16486
2022-11-30,36.56462
2022-12-01,43.38735
2022-12-02,34.89395
2022-12-03,19.98799
2022-12-04,23.48939
2022-12-05,37.23489
2022-12-06,37.92517
2022-12-07,36.0144
2022-12-08,35.79431
2022-12-09,36.44457
2022-12-10,23.62945
2022-12-11,23.87955
2022-12-12,37.58503
2022-12-13,37.43497
2022-12-14,39.34573
2022-12-15,36.7547
2022-12-16,32.59303
2022-12-17,21.94877
2022-12-18,23.02921
2022-12-19,33.24329
2022-12-20,36.23449
2022-12-21,36.67466
2022-12-22,37.72509
2022-12-23,33.41336
2022-12-24,22.63905
2022-12-25,22.45898
2022-12-26,38.23529
2022-12-27,39.35574
2022-12-28,39.16566
2022-12-29,37.18487
2022-12-30,35.79431
2022-12-31,24.37975
2023-01-01,24.65986
2023-01-02,43.33733
2023-01-03,45.2681
2023-01-04,43.14725
2023-01-05,39.12565
2023-01-06,42.68707
2023-01-07,27.70108
2023-01-08,28.93157
2023-01-09,51.84073
2023-01-10,51.68067
2023-01-11,49.67987
2023-01-12,48.14925
2023-01-13,45.41816
2023-01-14,32.503
2023-01-15,72.02881
2023-01-16,59.32372
2023-01-17,53.29131
2023-01-18,50.30012
2023-01-19,48.28931
2023-01-20,44.68787
2023-01-21,33.10324
2023-01-22,52.33093
2023-01-23,44.7679
2023-01-24,41.89675
2023-01-25,52.56102
2023-01-26,50.92036
2023-01-27,51.2705
2023-01-28,41.40656
2023-01-29,39.10564
2023-01-30,55.24209
2023-01-31,51.0204
2023-02-01,50.13005
2023-02-02,52.30092
2023-02-03,45.77831
2023-02-04,35.69427
2023-02-05,33.69347
2023-02-06,59.05362
2023-02-07,57.60304
2023-02-08,55.81232
2023-02-09,51.86074
2023-02-10,49.05962
2023-02-11,33.33333
2023-02-12,31.53261
2023-02-13,54.03161
2023-02-14,50.58023
2023-02-15,52.97118
2023-02-16,51.56062
2023-02-17,53.48139
2023-02-18,33.44337
2023-02-19,32.73309
2023-02-20,54.63185
2023-02-21,50.83033
2023-02-22,51.55062
2023-02-23,48.53941
2023-02-24,43.27731
2023-02-25,30.13205
2023-02-26,27.45098
2023-02-27,50.46018
2023-02-28,50.33013
2023-03-01,36.85474
2023-03-02,47.7691
2023-03-03,44.94797
2023-03-04,27.35094
2023-03-05,28.73149
2023-03-06,45.43817
2023-03-07,40.08603
2023-03-08,42.24689
2023-03-09,43.36734
2023-03-10,39.04561
2023-03-11,26.66066
2023-03-12,27.89115
2023-03-13,47.57903
2023-03-14,46.38855
2023-03-15,38.5054
2023-03-16,37.85514
2023-03-17,36.37454
2023-03-18,23.65946
2023-03-19,23.58943
2023-03-20,40.69627
2023-03-21,38.7555
2023-03-22,35.38415
2023-03-23,42.04681
2023-03-24,36.91476
2023-03-25,20.84833
2023-03-26,21.60864
2023-03-27,38.16526
2023-03-28,37.66506
2023-03-29,33.0132
2023-03-30,34.64385
2023-03-31,30.35214
2023-04-01,20.37815
2023-04-02,21.12845
2023-04-03,39.91596
2023-04-04,40.32613
2023-04-05,40.71628
2023-04-06,37.21488
2023-04-07,34.05362
2023-04-08,19.99799
2023-04-09,22.07883
2023-04-10,39.34573
2023-04-11,39.48579
2023-04-12,41.81672
2023-04-13,45.41816
2023-04-14,44.93797
2023-04-15,22.70908
2023-04-16,24.38975
2023-04-17,41.60664
2023-04-18,39.83593
2023-04-19,39.83593
2023-04-20,41.70668
2023-04-21,36.60464
2023-04-22,22.42897
2023-04-23,23.5094
2023-04-24,46.07843
2023-04-25,56.59263
2023-04-26,50.04001
2023-04-27,46.95878
2023-04-28,43.98759
2023-04-29,26.7507
2023-04-30,24.7599
2023-05-01,32.68307
2023-05-02,48.15926
2023-05-03,46.06842
2023-05-04,46.77871
2023-05-05,30.03201
2023-05-06,25.38015
2023-05-07,24.41976
2023-05-08,45.92837
2023-05-09,41.14645
2023-05-10,40.32613
2023-05-11,40.24609
2023-05-12,38.15526
2023-05-13,23.05922
2023-05-14,24.2597
2023-05-15,46.32853
2023-05-16,42.56702
2023-05-17,44.15766
2023-05-18,44.82793
2023-05-19,46.7587
2023-05-20,23.92957
2023-05-21,24.73989
2023-05-22,48.87955
2023-05-23,51.95078
2023-05-24,46.21848
2023-05-25,44.69787
2023-05-26,38.99559
2023-05-27,22.82913
2023-05-28,23.04921
2023-05-29,30.83233
