date,싱가포르환율
2020-03-20,16.09643
2020-03-21,5.98239
2020-03-22,5.43217
2020-03-23,13.03521
2020-03-24,10.44417
2020-03-25,11.07442
2020-03-26,12.04481
2020-03-27,9.99399
2020-03-28,4.36174
2020-03-29,4.70188
2020-03-30,9.49379
2020-03-31,9.5038
2020-04-01,8.24329
2020-04-02,7.513
2020-04-03,7.68307
2020-04-04,3.98159
2020-04-05,3.97158
2020-04-06,7.33293
2020-04-07,7.30292
2020-04-08,7.24289
2020-04-09,7.39295
2020-04-10,6.61264
2020-04-11,3.93157
2020-04-12,4.03161
2020-04-13,6.71268
2020-04-14,6.40256
2020-04-15,4.19167
2020-04-16,6.32252
2020-04-17,5.79231
2020-04-18,3.2613
2020-04-19,3.45138
2020-04-20,6.2725
2020-04-21,7.33293
2020-04-22,6.61264
2020-04-23,6.86274
2020-04-24,8.44337
2020-04-25,6.14245
2020-04-26,5.002
2020-04-27,7.45298
2020-04-28,6.67266
2020-04-29,6.74269
2020-04-30,5.07202
2020-05-01,3.93157
2020-05-02,3.34133
2020-05-03,3.48139
2020-05-04,6.15246
2020-05-05,4.58183
2020-05-06,7.24289
2020-05-07,5.5222
2020-05-08,5.07202
2020-05-09,3.20128
2020-05-10,2.7711
2020-05-11,5.43217
2020-05-12,5.84233
2020-05-13,5.45218
2020-05-14,5.39215
2020-05-15,5.2521
2020-05-16,2.98119
2020-05-17,3.04121
2020-05-18,5.22208
2020-05-19,5.72228
2020-05-20,5.43217
2020-05-21,5.97238
2020-05-22,5.61224
2020-05-23,3.31132
2020-05-24,3.65146
2020-05-25,6.07242
2020-05-26,6.18247
2020-05-27,5.85234
2020-05-28,6.7527
2020-05-29,6.7527
2020-05-30,4.19167
2020-05-31,3.22128
2020-06-01,7.31292
2020-06-02,6.57262
2020-06-03,5.97238
2020-06-04,6.16246
2020-06-05,6.03241
2020-06-06,3.20128
2020-06-07,3.17126
2020-06-08,6.28251
2020-06-09,6.86274
2020-06-10,7.44297
2020-06-11,6.40256
2020-06-12,5.62224
2020-06-13,3.07122
2020-06-14,2.501
2020-06-15,6.57262
2020-06-16,6.53261
2020-06-17,6.35254
2020-06-18,5.70228
2020-06-19,5.10204
2020-06-20,2.63105
2020-06-21,2.86114
2020-06-22,5.61224
2020-06-23,5.07202
2020-06-24,5.07202
2020-06-25,5.47218
2020-06-26,5.38215
2020-06-27,2.66106
2020-06-28,2.85114
2020-06-29,5.23209
2020-06-30,6.2725
2020-07-01,6.30252
2020-07-02,5.85234
2020-07-03,4.87194
2020-07-04,3.14125
2020-07-05,3.19127
2020-07-06,5.5222
2020-07-07,6.41256
2020-07-08,6.11244
2020-07-09,6.0224
2020-07-10,5.68227
2020-07-11,3.0012
2020-07-12,3.2713
2020-07-13,6.46258
2020-07-14,6.49259
2020-07-15,6.5226
2020-07-16,5.98239
2020-07-17,5.95238
2020-07-18,3.34133
2020-07-19,3.30132
2020-07-20,6.13245
2020-07-21,6.30252
2020-07-22,6.40256
2020-07-23,6.56262
2020-07-24,6.2525
2020-07-25,3.41136
2020-07-26,3.04121
2020-07-27,6.44257
2020-07-28,6.17246
2020-07-29,6.18247
2020-07-30,6.0124
2020-07-31,5.022
2020-08-01,3.15126
2020-08-02,2.85114
2020-08-03,5.7723
2020-08-04,5.88235
2020-08-05,5.56222
2020-08-06,5.98239
2020-08-07,5.64225
2020-08-08,3.61144
2020-08-09,2.94117
2020-08-10,5.5222
2020-08-11,5.59223
2020-08-12,5.61224
2020-08-13,6.0124
2020-08-14,4.91196
2020-08-15,2.95118
2020-08-16,3.47138
2020-08-17,4.60184
2020-08-18,5.64225
2020-08-19,5.5022
2020-08-20,5.69227
2020-08-21,5.73229
2020-08-22,3.13125
2020-08-23,3.18127
2020-08-24,5.32212
2020-08-25,5.81232
2020-08-26,6.17246
2020-08-27,5.67226
2020-08-28,5.63225
2020-08-29,3.89155
2020-08-30,3.54141
2020-08-31,7.86314
2020-09-01,8.13325
2020-09-02,6.83273
2020-09-03,6.22248
2020-09-04,6.11244
2020-09-05,3.83153
2020-09-06,4.0216
2020-09-07,6.96278
2020-09-08,6.58263
2020-09-09,6.47258
2020-09-10,6.32252
2020-09-11,5.96238
2020-09-12,3.44137
2020-09-13,3.97158
2020-09-14,5.96238
2020-09-15,5.7723
2020-09-16,6.06242
2020-09-17,5.7623
2020-09-18,6.59263
2020-09-19,3.24129
2020-09-20,3.10124
2020-09-21,7.14285
2020-09-22,6.0124
2020-09-23,6.2725
2020-09-24,5.99239
2020-09-25,5.45218
2020-09-26,2.99119
2020-09-27,2.55102
2020-09-28,5.89235
2020-09-29,5.21208
2020-09-30,4.11164
2020-10-01,3.42136
2020-10-02,3.48139
2020-10-03,3.12124
2020-10-04,2.99119
2020-10-05,6.96278
2020-10-06,6.06242
2020-10-07,5.48219
2020-10-08,6.08243
2020-10-09,3.7515
2020-10-10,3.40136
2020-10-11,3.58143
2020-10-12,6.37254
2020-10-13,5.99239
2020-10-14,6.13245
2020-10-15,5.2521
2020-10-16,4.44177
2020-10-17,3.60144
2020-10-18,3.08123
2020-10-19,6.0124
2020-10-20,6.74269
2020-10-21,6.63265
2020-10-22,7.85314
2020-10-23,7.68307
2020-10-24,4.71188
2020-10-25,4.72188
2020-10-26,8.22328
2020-10-27,8.09323
2020-10-28,7.513
2020-10-29,7.81312
2020-10-30,6.94277
2020-10-31,5.2521
2020-11-01,4.92196
2020-11-02,8.30332
2020-11-03,7.46298
2020-11-04,8.07322
2020-11-05,7.33293
2020-11-06,6.70268
2020-11-07,4.10164
2020-11-08,4.09163
2020-11-09,7.67306
2020-11-10,8.54341
2020-11-11,8.7735
2020-11-12,8.0032
2020-11-13,6.95278
2020-11-14,4.13165
2020-11-15,4.32172
2020-11-16,7.57302
2020-11-17,7.513
2020-11-18,7.55302
2020-11-19,6.53261
2020-11-20,6.15246
2020-11-21,3.90156
2020-11-22,3.80152
2020-11-23,7.19287
2020-11-24,7.08283
2020-11-25,8.03321
2020-11-26,7.2629
2020-11-27,7.87314
2020-11-28,4.55182
2020-11-29,4.40176
2020-11-30,7.45298
2020-12-01,7.65306
2020-12-02,7.24289
2020-12-03,7.61304
2020-12-04,8.56342
2020-12-05,4.46178
2020-12-06,4.36174
2020-12-07,8.03321
2020-12-08,8.67346
2020-12-09,6.99279
2020-12-10,7.14285
2020-12-11,6.80272
2020-12-12,4.39175
2020-12-13,4.48179
2020-12-14,7.44297
2020-12-15,7.38295
2020-12-16,6.45258
2020-12-17,7.10284
2020-12-18,7.11284
2020-12-19,4.0216
2020-12-20,4.36174
2020-12-21,8.04321
2020-12-22,8.62344
2020-12-23,7.43297
2020-12-24,6.91276
2020-12-25,4.21168
2020-12-26,4.35174
2020-12-27,4.21168
2020-12-28,7.2729
2020-12-29,7.60304
2020-12-30,7.30292
2020-12-31,5.73229
2021-01-01,3.99159
2021-01-02,4.06162
2021-01-03,4.43177
2021-01-04,8.23329
2021-01-05,7.95318
2021-01-06,6.90276
2021-01-07,7.88315
2021-01-08,7.10284
2021-01-09,4.16166
2021-01-10,4.42176
2021-01-11,7.81312
2021-01-12,6.73269
2021-01-13,6.95278
2021-01-14,7.21288
2021-01-15,6.45258
2021-01-16,3.99159
2021-01-17,4.0216
2021-01-18,6.91276
2021-01-19,6.7527
2021-01-20,7.15286
2021-01-21,6.85274
2021-01-22,6.41256
2021-01-23,3.93157
2021-01-24,4.0216
2021-01-25,7.06282
2021-01-26,6.40256
2021-01-27,6.95278
2021-01-28,7.86314
2021-01-29,6.79271
2021-01-30,4.36174
2021-01-31,4.2517
2021-02-01,7.2529
2021-02-02,6.7727
2021-02-03,6.68267
2021-02-04,6.2625
2021-02-05,6.5226
2021-02-06,3.94157
2021-02-07,3.53141
2021-02-08,6.43257
2021-02-09,5.95238
2021-02-10,5.98239
2021-02-11,3.90156
2021-02-12,3.5214
2021-02-13,3.14125
2021-02-14,5.15206
2021-02-15,6.69267
2021-02-16,6.61264
2021-02-17,6.09243
2021-02-18,5.54221
2021-02-19,5.57222
2021-02-20,3.7715
2021-02-21,3.2513
2021-02-22,6.67266
2021-02-23,6.37254
2021-02-24,6.46258
2021-02-25,7.21288
2021-02-26,7.66306
2021-02-27,4.12164
2021-02-28,3.38135
2021-03-01,5.65226
2021-03-02,7.15286
2021-03-03,6.82272
2021-03-04,6.66266
2021-03-05,6.73269
2021-03-06,3.62144
2021-03-07,3.59143
2021-03-08,6.2525
2021-03-09,6.68267
2021-03-10,7.33293
2021-03-11,6.5126
2021-03-12,5.89235
2021-03-13,3.92156
2021-03-14,3.65146
2021-03-15,6.0024
2021-03-16,6.35254
2021-03-17,6.31252
2021-03-18,5.7723
2021-03-19,5.40216
2021-03-20,3.33133
2021-03-21,3.47138
2021-03-22,6.20248
2021-03-23,5.69227
2021-03-24,6.44257
2021-03-25,6.47258
2021-03-26,6.0224
2021-03-27,3.7515
2021-03-28,3.59143
2021-03-29,6.66266
2021-03-30,5.85234
2021-03-31,5.93237
2021-04-01,6.46258
2021-04-02,5.34213
2021-04-03,3.64145
2021-04-04,3.67146
2021-04-05,6.43257
2021-04-06,6.67266
2021-04-07,6.57262
2021-04-08,6.15246
2021-04-09,5.66226
2021-04-10,3.92156
2021-04-11,3.78151
2021-04-12,6.39255
2021-04-13,6.38255
2021-04-14,6.82272
2021-04-15,6.40256
2021-04-16,5.39215
2021-04-17,4.2517
2021-04-18,3.91156
2021-04-19,6.63265
2021-04-20,7.29291
2021-04-21,7.19287
2021-04-22,6.17246
2021-04-23,6.11244
2021-04-24,3.41136
2021-04-25,3.71148
2021-04-26,6.0124
2021-04-27,6.31252
2021-04-28,5.96238
2021-04-29,6.08243
2021-04-30,5.59223
2021-05-01,3.41136
2021-05-02,3.41136
2021-05-03,6.43257
2021-05-04,6.44257
2021-05-05,5.66226
2021-05-06,5.55222
2021-05-07,5.06202
2021-05-08,3.45138
2021-05-09,2.99119
2021-05-10,5.82232
2021-05-11,6.42256
2021-05-12,6.44257
2021-05-13,6.21248
2021-05-14,5.90236
2021-05-15,3.2713
2021-05-16,3.35134
2021-05-17,6.22248
2021-05-18,6.03241
2021-05-19,3.80152
2021-05-20,5.73229
2021-05-21,5.12204
2021-05-22,3.22128
2021-05-23,3.12124
2021-05-24,5.40216
2021-05-25,5.47218
2021-05-26,5.15206
2021-05-27,5.78231
2021-05-28,4.83193
2021-05-29,3.35134
2021-05-30,3.42136
2021-05-31,5.65226
2021-06-01,6.44257
2021-06-02,6.0224
2021-06-03,4.99199
2021-06-04,4.47178
2021-06-05,3.0212
2021-06-06,3.2513
2021-06-07,5.37214
2021-06-08,5.38215
2021-06-09,5.74229
2021-06-10,5.49219
2021-06-11,4.62184
2021-06-12,2.83113
2021-06-13,2.63105
2021-06-14,5.21208
2021-06-15,4.92196
2021-06-16,4.45178
2021-06-17,5.34213
2021-06-18,4.7619
2021-06-19,2.69107
2021-06-20,2.48099
2021-06-21,4.72188
2021-06-22,5.04201
2021-06-23,5.2521
2021-06-24,5.44217
2021-06-25,5.19207
2021-06-26,2.71108
2021-06-27,2.62104
2021-06-28,5.14205
2021-06-29,4.68187
2021-06-30,5.74229
2021-07-01,5.19207
2021-07-02,4.36174
2021-07-03,2.73109
2021-07-04,2.501
2021-07-05,5.07202
2021-07-06,5.13205
2021-07-07,5.60224
2021-07-08,5.79231
2021-07-09,5.54221
2021-07-10,3.19127
2021-07-11,2.7611
2021-07-12,5.29211
2021-07-13,4.66186
2021-07-14,5.06202
2021-07-15,4.68187
2021-07-16,4.81192
2021-07-17,2.70108
2021-07-18,2.65106
2021-07-19,4.88195
2021-07-20,5.10204
2021-07-21,5.33213
2021-07-22,5.5222
2021-07-23,5.48219
2021-07-24,3.29131
2021-07-25,3.12124
2021-07-26,5.31212
2021-07-27,6.16246
2021-07-28,5.73229
2021-07-29,5.44217
2021-07-30,4.99199
2021-07-31,3.13125
2021-08-01,2.85114
2021-08-02,5.48219
2021-08-03,5.65226
2021-08-04,5.57222
2021-08-05,5.71228
2021-08-06,5.2521
2021-08-07,3.10124
2021-08-08,2.66106
2021-08-09,4.93197
2021-08-10,5.74229
2021-08-11,6.39255
2021-08-12,7.60304
2021-08-13,7.05282
2021-08-14,4.30172
2021-08-15,3.67146
2021-08-16,5.41216
2021-08-17,8.68347
2021-08-18,7.7531
2021-08-19,8.23329
2021-08-20,7.41296
2021-08-21,3.90156
2021-08-22,3.63145
2021-08-23,7.82312
2021-08-24,7.03281
2021-08-25,7.22288
2021-08-26,7.0028
2021-08-27,7.2529
2021-08-28,3.68147
2021-08-29,3.30132
2021-08-30,6.68267
2021-08-31,6.78271
2021-09-01,6.87274
2021-09-02,6.03241
2021-09-03,5.60224
2021-09-04,3.20128
2021-09-05,3.38135
2021-09-06,5.74229
2021-09-07,6.49259
2021-09-08,6.61264
2021-09-09,7.32292
2021-09-10,6.21248
2021-09-11,3.53141
2021-09-12,3.2713
2021-09-13,7.21288
2021-09-14,6.93277
2021-09-15,6.72268
2021-09-16,6.81272
2021-09-17,5.71228
2021-09-18,3.47138
2021-09-19,3.24129
2021-09-20,5.39215
2021-09-21,4.78191
2021-09-22,5.04201
2021-09-23,7.64305
2021-09-24,6.97278
2021-09-25,3.80152
