date,아파트실거래가조회
2020-08-04,83.24453
2020-08-05,76.76668
2020-08-06,78.45625
2020-08-07,76.44419
2020-08-08,57.64161
2020-08-09,54.82333
2020-08-10,83.41278
2020-08-11,86.61665
2020-08-12,85.19349
2020-08-13,84.87801
2020-08-14,71.62787
2020-08-15,52.60796
2020-08-16,50.08412
2020-08-17,63.91615
2020-08-18,76.2549
2020-08-19,76.95597
2020-08-20,77.62899
2020-08-21,75.68704
2020-08-22,61.12591
2020-08-23,53.05664
2020-08-24,80.45429
2020-08-25,76.5844
2020-08-26,78.86988
2020-08-27,74.65647
2020-08-28,68.01037
2020-08-29,58.86848
2020-08-30,50.60992
2020-08-31,76.03056
2020-09-01,76.89988
2020-09-02,72.25883
2020-09-03,71.43157
2020-09-04,67.22518
2020-09-05,56.63208
2020-09-06,54.33258
2020-09-07,78.51934
2020-09-08,80.05468
2020-09-09,71.45961
2020-09-10,68.59927
2020-09-11,66.31379
2020-09-12,52.85333
2020-09-13,49.83875
2020-09-14,72.72153
2020-09-15,76.66853
2020-09-16,77.75518
2020-09-17,70.75154
2020-09-18,65.07992
2020-09-19,52.34856
2020-09-20,47.72153
2020-09-21,71.19321
2020-09-22,69.60179
2020-09-23,62.69629
2020-09-24,63.58665
2020-09-25,57.62759
2020-09-26,47.60936
2020-09-27,47.5042
2020-09-28,67.82809
2020-09-29,56.05019
2020-09-30,41.27173
2020-10-01,38.54458
2020-10-02,44.84015
2020-10-03,44.56674
2020-10-04,49.06057
2020-10-05,77.97952
2020-10-06,74.348
2020-10-07,71.13011
2020-10-08,70.99691
2020-10-09,56.81435
2020-10-10,53.295
2020-10-11,50.86932
2020-10-12,86.30818
2020-10-13,76.99102
2020-10-14,76.76668
2020-10-15,79.97756
2020-10-16,71.48766
2020-10-17,57.09478
2020-10-18,51.26892
2020-10-19,79.33258
2020-10-20,76.08665
2020-10-21,81.22546
2020-10-22,78.72966
2020-10-23,74.97896
2020-10-24,58.10431
2020-10-25,51.24088
2020-10-26,81.32361
2020-10-27,88.0959
2020-10-28,83.81239
2020-10-29,73.47167
2020-10-30,61.75687
2020-10-31,55.08272
2020-11-01,49.76163
2020-11-02,67.14806
2020-11-03,72.37801
2020-11-04,71.69097
2020-11-05,76.92793
2020-11-06,64.3438
2020-11-07,54.11525
2020-11-08,48.52075
2020-11-09,62.91362
2020-11-10,62.31772
2020-11-11,68.45905
2020-11-12,73.01598
2020-11-13,69.05496
2020-11-14,57.78883
2020-11-15,58.8194
2020-11-16,69.57375
2020-11-17,77.45372
2020-11-18,87.73836
2020-11-19,87.71733
2020-11-20,76.17077
2020-11-21,68.47307
2020-11-22,63.08889
2020-11-23,75.56085
2020-11-24,77.2434
2020-11-25,72.04851
2020-11-26,69.13909
2020-11-27,66.47504
2020-11-28,62.71733
2020-11-29,58.47588
2020-11-30,71.99943
2020-12-01,72.48317
2020-12-02,71.63488
2020-12-03,77.636
2020-12-04,68.44503
2020-12-05,62.16348
2020-12-06,58.72826
2020-12-07,69.94531
2020-12-08,66.68536
2020-12-09,67.51962
2020-12-10,81.33763
2020-12-11,77.79725
2020-12-12,65.4655
2020-12-13,62.46494
2020-12-14,71.98541
2020-12-15,69.06898
2020-12-16,74.44615
2020-12-17,78.99607
2020-12-18,71.4526
2020-12-19,64.18255
2020-12-20,55.96606
2020-12-21,61.73583
2020-12-22,65.15703
2020-12-23,63.29921
2020-12-24,62.38782
2020-12-25,59.40128
2020-12-26,56.40773
2020-12-27,58.56001
2020-12-28,70.87072
2020-12-29,69.51766
2020-12-30,68.56421
2020-12-31,61.60263
2021-01-01,58.74228
2021-01-02,55.15984
2021-01-03,59.93409
2021-01-04,70.5272
2021-01-05,71.01794
2021-01-06,67.15507
2021-01-07,64.14049
2021-01-08,64.4139
2021-01-09,58.67218
2021-01-10,56.2535
2021-01-11,63.50953
2021-01-12,64.0143
2021-01-13,68.29781
2021-01-14,72.371
2021-01-15,68.31884
2021-01-16,62.66825
2021-01-17,55.39119
2021-01-18,62.86455
2021-01-19,66.31379
2021-01-20,60.41082
2021-01-21,69.64385
2021-01-22,62.64722
2021-01-23,60.85249
2021-01-24,55.88895
2021-01-25,66.80454
2021-01-26,67.58973
2021-01-27,70.10656
2021-01-28,66.16657
2021-01-29,61.39231
2021-01-30,60.08132
2021-01-31,58.51093
2021-02-01,72.74256
2021-02-02,72.65143
2021-02-03,64.51906
2021-02-04,63.90213
2021-02-05,58.87549
2021-02-06,57.01065
2021-02-07,58.09029
2021-02-08,63.45344
2021-02-09,61.189
2021-02-10,55.32108
2021-02-11,53.17582
2021-02-12,48.21929
2021-02-13,50.05608
2021-02-14,51.8438
2021-02-15,68.55019
2021-02-16,65.69685
2021-02-17,65.71088
2021-02-18,67.33735
2021-02-19,58.88951
2021-02-20,58.39175
2021-02-21,55.78379
2021-02-22,73.80117
2021-02-23,74.39708
2021-02-24,65.24817
2021-02-25,64.50504
2021-02-26,58.20246
2021-02-27,56.03617
2021-02-28,51.59141
2021-03-01,56.56898
2021-03-02,62.21256
2021-03-03,60.31968
2021-03-04,56.23948
2021-03-05,50.93241
2021-03-06,49.30594
2021-03-07,47.95288
2021-03-08,54.66909
2021-03-09,54.86539
2021-03-10,55.10375
2021-03-11,55.10375
2021-03-12,50.91839
2021-03-13,45.94083
2021-03-14,46.19321
2021-03-15,67.86315
2021-03-16,88.74789
2021-03-17,67.88418
2021-03-18,60.18648
2021-03-19,58.98065
2021-03-20,52.2434
2021-03-21,59.55552
2021-03-22,66.46102
2021-03-23,62.1775
2021-03-24,63.12394
2021-03-25,53.58244
2021-03-26,48.62591
2021-03-27,49.2148
2021-03-28,46.87324
2021-03-29,53.77173
2021-03-30,53.45625
2021-03-31,49.76163
2021-04-01,50.73611
2021-04-02,46.37549
2021-04-03,45.54122
2021-04-04,44.55973
2021-04-05,52.69209
2021-04-06,54.13628
2021-04-07,51.62647
2021-04-08,47.57431
2021-04-09,45.41503
2021-04-10,45.49214
2021-04-11,40.52159
2021-04-12,48.89231
2021-04-13,51.65451
2021-04-14,46.73303
2021-04-15,49.55131
2021-04-16,44.61581
2021-04-17,42.28827
2021-04-18,39.29472
2021-04-19,47.45513
2021-04-20,48.07908
2021-04-21,45.29584
2021-04-22,44.58076
2021-04-23,43.19265
2021-04-24,40.4655
2021-04-25,40.3954
2021-04-26,50.28042
2021-04-27,48.50673
2021-04-28,49.08861
2021-04-29,47.33595
2021-04-30,40.73892
2021-05-01,38.53757
2021-05-02,34.52047
2021-05-03,40.59871
2021-05-04,41.88867
2021-05-05,40.10796
2021-05-06,44.09702
2021-05-07,40.78098
2021-05-08,39.17554
2021-05-09,40.34632
2021-05-10,45.78659
2021-05-11,43.93578
2021-05-12,47.7636
2021-05-13,45.42905
2021-05-14,42.94026
2021-05-15,38.20106
2021-05-16,38.65675
2021-05-17,41.53112
2021-05-18,42.72994
2021-05-19,41.25771
2021-05-20,45.66741
2021-05-21,42.7019
2021-05-22,37.67526
2021-05-23,38.82501
2021-05-24,44.74901
2021-05-25,43.79556
2021-05-26,42.73696
2021-05-27,44.69994
2021-05-28,40.97027
2021-05-29,38.18704
2021-05-30,37.36679
2021-05-31,46.06001
2021-06-01,46.34744
2021-06-02,43.86567
2021-06-03,53.4212
2021-06-04,41.1245
2021-06-05,37.11441
2021-06-06,37.90661
2021-06-07,45.49915
2021-06-08,40.75995
2021-06-09,41.68536
2021-06-10,42.19012
2021-06-11,41.36287
2021-06-12,37.46494
2021-06-13,33.72125
2021-06-14,41.62226
2021-06-15,42.49859
2021-06-16,42.08496
2021-06-17,41.41194
2021-06-18,43.71144
2021-06-19,52.09618
2021-06-20,35.52299
2021-06-21,41.62226
2021-06-22,44.11805
2021-06-23,42.61076
2021-06-24,44.9383
2021-06-25,39.33679
2021-06-26,38.818
2021-06-27,36.24509
2021-06-28,48.66797
2021-06-29,43.32585
2021-06-30,45.95485
2021-07-01,42.106
2021-07-02,41.73443
2021-07-03,38.97223
2021-07-04,42.22518
2021-07-05,44.15311
2021-07-06,43.26275
2021-07-07,41.49607
2021-07-08,44.8051
2021-07-09,38.36231
2021-07-10,37.3037
2021-07-11,38.4885
2021-07-12,43.90773
2021-07-13,45.00841
2021-07-14,42.48457
2021-07-15,41.3839
2021-07-16,42.56169
2021-07-17,41.56618
2021-07-18,37.47195
2021-07-19,42.69489
2021-07-20,42.75799
2021-07-21,43.67638
2021-07-22,52.46775
2021-07-23,43.13656
2021-07-24,38.83202
2021-07-25,34.6747
2021-07-26,41.8466
2021-07-27,41.9798
2021-07-28,43.43101
2021-07-29,44.37745
2021-07-30,39.09842
2021-07-31,37.35277
2021-08-01,31.80033
2021-08-02,38.19405
2021-08-03,40.80902
2021-08-04,39.8696
2021-08-05,47.07655
2021-08-06,42.87016
2021-08-07,40.67582
2021-08-08,35.8595
2021-08-09,43.76752
2021-08-10,45.83567
2021-08-11,45.09254
2021-08-12,49.69153
2021-08-13,44.81211
2021-08-14,42.33735
2021-08-15,39.84155
2021-08-16,45.87072
2021-08-17,47.93886
2021-08-18,53.14077
2021-08-19,51.96999
2021-08-20,47.55328
2021-08-21,39.65928
2021-08-22,39.75042
2021-08-23,50.02103
2021-08-24,46.5157
2021-08-25,45.08553
2021-08-26,47.09057
2021-08-27,43.74649
2021-08-28,41.22265
2021-08-29,44.01991
2021-08-30,48.21929
2021-08-31,46.34744
2021-09-01,46.44559
2021-09-02,51.39512
2021-09-03,43.96382
2021-09-04,41.67835
2021-09-05,38.97924
2021-09-06,42.94026
2021-09-07,46.5157
2021-09-08,42.84212
2021-09-09,43.37492
2021-09-10,43.61329
2021-09-11,37.5
2021-09-12,40.12198
2021-09-13,40.03785
2021-09-14,40.14301
2021-09-15,42.8351
2021-09-16,42.72994
2021-09-17,36.80594
2021-09-18,34.56253
2021-09-19,32.97812
2021-09-20,32.17891
2021-09-21,37.03028
2021-09-22,42.19713
2021-09-23,46.16517
2021-09-24,44.63684
2021-09-25,42.51962
2021-09-26,39.8696
2021-09-27,45.41503
2021-09-28,45.58328
2021-09-29,45.58328
2021-09-30,44.22321
2021-10-01,42.5687
2021-10-02,39.18956
2021-10-03,36.54655
2021-10-04,43.97784
2021-10-05,45.49915
2021-10-06,44.90325
2021-10-07,43.76051
2021-10-08,39.44896
2021-10-09,34.16993
2021-10-10,33.14638
2021-10-11,39.89764
2021-10-12,39.99579
2021-10-13,43.31884
2021-10-14,46.29136
2021-10-15,41.21564
2021-10-16,34.70975
2021-10-17,30.29304
2021-10-18,35.55804
2021-10-19,39.44896
2021-10-20,37.02327
2021-10-21,36.17498
2021-10-22,35.17947
2021-10-23,31.75126
2021-10-24,33.65816
2021-10-25,42.46354
2021-10-26,39.77846
2021-10-27,37.91362
2021-10-28,36.68676
2021-10-29,37.20555
2021-10-30,30.87492
2021-10-31,32.85193
2021-11-01,38.5586
2021-11-02,39.58216
2021-11-03,36.75687
2021-11-04,37.47896
2021-11-05,35.71228
2021-11-06,35.09534
2021-11-07,32.64161
2021-11-08,35.10936
2021-11-09,36.82697
2021-11-10,36.59562
2021-11-11,35.95765
2021-11-12,31.50588
2021-11-13,31.49887
2021-11-14,31.59001
2021-11-15,35.8595
2021-11-16,37.45092
2021-11-17,34.85698
2021-11-18,34.27509
2021-11-19,31.67414
2021-11-20,30.37016
2021-11-21,30.7277
2021-11-22,33.51794
2021-11-23,30.924
2021-11-24,30.5314
2021-11-25,31.37268
2021-11-26,30.32809
2021-11-27,28.77173
2021-11-28,29.29753
2021-11-29,34.0157
2021-11-30,33.97363
2021-12-01,29.12226
2021-12-02,29.90745
2021-12-03,29.10824
2021-12-04,26.11469
2021-12-05,27.64301
2021-12-06,31.77229
2021-12-07,33.11132
2021-12-08,36.68676
2021-12-09,31.01514
2021-12-10,30.5945
2021-12-11,30.65058
2021-12-12,27.05412
2021-12-13,30.16685
2021-12-14,27.58693
2021-12-15,29.26948
2021-12-16,29.97055
2021-12-17,29.05916
2021-12-18,26.98401
2021-12-19,26.94896
2021-12-20,32.29108
2021-12-21,27.65703
2021-12-22,29.1503
2021-12-23,30.39119
2021-12-24,24.10263
2021-12-25,24.10263
2021-12-26,26.00252
2021-12-27,28.83482
2021-12-28,29.7392
2021-12-29,27.70611
2021-12-30,27.7692
2021-12-31,22.90381
2022-01-01,22.9669
2022-01-02,27.73415
2022-01-03,28.81379
2022-01-04,28.43522
2022-01-05,28.31604
2022-01-06,29.48681
2022-01-07,29.35361
2022-01-08,26.44419
2022-01-09,29.53589
2022-01-10,28.18283
2022-01-11,26.40914
2022-01-12,28.12675
2022-01-13,29.40269
2022-01-14,27.5659
2022-01-15,31.4498
2022-01-16,25.93241
2022-01-17,30.27201
2022-01-18,33.58104
2022-01-19,30.97307
2022-01-20,34.05776
2022-01-21,29.90044
2022-01-22,32.19994
2022-01-23,27.97952
2022-01-24,39.70835
2022-01-25,34.19097
2022-01-26,30.4613
2022-01-27,32.28407
2022-01-28,27.32052
2022-01-29,24.76163
2022-01-30,20.40802
2022-01-31,20.96887
2022-02-01,22.03449
2022-02-02,25.65199
2022-02-03,36.13993
2022-02-04,35.90858
2022-02-05,30.11777
2022-02-06,26.88586
2022-02-07,34.30314
2022-02-08,32.28407
2022-02-09,29.0802
2022-02-10,31.74425
2022-02-11,26.09366
2022-02-12,25.3996
2022-02-13,26.66152
2022-02-14,26.82978
2022-02-15,27.67807
2022-02-16,24.33398
2022-02-17,26.07263
2022-02-18,24.38306
2022-02-19,24.50224
2022-02-20,25.48373
2022-02-21,24.57936
2022-02-22,23.32445
2022-02-23,25.97448
2022-02-24,23.4226
2022-02-25,21.76107
2022-02-26,22.53224
2022-02-27,21.11609
2022-02-28,22.95989
2022-03-01,28.41418
2022-03-02,21.69097
2022-03-03,24.34099
2022-03-04,21.37549
2022-03-05,21.08104
2022-03-06,20.4641
2022-03-07,21.41755
2022-03-08,22.29388
2022-03-09,18.31183
2022-03-10,22.41306
2022-03-11,22.04851
2022-03-12,23.20527
2022-03-13,22.91082
2022-03-14,23.96242
2022-03-15,25.47672
2022-03-16,23.62591
2022-03-17,22.01346
2022-03-18,22.12563
2022-03-19,21.95737
2022-03-20,20.70246
2022-03-21,22.53224
2022-03-22,23.05103
2022-03-23,29.73219
2022-03-24,24.01149
2022-03-25,22.24481
2022-03-26,21.10908
2022-03-27,22.1747
2022-03-28,24.06758
2022-03-29,23.87829
2022-03-30,22.93886
2022-03-31,25.16124
2022-04-01,22.25182
2022-04-02,21.47363
2022-04-03,20.19068
2022-04-04,24.4742
2022-04-05,24.76864
2022-04-06,21.8452
2022-04-07,21.69798
2022-04-08,22.72854
2022-04-09,20.69545
2022-04-10,18.71144
2022-04-11,21.22826
2022-04-12,21.75406
2022-04-13,21.93634
2022-04-14,23.34548
2022-04-15,20.30987
2022-04-16,19.17414
2022-04-17,20.96887
2022-04-18,22.71452
2022-04-19,22.71452
2022-04-20,23.53477
2022-04-21,21.59282
2022-04-22,21.08104
2022-04-23,19.04094
2022-04-24,19.72798
2022-04-25,22.25182
2022-04-26,26.71761
2022-04-27,25.40661
2022-04-28,24.5443
2022-04-29,20.401
2022-04-30,20.80762
2022-05-01,18.20667
2022-05-02,21.26332
2022-05-03,20.60431
2022-05-04,20.02243
2022-05-05,21.82417
2022-05-06,20.91278
2022-05-07,18.84464
2022-05-08,19.42652
2022-05-09,23.23331
2022-05-10,22.95989
2022-05-11,22.371
2022-05-12,24.29192
2022-05-13,19.15311
2022-05-14,18.49411
2022-05-15,16.32781
2022-05-16,22.65844
2022-05-17,23.66797
2022-05-18,23.48569
2022-05-19,23.20527
2022-05-20,21.43157
2022-05-21,19.20218
2022-05-22,17.93325
2022-05-23,21.26332
2022-05-24,20.98289
2022-05-25,22.5042
2022-05-26,21.76808
2022-05-27,22.47616
2022-05-28,20.89175
2022-05-29,21.93634
2022-05-30,22.34296
2022-05-31,23.92035
2022-06-01,22.27285
2022-06-02,20.2678
2022-06-03,20.63937
2022-06-04,19.65086
2022-06-05,19.04094
2022-06-06,25.36455
2022-06-07,22.87577
2022-06-08,22.06253
2022-06-09,23.07206
2022-06-10,22.51121
2022-06-11,19.39848
2022-06-12,22.79164
2022-06-13,27.47476
2022-06-14,22.51121
2022-06-15,23.08609
2022-06-16,22.32893
2022-06-17,22.56029
2022-06-18,18.46606
2022-06-19,19.30734
2022-06-20,22.45513
2022-06-21,22.26584
2022-06-22,20.16965
2022-06-23,19.4125
2022-06-24,18.99186
2022-06-25,16.68536
2022-06-26,18.73247
2022-06-27,19.13208
2022-06-28,20.48513
2022-06-29,19.24425
2022-06-30,19.8051
2022-07-01,18.11553
2022-07-02,16.56618
2022-07-03,17.33034
2022-07-04,21.57879
2022-07-05,21.24929
2022-07-06,19.81912
2022-07-07,19.57375
2022-07-08,20.16264
2022-07-09,17.92624
2022-07-10,20.9899
2022-07-11,21.5157
2022-07-12,21.81015
2022-07-13,22.34997
2022-07-14,22.39904
2022-07-15,24.6775
2022-07-16,18.99887
2022-07-17,19.74901
2022-07-18,21.43157
2022-07-19,20.08553
2022-07-20,19.65086
2022-07-21,21.28435
2022-07-22,18.80959
2022-07-23,18.72546
2022-07-24,18.12955
2022-07-25,19.38446
2022-07-26,18.15058
2022-07-27,17.14105
2022-07-28,18.35389
2022-07-29,19.13909
2022-07-30,16.68536
2022-07-31,18.84464
2022-08-01,20.71648
2022-08-02,20.27481
2022-08-03,21.20723
2022-08-04,20.11357
2022-08-05,19.20218
2022-08-06,18.31183
2022-08-07,19.58777
2022-08-08,19.88222
2022-08-09,14.86259
2022-08-10,16.68536
2022-08-11,16.97279
2022-08-12,25.25238
2022-08-13,17.72994
2022-08-14,17.20415
2022-08-15,19.49663
2022-08-16,27.98653
2022-08-17,18.51514
2022-08-18,20.97588
2022-08-19,20.19068
2022-08-20,17.8982
2022-08-21,19.01289
2022-08-22,21.76107
2022-08-23,21.19321
2022-08-24,18.10151
2022-08-25,17.19713
2022-08-26,21.85922
2022-08-27,19.98738
2022-08-28,19.17414
2022-08-29,17.80005
2022-08-30,17.82108
2022-08-31,18.95681
2022-09-01,19.5457
2022-09-02,20.82865
2022-09-03,20.82164
2022-09-04,18.16461
2022-09-05,18.31884
2022-09-06,17.57571
2022-09-07,16.41194
2022-09-08,17.73696
2022-09-09,17.58272
2022-09-10,16.36287
2022-09-11,17.86315
2022-09-12,20.87072
2022-09-13,25.7922
2022-09-14,24.90886
2022-09-15,27.08917
2022-09-16,25.08412
2022-09-17,24.43213
2022-09-18,21.41755
2022-09-19,22.7005
2022-09-20,21.83118
2022-09-21,25.10515
2022-09-22,23.34548
2022-09-23,21.2563
2022-09-24,21.37549
2022-09-25,18.99186
2022-09-26,22.42708
2022-09-27,21.75406
2022-09-28,22.70751
2022-09-29,22.03449
2022-09-30,18.53617
2022-10-01,16.66432
2022-10-02,17.07094
2022-10-03,18.02439
2022-10-04,17.56169
2022-10-05,17.32333
2022-10-06,16.8466
2022-10-07,15.66881
2022-10-08,15.57767
2022-10-09,14.65227
2022-10-10,17.35137
2022-10-11,16.97279
2022-10-12,18.31183
2022-10-13,18.89371
2022-10-14,17.49859
2022-10-15,22.09758
2022-10-16,17.70891
2022-10-17,19.26528
2022-10-18,18.72546
2022-10-19,19.06898
2022-10-20,20.80061
2022-10-21,19.63684
2022-10-22,15.84408
2022-10-23,17.59674
2022-10-24,16.59422
2022-10-25,15.36735
2022-10-26,16.78351
2022-10-27,17.12703
2022-10-28,15.43045
2022-10-29,14.56814
2022-10-30,12.21957
2022-10-31,14.61721
2022-11-01,16.73443
2022-11-02,17.02187
2022-11-03,17.98934
2022-11-04,16.32781
2022-11-05,15.15002
2022-11-06,16.49607
2022-11-07,17.20415
2022-11-08,16.27173
2022-11-09,18.17863
2022-11-10,17.31632
2022-11-11,16.18059
2022-11-12,14.94671
2022-11-13,15.10796
2022-11-14,17.85614
2022-11-15,19.59478
2022-11-16,18.94279
2022-11-17,17.29528
2022-11-18,16.29977
2022-11-19,16.19461
2022-11-20,19.46859
2022-11-21,17.82809
2022-11-22,18.74649
2022-11-23,18.0314
2022-11-24,17.85614
2022-11-25,17.80706
2022-11-26,17.42849
2022-11-27,16.59422
2022-11-28,18.53617
2022-11-29,16.07543
2022-11-30,14.7434
2022-12-01,17.48457
2022-12-02,14.68031
2022-12-03,12.54907
2022-12-04,14.07038
2022-12-05,16.34885
2022-12-06,15.83006
2022-12-07,16.20162
2022-12-08,16.69237
2022-12-09,16.63628
2022-12-10,16.87464
2022-12-11,16.21564
2022-12-12,20.1346
2022-12-13,21.67694
2022-12-14,21.77509
2022-12-15,19.31435
2022-12-16,21.09506
2022-12-17,19.19517
2022-12-18,18.95681
2022-12-19,19.75602
2022-12-20,21.03196
2022-12-21,19.75602
2022-12-22,18.424
2022-12-23,18.10151
2022-12-24,17.5687
2022-12-25,18.14357
2022-12-26,17.72994
2022-12-27,19.1461
2022-12-28,17.63881
2022-12-29,18.52916
2022-12-30,16.70639
2022-12-31,15.57767
2023-01-01,16.57319
2023-01-02,18.71144
2023-01-03,19.85417
2023-01-04,18.70443
2023-01-05,19.55272
2023-01-06,18.43802
2023-01-07,16.39792
2023-01-08,19.20919
2023-01-09,19.32837
2023-01-10,19.25126
2023-01-11,19.00588
2023-01-12,18.68339
2023-01-13,18.59927
2023-01-14,17.20415
2023-01-15,16.01934
2023-01-16,19.12507
2023-01-17,20.2678
2023-01-18,19.68592
2023-01-19,17.58272
2023-01-20,15.17807
2023-01-21,14.8065
2023-01-22,14.43494
2023-01-23,17.68087
2023-01-24,19.97335
2023-01-25,22.16769
2023-01-26,23.02299
2023-01-27,21.35445
2023-01-28,21.64189
2023-01-29,21.42456
2023-01-30,21.80314
2023-01-31,21.81015
2023-02-01,21.28435
2023-02-02,19.12507
2023-02-03,19.11805
2023-02-04,19.46859
2023-02-05,18.65535
2023-02-06,21.13011
2023-02-07,21.36848
2023-02-08,19.29332
2023-02-09,19.92428
2023-02-10,19.16713
2023-02-11,18.82361
2023-02-12,20.65339
2023-02-13,21.17218
2023-02-14,21.20723
2023-02-15,19.58777
2023-02-16,22.22378
2023-02-17,18.91475
2023-02-18,17.66685
2023-02-19,18.59927
2023-02-20,19.94531
2023-02-21,19.99439
2023-02-22,19.12507
2023-02-23,19.91026
2023-02-24,16.51009
2023-02-25,15.61974
2023-02-26,15.80902
2023-02-27,16.34885
2023-02-28,16.46803
2023-03-01,16.81155
2023-03-02,17.27425
2023-03-03,16.13151
2023-03-04,15.75294
2023-03-05,15.20611
2023-03-06,16.98681
2023-03-07,17.42148
2023-03-08,17.35838
2023-03-09,17.5056
2023-03-10,15.80201
2023-03-11,18.63432
2023-03-12,15.95625
2023-03-13,18.74649
2023-03-14,18.17162
2023-03-15,15.47952
2023-03-16,15.89315
2023-03-17,16.76247
2023-03-18,15.19209
2023-03-19,14.61721
2023-03-20,18.86567
2023-03-21,18.31183
2023-03-22,18.35389
2023-03-23,19.33538
2023-03-24,16.18059
2023-03-25,15.38137
2023-03-26,15.80902
2023-03-27,17.21817
2023-03-28,16.80454
2023-03-29,15.74593
2023-03-30,16.9097
2023-03-31,15.58468
2023-04-01,12.80846
2023-04-02,12.12843
2023-04-03,15.5286
2023-04-04,15.94924
2023-04-05,16.08244
2023-04-06,14.78547
2023-04-07,14.68732
2023-04-08,13.91615
2023-04-09,13.53757
2023-04-10,16.81856
2023-04-11,17.21116
2023-04-12,16.79052
2023-04-13,16.55916
2023-04-14,14.35081
2023-04-15,14.477
2023-04-16,14.02832
2023-04-17,16.86763
2023-04-18,16.79753
2023-04-19,16.78351
2023-04-20,15.94924
2023-04-21,15.40942
2023-04-22,13.4254
2023-04-23,14.19657
2023-04-24,16.48205
2023-04-25,16.37689
2023-04-26,15.31127
2023-04-27,16.01934
2023-04-28,14.82753
2023-04-29,15.08693
2023-04-30,13.80398
2023-05-01,15.97728
2023-05-02,17.09899
2023-05-03,16.08945
2023-05-04,16.29276
2023-05-05,14.58917
2023-05-06,14.39287
2023-05-07,14.8696
2023-05-08,17.82108
2023-05-09,18.21368
2023-05-10,17.40745
2023-05-11,17.92624
2023-05-12,16.30678
2023-05-13,15.20611
2023-05-14,14.35782
2023-05-15,18.30482
2023-05-16,18.03841
2023-05-17,16.88166
2023-05-18,17.82809
2023-05-19,17.82809
2023-05-20,15.01682
2023-05-21,13.40437
2023-05-22,17.54767
2023-05-23,17.44251
2023-05-24,16.66432
2023-05-25,16.78351
2023-05-26,16.67835
2023-05-27,13.36231
2023-05-28,14.31575
