date,1가구2주택취득세
2020-03-20,1.11005
2020-03-21,0.91975
2020-03-22,0.95147
2020-03-23,1.07833
2020-03-24,0.88804
2020-03-25,1.14176
2020-03-26,1.23691
2020-03-27,0.95147
2020-03-28,0.57088
2020-03-29,0.69774
2020-03-30,1.36378
2020-03-31,1.33206
2020-04-01,1.30034
2020-04-02,0.82461
2020-04-03,1.26863
2020-04-04,0.57088
2020-04-05,0.95147
2020-04-06,0.66603
2020-04-07,0.79289
2020-04-08,0.88804
2020-04-09,1.07833
2020-04-10,0.76117
2020-04-11,0.76117
2020-04-12,0.72946
2020-04-13,1.2052
2020-04-14,0.88804
2020-04-15,0.53916
2020-04-16,1.30034
2020-04-17,1.17348
2020-04-18,0.98319
2020-04-19,1.14176
2020-04-20,1.39549
2020-04-21,1.33206
2020-04-22,1.39549
2020-04-23,1.77608
2020-04-24,1.04662
2020-04-25,0.76117
2020-04-26,0.88804
2020-04-27,1.17348
2020-04-28,1.39549
2020-04-29,1.36378
2020-04-30,0.6026
2020-05-01,1.30034
2020-05-02,0.82461
2020-05-03,0.63431
2020-05-04,1.14176
2020-05-05,0.72946
2020-05-06,1.17348
2020-05-07,1.23691
2020-05-08,1.55407
2020-05-09,0.79289
2020-05-10,0.85632
2020-05-11,1.30034
2020-05-12,1.17348
2020-05-13,1.2052
2020-05-14,0.98319
2020-05-15,0.79289
2020-05-16,0.79289
2020-05-17,1.07833
2020-05-18,1.68093
2020-05-19,1.64922
2020-05-20,1.83951
2020-05-21,1.68093
2020-05-22,1.33206
2020-05-23,1.30034
2020-05-24,1.58579
2020-05-25,2.18839
2020-05-26,1.68093
2020-05-27,1.83951
2020-05-28,1.93466
2020-05-29,1.55407
2020-05-30,0.76117
2020-05-31,1.14176
2020-06-01,1.77608
2020-06-02,1.42721
2020-06-03,1.26863
2020-06-04,1.42721
2020-06-05,2.06152
2020-06-06,1.30034
2020-06-07,1.17348
2020-06-08,1.6175
2020-06-09,2.02981
2020-06-10,1.99809
2020-06-11,1.49064
2020-06-12,1.49064
2020-06-13,1.39549
2020-06-14,1.45892
2020-06-15,1.90294
2020-06-16,2.85442
2020-06-17,2.34697
2020-06-18,2.09324
2020-06-19,2.25182
2020-06-20,1.2052
2020-06-21,1.68093
2020-06-22,2.44211
2020-06-23,2.44211
2020-06-24,2.28353
2020-06-25,2.4104
2020-06-26,1.90294
2020-06-27,1.90294
2020-06-28,1.39549
2020-06-29,2.85442
2020-06-30,1.83951
2020-07-01,2.56898
2020-07-02,1.87123
2020-07-03,2.25182
2020-07-04,2.2201
2020-07-05,1.96638
2020-07-06,4.97938
2020-07-07,4.63051
2020-07-08,5.55026
2020-07-09,6.72375
2020-07-10,100.0
2020-07-11,71.45575
2020-07-12,58.3254
2020-07-13,94.76688
2020-07-14,94.41801
2020-07-15,82.9686
2020-07-16,61.5287
2020-07-17,59.46717
2020-07-18,49.47668
2020-07-19,48.49349
2020-07-20,58.45226
2020-07-21,54.07548
2020-07-22,56.58103
2020-07-23,49.38154
2020-07-24,40.88169
2020-07-25,39.8985
2020-07-26,36.2829
2020-07-27,51.56993
2020-07-28,67.39613
2020-07-29,73.89787
2020-07-30,67.49127
2020-07-31,54.86837
2020-08-01,42.59435
2020-08-02,38.78845
2020-08-03,45.16333
2020-08-04,54.23406
2020-08-05,54.20234
2020-08-06,43.35553
2020-08-07,39.8985
2020-08-08,32.69901
2020-08-09,31.20837
2020-08-10,47.89089
2020-08-11,52.14081
2020-08-12,46.33682
2020-08-13,40.59625
2020-08-14,32.57215
2020-08-15,29.97145
2020-08-16,23.94544
2020-08-17,32.57215
2020-08-18,33.30161
2020-08-19,35.26799
2020-08-20,34.57025
2020-08-21,34.50681
2020-08-22,34.31652
2020-08-23,26.89502
2020-08-24,37.01236
2020-08-25,35.14113
2020-08-26,32.57215
2020-08-27,31.11322
2020-08-28,29.52743
2020-08-29,28.29051
2020-08-30,30.54234
2020-08-31,36.12432
2020-09-01,35.49
2020-09-02,35.01427
2020-09-03,33.42848
2020-09-04,36.09261
2020-09-05,32.477
2020-09-06,34.41167
2020-09-07,44.307
2020-09-08,41.80145
2020-09-09,37.17094
2020-09-10,39.16904
2020-09-11,36.44148
2020-09-12,33.14303
2020-09-13,32.63558
2020-09-14,38.59816
2020-09-15,40.65968
2020-09-16,35.93403
2020-09-17,39.51791
2020-09-18,35.23628
2020-09-19,42.05518
2020-09-20,36.2829
2020-09-21,38.85188
2020-09-22,35.23628
2020-09-23,31.65239
2020-09-24,30.51062
2020-09-25,28.92483
2020-09-26,26.32413
2020-09-27,30.19346
2020-09-28,35.17285
2020-09-29,25.24579
2020-09-30,19.37836
2020-10-01,19.91753
2020-10-02,20.93244
2020-10-03,32.50872
2020-10-04,31.58896
2020-10-05,37.93212
2020-10-06,38.37614
2020-10-07,39.23247
2020-10-08,37.64668
2020-10-09,35.55344
2020-10-10,37.36124
2020-10-11,37.04408
2020-10-12,43.79955
2020-10-13,42.75293
2020-10-14,42.56263
2020-10-15,40.88169
2020-10-16,41.54773
2020-10-17,36.8855
2020-10-18,38.91531
2020-10-19,45.8928
2020-10-20,46.14652
2020-10-21,46.46368
2020-10-22,45.63907
2020-10-23,44.4973
2020-10-24,40.78655
2020-10-25,42.97494
2020-10-26,50.80875
2020-10-27,50.04757
2020-10-28,45.63907
2020-10-29,41.83317
2020-10-30,37.4881
2020-10-31,35.90231
2020-11-01,39.07389
2020-11-02,46.84427
2020-11-03,42.72121
2020-11-04,37.17094
2020-11-05,34.66539
2020-11-06,44.37044
2020-11-07,40.24738
2020-11-08,40.34253
2020-11-09,47.35172
2020-11-10,46.74912
2020-11-11,44.75103
2020-11-12,46.27339
2020-11-13,44.68759
2020-11-14,42.46749
2020-11-15,43.1018
2020-11-16,53.18744
2020-11-17,50.45987
2020-11-18,53.18744
2020-11-19,53.56803
2020-11-20,46.33682
2020-11-21,41.07199
2020-11-22,43.57754
2020-11-23,50.14272
2020-11-24,45.25848
2020-11-25,44.40215
2020-11-26,45.13162
2020-11-27,40.46939
2020-11-28,38.40786
2020-11-29,41.00856
2020-11-30,46.84427
2020-12-01,43.19695
2020-12-02,41.80145
2020-12-03,42.40405
2020-12-04,38.15413
2020-12-05,40.31081
2020-12-06,39.16904
2020-12-07,44.02156
2020-12-08,41.92832
2020-12-09,43.51411
2020-12-10,41.99175
2020-12-11,40.91341
2020-12-12,41.13542
2020-12-13,35.90231
2020-12-14,41.10371
2020-12-15,40.21566
2020-12-16,41.35743
2020-12-17,54.29749
2020-12-18,47.03457
2020-12-19,43.92641
2020-12-20,39.83507
2020-12-21,41.16714
2020-12-22,40.31081
2020-12-23,40.05708
2020-12-24,27.40247
2020-12-25,29.59086
2020-12-26,36.69521
2020-12-27,36.12432
2020-12-28,45.22676
2020-12-29,41.10371
2020-12-30,38.37614
2020-12-31,32.95274
2021-01-01,26.99016
2021-01-02,37.01236
2021-01-03,34.44338
2021-01-04,42.75293
2021-01-05,36.91722
2021-01-06,38.56644
2021-01-07,30.60577
2021-01-08,30.76435
2021-01-09,32.63558
2021-01-10,36.98065
2021-01-11,41.35743
2021-01-12,35.29971
2021-01-13,37.39295
2021-01-14,36.34633
2021-01-15,33.77735
2021-01-16,35.83888
2021-01-17,35.45829
2021-01-18,38.62987
2021-01-19,36.21947
2021-01-20,40.12052
2021-01-21,36.15604
2021-01-22,34.44338
2021-01-23,35.64858
2021-01-24,36.98065
2021-01-25,42.40405
2021-01-26,41.10371
2021-01-27,41.73802
2021-01-28,38.85188
2021-01-29,35.6803
2021-01-30,38.40786
2021-01-31,36.21947
2021-02-01,37.39295
2021-02-02,38.53472
2021-02-03,37.99555
2021-02-04,35.93403
2021-02-05,31.84268
2021-02-06,35.36314
2021-02-07,33.65049
2021-02-08,35.29971
2021-02-09,32.0647
2021-02-10,29.30542
2021-02-11,25.21408
2021-02-12,25.97526
2021-02-13,28.89311
2021-02-14,37.20266
2021-02-15,44.87789
2021-02-16,43.8947
2021-02-17,43.13352
2021-02-18,43.41896
2021-02-19,37.20266
2021-02-20,38.47129
2021-02-21,36.40976
2021-02-22,46.17824
2021-02-23,42.87979
2021-02-24,42.91151
2021-02-25,39.01046
2021-02-26,30.98636
2021-02-27,35.45829
2021-02-28,36.82207
2021-03-01,38.34443
2021-03-02,37.77354
2021-03-03,37.83698
2021-03-04,34.50681
2021-03-05,32.6673
2021-03-06,34.98255
2021-03-07,33.49191
2021-03-08,42.53092
2021-03-09,38.0907
2021-03-10,37.93212
2021-03-11,35.6803
2021-03-12,31.2718
2021-03-13,31.81097
2021-03-14,32.79416
2021-03-15,44.307
2021-03-16,41.00856
2021-03-17,32.44529
2021-03-18,33.17475
2021-03-19,29.40057
2021-03-20,32.79416
2021-03-21,32.22327
2021-03-22,35.0777
2021-03-23,32.477
2021-03-24,29.97145
2021-03-25,30.57405
2021-03-26,29.14684
2021-03-27,29.78116
2021-03-28,30.95464
2021-03-29,37.93212
2021-03-30,34.31652
2021-03-31,30.35204
2021-04-01,31.68411
2021-04-02,27.84649
2021-04-03,28.98826
2021-04-04,29.78116
2021-04-05,34.25309
2021-04-06,31.30352
2021-04-07,28.92483
2021-04-08,28.48081
2021-04-09,27.97335
2021-04-10,27.81477
2021-04-11,27.94164
2021-04-12,35.23628
2021-04-13,31.8744
2021-04-14,30.44719
2021-04-15,31.96955
2021-04-16,27.37075
2021-04-17,30.00317
2021-04-18,31.90612
2021-04-19,35.74373
2021-04-20,34.12622
2021-04-21,30.38376
2021-04-22,28.38566
2021-04-23,29.62258
2021-04-24,29.40057
2021-04-25,31.65239
2021-04-26,36.8855
2021-04-27,38.50301
2021-04-28,32.54043
2021-04-29,33.14303
2021-04-30,30.25689
2021-05-01,30.22518
2021-05-02,30.51062
2021-05-03,32.95274
2021-05-04,31.14494
2021-05-05,29.84459
2021-05-06,34.31652
2021-05-07,30.25689
2021-05-08,30.44719
2021-05-09,30.32032
2021-05-10,38.91531
2021-05-11,36.15604
2021-05-12,34.98255
2021-05-13,33.84078
2021-05-14,29.93973
2021-05-15,28.95654
2021-05-16,30.32032
2021-05-17,38.78845
2021-05-18,36.50491
2021-05-19,34.09451
2021-05-20,41.38915
2021-05-21,34.63368
2021-05-22,32.19156
2021-05-23,32.63558
2021-05-24,39.77164
2021-05-25,37.45639
2021-05-26,36.66349
2021-05-27,36.53663
2021-05-28,36.66349
2021-05-29,32.12813
2021-05-30,34.66539
2021-05-31,42.37234
2021-06-01,38.0907
2021-06-02,35.49
2021-06-03,31.33523
2021-06-04,33.0796
2021-06-05,26.32413
2021-06-06,29.36885
2021-06-07,36.85379
2021-06-08,32.35014
2021-06-09,34.15794
2021-06-10,30.57405
2021-06-11,30.16175
2021-06-12,30.0666
2021-06-13,30.13003
2021-06-14,33.93593
2021-06-15,33.23818
2021-06-16,33.6822
2021-06-17,33.17475
2021-06-18,36.02917
2021-06-19,34.41167
2021-06-20,27.81477
2021-06-21,37.6784
2021-06-22,33.01617
2021-06-23,32.09641
2021-06-24,32.19156
2021-06-25,28.6711
2021-06-26,26.45099
2021-06-27,26.2607
2021-06-28,32.35014
2021-06-29,31.0815
2021-06-30,30.73263
2021-07-01,27.62448
2021-07-02,25.88011
2021-07-03,26.51443
2021-07-04,28.16365
2021-07-05,32.60386
2021-07-06,30.13003
2021-07-07,31.8744
2021-07-08,29.84459
2021-07-09,25.68981
2021-07-10,25.84839
2021-07-11,29.84459
2021-07-12,33.23818
2021-07-13,34.12622
2021-07-14,30.6692
2021-07-15,29.24199
2021-07-16,28.6711
2021-07-17,30.89121
2021-07-18,32.22327
2021-07-19,39.26419
2021-07-20,34.95084
2021-07-21,34.12622
2021-07-22,29.55915
2021-07-23,28.57595
2021-07-24,27.40247
2021-07-25,29.8763
2021-07-26,33.0796
2021-07-27,32.54043
2021-07-28,34.12622
2021-07-29,31.33523
2021-07-30,28.92483
2021-07-31,26.38756
2021-08-01,26.48271
2021-08-02,28.76625
2021-08-03,28.22708
2021-08-04,30.85949
2021-08-05,30.76435
2021-08-06,28.98826
2021-08-07,31.17665
2021-08-08,28.89311
2021-08-09,34.98255
2021-08-10,36.79035
2021-08-11,39.01046
2021-08-12,35.61687
2021-08-13,33.30161
2021-08-14,34.09451
2021-08-15,31.84268
2021-08-16,39.39105
2021-08-17,40.6914
2021-08-18,37.61496
2021-08-19,38.8836
2021-08-20,34.82397
2021-08-21,30.79606
2021-08-22,31.49381
2021-08-23,36.94893
2021-08-24,35.20456
2021-08-25,34.79226
2021-08-26,34.03108
2021-08-27,32.09641
2021-08-28,30.70091
2021-08-29,31.77925
2021-08-30,39.4862
2021-08-31,35.10941
2021-09-01,32.25499
2021-09-02,28.00507
2021-09-03,28.79797
2021-09-04,32.09641
2021-09-05,29.17856
2021-09-06,33.14303
2021-09-07,29.14684
2021-09-08,28.41738
2021-09-09,26.32413
2021-09-10,26.95845
2021-09-11,25.56295
2021-09-12,25.88011
2021-09-13,30.89121
2021-09-14,28.76625
2021-09-15,29.81287
2021-09-16,26.57786
2021-09-17,25.02378
2021-09-18,22.67681
2021-09-19,18.45861
2021-09-20,18.55375
2021-09-21,19.94925
2021-09-22,24.29432
2021-09-23,31.65239
2021-09-24,33.17475
2021-09-25,31.39866
2021-09-26,30.6692
2021-09-27,35.49
2021-09-28,33.6822
2021-09-29,32.92102
2021-09-30,29.14684
2021-10-01,26.99016
2021-10-02,25.81668
2021-10-03,27.56105
2021-10-04,36.98065
2021-10-05,33.65049
2021-10-06,30.79606
2021-10-07,32.76244
2021-10-08,27.78306
2021-10-09,27.71963
2021-10-10,27.18046
2021-10-11,32.60386
2021-10-12,31.43038
2021-10-13,28.13193
2021-10-14,29.40057
2021-10-15,27.33904
2021-10-16,24.96035
2021-10-17,21.31303
2021-10-18,27.27561
2021-10-19,26.13384
2021-10-20,24.07231
