date,퇴직연금IRP
2023-05-27,15.33898
2023-05-28,14.23728
2023-05-29,15.25423
2023-05-30,39.15254
2023-05-31,38.81355
2023-06-01,36.27118
2023-06-02,34.32203
2023-06-03,13.30508
2023-06-04,12.45762
2023-06-05,33.22033
2023-06-06,14.57627
2023-06-07,34.66101
2023-06-08,34.49152
2023-06-09,30.59322
2023-06-10,14.49152
2023-06-11,11.18644
2023-06-12,40.33898
2023-06-13,37.45762
2023-06-14,37.79661
2023-06-15,42.54237
2023-06-16,32.28813
2023-06-17,12.71186
2023-06-18,8.55932
2023-06-19,33.47457
2023-06-20,31.61016
2023-06-21,32.79661
2023-06-22,32.03389
2023-06-23,28.05084
2023-06-24,11.01694
2023-06-25,11.18644
2023-06-26,30.84745
2023-06-27,35.50847
2023-06-28,29.23728
2023-06-29,30.42372
2023-06-30,29.40677
2023-07-01,12.03389
2023-07-02,11.44067
2023-07-03,30.50847
2023-07-04,34.06779
2023-07-05,31.44067
2023-07-06,30.33898
2023-07-07,27.62711
2023-07-08,11.69491
2023-07-09,11.35593
2023-07-10,36.44067
2023-07-11,33.8983
2023-07-12,37.37288
2023-07-13,28.55932
2023-07-14,28.13559
2023-07-15,11.01694
2023-07-16,12.11864
2023-07-17,27.37288
2023-07-18,26.44067
2023-07-19,25.0
2023-07-20,30.9322
2023-07-21,24.91525
2023-07-22,12.45762
2023-07-23,12.28813
2023-07-24,27.37288
2023-07-25,35.9322
2023-07-26,27.03389
2023-07-27,25.9322
2023-07-28,23.55932
2023-07-29,10.67796
2023-07-30,9.49152
2023-07-31,30.08474
2023-08-01,29.8305
2023-08-02,31.18644
2023-08-03,26.18644
2023-08-04,24.40677
2023-08-05,8.98305
2023-08-06,10.0
2023-08-07,26.27118
2023-08-08,27.28813
2023-08-09,25.16949
2023-08-10,27.71186
2023-08-11,26.44067
2023-08-12,9.23728
2023-08-13,11.27118
2023-08-14,22.37288
2023-08-15,14.57627
2023-08-16,34.32203
2023-08-17,30.33898
2023-08-18,26.18644
2023-08-19,10.16949
2023-08-20,9.49152
2023-08-21,24.91525
2023-08-22,29.66101
2023-08-23,29.91525
2023-08-24,27.88135
2023-08-25,26.77966
2023-08-26,11.10169
2023-08-27,12.54237
2023-08-28,29.32203
2023-08-29,31.27118
2023-08-30,29.32203
2023-08-31,31.77966
2023-09-01,31.61016
2023-09-02,11.61016
2023-09-03,11.77966
2023-09-04,27.03389
2023-09-05,31.18644
2023-09-06,29.32203
2023-09-07,26.52542
2023-09-08,23.05084
2023-09-09,11.77966
2023-09-10,9.66101
2023-09-11,28.30508
2023-09-12,26.8644
2023-09-13,27.45762
2023-09-14,30.84745
2023-09-15,25.33898
2023-09-16,10.08474
2023-09-17,10.9322
2023-09-18,24.66101
2023-09-19,25.59322
2023-09-20,26.77966
2023-09-21,26.69491
2023-09-22,23.30508
2023-09-23,10.67796
2023-09-24,12.79661
2023-09-25,33.13559
2023-09-26,29.23728
2023-09-27,26.10169
2023-09-28,11.44067
2023-09-29,7.9661
2023-09-30,8.98305
2023-10-01,8.47457
2023-10-02,13.72881
2023-10-03,12.03389
2023-10-04,34.74576
2023-10-05,36.01694
2023-10-06,29.40677
2023-10-07,10.9322
2023-10-08,12.20338
2023-10-09,17.11864
2023-10-10,38.81355
2023-10-11,34.74576
2023-10-12,31.61016
2023-10-13,28.72881
2023-10-14,13.30508
2023-10-15,15.16949
2023-10-16,36.61016
2023-10-17,34.66101
2023-10-18,32.54237
2023-10-19,31.69491
2023-10-20,32.11864
2023-10-21,10.76271
2023-10-22,13.47457
2023-10-23,32.28813
2023-10-24,32.37288
2023-10-25,35.59322
2023-10-26,30.76271
2023-10-27,28.38983
2023-10-28,12.79661
2023-10-29,12.9661
2023-10-30,32.54237
2023-10-31,38.13559
2023-11-01,43.55932
2023-11-02,30.67796
2023-11-03,29.23728
2023-11-04,14.15254
2023-11-05,16.44067
2023-11-06,33.81355
2023-11-07,36.10169
2023-11-08,36.01694
2023-11-09,33.64406
2023-11-10,31.44067
2023-11-11,15.67796
2023-11-12,12.37288
2023-11-13,33.98305
2023-11-14,35.25423
2023-11-15,40.16949
2023-11-16,38.72881
2023-11-17,35.16949
2023-11-18,14.57627
2023-11-19,16.94915
2023-11-20,42.03389
2023-11-21,42.11864
2023-11-22,40.76271
2023-11-23,35.76271
2023-11-24,38.05084
2023-11-25,13.30508
2023-11-26,18.55932
2023-11-27,41.52542
2023-11-28,44.66101
2023-11-29,44.06779
2023-11-30,45.33898
2023-12-01,34.91525
2023-12-02,16.18644
2023-12-03,20.9322
2023-12-04,50.67796
2023-12-05,53.22033
2023-12-06,52.71186
2023-12-07,49.32203
2023-12-08,48.64406
2023-12-09,24.23728
2023-12-10,23.47457
2023-12-11,57.28813
2023-12-12,59.32203
2023-12-13,52.28813
2023-12-14,52.11864
2023-12-15,49.91525
2023-12-16,25.59322
2023-12-17,23.72881
2023-12-18,54.91525
2023-12-19,57.37288
2023-12-20,68.81355
2023-12-21,67.88135
2023-12-22,67.28813
2023-12-23,31.44067
2023-12-24,27.62711
2023-12-25,41.18644
2023-12-26,85.33898
2023-12-27,96.01694
2023-12-28,100.0
2023-12-29,94.91525
2023-12-30,30.25423
2023-12-31,25.33898
2024-01-01,23.55932
2024-01-02,63.47457
2024-01-03,58.30508
2024-01-04,52.9661
2024-01-05,51.35593
2024-01-06,23.64406
2024-01-07,21.27118
2024-01-08,49.23728
2024-01-09,48.72881
2024-01-10,52.9661
2024-01-11,55.42372
2024-01-12,48.38983
2024-01-13,21.18644
2024-01-14,22.28813
2024-01-15,65.25423
2024-01-16,59.74576
2024-01-17,60.33898
2024-01-18,65.84745
2024-01-19,63.64406
2024-01-20,32.20338
2024-01-21,29.49152
2024-01-22,76.94915
2024-01-23,72.79661
2024-01-24,68.64406
2024-01-25,75.59322
2024-01-26,55.76271
2024-01-27,30.9322
2024-01-28,29.40677
2024-01-29,64.49152
2024-01-30,68.22033
2024-01-31,60.9322
2024-02-01,55.16949
2024-02-02,46.94915
2024-02-03,24.8305
2024-02-04,25.59322
2024-02-05,52.71186
2024-02-06,59.06779
2024-02-07,52.88135
2024-02-08,49.91525
2024-02-09,24.49152
2024-02-10,21.8644
2024-02-11,20.59322
2024-02-12,24.74576
2024-02-13,72.62711
2024-02-14,70.16949
2024-02-15,69.74576
2024-02-16,56.77966
2024-02-17,24.49152
2024-02-18,26.27118
2024-02-19,59.74576
2024-02-20,66.52542
2024-02-21,70.50847
2024-02-22,64.32203
2024-02-23,65.42372
2024-02-24,29.66101
2024-02-25,30.59322
2024-02-26,68.81355
2024-02-27,63.72881
2024-02-28,64.40677
2024-02-29,62.20338
2024-03-01,32.28813
2024-03-02,22.79661
2024-03-03,25.25423
2024-03-04,62.71186
2024-03-05,75.50847
2024-03-06,71.44067
2024-03-07,59.32203
2024-03-08,57.54237
2024-03-09,27.71186
2024-03-10,30.0
2024-03-11,56.10169
2024-03-12,60.16949
2024-03-13,53.64406
2024-03-14,52.54237
2024-03-15,47.62711
2024-03-16,20.76271
2024-03-17,22.20338
2024-03-18,48.8983
2024-03-19,51.18644
2024-03-20,49.23728
