date,주식거래수수료
2020-03-20,71.72413
2020-03-21,26.50246
2020-03-22,21.03448
2020-03-23,48.4729
2020-03-24,59.16256
2020-03-25,68.62068
2020-03-26,65.27093
2020-03-27,54.43349
2020-03-28,23.00492
2020-03-29,18.32512
2020-03-30,42.46305
2020-03-31,42.70935
2020-04-01,40.88669
2020-04-02,41.23152
2020-04-03,37.73399
2020-04-04,14.33497
2020-04-05,12.56157
2020-04-06,39.40886
2020-04-07,38.62068
2020-04-08,39.3596
2020-04-09,40.78817
2020-04-10,33.69458
2020-04-11,14.58128
2020-04-12,14.9261
2020-04-13,27.19211
2020-04-14,30.78817
2020-04-15,12.95566
2020-04-16,24.48275
2020-04-17,34.0394
2020-04-18,16.00985
2020-04-19,12.36453
2020-04-20,31.28078
2020-04-21,28.66995
2020-04-22,31.42857
2020-04-23,32.06896
2020-04-24,26.79802
2020-04-25,10.59113
2020-04-26,13.20197
2020-04-27,24.18719
2020-04-28,23.10344
2020-04-29,24.28571
2020-04-30,10.59113
2020-05-01,8.57142
2020-05-02,6.15763
2020-05-03,5.02463
2020-05-04,16.50246
2020-05-05,8.76847
2020-05-06,18.27586
2020-05-07,18.4729
2020-05-08,20.68965
2020-05-09,10.29556
2020-05-10,7.83251
2020-05-11,19.45812
2020-05-12,20.83743
2020-05-13,25.66502
2020-05-14,21.52709
2020-05-15,21.52709
2020-05-16,8.12807
2020-05-17,7.68472
2020-05-18,17.38916
2020-05-19,25.86206
2020-05-20,24.6798
2020-05-21,23.05418
2020-05-22,24.33497
2020-05-23,8.62068
2020-05-24,7.5862
2020-05-25,19.55665
2020-05-26,23.30049
2020-05-27,26.4532
2020-05-28,21.37931
2020-05-29,19.26108
2020-05-30,8.81773
2020-05-31,6.89655
2020-06-01,18.71921
2020-06-02,22.56157
2020-06-03,25.66502
2020-06-04,24.77832
2020-06-05,23.94088
2020-06-06,10.19704
2020-06-07,9.31034
2020-06-08,19.90147
2020-06-09,21.18226
2020-06-10,20.68965
2020-06-11,21.47783
2020-06-12,21.42857
2020-06-13,8.71921
2020-06-14,7.5862
2020-06-15,18.76847
2020-06-16,25.66502
2020-06-17,22.95566
2020-06-18,22.16748
2020-06-19,20.0
2020-06-20,6.84729
2020-06-21,6.89655
2020-06-22,19.16256
2020-06-23,19.60591
2020-06-24,22.41379
2020-06-25,26.60098
2020-06-26,23.59605
2020-06-27,6.4532
2020-06-28,8.02955
2020-06-29,15.51724
2020-06-30,16.50246
2020-07-01,16.30541
2020-07-02,16.65024
2020-07-03,19.90147
2020-07-04,7.68472
2020-07-05,6.20689
2020-07-06,22.0197
2020-07-07,20.93596
2020-07-08,22.56157
2020-07-09,23.49753
2020-07-10,17.14285
2020-07-11,8.32512
2020-07-12,9.01477
2020-07-13,20.2463
2020-07-14,20.83743
2020-07-15,23.10344
2020-07-16,20.0
2020-07-17,23.54679
2020-07-18,11.08374
2020-07-19,9.3596
2020-07-20,20.0
2020-07-21,26.30541
2020-07-22,34.0394
2020-07-23,35.02463
2020-07-24,24.97536
2020-07-25,9.80295
2020-07-26,10.98522
2020-07-27,25.76354
2020-07-28,30.64039
2020-07-29,31.72413
2020-07-30,26.89655
2020-07-31,24.18719
2020-08-01,11.03448
2020-08-02,9.95073
2020-08-03,26.20689
2020-08-04,27.53694
2020-08-05,29.60591
2020-08-06,32.0197
2020-08-07,30.54187
2020-08-08,13.30049
2020-08-09,12.06896
2020-08-10,28.17733
2020-08-11,31.92118
2020-08-12,29.65517
2020-08-13,29.21182
2020-08-14,22.95566
2020-08-15,9.55665
2020-08-16,8.2266
2020-08-17,7.48768
2020-08-18,23.05418
2020-08-19,23.49753
2020-08-20,23.25123
2020-08-21,23.99014
2020-08-22,8.91625
2020-08-23,7.88177
2020-08-24,23.25123
2020-08-25,29.16256
2020-08-26,29.21182
2020-08-27,27.98029
2020-08-28,27.63546
2020-08-29,10.78817
2020-08-30,11.72413
2020-08-31,25.17241
2020-09-01,29.55665
2020-09-02,30.78817
2020-09-03,33.74384
2020-09-04,31.57635
2020-09-05,9.75369
2020-09-06,12.85714
2020-09-07,30.59113
2020-09-08,35.22167
2020-09-09,31.133
2020-09-10,88.27586
2020-09-11,100.0
2020-09-12,36.6995
2020-09-13,23.34975
2020-09-14,61.97044
2020-09-15,42.75862
2020-09-16,38.37438
2020-09-17,30.78817
2020-09-18,26.74876
2020-09-19,10.83743
2020-09-20,10.34482
2020-09-21,22.70935
2020-09-22,19.65517
2020-09-23,22.266
2020-09-24,19.65517
2020-09-25,19.50738
2020-09-26,7.3399
2020-09-27,7.04433
2020-09-28,16.60098
2020-09-29,18.4729
2020-09-30,7.24137
2020-10-01,7.53694
2020-10-02,7.88177
2020-10-03,6.4532
2020-10-04,8.02955
2020-10-05,19.95073
2020-10-06,22.41379
2020-10-07,20.04926
2020-10-08,19.80295
2020-10-09,9.31034
2020-10-10,5.27093
2020-10-11,4.87684
2020-10-12,17.38916
2020-10-13,17.29064
2020-10-14,17.78325
2020-10-15,17.04433
2020-10-16,14.77832
2020-10-17,6.15763
2020-10-18,5.66502
2020-10-19,12.9064
2020-10-20,16.30541
2020-10-21,17.29064
2020-10-22,16.10837
2020-10-23,15.96059
2020-10-24,5.32019
2020-10-25,6.40394
2020-10-26,13.99014
2020-10-27,15.5665
2020-10-28,14.77832
2020-10-29,19.1133
2020-10-30,13.99014
2020-10-31,5.86206
2020-11-01,5.46798
2020-11-02,14.72906
2020-11-03,15.91133
2020-11-04,18.4729
2020-11-05,21.92118
2020-11-06,19.06403
2020-11-07,7.63546
2020-11-08,7.98029
2020-11-09,19.16256
2020-11-10,21.82266
2020-11-11,25.32019
2020-11-12,25.96059
2020-11-13,20.59113
2020-11-14,8.17733
2020-11-15,9.1133
2020-11-16,24.6798
2020-11-17,27.24137
2020-11-18,24.23645
2020-11-19,20.39408
2020-11-20,22.266
2020-11-21,10.29556
2020-11-22,9.75369
2020-11-23,23.54679
2020-11-24,24.72906
2020-11-25,23.94088
2020-11-26,26.55172
2020-11-27,25.71428
2020-11-28,12.41379
2020-11-29,12.06896
2020-11-30,22.66009
2020-12-01,28.37438
2020-12-02,32.06896
2020-12-03,31.52709
2020-12-04,34.87684
2020-12-05,15.22167
2020-12-06,15.17241
2020-12-07,32.51231
2020-12-08,28.62068
2020-12-09,33.30049
2020-12-10,34.6798
2020-12-11,29.3596
2020-12-12,13.25123
2020-12-13,10.88669
2020-12-14,24.58128
2020-12-15,24.53201
2020-12-16,26.94581
2020-12-17,26.15763
2020-12-18,25.07389
2020-12-19,11.08374
2020-12-20,10.73891
2020-12-21,24.33497
2020-12-22,23.25123
2020-12-23,28.27586
2020-12-24,25.66502
2020-12-25,13.94088
2020-12-26,11.67487
2020-12-27,15.07389
2020-12-28,32.66009
2020-12-29,37.09359
2020-12-30,37.98029
2020-12-31,23.1527
2021-01-01,16.94581
2021-01-02,16.30541
2021-01-03,19.40886
2021-01-04,51.67487
2021-01-05,48.4729
2021-01-06,47.53694
2021-01-07,49.85221
2021-01-08,56.35467
2021-01-09,29.16256
2021-01-10,26.94581
2021-01-11,60.49261
2021-01-12,52.31527
2021-01-13,49.50738
2021-01-14,45.71428
2021-01-15,37.3399
2021-01-16,15.12315
2021-01-17,13.99014
2021-01-18,30.2463
2021-01-19,42.16748
2021-01-20,44.9261
2021-01-21,44.77832
