date,은행예금금리
2023-05-30,9.58257
2023-05-31,9.2196
2023-06-01,9.01996
2023-06-02,8.18511
2023-06-03,3.84754
2023-06-04,5.04537
2023-06-05,8.92921
2023-06-06,6.17059
2023-06-07,9.98185
2023-06-08,8.94736
2023-06-09,7.56805
2023-06-10,4.70054
2023-06-11,4.79128
2023-06-12,9.78221
2023-06-13,8.87477
2023-06-14,8.05807
2023-06-15,8.69328
2023-06-16,7.38656
2023-06-17,4.26497
2023-06-18,3.73865
2023-06-19,7.44101
2023-06-20,7.47731
2023-06-21,7.25952
2023-06-22,7.11433
2023-06-23,7.35027
2023-06-24,3.68421
2023-06-25,4.31941
2023-06-26,7.96733
2023-06-27,7.31397
2023-06-28,7.53176
2023-06-29,8.09437
2023-06-30,8.05807
2023-07-01,4.08348
2023-07-02,5.53539
2023-07-03,11.27041
2023-07-04,12.50453
2023-07-05,14.71869
2023-07-06,13.15789
2023-07-07,11.16152
2023-07-08,4.97277
2023-07-09,5.66243
2023-07-10,11.34301
2023-07-11,9.31034
2023-07-12,9.67332
2023-07-13,10.38112
2023-07-14,8.51179
2023-07-15,4.82758
2023-07-16,3.8294
2023-07-17,9.31034
2023-07-18,8.83847
2023-07-19,9.2196
2023-07-20,9.56442
2023-07-21,8.00362
2023-07-22,5.02722
2023-07-23,4.93647
2023-07-24,10.36297
2023-07-25,10.38112
2023-07-26,9.70961
2023-07-27,11.01633
2023-07-28,10.21778
2023-07-29,5.17241
2023-07-30,5.97096
2023-07-31,11.56079
2023-08-01,10.81669
2023-08-02,12.72232
2023-08-03,10.12704
2023-08-04,8.4392
2023-08-05,4.84573
2023-08-06,6.8421
2023-08-07,12.43194
2023-08-08,10.96188
2023-08-09,9.29219
2023-08-10,9.20145
2023-08-11,9.47368
2023-08-12,5.84392
2023-08-13,6.1343
2023-08-14,10.96188
2023-08-15,6.98729
2023-08-16,11.17967
2023-08-17,10.58076
2023-08-18,8.65698
2023-08-19,3.66606
2023-08-20,5.11796
2023-08-21,9.43738
2023-08-22,9.16515
2023-08-23,8.87477
2023-08-24,10.01814
2023-08-25,8.96551
2023-08-26,4.77313
2023-08-27,5.04537
2023-08-28,9.47368
2023-08-29,9.45553
2023-08-30,9.61887
2023-08-31,9.94555
2023-09-01,9.01996
2023-09-02,4.31941
2023-09-03,5.37205
2023-09-04,9.65517
2023-09-05,9.29219
2023-09-06,8.82032
2023-09-07,9.78221
2023-09-08,8.63883
2023-09-09,5.42649
2023-09-10,4.66424
2023-09-11,8.52994
2023-09-12,7.82214
2023-09-13,9.27404
2023-09-14,8.20326
2023-09-15,8.11252
2023-09-16,4.64609
2023-09-17,4.84573
2023-09-18,9.61887
2023-09-19,8.52994
2023-09-20,8.20326
2023-09-21,10.90744
2023-09-22,8.80217
2023-09-23,6.00725
2023-09-24,6.46098
2023-09-25,11.97822
2023-09-26,12.12341
2023-09-27,10.58076
2023-09-28,5.57168
2023-09-29,5.58983
2023-09-30,5.64428
2023-10-01,6.33393
2023-10-02,8.27586
2023-10-03,10.49001
2023-10-04,20.49001
2023-10-05,16.35208
2023-10-06,15.88021
2023-10-07,7.71324
2023-10-08,6.60617
2023-10-09,8.92921
2023-10-10,15.62613
2023-10-11,14.5735
2023-10-12,13.30308
2023-10-13,12.05081
2023-10-14,6.27949
2023-10-15,7.74954
2023-10-16,16.04355
2023-10-17,16.64246
2023-10-18,19.56442
2023-10-19,20.14519
2023-10-20,20.81669
2023-10-21,9.36479
2023-10-22,8.78402
2023-10-23,20.19963
2023-10-24,18.20326
2023-10-25,17.27767
2023-10-26,15.89836
2023-10-27,17.07803
2023-10-28,8.45735
2023-10-29,13.48457
2023-10-30,27.69509
2023-10-31,20.25408
2023-11-01,21.99637
2023-11-02,18.98366
2023-11-03,15.3176
2023-11-04,8.76588
2023-11-05,8.63883
2023-11-06,16.60617
2023-11-07,14.99092
2023-11-08,16.18874
2023-11-09,12.90381
2023-11-10,12.74047
2023-11-11,6.9147
2023-11-12,6.8421
2023-11-13,16.26134
2023-11-14,15.00907
2023-11-15,16.00725
2023-11-16,12.50453
2023-11-17,11.56079
2023-11-18,5.91651
2023-11-19,7.13248
2023-11-20,14.51905
2023-11-21,13.66606
2023-11-22,12.54083
2023-11-23,12.196
2023-11-24,11.77858
2023-11-25,6.95099
2023-11-26,6.31578
2023-11-27,14.44646
2023-11-28,13.70235
2023-11-29,12.99455
2023-11-30,13.8294
2023-12-01,12.25045
2023-12-02,5.84392
2023-12-03,6.38838
2023-12-04,12.52268
2023-12-05,12.39564
2023-12-06,12.70417
2023-12-07,11.92377
2023-12-08,10.27223
2023-12-09,5.49909
2023-12-10,6.0254
2023-12-11,11.37931
2023-12-12,9.65517
2023-12-13,9.83666
2023-12-14,10.09074
2023-12-15,8.76588
2023-12-16,5.04537
2023-12-17,4.95462
2023-12-18,10.01814
2023-12-19,9.58257
2023-12-20,10.0
2023-12-21,9.31034
2023-12-22,9.74591
2023-12-23,5.22686
2023-12-24,4.17422
2023-12-25,6.55172
2023-12-26,12.83121
2023-12-27,11.47005
2023-12-28,11.59709
2023-12-29,10.92558
2023-12-30,5.20871
2023-12-31,5.2813
2024-01-01,7.02359
2024-01-02,13.26678
2024-01-03,11.39745
2024-01-04,11.12522
2024-01-05,9.41923
2024-01-06,5.64428
2024-01-07,6.44283
2024-01-08,10.68965
2024-01-09,11.23411
2024-01-10,11.4519
2024-01-11,10.78039
2024-01-12,9.2196
2024-01-13,4.08348
2024-01-14,5.97096
2024-01-15,10.59891
2024-01-16,10.0
2024-01-17,8.38475
2024-01-18,8.78402
2024-01-19,8.72958
2024-01-20,5.42649
2024-01-21,5.42649
2024-01-22,9.8548
2024-01-23,8.63883
2024-01-24,9.40108
2024-01-25,9.45553
2024-01-26,8.80217
2024-01-27,5.00907
2024-01-28,6.04355
2024-01-29,9.41923
2024-01-30,10.50816
2024-01-31,11.27041
2024-02-01,8.85662
2024-02-02,7.6225
2024-02-03,4.37386
2024-02-04,4.70054
2024-02-05,8.00362
2024-02-06,7.84029
2024-02-07,7.80399
2024-02-08,6.95099
2024-02-09,3.59346
2024-02-10,2.99455
2024-02-11,4.02903
2024-02-12,5.2813
2024-02-13,10.36297
2024-02-14,8.42105
2024-02-15,8.4029
2024-02-16,7.5499
2024-02-17,4.42831
2024-02-18,4.80943
2024-02-19,8.14882
2024-02-20,9.61887
2024-02-21,9.36479
2024-02-22,11.25226
2024-02-23,9.31034
2024-02-24,5.49909
2024-02-25,6.33393
2024-02-26,12.05081
2024-02-27,8.80217
2024-02-28,9.07441
2024-02-29,7.87658
2024-03-01,4.71869
2024-03-02,4.39201
2024-03-03,4.90018
2024-03-04,9.43738
2024-03-05,8.18511
2024-03-06,7.35027
2024-03-07,8.03992
2024-03-08,6.42468
2024-03-09,3.66606
2024-03-10,3.99274
2024-03-11,7.35027
2024-03-12,6.75136
2024-03-13,6.098
2024-03-14,6.62431
2024-03-15,6.62431
2024-03-16,4.28312
2024-03-17,4.26497
2024-03-18,7.87658
2024-03-19,7.5862
2024-03-20,6.67876
