date,미국국채ETF
2023-05-26,14.75054
2023-05-27,8.8937
2023-05-28,6.83297
2023-05-29,8.24295
2023-05-30,11.0629
2023-05-31,10.84598
2023-06-01,10.84598
2023-06-02,9.65292
2023-06-03,6.50759
2023-06-04,5.42299
2023-06-05,10.19522
2023-06-06,8.67678
2023-06-07,7.48373
2023-06-08,10.41214
2023-06-09,10.41214
2023-06-10,7.70065
2023-06-11,4.44685
2023-06-12,8.67678
2023-06-13,11.17136
2023-06-14,10.41214
2023-06-15,10.73752
2023-06-16,10.95444
2023-06-17,5.42299
2023-06-18,6.83297
2023-06-19,7.48373
2023-06-20,10.30368
2023-06-21,9.436
2023-06-22,10.95444
2023-06-23,9.86984
2023-06-24,4.55531
2023-06-25,4.33839
2023-06-26,8.78524
2023-06-27,7.70065
2023-06-28,7.37527
2023-06-29,6.72451
2023-06-30,11.38828
2023-07-01,6.94143
2023-07-02,6.50759
2023-07-03,8.56832
2023-07-04,9.00216
2023-07-05,7.80911
2023-07-06,11.49674
2023-07-07,19.19739
2023-07-08,8.8937
2023-07-09,8.3514
2023-07-10,11.38828
2023-07-11,12.1475
2023-07-12,8.56832
2023-07-13,12.03904
2023-07-14,12.03904
2023-07-15,6.50759
2023-07-16,6.72451
2023-07-17,8.67678
2023-07-18,10.08676
2023-07-19,9.54446
2023-07-20,9.32754
2023-07-21,7.48373
2023-07-22,4.98915
2023-07-23,6.39913
2023-07-24,8.8937
2023-07-25,21.47505
2023-07-26,9.54446
2023-07-27,18.00433
2023-07-28,20.82429
2023-07-29,8.78524
2023-07-30,8.45986
2023-07-31,15.29284
2023-08-01,14.859
2023-08-02,21.69197
2023-08-03,33.62255
2023-08-04,49.56616
2023-08-05,22.88503
2023-08-06,16.26898
2023-08-07,28.30802
2023-08-08,25.27114
2023-08-09,20.17353
2023-08-10,19.63123
2023-08-11,19.84815
2023-08-12,9.76138
2023-08-13,10.5206
2023-08-14,14.75054
2023-08-15,17.35357
2023-08-16,24.62039
2023-08-17,29.93492
2023-08-18,37.31019
2023-08-19,15.29284
2023-08-20,10.08676
2023-08-21,19.84815
2023-08-22,28.41648
2023-08-23,24.18655
2023-08-24,19.52277
2023-08-25,17.24511
2023-08-26,8.02603
2023-08-27,11.49674
2023-08-28,15.83514
2023-08-29,12.36442
2023-08-30,14.859
2023-08-31,11.0629
2023-09-01,8.45986
2023-09-02,7.04989
2023-09-03,5.20607
2023-09-04,10.95444
2023-09-05,11.17136
2023-09-06,13.66594
2023-09-07,10.73752
2023-09-08,9.76138
2023-09-09,4.01301
2023-09-10,5.63991
2023-09-11,9.32754
2023-09-12,12.47288
2023-09-13,12.47288
2023-09-14,11.6052
2023-09-15,9.76138
2023-09-16,7.59219
2023-09-17,6.07375
2023-09-18,9.9783
2023-09-19,9.00216
2023-09-20,11.17136
2023-09-21,17.67895
2023-09-22,23.75271
2023-09-23,9.21908
2023-09-24,7.26681
2023-09-25,16.81127
2023-09-26,26.57266
2023-09-27,17.13665
2023-09-28,12.25596
2023-09-29,7.70065
2023-09-30,5.96529
2023-10-01,4.55531
2023-10-02,7.80911
2023-10-03,15.29284
2023-10-04,52.27765
2023-10-05,27.65726
2023-10-06,19.84815
2023-10-07,15.50976
2023-10-08,12.03904
2023-10-09,14.42516
2023-10-10,14.42516
2023-10-11,15.50976
2023-10-12,18.32971
2023-10-13,18.00433
2023-10-14,6.50759
2023-10-15,6.83297
2023-10-16,9.54446
2023-10-17,13.66594
2023-10-18,16.81127
2023-10-19,36.87635
2023-10-20,50.54229
2023-10-21,23.53579
2023-10-22,15.4013
2023-10-23,27.44034
2023-10-24,23.31887
2023-10-25,15.83514
2023-10-26,21.47505
2023-10-27,20.06507
2023-10-28,9.00216
2023-10-29,11.0629
2023-10-30,16.16052
2023-10-31,18.98047
2023-11-01,20.28199
2023-11-02,18.22125
2023-11-03,18.87201
2023-11-04,9.86984
2023-11-05,10.95444
2023-11-06,12.03904
2023-11-07,14.96746
2023-11-08,17.78741
2023-11-09,15.83514
2023-11-10,16.4859
2023-11-11,7.37527
2023-11-12,4.66377
2023-11-13,9.65292
2023-11-14,11.93058
2023-11-15,14.75054
2023-11-16,13.34056
2023-11-17,12.6898
2023-11-18,6.83297
2023-11-19,8.13449
2023-11-20,13.12364
2023-11-21,10.73752
2023-11-22,11.17136
2023-11-23,9.76138
2023-11-24,9.9783
2023-11-25,8.02603
2023-11-26,9.11062
2023-11-27,12.47288
2023-11-28,12.6898
2023-11-29,11.49674
2023-11-30,11.0629
2023-12-01,11.93058
2023-12-02,7.70065
2023-12-03,6.50759
2023-12-04,12.03904
2023-12-05,11.6052
2023-12-06,10.41214
2023-12-07,12.25596
2023-12-08,13.7744
2023-12-09,6.29067
2023-12-10,7.37527
2023-12-11,12.6898
2023-12-12,11.38828
2023-12-13,9.86984
2023-12-14,28.19956
2023-12-15,19.19739
2023-12-16,10.08676
2023-12-17,7.80911
2023-12-18,11.27982
2023-12-19,14.20824
2023-12-20,12.79826
2023-12-21,9.9783
2023-12-22,12.25596
2023-12-23,8.13449
2023-12-24,5.74837
2023-12-25,7.80911
2023-12-26,11.38828
2023-12-27,15.9436
2023-12-28,15.61822
2023-12-29,10.84598
2023-12-30,8.02603
2023-12-31,7.59219
2024-01-01,8.45986
2024-01-02,19.63123
2024-01-03,17.46203
2024-01-04,16.37744
2024-01-05,21.25813
2024-01-06,20.17353
2024-01-07,15.4013
2024-01-08,23.31887
2024-01-09,18.54663
2024-01-10,17.78741
2024-01-11,15.50976
2024-01-12,13.88286
2024-01-13,9.9783
2024-01-14,7.70065
2024-01-15,11.71366
2024-01-16,13.44902
2024-01-17,20.49891
2024-01-18,14.53362
2024-01-19,12.1475
2024-01-20,8.67678
2024-01-21,9.11062
2024-01-22,10.08676
2024-01-23,13.12364
2024-01-24,16.16052
2024-01-25,14.09978
2024-01-26,11.71366
2024-01-27,8.45986
2024-01-28,7.15835
2024-01-29,12.90672
2024-01-30,16.16052
2024-01-31,13.88286
2024-02-01,17.02819
2024-02-02,14.42516
2024-02-03,10.08676
2024-02-04,11.17136
2024-02-05,16.91973
2024-02-06,18.22125
2024-02-07,12.25596
2024-02-08,16.26898
2024-02-09,8.8937
2024-02-10,6.83297
2024-02-11,5.96529
2024-02-12,10.62906
2024-02-13,18.65509
2024-02-14,20.93275
2024-02-15,13.44902
2024-02-16,14.09978
2024-02-17,9.76138
2024-02-18,9.00216
2024-02-19,15.07592
2024-02-20,14.09978
2024-02-21,12.47288
2024-02-22,16.16052
2024-02-23,16.70281
2024-02-24,8.8937
2024-02-25,11.93058
2024-02-26,16.91973
2024-02-27,17.02819
2024-02-28,17.35357
2024-02-29,15.72668
2024-03-01,10.95444
2024-03-02,10.19522
2024-03-03,12.90672
2024-03-04,18.87201
2024-03-05,19.84815
2024-03-06,20.17353
2024-03-07,25.05422
2024-03-08,22.45119
2024-03-09,10.84598
2024-03-10,13.01518
2024-03-11,21.80043
2024-03-12,19.63123
2024-03-13,22.23427
2024-03-14,14.20824
2024-03-15,18.32971
2024-03-16,8.02603
2024-03-17,10.5206
2024-03-18,16.05206
2024-03-19,17.24511
2024-03-20,14.859
