date,병합
2020-03-20,33.70535
2020-03-21,19.41964
2020-03-22,20.53571
2020-03-23,32.36607
2020-03-24,28.57142
2020-03-25,34.375
2020-03-26,36.16071
2020-03-27,37.5
2020-03-28,24.10714
2020-03-29,22.32142
2020-03-30,36.16071
2020-03-31,51.5625
2020-04-01,41.29464
2020-04-02,40.84821
2020-04-03,30.58035
2020-04-04,21.65178
2020-04-05,26.11607
2020-04-06,39.28571
2020-04-07,37.05357
2020-04-08,52.90178
2020-04-09,39.73214
2020-04-10,41.07142
2020-04-11,18.52678
2020-04-12,25.0
2020-04-13,31.02678
2020-04-14,34.375
2020-04-15,35.9375
2020-04-16,40.625
2020-04-17,38.39285
2020-04-18,17.85714
2020-04-19,20.98214
2020-04-20,35.04464
2020-04-21,43.52678
2020-04-22,39.95535
2020-04-23,43.75
2020-04-24,42.41071
2020-04-25,22.54464
2020-04-26,23.88392
2020-04-27,38.83928
2020-04-28,46.65178
2020-04-29,58.70535
2020-04-30,20.53571
2020-05-01,23.21428
2020-05-02,16.96428
2020-05-03,20.3125
2020-05-04,31.91964
2020-05-05,23.21428
2020-05-06,43.30357
2020-05-07,38.61607
2020-05-08,39.73214
2020-05-09,19.64285
2020-05-10,24.77678
2020-05-11,52.00892
2020-05-12,48.4375
2020-05-13,48.66071
2020-05-14,44.64285
2020-05-15,35.49107
2020-05-16,20.08928
2020-05-17,25.0
2020-05-18,46.20535
2020-05-19,44.64285
2020-05-20,45.08928
2020-05-21,43.30357
2020-05-22,36.83035
2020-05-23,20.3125
2020-05-24,24.33035
2020-05-25,46.42857
2020-05-26,48.66071
2020-05-27,31.02678
2020-05-28,44.86607
2020-05-29,37.05357
2020-05-30,23.88392
2020-05-31,32.14285
2020-06-01,42.41071
2020-06-02,50.44642
2020-06-03,42.63392
2020-06-04,38.16964
2020-06-05,33.03571
2020-06-06,33.25892
2020-06-07,42.85714
2020-06-08,40.17857
2020-06-09,45.98214
2020-06-10,48.66071
2020-06-11,52.23214
2020-06-12,45.75892
2020-06-13,33.92857
2020-06-14,40.17857
2020-06-15,40.40178
2020-06-16,43.97321
2020-06-17,44.19642
2020-06-18,44.64285
2020-06-19,39.28571
2020-06-20,30.35714
2020-06-21,50.89285
2020-06-22,43.75
2020-06-23,57.58928
2020-06-24,57.58928
2020-06-25,56.47321
2020-06-26,33.03571
2020-06-27,24.55357
2020-06-28,35.26785
2020-06-29,44.41964
2020-06-30,40.40178
2020-07-01,42.41071
2020-07-02,32.58928
2020-07-03,33.25892
2020-07-04,29.24107
2020-07-05,32.36607
2020-07-06,41.74107
2020-07-07,41.29464
2020-07-08,43.75
2020-07-09,36.38392
2020-07-10,35.26785
2020-07-11,39.73214
2020-07-12,43.30357
2020-07-13,47.32142
2020-07-14,49.10714
2020-07-15,42.1875
2020-07-16,49.10714
2020-07-17,44.41964
2020-07-18,42.63392
2020-07-19,53.34821
2020-07-20,52.90178
2020-07-21,57.36607
2020-07-22,51.33928
2020-07-23,48.4375
2020-07-24,40.40178
2020-07-25,36.38392
2020-07-26,41.07142
2020-07-27,45.98214
2020-07-28,47.54464
2020-07-29,38.61607
2020-07-30,35.71428
2020-07-31,26.11607
2020-08-01,18.52678
2020-08-02,22.09821
2020-08-03,29.46428
2020-08-04,26.78571
2020-08-05,26.5625
2020-08-06,29.91071
2020-08-07,22.54464
2020-08-08,13.39285
2020-08-09,18.52678
2020-08-10,25.66964
2020-08-11,31.47321
2020-08-12,26.11607
2020-08-13,26.11607
2020-08-14,21.875
2020-08-15,10.49107
2020-08-16,14.28571
2020-08-17,19.64285
2020-08-18,24.10714
2020-08-19,31.91964
2020-08-20,25.22321
2020-08-21,25.0
2020-08-22,18.30357
2020-08-23,17.63392
2020-08-24,24.55357
2020-08-25,25.89285
2020-08-26,28.79464
2020-08-27,28.34821
2020-08-28,25.22321
2020-08-29,14.50892
2020-08-30,16.51785
2020-08-31,27.90178
2020-09-01,26.5625
2020-09-02,32.58928
2020-09-03,28.57142
2020-09-04,27.45535
2020-09-05,15.625
2020-09-06,17.1875
2020-09-07,27.00892
2020-09-08,34.375
2020-09-09,32.58928
2020-09-10,34.15178
2020-09-11,29.91071
2020-09-12,14.28571
2020-09-13,18.97321
2020-09-14,29.6875
2020-09-15,38.83928
2020-09-16,26.5625
2020-09-17,30.35714
2020-09-18,27.23214
2020-09-19,21.20535
2020-09-20,16.96428
2020-09-21,29.01785
2020-09-22,31.91964
2020-09-23,35.26785
2020-09-24,33.92857
2020-09-25,27.00892
2020-09-26,16.51785
2020-09-27,20.75892
2020-09-28,25.66964
2020-09-29,26.33928
2020-09-30,16.29464
2020-10-01,10.04464
2020-10-02,14.0625
2020-10-03,15.17857
2020-10-04,19.41964
2020-10-05,38.61607
2020-10-06,37.94642
2020-10-07,35.9375
2020-10-08,34.59821
2020-10-09,20.98214
2020-10-10,24.55357
2020-10-11,21.875
2020-10-12,32.14285
2020-10-13,38.39285
2020-10-14,33.03571
2020-10-15,37.05357
2020-10-16,26.5625
2020-10-17,15.40178
2020-10-18,20.53571
2020-10-19,31.02678
2020-10-20,33.92857
2020-10-21,37.27678
2020-10-22,31.47321
2020-10-23,27.67857
2020-10-24,18.52678
2020-10-25,15.40178
2020-10-26,31.02678
2020-10-27,32.58928
2020-10-28,26.78571
2020-10-29,25.44642
2020-10-30,21.65178
2020-10-31,17.41071
2020-11-01,18.52678
2020-11-02,33.70535
2020-11-03,32.58928
2020-11-04,27.45535
2020-11-05,29.6875
2020-11-06,27.90178
2020-11-07,16.29464
2020-11-08,16.96428
2020-11-09,28.79464
2020-11-10,29.24107
2020-11-11,29.24107
2020-11-12,27.23214
2020-11-13,24.33035
2020-11-14,19.41964
2020-11-15,20.98214
2020-11-16,36.60714
2020-11-17,25.22321
2020-11-18,31.47321
2020-11-19,28.57142
2020-11-20,25.44642
2020-11-21,17.85714
2020-11-22,24.77678
2020-11-23,32.58928
2020-11-24,34.82142
2020-11-25,31.25
2020-11-26,31.91964
2020-11-27,27.90178
2020-11-28,18.97321
2020-11-29,21.20535
2020-11-30,27.67857
2020-12-01,34.59821
2020-12-02,33.48214
2020-12-03,33.48214
2020-12-04,32.8125
2020-12-05,20.53571
2020-12-06,17.1875
2020-12-07,33.48214
2020-12-08,37.72321
2020-12-09,34.59821
2020-12-10,30.35714
2020-12-11,31.47321
2020-12-12,17.41071
2020-12-13,22.09821
2020-12-14,29.46428
2020-12-15,30.58035
2020-12-16,31.69642
2020-12-17,34.59821
2020-12-18,27.45535
2020-12-19,12.5
2020-12-20,19.64285
2020-12-21,35.49107
2020-12-22,31.02678
2020-12-23,34.59821
2020-12-24,22.32142
2020-12-25,14.50892
2020-12-26,19.19642
2020-12-27,19.86607
2020-12-28,35.71428
2020-12-29,35.04464
2020-12-30,27.00892
2020-12-31,22.76785
2021-01-01,17.41071
2021-01-02,13.61607
2021-01-03,14.95535
2021-01-04,30.13392
2021-01-05,32.36607
2021-01-06,37.27678
2021-01-07,28.125
2021-01-08,29.91071
2021-01-09,25.66964
2021-01-10,14.0625
2021-01-11,33.70535
2021-01-12,31.47321
2021-01-13,33.70535
2021-01-14,33.92857
2021-01-15,31.91964
2021-01-16,20.75892
2021-01-17,16.07142
2021-01-18,29.01785
2021-01-19,34.59821
2021-01-20,32.14285
2021-01-21,35.9375
2021-01-22,33.70535
2021-01-23,16.07142
2021-01-24,15.17857
2021-01-25,31.91964
2021-01-26,33.25892
2021-01-27,32.8125
2021-01-28,33.70535
2021-01-29,27.45535
2021-01-30,21.42857
2021-01-31,13.39285
2021-02-01,31.69642
2021-02-02,30.35714
2021-02-03,31.91964
2021-02-04,28.79464
2021-02-05,27.67857
2021-02-06,16.74107
2021-02-07,19.41964
2021-02-08,33.92857
2021-02-09,32.8125
2021-02-10,27.45535
2021-02-11,13.61607
2021-02-12,13.83928
2021-02-13,12.05357
2021-02-14,19.19642
2021-02-15,31.02678
2021-02-16,36.60714
2021-02-17,34.15178
2021-02-18,33.70535
2021-02-19,31.25
2021-02-20,13.39285
2021-02-21,19.64285
2021-02-22,32.58928
2021-02-23,30.13392
2021-02-24,30.35714
2021-02-25,27.45535
2021-02-26,28.57142
2021-02-27,16.74107
2021-02-28,14.73214
2021-03-01,20.53571
2021-03-02,29.91071
2021-03-03,28.34821
2021-03-04,32.14285
2021-03-05,31.91964
2021-03-06,16.74107
2021-03-07,22.09821
2021-03-08,31.91964
2021-03-09,35.49107
2021-03-10,31.69642
2021-03-11,39.73214
2021-03-12,33.25892
2021-03-13,18.75
2021-03-14,20.3125
2021-03-15,33.92857
2021-03-16,35.9375
2021-03-17,30.13392
2021-03-18,30.80357
2021-03-19,33.03571
2021-03-20,37.72321
2021-03-21,29.24107
2021-03-22,41.96428
2021-03-23,37.72321
2021-03-24,41.51785
2021-03-25,31.47321
2021-03-26,34.59821
2021-03-27,23.4375
2021-03-28,23.21428
2021-03-29,40.17857
2021-03-30,48.66071
2021-03-31,58.25892
2021-04-01,44.86607
2021-04-02,35.26785
2021-04-03,22.99107
2021-04-04,26.33928
2021-04-05,35.49107
2021-04-06,39.50892
2021-04-07,36.16071
2021-04-08,38.16964
2021-04-09,40.84821
2021-04-10,26.78571
2021-04-11,36.38392
2021-04-12,45.08928
2021-04-13,37.27678
2021-04-14,38.39285
2021-04-15,38.61607
2021-04-16,39.50892
2021-04-17,37.72321
2021-04-18,39.95535
2021-04-19,52.67857
2021-04-20,50.44642
2021-04-21,50.0
2021-04-22,49.77678
2021-04-23,42.85714
2021-04-24,38.61607
2021-04-25,52.45535
2021-04-26,48.21428
2021-04-27,47.76785
2021-04-28,45.53571
2021-04-29,43.75
2021-04-30,27.45535
2021-05-01,22.99107
2021-05-02,26.33928
2021-05-03,33.70535
2021-05-04,28.125
2021-05-05,17.85714
2021-05-06,31.25
2021-05-07,21.875
2021-05-08,15.17857
2021-05-09,17.41071
2021-05-10,30.58035
2021-05-11,37.05357
2021-05-12,34.375
2021-05-13,31.02678
2021-05-14,30.80357
2021-05-15,18.30357
2021-05-16,16.07142
2021-05-17,35.04464
2021-05-18,37.05357
2021-05-19,20.08928
2021-05-20,34.375
2021-05-21,26.5625
2021-05-22,17.1875
2021-05-23,18.52678
2021-05-24,35.9375
2021-05-25,30.35714
2021-05-26,38.39285
2021-05-27,33.70535
2021-05-28,30.58035
2021-05-29,21.20535
2021-05-30,23.88392
2021-05-31,37.5
2021-06-01,35.71428
2021-06-02,37.27678
2021-06-03,42.41071
2021-06-04,31.25
2021-06-05,20.98214
2021-06-06,30.58035
2021-06-07,38.83928
2021-06-08,37.5
2021-06-09,31.69642
2021-06-10,41.96428
2021-06-11,33.25892
2021-06-12,24.77678
2021-06-13,31.02678
2021-06-14,31.69642
2021-06-15,37.72321
2021-06-16,33.48214
2021-06-17,36.83035
2021-06-18,32.58928
2021-06-19,28.57142
2021-06-20,28.79464
2021-06-21,38.16964
2021-06-22,35.49107
2021-06-23,34.59821
2021-06-24,37.72321
2021-06-25,29.91071
2021-06-26,25.66964
2021-06-27,27.23214
2021-06-28,40.40178
2021-06-29,33.92857
2021-06-30,34.375
2021-07-01,37.5
2021-07-02,26.5625
2021-07-03,22.09821
2021-07-04,19.86607
2021-07-05,29.91071
2021-07-06,30.13392
2021-07-07,28.57142
2021-07-08,27.45535
2021-07-09,27.45535
2021-07-10,17.63392
2021-07-11,16.96428
2021-07-12,29.6875
2021-07-13,27.90178
2021-07-14,35.9375
2021-07-15,27.00892
2021-07-16,22.76785
2021-07-17,18.75
2021-07-18,18.52678
2021-07-19,25.44642
2021-07-20,30.80357
2021-07-21,25.22321
2021-07-22,26.33928
2021-07-23,26.5625
2021-07-24,16.51785
2021-07-25,18.30357
2021-07-26,25.22321
2021-07-27,29.01785
2021-07-28,27.45535
2021-07-29,30.13392
2021-07-30,27.90178
2021-07-31,14.50892
2021-08-01,18.52678
2021-08-02,27.45535
2021-08-03,23.88392
2021-08-04,29.6875
2021-08-05,27.23214
2021-08-06,27.23214
2021-08-07,16.96428
2021-08-08,17.41071
2021-08-09,29.91071
2021-08-10,27.90178
2021-08-11,29.24107
2021-08-12,31.02678
2021-08-13,29.91071
2021-08-14,14.73214
2021-08-15,17.41071
2021-08-16,22.54464
2021-08-17,27.23214
2021-08-18,34.82142
2021-08-19,35.9375
2021-08-20,28.34821
2021-08-21,18.08035
2021-08-22,19.41964
2021-08-23,32.14285
2021-08-24,29.91071
2021-08-25,29.46428
2021-08-26,29.01785
2021-08-27,24.77678
2021-08-28,18.97321
2021-08-29,21.20535
2021-08-30,31.25
2021-08-31,37.5
2021-09-01,36.38392
2021-09-02,41.74107
2021-09-03,26.11607
2021-09-04,18.75
2021-09-05,19.64285
2021-09-06,37.5
2021-09-07,35.71428
