date,STOCK
2023-05-30,45.10833
2023-05-31,47.40643
2023-06-01,47.66907
2023-06-02,43.40118
2023-06-03,29.34996
2023-06-04,30.00656
2023-06-05,42.74458
2023-06-06,37.03217
2023-06-07,46.94681
2023-06-08,49.17925
2023-06-09,39.52724
2023-06-10,28.23374
2023-06-11,30.5975
2023-06-12,47.47209
2023-06-13,50.8864
2023-06-14,49.04793
2023-06-15,50.36112
2023-06-16,41.03742
2023-06-17,31.12278
2023-06-18,32.17334
2023-06-19,48.45699
2023-06-20,45.76493
2023-06-21,49.77019
2023-06-22,48.19435
2023-06-23,39.19894
2023-06-24,25.73867
2023-06-25,23.90019
2023-06-26,42.48194
2023-06-27,44.91135
2023-06-28,44.97701
2023-06-29,42.81024
2023-06-30,37.95141
2023-07-01,27.44583
2023-07-02,25.80433
2023-07-03,45.50229
2023-07-04,53.57846
2023-07-05,52.59356
2023-07-06,49.70453
2023-07-07,44.64871
2023-07-08,28.56204
2023-07-09,27.64281
2023-07-10,53.97242
2023-07-11,55.81089
2023-07-12,48.52265
2023-07-13,49.11359
2023-07-14,43.92646
2023-07-15,30.46618
2023-07-16,29.9409
2023-07-17,49.63887
2023-07-18,52.8562
2023-07-19,51.28036
2023-07-20,49.24491
2023-07-21,44.97701
2023-07-22,30.86014
2023-07-23,30.66316
2023-07-24,50.29546
2023-07-25,53.11884
2023-07-26,52.8562
2023-07-27,48.65397
2023-07-28,41.891
2023-07-29,28.69336
2023-07-30,25.08207
2023-07-31,43.2042
2023-08-01,46.55285
2023-08-02,46.29021
2023-08-03,51.08338
2023-08-04,43.66382
2023-08-05,29.21864
2023-08-06,28.82468
2023-08-07,48.85095
2023-08-08,54.10374
2023-08-09,48.06303
2023-08-10,44.05778
2023-08-11,43.8608
2023-08-12,28.6277
2023-08-13,25.93565
2023-08-14,43.59816
2023-08-15,33.15824
2023-08-16,48.26001
2023-08-17,47.86605
2023-08-18,41.43138
2023-08-19,31.31976
2023-08-20,29.34996
2023-08-21,47.99737
2023-08-22,42.67892
2023-08-23,49.83585
2023-08-24,47.27511
2023-08-25,41.82534
2023-08-26,28.16808
2023-08-27,29.02166
2023-08-28,42.48194
2023-08-29,46.48719
2023-08-30,47.93171
2023-08-31,48.91661
2023-09-01,40.2495
2023-09-02,29.08732
2023-09-03,28.89034
2023-09-04,48.19435
2023-09-05,47.99737
2023-09-06,46.09323
2023-09-07,71.56927
2023-09-08,49.90151
2023-09-09,29.9409
2023-09-10,33.28956
2023-09-11,53.11884
2023-09-12,51.73998
2023-09-13,51.08338
2023-09-14,49.11359
2023-09-15,48.85095
2023-09-16,33.02692
2023-09-17,32.69862
2023-09-18,52.46224
2023-09-19,51.01772
2023-09-20,51.73998
2023-09-21,47.99737
2023-09-22,43.46684
2023-09-23,32.239
2023-09-24,30.46618
2023-09-25,47.07813
2023-09-26,48.91661
2023-09-27,35.45633
2023-09-28,23.96585
2023-09-29,21.01116
2023-09-30,25.01641
2023-10-01,24.35981
2023-10-02,30.13788
2023-10-03,32.37032
2023-10-04,47.14379
2023-10-05,50.2298
2023-10-06,40.9061
2023-10-07,24.55679
2023-10-08,32.8956
2023-10-09,40.2495
2023-10-10,47.73473
2023-10-11,48.06303
2023-10-12,49.31057
2023-10-13,44.45173
2023-10-14,31.51674
2023-10-15,33.74917
2023-10-16,47.47209
2023-10-17,48.12869
2023-10-18,49.63887
2023-10-19,46.48719
2023-10-20,42.41628
2023-10-21,25.67301
2023-10-22,28.10242
2023-10-23,46.68417
2023-10-24,46.81549
2023-10-25,46.02757
2023-10-26,45.63361
2023-10-27,40.2495
2023-10-28,26.52659
2023-10-29,27.77413
2023-10-30,42.61326
2023-10-31,46.61851
2023-11-01,44.91135
2023-11-02,48.32567
2023-11-03,40.70912
2023-11-04,27.90544
2023-11-05,28.16808
2023-11-06,45.37097
2023-11-07,47.80039
2023-11-08,46.02757
2023-11-09,47.66907
2023-11-10,39.33026
2023-11-11,28.56204
2023-11-12,26.06697
2023-11-13,45.89625
2023-11-14,46.22455
2023-11-15,42.81024
2023-11-16,42.5476
2023-11-17,39.46158
2023-11-18,28.75902
2023-11-19,26.92055
2023-11-20,42.94156
2023-11-21,46.55285
2023-11-22,46.81549
2023-11-23,47.99737
2023-11-24,39.06762
2023-11-25,29.21864
2023-11-26,29.2843
2023-11-27,42.8759
2023-11-28,45.23965
2023-11-29,46.68417
2023-11-30,43.72948
2023-12-01,37.95141
2023-12-02,28.956
2023-12-03,29.54694
2023-12-04,49.24491
2023-12-05,48.58831
2023-12-06,49.44189
2023-12-07,47.93171
2023-12-08,42.48194
2023-12-09,25.14773
2023-12-10,32.5673
2023-12-11,43.5325
2023-12-12,45.43663
2023-12-13,45.96191
2023-12-14,55.81089
2023-12-15,45.17399
2023-12-16,32.76428
2023-12-17,31.45108
2023-12-18,47.40643
2023-12-19,45.69927
2023-12-20,44.97701
2023-12-21,42.35062
2023-12-22,34.66841
2023-12-23,25.86999
2023-12-24,20.48588
2023-12-25,23.37491
2023-12-26,39.5929
2023-12-27,38.54235
2023-12-28,36.63821
2023-12-29,30.9258
2023-12-30,25.93565
2023-12-31,21.20814
2024-01-01,24.35981
2024-01-02,47.99737
2024-01-03,53.05318
2024-01-04,59.48785
2024-01-05,52.5279
2024-01-06,35.58765
2024-01-07,36.83519
2024-01-08,50.95206
2024-01-09,57.58371
2024-01-10,60.47275
2024-01-11,54.56336
2024-01-12,54.69468
2024-01-13,36.04727
2024-01-14,33.15824
2024-01-15,59.55351
2024-01-16,57.64937
2024-01-17,57.58371
2024-01-18,65.52856
2024-01-19,47.66907
2024-01-20,34.53709
2024-01-21,35.32501
2024-01-22,53.8411
2024-01-23,61.5233
2024-01-24,55.61391
2024-01-25,55.41694
2024-01-26,49.44189
2024-01-27,34.07747
2024-01-28,31.38542
2024-01-29,53.25016
2024-01-30,56.92711
2024-01-31,49.77019
2024-02-01,59.22521
2024-02-02,55.67957
2024-02-03,35.65331
2024-02-04,32.76428
2024-02-05,55.61391
2024-02-06,55.67957
2024-02-07,52.59356
2024-02-08,42.5476
2024-02-09,24.22849
2024-02-10,24.22849
2024-02-11,24.09717
2024-02-12,33.42087
2024-02-13,49.83585
2024-02-14,55.41694
2024-02-15,56.73013
2024-02-16,47.99737
2024-02-17,31.64806
2024-02-18,34.07747
2024-02-19,53.25016
2024-02-20,56.27051
2024-02-21,51.8713
2024-02-22,50.68942
2024-02-23,47.07813
2024-02-24,34.34011
2024-02-25,28.69336
2024-02-26,47.40643
2024-02-27,48.98227
2024-02-28,48.19435
2024-02-29,44.64871
2024-03-01,31.64806
2024-03-02,29.6126
2024-03-03,30.00656
2024-03-04,47.20945
2024-03-05,53.57846
2024-03-06,52.1996
2024-03-07,53.44714
2024-03-08,44.1891
2024-03-09,29.48128
2024-03-10,30.66316
2024-03-11,52.8562
2024-03-12,56.00787
2024-03-13,53.77544
2024-03-14,51.47734
2024-03-15,45.30531
2024-03-16,31.77938
2024-03-17,32.239
2024-03-18,51.34602
2024-03-19,50.03282
2024-03-20,55.41694
