date,염승환
2020-10-26,1.90839
2020-10-27,2.56573
2020-10-28,1.97201
2020-10-29,2.24766
2020-10-30,2.31128
2020-10-31,1.65394
2020-11-01,2.18405
2020-11-02,1.97201
2020-11-03,2.69296
2020-11-04,1.73876
2020-11-05,3.28668
2020-11-06,3.24427
2020-11-07,2.20525
2020-11-08,1.50551
2020-11-09,2.54452
2020-11-10,2.05682
2020-11-11,1.9296
2020-11-12,2.84139
2020-11-13,2.905
2020-11-14,2.73536
2020-11-15,3.28668
2020-11-16,4.64376
2020-11-17,5.83121
2020-11-18,5.97964
2020-11-19,6.72179
2020-11-20,13.40118
2020-11-21,11.53519
2020-11-22,5.85241
2020-11-23,9.09669
2020-11-24,8.48176
2020-11-25,7.52756
2020-11-26,9.648
2020-11-27,10.68702
2020-11-28,7.67599
2020-11-29,4.58015
2020-11-30,8.71501
2020-12-01,11.5564
2020-12-02,11.30195
2020-12-03,11.30195
2020-12-04,12.19253
2020-12-05,9.49957
2020-12-06,6.2765
2020-12-07,8.07888
2020-12-08,8.86344
2020-12-09,12.74385
2020-12-10,11.83206
2020-12-11,10.1357
2020-12-12,8.10008
2020-12-13,12.38337
2020-12-14,11.70483
2020-12-15,11.70483
2020-12-16,10.1145
2020-12-17,10.41136
2020-12-18,9.73282
2020-12-19,7.59117
2020-12-20,12.23494
2020-12-21,12.29855
2020-12-22,13.37998
2020-12-23,13.23155
2020-12-24,10.94147
2020-12-25,9.58439
2020-12-26,8.05767
2020-12-27,6.93384
2020-12-28,11.53519
2020-12-29,14.52502
2020-12-30,24.5335
2020-12-31,21.73452
2021-01-01,16.92111
2021-01-02,16.26378
2021-01-03,12.0229
2021-01-04,17.3452
2021-01-05,24.0458
2021-01-06,23.79134
2021-01-07,38.52841
2021-01-08,65.58524
2021-01-09,72.51908
2021-01-10,52.4385
2021-01-11,72.85835
2021-01-12,78.45631
2021-01-13,66.58184
2021-01-14,66.77268
2021-01-15,45.01696
2021-01-16,35.79304
2021-01-17,41.89991
2021-01-18,33.05767
2021-01-19,48.40966
2021-01-20,60.47497
2021-01-21,74.44868
2021-01-22,82.76081
2021-01-23,81.19168
2021-01-24,72.6251
2021-01-25,83.82103
2021-01-26,80.47073
2021-01-27,58.6938
2021-01-28,52.67175
2021-01-29,52.73536
2021-01-30,42.96013
2021-01-31,37.17133
2021-02-01,49.0458
2021-02-02,48.85496
2021-02-03,47.24342
2021-02-04,48.45207
2021-02-05,51.9296
2021-02-06,41.22137
2021-02-07,39.82188
2021-02-08,41.98473
2021-02-09,54.72858
2021-02-10,42.15436
2021-02-11,37.25614
2021-02-12,33.24851
2021-02-13,35.92027
2021-02-14,40.69126
2021-02-15,48.1128
2021-02-16,46.62849
2021-02-17,44.21119
2021-02-18,42.72688
2021-02-19,36.04749
2021-02-20,33.50296
2021-02-21,30.36471
2021-02-22,44.35962
2021-02-23,44.97455
2021-02-24,36.49279
2021-02-25,41.20016
2021-02-26,34.24512
2021-02-27,33.39694
2021-02-28,26.20865
2021-03-01,26.88719
2021-03-02,27.29007
2021-03-03,29.26208
2021-03-04,33.16369
2021-03-05,29.28329
2021-03-06,29.47413
2021-03-07,26.88719
2021-03-08,29.77099
2021-03-09,32.03986
2021-03-10,29.77099
2021-03-11,23.93977
2021-03-12,25.67854
2021-03-13,22.87955
2021-03-14,19.18999
2021-03-15,23.07039
2021-03-16,26.22985
2021-03-17,25.9754
2021-03-18,25.80576
2021-03-19,20.73791
2021-03-20,30.36471
2021-03-21,21.96776
2021-03-22,22.24342
2021-03-23,31.2765
2021-03-24,21.69211
2021-03-25,22.70992
2021-03-26,23.07039
2021-03-27,31.42493
2021-03-28,18.59626
2021-03-29,24.5335
2021-03-30,29.02883
2021-03-31,24.36386
2021-04-01,21.39525
2021-04-02,19.52926
2021-04-03,21.31043
2021-04-04,18.7659
2021-04-05,20.41984
2021-04-06,26.56912
2021-04-07,20.44105
2021-04-08,21.86174
2021-04-09,25.76335
2021-04-10,20.75911
2021-04-11,29.02883
2021-04-12,33.73621
2021-04-13,27.09923
2021-04-14,27.07803
2021-04-15,28.32909
2021-04-16,24.87277
2021-04-17,28.66836
2021-04-18,18.34181
2021-04-19,25.14843
2021-04-20,29.64376
2021-04-21,34.28753
2021-04-22,28.49872
2021-04-23,26.71755
2021-04-24,17.91772
2021-04-25,20.78032
2021-04-26,23.47328
2021-04-27,27.37489
2021-04-28,32.7184
2021-04-29,27.45971
2021-04-30,26.9296
2021-05-01,21.88295
2021-05-02,21.79813
2021-05-03,21.75572
2021-05-04,23.45207
2021-05-05,17.30279
2021-05-06,23.40966
2021-05-07,23.34605
2021-05-08,20.18659
2021-05-09,20.46225
2021-05-10,32.33672
2021-05-11,31.93384
2021-05-12,30.87362
2021-05-13,29.72858
2021-05-14,22.26463
2021-05-15,29.38931
2021-05-16,19.61407
2021-05-17,23.85496
2021-05-18,22.83715
2021-05-19,25.16963
2021-05-20,24.42748
2021-05-21,19.38083
2021-05-22,17.91772
2021-05-23,18.08736
2021-05-24,21.48006
2021-05-25,24.89397
2021-05-26,26.29346
2021-05-27,22.77353
2021-05-28,22.98558
2021-05-29,20.29262
2021-05-30,19.29601
2021-05-31,24.51229
2021-06-01,29.11365
2021-06-02,28.45631
2021-06-03,34.66921
2021-06-04,24.10941
2021-06-05,19.10517
2021-06-06,21.35284
2021-06-07,29.66497
2021-06-08,26.29346
2021-06-09,35.1145
2021-06-10,30.57675
2021-06-11,27.24766
2021-06-12,21.73452
2021-06-13,20.50466
2021-06-14,26.4631
2021-06-15,28.83799
2021-06-16,33.24851
2021-06-17,30.85241
2021-06-18,29.11365
2021-06-19,22.1586
2021-06-20,20.58948
2021-06-21,22.70992
2021-06-22,25.93299
2021-06-23,31.2977
2021-06-24,29.66497
2021-06-25,24.27905
2021-06-26,22.58269
2021-06-27,22.37065
2021-06-28,24.85156
2021-06-29,23.5581
2021-06-30,28.56234
2021-07-01,29.21967
2021-07-02,21.73452
2021-07-03,18.08736
2021-07-04,16.47582
2021-07-05,22.92196
2021-07-06,32.63358
2021-07-07,32.2307
2021-07-08,100.0
2021-07-09,53.98642
2021-07-10,37.84987
2021-07-11,25.12722
2021-07-12,35.30534
2021-07-13,31.99745
2021-07-14,31.02205
2021-07-15,32.61238
2021-07-16,31.55216
2021-07-17,21.81933
2021-07-18,18.02374
2021-07-19,23.74893
2021-07-20,28.98642
2021-07-21,32.42154
2021-07-22,25.63613
2021-07-23,24.08821
2021-07-24,38.54961
2021-07-25,26.16624
2021-07-26,25.21204
2021-07-27,26.59033
2021-07-28,25.25445
2021-07-29,24.00339
2021-07-30,20.37743
2021-07-31,18.91433
2021-08-01,16.62425
2021-08-02,18.46904
2021-08-03,30.64037
2021-08-04,30.19508
2021-08-05,27.14164
2021-08-06,25.38167
2021-08-07,20.33502
2021-08-08,18.40542
2021-08-09,21.81933
2021-08-10,25.78456
2021-08-11,26.56912
2021-08-12,28.47752
2021-08-13,31.2553
2021-08-14,21.11959
2021-08-15,15.43681
2021-08-16,17.15436
2021-08-17,27.50212
2021-08-18,26.25106
2021-08-19,33.29092
2021-08-20,25.06361
2021-08-21,26.42069
2021-08-22,20.05937
2021-08-23,22.1162
2021-08-24,20.88634
2021-08-25,20.229
2021-08-26,22.39185
2021-08-27,23.36726
2021-08-28,15.77608
2021-08-29,15.30958
2021-08-30,17.13316
2021-08-31,20.39864
2021-09-01,21.22561
2021-09-02,18.25699
2021-09-03,15.8821
2021-09-04,12.87107
2021-09-05,13.93129
2021-09-06,16.3698
2021-09-07,18.00254
2021-09-08,17.8117
2021-09-09,17.59966
2021-09-10,15.05513
2021-09-11,10.26293
2021-09-12,10.41136
2021-09-13,15.77608
2021-09-14,17.04834
2021-09-15,15.92451
2021-09-16,16.3486
2021-09-17,16.11535
2021-09-18,12.10771
2021-09-19,9.66921
2021-09-20,8.10008
2021-09-21,9.03307
2021-09-22,9.75402
2021-09-23,15.64885
2021-09-24,14.4402
2021-09-25,11.87446
2021-09-26,11.64122
2021-09-27,15.58524
2021-09-28,16.15776
2021-09-29,19.46564
2021-09-30,17.3452
2021-10-01,16.13655
2021-10-02,9.52078
2021-10-03,10.45377
2021-10-04,10.43256
2021-10-05,18.17217
2021-10-06,20.39864
2021-10-07,16.03053
2021-10-08,12.38337
2021-10-09,11.04749
2021-10-10,9.37234
2021-10-11,8.10008
2021-10-12,26.56912
2021-10-13,20.80152
2021-10-14,14.27056
2021-10-15,12.44698
2021-10-16,8.56658
2021-10-17,7.42154
2021-10-18,10.51738
2021-10-19,11.98049
2021-10-20,11.47158
2021-10-21,11.30195
2021-10-22,9.96607
2021-10-23,7.06106
2021-10-24,7.20949
2021-10-25,8.6938
2021-10-26,11.34435
2021-10-27,10.77184
2021-10-28,11.89567
2021-10-29,11.13231
2021-10-30,8.29092
2021-10-31,6.82782
2021-11-01,10.05089
2021-11-02,10.87786
2021-11-03,11.85326
2021-11-04,9.648
2021-11-05,9.88125
2021-11-06,8.60899
2021-11-07,6.80661
2021-11-08,10.24173
2021-11-09,10.70822
2021-11-10,12.72264
2021-11-11,10.34775
2021-11-12,10.43256
2021-11-13,8.50296
2021-11-14,8.79983
2021-11-15,10.39016
2021-11-16,48.43087
2021-11-17,50.25445
2021-11-18,25.53011
2021-11-19,19.99575
2021-11-20,11.5776
2021-11-21,8.84223
2021-11-22,15.01272
2021-11-23,12.9983
2021-11-24,12.0653
2021-11-25,15.11874
2021-11-26,15.03392
2021-11-27,8.58778
2021-11-28,8.41815
2021-11-29,11.11111
2021-11-30,15.8821
2021-12-01,12.61662
2021-12-02,11.5776
2021-12-03,10.45377
2021-12-04,9.03307
2021-12-05,6.04325
2021-12-06,10.87786
2021-12-07,13.91009
2021-12-08,14.33418
2021-12-09,13.25275
2021-12-10,10.00848
2021-12-11,8.77862
2021-12-12,8.03647
2021-12-13,9.79643
2021-12-14,12.15012
2021-12-15,10.45377
2021-12-16,12.08651
2021-12-17,10.53859
2021-12-18,10.55979
2021-12-19,9.96607
2021-12-20,11.64122
2021-12-21,9.52078
2021-12-22,11.42917
2021-12-23,10.72943
2021-12-24,9.94486
2021-12-25,8.10008
2021-12-26,10.30534
2021-12-27,9.86005
2021-12-28,11.98049
2021-12-29,13.16793
2021-12-30,9.43596
2021-12-31,6.91263
2022-01-01,5.57675
2022-01-02,7.95165
2022-01-03,11.49279
2022-01-04,18.68108
2022-01-05,12.61662
2022-01-06,13.04071
2022-01-07,12.12892
2022-01-08,9.05428
2022-01-09,11.62001
2022-01-10,14.10093
2022-01-11,11.04749
2022-01-12,12.93469
2022-01-13,11.21713
2022-01-14,10.94147
2022-01-15,11.38676
2022-01-16,10.36895
2022-01-17,11.87446
2022-01-18,12.23494
2022-01-19,12.55301
2022-01-20,12.08651
2022-01-21,11.85326
2022-01-22,10.15691
2022-01-23,85.39016
2022-01-24,31.2553
2022-01-25,28.09584
2022-01-26,20.48346
2022-01-27,19.06276
2022-01-28,12.10771
2022-01-29,9.86005
2022-01-30,43.82951
2022-01-31,14.18575
2022-02-01,6.99745
2022-02-02,11.66242
2022-02-03,11.51399
2022-02-04,11.34435
2022-02-05,10.22052
2022-02-06,18.93553
2022-02-07,18.15097
2022-02-08,27.45971
2022-02-09,11.98049
2022-02-10,12.34096
2022-02-11,9.39355
2022-02-12,7.08227
2022-02-13,6.61577
2022-02-14,10.66581
2022-02-15,10.89906
2022-02-16,8.79983
2022-02-17,8.31212
2022-02-18,7.56997
2022-02-19,8.10008
2022-02-20,10.49618
2022-02-21,10.28413
2022-02-22,7.06106
2022-02-23,9.22391
2022-02-24,11.30195
2022-02-25,7.08227
2022-02-26,6.06446
2022-02-27,5.08905
2022-02-28,10.19932
2022-03-01,18.65988
2022-03-02,26.03901
2022-03-03,17.53604
2022-03-04,12.97709
2022-03-05,19.04156
2022-03-06,7.14588
2022-03-07,22.07379
2022-03-08,26.33587
2022-03-09,5.42832
2022-03-10,9.39355
2022-03-11,9.01187
2022-03-12,5.08905
2022-03-13,5.19508
2022-03-14,8.1849
2022-03-15,8.52417
2022-03-16,7.67599
2022-03-17,8.07888
2022-03-18,6.2977
2022-03-19,5.83121
2022-03-20,5.21628
2022-03-21,8.77862
2022-03-22,8.31212
2022-03-23,8.22731
2022-03-24,8.26972
2022-03-25,7.40033
2022-03-26,5.7888
2022-03-27,5.59796
2022-03-28,6.36132
2022-03-29,6.87022
2022-03-30,7.6972
2022-03-31,8.03647
2022-04-01,10.83545
2022-04-02,5.97964
2022-04-03,4.91942
2022-04-04,7.20949
2022-04-05,7.12468
2022-04-06,8.52417
2022-04-07,10.19932
2022-04-08,7.37913
2022-04-09,5.70398
2022-04-10,4.72858
2022-04-11,7.06106
2022-04-12,11.28074
2022-04-13,8.37574
2022-04-14,7.78201
2022-04-15,6.93384
2022-04-16,4.45292
2022-04-17,4.21967
2022-04-18,6.10687
2022-04-19,6.7642
2022-04-20,6.95504
2022-04-21,8.10008
2022-04-22,5.21628
2022-04-23,4.07124
2022-04-24,3.83799
2022-04-25,5.81
2022-04-26,6.14927
2022-04-27,7.6972
2022-04-28,6.55216
2022-04-29,10.28413
2022-04-30,12.72264
2022-05-01,7.48515
2022-05-02,12.31976
2022-05-03,14.86429
2022-05-04,12.48939
2022-05-05,7.33672
2022-05-06,8.79983
2022-05-07,5.91603
2022-05-08,15.3944
2022-05-09,23.30364
2022-05-10,16.391
2022-05-11,10.72943
2022-05-12,10.1357
2022-05-13,9.648
2022-05-14,6.46734
2022-05-15,4.32569
2022-05-16,7.67599
2022-05-17,10.81424
2022-05-18,7.33672
2022-05-19,10.581
2022-05-20,5.59796
2022-05-21,3.77438
2022-05-22,7.59117
2022-05-23,6.46734
2022-05-24,11.74724
2022-05-25,7.14588
2022-05-26,7.54877
2022-05-27,4.89821
2022-05-28,2.52332
2022-05-29,4.3681
2022-05-30,9.39355
2022-05-31,7.06106
2022-06-01,5.15267
2022-06-02,9.30873
2022-06-03,8.48176
2022-06-04,5.47073
2022-06-05,3.03223
2022-06-06,4.15606
2022-06-07,8.33333
2022-06-08,6.2977
2022-06-09,6.21289
2022-06-10,5.47073
2022-06-11,4.79219
2022-06-12,13.88888
2022-06-13,17.70568
2022-06-14,15.30958
2022-06-15,11.95928
2022-06-16,8.03647
2022-06-17,8.50296
2022-06-18,7.7396
2022-06-19,10.17811
2022-06-20,11.36556
2022-06-21,9.1815
2022-06-22,15.22476
2022-06-23,10.83545
2022-06-24,5.38592
2022-06-25,5.53435
2022-06-26,13.59202
2022-06-27,7.78201
2022-06-28,15.86089
2022-06-29,7.95165
2022-06-30,6.95504
2022-07-01,6.12807
2022-07-02,2.905
2022-07-03,4.07124
2022-07-04,8.46055
2022-07-05,10.30534
2022-07-06,7.48515
2022-07-07,6.04325
2022-07-08,5.55555
2022-07-09,4.05004
2022-07-10,4.85581
2022-07-11,5.97964
2022-07-12,7.20949
2022-07-13,10.70822
2022-07-14,11.11111
2022-07-15,5.40712
2022-07-16,7.33672
2022-07-17,17.49363
2022-07-18,7.88804
2022-07-19,9.43596
2022-07-20,4.68617
2022-07-21,4.45292
2022-07-22,4.05004
2022-07-23,3.47752
2022-07-24,3.11704
2022-07-25,4.19847
2022-07-26,7.20949
2022-07-27,5.68278
2022-07-28,5.93723
2022-07-29,5.81
2022-07-30,4.74978
2022-07-31,6.99745
2022-08-01,9.20271
2022-08-02,9.11789
2022-08-03,4.94062
2022-08-04,5.61916
2022-08-05,4.11365
2022-08-06,4.30449
2022-08-07,3.81679
2022-08-08,5.04664
2022-08-09,7.31552
2022-08-10,5.55555
2022-08-11,5.70398
2022-08-12,4.13486
2022-08-13,2.24766
2022-08-14,2.56573
2022-08-15,3.58354
2022-08-16,10.72943
2022-08-17,13.74045
2022-08-18,9.83884
2022-08-19,4.3681
2022-08-20,3.03223
2022-08-21,4.91942
2022-08-22,8.07888
2022-08-23,9.52078
2022-08-24,5.34351
2022-08-25,5.83121
2022-08-26,4.79219
2022-08-27,2.77777
2022-08-28,3.96522
2022-08-29,6.31891
2022-08-30,8.60899
2022-08-31,4.98303
2022-09-01,4.8346
2022-09-02,4.72858
2022-09-03,2.79898
2022-09-04,6.00084
2022-09-05,5.74639
2022-09-06,6.02205
2022-09-07,4.45292
2022-09-08,3.35029
2022-09-09,2.96861
2022-09-10,1.78117
2022-09-11,2.01441
2022-09-12,3.09584
2022-09-13,5.13146
2022-09-14,6.97625
2022-09-15,4.8134
2022-09-16,4.07124
2022-09-17,3.09584
2022-09-18,5.76759
2022-09-19,13.27396
2022-09-20,6.95504
2022-09-21,6.55216
2022-09-22,12.21374
2022-09-23,7.20949
2022-09-24,4.8346
2022-09-25,4.49533
2022-09-26,9.05428
2022-09-27,12.38337
2022-09-28,10.98388
2022-09-29,9.58439
2022-09-30,8.16369
2022-10-01,3.71077
2022-10-02,3.35029
2022-10-03,5.25869
2022-10-04,8.82103
2022-10-05,5.89482
2022-10-06,20.229
2022-10-07,7.56997
2022-10-08,3.96522
2022-10-09,2.96861
2022-10-10,5.81
2022-10-11,7.90924
2022-10-12,6.36132
2022-10-13,6.65818
2022-10-14,4.24088
2022-10-15,2.62934
2022-10-16,2.84139
2022-10-17,5.93723
2022-10-18,5.97964
2022-10-19,20.37743
2022-10-20,6.67938
2022-10-21,4.72858
2022-10-22,2.39609
2022-10-23,2.9262
2022-10-24,9.20271
2022-10-25,7.16709
2022-10-26,6.50975
2022-10-27,8.94826
2022-10-28,4.32569
2022-10-29,2.79898
2022-10-30,3.96522
2022-10-31,4.72858
2022-11-01,9.01187
2022-11-02,6.93384
2022-11-03,5.34351
2022-11-04,4.00763
2022-11-05,3.3927
2022-11-06,5.42832
2022-11-07,7.14588
2022-11-08,7.46395
2022-11-09,7.59117
2022-11-10,5.06785
2022-11-11,4.15606
2022-11-12,4.77099
2022-11-13,5.95843
2022-11-14,8.39694
2022-11-15,7.48515
2022-11-16,8.16369
2022-11-17,5.97964
2022-11-18,3.8592
2022-11-19,2.56573
2022-11-20,5.93723
2022-11-21,5.02544
2022-11-22,4.32569
2022-11-23,4.21967
2022-11-24,3.83799
2022-11-25,2.84139
2022-11-26,2.29007
2022-11-27,3.77438
2022-11-28,4.49533
2022-11-29,4.60135
2022-11-30,4.30449
2022-12-01,5.49194
2022-12-02,3.83799
2022-12-03,2.73536
2022-12-04,6.59457
2022-12-05,6.55216
2022-12-06,5.59796
2022-12-07,3.8804
2022-12-08,5.3011
2022-12-09,4.26208
2022-12-10,2.22646
2022-12-11,3.81679
2022-12-12,8.88464
2022-12-13,8.22731
2022-12-14,6.95504
2022-12-15,5.27989
2022-12-16,6.40373
2022-12-17,5.66157
2022-12-18,8.88464
2022-12-19,5.85241
2022-12-20,6.87022
2022-12-21,4.72858
2022-12-22,3.66836
2022-12-23,4.3469
2022-12-24,2.67175
2022-12-25,4.8134
2022-12-26,4.74978
2022-12-27,4.8346
2022-12-28,3.77438
2022-12-29,5.59796
2022-12-30,3.79558
2022-12-31,2.52332
2023-01-01,2.35368
2023-01-02,7.03986
2023-01-03,9.1391
2023-01-04,3.8804
2023-01-05,3.54113
2023-01-06,2.86259
2023-01-07,2.03562
2023-01-08,5.17387
2023-01-09,6.95504
2023-01-10,6.19168
2023-01-11,4.55894
2023-01-12,4.8134
2023-01-13,5.87362
2023-01-14,3.03223
2023-01-15,11.68363
2023-01-16,7.42154
2023-01-17,7.50636
2023-01-18,4.98303
2023-01-19,3.05343
2023-01-20,2.86259
2023-01-21,1.54792
2023-01-22,1.42069
2023-01-23,1.80237
2023-01-24,7.40033
2023-01-25,7.6972
2023-01-26,5.13146
2023-01-27,3.83799
2023-01-28,3.62595
2023-01-29,6.06446
2023-01-30,11.81085
2023-01-31,6.06446
2023-02-01,5.49194
2023-02-02,3.73197
2023-02-03,4.91942
2023-02-04,3.22307
2023-02-05,3.05343
2023-02-06,6.31891
2023-02-07,6.2977
2023-02-08,4.51653
2023-02-09,4.72858
2023-02-10,4.70737
2023-02-11,4.55894
2023-02-12,3.43511
2023-02-13,5.3011
2023-02-14,5.40712
2023-02-15,4.30449
2023-02-16,4.13486
2023-02-17,4.53774
2023-02-18,2.4173
2023-02-19,2.77777
2023-02-20,3.47752
2023-02-21,6.87022
2023-02-22,5.91603
2023-02-23,5.49194
2023-02-24,3.81679
2023-02-25,2.82018
2023-02-26,3.07463
2023-02-27,5.27989
2023-02-28,5.74639
2023-03-01,3.64715
2023-03-02,3.35029
2023-03-03,4.09245
2023-03-04,2.56573
2023-03-05,2.79898
2023-03-06,5.87362
2023-03-07,8.46055
2023-03-08,4.79219
2023-03-09,4.13486
2023-03-10,3.73197
2023-03-11,2.65055
2023-03-12,6.65818
2023-03-13,8.41815
2023-03-14,5.59796
2023-03-15,4.32569
2023-03-16,5.38592
2023-03-17,4.47413
2023-03-18,3.01102
2023-03-19,2.75657
2023-03-20,5.44953
2023-03-21,7.93044
2023-03-22,5.11026
2023-03-23,4.62256
2023-03-24,4.47413
2023-03-25,2.60814
2023-03-26,3.09584
2023-03-27,5.70398
2023-03-28,4.28329
2023-03-29,4.05004
2023-03-30,3.62595
2023-03-31,3.26547
2023-04-01,2.54452
2023-04-02,4.32569
2023-04-03,6.70059
2023-04-04,4.74978
2023-04-05,4.74978
2023-04-06,4.21967
2023-04-07,4.47413
2023-04-08,2.79898
2023-04-09,4.43172
2023-04-10,9.98727
2023-04-11,6.743
2023-04-12,5.44953
2023-04-13,5.08905
2023-04-14,5.7888
2023-04-15,3.3715
2023-04-16,3.24427
2023-04-17,5.85241
2023-04-18,6.80661
2023-04-19,4.09245
2023-04-20,4.15606
2023-04-21,3.41391
2023-04-22,3.13825
2023-04-23,2.96861
2023-04-24,4.62256
2023-04-25,3.51993
2023-04-26,4.00763
2023-04-27,3.30788
2023-04-28,3.3715
2023-04-29,2.65055
2023-04-30,1.9508
2023-05-01,4.21967
2023-05-02,3.43511
2023-05-03,4.38931
2023-05-04,3.41391
2023-05-05,2.20525
2023-05-06,2.48091
2023-05-07,2.16284
2023-05-08,5.23748
2023-05-09,4.26208
2023-05-10,3.98642
2023-05-11,4.91942
2023-05-12,3.8804
2023-05-13,2.33248
2023-05-14,2.01441
2023-05-15,5.34351
2023-05-16,4.64376
2023-05-17,8.1849
2023-05-18,4.66497
2023-05-19,3.71077
2023-05-20,3.09584
2023-05-21,2.33248
2023-05-22,4.8134
2023-05-23,4.3681
2023-05-24,35.02968
2023-05-25,7.48515
2023-05-26,4.00763
2023-05-27,2.37489
2023-05-28,4.55894
2023-05-29,39.48261
2023-05-30,12.19253
2023-05-31,6.63698
2023-06-01,4.47413
2023-06-02,6.02205
2023-06-03,3.35029
2023-06-04,12.91348
2023-06-05,7.84563
2023-06-06,10.98388
2023-06-07,14.05852
2023-06-08,5.53435
2023-06-09,4.19847
2023-06-10,2.54452
2023-06-11,2.69296
2023-06-12,7.2519
2023-06-13,4.8346
2023-06-14,5.11026
2023-06-15,4.64376
2023-06-16,4.51653
2023-06-17,3.43511
2023-06-18,4.05004
2023-06-19,4.96183
2023-06-20,10.02968
2023-06-21,10.19932
2023-06-22,7.90924
2023-06-23,16.8363
2023-06-24,7.93044
2023-06-25,8.03647
2023-06-26,7.54877
2023-06-27,9.30873
2023-06-28,9.52078
2023-06-29,7.31552
2023-06-30,3.75318
2023-07-01,2.86259
2023-07-02,2.56573
2023-07-03,9.66921
2023-07-04,15.03392
2023-07-05,6.72179
2023-07-06,5.53435
2023-07-07,4.66497
2023-07-08,3.20186
2023-07-09,5.76759
2023-07-10,41.70907
2023-07-11,17.70568
2023-07-12,5.87362
2023-07-13,6.17048
2023-07-14,5.38592
2023-07-15,2.56573
2023-07-16,3.24427
2023-07-17,9.01187
2023-07-18,6.70059
2023-07-19,5.25869
2023-07-20,4.91942
2023-07-21,4.94062
2023-07-22,3.54113
2023-07-23,3.96522
2023-07-24,10.89906
2023-07-25,6.12807
2023-07-26,7.80322
2023-07-27,6.97625
2023-07-28,5.13146
2023-07-29,4.05004
2023-07-30,3.47752
2023-07-31,6.2977
2023-08-01,4.17726
2023-08-02,4.21967
2023-08-03,3.28668
2023-08-04,3.24427
2023-08-05,1.86598
2023-08-06,2.37489
2023-08-07,4.60135
2023-08-08,6.42493
2023-08-09,10.1357
2023-08-10,4.89821
2023-08-11,2.58693
2023-08-12,4.72858
2023-08-13,2.52332
2023-08-14,3.47752
2023-08-15,6.63698
2023-08-16,4.74978
2023-08-17,4.89821
2023-08-18,3.20186
2023-08-19,2.16284
2023-08-20,2.37489
2023-08-21,3.75318
2023-08-22,4.13486
2023-08-23,3.43511
2023-08-24,7.03986
2023-08-25,4.70737
2023-08-26,3.47752
2023-08-27,2.33248
2023-08-28,5.3223
2023-08-29,9.98727
2023-08-30,4.66497
2023-08-31,4.26208
2023-09-01,3.3715
2023-09-02,2.4173
2023-09-03,5.23748
2023-09-04,4.98303
2023-09-05,4.85581
2023-09-06,3.47752
2023-09-07,5.02544
2023-09-08,3.3927
2023-09-09,2.05682
2023-09-10,2.45971
2023-09-11,3.54113
2023-09-12,3.58354
2023-09-13,4.28329
2023-09-14,4.00763
2023-09-15,5.91603
2023-09-16,2.82018
2023-09-17,2.39609
2023-09-18,8.22731
2023-09-19,6.743
2023-09-20,4.58015
2023-09-21,4.11365
2023-09-22,4.66497
2023-09-23,1.9296
2023-09-24,2.01441
2023-09-25,3.60474
2023-09-26,3.15945
2023-09-27,7.37913
2023-09-28,4.09245
2023-09-29,1.54792
2023-09-30,2.12044
2023-10-01,1.78117
2023-10-02,1.39949
2023-10-03,1.97201
2023-10-04,3.54113
2023-10-05,3.24427
2023-10-06,3.35029
