date,비트코인차트
2020-07-05,1.90159
2020-07-06,2.0827
2020-07-07,2.74675
2020-07-08,1.62994
2020-07-09,2.62601
2020-07-10,2.29399
2020-07-11,1.72049
2020-07-12,2.2638
2020-07-13,2.41472
2020-07-14,2.77693
2020-07-15,2.20344
2020-07-16,1.69031
2020-07-17,1.99215
2020-07-18,1.44883
2020-07-19,1.99215
2020-07-20,1.78086
2020-07-21,2.17325
2020-07-22,2.32417
2020-07-23,2.05252
2020-07-24,2.2638
2020-07-25,1.59975
2020-07-26,2.47509
2020-07-27,4.61817
2020-07-28,4.85964
2020-07-29,3.56172
2020-07-30,3.35043
2020-07-31,2.44491
2020-08-01,3.95412
2020-08-02,6.12737
2020-08-03,3.95412
2020-08-04,3.35043
2020-08-05,2.71657
2020-08-06,2.77693
2020-08-07,3.44099
2020-08-08,2.62601
2020-08-09,2.92785
2020-08-10,3.47117
2020-08-11,3.74283
2020-08-12,3.29006
2020-08-13,2.59583
2020-08-14,2.80712
2020-08-15,1.93178
2020-08-16,2.0827
2020-08-17,3.04859
2020-08-18,2.80712
2020-08-19,3.4108
2020-08-20,3.01841
2020-08-21,2.92785
2020-08-22,2.38454
2020-08-23,3.25988
2020-08-24,2.71657
2020-08-25,2.92785
2020-08-26,3.71264
2020-08-27,3.10896
2020-08-28,2.77693
2020-08-29,2.29399
2020-08-30,2.71657
2020-08-31,3.10896
2020-09-01,3.50135
2020-09-02,3.65227
2020-09-03,3.56172
2020-09-04,3.95412
2020-09-05,3.2297
2020-09-06,3.53154
2020-09-07,3.68246
2020-09-08,3.59191
2020-09-09,4.28614
2020-09-10,3.74283
2020-09-11,2.86749
2020-09-12,2.77693
2020-09-13,3.04859
2020-09-14,3.29006
2020-09-15,3.10896
2020-09-16,2.68638
2020-09-17,2.74675
2020-09-18,2.38454
2020-09-19,2.20344
2020-09-20,2.44491
2020-09-21,2.92785
2020-09-22,3.62209
2020-09-23,2.44491
2020-09-24,3.07878
2020-09-25,2.32417
2020-09-26,2.56565
2020-09-27,2.35436
2020-09-28,2.59583
2020-09-29,2.02233
2020-09-30,1.75067
2020-10-01,1.62994
2020-10-02,1.66012
2020-10-03,2.02233
2020-10-04,2.2638
2020-10-05,2.6562
2020-10-06,2.20344
2020-10-07,2.2638
2020-10-08,2.20344
2020-10-09,2.05252
2020-10-10,2.23362
2020-10-11,2.17325
2020-10-12,2.29399
2020-10-13,3.32025
2020-10-14,2.47509
2020-10-15,2.0827
2020-10-16,2.77693
2020-10-17,2.2638
2020-10-18,1.3281
2020-10-19,2.95804
2020-10-20,3.50135
2020-10-21,3.95412
2020-10-22,9.44763
2020-10-23,4.70872
2020-10-24,2.95804
2020-10-25,4.70872
2020-10-26,3.19951
2020-10-27,5.34258
2020-10-28,6.61032
2020-10-29,4.64835
2020-10-30,4.49743
2020-10-31,5.01056
2020-11-01,5.01056
2020-11-02,4.19559
2020-11-03,4.61817
2020-11-04,4.19559
2020-11-05,6.30848
2020-11-06,12.67733
2020-11-07,5.10111
2020-11-08,6.51977
2020-11-09,6.18774
2020-11-10,3.68246
2020-11-11,4.61817
2020-11-12,4.7389
2020-11-13,7.24418
2020-11-14,5.43314
2020-11-15,4.92001
2020-11-16,4.61817
2020-11-17,7.57621
2020-11-18,28.64473
2020-11-19,16.57108
2020-11-20,12.64714
2020-11-21,11.89254
2020-11-22,11.53033
2020-11-23,10.32297
2020-11-24,16.38997
2020-11-25,11.7718
2020-11-26,14.97132
2020-11-27,11.68125
2020-11-28,8.08934
2020-11-29,7.87805
2020-11-30,8.27044
2020-12-01,17.14458
2020-12-02,9.71928
2020-12-03,9.08542
2020-12-04,8.14971
2020-12-05,5.97645
2020-12-06,6.61032
2020-12-07,7.27437
2020-12-08,6.61032
2020-12-09,6.4594
2020-12-10,5.43314
2020-12-11,6.18774
2020-12-12,5.04074
2020-12-13,5.8859
2020-12-14,6.09719
2020-12-15,5.70479
2020-12-16,7.06308
2020-12-17,28.8862
2020-12-18,15.87684
2020-12-19,11.07757
2020-12-20,11.7718
2020-12-21,11.1983
2020-12-22,9.05523
2020-12-23,9.6891
2020-12-24,8.78357
2020-12-25,7.39511
2020-12-26,10.29278
2020-12-27,29.88228
2020-12-28,19.34802
2020-12-29,12.70751
2020-12-30,14.36764
2020-12-31,14.45819
2021-01-01,11.65107
2021-01-02,14.0658
2021-01-03,52.55055
2021-01-04,37.15665
2021-01-05,26.71294
2021-01-06,24.05674
2021-01-07,37.33776
2021-01-08,43.5255
2021-01-09,33.08179
2021-01-10,27.34681
2021-01-11,44.8536
2021-01-12,40.14488
2021-01-13,23.36251
2021-01-14,22.12496
2021-01-15,17.11439
2021-01-16,15.45427
2021-01-17,16.48053
2021-01-18,13.97524
2021-01-19,12.88862
2021-01-20,13.55267
2021-01-21,17.23513
2021-01-22,30.15393
2021-01-23,18.53305
2021-01-24,14.18653
2021-01-25,13.94506
2021-01-26,12.55659
2021-01-27,12.07364
2021-01-28,11.10775
2021-01-29,13.06972
2021-01-30,12.52641
2021-01-31,11.98309
2021-02-01,14.21672
2021-02-02,12.94898
2021-02-03,10.86628
2021-02-04,11.53033
2021-02-05,10.65499
2021-02-06,11.95291
2021-02-07,11.86236
2021-02-08,17.65771
2021-02-09,57.89314
2021-02-10,26.9846
2021-02-11,17.59734
2021-02-12,23.36251
2021-02-13,19.89133
2021-02-14,24.56987
2021-02-15,27.04497
2021-02-16,26.16963
2021-02-17,34.89284
2021-02-18,37.6396
2021-02-19,29.88228
2021-02-20,53.72773
2021-02-21,39.42046
2021-02-22,44.21974
2021-02-23,62.87352
2021-02-24,45.69876
2021-02-25,30.27467
2021-02-26,26.13945
2021-02-27,22.69846
2021-02-28,29.97283
2021-03-01,26.65258
2021-03-02,20.88741
2021-03-03,18.17084
2021-03-04,17.869
2021-03-05,15.03169
2021-03-06,13.13009
2021-03-07,13.0999
2021-03-08,13.19046
2021-03-09,20.25354
2021-03-10,21.79293
2021-03-11,21.00814
2021-03-12,22.84938
2021-03-13,24.75098
2021-03-14,35.25505
2021-03-15,30.48596
2021-03-16,27.13552
2021-03-17,20.97796
2021-03-18,21.24962
2021-03-19,18.56323
2021-03-20,16.69182
2021-03-21,19.25747
2021-03-22,18.11047
2021-03-23,22.06459
2021-03-24,18.26139
2021-03-25,21.03833
2021-03-26,15.90703
2021-03-27,11.95291
2021-03-28,13.46211
2021-03-29,14.45819
2021-03-30,16.84274
2021-03-31,19.55931
2021-04-01,24.56987
2021-04-02,32.17627
2021-04-03,27.98068
2021-04-04,22.18533
2021-04-05,27.7392
2021-04-06,29.21823
2021-04-07,43.82734
2021-04-08,41.77482
2021-04-09,28.79565
2021-04-10,26.10926
2021-04-11,23.99637
2021-04-12,23.99637
2021-04-13,24.11711
2021-04-14,28.64473
2021-04-15,24.26803
2021-04-16,26.59221
2021-04-17,24.99245
2021-04-18,34.591
2021-04-19,35.82855
2021-04-20,50.83006
2021-04-21,34.53063
2021-04-22,40.83911
2021-04-23,100.0
2021-04-24,60.57953
2021-04-25,35.31542
2021-04-26,39.84304
2021-04-27,31.75369
2021-04-28,27.04497
2021-04-29,22.63809
2021-04-30,17.65771
2021-05-01,17.41623
2021-05-02,16.84274
2021-05-03,17.65771
2021-05-04,17.56715
2021-05-05,16.38997
2021-05-06,16.38997
2021-05-07,17.83881
2021-05-08,16.48053
2021-05-09,16.29942
2021-05-10,15.87684
2021-05-11,17.56715
2021-05-12,16.32961
2021-05-13,34.89284
2021-05-14,23.81527
2021-05-15,17.95955
2021-05-16,20.79686
2021-05-17,42.61998
2021-05-18,26.26018
2021-05-19,61.36432
2021-05-20,76.21491
2021-05-21,42.31814
2021-05-22,52.00724
2021-05-23,54.63326
2021-05-24,69.12164
2021-05-25,45.84968
2021-05-26,34.65137
2021-05-27,28.10141
2021-05-28,24.69061
2021-05-29,37.97162
2021-05-30,31.9348
2021-05-31,30.18412
2021-06-01,22.27588
2021-06-02,21.24962
2021-06-03,18.53305
2021-06-04,18.59341
2021-06-05,17.2955
2021-06-06,21.70238
2021-06-07,20.34409
2021-06-08,37.2472
2021-06-09,29.18804
2021-06-10,20.46483
2021-06-11,15.81648
2021-06-12,16.9031
2021-06-13,15.9674
2021-06-14,18.8047
2021-06-15,14.48837
2021-06-16,13.31119
2021-06-17,13.06972
2021-06-18,13.94506
2021-06-19,13.82432
2021-06-20,12.82825
2021-06-21,23.42287
2021-06-22,40.35617
2021-06-23,25.47539
2021-06-24,18.14065
2021-06-25,13.52248
2021-06-26,15.66555
2021-06-27,13.37156
2021-06-28,14.27709
2021-06-29,13.91488
2021-06-30,12.61696
2021-07-01,11.46996
2021-07-02,10.29278
2021-07-03,8.42137
2021-07-04,7.81768
2021-07-05,9.62873
2021-07-06,8.72321
2021-07-07,7.72713
2021-07-08,7.18382
2021-07-09,8.48173
2021-07-10,5.76516
2021-07-11,6.4594
2021-07-12,6.67069
2021-07-13,6.4594
2021-07-14,7.27437
2021-07-15,7.48566
2021-07-16,8.17989
2021-07-17,8.48173
2021-07-18,7.42529
2021-07-19,8.81376
2021-07-20,14.36764
2021-07-21,9.59855
2021-07-22,7.7875
2021-07-23,7.00271
2021-07-24,6.76124
2021-07-25,6.48958
2021-07-26,12.01328
2021-07-27,9.26652
2021-07-28,8.75339
2021-07-29,7.90824
2021-07-30,5.91608
2021-07-31,8.45155
2021-08-01,8.21008
2021-08-02,8.24026
2021-08-03,6.85179
2021-08-04,7.48566
2021-08-05,6.91216
2021-08-06,6.61032
2021-08-07,9.84002
2021-08-08,8.9345
2021-08-09,10.59462
2021-08-10,10.59462
2021-08-11,9.74947
2021-08-12,12.46604
2021-08-13,11.40959
2021-08-14,12.58677
2021-08-15,10.98702
2021-08-16,11.10775
2021-08-17,11.50015
2021-08-18,9.99094
2021-08-19,9.90039
2021-08-20,9.65891
2021-08-21,8.75339
2021-08-22,8.90431
2021-08-23,14.72985
2021-08-24,13.22064
2021-08-25,13.94506
2021-08-26,12.58677
2021-08-27,11.22849
2021-08-28,10.29278
2021-08-29,8.11952
2021-08-30,8.69302
2021-08-31,7.66676
2021-09-01,7.27437
2021-09-02,8.11952
2021-09-03,7.48566
2021-09-04,9.44763
2021-09-05,6.88198
2021-09-06,9.62873
2021-09-07,11.46996
2021-09-08,18.44249
2021-09-09,10.77573
2021-09-10,9.35707
2021-09-11,8.27044
2021-09-12,7.36492
2021-09-13,8.45155
2021-09-14,11.07757
2021-09-15,9.23634
2021-09-16,7.12345
2021-09-17,7.36492
2021-09-18,6.76124
2021-09-19,5.91608
2021-09-20,8.30063
2021-09-21,12.40567
2021-09-22,12.25475
2021-09-23,11.31904
2021-09-24,10.98702
2021-09-25,12.04346
2021-09-26,10.08149
2021-09-27,10.14186
2021-09-28,9.84002
2021-09-29,11.43978
2021-09-30,7.84787
2021-10-01,8.39118
2021-10-02,7.69695
2021-10-03,7.93842
2021-10-04,8.14971
2021-10-05,11.71143
2021-10-06,13.82432
2021-10-07,15.15242
2021-10-08,13.55267
2021-10-09,9.26652
2021-10-10,11.7718
2021-10-11,15.42408
2021-10-12,17.869
2021-10-13,12.64714
2021-10-14,12.13401
2021-10-15,16.75218
2021-10-16,14.8204
2021-10-17,9.80984
2021-10-18,14.45819
2021-10-19,11.0172
2021-10-20,14.91095
2021-10-21,23.63416
2021-10-22,15.09206
2021-10-23,11.68125
2021-10-24,10.14186
2021-10-25,11.25867
2021-10-26,10.77573
2021-10-27,11.40959
2021-10-28,10.74554
2021-10-29,10.65499
2021-10-30,7.99879
2021-10-31,7.57621
2021-11-01,9.77965
2021-11-02,10.41352
2021-11-03,9.26652
2021-11-04,8.78357
2021-11-05,6.33866
2021-11-06,6.4594
2021-11-07,6.79142
2021-11-08,11.31904
2021-11-09,14.60911
2021-11-10,10.29278
2021-11-11,10.29278
2021-11-12,7.7875
2021-11-13,7.57621
2021-11-14,7.9686
2021-11-15,8.90431
2021-11-16,11.68125
2021-11-17,12.88862
2021-11-18,11.5907
2021-11-19,14.2469
2021-11-20,8.11952
2021-11-21,7.66676
2021-11-22,9.90039
2021-11-23,10.53425
2021-11-24,8.72321
2021-11-25,8.84394
2021-11-26,9.50799
2021-11-27,9.74947
2021-11-28,10.35315
2021-11-29,10.4437
2021-11-30,10.11168
2021-12-01,9.26652
2021-12-02,9.26652
2021-12-03,7.12345
2021-12-04,28.49381
2021-12-05,29.67099
2021-12-06,28.52399
2021-12-07,18.53305
2021-12-08,13.88469
2021-12-09,13.76396
2021-12-10,14.03561
2021-12-11,12.07364
2021-12-12,12.58677
2021-12-13,12.82825
2021-12-14,18.77452
2021-12-15,13.73377
2021-12-16,10.95683
2021-12-17,9.14578
2021-12-18,7.63658
2021-12-19,8.5421
2021-12-20,9.80984
2021-12-21,9.14578
2021-12-22,9.23634
2021-12-23,8.05916
2021-12-24,7.33474
2021-12-25,6.12737
2021-12-26,7.33474
2021-12-27,7.0329
2021-12-28,8.87413
2021-12-29,12.40567
2021-12-30,10.80591
2021-12-31,9.26652
2022-01-01,9.65891
2022-01-02,9.20615
2022-01-03,8.87413
2022-01-04,10.47389
2022-01-05,9.35707
2022-01-06,17.50679
2022-01-07,18.35194
2022-01-08,13.0999
2022-01-09,14.33745
2022-01-10,15.93721
2022-01-11,15.24298
2022-01-12,10.8361
2022-01-13,10.2626
2022-01-14,10.23241
2022-01-15,8.02897
2022-01-16,12.40567
2022-01-17,8.66284
2022-01-18,11.43978
2022-01-19,10.98702
2022-01-20,8.17989
2022-01-21,18.23121
2022-01-22,40.65801
2022-01-23,33.62511
2022-01-24,34.13824
2022-01-25,29.21823
2022-01-26,19.80078
2022-01-27,19.80078
2022-01-28,14.27709
2022-01-29,12.67733
2022-01-30,15.87684
2022-01-31,13.16027
2022-02-01,14.27709
2022-02-02,14.00543
2022-02-03,15.0015
2022-02-04,12.88862
2022-02-05,16.08813
2022-02-06,13.88469
2022-02-07,16.51071
2022-02-08,18.08028
2022-02-09,16.42016
2022-02-10,11.25867
2022-02-11,10.74554
2022-02-12,9.84002
2022-02-13,9.2967
2022-02-14,10.38333
2022-02-15,10.8361
2022-02-16,10.32297
2022-02-17,10.50407
2022-02-18,11.10775
2022-02-19,13.70359
2022-02-20,18.38213
2022-02-21,18.47268
2022-02-22,22.09477
2022-02-23,13.91488
2022-02-24,25.8376
2022-02-25,17.74826
2022-02-26,11.53033
2022-02-27,12.49622
2022-02-28,10.92665
2022-03-01,17.53697
2022-03-02,15.09206
2022-03-03,11.40959
2022-03-04,9.50799
2022-03-05,11.37941
2022-03-06,10.23241
2022-03-07,11.92272
2022-03-08,10.29278
2022-03-09,8.78357
2022-03-10,13.22064
2022-03-11,10.20223
2022-03-12,9.77965
2022-03-13,8.90431
2022-03-14,10.17204
2022-03-15,8.87413
2022-03-16,10.95683
2022-03-17,9.93057
2022-03-18,11.74162
2022-03-19,10.98702
2022-03-20,8.45155
2022-03-21,10.86628
2022-03-22,10.56444
2022-03-23,10.68517
2022-03-24,8.90431
2022-03-25,10.77573
2022-03-26,9.50799
2022-03-27,9.96076
2022-03-28,14.48837
2022-03-29,12.76788
2022-03-30,13.55267
2022-03-31,11.92272
2022-04-01,10.68517
2022-04-02,9.17597
2022-04-03,9.1156
2022-04-04,10.92665
2022-04-05,10.4437
2022-04-06,9.20615
2022-04-07,11.86236
2022-04-08,8.5421
2022-04-09,7.90824
2022-04-10,7.09326
2022-04-11,8.99486
2022-04-12,12.40567
2022-04-13,8.42137
2022-04-14,8.99486
2022-04-15,9.14578
2022-04-16,8.11952
2022-04-17,8.24026
2022-04-18,9.65891
2022-04-19,9.1156
2022-04-20,8.69302
2022-04-21,10.08149
2022-04-22,9.2967
2022-04-23,7.87805
2022-04-24,8.96468
2022-04-25,9.74947
2022-04-26,8.48173
2022-04-27,11.71143
2022-04-28,9.77965
2022-04-29,10.29278
2022-04-30,9.23634
2022-05-01,11.25867
2022-05-02,9.08542
2022-05-03,8.42137
2022-05-04,8.72321
2022-05-05,9.23634
2022-05-06,15.81648
2022-05-07,8.84394
2022-05-08,13.19046
2022-05-09,18.50286
2022-05-10,24.5095
2022-05-11,19.58949
2022-05-12,39.84304
2022-05-13,29.67099
2022-05-14,20.37428
2022-05-15,16.08813
2022-05-16,15.60519
2022-05-17,13.79414
2022-05-18,12.3453
2022-05-19,15.48445
2022-05-20,10.4437
2022-05-21,8.96468
2022-05-22,9.59855
2022-05-23,8.60247
2022-05-24,12.3453
2022-05-25,9.41744
2022-05-26,9.90039
2022-05-27,9.38726
2022-05-28,8.39118
2022-05-29,8.14971
2022-05-30,7.93842
2022-05-31,8.69302
2022-06-01,7.09326
2022-06-02,8.361
2022-06-03,6.88198
2022-06-04,8.11952
2022-06-05,6.97253
2022-06-06,8.33081
2022-06-07,10.41352
2022-06-08,7.93842
2022-06-09,6.27829
2022-06-10,6.15756
2022-06-11,7.214
2022-06-12,10.17204
2022-06-13,22.75882
2022-06-14,33.65529
2022-06-15,27.95049
2022-06-16,18.6236
2022-06-17,19.68004
2022-06-18,25.86779
2022-06-19,55.81044
2022-06-20,25.98853
2022-06-21,16.02776
2022-06-22,16.69182
2022-06-23,13.85451
2022-06-24,11.68125
2022-06-25,10.4437
2022-06-26,9.02505
2022-06-27,10.71536
2022-06-28,11.95291
2022-06-29,13.31119
2022-06-30,15.93721
2022-07-01,14.21672
2022-07-02,9.2967
2022-07-03,9.56836
2022-07-04,12.52641
2022-07-05,12.28493
2022-07-06,11.1983
2022-07-07,9.44763
2022-07-08,10.89646
2022-07-09,9.2967
2022-07-10,9.17597
2022-07-11,11.40959
2022-07-12,10.59462
2022-07-13,12.07364
2022-07-14,10.47389
2022-07-15,8.30063
2022-07-16,7.214
2022-07-17,8.84394
2022-07-18,12.37549
2022-07-19,11.62088
2022-07-20,13.52248
2022-07-21,14.97132
2022-07-22,10.4437
2022-07-23,7.9686
2022-07-24,7.57621
2022-07-25,9.05523
2022-07-26,9.47781
2022-07-27,8.30063
2022-07-28,8.45155
2022-07-29,9.62873
2022-07-30,7.15363
2022-07-31,7.75731
2022-08-01,9.6891
2022-08-02,7.81768
2022-08-03,8.02897
2022-08-04,8.96468
2022-08-05,7.18382
2022-08-06,7.48566
2022-08-07,6.73105
2022-08-08,8.51192
2022-08-09,9.26652
2022-08-10,8.84394
2022-08-11,9.80984
2022-08-12,9.08542
2022-08-13,9.6891
2022-08-14,7.87805
2022-08-15,9.08542
2022-08-16,11.22849
2022-08-17,9.32689
2022-08-18,8.27044
2022-08-19,12.67733
2022-08-20,12.61696
2022-08-21,10.98702
2022-08-22,9.8702
2022-08-23,9.56836
2022-08-24,9.47781
2022-08-25,8.96468
2022-08-26,8.11952
2022-08-27,9.62873
2022-08-28,10.50407
2022-08-29,10.68517
2022-08-30,10.23241
2022-08-31,8.72321
2022-09-01,7.12345
2022-09-02,8.11952
2022-09-03,8.02897
2022-09-04,7.06308
2022-09-05,7.69695
2022-09-06,7.48566
2022-09-07,11.16812
2022-09-08,8.99486
2022-09-09,6.42921
2022-09-10,8.30063
2022-09-11,6.12737
2022-09-12,9.17597
2022-09-13,10.68517
2022-09-14,14.0658
2022-09-15,10.02112
2022-09-16,8.08934
2022-09-17,7.12345
2022-09-18,7.36492
2022-09-19,12.97917
2022-09-20,8.45155
2022-09-21,8.57229
2022-09-22,9.90039
2022-09-23,8.57229
2022-09-24,6.91216
2022-09-25,7.69695
2022-09-26,10.35315
2022-09-27,11.86236
2022-09-28,14.54874
2022-09-29,8.78357
2022-09-30,8.66284
2022-10-01,6.39903
2022-10-02,8.14971
2022-10-03,8.66284
2022-10-04,10.47389
2022-10-05,9.32689
2022-10-06,8.78357
2022-10-07,8.24026
2022-10-08,8.72321
2022-10-09,6.85179
2022-10-10,8.30063
2022-10-11,9.05523
2022-10-12,9.35707
2022-10-13,11.16812
2022-10-14,9.38726
2022-10-15,8.17989
2022-10-16,8.60247
2022-10-17,8.78357
2022-10-18,8.39118
2022-10-19,7.214
2022-10-20,7.87805
2022-10-21,7.72713
2022-10-22,5.73498
2022-10-23,6.85179
2022-10-24,6.58013
2022-10-25,6.91216
2022-10-26,9.02505
2022-10-27,8.66284
2022-10-28,7.39511
2022-10-29,6.82161
2022-10-30,4.7389
2022-10-31,5.85571
2022-11-01,6.18774
2022-11-02,6.21792
2022-11-03,7.0329
2022-11-04,6.18774
2022-11-05,5.97645
2022-11-06,6.27829
2022-11-07,7.57621
2022-11-08,10.86628
2022-11-09,23.24177
2022-11-10,41.38243
2022-11-11,22.06459
2022-11-12,28.64473
2022-11-13,20.88741
2022-11-14,36.10021
2022-11-15,23.03048
2022-11-16,16.42016
2022-11-17,13.06972
2022-11-18,10.68517
2022-11-19,8.42137
2022-11-20,9.74947
2022-11-21,11.98309
2022-11-22,14.57893
2022-11-23,9.65891
2022-11-24,9.62873
2022-11-25,10.2626
2022-11-26,8.72321
2022-11-27,9.26652
2022-11-28,9.56836
2022-11-29,10.23241
2022-11-30,9.6891
2022-12-01,10.77573
2022-12-02,8.57229
2022-12-03,6.067
2022-12-04,7.42529
2022-12-05,10.80591
2022-12-06,8.05916
2022-12-07,9.05523
2022-12-08,10.08149
2022-12-09,9.80984
2022-12-10,6.36884
2022-12-11,7.60639
2022-12-12,10.02112
2022-12-13,9.96076
2022-12-14,8.63265
2022-12-15,8.33081
2022-12-16,9.1156
2022-12-17,8.42137
2022-12-18,8.9345
2022-12-19,9.05523
2022-12-20,10.65499
2022-12-21,8.96468
2022-12-22,7.93842
2022-12-23,8.24026
2022-12-24,6.85179
2022-12-25,9.23634
2022-12-26,8.361
2022-12-27,9.08542
2022-12-28,10.23241
2022-12-29,10.11168
2022-12-30,8.39118
2022-12-31,6.42921
2023-01-01,7.214
2023-01-02,8.361
2023-01-03,7.72713
2023-01-04,8.99486
2023-01-05,7.7875
2023-01-06,7.214
2023-01-07,7.12345
2023-01-08,8.81376
2023-01-09,9.47781
2023-01-10,9.1156
2023-01-11,8.08934
2023-01-12,9.65891
2023-01-13,10.80591
2023-01-14,30.54633
2023-01-15,19.52912
2023-01-16,15.33353
2023-01-17,15.87684
2023-01-18,15.30335
2023-01-19,11.0172
2023-01-20,9.17597
2023-01-21,15.24298
2023-01-22,13.0999
2023-01-23,12.37549
2023-01-24,12.67733
2023-01-25,14.18653
2023-01-26,12.46604
2023-01-27,12.04346
2023-01-28,9.65891
2023-01-29,11.10775
2023-01-30,14.76003
2023-01-31,11.46996
2023-02-01,11.04738
2023-02-02,13.43193
2023-02-03,12.64714
2023-02-04,9.02505
2023-02-05,9.47781
2023-02-06,11.43978
2023-02-07,10.14186
2023-02-08,9.35707
2023-02-09,9.84002
2023-02-10,9.71928
2023-02-11,7.69695
2023-02-12,6.82161
2023-02-13,10.23241
2023-02-14,9.17597
2023-02-15,8.5421
2023-02-16,19.07636
2023-02-17,13.13009
2023-02-18,11.10775
2023-02-19,10.68517
2023-02-20,12.88862
2023-02-21,14.94114
2023-02-22,12.31512
2023-02-23,9.59855
2023-02-24,9.84002
2023-02-25,9.6891
2023-02-26,9.6891
2023-02-27,8.69302
2023-02-28,7.33474
2023-03-01,7.09326
2023-03-02,7.9686
2023-03-03,9.26652
2023-03-04,7.69695
2023-03-05,6.70087
2023-03-06,7.12345
2023-03-07,6.33866
2023-03-08,8.02897
2023-03-09,8.51192
2023-03-10,12.31512
2023-03-11,9.38726
2023-03-12,10.50407
2023-03-13,13.03954
2023-03-14,21.94385
2023-03-15,16.66163
2023-03-16,12.52641
2023-03-17,15.09206
2023-03-18,14.94114
2023-03-19,13.06972
2023-03-20,18.35194
2023-03-21,15.42408
2023-03-22,14.27709
2023-03-23,13.91488
2023-03-24,12.55659
2023-03-25,9.47781
2023-03-26,7.81768
2023-03-27,9.6891
2023-03-28,10.86628
2023-03-29,9.6891
2023-03-30,11.25867
2023-03-31,8.84394
2023-04-01,8.30063
2023-04-02,9.02505
2023-04-03,8.69302
2023-04-04,8.33081
2023-04-05,8.63265
2023-04-06,8.72321
2023-04-07,7.09326
2023-04-08,5.55387
2023-04-09,5.55387
2023-04-10,6.33866
2023-04-11,13.55267
2023-04-12,13.58285
2023-04-13,10.59462
2023-04-14,9.38726
2023-04-15,5.55387
2023-04-16,5.07093
2023-04-17,5.70479
2023-04-18,6.4594
2023-04-19,5.10111
2023-04-20,6.58013
2023-04-21,6.94234
2023-04-22,5.43314
2023-04-23,4.10504
2023-04-24,5.82553
2023-04-25,7.36492
2023-04-26,7.27437
2023-04-27,7.57621
2023-04-28,6.48958
2023-04-29,4.79927
2023-04-30,5.25203
2023-05-01,6.00664
2023-05-02,6.00664
2023-05-03,5.25203
2023-05-04,4.76909
2023-05-05,5.43314
2023-05-06,4.82945
2023-05-07,6.54995
2023-05-08,7.57621
2023-05-09,7.36492
2023-05-10,5.61424
2023-05-11,5.40295
2023-05-12,6.27829
2023-05-13,4.7389
2023-05-14,4.40688
2023-05-15,6.42921
2023-05-16,5.79535
2023-05-17,5.8859
2023-05-18,4.49743
2023-05-19,4.5578
2023-05-20,4.43706
2023-05-21,3.80319
2023-05-22,4.85964
2023-05-23,4.70872
2023-05-24,4.34651
2023-05-25,4.25596
2023-05-26,3.62209
2023-05-27,2.92785
2023-05-28,3.38062
2023-05-29,4.04467
