date,1돈가격
2020-08-30,1.2061
2020-08-31,1.17062
2020-09-01,1.63178
2020-09-02,1.77367
2020-09-03,1.17062
2020-09-04,1.7382
2020-09-05,1.31252
2020-09-06,1.27704
2020-09-07,1.88009
2020-09-08,1.2061
2020-09-09,1.45441
2020-09-10,1.31252
2020-09-11,1.88009
2020-09-12,1.52536
2020-09-13,1.34799
2020-09-14,1.7382
2020-09-15,1.48989
2020-09-16,1.0642
2020-09-17,1.45441
2020-09-18,1.34799
2020-09-19,1.24157
2020-09-20,1.09968
2020-09-21,1.52536
2020-09-22,1.56083
2020-09-23,1.56083
2020-09-24,1.34799
2020-09-25,1.84462
2020-09-26,1.17062
2020-09-27,0.56757
2020-09-28,1.66725
2020-09-29,1.17062
2020-09-30,1.0642
2020-10-01,1.48989
2020-10-02,1.27704
2020-10-03,0.95778
2020-10-04,1.0642
2020-10-05,1.24157
2020-10-06,1.31252
2020-10-07,1.17062
2020-10-08,1.41894
2020-10-09,1.31252
2020-10-10,0.78041
2020-10-11,1.24157
2020-10-12,1.59631
2020-10-13,1.34799
2020-10-14,1.24157
2020-10-15,1.45441
2020-10-16,1.45441
2020-10-17,1.02873
2020-10-18,1.52536
2020-10-19,1.02873
2020-10-20,1.31252
2020-10-21,1.41894
2020-10-22,0.78041
2020-10-23,1.27704
2020-10-24,1.38346
2020-10-25,1.24157
2020-10-26,1.31252
2020-10-27,1.17062
2020-10-28,1.48989
2020-10-29,1.38346
2020-10-30,1.66725
2020-10-31,1.2061
2020-11-01,1.34799
2020-11-02,1.38346
2020-11-03,1.34799
2020-11-04,1.66725
2020-11-05,1.7382
2020-11-06,2.23483
2020-11-07,1.2061
2020-11-08,1.31252
2020-11-09,1.70273
2020-11-10,1.63178
2020-11-11,1.2061
2020-11-12,1.31252
2020-11-13,1.38346
2020-11-14,1.27704
2020-11-15,1.17062
2020-11-16,1.66725
2020-11-17,0.99326
2020-11-18,1.77367
2020-11-19,1.17062
2020-11-20,1.41894
2020-11-21,1.09968
2020-11-22,1.48989
2020-11-23,1.56083
2020-11-24,1.41894
2020-11-25,1.24157
2020-11-26,1.41894
2020-11-27,1.88009
2020-11-28,0.92231
2020-11-29,1.17062
2020-11-30,1.24157
2020-12-01,1.38346
2020-12-02,1.84462
2020-12-03,1.17062
2020-12-04,1.45441
2020-12-05,1.45441
2020-12-06,1.02873
2020-12-07,1.52536
2020-12-08,1.48989
2020-12-09,1.52536
2020-12-10,1.45441
2020-12-11,1.45441
2020-12-12,1.31252
2020-12-13,0.78041
2020-12-14,0.88683
2020-12-15,1.34799
2020-12-16,0.99326
2020-12-17,1.27704
2020-12-18,1.31252
2020-12-19,1.09968
2020-12-20,1.09968
2020-12-21,1.48989
2020-12-22,1.27704
2020-12-23,1.41894
2020-12-24,1.34799
2020-12-25,1.27704
2020-12-26,1.02873
2020-12-27,0.95778
2020-12-28,1.34799
2020-12-29,1.88009
2020-12-30,1.66725
2020-12-31,1.45441
2021-01-01,1.34799
2021-01-02,1.52536
2021-01-03,0.95778
2021-01-04,1.80915
2021-01-05,2.34125
2021-01-06,1.66725
2021-01-07,1.41894
2021-01-08,1.56083
2021-01-09,1.7382
2021-01-10,0.81589
2021-01-11,1.70273
2021-01-12,1.56083
2021-01-13,1.27704
2021-01-14,1.27704
2021-01-15,1.7382
2021-01-16,2.19936
2021-01-17,2.48315
2021-01-18,1.88009
2021-01-19,1.59631
2021-01-20,1.7382
2021-01-21,1.84462
2021-01-22,1.24157
2021-01-23,2.05746
2021-01-24,0.81589
2021-01-25,1.59631
2021-01-26,1.45441
2021-01-27,1.31252
2021-01-28,1.59631
2021-01-29,1.24157
2021-01-30,0.88683
2021-01-31,0.78041
2021-02-01,1.41894
2021-02-02,1.7382
2021-02-03,1.48989
2021-02-04,1.48989
2021-02-05,2.02199
2021-02-06,0.78041
2021-02-07,1.59631
2021-02-08,1.02873
2021-02-09,1.70273
2021-02-10,1.52536
2021-02-11,1.63178
2021-02-12,1.48989
2021-02-13,0.95778
2021-02-14,1.0642
2021-02-15,1.7382
2021-02-16,0.95778
2021-02-17,1.88009
2021-02-18,1.56083
2021-02-19,1.41894
2021-02-20,1.80915
2021-02-21,1.45441
2021-02-22,1.59631
2021-02-23,1.27704
2021-02-24,1.45441
2021-02-25,1.48989
2021-02-26,1.48989
2021-02-27,1.38346
2021-02-28,1.41894
2021-03-01,0.95778
2021-03-02,1.7382
2021-03-03,1.38346
2021-03-04,1.02873
2021-03-05,1.31252
2021-03-06,1.27704
2021-03-07,1.34799
2021-03-08,1.34799
2021-03-09,1.45441
2021-03-10,1.2061
2021-03-11,1.70273
2021-03-12,1.80915
2021-03-13,1.66725
2021-03-14,1.13515
2021-03-15,1.70273
2021-03-16,1.63178
2021-03-17,1.17062
2021-03-18,1.0642
2021-03-19,1.31252
2021-03-20,1.7382
2021-03-21,1.38346
2021-03-22,1.38346
2021-03-23,1.27704
2021-03-24,1.17062
2021-03-25,1.56083
2021-03-26,0.95778
2021-03-27,0.99326
2021-03-28,1.09968
2021-03-29,1.02873
2021-03-30,1.27704
2021-03-31,1.27704
2021-04-01,1.2061
2021-04-02,0.95778
2021-04-03,1.66725
2021-04-04,1.45441
2021-04-05,1.34799
2021-04-06,1.27704
2021-04-07,0.92231
2021-04-08,1.34799
2021-04-09,1.52536
2021-04-10,1.09968
2021-04-11,0.95778
2021-04-12,1.09968
2021-04-13,1.59631
2021-04-14,1.24157
2021-04-15,1.80915
2021-04-16,1.52536
2021-04-17,1.7382
2021-04-18,1.0642
2021-04-19,1.34799
2021-04-20,1.34799
2021-04-21,1.66725
2021-04-22,1.17062
2021-04-23,3.26356
2021-04-24,1.88009
2021-04-25,2.12841
2021-04-26,2.37672
2021-04-27,1.95104
2021-04-28,2.2703
2021-04-29,2.16388
2021-04-30,1.66725
2021-05-01,1.2061
2021-05-02,1.59631
2021-05-03,1.98652
2021-05-04,2.02199
2021-05-05,1.59631
2021-05-06,2.76693
2021-05-07,2.2703
2021-05-08,1.38346
2021-05-09,1.02873
2021-05-10,1.52536
2021-05-11,1.56083
2021-05-12,1.70273
2021-05-13,1.56083
2021-05-14,1.41894
2021-05-15,1.09968
2021-05-16,1.13515
2021-05-17,1.80915
2021-05-18,1.38346
2021-05-19,1.63178
2021-05-20,1.80915
2021-05-21,1.80915
2021-05-22,0.49663
2021-05-23,1.7382
2021-05-24,1.59631
2021-05-25,1.63178
2021-05-26,1.48989
2021-05-27,1.0642
2021-05-28,1.2061
2021-05-29,1.02873
2021-05-30,1.09968
2021-05-31,1.27704
2021-06-01,1.59631
2021-06-02,1.34799
2021-06-03,1.38346
2021-06-04,1.31252
2021-06-05,1.24157
2021-06-06,0.85136
2021-06-07,1.0642
2021-06-08,1.63178
2021-06-09,1.41894
2021-06-10,1.13515
2021-06-11,1.66725
2021-06-12,1.38346
2021-06-13,1.0642
2021-06-14,1.34799
2021-06-15,0.99326
2021-06-16,1.31252
2021-06-17,1.24157
2021-06-18,1.09968
2021-06-19,0.88683
2021-06-20,0.99326
2021-06-21,1.34799
2021-06-22,1.48989
2021-06-23,1.52536
2021-06-24,1.59631
2021-06-25,1.66725
2021-06-26,0.99326
2021-06-27,0.99326
2021-06-28,1.59631
2021-06-29,1.0642
2021-06-30,1.34799
2021-07-01,1.27704
2021-07-02,1.91557
2021-07-03,1.31252
2021-07-04,1.63178
2021-07-05,1.52536
2021-07-06,1.66725
2021-07-07,1.56083
2021-07-08,1.09968
2021-07-09,1.27704
2021-07-10,1.31252
2021-07-11,1.80915
2021-07-12,1.2061
2021-07-13,1.34799
2021-07-14,1.70273
2021-07-15,1.31252
2021-07-16,1.27704
2021-07-17,1.52536
2021-07-18,1.41894
2021-07-19,1.63178
2021-07-20,0.88683
2021-07-21,1.2061
2021-07-22,1.38346
2021-07-23,1.2061
2021-07-24,1.13515
2021-07-25,1.2061
2021-07-26,1.34799
2021-07-27,1.17062
2021-07-28,1.31252
2021-07-29,1.31252
2021-07-30,1.31252
2021-07-31,1.24157
2021-08-01,1.13515
2021-08-02,1.34799
2021-08-03,1.24157
2021-08-04,1.24157
2021-08-05,1.45441
2021-08-06,2.19936
2021-08-07,1.02873
2021-08-08,0.74494
2021-08-09,1.91557
2021-08-10,1.38346
2021-08-11,1.48989
2021-08-12,1.98652
2021-08-13,1.0642
2021-08-14,1.27704
2021-08-15,1.27704
2021-08-16,1.02873
2021-08-17,1.56083
2021-08-18,1.24157
2021-08-19,1.52536
2021-08-20,1.38346
2021-08-21,1.66725
2021-08-22,0.88683
2021-08-23,1.45441
2021-08-24,1.52536
2021-08-25,1.66725
2021-08-26,1.17062
2021-08-27,2.12841
2021-08-28,0.88683
2021-08-29,2.30578
2021-08-30,1.80915
2021-08-31,1.7382
2021-09-01,1.38346
2021-09-02,1.38346
2021-09-03,2.37672
2021-09-04,2.02199
2021-09-05,1.63178
2021-09-06,1.84462
2021-09-07,1.41894
2021-09-08,2.09294
2021-09-09,1.2061
2021-09-10,1.48989
2021-09-11,1.66725
2021-09-12,1.48989
2021-09-13,1.77367
2021-09-14,1.38346
2021-09-15,1.88009
2021-09-16,1.70273
2021-09-17,2.55409
2021-09-18,2.97978
2021-09-19,2.48315
2021-09-20,1.34799
2021-09-21,1.24157
2021-09-22,1.34799
2021-09-23,1.41894
2021-09-24,1.52536
2021-09-25,1.2061
2021-09-26,1.2061
2021-09-27,1.13515
2021-09-28,1.2061
2021-09-29,1.31252
2021-09-30,1.56083
2021-10-01,1.48989
2021-10-02,0.81589
2021-10-03,1.13515
2021-10-04,1.31252
2021-10-05,2.02199
2021-10-06,1.34799
2021-10-07,1.2061
2021-10-08,1.34799
2021-10-09,1.48989
2021-10-10,1.31252
2021-10-11,1.77367
2021-10-12,1.13515
2021-10-13,1.88009
2021-10-14,1.24157
2021-10-15,1.59631
2021-10-16,1.13515
2021-10-17,0.81589
2021-10-18,1.80915
2021-10-19,0.92231
2021-10-20,1.41894
2021-10-21,1.34799
2021-10-22,0.74494
2021-10-23,1.24157
2021-10-24,1.38346
2021-10-25,1.91557
2021-10-26,1.38346
2021-10-27,1.2061
2021-10-28,2.9443
2021-10-29,2.16388
2021-10-30,0.92231
2021-10-31,1.09968
2021-11-01,1.31252
2021-11-02,1.34799
2021-11-03,1.48989
2021-11-04,2.12841
2021-11-05,0.92231
2021-11-06,0.63852
2021-11-07,1.34799
2021-11-08,1.48989
2021-11-09,1.41894
2021-11-10,1.45441
2021-11-11,1.48989
2021-11-12,0.95778
2021-11-13,1.34799
2021-11-14,1.31252
2021-11-15,1.59631
2021-11-16,1.52536
2021-11-17,1.45441
2021-11-18,1.13515
2021-11-19,1.45441
2021-11-20,1.13515
2021-11-21,1.41894
2021-11-22,1.52536
2021-11-23,0.92231
2021-11-24,1.45441
2021-11-25,1.02873
2021-11-26,0.92231
2021-11-27,0.78041
2021-11-28,1.27704
2021-11-29,1.63178
2021-11-30,1.70273
2021-12-01,1.09968
2021-12-02,1.56083
2021-12-03,1.56083
2021-12-04,0.85136
2021-12-05,1.09968
2021-12-06,1.27704
2021-12-07,1.41894
2021-12-08,1.84462
2021-12-09,1.13515
2021-12-10,1.63178
2021-12-11,1.13515
2021-12-12,1.27704
2021-12-13,1.41894
2021-12-14,1.38346
2021-12-15,1.59631
2021-12-16,1.70273
2021-12-17,1.7382
2021-12-18,1.31252
2021-12-19,1.34799
2021-12-20,1.63178
2021-12-21,1.66725
2021-12-22,1.63178
2021-12-23,1.52536
2021-12-24,1.63178
2021-12-25,0.92231
2021-12-26,0.85136
2021-12-27,1.48989
2021-12-28,2.2703
2021-12-29,1.95104
2021-12-30,2.30578
2021-12-31,2.37672
2022-01-01,1.38346
2022-01-02,1.84462
2022-01-03,2.80241
2022-01-04,2.09294
2022-01-05,1.91557
2022-01-06,1.88009
2022-01-07,1.91557
2022-01-08,1.41894
2022-01-09,1.80915
2022-01-10,1.34799
2022-01-11,2.55409
2022-01-12,1.52536
2022-01-13,1.0642
2022-01-14,1.24157
2022-01-15,1.31252
2022-01-16,1.09968
2022-01-17,1.56083
2022-01-18,1.34799
2022-01-19,1.45441
2022-01-20,1.09968
2022-01-21,1.59631
2022-01-22,1.98652
2022-01-23,2.51862
2022-01-24,1.52536
2022-01-25,1.84462
2022-01-26,1.48989
2022-01-27,1.66725
2022-01-28,1.63178
2022-01-29,1.56083
2022-01-30,1.70273
2022-01-31,1.24157
2022-02-01,1.7382
2022-02-02,1.66725
2022-02-03,1.59631
2022-02-04,1.41894
2022-02-05,2.09294
2022-02-06,1.41894
2022-02-07,1.77367
2022-02-08,1.59631
2022-02-09,1.66725
2022-02-10,1.63178
2022-02-11,1.95104
2022-02-12,1.63178
2022-02-13,1.24157
2022-02-14,2.16388
2022-02-15,2.37672
2022-02-16,1.45441
2022-02-17,1.13515
2022-02-18,2.02199
2022-02-19,1.95104
2022-02-20,1.02873
2022-02-21,1.59631
2022-02-22,1.48989
2022-02-23,1.66725
2022-02-24,2.73146
2022-02-25,2.02199
2022-02-26,1.70273
2022-02-27,1.2061
2022-02-28,1.41894
2022-03-01,1.41894
2022-03-02,1.52536
2022-03-03,1.63178
2022-03-04,1.45441
2022-03-05,1.24157
2022-03-06,2.51862
2022-03-07,1.98652
2022-03-08,1.80915
2022-03-09,1.52536
2022-03-10,1.88009
2022-03-11,1.52536
2022-03-12,1.52536
2022-03-13,1.56083
2022-03-14,1.77367
2022-03-15,2.12841
2022-03-16,1.91557
2022-03-17,1.27704
2022-03-18,1.70273
2022-03-19,1.34799
2022-03-20,0.88683
2022-03-21,1.34799
2022-03-22,1.56083
2022-03-23,1.48989
2022-03-24,1.56083
2022-03-25,2.34125
2022-03-26,1.41894
2022-03-27,1.13515
2022-03-28,1.91557
2022-03-29,1.41894
2022-03-30,1.52536
2022-03-31,1.27704
2022-04-01,1.09968
2022-04-02,1.13515
2022-04-03,1.70273
2022-04-04,1.56083
2022-04-05,0.92231
2022-04-06,1.31252
2022-04-07,1.56083
2022-04-08,1.2061
2022-04-09,0.78041
2022-04-10,0.88683
2022-04-11,1.27704
2022-04-12,1.24157
2022-04-13,1.52536
2022-04-14,1.2061
2022-04-15,1.48989
2022-04-16,0.74494
2022-04-17,1.34799
2022-04-18,1.2061
2022-04-19,1.41894
2022-04-20,1.66725
2022-04-21,1.48989
2022-04-22,1.09968
2022-04-23,1.27704
2022-04-24,1.7382
2022-04-25,1.7382
2022-04-26,1.80915
2022-04-27,1.91557
2022-04-28,2.05746
2022-04-29,1.80915
2022-04-30,1.45441
2022-05-01,1.38346
2022-05-02,1.7382
2022-05-03,1.41894
2022-05-04,1.09968
2022-05-05,1.02873
2022-05-06,1.17062
2022-05-07,1.17062
2022-05-08,1.7382
2022-05-09,2.05746
2022-05-10,1.77367
2022-05-11,1.31252
2022-05-12,1.31252
2022-05-13,1.59631
2022-05-14,1.0642
2022-05-15,1.38346
2022-05-16,1.48989
2022-05-17,1.31252
2022-05-18,1.56083
2022-05-19,1.56083
2022-05-20,1.38346
2022-05-21,1.34799
2022-05-22,1.02873
2022-05-23,1.27704
2022-05-24,1.31252
2022-05-25,1.84462
2022-05-26,1.84462
2022-05-27,1.34799
2022-05-28,0.95778
2022-05-29,1.2061
2022-05-30,1.56083
2022-05-31,1.38346
2022-06-01,1.56083
2022-06-02,1.38346
2022-06-03,1.52536
2022-06-04,1.34799
2022-06-05,1.17062
2022-06-06,1.48989
2022-06-07,1.45441
2022-06-08,1.41894
2022-06-09,2.2703
2022-06-10,1.7382
2022-06-11,1.27704
2022-06-12,1.63178
2022-06-13,1.77367
2022-06-14,1.0642
2022-06-15,1.38346
2022-06-16,2.09294
2022-06-17,1.56083
2022-06-18,1.7382
2022-06-19,1.45441
2022-06-20,1.98652
2022-06-21,1.91557
2022-06-22,1.77367
2022-06-23,2.23483
2022-06-24,2.51862
2022-06-25,1.24157
2022-06-26,1.56083
2022-06-27,1.80915
2022-06-28,2.19936
2022-06-29,1.88009
2022-06-30,2.12841
2022-07-01,1.88009
2022-07-02,1.98652
2022-07-03,0.95778
2022-07-04,2.02199
2022-07-05,1.56083
2022-07-06,1.88009
2022-07-07,1.80915
2022-07-08,1.41894
2022-07-09,1.45441
2022-07-10,1.66725
2022-07-11,1.77367
2022-07-12,1.45441
2022-07-13,1.27704
2022-07-14,1.13515
2022-07-15,1.84462
2022-07-16,1.52536
2022-07-17,1.13515
2022-07-18,1.70273
2022-07-19,1.66725
2022-07-20,1.17062
2022-07-21,1.84462
2022-07-22,1.70273
2022-07-23,1.63178
2022-07-24,1.2061
2022-07-25,1.52536
2022-07-26,2.2703
2022-07-27,1.70273
2022-07-28,1.63178
2022-07-29,1.80915
2022-07-30,1.17062
2022-07-31,1.34799
2022-08-01,1.59631
2022-08-02,1.52536
2022-08-03,1.24157
2022-08-04,1.24157
2022-08-05,1.45441
2022-08-06,1.27704
2022-08-07,1.24157
2022-08-08,1.52536
2022-08-09,1.88009
2022-08-10,2.19936
2022-08-11,1.70273
2022-08-12,1.38346
2022-08-13,1.02873
2022-08-14,1.27704
2022-08-15,1.80915
2022-08-16,1.0642
2022-08-17,2.02199
2022-08-18,1.52536
2022-08-19,1.70273
2022-08-20,1.27704
2022-08-21,1.34799
2022-08-22,1.91557
2022-08-23,1.59631
2022-08-24,1.56083
2022-08-25,1.84462
2022-08-26,1.63178
2022-08-27,1.45441
2022-08-28,0.88683
2022-08-29,1.63178
2022-08-30,1.7382
2022-08-31,1.70273
2022-09-01,1.84462
2022-09-02,1.27704
2022-09-03,0.99326
2022-09-04,0.95778
2022-09-05,1.48989
2022-09-06,1.77367
2022-09-07,1.91557
2022-09-08,1.80915
2022-09-09,1.45441
2022-09-10,1.88009
2022-09-11,1.52536
2022-09-12,1.63178
2022-09-13,2.02199
2022-09-14,2.4122
2022-09-15,2.23483
2022-09-16,1.80915
2022-09-17,1.48989
2022-09-18,1.63178
2022-09-19,1.70273
2022-09-20,2.30578
2022-09-21,2.19936
2022-09-22,2.09294
2022-09-23,1.95104
2022-09-24,1.38346
2022-09-25,1.13515
2022-09-26,1.7382
2022-09-27,1.98652
2022-09-28,2.09294
2022-09-29,2.55409
2022-09-30,7.44945
2022-10-01,10.96133
2022-10-02,14.18942
2022-10-03,12.55764
2022-10-04,12.77048
2022-10-05,11.17417
2022-10-06,13.47995
2022-10-07,12.55764
2022-10-08,12.52217
2022-10-09,11.63533
2022-10-10,11.88364
2022-10-11,26.46328
2022-10-12,22.52571
2022-10-13,18.23341
2022-10-14,14.11848
2022-10-15,14.57963
2022-10-16,12.73501
2022-10-17,14.757
2022-10-18,18.12699
2022-10-19,18.30436
2022-10-20,15.21816
2022-10-21,14.54416
2022-10-22,13.08974
2022-10-23,12.27385
2022-10-24,13.12522
2022-10-25,13.30258
2022-10-26,13.51543
2022-10-27,13.65732
2022-10-28,13.87016
2022-10-29,13.65732
2022-10-30,10.96133
2022-10-31,14.50869
2022-11-01,16.14047
2022-11-02,15.32458
2022-11-03,15.85668
2022-11-04,16.14047
2022-11-05,16.67257
2022-11-06,13.76374
2022-11-07,16.03405
2022-11-08,14.01206
2022-11-09,15.53742
2022-11-10,15.32458
2022-11-11,14.40227
2022-11-12,13.0188
2022-11-13,13.51543
2022-11-14,15.11174
2022-11-15,13.58637
2022-11-16,13.33806
2022-11-17,13.58637
2022-11-18,15.57289
2022-11-19,13.65732
2022-11-20,14.04753
2022-11-21,14.61511
2022-11-22,14.82795
2022-11-23,13.40901
2022-11-24,10.89038
2022-11-25,12.2029
2022-11-26,13.62185
2022-11-27,12.2029
2022-11-28,13.33806
2022-11-29,11.03228
2022-11-30,12.69953
2022-12-01,16.14047
2022-12-02,15.21816
2022-12-03,13.83469
2022-12-04,11.74175
2022-12-05,12.38027
2022-12-06,13.16069
2022-12-07,13.97658
2022-12-08,14.79247
2022-12-09,14.72153
2022-12-10,14.65058
2022-12-11,14.54416
2022-12-12,14.26037
2022-12-13,14.72153
2022-12-14,15.04079
2022-12-15,13.19616
2022-12-16,18.05604
2022-12-17,16.45973
2022-12-18,16.38879
2022-12-19,15.32458
2022-12-20,17.24015
2022-12-21,16.06952
2022-12-22,16.42426
2022-12-23,16.88542
2022-12-24,13.72827
2022-12-25,14.18942
2022-12-26,16.105
2022-12-27,19.79425
2022-12-28,19.01383
2022-12-29,18.97836
2022-12-30,17.80773
2022-12-31,17.73678
2023-01-01,26.21496
2023-01-02,27.2437
2023-01-03,23.44803
2023-01-04,26.81802
2023-01-05,21.17772
2023-01-06,18.5172
2023-01-07,25.68286
2023-01-08,28.73359
2023-01-09,21.0713
2023-01-10,32.70663
2023-01-11,25.78928
2023-01-12,22.17098
2023-01-13,17.94962
2023-01-14,18.33983
2023-01-15,19.65235
2023-01-16,16.21142
2023-01-17,17.52394
2023-01-18,19.15572
2023-01-19,16.60163
2023-01-20,20.2554
2023-01-21,22.56119
2023-01-22,24.12202
2023-01-23,20.53919
2023-01-24,16.70805
2023-01-25,16.67257
2023-01-26,20.04256
2023-01-27,23.98013
2023-01-28,18.12699
2023-01-29,16.67257
2023-01-30,15.99858
2023-01-31,19.54593
2023-02-01,18.30436
2023-02-02,15.99858
2023-02-03,14.65058
2023-02-04,18.05604
2023-02-05,16.81447
2023-02-06,16.77899
2023-02-07,16.42426
2023-02-08,16.81447
2023-02-09,14.86342
2023-02-10,17.02731
2023-02-11,16.31784
2023-02-12,17.02731
2023-02-13,15.99858
2023-02-14,15.46647
2023-02-15,14.50869
2023-02-16,14.33132
2023-02-17,13.83469
2023-02-18,14.86342
2023-02-19,14.43774
2023-02-20,13.0188
2023-02-21,13.33806
2023-02-22,14.72153
2023-02-23,13.94111
2023-02-24,15.67931
2023-02-25,15.36005
2023-02-26,14.2249
2023-02-27,14.54416
2023-02-28,16.6371
2023-03-01,16.56615
2023-03-02,13.83469
2023-03-03,14.40227
2023-03-04,14.757
2023-03-05,13.05427
2023-03-06,15.60837
2023-03-07,14.47321
2023-03-08,19.90067
2023-03-09,14.96984
2023-03-10,12.91238
2023-03-11,13.97658
2023-03-12,10.78396
2023-03-13,13.44448
2023-03-14,14.50869
2023-03-15,14.40227
2023-03-16,14.57963
2023-03-17,12.84143
2023-03-18,14.8989
2023-03-19,13.97658
2023-03-20,18.87194
2023-03-21,19.58141
2023-03-22,19.65235
2023-03-23,18.87194
2023-03-24,18.94288
2023-03-25,16.24689
2023-03-26,17.73678
2023-03-27,16.95636
2023-03-28,23.41255
2023-03-29,24.19297
2023-03-30,17.87868
2023-03-31,18.76551
2023-04-01,16.45973
2023-04-02,15.32458
2023-04-03,16.81447
2023-04-04,17.02731
2023-04-05,23.02234
2023-04-06,31.25221
2023-04-07,21.21319
2023-04-08,17.13373
2023-04-09,28.13054
2023-04-10,25.96665
2023-04-11,19.01383
2023-04-12,18.41078
2023-04-13,16.56615
2023-04-14,20.71656
2023-04-15,24.26392
2023-04-16,16.28236
2023-04-17,26.32139
2023-04-18,15.14721
2023-04-19,17.94962
2023-04-20,17.59489
2023-04-21,14.36679
2023-04-22,13.44448
2023-04-23,13.12522
2023-04-24,15.82121
2023-04-25,13.51543
2023-04-26,15.2891
2023-04-27,16.70805
2023-04-28,16.06952
2023-04-29,16.105
2023-04-30,14.01206
2023-05-01,15.04079
2023-05-02,15.89216
2023-05-03,14.86342
2023-05-04,15.67931
2023-05-05,17.45299
2023-05-06,20.32635
2023-05-07,17.34657
2023-05-08,22.02908
2023-05-09,17.38205
2023-05-10,17.87868
2023-05-11,17.70131
2023-05-12,16.99184
2023-05-13,16.81447
2023-05-14,14.33132
2023-05-15,17.24015
2023-05-16,16.105
2023-05-17,15.00532
2023-05-18,13.76374
2023-05-19,15.431
2023-05-20,15.85668
2023-05-21,12.02554
2023-05-22,15.18268
2023-05-23,12.73501
2023-05-24,15.431
2023-05-25,14.79247
2023-05-26,14.47321
2023-05-27,14.33132
2023-05-28,12.80595
