date,블랙록
2023-05-29,3.28399
2023-05-30,7.67807
2023-05-31,4.39407
2023-06-01,3.95467
2023-06-02,3.49213
2023-06-03,2.12765
2023-06-04,2.24329
2023-06-05,2.28954
2023-06-06,2.17391
2023-06-07,3.67715
2023-06-08,6.63737
2023-06-09,5.59666
2023-06-10,2.28954
2023-06-11,2.47456
2023-06-12,4.02405
2023-06-13,5.24976
2023-06-14,4.7641
2023-06-15,9.73635
2023-06-16,44.75023
2023-06-17,25.0
2023-06-18,13.48288
2023-06-19,15.98057
2023-06-20,21.25346
2023-06-21,100.0
2023-06-22,72.91859
2023-06-23,25.3469
2023-06-24,33.09435
2023-06-25,18.50138
2023-06-26,26.22571
2023-06-27,17.43755
2023-06-28,15.95744
2023-06-29,13.22849
2023-06-30,20.95282
2023-07-01,19.3802
2023-07-02,10.22201
2023-07-03,14.87049
2023-07-04,39.61609
2023-07-05,22.66419
2023-07-06,30.96669
2023-07-07,17.55319
2023-07-08,9.66697
2023-07-09,9.3432
2023-07-10,12.07215
2023-07-11,10.33765
2023-07-12,12.32654
2023-07-13,11.56336
2023-07-14,16.88251
2023-07-15,10.29139
2023-07-16,8.395
2023-07-17,13.78353
2023-07-18,13.80666
2023-07-19,14.29232
2023-07-20,11.88714
2023-07-21,9.80573
2023-07-22,5.61979
2023-07-23,5.15726
2023-07-24,9.11193
2023-07-25,8.20999
2023-07-26,8.395
2023-07-27,7.67807
2023-07-28,7.16928
2023-07-29,4.64847
2023-07-30,4.4172
2023-07-31,6.86864
2023-08-01,6.89176
2023-08-02,7.77058
2023-08-03,7.30804
2023-08-04,4.78723
2023-08-05,3.1221
2023-08-06,4.48658
2023-08-07,6.63737
2023-08-08,6.38297
2023-08-09,5.80481
2023-08-10,5.111
2023-08-11,5.43478
2023-08-12,4.44033
2023-08-13,3.33024
2023-08-14,5.78168
2023-08-15,5.15726
2023-08-16,6.54486
2023-08-17,7.77058
2023-08-18,7.51618
2023-08-19,4.11655
2023-08-20,3.65402
2023-08-21,5.96669
2023-08-22,7.67807
2023-08-23,8.07123
2023-08-24,6.26734
2023-08-25,6.19796
2023-08-26,3.63089
2023-08-27,3.81591
2023-08-28,7.46993
2023-08-29,9.27382
2023-08-30,10.54579
2023-08-31,8.20999
2023-09-01,9.85198
2023-09-02,4.04717
2023-09-03,4.11655
2023-09-04,12.74283
2023-09-05,9.71322
2023-09-06,5.75855
2023-09-07,5.3654
2023-09-08,5.87419
2023-09-09,3.14523
2023-09-10,3.07585
2023-09-11,4.92599
2023-09-12,5.80481
2023-09-13,5.78168
2023-09-14,5.78168
2023-09-15,5.89731
2023-09-16,5.52728
2023-09-17,5.0185
2023-09-18,6.84551
2023-09-19,10.43015
2023-09-20,7.33117
2023-09-21,5.15726
2023-09-22,3.83903
2023-09-23,2.86771
2023-09-24,2.19703
2023-09-25,3.74653
2023-09-26,4.25531
2023-09-27,7.81683
2023-09-28,4.25531
2023-09-29,4.32469
2023-09-30,3.83903
2023-10-01,3.05272
2023-10-02,3.35337
2023-10-03,3.0296
2023-10-04,4.78723
2023-10-05,3.93154
2023-10-06,4.02405
2023-10-07,2.4283
2023-10-08,2.65957
2023-10-09,2.96022
2023-10-10,4.32469
2023-10-11,4.09343
2023-10-12,4.62534
2023-10-13,4.94912
2023-10-14,3.28399
2023-10-15,9.15818
2023-10-16,28.28399
2023-10-17,17.76133
2023-10-18,7.21554
2023-10-19,8.46438
2023-10-20,5.66604
2023-10-21,3.93154
2023-10-22,3.49213
2023-10-23,6.08233
2023-10-24,35.82331
2023-10-25,23.21924
2023-10-26,13.20536
2023-10-27,8.14061
2023-10-28,5.50416
2023-10-29,5.13413
2023-10-30,7.33117
2023-10-31,6.77613
2023-11-01,7.03052
2023-11-02,7.63182
2023-11-03,6.96114
2023-11-04,4.7641
2023-11-05,4.57909
2023-11-06,7.30804
2023-11-07,6.47548
2023-11-08,6.19796
2023-11-09,7.0999
2023-11-10,20.69842
2023-11-11,6.77613
2023-11-12,4.27844
2023-11-13,6.45235
2023-11-14,15.0555
2023-11-15,10.68455
2023-11-16,11.0777
2023-11-17,9.01942
2023-11-18,5.87419
2023-11-19,5.0185
2023-11-20,5.89731
2023-11-21,6.17483
2023-11-22,11.0777
2023-11-23,10.01387
2023-11-24,8.02497
2023-11-25,4.32469
2023-11-26,4.00092
2023-11-27,5.20351
2023-11-28,9.7826
2023-11-29,7.26179
2023-11-30,7.83996
2023-12-01,5.73543
2023-12-02,6.91489
2023-12-03,4.57909
2023-12-04,8.41813
2023-12-05,9.94449
2023-12-06,16.04995
2023-12-07,11.88714
2023-12-08,7.53931
2023-12-09,6.31359
2023-12-10,4.90286
2023-12-11,8.20999
2023-12-12,22.57169
2023-12-13,10.22201
2023-12-14,9.01942
2023-12-15,7.19241
2023-12-16,7.23866
2023-12-17,5.75855
2023-12-18,6.08233
2023-12-19,7.83996
2023-12-20,8.69565
2023-12-21,7.19241
2023-12-22,8.27937
2023-12-23,7.65494
2023-12-24,5.89731
2023-12-25,6.08233
2023-12-26,9.38945
2023-12-27,7.07678
2023-12-28,5.50416
2023-12-29,5.38852
2023-12-30,5.78168
2023-12-31,4.44033
2024-01-01,4.97224
2024-01-02,9.41258
2024-01-03,10.61517
2024-01-04,12.39592
2024-01-05,10.36077
2024-01-06,9.45883
2024-01-07,7.26179
2024-01-08,14.13043
2024-01-09,21.16096
2024-01-10,16.76688
2024-01-11,43.54764
2024-01-12,23.24236
2024-01-13,15.21739
2024-01-14,10.86956
2024-01-15,17.16003
2024-01-16,10.98519
2024-01-17,8.85753
2024-01-18,8.51063
2024-01-19,9.13506
2024-01-20,5.55041
2024-01-21,5.38852
2024-01-22,6.29047
2024-01-23,7.7012
2024-01-24,8.18686
2024-01-25,6.26734
2024-01-26,6.26734
2024-01-27,4.50971
2024-01-28,4.6716
2024-01-29,6.10545
2024-01-30,21.39222
2024-01-31,10.10638
2024-02-01,8.20999
2024-02-02,8.60314
2024-02-03,6.68362
2024-02-04,5.57354
2024-02-05,6.4061
2024-02-06,5.22664
2024-02-07,5.27289
2024-02-08,5.85106
2024-02-09,3.53839
2024-02-10,4.46345
2024-02-11,3.35337
2024-02-12,5.85106
2024-02-13,8.395
2024-02-14,8.83441
2024-02-15,11.81776
2024-02-16,8.69565
2024-02-17,7.3543
2024-02-18,5.96669
2024-02-19,7.95559
2024-02-20,7.49306
2024-02-21,7.86308
2024-02-22,6.68362
2024-02-23,6.77613
2024-02-24,5.59666
2024-02-25,5.04162
2024-02-26,6.72987
2024-02-27,11.44773
2024-02-28,16.74375
2024-02-29,21.73913
2024-03-01,10.80018
2024-03-02,9.87511
2024-03-03,8.09435
2024-03-04,12.32654
2024-03-05,19.88899
2024-03-06,15.86493
2024-03-07,12.69657
2024-03-08,14.75485
2024-03-09,14.31544
2024-03-10,12.81221
2024-03-11,46.23034
2024-03-12,31.10545
2024-03-13,21.4616
2024-03-14,20.79093
2024-03-15,21.83163
2024-03-16,10.15263
2024-03-17,11.37835
2024-03-18,11.35522
2024-03-19,13.59851
2024-03-20,22.47918
