date,토지경매
2020-03-20,23.88888
2020-03-21,25.92592
2020-03-22,36.66666
2020-03-23,35.37037
2020-03-24,29.44444
2020-03-25,27.96296
2020-03-26,41.48148
2020-03-27,26.11111
2020-03-28,33.14814
2020-03-29,24.44444
2020-03-30,30.55555
2020-03-31,24.44444
2020-04-01,29.25925
2020-04-02,38.33333
2020-04-03,37.59259
2020-04-04,23.33333
2020-04-05,20.37037
2020-04-06,29.25925
2020-04-07,31.48148
2020-04-08,29.81481
2020-04-09,29.07407
2020-04-10,23.51851
2020-04-11,24.44444
2020-04-12,29.81481
2020-04-13,28.88888
2020-04-14,36.85185
2020-04-15,25.74074
2020-04-16,30.0
2020-04-17,27.03703
2020-04-18,22.96296
2020-04-19,31.29629
2020-04-20,34.81481
2020-04-21,35.0
2020-04-22,37.77777
2020-04-23,31.85185
2020-04-24,30.74074
2020-04-25,27.03703
2020-04-26,30.18518
2020-04-27,35.18518
2020-04-28,28.14814
2020-04-29,30.0
2020-04-30,28.7037
2020-05-01,31.66666
2020-05-02,29.44444
2020-05-03,37.77777
2020-05-04,32.4074
2020-05-05,31.48148
2020-05-06,34.44444
2020-05-07,34.25925
2020-05-08,28.7037
2020-05-09,28.51851
2020-05-10,38.33333
2020-05-11,43.14814
2020-05-12,37.22222
2020-05-13,27.22222
2020-05-14,35.74074
2020-05-15,30.0
2020-05-16,21.85185
2020-05-17,33.33333
2020-05-18,39.81481
2020-05-19,40.55555
2020-05-20,34.44444
2020-05-21,26.85185
2020-05-22,24.07407
2020-05-23,19.25925
2020-05-24,28.33333
2020-05-25,35.55555
2020-05-26,35.0
2020-05-27,34.25925
2020-05-28,30.37037
2020-05-29,23.14814
2020-05-30,20.55555
2020-05-31,28.88888
2020-06-01,27.4074
2020-06-02,32.77777
2020-06-03,26.66666
2020-06-04,24.44444
2020-06-05,27.77777
2020-06-06,22.77777
2020-06-07,27.77777
2020-06-08,30.92592
2020-06-09,30.74074
2020-06-10,33.7037
2020-06-11,24.25925
2020-06-12,20.92592
2020-06-13,23.33333
2020-06-14,26.29629
2020-06-15,30.55555
2020-06-16,35.0
2020-06-17,28.14814
2020-06-18,29.07407
2020-06-19,26.66666
2020-06-20,23.88888
2020-06-21,26.29629
2020-06-22,37.77777
2020-06-23,33.51851
2020-06-24,31.48148
2020-06-25,26.85185
2020-06-26,26.85185
2020-06-27,28.51851
2020-06-28,35.92592
2020-06-29,31.11111
2020-06-30,34.25925
2020-07-01,30.74074
2020-07-02,26.29629
2020-07-03,29.62962
2020-07-04,21.85185
2020-07-05,24.44444
2020-07-06,34.07407
2020-07-07,34.62962
2020-07-08,32.22222
2020-07-09,33.88888
2020-07-10,25.55555
2020-07-11,27.03703
2020-07-12,29.81481
2020-07-13,36.48148
2020-07-14,36.11111
2020-07-15,30.92592
2020-07-16,26.85185
2020-07-17,26.66666
2020-07-18,26.11111
2020-07-19,33.51851
2020-07-20,38.88888
2020-07-21,32.77777
2020-07-22,30.0
2020-07-23,29.62962
2020-07-24,29.62962
2020-07-25,20.92592
2020-07-26,27.59259
2020-07-27,30.37037
2020-07-28,31.11111
2020-07-29,30.0
2020-07-30,24.62962
2020-07-31,28.88888
2020-08-01,24.07407
2020-08-02,22.77777
2020-08-03,24.44444
2020-08-04,25.74074
2020-08-05,27.77777
2020-08-06,28.7037
2020-08-07,25.37037
2020-08-08,24.25925
2020-08-09,23.7037
2020-08-10,30.92592
2020-08-11,26.85185
2020-08-12,28.14814
2020-08-13,24.81481
2020-08-14,19.62962
2020-08-15,18.33333
2020-08-16,19.81481
2020-08-17,24.25925
2020-08-18,18.7037
2020-08-19,22.03703
2020-08-20,21.85185
2020-08-21,25.92592
2020-08-22,19.25925
2020-08-23,20.55555
2020-08-24,27.22222
2020-08-25,30.74074
2020-08-26,26.85185
2020-08-27,32.4074
2020-08-28,25.92592
2020-08-29,22.03703
2020-08-30,30.18518
2020-08-31,23.88888
2020-09-01,22.59259
2020-09-02,25.18518
2020-09-03,23.7037
2020-09-04,23.88888
2020-09-05,23.51851
2020-09-06,28.51851
2020-09-07,36.29629
2020-09-08,25.92592
2020-09-09,27.4074
2020-09-10,25.37037
2020-09-11,23.33333
2020-09-12,16.66666
2020-09-13,22.96296
2020-09-14,29.25925
2020-09-15,32.77777
2020-09-16,27.77777
2020-09-17,25.0
2020-09-18,24.44444
2020-09-19,15.74074
2020-09-20,21.66666
2020-09-21,30.55555
2020-09-22,23.88888
2020-09-23,27.59259
2020-09-24,21.85185
2020-09-25,23.7037
2020-09-26,22.96296
2020-09-27,28.7037
2020-09-28,27.03703
2020-09-29,19.44444
2020-09-30,18.7037
2020-10-01,24.62962
2020-10-02,29.81481
2020-10-03,32.59259
2020-10-04,35.18518
2020-10-05,38.33333
2020-10-06,36.48148
2020-10-07,33.88888
2020-10-08,30.37037
2020-10-09,29.62962
2020-10-10,28.7037
2020-10-11,29.44444
2020-10-12,32.59259
2020-10-13,37.96296
2020-10-14,34.44444
2020-10-15,30.0
2020-10-16,22.77777
2020-10-17,22.77777
2020-10-18,30.0
2020-10-19,36.48148
2020-10-20,37.59259
2020-10-21,35.74074
2020-10-22,30.55555
2020-10-23,24.25925
2020-10-24,21.48148
2020-10-25,29.44444
2020-10-26,35.74074
2020-10-27,36.85185
2020-10-28,34.81481
2020-10-29,32.03703
2020-10-30,27.96296
2020-10-31,23.7037
2020-11-01,32.4074
2020-11-02,32.03703
2020-11-03,24.81481
2020-11-04,28.14814
2020-11-05,29.44444
2020-11-06,27.03703
2020-11-07,18.7037
2020-11-08,26.11111
2020-11-09,32.22222
2020-11-10,35.18518
2020-11-11,29.62962
2020-11-12,34.07407
2020-11-13,35.18518
2020-11-14,20.92592
2020-11-15,34.07407
2020-11-16,38.33333
2020-11-17,40.55555
2020-11-18,33.14814
2020-11-19,34.25925
2020-11-20,32.96296
2020-11-21,31.66666
2020-11-22,38.14814
2020-11-23,40.0
2020-11-24,36.29629
2020-11-25,36.85185
2020-11-26,35.18518
2020-11-27,30.74074
2020-11-28,26.66666
2020-11-29,28.33333
2020-11-30,41.66666
2020-12-01,32.22222
2020-12-02,36.85185
2020-12-03,34.44444
2020-12-04,26.29629
2020-12-05,32.22222
2020-12-06,35.74074
2020-12-07,35.74074
2020-12-08,39.62962
2020-12-09,30.74074
2020-12-10,35.37037
2020-12-11,29.07407
2020-12-12,33.88888
2020-12-13,28.33333
2020-12-14,33.33333
2020-12-15,33.7037
2020-12-16,33.51851
2020-12-17,27.22222
2020-12-18,27.22222
2020-12-19,29.44444
2020-12-20,39.25925
2020-12-21,32.77777
2020-12-22,35.74074
2020-12-23,30.18518
2020-12-24,26.11111
2020-12-25,25.92592
2020-12-26,29.81481
2020-12-27,36.29629
2020-12-28,29.81481
2020-12-29,33.7037
2020-12-30,30.74074
2020-12-31,31.48148
2021-01-01,31.85185
2021-01-02,35.18518
2021-01-03,36.85185
2021-01-04,41.11111
2021-01-05,33.33333
2021-01-06,33.7037
2021-01-07,29.62962
2021-01-08,30.18518
2021-01-09,35.0
2021-01-10,36.85185
2021-01-11,35.55555
2021-01-12,35.0
2021-01-13,31.48148
2021-01-14,36.85185
2021-01-15,30.92592
2021-01-16,30.55555
2021-01-17,36.11111
2021-01-18,33.88888
2021-01-19,34.07407
2021-01-20,40.0
2021-01-21,37.77777
2021-01-22,28.14814
2021-01-23,31.66666
2021-01-24,40.55555
2021-01-25,43.7037
2021-01-26,38.33333
2021-01-27,37.77777
2021-01-28,38.14814
2021-01-29,27.77777
2021-01-30,25.37037
2021-01-31,28.88888
2021-02-01,37.77777
2021-02-02,41.29629
2021-02-03,39.25925
2021-02-04,35.55555
2021-02-05,33.88888
2021-02-06,28.33333
2021-02-07,34.62962
2021-02-08,33.51851
2021-02-09,31.85185
2021-02-10,29.07407
2021-02-11,28.33333
2021-02-12,31.29629
2021-02-13,39.81481
2021-02-14,42.59259
2021-02-15,45.55555
