date,한화에어로스페이스주가
2020-07-10,3.65053
2020-07-11,0.43345
2020-07-12,0.4414
2020-07-13,5.16164
2020-07-14,3.90503
2020-07-15,4.4896
2020-07-16,4.1993
2020-07-17,3.85731
2020-07-18,0.48912
2020-07-19,0.42549
2020-07-20,4.37825
2020-07-21,4.73217
2020-07-22,5.08211
2020-07-23,4.07205
2020-07-24,3.93685
2020-07-25,0.47321
2020-07-26,12.57804
2020-07-27,12.48657
2020-07-28,9.55978
2020-07-29,12.34739
2020-07-30,8.13615
2020-07-31,6.67674
2020-08-01,0.99415
2020-08-02,0.87087
2020-08-03,5.56328
2020-08-04,6.27907
2020-08-05,6.68071
2020-08-06,6.77217
2020-08-07,5.77007
2020-08-08,1.15321
2020-08-09,0.90666
2020-08-10,7.90949
2020-08-11,8.65709
2020-08-12,7.43229
2020-08-13,8.02083
2020-08-14,7.15393
2020-08-15,0.84701
2020-08-16,1.10549
2020-08-17,1.69403
2020-08-18,6.68071
2020-08-19,6.09217
2020-08-20,7.78224
2020-08-21,7.29311
2020-08-22,1.04585
2020-08-23,0.71579
2020-08-24,5.96492
2020-08-25,5.94504
2020-08-26,6.37054
2020-08-27,5.16562
2020-08-28,5.18948
2020-08-29,0.64023
2020-08-30,0.64023
2020-08-31,5.86153
2020-09-01,6.54551
2020-09-02,6.7006
2020-09-03,17.57267
2020-09-04,13.93804
2020-09-05,2.19906
2020-09-06,1.42362
2020-09-07,12.13663
2020-09-08,11.28961
2020-09-09,10.00516
2020-09-10,9.11043
2020-09-11,8.03674
2020-09-12,1.07368
2020-09-13,0.92655
2020-09-14,9.30528
2020-09-15,8.78434
2020-09-16,8.91955
2020-09-17,7.78224
2020-09-18,7.14598
2020-09-19,0.75953
2020-09-20,0.60842
2020-09-21,6.41428
2020-09-22,5.50363
2020-09-23,5.74621
2020-09-24,6.05638
2020-09-25,5.65475
2020-09-26,0.62432
2020-09-27,0.54877
2020-09-28,5.88539
2020-09-29,4.90316
2020-09-30,0.66011
2020-10-01,0.509
2020-10-02,0.54479
2020-10-03,0.31812
2020-10-04,0.43345
2020-10-05,5.97685
2020-10-06,5.66667
2020-10-07,6.75627
2020-10-08,6.86761
2020-10-09,0.76748
2020-10-10,0.53684
2020-10-11,0.45731
2020-10-12,5.88539
2020-10-13,5.32469
2020-10-14,4.97872
2020-10-15,4.8117
2020-10-16,5.07814
2020-10-17,0.68
2020-10-18,0.42152
2020-10-19,5.14574
2020-10-20,4.51346
2020-10-21,4.65661
2020-10-22,4.60094
2020-10-23,6.12399
2020-10-24,0.76748
2020-10-25,0.47321
2020-10-26,5.36048
2020-10-27,4.87135
2020-10-28,4.95486
2020-10-29,4.24702
2020-10-30,4.20328
2020-10-31,0.47321
2020-11-01,0.36187
2020-11-02,4.52539
2020-11-03,4.28679
2020-11-04,4.85942
2020-11-05,5.32071
2020-11-06,4.53732
2020-11-07,0.42947
2020-11-08,0.36187
2020-11-09,5.94106
2020-11-10,7.22949
2020-11-11,8.30715
2020-11-12,8.673
2020-11-13,8.17194
2020-11-14,1.07368
2020-11-15,0.81122
2020-11-16,8.35089
2020-11-17,6.63697
2020-11-18,6.46995
2020-11-19,5.73428
2020-11-20,5.68258
2020-11-21,0.68795
2020-11-22,0.70386
2020-11-23,7.59533
2020-11-24,6.18364
2020-11-25,6.4779
2020-11-26,5.60305
2020-11-27,5.45989
2020-11-28,0.83508
2020-11-29,0.69988
2020-11-30,4.96281
2020-12-01,5.56328
2020-12-02,5.782
2020-12-03,5.68656
2020-12-04,6.15978
2020-12-05,0.76748
2020-12-06,0.64818
2020-12-07,5.29287
2020-12-08,4.88726
2020-12-09,5.19346
2020-12-10,6.05241
2020-12-11,6.35065
2020-12-12,0.67602
2020-12-13,0.73169
2020-12-14,5.50761
2020-12-15,7.17779
2020-12-16,9.59557
2020-12-17,7.73849
2020-12-18,8.12025
2020-12-19,1.18105
2020-12-20,1.3083
2020-12-21,6.79603
2020-12-22,5.9172
2020-12-23,6.13592
2020-12-24,6.21147
2020-12-25,0.8669
2020-12-26,0.69193
2020-12-27,0.68795
2020-12-28,6.64492
2020-12-29,5.96492
2020-12-30,6.17966
2020-12-31,1.8014
2021-01-01,0.83508
2021-01-02,0.81122
2021-01-03,1.02994
2021-01-04,9.56376
2021-01-05,10.98739
2021-01-06,10.66131
2021-01-07,9.68306
2021-01-08,14.16868
2021-01-09,2.52912
2021-01-10,1.87298
2021-01-11,13.11886
2021-01-12,13.50856
2021-01-13,15.18272
2021-01-14,11.26575
2021-01-15,21.00051
2021-01-16,4.17544
2021-01-17,4.4379
2021-01-18,28.28568
2021-01-19,26.99725
2021-01-20,28.08287
2021-01-21,28.76685
2021-01-22,25.02087
2021-01-23,5.51954
2021-01-24,5.50363
2021-01-25,28.83843
2021-01-26,29.92404
2021-01-27,23.78414
2021-01-28,19.05197
2021-01-29,19.47747
2021-01-30,3.17731
2021-01-31,2.58877
2021-02-01,18.88893
2021-02-02,21.39022
2021-02-03,17.43349
2021-02-04,25.34695
2021-02-05,19.86718
2021-02-06,3.92889
2021-02-07,3.92094
2021-02-08,17.01196
2021-02-09,13.44892
2021-02-10,16.94436
2021-02-11,2.56491
2021-02-12,2.44561
2021-02-13,2.62059
2021-02-14,3.00632
2021-02-15,19.28261
2021-02-16,17.04775
2021-02-17,14.78506
2021-02-18,17.58857
2021-02-19,15.7991
2021-02-20,2.57287
2021-02-21,2.83532
2021-02-22,14.71348
2021-02-23,13.46085
2021-02-24,13.46085
2021-02-25,13.39722
2021-02-26,13.50856
2021-02-27,3.83743
2021-02-28,2.13544
2021-03-01,2.48538
2021-03-02,13.44494
2021-03-03,12.96377
2021-03-04,11.50435
2021-03-05,10.46645
2021-03-06,3.76188
2021-03-07,3.73802
2021-03-08,14.77711
2021-03-09,11.72704
2021-03-10,10.79253
2021-03-11,20.46765
2021-03-12,18.02998
2021-03-13,2.3462
2021-03-14,1.82129
2021-03-15,13.81079
2021-03-16,12.06505
2021-03-17,11.34926
2021-03-18,12.58599
2021-03-19,10.34318
2021-03-20,1.7855
2021-03-21,1.6821
2021-03-22,11.5123
2021-03-23,11.13055
2021-03-24,9.85405
2021-03-25,9.81429
2021-03-26,11.67534
2021-03-27,2.01216
2021-03-28,2.81942
2021-03-29,18.11349
2021-03-30,15.66389
2021-03-31,13.49266
2021-04-01,11.58388
2021-04-02,10.62154
2021-04-03,5.55931
2021-04-04,2.64842
2021-04-05,13.31769
2021-04-06,12.43488
2021-04-07,11.67137
2021-04-08,13.20634
2021-04-09,13.17055
2021-04-10,3.27275
2021-04-11,2.13146
2021-04-12,12.27581
2021-04-13,12.63371
2021-04-14,15.33383
2021-04-15,12.40704
2021-04-16,10.23979
2021-04-17,2.17918
2021-04-18,1.46339
2021-04-19,10.39885
2021-04-20,11.17429
2021-04-21,10.53803
2021-04-22,12.50646
2021-04-23,11.26575
2021-04-24,2.11158
2021-04-25,2.23088
2021-04-26,11.61967
2021-04-27,9.40072
2021-04-28,9.13826
2021-04-29,9.53592
2021-04-30,8.92352
2021-05-01,1.58667
2021-05-02,2.00819
2021-05-03,10.38692
2021-05-04,9.67908
2021-05-05,2.02409
2021-05-06,11.97757
2021-05-07,14.17664
2021-05-08,2.35813
2021-05-09,2.49731
2021-05-10,13.095
2021-05-11,13.03535
2021-05-12,16.98015
2021-05-13,20.39607
2021-05-14,18.47536
2021-05-15,3.55509
2021-05-16,3.18129
2021-05-17,16.49898
2021-05-18,18.83723
2021-05-19,3.62269
2021-05-20,15.33383
2021-05-21,14.58623
2021-05-22,4.11977
2021-05-23,3.58293
2021-05-24,22.18157
2021-05-25,40.08032
2021-05-26,32.85481
2021-05-27,23.23537
2021-05-28,19.71606
2021-05-29,2.6524
2021-05-30,2.2945
2021-05-31,16.53477
2021-06-01,17.58062
2021-06-02,16.06553
2021-06-03,15.70366
2021-06-04,13.88237
2021-06-05,1.98035
2021-06-06,2.14339
2021-06-07,16.84097
2021-06-08,26.27748
2021-06-09,22.09806
2021-06-10,17.70787
2021-06-11,16.4274
2021-06-12,2.29848
2021-06-13,1.86503
2021-06-14,14.76518
2021-06-15,13.36541
2021-06-16,12.90412
2021-06-17,12.75301
2021-06-18,15.89851
2021-06-19,2.91883
2021-06-20,2.4655
2021-06-21,14.02155
2021-06-22,13.50856
2021-06-23,13.00751
2021-06-24,13.61991
2021-06-25,12.71324
2021-06-26,2.22292
2021-06-27,1.8531
2021-06-28,13.59605
2021-06-29,12.21616
2021-06-30,12.26388
2021-07-01,12.15254
2021-07-02,15.70366
2021-07-03,2.19906
2021-07-04,2.52912
2021-07-05,34.61247
2021-07-06,30.11094
2021-07-07,24.30906
2021-07-08,21.40215
2021-07-09,20.58694
2021-07-10,3.06199
2021-07-11,2.52117
2021-07-12,19.37805
2021-07-13,17.48916
2021-07-14,17.76752
2021-07-15,19.94671
2021-07-16,17.91068
2021-07-17,4.19135
2021-07-18,3.84538
2021-07-19,21.00051
2021-07-20,18.04589
2021-07-21,17.56471
2021-07-22,18.51115
2021-07-23,15.83489
2021-07-24,2.39392
2021-07-25,2.15135
2021-07-26,14.70553
2021-07-27,14.76518
2021-07-28,17.09547
2021-07-29,15.7474
2021-07-30,13.79488
2021-07-31,1.90479
2021-08-01,3.65053
2021-08-02,19.65244
2021-08-03,17.97033
2021-08-04,22.10999
2021-08-05,18.86109
2021-08-06,18.88495
2021-08-07,2.89895
2021-08-08,2.43368
2021-08-09,17.07559
2021-08-10,16.03769
2021-08-11,17.11933
2021-08-12,18.03793
2021-08-13,16.55068
2021-08-14,2.13146
2021-08-15,1.97637
2021-08-16,3.14948
2021-08-17,14.22833
2021-08-18,13.76307
2021-08-19,17.42951
2021-08-20,14.55442
2021-08-21,2.11556
2021-08-22,1.62643
2021-08-23,14.76518
2021-08-24,14.3357
2021-08-25,13.08704
2021-08-26,13.17055
2021-08-27,12.82061
2021-08-28,1.59462
2021-08-29,1.53497
2021-08-30,15.45711
2021-08-31,15.65196
2021-09-01,14.13687
2021-09-02,15.60424
2021-09-03,13.68354
2021-09-04,1.72585
2021-09-05,1.53497
2021-09-06,13.15067
2021-09-07,11.80657
2021-09-08,11.1385
2021-09-09,11.77476
2021-09-10,11.13452
2021-09-11,1.52702
2021-09-12,1.13731
2021-09-13,10.89195
2021-09-14,11.14248
2021-09-15,10.91979
2021-09-16,10.91183
2021-09-17,12.17242
2021-09-18,2.03205
2021-09-19,1.92865
2021-09-20,1.48725
2021-09-21,1.67813
2021-09-22,2.28655
2021-09-23,15.53266
2021-09-24,13.66763
2021-09-25,2.44164
2021-09-26,1.98035
2021-09-27,12.79277
2021-09-28,12.7888
2021-09-29,15.27418
2021-09-30,15.36564
2021-10-01,18.56682
2021-10-02,2.50526
2021-10-03,2.13942
2021-10-04,3.10971
2021-10-05,17.06366
2021-10-06,19.05595
2021-10-07,15.4412
2021-10-08,14.10506
2021-10-09,1.75766
2021-10-10,1.72187
2021-10-11,2.35018
2021-10-12,15.01968
2021-10-13,14.08517
2021-10-14,12.81663
2021-10-15,13.18248
2021-10-16,2.31836
2021-10-17,2.7717
2021-10-18,15.82693
2021-10-19,16.44331
2021-10-20,26.00707
2021-10-21,55.26305
2021-10-22,34.76756
2021-10-23,3.84936
2021-10-24,2.62456
2021-10-25,19.03606
2021-10-26,16.19278
2021-10-27,15.77126
2021-10-28,15.58834
2021-10-29,12.65359
2021-10-30,1.88491
2021-10-31,1.55883
2021-11-01,12.33944
2021-11-02,13.35348
2021-11-03,12.72517
2021-11-04,14.42716
2021-11-05,12.59792
2021-11-06,2.32234
2021-11-07,1.88889
2021-11-08,12.46271
2021-11-09,11.57991
2021-11-10,11.36119
2021-11-11,11.0033
2021-11-12,11.60774
2021-11-13,1.92865
2021-11-14,1.96047
2021-11-15,13.14669
2021-11-16,12.96377
2021-11-17,14.19254
2021-11-18,16.3081
2021-11-19,13.03932
2021-11-20,2.42176
2021-11-21,2.74784
2021-11-22,13.59207
2021-11-23,12.57008
2021-11-24,12.3116
2021-11-25,11.97757
2021-11-26,10.76072
2021-11-27,1.69801
2021-11-28,1.87298
2021-11-29,11.69523
2021-11-30,11.84634
2021-12-01,12.22014
2021-12-02,12.62576
2021-12-03,11.81453
2021-12-04,1.9883
2021-12-05,1.60655
2021-12-06,12.76891
2021-12-07,13.26599
2021-12-08,12.27979
2021-12-09,18.02998
2021-12-10,16.66202
2021-12-11,2.27462
2021-12-12,2.04795
2021-12-13,23.84777
2021-12-14,18.20097
2021-12-15,13.96985
2021-12-16,14.19652
2021-12-17,14.73336
2021-12-18,2.69614
2021-12-19,3.19322
2021-12-20,12.74903
2021-12-21,12.0054
2021-12-22,11.71511
2021-12-23,12.25991
2021-12-24,11.26575
2021-12-25,2.11556
2021-12-26,3.47556
2021-12-27,14.00962
2021-12-28,12.21219
2021-12-29,17.3977
2021-12-30,13.9619
2021-12-31,4.79977
2022-01-01,1.89286
2022-01-02,2.38199
2022-01-03,18.35208
2022-01-04,20.7818
2022-01-05,19.13945
2022-01-06,15.21851
2022-01-07,15.85477
2022-01-08,2.9745
2022-01-09,3.52725
2022-01-10,19.46554
2022-01-11,16.99606
2022-01-12,13.97781
2022-01-13,23.76824
2022-01-14,19.20308
2022-01-15,3.74597
2022-01-16,3.39603
2022-01-17,22.44005
2022-01-18,17.93852
2022-01-19,15.43325
2022-01-20,22.50367
2022-01-21,18.77758
2022-01-22,3.80562
2022-01-23,3.20913
2022-01-24,25.53783
2022-01-25,19.52121
2022-01-26,15.80307
2022-01-27,15.92237
2022-01-28,15.5605
2022-01-29,2.49333
2022-01-30,1.84117
2022-01-31,1.82129
2022-02-01,6.61709
2022-02-02,9.32914
2022-02-03,26.53596
2022-02-04,18.39185
2022-02-05,4.10386
2022-02-06,3.5193
2022-02-07,23.37853
2022-02-08,18.45548
2022-02-09,15.986
2022-02-10,15.2543
2022-02-11,12.89219
2022-02-12,2.93872
2022-02-13,2.19111
2022-02-14,13.4171
2022-02-15,12.71324
2022-02-16,13.91816
2022-02-17,15.22249
2022-02-18,12.88821
2022-02-19,2.35813
2022-02-20,2.06784
2022-02-21,12.51839
2022-02-22,12.73312
2022-02-23,13.73921
2022-02-24,14.99184
2022-02-25,20.9011
2022-02-26,5.25708
2022-02-27,4.33848
2022-02-28,29.99164
2022-03-01,5.92913
2022-03-02,29.67351
2022-03-03,22.28496
2022-03-04,23.75631
2022-03-05,5.29287
2022-03-06,4.97872
2022-03-07,25.18391
2022-03-08,21.9032
2022-03-09,4.04819
2022-03-10,19.19513
2022-03-11,17.81126
2022-03-12,3.63462
2022-03-13,3.4
2022-03-14,18.12144
2022-03-15,16.22857
2022-03-16,15.81103
2022-03-17,18.55092
2022-03-18,17.01992
2022-03-19,3.51135
2022-03-20,3.28468
2022-03-21,15.57243
2022-03-22,19.41782
2022-03-23,16.35582
2022-03-24,16.25243
2022-03-25,17.63232
2022-03-26,5.00656
2022-03-27,3.34035
2022-03-28,16.56261
2022-03-29,18.52706
2022-03-30,16.13711
2022-03-31,15.38553
2022-04-01,13.56821
2022-04-02,2.44959
2022-04-03,2.48538
2022-04-04,12.74505
2022-04-05,12.68143
2022-04-06,13.05921
2022-04-07,12.58997
2022-04-08,12.95979
2022-04-09,3.55509
2022-04-10,2.71602
2022-04-11,12.85242
2022-04-12,11.15043
2022-04-13,14.30389
2022-04-14,12.20423
2022-04-15,13.9619
2022-04-16,2.37801
2022-04-17,1.91275
2022-04-18,14.66576
2022-04-19,12.54225
2022-04-20,11.49242
2022-04-21,11.62365
2022-04-22,9.04282
2022-04-23,1.74971
2022-04-24,1.57871
2022-04-25,9.93359
2022-04-26,10.58575
2022-04-27,10.884
2022-04-28,10.97148
2022-04-29,10.2875
2022-04-30,1.64631
2022-05-01,1.62245
2022-05-02,16.62226
2022-05-03,18.66226
2022-05-04,19.02811
2022-05-05,4.09989
2022-05-06,15.41336
2022-05-07,2.88304
2022-05-08,3.18129
2022-05-09,15.29804
2022-05-10,13.52049
2022-05-11,13.11488
2022-05-12,11.80657
2022-05-13,11.37312
2022-05-14,1.9883
2022-05-15,2.6524
2022-05-16,12.11277
2022-05-17,11.55207
2022-05-18,11.10271
2022-05-19,10.58177
2022-05-20,11.2578
2022-05-21,2.49333
2022-05-22,2.28257
2022-05-23,13.03535
2022-05-24,10.79253
2022-05-25,13.38927
2022-05-26,15.91442
2022-05-27,11.50833
2022-05-28,1.88094
2022-05-29,3.01427
2022-05-30,15.16681
2022-05-31,13.54038
2022-06-01,3.36421
2022-06-02,18.26858
2022-06-03,15.64798
2022-06-04,2.89895
2022-06-05,2.15135
2022-06-06,2.92679
2022-06-07,21.49361
2022-06-08,18.2646
2022-06-09,23.10414
2022-06-10,22.9928
2022-06-11,3.18527
2022-06-12,3.27275
2022-06-13,22.619
2022-06-14,20.91303
2022-06-15,22.24917
2022-06-16,19.34624
2022-06-17,15.1867
2022-06-18,2.79556
2022-06-19,2.61661
2022-06-20,18.21688
2022-06-21,48.39941
2022-06-22,39.42418
2022-06-23,18.99232
2022-06-24,18.25267
2022-06-25,3.10573
2022-06-26,2.73591
2022-06-27,16.37571
2022-06-28,16.54272
2022-06-29,15.58436
2022-06-30,13.37734
2022-07-01,17.68004
2022-07-02,2.81146
2022-07-03,2.40187
2022-07-04,17.63232
2022-07-05,16.52284
2022-07-06,13.59605
2022-07-07,13.50856
2022-07-08,11.89803
2022-07-09,2.14737
2022-07-10,1.83322
2022-07-11,11.40096
2022-07-12,10.25171
2022-07-13,10.60166
2022-07-14,12.66155
2022-07-15,11.45265
2022-07-16,2.01614
2022-07-17,1.78947
2022-07-18,12.63371
2022-07-19,17.07161
2022-07-20,14.45102
2022-07-21,13.03932
2022-07-22,25.9514
2022-07-23,4.66457
2022-07-24,3.66246
2022-07-25,22.30484
2022-07-26,18.55887
2022-07-27,19.29057
2022-07-28,25.62929
2022-07-29,100.0
2022-07-30,23.02859
2022-07-31,18.72191
2022-08-01,43.42466
2022-08-02,45.26186
2022-08-03,31.14486
2022-08-04,26.48029
2022-08-05,34.4375
2022-08-06,6.43416
2022-08-07,10.37897
2022-08-08,70.04016
2022-08-09,50.32409
2022-08-10,36.54511
2022-08-11,31.72943
2022-08-12,26.88988
2022-08-13,4.55322
2022-08-14,3.62269
2022-08-15,5.09802
2022-08-16,29.49457
2022-08-17,25.98321
2022-08-18,30.63983
2022-08-19,24.83795
2022-08-20,3.76188
2022-08-21,3.5034
2022-08-22,23.29502
2022-08-23,35.20499
2022-08-24,42.5339
2022-08-25,33.20873
2022-08-26,44.19612
2022-08-27,15.66787
2022-08-28,10.44259
2022-08-29,45.98162
2022-08-30,38.13178
2022-08-31,48.60619
2022-09-01,41.72664
2022-09-02,33.72966
2022-09-03,5.55931
2022-09-04,5.45989
2022-09-05,54.32059
2022-09-06,40.89155
2022-09-07,39.89342
2022-09-08,34.54487
2022-09-09,4.77194
2022-09-10,3.52328
2022-09-11,4.10784
2022-09-12,6.2234
2022-09-13,47.0235
2022-09-14,36.24686
2022-09-15,34.85505
2022-09-16,32.14299
2022-09-17,5.92118
2022-09-18,4.38223
2022-09-19,30.36942
2022-09-20,26.63936
2022-09-21,23.11607
2022-09-22,30.21433
2022-09-23,25.3907
2022-09-24,4.09591
2022-09-25,3.52328
2022-09-26,47.62397
2022-09-27,35.91283
2022-09-28,32.78323
2022-09-29,30.81878
2022-09-30,27.09269
2022-10-01,6.35861
2022-10-02,4.61685
2022-10-03,5.17755
2022-10-04,31.63399
2022-10-05,26.33316
2022-10-06,24.40847
2022-10-07,29.22018
2022-10-08,6.22738
2022-10-09,4.40609
2022-10-10,4.42199
2022-10-11,24.5397
2022-10-12,21.50554
2022-10-13,23.6052
2022-10-14,25.75655
2022-10-15,4.33451
2022-10-16,3.78573
2022-10-17,27.25971
2022-10-18,26.36099
2022-10-19,25.95538
2022-10-20,23.88356
2022-10-21,18.74975
2022-10-22,3.00234
2022-10-23,3.01029
2022-10-24,22.96496
2022-10-25,19.35817
2022-10-26,19.5053
2022-10-27,20.22507
2022-10-28,21.15162
2022-10-29,3.14948
2022-10-30,2.46152
2022-10-31,23.46204
2022-11-01,23.95514
2022-11-02,31.61808
2022-11-03,26.57573
2022-11-04,34.58464
2022-11-05,10.43862
2022-11-06,5.30083
2022-11-07,36.54511
2022-11-08,27.79655
2022-11-09,23.77619
2022-11-10,21.89525
2022-11-11,24.09432
2022-11-12,3.98854
2022-11-13,3.12562
2022-11-14,21.79584
2022-11-15,19.91887
2022-11-16,22.11794
2022-11-17,18.52706
2022-11-18,24.05455
2022-11-19,3.85731
2022-11-20,3.12562
2022-11-21,20.53127
2022-11-22,19.05595
2022-11-23,18.34811
2022-11-24,19.22296
2022-11-25,16.53875
2022-11-26,2.02807
2022-11-27,2.24678
2022-11-28,20.44379
2022-11-29,22.65876
2022-11-30,20.14156
2022-12-01,18.66226
2022-12-02,19.22296
2022-12-03,2.55696
2022-12-04,2.13942
2022-12-05,20.07396
2022-12-06,17.18296
2022-12-07,16.45524
2022-12-08,15.76728
2022-12-09,15.71559
2022-12-10,3.12959
2022-12-11,2.38199
2022-12-12,18.84121
2022-12-13,19.96659
2022-12-14,17.49711
2022-12-15,21.7004
2022-12-16,20.12963
2022-12-17,3.24889
2022-12-18,2.32234
2022-12-19,18.54296
2022-12-20,20.24893
2022-12-21,18.3839
2022-12-22,16.92846
2022-12-23,15.6281
2022-12-24,2.28655
2022-12-25,2.11953
2022-12-26,16.75746
2022-12-27,23.35467
2022-12-28,19.82343
2022-12-29,17.62039
2022-12-30,6.97101
2022-12-31,2.60866
2023-01-01,2.75579
2023-01-02,20.82554
2023-01-03,19.60074
2023-01-04,19.37408
2023-01-05,28.56006
2023-01-06,19.84332
2023-01-07,3.25287
2023-01-08,2.83135
2023-01-09,18.78156
2023-01-10,18.82133
2023-01-11,32.2106
2023-01-12,41.1222
2023-01-13,35.51517
2023-01-14,5.68258
2023-01-15,4.99065
2023-01-16,32.47703
2023-01-17,28.82252
2023-01-18,24.62719
2023-01-19,21.72823
2023-01-20,18.74975
2023-01-21,2.88702
2023-01-22,3.05404
2023-01-23,2.58877
2023-01-24,3.15345
2023-01-25,22.10999
2023-01-26,23.81596
2023-01-27,20.94882
2023-01-28,3.09778
2023-01-29,2.63649
2023-01-30,22.73829
2023-01-31,25.35888
2023-02-01,23.83186
2023-02-02,22.25712
2023-02-03,21.79584
2023-02-04,3.43182
2023-02-05,3.0938
2023-02-06,24.56356
2023-02-07,22.64683
2023-02-08,21.31466
2023-02-09,22.43209
2023-02-10,28.9617
2023-02-11,4.77194
2023-02-12,4.22316
2023-02-13,22.69455
2023-02-14,24.15795
2023-02-15,21.72823
2023-02-16,20.69034
2023-02-17,18.65033
2023-02-18,2.82737
2023-02-19,2.4138
2023-02-20,20.12963
2023-02-21,18.66226
2023-02-22,22.09408
2023-02-23,20.44776
2023-02-24,30.8148
2023-02-25,7.69475
2023-02-26,5.15767
2023-02-27,26.34906
2023-02-28,22.448
2023-03-01,4.85147
2023-03-02,22.70648
2023-03-03,24.53572
2023-03-04,4.10386
2023-03-05,3.46363
2023-03-06,28.21012
2023-03-07,24.93736
2023-03-08,22.31677
2023-03-09,20.85735
2023-03-10,18.24869
2023-03-11,3.21708
2023-03-12,3.10971
2023-03-13,20.15747
2023-03-14,19.17127
2023-03-15,26.18602
2023-03-16,22.98882
2023-03-17,20.06203
2023-03-18,2.97053
2023-03-19,2.38597
2023-03-20,18.51513
2023-03-21,18.42764
2023-03-22,27.58181
2023-03-23,20.7818
2023-03-24,18.0936
2023-03-25,3.37217
2023-03-26,1.87696
2023-03-27,18.03396
2023-03-28,20.24495
2023-03-29,17.8908
2023-03-30,20.36823
2023-03-31,23.19163
2023-04-01,3.85731
2023-04-02,3.91299
2023-04-03,28.22205
2023-04-04,34.03984
2023-04-05,38.68453
2023-04-06,32.20264
2023-04-07,28.45667
2023-04-08,4.75603
2023-04-09,3.95275
2023-04-10,33.51095
2023-04-11,33.80124
2023-04-12,31.08124
2023-04-13,27.3114
2023-04-14,26.98532
2023-04-15,6.10808
2023-04-16,4.45381
2023-04-17,28.11866
2023-04-18,26.44848
2023-04-19,24.95327
2023-04-20,29.39913
2023-04-21,23.65292
2023-04-22,4.17544
2023-04-23,3.86527
2023-04-24,32.29411
2023-04-25,31.81691
2023-04-26,28.38111
2023-04-27,29.86439
2023-04-28,30.92615
2023-04-29,3.75392
2023-04-30,2.73193
2023-05-01,5.99673
2023-05-02,24.32099
2023-05-03,21.36636
2023-05-04,18.00612
2023-05-05,3.18129
2023-05-06,2.30643
2023-05-07,2.52515
2023-05-08,19.17922
2023-05-09,17.81524
2023-05-10,17.80729
2023-05-11,19.49735
2023-05-12,17.95442
2023-05-13,2.93872
2023-05-14,2.77567
2023-05-15,17.42156
2023-05-16,16.02576
2023-05-17,16.67793
2023-05-18,17.17898
2023-05-19,18.28051
2023-05-20,3.36024
2023-05-21,3.16936
2023-05-22,25.76052
2023-05-23,23.60122
2023-05-24,28.09082
2023-05-25,42.08454
2023-05-26,42.59752
2023-05-27,6.06036
2023-05-28,4.37825
