date,투자회사
2020-03-20,59.47712
2020-03-21,57.51633
2020-03-22,45.75163
2020-03-23,71.24183
2020-03-24,65.35947
2020-03-25,56.20915
2020-03-26,59.47712
2020-03-27,62.0915
2020-03-28,37.90849
2020-03-29,35.29411
2020-03-30,43.79084
2020-03-31,64.70588
2020-04-01,66.01307
2020-04-02,66.01307
2020-04-03,57.51633
2020-04-04,30.06535
2020-04-05,44.44444
2020-04-06,64.05228
2020-04-07,64.05228
2020-04-08,60.78431
2020-04-09,56.20915
2020-04-10,50.32679
2020-04-11,42.48366
2020-04-12,35.94771
2020-04-13,52.94117
2020-04-14,56.20915
2020-04-15,43.79084
2020-04-16,54.90196
2020-04-17,50.32679
2020-04-18,32.02614
2020-04-19,39.86928
2020-04-20,49.0196
2020-04-21,52.94117
2020-04-22,56.20915
2020-04-23,57.51633
2020-04-24,40.52287
2020-04-25,37.90849
2020-04-26,35.29411
2020-04-27,49.0196
2020-04-28,49.6732
2020-04-29,58.82352
2020-04-30,39.86928
2020-05-01,36.6013
2020-05-02,30.06535
2020-05-03,33.98692
2020-05-04,39.86928
2020-05-05,42.48366
2020-05-06,43.79084
2020-05-07,45.09803
2020-05-08,57.51633
2020-05-09,32.02614
2020-05-10,34.64052
2020-05-11,47.71241
2020-05-12,43.13725
2020-05-13,37.90849
2020-05-14,50.32679
2020-05-15,43.79084
2020-05-16,39.86928
2020-05-17,25.49019
2020-05-18,53.59477
2020-05-19,59.47712
2020-05-20,45.75163
2020-05-21,52.28758
2020-05-22,41.83006
2020-05-23,32.02614
2020-05-24,41.17647
2020-05-25,43.79084
2020-05-26,47.05882
2020-05-27,49.6732
2020-05-28,37.2549
2020-05-29,43.79084
2020-05-30,25.49019
2020-05-31,35.29411
2020-06-01,45.75163
2020-06-02,48.36601
2020-06-03,50.98039
2020-06-04,41.17647
2020-06-05,51.63398
2020-06-06,29.41176
2020-06-07,30.71895
2020-06-08,71.24183
2020-06-09,73.20261
2020-06-10,100.0
2020-06-11,56.86274
2020-06-12,56.20915
2020-06-13,37.2549
2020-06-14,73.8562
2020-06-15,69.93464
2020-06-16,61.4379
2020-06-17,57.51633
2020-06-18,52.28758
2020-06-19,49.6732
2020-06-20,34.64052
2020-06-21,48.36601
2020-06-22,54.24836
2020-06-23,57.51633
2020-06-24,46.40522
2020-06-25,57.51633
2020-06-26,41.17647
2020-06-27,30.06535
2020-06-28,48.36601
2020-06-29,46.40522
2020-06-30,41.83006
2020-07-01,54.90196
2020-07-02,47.05882
2020-07-03,50.32679
2020-07-04,24.183
2020-07-05,39.21568
2020-07-06,46.40522
2020-07-07,48.36601
2020-07-08,47.05882
2020-07-09,56.20915
2020-07-10,40.52287
2020-07-11,36.6013
2020-07-12,28.10457
2020-07-13,47.71241
2020-07-14,52.94117
2020-07-15,47.71241
2020-07-16,47.71241
2020-07-17,54.24836
2020-07-18,34.64052
2020-07-19,36.6013
2020-07-20,47.05882
2020-07-21,39.86928
2020-07-22,50.98039
2020-07-23,45.75163
2020-07-24,37.90849
2020-07-25,32.67973
2020-07-26,30.71895
2020-07-27,50.32679
2020-07-28,71.24183
2020-07-29,73.8562
2020-07-30,71.89542
2020-07-31,58.82352
2020-08-01,26.79738
2020-08-02,26.79738
2020-08-03,50.32679
2020-08-04,54.90196
2020-08-05,49.0196
2020-08-06,54.24836
2020-08-07,46.40522
2020-08-08,35.29411
2020-08-09,41.83006
2020-08-10,53.59477
2020-08-11,42.48366
2020-08-12,50.98039
2020-08-13,56.20915
2020-08-14,46.40522
2020-08-15,27.45098
2020-08-16,24.8366
2020-08-17,29.41176
2020-08-18,52.94117
2020-08-19,44.44444
2020-08-20,43.13725
2020-08-21,30.71895
2020-08-22,29.41176
2020-08-23,34.64052
2020-08-24,37.90849
2020-08-25,49.0196
2020-08-26,47.71241
2020-08-27,41.17647
2020-08-28,54.24836
2020-08-29,35.29411
2020-08-30,32.67973
2020-08-31,53.59477
2020-09-01,37.2549
2020-09-02,55.55555
2020-09-03,58.82352
2020-09-04,43.79084
2020-09-05,30.71895
2020-09-06,45.09803
2020-09-07,52.28758
2020-09-08,52.94117
2020-09-09,52.28758
2020-09-10,45.09803
2020-09-11,50.32679
2020-09-12,42.48366
2020-09-13,41.17647
2020-09-14,50.98039
2020-09-15,54.90196
2020-09-16,50.98039
2020-09-17,40.52287
2020-09-18,42.48366
2020-09-19,35.29411
2020-09-20,43.13725
2020-09-21,42.48366
2020-09-22,47.05882
2020-09-23,53.59477
2020-09-24,28.10457
2020-09-25,43.13725
2020-09-26,33.33333
2020-09-27,29.41176
2020-09-28,41.17647
2020-09-29,39.86928
2020-09-30,26.14379
2020-10-01,29.41176
2020-10-02,33.33333
2020-10-03,33.33333
2020-10-04,40.52287
2020-10-05,50.98039
2020-10-06,49.0196
2020-10-07,56.86274
2020-10-08,52.28758
2020-10-09,47.71241
2020-10-10,27.45098
2020-10-11,45.09803
2020-10-12,45.09803
2020-10-13,46.40522
2020-10-14,58.16993
2020-10-15,42.48366
2020-10-16,38.56209
2020-10-17,36.6013
2020-10-18,54.24836
2020-10-19,56.86274
2020-10-20,52.28758
2020-10-21,60.13071
2020-10-22,55.55555
2020-10-23,53.59477
2020-10-24,35.29411
2020-10-25,50.32679
2020-10-26,64.05228
2020-10-27,58.82352
2020-10-28,63.39869
2020-10-29,44.44444
2020-10-30,51.63398
2020-10-31,50.32679
2020-11-01,42.48366
2020-11-02,46.40522
2020-11-03,47.05882
2020-11-04,43.79084
2020-11-05,48.36601
2020-11-06,49.6732
2020-11-07,23.52941
2020-11-08,38.56209
2020-11-09,62.0915
2020-11-10,58.16993
2020-11-11,51.63398
2020-11-12,50.98039
2020-11-13,49.0196
2020-11-14,35.29411
2020-11-15,38.56209
2020-11-16,67.97385
2020-11-17,60.78431
2020-11-18,62.74509
2020-11-19,60.13071
2020-11-20,40.52287
2020-11-21,35.29411
2020-11-22,44.44444
2020-11-23,49.6732
2020-11-24,60.13071
2020-11-25,56.20915
2020-11-26,47.05882
2020-11-27,60.13071
2020-11-28,44.44444
2020-11-29,56.86274
2020-11-30,61.4379
2020-12-01,44.44444
