date,상속등기
2020-03-20,39.17525
2020-03-21,30.41237
2020-03-22,24.74226
2020-03-23,68.5567
2020-03-24,51.54639
2020-03-25,49.48453
2020-03-26,47.42268
2020-03-27,34.02061
2020-03-28,29.38144
2020-03-29,21.13402
2020-03-30,73.19587
2020-03-31,59.79381
2020-04-01,60.30927
2020-04-02,48.4536
2020-04-03,55.15463
2020-04-04,23.19587
2020-04-05,22.68041
2020-04-06,73.71134
2020-04-07,58.76288
2020-04-08,57.73195
2020-04-09,56.18556
2020-04-10,54.63917
2020-04-11,25.25773
2020-04-12,34.02061
2020-04-13,69.07216
2020-04-14,58.76288
2020-04-15,30.41237
2020-04-16,60.82474
2020-04-17,56.18556
2020-04-18,32.47422
2020-04-19,27.83505
2020-04-20,61.85567
2020-04-21,55.15463
2020-04-22,59.79381
2020-04-23,63.40206
2020-04-24,52.57731
2020-04-25,42.26804
2020-04-26,31.44329
2020-04-27,58.76288
2020-04-28,53.60824
2020-04-29,65.97938
2020-04-30,26.80412
2020-05-01,38.14432
2020-05-02,19.58762
2020-05-03,29.38144
2020-05-04,73.71134
2020-05-05,28.86597
2020-05-06,73.71134
2020-05-07,59.79381
2020-05-08,51.54639
2020-05-09,28.86597
2020-05-10,24.2268
2020-05-11,49.48453
2020-05-12,67.52577
2020-05-13,42.26804
2020-05-14,53.60824
2020-05-15,47.93814
2020-05-16,30.41237
2020-05-17,29.8969
2020-05-18,52.06185
2020-05-19,68.04123
2020-05-20,56.18556
2020-05-21,54.12371
2020-05-22,43.81443
2020-05-23,25.25773
2020-05-24,27.83505
2020-05-25,55.15463
2020-05-26,56.70103
2020-05-27,51.54639
2020-05-28,45.87628
2020-05-29,50.51546
2020-05-30,21.64948
2020-05-31,22.16494
2020-06-01,70.61855
2020-06-02,51.54639
2020-06-03,42.7835
2020-06-04,56.70103
2020-06-05,45.87628
2020-06-06,18.5567
2020-06-07,25.25773
2020-06-08,81.95876
2020-06-09,59.27835
2020-06-10,53.60824
2020-06-11,53.60824
2020-06-12,45.87628
2020-06-13,24.2268
2020-06-14,32.98969
2020-06-15,69.58762
2020-06-16,46.39175
2020-06-17,52.06185
2020-06-18,49.48453
2020-06-19,52.57731
2020-06-20,27.31958
2020-06-21,24.2268
2020-06-22,75.25773
2020-06-23,67.52577
2020-06-24,46.90721
2020-06-25,44.32989
2020-06-26,47.42268
2020-06-27,19.58762
2020-06-28,22.68041
2020-06-29,51.03092
2020-06-30,59.79381
2020-07-01,51.03092
2020-07-02,65.46391
2020-07-03,55.6701
2020-07-04,27.83505
2020-07-05,22.16494
2020-07-06,66.49484
2020-07-07,70.61855
2020-07-08,51.03092
2020-07-09,59.27835
2020-07-10,45.36082
2020-07-11,34.02061
2020-07-12,37.1134
2020-07-13,67.0103
2020-07-14,57.73195
2020-07-15,57.73195
2020-07-16,61.3402
2020-07-17,68.5567
2020-07-18,25.25773
2020-07-19,21.64948
2020-07-20,62.88659
2020-07-21,55.6701
2020-07-22,45.36082
2020-07-23,46.90721
2020-07-24,51.54639
2020-07-25,17.52577
2020-07-26,22.16494
2020-07-27,70.10309
2020-07-28,55.15463
2020-07-29,58.24742
2020-07-30,48.96907
2020-07-31,42.7835
2020-08-01,21.64948
2020-08-02,30.92783
2020-08-03,64.94845
2020-08-04,64.94845
2020-08-05,68.5567
2020-08-06,61.85567
2020-08-07,48.4536
2020-08-08,20.61855
2020-08-09,29.38144
2020-08-10,71.64948
2020-08-11,67.52577
2020-08-12,68.5567
2020-08-13,59.27835
2020-08-14,40.20618
2020-08-15,28.86597
2020-08-16,23.71134
2020-08-17,27.31958
2020-08-18,55.6701
2020-08-19,62.88659
2020-08-20,58.24742
2020-08-21,44.84536
2020-08-22,34.02061
2020-08-23,20.61855
2020-08-24,56.18556
2020-08-25,52.06185
2020-08-26,50.51546
2020-08-27,50.0
2020-08-28,51.54639
2020-08-29,26.28865
2020-08-30,14.94845
2020-08-31,56.70103
2020-09-01,44.32989
2020-09-02,53.60824
2020-09-03,52.57731
2020-09-04,42.26804
2020-09-05,20.61855
2020-09-06,19.58762
2020-09-07,48.4536
2020-09-08,61.85567
2020-09-09,62.37113
2020-09-10,66.49484
2020-09-11,44.32989
2020-09-12,28.35051
2020-09-13,23.71134
2020-09-14,64.43298
2020-09-15,61.3402
2020-09-16,60.82474
2020-09-17,79.8969
2020-09-18,49.48453
2020-09-19,31.44329
2020-09-20,23.71134
2020-09-21,52.57731
2020-09-22,64.43298
2020-09-23,56.70103
2020-09-24,78.86597
2020-09-25,49.48453
2020-09-26,31.44329
2020-09-27,28.86597
2020-09-28,60.30927
2020-09-29,43.29896
2020-09-30,21.64948
2020-10-01,18.04123
2020-10-02,30.92783
2020-10-03,24.74226
2020-10-04,30.92783
2020-10-05,79.8969
2020-10-06,67.0103
2020-10-07,64.94845
2020-10-08,61.85567
2020-10-09,24.74226
2020-10-10,28.35051
2020-10-11,36.59793
2020-10-12,65.97938
2020-10-13,52.57731
2020-10-14,60.82474
2020-10-15,79.8969
2020-10-16,51.54639
2020-10-17,31.44329
2020-10-18,28.86597
2020-10-19,75.77319
2020-10-20,71.64948
2020-10-21,75.77319
2020-10-22,71.64948
2020-10-23,67.0103
2020-10-24,29.8969
2020-10-25,34.53608
2020-10-26,86.08247
2020-10-27,52.06185
2020-10-28,72.68041
2020-10-29,59.27835
2020-10-30,62.37113
2020-10-31,42.7835
2020-11-01,32.47422
2020-11-02,78.86597
2020-11-03,62.37113
2020-11-04,54.63917
2020-11-05,54.12371
2020-11-06,56.18556
2020-11-07,27.31958
2020-11-08,30.41237
2020-11-09,64.43298
2020-11-10,65.46391
2020-11-11,57.21649
2020-11-12,55.6701
2020-11-13,54.12371
2020-11-14,37.1134
2020-11-15,34.02061
2020-11-16,74.74226
2020-11-17,67.52577
2020-11-18,52.57731
2020-11-19,48.96907
2020-11-20,38.14432
2020-11-21,28.35051
2020-11-22,29.38144
2020-11-23,62.88659
2020-11-24,64.94845
2020-11-25,64.94845
2020-11-26,59.79381
2020-11-27,51.03092
2020-11-28,34.02061
2020-11-29,25.77319
2020-11-30,80.92783
2020-12-01,70.10309
2020-12-02,61.3402
2020-12-03,58.76288
2020-12-04,51.03092
2020-12-05,21.64948
2020-12-06,20.10309
2020-12-07,62.88659
2020-12-08,62.37113
2020-12-09,50.0
2020-12-10,61.3402
2020-12-11,50.0
2020-12-12,29.38144
2020-12-13,24.2268
2020-12-14,58.76288
2020-12-15,57.21649
2020-12-16,62.37113
2020-12-17,52.57731
2020-12-18,46.90721
2020-12-19,32.98969
2020-12-20,27.31958
2020-12-21,74.2268
2020-12-22,66.49484
2020-12-23,55.6701
2020-12-24,52.57731
2020-12-25,17.52577
2020-12-26,26.80412
2020-12-27,35.56701
2020-12-28,74.2268
2020-12-29,59.27835
2020-12-30,45.36082
2020-12-31,31.44329
2021-01-01,18.04123
2021-01-02,24.2268
2021-01-03,32.98969
2021-01-04,64.43298
2021-01-05,52.06185
2021-01-06,48.4536
2021-01-07,43.29896
2021-01-08,44.32989
2021-01-09,29.8969
2021-01-10,27.31958
2021-01-11,62.88659
2021-01-12,38.65979
2021-01-13,60.30927
2021-01-14,67.52577
2021-01-15,56.18556
2021-01-16,31.44329
2021-01-17,16.49484
2021-01-18,67.52577
2021-01-19,60.30927
2021-01-20,52.06185
2021-01-21,54.63917
2021-01-22,43.81443
2021-01-23,18.04123
2021-01-24,24.74226
2021-01-25,54.63917
2021-01-26,54.63917
2021-01-27,61.3402
2021-01-28,48.4536
2021-01-29,44.32989
2021-01-30,22.68041
2021-01-31,22.16494
2021-02-01,58.24742
2021-02-02,69.07216
2021-02-03,49.48453
2021-02-04,43.81443
2021-02-05,44.84536
2021-02-06,26.80412
2021-02-07,27.31958
2021-02-08,54.12371
2021-02-09,47.93814
2021-02-10,35.56701
2021-02-11,10.30927
2021-02-12,17.52577
2021-02-13,27.83505
2021-02-14,35.56701
2021-02-15,68.5567
2021-02-16,64.43298
2021-02-17,59.27835
2021-02-18,50.51546
2021-02-19,45.87628
2021-02-20,34.53608
2021-02-21,38.14432
2021-02-22,65.97938
2021-02-23,63.91752
2021-02-24,58.24742
2021-02-25,54.63917
2021-02-26,52.06185
2021-02-27,19.07216
2021-02-28,20.61855
2021-03-01,20.61855
2021-03-02,65.97938
2021-03-03,51.54639
2021-03-04,76.80412
2021-03-05,45.36082
2021-03-06,28.35051
2021-03-07,36.08247
2021-03-08,73.71134
2021-03-09,60.30927
2021-03-10,52.57731
2021-03-11,58.76288
2021-03-12,41.23711
2021-03-13,22.16494
2021-03-14,15.46391
2021-03-15,63.40206
2021-03-16,48.4536
2021-03-17,50.51546
2021-03-18,57.21649
2021-03-19,50.51546
2021-03-20,27.31958
2021-03-21,31.95876
2021-03-22,63.91752
2021-03-23,51.03092
2021-03-24,60.30927
2021-03-25,54.63917
2021-03-26,54.63917
2021-03-27,28.35051
2021-03-28,26.80412
2021-03-29,53.09278
2021-03-30,53.09278
2021-03-31,43.29896
2021-04-01,43.81443
2021-04-02,53.60824
2021-04-03,19.07216
2021-04-04,26.28865
2021-04-05,53.60824
2021-04-06,55.15463
2021-04-07,49.48453
2021-04-08,49.48453
2021-04-09,44.32989
2021-04-10,21.64948
2021-04-11,22.16494
2021-04-12,62.37113
2021-04-13,62.37113
2021-04-14,58.24742
2021-04-15,68.5567
2021-04-16,53.09278
2021-04-17,28.86597
2021-04-18,20.61855
2021-04-19,67.52577
2021-04-20,48.96907
2021-04-21,52.06185
2021-04-22,50.51546
2021-04-23,53.60824
2021-04-24,19.07216
2021-04-25,26.80412
2021-04-26,65.97938
