date,블록체인
2020-10-13,6.934
2020-10-14,6.56026
2020-10-15,5.81717
2020-10-16,6.13815
2020-10-17,3.84733
2020-10-18,5.68086
2020-10-19,8.01125
2020-10-20,6.4987
2020-10-21,6.46352
2020-10-22,6.4899
2020-10-23,5.9183
2020-10-24,3.73301
2020-10-25,4.81466
2020-10-26,7.31653
2020-10-27,7.52319
2020-10-28,7.74304
2020-10-29,8.61803
2020-10-30,7.70786
2020-10-31,4.72233
2020-11-01,5.17961
2020-11-02,7.20221
2020-11-03,6.26566
2020-11-04,5.79958
2020-11-05,5.50938
2020-11-06,7.17583
2020-11-07,4.73991
2020-11-08,5.15763
2020-11-09,6.87684
2020-11-10,6.11616
2020-11-11,6.27445
2020-11-12,6.89882
2020-11-13,5.57094
2020-11-14,4.64758
2020-11-15,4.7619
2020-11-16,6.51629
2020-11-17,6.75372
2020-11-18,9.26878
2020-11-19,9.48423
2020-11-20,7.45284
2020-11-21,4.99054
2020-11-22,5.94908
2020-11-23,7.57156
2020-11-24,9.33034
2020-11-25,8.58725
2020-11-26,8.31904
2020-11-27,7.58475
2020-11-28,5.01253
2020-11-29,5.95348
2020-11-30,7.18023
2020-12-01,8.88185
2020-12-02,8.67079
2020-12-03,8.54768
2020-12-04,7.8002
2020-12-05,5.43903
2020-12-06,6.12935
2020-12-07,7.68148
2020-12-08,8.20911
2020-12-09,8.0904
2020-12-10,9.31715
2020-12-11,7.04832
2020-12-12,4.9026
2020-12-13,5.6237
2020-12-14,6.70535
2020-12-15,6.99995
2020-12-16,8.91263
2020-12-17,8.59605
2020-12-18,7.54517
2020-12-19,5.01692
2020-12-20,5.32471
2020-12-21,7.43965
2020-12-22,6.95598
2020-12-23,5.86554
2020-12-24,4.93338
2020-12-25,3.79457
2020-12-26,4.07158
2020-12-27,5.7688
2020-12-28,7.13186
2020-12-29,6.83726
2020-12-30,6.21729
2020-12-31,5.2016
2021-01-01,3.56593
2021-01-02,4.07597
2021-01-03,7.24178
2021-01-04,8.78072
2021-01-05,8.44655
2021-01-06,10.09101
2021-01-07,10.56149
2021-01-08,11.51563
2021-01-09,7.97168
2021-01-10,100.0
2021-01-11,17.68895
2021-01-12,10.6802
2021-01-13,9.47544
2021-01-14,9.65132
2021-01-15,9.42267
2021-01-16,5.02572
2021-01-17,6.25687
2021-01-18,8.19153
2021-01-19,7.49241
2021-01-20,7.35171
2021-01-21,6.90322
2021-01-22,6.66578
2021-01-23,5.15323
2021-01-24,5.10047
2021-01-25,6.25687
2021-01-26,6.45913
2021-01-27,6.39317
2021-01-28,5.89631
2021-01-29,5.58413
2021-01-30,4.15072
2021-01-31,4.17271
2021-02-01,6.14254
2021-02-02,6.69656
2021-02-03,5.96667
2021-02-04,6.43714
2021-02-05,5.68086
2021-02-06,4.0452
2021-02-07,4.48929
2021-02-08,5.9139
2021-02-09,10.31526
2021-02-10,7.60673
2021-02-11,6.16893
2021-02-12,6.72734
2021-02-13,6.63061
2021-02-14,8.05522
2021-02-15,10.21852
2021-02-16,9.87996
2021-02-17,12.54012
2021-02-18,15.71032
2021-02-19,11.841
2021-02-20,6.05461
2021-02-21,6.67018
2021-02-22,21.75614
2021-02-23,15.18269
2021-02-24,12.50934
2021-02-25,15.79387
2021-02-26,11.97291
2021-02-27,11.87618
2021-02-28,7.31213
2021-03-01,7.91012
2021-03-02,10.8253
2021-03-03,12.12241
2021-03-04,12.83471
2021-03-05,11.02756
2021-03-06,7.14505
2021-03-07,8.39818
2021-03-08,11.68271
2021-03-09,10.95721
2021-03-10,11.99489
2021-03-11,11.57718
2021-03-12,11.09792
2021-03-13,9.13248
2021-03-14,9.99428
2021-03-15,14.49237
2021-03-16,11.70909
2021-03-17,11.01877
2021-03-18,8.96539
2021-03-19,10.5483
2021-03-20,12.75117
2021-03-21,11.95532
2021-03-22,9.00936
2021-03-23,6.04141
2021-03-24,6.84606
2021-03-25,6.82407
2021-03-26,7.10548
2021-03-27,8.73675
2021-03-28,10.59666
2021-03-29,8.73235
2021-03-30,6.36239
2021-03-31,8.73235
2021-04-01,10.51752
2021-04-02,12.72479
2021-04-03,14.61108
2021-04-04,12.72039
2021-04-05,11.4101
2021-04-06,10.67581
2021-04-07,9.50622
2021-04-08,9.15006
2021-04-09,7.01754
2021-04-10,2.67335
2021-04-11,9.94152
2021-04-12,9.41388
2021-04-13,6.83726
2021-04-14,7.3693
2021-04-15,7.11427
2021-04-16,5.79079
2021-04-17,2.71731
2021-04-18,2.92837
2021-04-19,6.37119
2021-04-20,6.04581
2021-04-21,5.95787
2021-04-22,6.08978
2021-04-23,12.94464
2021-04-24,12.66323
2021-04-25,11.02317
2021-04-26,10.14378
2021-04-27,5.95348
2021-04-28,11.58598
2021-04-29,12.92705
2021-04-30,12.17957
2021-05-01,9.83159
2021-05-02,9.90194
2021-05-03,13.33157
2021-05-04,12.72919
2021-05-05,10.64503
2021-05-06,14.66385
2021-05-07,14.63307
2021-05-08,9.32594
2021-05-09,9.93712
2021-05-10,13.17328
2021-05-11,12.28949
2021-05-12,10.58347
2021-05-13,11.22982
2021-05-14,12.18836
2021-05-15,7.54078
2021-05-16,9.22041
2021-05-17,13.50745
2021-05-18,12.32467
2021-05-19,9.20283
2021-05-20,7.38249
2021-05-21,5.03891
2021-05-22,8.67079
2021-05-23,8.24869
2021-05-24,12.82592
2021-05-25,12.06964
2021-05-26,13.55581
2021-05-27,7.0747
2021-05-28,13.05016
2021-05-29,2.7437
2021-05-30,4.06718
2021-05-31,8.69278
2021-06-01,11.16827
2021-06-02,10.66262
2021-06-03,5.66767
2021-06-04,4.56404
2021-06-05,3.88691
2021-06-06,7.11427
2021-06-07,6.52948
2021-06-08,5.03011
2021-06-09,10.82091
2021-06-10,11.43648
2021-06-11,11.38372
2021-06-12,6.34041
2021-06-13,8.49492
2021-06-14,9.85797
2021-06-15,9.73926
2021-06-16,9.66011
2021-06-17,8.64881
2021-06-18,8.43776
2021-06-19,4.41014
2021-06-20,4.31341
2021-06-21,6.99555
2021-06-22,7.40887
2021-06-23,8.79831
2021-06-24,8.41137
2021-06-25,6.04581
2021-06-26,3.79457
2021-06-27,3.49118
2021-06-28,5.94028
2021-06-29,6.88123
2021-06-30,5.98425
2021-07-01,5.17521
2021-07-02,4.83665
2021-07-03,3.57032
2021-07-04,3.56153
2021-07-05,6.36239
2021-07-06,6.12056
2021-07-07,6.84166
2021-07-08,7.43525
2021-07-09,6.61302
2021-07-10,4.17271
2021-07-11,4.0364
2021-07-12,7.59354
2021-07-13,7.6463
2021-07-14,7.57156
2021-07-15,7.10548
2021-07-16,5.84795
2021-07-17,3.76379
2021-07-18,3.90889
2021-07-19,5.82157
2021-07-20,6.27885
2021-07-21,6.23928
2021-07-22,5.83915
2021-07-23,5.81277
2021-07-24,4.10236
2021-07-25,3.57912
2021-07-26,5.81277
2021-07-27,5.56215
2021-07-28,5.07848
2021-07-29,4.94218
2021-07-30,4.0364
2021-07-31,3.09545
2021-08-01,3.00312
2021-08-02,5.16642
2021-08-03,5.35989
2021-08-04,6.01503
2021-08-05,7.30774
2021-08-06,4.96416
2021-08-07,3.68465
2021-08-08,3.86932
2021-08-09,5.10047
2021-08-10,5.96227
2021-08-11,5.78199
2021-08-12,6.55586
2021-08-13,5.63689
2021-08-14,4.01442
2021-08-15,3.80336
2021-08-16,8.75873
2021-08-17,13.17768
2021-08-18,8.00246
2021-08-19,8.15635
2021-08-20,7.12307
2021-08-21,4.17271
2021-08-22,4.33979
2021-08-23,7.69027
2021-08-24,7.3605
2021-08-25,7.29015
2021-08-26,6.28325
2021-08-27,5.66767
2021-08-28,3.64068
2021-08-29,4.15512
2021-08-30,6.08538
2021-08-31,6.48551
2021-09-01,10.24051
2021-09-02,8.05962
2021-09-03,8.85107
2021-09-04,5.3379
2021-09-05,5.42584
2021-09-06,8.06841
2021-09-07,7.98047
2021-09-08,7.33412
2021-09-09,7.5144
2021-09-10,6.60862
2021-09-11,4.11555
2021-09-12,4.69595
2021-09-13,7.46163
2021-09-14,7.09668
2021-09-15,6.97797
2021-09-16,6.75372
2021-09-17,6.17332
2021-09-18,3.79017
2021-09-19,3.13942
2021-09-20,2.85362
2021-09-21,4.33539
2021-09-22,4.23866
2021-09-23,5.99744
2021-09-24,6.29204
2021-09-25,3.8957
2021-09-26,4.12434
2021-09-27,6.01064
2021-09-28,6.3536
2021-09-29,6.28325
2021-09-30,6.07659
2021-10-01,4.87182
2021-10-02,3.87811
2021-10-03,3.99243
2021-10-04,4.37497
2021-10-05,5.88752
2021-10-06,6.50749
2021-10-07,7.52759
2021-10-08,5.6281
2021-10-09,4.66517
2021-10-10,4.98614
2021-10-11,4.71793
2021-10-12,5.86993
2021-10-13,6.94279
2021-10-14,7.34731
2021-10-15,6.48551
2021-10-16,4.60361
2021-10-17,4.62559
2021-10-18,6.69216
2021-10-19,7.74304
2021-10-20,6.98676
2021-10-21,8.19592
2021-10-22,7.02194
2021-10-23,4.83665
2021-10-24,4.92898
2021-10-25,7.05271
2021-10-26,10.29767
2021-10-27,10.5395
2021-10-28,8.96539
2021-10-29,9.33474
2021-10-30,6.16453
2021-10-31,6.46352
2021-11-01,9.66451
2021-11-02,12.11801
2021-11-03,11.11111
2021-11-04,10.32405
2021-11-05,9.00057
2021-11-06,5.60172
2021-11-07,5.79079
2021-11-08,13.09853
2021-11-09,13.27881
2021-11-10,12.67642
2021-11-11,19.2147
2021-11-12,12.79074
2021-11-13,8.27947
2021-11-14,8.93461
2021-11-15,11.86299
2021-11-16,12.54451
2021-11-17,13.29639
2021-11-18,13.12052
2021-11-19,10.56149
2021-11-20,7.74743
2021-11-21,8.61363
2021-11-22,11.16827
2021-11-23,12.12241
2021-11-24,12.11801
2021-11-25,12.24992
2021-11-26,11.15508
2021-11-27,7.43085
2021-11-28,7.20221
2021-11-29,11.6959
2021-11-30,11.46286
2021-12-01,9.6689
2021-12-02,10.19654
2021-12-03,9.25999
2021-12-04,7.10987
2021-12-05,7.3605
2021-12-06,9.69089
2021-12-07,10.80332
2021-12-08,11.20344
2021-12-09,10.72857
2021-12-10,8.88185
2021-12-11,6.97357
2021-12-12,6.91641
2021-12-13,10.17895
2021-12-14,10.48234
2021-12-15,9.86237
2021-12-16,9.07971
2021-12-17,7.6463
2021-12-18,5.65448
2021-12-19,6.45473
2021-12-20,9.29077
2021-12-21,9.18964
2021-12-22,8.07281
2021-12-23,8.09479
2021-12-24,5.54016
2021-12-25,3.41643
2021-12-26,5.56215
2021-12-27,7.26817
2021-12-28,7.09668
2021-12-29,7.39568
2021-12-30,9.45345
2021-12-31,6.43714
2022-01-01,4.39256
2022-01-02,7.09229
2022-01-03,9.10609
2022-01-04,9.03574
2022-01-05,9.06212
2022-01-06,8.53449
2022-01-07,7.73424
2022-01-08,5.31152
2022-01-09,6.59983
2022-01-10,7.67708
2022-01-11,24.78564
2022-01-12,9.2468
2022-01-13,7.82658
2022-01-14,6.61302
2022-01-15,4.95976
2022-01-16,34.51171
2022-01-17,13.74928
2022-01-18,11.44088
2022-01-19,10.46475
2022-01-20,9.22481
2022-01-21,8.35861
2022-01-22,7.02633
2022-01-23,12.54891
2022-01-24,9.25559
2022-01-25,8.70157
2022-01-26,8.64441
2022-01-27,8.33663
2022-01-28,7.5056
2022-01-29,4.88941
2022-01-30,5.14004
2022-01-31,5.06529
2022-02-01,5.52257
2022-02-02,6.10737
2022-02-03,7.72105
2022-02-04,8.43336
2022-02-05,7.25937
2022-02-06,6.59103
2022-02-07,8.83788
2022-02-08,9.03574
2022-02-09,9.00936
2022-02-10,7.85736
2022-02-11,6.96917
2022-02-12,4.79708
2022-02-13,4.73552
2022-02-14,7.01314
2022-02-15,6.99995
2022-02-16,6.84606
2022-02-17,6.74932
2022-02-18,6.28764
2022-02-19,4.4761
2022-02-20,4.37936
2022-02-21,8.13876
2022-02-22,7.76502
2022-02-23,7.30334
2022-02-24,7.30334
2022-02-25,5.49619
2022-02-26,4.67836
2022-02-27,4.74431
2022-02-28,5.69405
2022-03-01,4.48929
2022-03-02,6.0634
2022-03-03,6.01503
2022-03-04,6.14694
2022-03-05,4.59921
2022-03-06,4.05839
2022-03-07,7.01754
2022-03-08,7.66829
2022-03-09,3.90449
2022-03-10,7.75183
2022-03-11,7.08789
2022-03-12,4.36178
2022-03-13,5.12685
2022-03-14,7.81339
2022-03-15,7.51879
2022-03-16,8.35421
2022-03-17,8.89504
2022-03-18,8.71916
2022-03-19,5.41265
2022-03-20,5.21479
2022-03-21,8.14756
2022-03-22,8.5257
2022-03-23,8.63122
2022-03-24,8.91263
2022-03-25,8.12118
2022-03-26,5.36428
2022-03-27,6.42395
2022-03-28,8.78072
2022-03-29,8.74115
2022-03-30,9.14127
2022-03-31,8.11678
2022-04-01,6.94719
2022-04-02,4.16391
2022-04-03,4.97295
2022-04-04,7.41327
2022-04-05,8.98738
2022-04-06,7.70786
2022-04-07,6.77571
2022-04-08,6.67458
2022-04-09,3.69344
2022-04-10,4.21228
2022-04-11,7.06151
2022-04-12,6.24807
2022-04-13,6.81088
2022-04-14,7.24618
2022-04-15,6.51189
2022-04-16,3.72422
2022-04-17,4.7575
2022-04-18,7.37369
2022-04-19,6.86804
2022-04-20,8.15195
2022-04-21,8.19592
2022-04-22,6.64819
2022-04-23,4.36178
2022-04-24,4.62999
2022-04-25,7.38249
2022-04-26,6.934
2022-04-27,6.39317
2022-04-28,5.7776
2022-04-29,5.40825
2022-04-30,3.72861
2022-05-01,3.96605
2022-05-02,5.94908
2022-05-03,6.89882
2022-05-04,6.358
2022-05-05,3.61429
2022-05-06,5.43463
2022-05-07,3.66266
2022-05-08,3.95286
2022-05-09,6.52068
2022-05-10,6.80648
2022-05-11,7.40887
2022-05-12,6.77131
2022-05-13,9.20722
2022-05-14,6.2085
2022-05-15,5.90511
2022-05-16,7.91012
2022-05-17,9.11928
2022-05-18,8.94341
2022-05-19,7.54078
2022-05-20,6.85485
2022-05-21,4.50248
2022-05-22,4.77949
2022-05-23,6.59543
2022-05-24,6.95598
2022-05-25,7.5144
2022-05-26,6.96478
2022-05-27,5.72044
2022-05-28,3.39445
2022-05-29,4.20349
2022-05-30,6.33161
2022-05-31,6.02822
2022-06-01,6.38877
2022-06-02,7.58475
2022-06-03,6.15574
2022-06-04,3.90889
2022-06-05,3.51316
2022-06-06,4.28263
2022-06-07,5.60172
2022-06-08,12.16198
2022-06-09,10.38121
2022-06-10,8.87305
2022-06-11,5.83915
2022-06-12,6.3492
2022-06-13,7.66389
2022-06-14,7.69027
2022-06-15,7.97168
2022-06-16,6.7845
2022-06-17,5.85674
2022-06-18,3.42962
2022-06-19,4.0408
2022-06-20,5.46541
2022-06-21,5.00373
2022-06-22,9.27318
2022-06-23,7.61553
2022-06-24,5.61931
2022-06-25,3.68025
2022-06-26,2.99432
2022-06-27,4.38816
2022-06-28,4.49369
2022-06-29,4.84544
2022-06-30,4.11555
2022-07-01,4.38376
2022-07-02,2.34357
2022-07-03,2.49747
2022-07-04,4.26944
2022-07-05,4.13753
2022-07-06,4.68715
2022-07-07,4.92019
2022-07-08,4.39256
2022-07-09,2.41832
2022-07-10,2.81844
2022-07-11,5.84795
2022-07-12,5.70285
2022-07-13,5.46981
2022-07-14,5.9227
2022-07-15,4.33539
2022-07-16,2.17209
2022-07-17,2.55902
2022-07-18,4.69155
2022-07-19,4.15512
2022-07-20,4.25625
2022-07-21,3.83854
2022-07-22,3.59231
2022-07-23,2.37435
2022-07-24,2.07096
2022-07-25,3.30211
2022-07-26,3.68465
2022-07-27,3.79457
2022-07-28,3.37246
2022-07-29,3.23616
2022-07-30,2.27322
2022-07-31,2.19847
2022-08-01,3.87371
2022-08-02,3.84733
2022-08-03,5.00813
2022-08-04,4.15512
2022-08-05,3.80776
2022-08-06,2.56342
2022-08-07,3.05588
2022-08-08,5.14004
2022-08-09,6.84166
2022-08-10,5.00373
2022-08-11,4.44532
2022-08-12,4.08037
2022-08-13,2.90638
2022-08-14,2.66455
2022-08-15,2.87121
2022-08-16,5.45662
2022-08-17,5.56654
2022-08-18,4.94218
2022-08-19,4.30901
2022-08-20,2.64257
2022-08-21,2.51945
2022-08-22,4.27823
2022-08-23,4.57283
2022-08-24,4.96416
2022-08-25,4.25185
2022-08-26,3.71542
2022-08-27,2.4535
2022-08-28,2.2996
2022-08-29,3.90449
2022-08-30,4.37057
2022-08-31,4.07597
2022-09-01,4.29582
2022-09-02,4.08477
2022-09-03,2.28202
2022-09-04,2.33038
2022-09-05,4.28703
2022-09-06,4.4717
2022-09-07,3.8913
2022-09-08,3.29332
2022-09-09,1.74998
2022-09-10,1.80714
2022-09-11,2.17209
2022-09-12,2.65136
2022-09-13,4.27823
2022-09-14,5.40386
2022-09-15,5.0565
2022-09-16,4.55524
2022-09-17,2.71292
2022-09-18,2.42272
2022-09-19,5.22798
2022-09-20,4.71793
2022-09-21,4.3222
2022-09-22,5.14444
2022-09-23,4.37057
2022-09-24,2.17209
2022-09-25,2.5898
2022-09-26,4.42333
2022-09-27,3.97484
2022-09-28,5.31592
2022-09-29,5.09167
2022-09-30,4.00123
2022-10-01,2.07096
2022-10-02,2.18089
2022-10-03,2.06217
2022-10-04,4.24306
2022-10-05,3.95726
2022-10-06,4.00123
2022-10-07,3.32409
2022-10-08,2.09734
2022-10-09,2.38315
2022-10-10,2.82724
2022-10-11,4.40575
2022-10-12,4.69155
2022-10-13,4.70034
2022-10-14,4.07158
2022-10-15,2.97234
2022-10-16,3.01191
2022-10-17,4.77509
2022-10-18,5.56215
2022-10-19,5.32471
2022-10-20,5.66328
2022-10-21,4.36617
2022-10-22,2.89319
2022-10-23,2.81405
2022-10-24,5.20599
2022-10-25,5.02132
2022-10-26,5.27634
2022-10-27,5.9139
2022-10-28,5.6281
2022-10-29,3.40764
2022-10-30,3.13942
2022-10-31,4.62559
2022-11-01,4.98175
2022-11-02,4.92459
2022-11-03,5.30273
2022-11-04,4.11555
2022-11-05,2.93277
2022-11-06,3.42962
2022-11-07,4.63439
2022-11-08,5.71164
2022-11-09,5.3467
2022-11-10,4.88062
2022-11-11,4.51567
2022-11-12,3.30211
2022-11-13,3.15261
2022-11-14,5.44783
2022-11-15,5.43463
2022-11-16,4.87622
2022-11-17,4.78828
2022-11-18,3.88251
2022-11-19,3.12623
2022-11-20,3.29332
2022-11-21,4.6212
2022-11-22,4.57283
2022-11-23,4.7575
2022-11-24,5.53137
2022-11-25,4.96856
2022-11-26,3.54834
2022-11-27,2.98553
2022-11-28,5.13124
2022-11-29,4.69595
2022-11-30,4.14633
2022-12-01,4.4717
2022-12-02,4.06278
2022-12-03,3.48239
2022-12-04,3.3153
2022-12-05,4.4673
2022-12-06,4.30022
2022-12-07,5.15323
2022-12-08,5.57534
2022-12-09,4.38816
2022-12-10,2.65576
2022-12-11,2.98553
2022-12-12,4.01881
2022-12-13,3.91768
2022-12-14,4.19909
2022-12-15,3.62748
2022-12-16,4.17271
2022-12-17,2.27762
2022-12-18,5.80838
2022-12-19,4.11115
2022-12-20,4.21668
2022-12-21,3.73301
2022-12-22,3.90449
2022-12-23,3.42522
2022-12-24,1.80714
2022-12-25,1.93905
2022-12-26,3.33729
2022-12-27,3.20977
2022-12-28,3.27133
2022-12-29,3.11744
2022-12-30,2.29521
2022-12-31,1.60488
2023-01-01,2.42272
2023-01-02,2.89319
2023-01-03,3.64947
2023-01-04,3.40324
2023-01-05,3.37246
2023-01-06,2.98113
2023-01-07,2.03579
2023-01-08,2.26003
2023-01-09,2.97674
2023-01-10,3.6055
2023-01-11,3.53075
2023-01-12,3.10864
2023-01-13,2.95915
2023-01-14,2.11933
2023-01-15,2.16769
2023-01-16,3.03829
2023-01-17,3.24935
2023-01-18,3.13063
2023-01-19,3.81655
2023-01-20,2.82724
2023-01-21,1.98742
2023-01-22,2.04458
2023-01-23,1.92586
2023-01-24,2.50626
2023-01-25,3.06467
2023-01-26,3.06028
2023-01-27,3.06028
2023-01-28,2.09295
2023-01-29,2.36116
2023-01-30,3.54834
2023-01-31,3.50877
2023-02-01,3.09106
2023-02-02,3.44281
2023-02-03,3.39884
2023-02-04,2.02699
2023-02-05,2.3084
2023-02-06,3.65387
2023-02-07,3.6099
2023-02-08,3.48239
2023-02-09,3.71103
2023-02-10,3.33289
2023-02-11,2.11493
2023-02-12,2.16769
2023-02-13,3.3197
2023-02-14,3.755
2023-02-15,3.26693
2023-02-16,3.72861
2023-02-17,3.26254
2023-02-18,2.08415
2023-02-19,2.12812
2023-02-20,3.47799
2023-02-21,3.37686
2023-02-22,3.10425
2023-02-23,3.24495
2023-02-24,3.14822
2023-02-25,3.26693
2023-02-26,2.81844
2023-02-27,2.8844
2023-02-28,3.22736
2023-03-01,2.14571
2023-03-02,3.26254
2023-03-03,2.94596
2023-03-04,2.1545
2023-03-05,2.00061
2023-03-06,3.71542
2023-03-07,4.08477
2023-03-08,4.15072
2023-03-09,4.6212
2023-03-10,3.50877
2023-03-11,1.96983
2023-03-12,2.36556
2023-03-13,4.4673
2023-03-14,4.51567
2023-03-15,4.15952
2023-03-16,4.30022
2023-03-17,3.95726
2023-03-18,2.33478
2023-03-19,2.28641
2023-03-20,4.34859
2023-03-21,4.39256
2023-03-22,4.7663
2023-03-23,3.59671
2023-03-24,4.06278
2023-03-25,2.34797
2023-03-26,2.62938
2023-03-27,4.42333
2023-03-28,4.33979
2023-03-29,4.94657
2023-03-30,4.43652
2023-03-31,3.42522
2023-04-01,2.13692
2023-04-02,2.33478
2023-04-03,3.95286
2023-04-04,4.58602
2023-04-05,4.94657
2023-04-06,4.37936
2023-04-07,3.96165
2023-04-08,2.40073
2023-04-09,2.72171
2023-04-10,4.27384
2023-04-11,4.70914
2023-04-12,4.48049
2023-04-13,4.13313
2023-04-14,3.66266
2023-04-15,2.1633
2023-04-16,2.37435
2023-04-17,3.73301
2023-04-18,4.08037
2023-04-19,4.37936
2023-04-20,4.10236
2023-04-21,3.82974
2023-04-22,2.24684
2023-04-23,2.55902
2023-04-24,4.09356
2023-04-25,3.86052
2023-04-26,3.85173
2023-04-27,3.62748
2023-04-28,3.10864
2023-04-29,2.51066
2023-04-30,2.20727
2023-05-01,3.91329
2023-05-02,3.74181
2023-05-03,3.65387
2023-05-04,3.59231
2023-05-05,2.05337
2023-05-06,2.36116
2023-05-07,2.43151
2023-05-08,4.24306
2023-05-09,4.4761
2023-05-10,4.72233
2023-05-11,4.7619
2023-05-12,4.43213
2023-05-13,3.19658
2023-05-14,2.95035
2023-05-15,4.3222
2023-05-16,4.84984
2023-05-17,4.42773
2023-05-18,4.6124
2023-05-19,3.70223
2023-05-20,2.66455
2023-05-21,2.69093
2023-05-22,4.55524
2023-05-23,4.36617
2023-05-24,4.39695
2023-05-25,4.14193
2023-05-26,3.28013
2023-05-27,2.09295
2023-05-28,2.17209
2023-05-29,3.00751
