date,한전기술주가
2020-03-20,6.20415
2020-03-21,0.60613
2020-03-22,0.41309
2020-03-23,5.31619
2020-03-24,5.32391
2020-03-25,5.72928
2020-03-26,5.89915
2020-03-27,5.14246
2020-03-28,0.42081
2020-03-29,0.29341
2020-03-30,5.31619
2020-03-31,5.23897
2020-04-01,5.23897
2020-04-02,5.3046
2020-04-03,4.6174
2020-04-04,0.3822
2020-04-05,0.32429
2020-04-06,5.2853
2020-04-07,6.89908
2020-04-08,5.95706
2020-04-09,5.58258
2020-04-10,5.61732
2020-04-11,0.56752
2020-04-12,0.43239
2020-04-13,4.92626
2020-04-14,4.77569
2020-04-15,0.7065
2020-04-16,4.80271
2020-04-17,5.11543
2020-04-18,0.50961
2020-04-19,0.3436
2020-04-20,4.53246
2020-04-21,4.21589
2020-04-22,4.40506
2020-04-23,4.67145
2020-04-24,4.08076
2020-04-25,0.35904
2020-04-26,0.23936
2020-04-27,4.48614
2020-04-28,4.33171
2020-04-29,4.1657
2020-04-30,0.46328
2020-05-01,0.62157
2020-05-02,0.22778
2020-05-03,0.23936
2020-05-04,3.32792
2020-05-05,0.38993
2020-05-06,3.79121
2020-05-07,3.88386
2020-05-08,3.47077
2020-05-09,0.46328
2020-05-10,0.31657
2020-05-11,3.41672
2020-05-12,3.25457
2020-05-13,3.18122
2020-05-14,3.1928
2020-05-15,3.4283
2020-05-16,0.37448
2020-05-17,0.3436
2020-05-18,3.16963
2020-05-19,3.96494
2020-05-20,3.48621
2020-05-21,3.52868
2020-05-22,3.26615
2020-05-23,0.2548
2020-05-24,0.18145
2020-05-25,2.9573
2020-05-26,3.54412
2020-05-27,4.69075
2020-05-28,3.77963
2020-05-29,3.41286
2020-05-30,0.38607
2020-05-31,0.26252
2020-06-01,3.50552
2020-06-02,3.9881
2020-06-03,5.02663
2020-06-04,4.38962
2020-06-05,4.23133
2020-06-06,0.44012
2020-06-07,0.3436
2020-06-08,3.71013
2020-06-09,3.89545
2020-06-10,4.07304
2020-06-11,3.39742
2020-06-12,3.03451
2020-06-13,0.35132
2020-06-14,0.27024
2020-06-15,3.51324
2020-06-16,3.58659
2020-06-17,3.49007
2020-06-18,3.23141
2020-06-19,2.86078
2020-06-20,0.32815
2020-06-21,0.20847
2020-06-22,2.6716
2020-06-23,2.86078
2020-06-24,2.93027
2020-06-25,2.84534
2020-06-26,2.65616
2020-06-27,0.35518
2020-06-28,0.20461
2020-06-29,2.68705
2020-06-30,2.64458
2020-07-01,2.57895
2020-07-02,2.92641
2020-07-03,2.82217
2020-07-04,0.2355
2020-07-05,0.1467
2020-07-06,2.95343
2020-07-07,2.66388
2020-07-08,2.47085
2020-07-09,2.75654
2020-07-10,2.38977
2020-07-11,0.24708
2020-07-12,0.18531
2020-07-13,3.24299
2020-07-14,3.04995
2020-07-15,3.51324
2020-07-16,2.82603
2020-07-17,2.91483
2020-07-18,0.33202
2020-07-19,0.27797
2020-07-20,3.5171
2020-07-21,4.88379
2020-07-22,4.88379
2020-07-23,3.82595
2020-07-24,3.13875
2020-07-25,0.28955
2020-07-26,0.27797
2020-07-27,3.50552
2020-07-28,3.52868
2020-07-29,3.35109
2020-07-30,3.46691
2020-07-31,2.83375
2020-08-01,0.35518
2020-08-02,0.32429
2020-08-03,3.15419
2020-08-04,7.8102
2020-08-05,5.32005
2020-08-06,6.31997
2020-08-07,6.17326
2020-08-08,0.69878
2020-08-09,0.64087
2020-08-10,5.3046
2020-08-11,7.07281
2020-08-12,5.29688
2020-08-13,5.07296
2020-08-14,4.86834
2020-08-15,0.42853
2020-08-16,0.31657
2020-08-17,0.77214
2020-08-18,4.37031
2020-08-19,3.96108
2020-08-20,3.81823
2020-08-21,3.76418
2020-08-22,0.32429
2020-08-23,0.27024
2020-08-24,3.24685
2020-08-25,3.63292
2020-08-26,3.3009
2020-08-27,3.38969
2020-08-28,3.48235
2020-08-29,0.34746
2020-08-30,0.31657
2020-08-31,4.08076
2020-09-01,3.84912
2020-09-02,3.64064
2020-09-03,3.70627
2020-09-04,5.16562
2020-09-05,0.87251
2020-09-06,0.62157
2020-09-07,6.20801
2020-09-08,6.96085
2020-09-09,6.01497
2020-09-10,5.07296
2020-09-11,4.44367
2020-09-12,0.44012
2020-09-13,0.3436
2020-09-14,4.36259
2020-09-15,4.04215
2020-09-16,3.52096
2020-09-17,3.04609
2020-09-18,3.38583
2020-09-19,0.36676
2020-09-20,0.3436
2020-09-21,3.38969
2020-09-22,3.30862
2020-09-23,3.04609
2020-09-24,3.37425
2020-09-25,3.104
2020-09-26,0.32429
2020-09-27,0.30885
2020-09-28,3.08084
2020-09-29,2.71021
2020-09-30,0.27024
2020-10-01,0.23164
2020-10-02,0.16601
2020-10-03,0.17759
2020-10-04,0.21233
2020-10-05,3.09242
2020-10-06,2.88394
2020-10-07,3.05381
2020-10-08,3.14261
2020-10-09,0.43239
2020-10-10,0.23164
2020-10-11,0.20461
2020-10-12,2.76812
2020-10-13,2.61755
2020-10-14,2.57895
2020-10-15,2.66388
2020-10-16,2.71021
2020-10-17,0.37448
2020-10-18,0.30885
2020-10-19,3.52868
2020-10-20,3.9495
2020-10-21,3.41672
2020-10-22,2.90711
2020-10-23,2.73724
2020-10-24,0.3629
2020-10-25,0.21619
2020-10-26,2.77584
2020-10-27,2.74882
2020-10-28,2.62527
2020-10-29,2.35889
2020-10-30,2.54806
2020-10-31,0.22006
2020-11-01,0.17373
2020-11-02,2.53262
2020-11-03,2.5249
2020-11-04,2.6716
2020-11-05,3.23141
2020-11-06,3.11558
2020-11-07,0.23164
2020-11-08,0.31657
2020-11-09,3.6252
2020-11-10,3.74488
2020-11-11,4.3124
2020-11-12,4.03057
2020-11-13,3.58273
2020-11-14,0.30499
2020-11-15,0.28955
2020-11-16,4.20044
2020-11-17,4.25835
2020-11-18,4.08848
2020-11-19,3.71013
2020-11-20,3.75646
2020-11-21,0.27411
2020-11-22,0.28955
2020-11-23,4.38576
2020-11-24,5.98409
2020-11-25,4.72164
2020-11-26,4.51316
2020-11-27,3.67925
2020-11-28,0.42853
2020-11-29,0.3629
2020-11-30,3.6252
2020-12-01,3.89931
2020-12-02,4.22361
2020-12-03,5.03049
2020-12-04,4.68303
2020-12-05,0.59454
2020-12-06,0.41309
2020-12-07,3.8414
2020-12-08,3.81051
2020-12-09,4.09234
2020-12-10,5.29688
2020-12-11,4.99961
2020-12-12,1.0308
2020-12-13,0.74897
2020-12-14,4.46297
2020-12-15,4.53246
2020-12-16,5.07296
2020-12-17,5.61732
2020-12-18,10.15751
2020-12-19,1.8956
2020-12-20,1.45548
2020-12-21,8.7831
2020-12-22,6.3856
2020-12-23,6.44737
2020-12-24,5.87213
2020-12-25,0.91112
2020-12-26,0.61771
2020-12-27,0.51733
2020-12-28,7.32375
2020-12-29,6.19643
2020-12-30,7.04578
2020-12-31,1.08871
2021-01-01,0.47486
2021-01-02,0.42467
2021-01-03,0.48644
2021-01-04,6.85275
2021-01-05,6.50914
2021-01-06,6.39332
2021-01-07,6.30839
2021-01-08,8.27735
2021-01-09,0.95359
2021-01-10,0.7953
2021-01-11,6.73307
2021-01-12,6.05744
2021-01-13,5.08841
2021-01-14,5.36638
2021-01-15,5.02277
2021-01-16,1.16979
2021-01-17,0.94973
2021-01-18,5.56327
2021-01-19,5.49764
2021-01-20,4.93398
2021-01-21,5.58258
2021-01-22,6.44351
2021-01-23,0.72967
2021-01-24,0.72195
2021-01-25,6.62111
2021-01-26,7.33148
2021-01-27,6.28522
2021-01-28,5.37024
2021-01-29,5.86441
2021-01-30,0.74125
2021-01-31,0.81074
2021-02-01,5.66365
2021-02-02,6.87205
2021-02-03,7.0535
2021-02-04,5.9339
2021-02-05,6.69446
2021-02-06,0.9227
2021-02-07,0.6872
2021-02-08,7.33148
2021-02-09,6.92996
2021-02-10,5.34321
2021-02-11,1.07327
2021-02-12,1.13504
2021-02-13,1.06169
2021-02-14,0.99992
2021-02-15,8.96069
2021-02-16,7.48204
2021-02-17,6.51301
2021-02-18,6.52845
2021-02-19,5.97637
2021-02-20,0.76055
2021-02-21,0.6679
2021-02-22,6.1501
2021-02-23,5.81808
2021-02-24,5.28144
2021-02-25,4.84904
2021-02-26,4.30082
2021-02-27,0.59068
2021-02-28,0.40151
2021-03-01,0.61385
2021-03-02,4.49
2021-03-03,4.46297
2021-03-04,9.70195
2021-03-05,10.09188
2021-03-06,1.35124
2021-03-07,1.38213
2021-03-08,8.50899
2021-03-09,9.6286
2021-03-10,8.61709
2021-03-11,7.69824
2021-03-12,7.1616
2021-03-13,0.84549
2021-03-14,0.75283
2021-03-15,6.93768
2021-03-16,7.48204
2021-03-17,13.30013
2021-03-18,9.76758
2021-03-19,7.98393
2021-03-20,1.3358
2021-03-21,1.10416
2021-03-22,8.57076
2021-03-23,7.14616
2021-03-24,6.78712
2021-03-25,7.15388
2021-03-26,7.49749
2021-03-27,0.80302
2021-03-28,0.74125
2021-03-29,8.48583
2021-03-30,7.93375
2021-03-31,9.31588
2021-04-01,12.39286
2021-04-02,19.54675
2021-04-03,3.5557
2021-04-04,3.15805
2021-04-05,19.40776
2021-04-06,22.65848
2021-04-07,20.33433
2021-04-08,19.71662
2021-04-09,17.75152
2021-04-10,2.91869
2021-04-11,2.13883
2021-04-12,23.44606
2021-04-13,23.02138
2021-04-14,29.13288
2021-04-15,42.63763
2021-04-16,33.94718
2021-04-17,4.99575
2021-04-18,3.93791
2021-04-19,27.05582
2021-04-20,44.73399
2021-04-21,43.72635
2021-04-22,68.84024
2021-04-23,61.91027
2021-04-24,7.83337
2021-04-25,6.01111
2021-04-26,44.9888
2021-04-27,36.76164
2021-04-28,32.26777
2021-04-29,27.5886
2021-04-30,27.89359
2021-05-01,3.42058
2021-05-02,2.97274
2021-05-03,26.14083
2021-05-04,28.0596
2021-05-05,3.78349
2021-05-06,25.07142
2021-05-07,26.02115
2021-05-08,3.09628
2021-05-09,2.42452
2021-05-10,27.35696
2021-05-11,28.72751
2021-05-12,29.84711
2021-05-13,39.5066
