date,SAAS
2020-03-20,8.50959
2020-03-21,3.34481
2020-03-22,3.24643
2020-03-23,9.78848
2020-03-24,10.37875
2020-03-25,9.54254
2020-03-26,9.78848
2020-03-27,8.36202
2020-03-28,3.24643
2020-03-29,4.08263
2020-03-30,10.1328
2020-03-31,10.52631
2020-04-01,10.42793
2020-04-02,10.77225
2020-04-03,8.55878
2020-04-04,3.39399
2020-04-05,3.09886
2020-04-06,9.39498
2020-04-07,11.65764
2020-04-08,11.31333
2020-04-09,10.42793
2020-04-10,7.37825
2020-04-11,2.26266
2020-04-12,4.32857
2020-04-13,13.08411
2020-04-14,9.54254
2020-04-15,4.82046
2020-04-16,10.47712
2020-04-17,7.52582
2020-04-18,4.57452
2020-04-19,5.16478
2020-04-20,10.67388
2020-04-21,9.49335
2020-04-22,9.83767
2020-04-23,10.08362
2020-04-24,8.55878
2020-04-25,2.70536
2020-04-26,4.42695
2020-04-27,11.95277
2020-04-28,10.72306
2020-04-29,8.95228
2020-04-30,4.72208
2020-05-01,3.7875
2020-05-02,3.34481
2020-05-03,3.73831
2020-05-04,7.03393
2020-05-05,4.96802
2020-05-06,11.4117
2020-05-07,10.87063
2020-05-08,8.65715
2020-05-09,3.09886
2020-05-10,4.52533
2020-05-11,13.03492
2020-05-12,12.54303
2020-05-13,13.67437
2020-05-14,11.51008
2020-05-15,10.08362
2020-05-16,3.88588
2020-05-17,3.44318
2020-05-18,11.36251
2020-05-19,10.52631
2020-05-20,11.46089
2020-05-21,10.67388
2020-05-22,10.5755
2020-05-23,4.57452
2020-05-24,4.42695
2020-05-25,11.26414
2020-05-26,12.10034
2020-05-27,9.00147
2020-05-28,10.77225
2020-05-29,10.52631
2020-05-30,4.42695
2020-05-31,3.19724
2020-06-01,11.75602
2020-06-02,11.06738
2020-06-03,11.36251
2020-06-04,11.11657
2020-06-05,8.11608
2020-06-06,5.0664
2020-06-07,3.54156
2020-06-08,10.91982
2020-06-09,13.1333
2020-06-10,12.98573
2020-06-11,10.91982
2020-06-12,10.96901
2020-06-13,6.83718
2020-06-14,5.50909
2020-06-15,10.42793
2020-06-16,12.29709
2020-06-17,13.23167
2020-06-18,12.98573
2020-06-19,9.64092
2020-06-20,5.26315
2020-06-21,6.19773
2020-06-22,12.59222
2020-06-23,14.85489
2020-06-24,14.16625
2020-06-25,14.31382
2020-06-26,8.85391
2020-06-27,4.91883
2020-06-28,3.83669
2020-06-29,11.16576
2020-06-30,11.06738
2020-07-01,9.69011
2020-07-02,10.77225
2020-07-03,9.93605
2020-07-04,2.9513
2020-07-05,2.80373
2020-07-06,11.65764
2020-07-07,11.4117
2020-07-08,10.67388
2020-07-09,11.31333
2020-07-10,7.96851
2020-07-11,4.27939
2020-07-12,3.73831
2020-07-13,10.77225
2020-07-14,12.2479
2020-07-15,12.2479
2020-07-16,10.87063
2020-07-17,8.95228
2020-07-18,4.96802
2020-07-19,3.98425
2020-07-20,12.00196
2020-07-21,13.47761
2020-07-22,12.54303
2020-07-23,11.55927
2020-07-24,9.39498
2020-07-25,3.29562
2020-07-26,3.24643
2020-07-27,8.80472
2020-07-28,10.03443
2020-07-29,9.83767
2020-07-30,9.2966
2020-07-31,10.23118
2020-08-01,3.98425
2020-08-02,4.42695
2020-08-03,9.88686
2020-08-04,10.82144
2020-08-05,12.14953
2020-08-06,12.14953
2020-08-07,9.49335
2020-08-08,5.36153
2020-08-09,4.6237
2020-08-10,10.03443
2020-08-11,11.06738
2020-08-12,9.49335
2020-08-13,10.5755
2020-08-14,8.80472
2020-08-15,2.36104
2020-08-16,2.80373
2020-08-17,3.83669
2020-08-18,8.80472
2020-08-19,9.69011
2020-08-20,8.65715
2020-08-21,9.2966
2020-08-22,2.75454
2020-08-23,6.29611
2020-08-24,9.64092
2020-08-25,10.03443
2020-08-26,12.88735
2020-08-27,14.85489
2020-08-28,11.06738
2020-08-29,5.21396
2020-08-30,9.69011
2020-08-31,15.54353
2020-09-01,14.65814
2020-09-02,16.13379
2020-09-03,13.18248
2020-09-04,9.14904
2020-09-05,4.18101
2020-09-06,5.26315
2020-09-07,12.34628
2020-09-08,15.69109
2020-09-09,15.69109
2020-09-10,13.23167
2020-09-11,11.95277
2020-09-12,4.27939
2020-09-13,4.77127
2020-09-14,13.18248
2020-09-15,12.00196
2020-09-16,16.18298
2020-09-17,15.59272
2020-09-18,11.70683
2020-09-19,3.98425
2020-09-20,5.55828
2020-09-21,13.08411
2020-09-22,11.21495
2020-09-23,11.70683
2020-09-24,11.8544
2020-09-25,11.26414
2020-09-26,5.80423
2020-09-27,6.54205
2020-09-28,12.59222
2020-09-29,8.60796
2020-09-30,3.63994
2020-10-01,3.7875
2020-10-02,3.83669
2020-10-03,3.98425
2020-10-04,5.9026
2020-10-05,12.00196
2020-10-06,11.75602
2020-10-07,11.51008
2020-10-08,11.65764
2020-10-09,5.95179
2020-10-10,4.77127
2020-10-11,5.21396
2020-10-12,13.5268
2020-10-13,12.2479
2020-10-14,13.67437
2020-10-15,13.23167
2020-10-16,14.11706
2020-10-17,6.3453
2020-10-18,6.09936
2020-10-19,12.54303
2020-10-20,15.98622
2020-10-21,16.28135
2020-10-22,13.9695
2020-10-23,11.31333
2020-10-24,5.85341
2020-10-25,4.96802
2020-10-26,32.66109
2020-10-27,19.82292
2020-10-28,16.03541
2020-10-29,13.1333
2020-10-30,13.87112
2020-10-31,6.44367
2020-11-01,6.3453
2020-11-02,13.18248
2020-11-03,15.29758
2020-11-04,12.78898
2020-11-05,12.10034
2020-11-06,11.90359
2020-11-07,9.44417
2020-11-08,6.59124
2020-11-09,15.19921
2020-11-10,14.21544
2020-11-11,13.87112
2020-11-12,12.78898
2020-11-13,12.54303
2020-11-14,5.60747
2020-11-15,6.05017
2020-11-16,12.59222
2020-11-17,12.14953
2020-11-18,12.05115
2020-11-19,11.60846
2020-11-20,9.09985
2020-11-21,3.93507
2020-11-22,5.16478
2020-11-23,13.03492
2020-11-24,14.90408
2020-11-25,14.21544
2020-11-26,14.46138
2020-11-27,11.4117
2020-11-28,5.0664
2020-11-29,6.59124
2020-11-30,10.77225
2020-12-01,12.59222
2020-12-02,16.33054
2020-12-03,13.77274
2020-12-04,12.44466
2020-12-05,7.67338
2020-12-06,7.52582
2020-12-07,12.78898
2020-12-08,14.8057
2020-12-09,16.67486
2020-12-10,15.34677
2020-12-11,12.83817
2020-12-12,8.80472
2020-12-13,5.65666
2020-12-14,13.1333
2020-12-15,13.1333
2020-12-16,14.51057
2020-12-17,14.51057
2020-12-18,12.83817
2020-12-19,5.60747
2020-12-20,8.0177
2020-12-21,12.54303
2020-12-22,13.87112
2020-12-23,11.75602
2020-12-24,9.19822
2020-12-25,3.73831
2020-12-26,4.27939
2020-12-27,4.6237
2020-12-28,17.11756
2020-12-29,12.00196
2020-12-30,11.06738
2020-12-31,7.32907
2021-01-01,2.60698
2021-01-02,3.68912
2021-01-03,5.45991
2021-01-04,16.52729
2021-01-05,14.51057
2021-01-06,15.54353
2021-01-07,16.52729
2021-01-08,13.82193
2021-01-09,5.9026
2021-01-10,10.28037
2021-01-11,14.85489
2021-01-12,14.8057
2021-01-13,14.41219
2021-01-14,16.42892
2021-01-15,11.65764
2021-01-16,4.91883
2021-01-17,5.50909
2021-01-18,14.36301
2021-01-19,16.0846
2021-01-20,16.13379
2021-01-21,16.0846
2021-01-22,20.7575
2021-01-23,8.0177
2021-01-24,8.16527
2021-01-25,16.82242
2021-01-26,16.82242
2021-01-27,16.57648
2021-01-28,16.82242
2021-01-29,13.92031
2021-01-30,5.0664
2021-01-31,7.1815
2021-02-01,14.8057
2021-02-02,17.70782
2021-02-03,17.3635
2021-02-04,16.67486
2021-02-05,14.85489
2021-02-06,7.13231
2021-02-07,9.39498
2021-02-08,21.69208
2021-02-09,22.52828
2021-02-10,18.10132
2021-02-11,12.14953
2021-02-12,13.28086
2021-02-13,11.80521
2021-02-14,11.95277
2021-02-15,21.83964
2021-02-16,24.00393
2021-02-17,25.67634
2021-02-18,20.16724
2021-02-19,16.82242
2021-02-20,8.26364
2021-02-21,9.39498
2021-02-22,17.06837
2021-02-23,17.95376
2021-02-24,16.82242
2021-02-25,15.98622
2021-02-26,12.73979
2021-02-27,4.57452
2021-02-28,6.7388
2021-03-01,7.03393
2021-03-02,17.60944
2021-03-03,16.52729
2021-03-04,17.56025
2021-03-05,14.41219
2021-03-06,5.80423
2021-03-07,6.29611
2021-03-08,15.00245
2021-03-09,17.16674
2021-03-10,17.26512
2021-03-11,14.36301
2021-03-12,12.93654
2021-03-13,4.47614
2021-03-14,5.55828
2021-03-15,16.13379
2021-03-16,17.46187
2021-03-17,17.80619
2021-03-18,19.13428
2021-03-19,15.44515
2021-03-20,8.16527
