date,종합주가지수
2020-03-20,99.45425
2020-03-21,8.12489
2020-03-22,4.80146
2020-03-23,100.0
2020-03-24,86.59086
2020-03-25,77.23281
2020-03-26,77.70858
2020-03-27,70.89557
2020-03-28,6.22179
2020-03-29,3.82018
2020-03-30,72.5258
2020-03-31,55.85446
2020-04-01,63.62252
2020-04-02,64.69651
2020-04-03,51.11946
2020-04-04,4.92391
2020-04-05,2.91936
2020-04-06,48.04617
2020-04-07,50.36382
2020-04-08,47.93947
2020-04-09,43.04355
2020-04-10,43.25695
2020-04-11,3.92513
2020-04-12,2.5083
2020-04-13,45.13031
2020-04-14,36.71855
2020-04-15,4.735
2020-04-16,40.63319
2020-04-17,40.16792
2020-04-18,3.70124
2020-04-19,2.44533
2020-04-20,39.11142
2020-04-21,52.64124
2020-04-22,44.81721
2020-04-23,36.0906
2020-04-24,37.07014
2020-04-25,3.02606
2020-04-26,2.08675
2020-04-27,32.33164
2020-04-28,33.5753
2020-04-29,29.91429
2020-04-30,3.36015
2020-05-01,4.735
2020-05-02,1.84012
2020-05-03,1.50078
2020-05-04,34.4114
2020-05-05,3.4686
2020-05-06,29.32307
2020-05-07,27.51792
2020-05-08,23.00507
2020-05-09,2.28791
2020-05-10,1.38709
2020-05-11,25.81598
2020-05-12,27.33426
2020-05-13,26.76228
2020-05-14,27.7768
2020-05-15,24.65978
2020-05-16,2.05702
2020-05-17,1.28738
2020-05-18,22.55553
2020-05-19,24.44114
2020-05-20,23.55256
2020-05-21,22.94735
2020-05-22,25.40143
2020-05-23,2.02728
2020-05-24,1.28389
2020-05-25,22.3124
2020-05-26,22.41035
2020-05-27,24.52684
2020-05-28,26.7168
2020-05-29,24.16477
2020-05-30,1.74392
2020-05-31,1.06524
2020-06-01,21.2524
2020-06-02,21.60923
2020-06-03,25.81248
2020-06-04,27.55815
2020-06-05,23.97061
2020-06-06,2.01154
2020-06-07,1.29963
2020-06-08,25.54836
2020-06-09,25.34546
2020-06-10,22.5223
2020-06-11,25.46265
2020-06-12,32.77593
2020-06-13,2.09725
2020-06-14,1.18418
2020-06-15,38.36977
2020-06-16,34.10529
2020-06-17,34.56183
2020-06-18,27.96046
2020-06-19,25.251
2020-06-20,1.74916
2020-06-21,1.02501
2020-06-22,24.05807
2020-06-23,24.66153
2020-06-24,21.54801
2020-06-25,26.70281
2020-06-26,21.54801
2020-06-27,1.81039
2020-06-28,1.09148
2020-06-29,25.53612
2020-06-30,21.40458
2020-07-01,21.17194
2020-07-02,19.18138
2020-07-03,18.14937
2020-07-04,1.3556
2020-07-05,0.87458
2020-07-06,18.77558
2020-07-07,22.64649
2020-07-08,19.78485
2020-07-09,17.95522
2020-07-10,18.59016
2020-07-11,1.29088
2020-07-12,0.81861
2020-07-13,16.48766
2020-07-14,18.57442
2020-07-15,18.47822
2020-07-16,19.59069
2020-07-17,16.79027
2020-07-18,1.27689
2020-07-19,0.82385
2020-07-20,17.95871
2020-07-21,17.42522
2020-07-22,18.50271
2020-07-23,18.42749
2020-07-24,18.40825
2020-07-25,1.30662
2020-07-26,0.85534
2020-07-27,17.11212
2020-07-28,18.5132
2020-07-29,19.2531
2020-07-30,17.52667
2020-07-31,17.29053
2020-08-01,1.2454
2020-08-02,0.90257
2020-08-03,16.68882
2020-08-04,16.24103
2020-08-05,16.60311
2020-08-06,18.27531
2020-08-07,20.68042
2020-08-08,1.64421
2020-08-09,1.12996
2020-08-10,18.21934
2020-08-11,20.08745
2020-08-12,24.68427
2020-08-13,21.55501
2020-08-14,25.10232
2020-08-15,1.64946
2020-08-16,0.97603
2020-08-17,3.58229
2020-08-18,28.11964
2020-08-19,23.9916
2020-08-20,42.18646
2020-08-21,30.25188
2020-08-22,2.08675
2020-08-23,1.37134
2020-08-24,23.94262
2020-08-25,20.18191
2020-08-26,23.66625
2020-08-27,24.67552
2020-08-28,21.74392
2020-08-29,1.56025
2020-08-30,1.09847
2020-08-31,24.25048
2020-09-01,20.56148
2020-09-02,20.47052
2020-09-03,18.78957
2020-09-04,27.02466
2020-09-05,1.8891
2020-09-06,1.09847
2020-09-07,20.5195
2020-09-08,20.63669
2020-09-09,24.8242
2020-09-10,19.74986
2020-09-11,20.87808
2020-09-12,1.51478
2020-09-13,0.9463
2020-09-14,18.18436
2020-09-15,19.6834
2020-09-16,21.0355
2020-09-17,23.13101
2020-09-18,20.523
2020-09-19,1.54276
2020-09-20,1.02326
2020-09-21,21.84187
2020-09-22,29.08693
2020-09-23,28.97323
2020-09-24,34.5111
2020-09-25,25.40318
2020-09-26,2.02203
2020-09-27,1.21392
2020-09-28,19.76386
2020-09-29,17.7838
2020-09-30,1.58299
2020-10-01,1.07923
2020-10-02,1.17719
2020-10-03,0.96029
2020-10-04,0.87633
2020-10-05,18.76508
2020-10-06,18.8298
2020-10-07,19.2426
2020-10-08,18.75634
2020-10-09,1.99755
2020-10-10,1.05649
2020-10-11,0.84484
2020-10-12,17.35175
2020-10-13,19.59244
2020-10-14,20.03323
2020-10-15,22.14972
2020-10-16,22.02728
2020-10-17,1.64246
2020-10-18,0.96729
2020-10-19,18.63214
2020-10-20,21.09497
2020-10-21,18.16687
2020-10-22,20.91481
2020-10-23,18.35228
2020-10-24,1.44306
2020-10-25,0.86758
2020-10-26,20.60696
2020-10-27,19.52772
2020-10-28,18.24033
2020-10-29,23.84817
2020-10-30,24.18926
2020-10-31,2.2022
2020-11-01,1.12296
2020-11-02,19.69214
2020-11-03,18.04967
2020-11-04,21.11596
2020-11-05,19.33181
2020-11-06,22.08675
2020-11-07,1.37659
2020-11-08,0.85184
2020-11-09,19.73237
2020-11-10,22.59401
2020-11-11,19.7866
2020-11-12,21.0495
2020-11-13,20.37607
2020-11-14,1.53751
2020-11-15,0.86408
2020-11-16,19.74811
2020-11-17,21.93807
2020-11-18,19.41227
2020-11-19,20.27636
2020-11-20,17.64211
2020-11-21,1.43431
2020-11-22,0.95329
2020-11-23,20.20815
2020-11-24,20.33758
2020-11-25,23.9811
2020-11-26,21.18418
2020-11-27,18.97148
2020-11-28,1.51652
2020-11-29,1.07748
2020-11-30,21.54101
2020-12-01,19.37029
2020-12-02,19.28808
2020-12-03,21.73342
2020-12-04,20.34808
2020-12-05,1.70019
2020-12-06,1.19293
2020-12-07,22.88612
2020-12-08,24.74199
2020-12-09,21.66695
2020-12-10,25.39268
2020-12-11,20.86758
2020-12-12,1.66345
2020-12-13,1.1562
2020-12-14,22.1952
2020-12-15,22.67622
2020-12-16,19.91429
2020-12-17,21.1562
2020-12-18,19.10792
2020-12-19,1.55151
2020-12-20,1.04075
2020-12-21,20.46003
2020-12-22,24.45163
2020-12-23,22.18995
2020-12-24,18.86653
2020-12-25,1.79989
2020-12-26,1.18768
2020-12-27,1.00927
2020-12-28,20.89207
2020-12-29,20.78537
2020-12-30,20.81161
2020-12-31,4.45688
2021-01-01,1.29788
2021-01-02,1.12296
2021-01-03,1.06174
2021-01-04,25.95767
2021-01-05,29.96501
2021-01-06,36.95469
2021-01-07,33.35665
2021-01-08,34.84344
2021-01-09,2.96309
2021-01-10,1.83662
2021-01-11,51.13521
2021-01-12,48.81931
2021-01-13,39.11841
2021-01-14,34.60906
2021-01-15,41.06874
2021-01-16,3.05404
2021-01-17,1.96956
2021-01-18,44.89592
2021-01-19,38.06017
2021-01-20,36.15532
2021-01-21,32.0955
2021-01-22,33.75546
2021-01-23,2.56078
2021-01-24,1.77715
2021-01-25,29.67115
2021-01-26,37.69459
2021-01-27,37.07538
2021-01-28,43.64876
2021-01-29,61.02151
2021-01-30,4.75424
2021-01-31,2.60976
2021-02-01,41.99405
2021-02-02,36.55413
2021-02-03,36.24628
2021-02-04,38.60066
2021-02-05,34.09305
2021-02-06,2.66573
2021-02-07,1.73517
2021-02-08,34.86618
2021-02-09,30.16966
2021-02-10,28.76508
2021-02-11,2.26342
2021-02-12,1.53751
2021-02-13,1.32936
2021-02-14,1.32237
2021-02-15,26.05037
2021-02-16,28.16337
2021-02-17,29.74637
2021-02-18,32.66748
2021-02-19,34.80496
2021-02-20,2.58002
2021-02-21,1.59699
2021-02-22,31.80339
2021-02-23,34.86968
2021-02-24,43.6785
2021-02-25,35.61483
2021-02-26,45.85097
2021-02-27,3.12051
2021-02-28,1.74217
2021-03-01,2.40335
2021-03-02,33.66975
2021-03-03,30.38481
2021-03-04,33.53332
2021-03-05,36.84974
2021-03-06,2.70946
2021-03-07,1.62322
2021-03-08,34.59156
2021-03-09,40.08396
2021-03-10,36.78852
2021-03-11,32.20045
2021-03-12,28.75808
2021-03-13,2.23893
2021-03-14,1.43781
2021-03-15,30.10495
2021-03-16,27.11212
2021-03-17,29.48924
2021-03-18,26.02763
2021-03-19,27.67885
2021-03-20,2.05702
2021-03-21,1.40108
2021-03-22,26.69407
2021-03-23,27.20482
2021-03-24,29.02221
2021-03-25,28.18086
2021-03-26,23.97411
2021-03-27,1.91883
2021-03-28,1.22441
2021-03-29,25.3542
2021-03-30,22.66573
2021-03-31,23.96186
2021-04-01,22.59926
2021-04-02,22.23893
2021-04-03,1.83138
2021-04-04,1.12471
2021-04-05,23.63127
2021-04-06,23.73797
2021-04-07,22.38936
2021-04-08,21.81388
2021-04-09,21.19818
2021-04-10,1.54101
2021-04-11,1.04775
2021-04-12,21.39233
2021-04-13,20.6122
2021-04-14,20.72065
2021-04-15,20.87983
2021-04-16,20.63844
2021-04-17,1.53052
2021-04-18,1.05999
2021-04-19,20.24138
2021-04-20,19.3493
2021-04-21,26.81651
