date,속도위반조회
2020-09-13,37.87409
2020-09-14,59.64912
2020-09-15,64.60268
2020-09-16,57.48194
2020-09-17,53.86996
2020-09-18,50.36119
2020-09-19,45.09803
2020-09-20,42.93085
2020-09-21,67.69865
2020-09-22,50.25799
2020-09-23,57.79153
2020-09-24,55.21155
2020-09-25,55.31475
2020-09-26,46.13003
2020-09-27,54.17956
2020-09-28,74.3034
2020-09-29,67.59545
2020-09-30,50.46439
2020-10-01,46.33642
2020-10-02,47.98761
2020-10-03,50.77399
2020-10-04,51.49638
2020-10-05,82.04334
2020-10-06,70.89783
2020-10-07,60.68111
2020-10-08,63.77708
2020-10-09,53.04437
2020-10-10,52.73477
2020-10-11,52.83797
2020-10-12,70.48503
2020-10-13,65.11867
2020-10-14,58.41073
2020-10-15,51.59958
2020-10-16,60.88751
2020-10-17,47.05882
2020-10-18,48.29721
2020-10-19,66.97626
2020-10-20,59.33952
2020-10-21,55.62435
2020-10-22,53.56037
2020-10-23,59.75232
2020-10-24,50.25799
2020-10-25,42.93085
2020-10-26,68.11145
2020-10-27,65.94427
2020-10-28,60.68111
2020-10-29,57.89473
2020-10-30,57.68833
2020-10-31,43.34365
2020-11-01,49.226
2020-11-02,61.3003
2020-11-03,61.19711
2020-11-04,59.02992
2020-11-05,60.26831
2020-11-06,58.41073
2020-11-07,51.49638
2020-11-08,53.45717
2020-11-09,71.62022
2020-11-10,64.80908
2020-11-11,55.93395
2020-11-12,69.34984
2020-11-13,62.64189
2020-11-14,45.20123
2020-11-15,58.51393
2020-11-16,72.85861
2020-11-17,71.20743
2020-11-18,69.34984
2020-11-19,53.76676
2020-11-20,54.17956
2020-11-21,49.3292
2020-11-22,48.40041
2020-11-23,65.42827
2020-11-24,67.49226
2020-11-25,61.6099
2020-11-26,58.82352
2020-11-27,62.64189
2020-11-28,47.05882
2020-11-29,47.16202
2020-11-30,69.04024
2020-12-01,58.10113
2020-12-02,55.41795
2020-12-03,58.72033
2020-12-04,50.25799
2020-12-05,45.51083
2020-12-06,48.9164
2020-12-07,66.25386
2020-12-08,51.08359
2020-12-09,53.76676
2020-12-10,57.68833
2020-12-11,61.5067
2020-12-12,45.40763
2020-12-13,38.69969
2020-12-14,55.31475
2020-12-15,57.27554
2020-12-16,53.25077
2020-12-17,47.26522
2020-12-18,48.29721
2020-12-19,38.49329
2020-12-20,40.55727
2020-12-21,61.7131
2020-12-22,55.21155
2020-12-23,58.41073
2020-12-24,50.46439
2020-12-25,40.35087
2020-12-26,51.18679
2020-12-27,42.82765
2020-12-28,72.23942
2020-12-29,64.91228
2020-12-30,46.54282
2020-12-31,47.26522
2021-01-01,42.00206
2021-01-02,47.47162
2021-01-03,45.40763
2021-01-04,68.11145
2021-01-05,60.99071
2021-01-06,51.90918
2021-01-07,33.64293
2021-01-08,35.70691
2021-01-09,31.68214
2021-01-10,35.08771
2021-01-11,47.78121
2021-01-12,40.76367
2021-01-13,46.95562
2021-01-14,46.95562
2021-01-15,54.79876
2021-01-16,49.8452
2021-01-17,45.92363
2021-01-18,49.9484
2021-01-19,54.38596
2021-01-20,58.82352
2021-01-21,59.85552
2021-01-22,53.45717
2021-01-23,47.57481
2021-01-24,49.1228
2021-01-25,63.46749
2021-01-26,53.35397
2021-01-27,56.03715
2021-01-28,48.50361
2021-01-29,51.90918
2021-01-30,47.36842
2021-01-31,45.92363
2021-02-01,58.41073
2021-02-02,48.29721
2021-02-03,50.05159
2021-02-04,43.55005
2021-02-05,44.68524
2021-02-06,46.85242
2021-02-07,43.13725
2021-02-08,58.72033
2021-02-09,54.90196
2021-02-10,62.74509
2021-02-11,52.73477
2021-02-12,46.85242
2021-02-13,53.56037
2021-02-14,51.28998
2021-02-15,69.65944
2021-02-16,60.99071
2021-02-17,51.90918
2021-02-18,57.48194
2021-02-19,58.92672
2021-02-20,54.90196
2021-02-21,54.07636
2021-02-22,67.90505
2021-02-23,65.73787
2021-02-24,61.5067
2021-02-25,57.37874
2021-02-26,59.02992
2021-02-27,53.97316
2021-02-28,52.94117
2021-03-01,38.49329
2021-03-02,61.19711
2021-03-03,63.88028
2021-03-04,56.34674
2021-03-05,52.83797
2021-03-06,47.98761
2021-03-07,52.11558
2021-03-08,61.4035
2021-03-09,62.64189
2021-03-10,63.36429
2021-03-11,56.86274
2021-03-12,49.9484
2021-03-13,48.19401
2021-03-14,50.36119
2021-03-15,70.17543
2021-03-16,74.9226
2021-03-17,64.08668
2021-03-18,63.98348
2021-03-19,60.37151
2021-03-20,44.58204
2021-03-21,51.80598
2021-03-22,73.9938
2021-03-23,66.15067
2021-03-24,62.3323
2021-03-25,65.22187
2021-03-26,60.57791
2021-03-27,47.05882
2021-03-28,49.8452
2021-03-29,63.46749
2021-03-30,61.7131
2021-03-31,57.17234
2021-04-01,59.23632
2021-04-02,57.06914
2021-04-03,39.93808
2021-04-04,39.73168
2021-04-05,56.34674
2021-04-06,60.68111
2021-04-07,57.48194
2021-04-08,55.21155
2021-04-09,53.56037
2021-04-10,48.50361
2021-04-11,50.77399
2021-04-12,63.36429
2021-04-13,62.0227
2021-04-14,63.57069
2021-04-15,67.07946
2021-04-16,67.69865
2021-04-17,71.10423
2021-04-18,69.14344
2021-04-19,100.0
2021-04-20,99.6904
2021-04-21,96.07843
2021-04-22,76.47058
2021-04-23,59.02992
2021-04-24,54.28276
2021-04-25,55.00515
2021-04-26,70.58823
2021-04-27,57.37874
2021-04-28,57.89473
2021-04-29,56.55314
2021-04-30,54.38596
2021-05-01,40.76367
2021-05-02,44.99484
2021-05-03,70.69143
2021-05-04,55.10835
2021-05-05,51.90918
2021-05-06,72.75541
2021-05-07,66.66666
2021-05-08,61.6099
2021-05-09,57.48194
2021-05-10,78.12177
2021-05-11,62.4355
2021-05-12,65.11867
2021-05-13,65.42827
2021-05-14,61.7131
2021-05-15,45.30443
2021-05-16,36.4293
2021-05-17,54.90196
2021-05-18,55.10835
2021-05-19,47.88441
2021-05-20,59.85552
2021-05-21,51.39318
2021-05-22,53.04437
2021-05-23,53.45717
2021-05-24,74.9226
2021-05-25,68.21465
2021-05-26,66.35706
2021-05-27,65.53147
2021-05-28,59.13312
2021-05-29,49.226
2021-05-30,57.06914
2021-05-31,74.613
2021-06-01,67.80185
2021-06-02,67.38906
2021-06-03,61.09391
2021-06-04,62.0227
2021-06-05,54.17956
2021-06-06,53.97316
2021-06-07,82.14654
2021-06-08,68.42105
2021-06-09,63.57069
2021-06-10,60.26831
2021-06-11,59.13312
2021-06-12,53.04437
2021-06-13,58.61713
2021-06-14,79.46336
2021-06-15,71.62022
2021-06-16,73.8906
2021-06-17,70.89783
2021-06-18,59.85552
2021-06-19,59.13312
2021-06-20,52.01238
2021-06-21,78.22497
2021-06-22,66.15067
2021-06-23,65.32507
2021-06-24,63.98348
2021-06-25,71.00103
2021-06-26,52.52837
2021-06-27,57.68833
2021-06-28,80.59855
2021-06-29,71.20743
2021-06-30,73.06501
2021-07-01,66.46026
2021-07-02,66.35706
2021-07-03,46.74922
2021-07-04,46.64602
2021-07-05,62.2291
2021-07-06,59.85552
2021-07-07,57.27554
2021-07-08,62.1259
2021-07-09,55.41795
2021-07-10,49.226
2021-07-11,49.0196
2021-07-12,72.13622
2021-07-13,70.17543
2021-07-14,65.94427
2021-07-15,61.5067
2021-07-16,59.02992
2021-07-17,55.72755
2021-07-18,58.30753
2021-07-19,67.59545
2021-07-20,65.32507
2021-07-21,62.4355
2021-07-22,64.18988
2021-07-23,63.15789
2021-07-24,55.62435
2021-07-25,60.78431
2021-07-26,78.22497
2021-07-27,74.2002
2021-07-28,67.38906
2021-07-29,62.2291
2021-07-30,57.06914
2021-07-31,54.90196
2021-08-01,53.14757
2021-08-02,65.32507
2021-08-03,67.69865
2021-08-04,65.01547
2021-08-05,68.42105
2021-08-06,71.51702
2021-08-07,58.30753
2021-08-08,53.97316
2021-08-09,71.62022
2021-08-10,74.613
2021-08-11,78.74097
2021-08-12,68.62745
2021-08-13,64.18988
2021-08-14,57.27554
2021-08-15,52.21878
2021-08-16,57.79153
2021-08-17,78.63777
2021-08-18,65.42827
2021-08-19,65.94427
2021-08-20,58.72033
2021-08-21,46.13003
2021-08-22,48.40041
2021-08-23,64.80908
2021-08-24,54.28276
2021-08-25,54.69556
2021-08-26,60.26831
2021-08-27,54.69556
2021-08-28,54.07636
2021-08-29,50.36119
2021-08-30,73.68421
2021-08-31,66.15067
2021-09-01,56.34674
2021-09-02,52.63157
2021-09-03,63.46749
2021-09-04,53.76676
2021-09-05,54.90196
2021-09-06,68.93704
2021-09-07,54.17956
2021-09-08,56.24355
2021-09-09,56.75954
2021-09-10,58.61713
2021-09-11,57.06914
2021-09-12,57.17234
2021-09-13,72.65221
2021-09-14,66.66666
2021-09-15,65.01547
2021-09-16,64.49948
2021-09-17,52.94117
2021-09-18,47.47162
2021-09-19,57.17234
2021-09-20,49.6388
2021-09-21,49.8452
2021-09-22,59.13312
2021-09-23,69.65944
2021-09-24,71.10423
2021-09-25,47.16202
2021-09-26,56.44994
2021-09-27,72.13622
2021-09-28,66.76986
2021-09-29,57.48194
2021-09-30,63.15789
2021-10-01,54.90196
2021-10-02,46.02683
2021-10-03,52.73477
2021-10-04,52.63157
2021-10-05,69.34984
2021-10-06,59.44272
2021-10-07,61.6099
2021-10-08,49.8452
2021-10-09,43.85964
2021-10-10,42.10526
2021-10-11,49.3292
2021-10-12,55.62435
2021-10-13,60.06191
2021-10-14,65.53147
2021-10-15,56.75954
2021-10-16,42.31166
2021-10-17,46.95562
2021-10-18,64.08668
2021-10-19,60.16511
2021-10-20,53.04437
2021-10-21,55.31475
2021-10-22,57.79153
2021-10-23,51.59958
2021-10-24,53.14757
2021-10-25,77.70897
2021-10-26,62.95149
2021-10-27,71.00103
2021-10-28,65.63467
2021-10-29,63.26109
2021-10-30,48.71001
2021-10-31,57.37874
2021-11-01,67.18266
2021-11-02,60.68111
2021-11-03,57.27554
2021-11-04,62.1259
2021-11-05,57.17234
2021-11-06,45.82043
2021-11-07,61.7131
2021-11-08,71.00103
2021-11-09,56.96594
2021-11-10,60.99071
2021-11-11,53.66357
2021-11-12,55.72755
2021-11-13,50.56759
2021-11-14,60.26831
2021-11-15,75.23219
2021-11-16,60.06191
2021-11-17,63.46749
2021-11-18,59.13312
2021-11-19,58.51393
2021-11-20,56.14035
2021-11-21,58.51393
2021-11-22,72.65221
2021-11-23,57.17234
2021-11-24,59.33952
2021-11-25,64.08668
2021-11-26,57.99793
2021-11-27,57.06914
2021-11-28,49.0196
2021-11-29,69.04024
2021-11-30,51.59958
2021-12-01,59.85552
2021-12-02,65.01547
2021-12-03,56.34674
2021-12-04,53.56037
2021-12-05,53.35397
2021-12-06,67.07946
2021-12-07,70.48503
2021-12-08,59.02992
2021-12-09,72.85861
2021-12-10,56.75954
2021-12-11,49.5356
2021-12-12,49.4324
2021-12-13,64.49948
2021-12-14,65.32507
2021-12-15,66.35706
2021-12-16,58.20433
2021-12-17,52.63157
2021-12-18,38.69969
2021-12-19,44.68524
2021-12-20,63.05469
2021-12-21,57.37874
2021-12-22,52.83797
2021-12-23,59.33952
2021-12-24,52.21878
2021-12-25,38.18369
2021-12-26,44.78844
2021-12-27,57.27554
2021-12-28,54.59236
2021-12-29,55.41795
2021-12-30,58.61713
2021-12-31,53.76676
2022-01-01,44.27244
2022-01-02,46.13003
2022-01-03,56.86274
2022-01-04,55.31475
2022-01-05,54.79876
2022-01-06,55.10835
2022-01-07,60.68111
2022-01-08,48.50361
2022-01-09,45.82043
2022-01-10,64.39628
2022-01-11,55.21155
2022-01-12,53.45717
2022-01-13,49.3292
2022-01-14,54.07636
2022-01-15,46.33642
2022-01-16,42.20846
2022-01-17,51.08359
2022-01-18,52.63157
2022-01-19,45.30443
2022-01-20,49.0196
2022-01-21,50.56759
2022-01-22,41.58926
2022-01-23,43.55005
2022-01-24,52.83797
2022-01-25,51.90918
2022-01-26,53.97316
2022-01-27,47.57481
2022-01-28,56.03715
2022-01-29,45.92363
2022-01-30,46.13003
2022-01-31,43.96284
2022-02-01,38.28689
2022-02-02,42.72445
2022-02-03,64.18988
2022-02-04,55.52115
2022-02-05,47.78121
2022-02-06,44.06604
2022-02-07,59.54592
2022-02-08,51.39318
2022-02-09,49.742
2022-02-10,50.15479
2022-02-11,54.17956
2022-02-12,41.07327
2022-02-13,44.99484
2022-02-14,60.57791
2022-02-15,45.51083
2022-02-16,50.46439
2022-02-17,50.36119
2022-02-18,50.98039
2022-02-19,42.72445
2022-02-20,43.44685
2022-02-21,57.68833
2022-02-22,55.83075
2022-02-23,48.19401
2022-02-24,48.29721
2022-02-25,53.76676
2022-02-26,45.92363
2022-02-27,47.78121
2022-02-28,56.24355
2022-03-01,39.52528
2022-03-02,52.11558
2022-03-03,49.8452
2022-03-04,58.82352
2022-03-05,47.88441
2022-03-06,39.21568
2022-03-07,52.94117
2022-03-08,54.69556
2022-03-09,39.31888
2022-03-10,56.03715
2022-03-11,55.00515
2022-03-12,46.23323
2022-03-13,40.55727
2022-03-14,52.01238
2022-03-15,48.71001
2022-03-16,52.83797
2022-03-17,46.23323
2022-03-18,45.71723
2022-03-19,40.97007
2022-03-20,40.35087
2022-03-21,58.72033
2022-03-22,52.32198
2022-03-23,55.41795
2022-03-24,53.86996
2022-03-25,45.82043
2022-03-26,35.60371
2022-03-27,53.97316
2022-03-28,56.03715
2022-03-29,58.82352
2022-03-30,51.08359
2022-03-31,46.64602
2022-04-01,47.67801
2022-04-02,41.07327
2022-04-03,40.55727
2022-04-04,60.88751
2022-04-05,60.68111
2022-04-06,55.52115
2022-04-07,52.83797
2022-04-08,52.73477
2022-04-09,47.47162
2022-04-10,44.68524
2022-04-11,65.11867
2022-04-12,57.89473
2022-04-13,59.75232
2022-04-14,55.31475
2022-04-15,58.30753
2022-04-16,49.0196
2022-04-17,47.47162
2022-04-18,63.67389
2022-04-19,54.59236
2022-04-20,54.38596
2022-04-21,51.49638
2022-04-22,50.46439
2022-04-23,48.8132
2022-04-24,43.75644
2022-04-25,65.32507
2022-04-26,53.25077
2022-04-27,57.99793
2022-04-28,63.88028
2022-04-29,55.52115
2022-04-30,45.09803
2022-05-01,53.25077
2022-05-02,68.62745
2022-05-03,61.8163
2022-05-04,58.72033
2022-05-05,53.76676
2022-05-06,63.88028
2022-05-07,47.47162
2022-05-08,46.74922
2022-05-09,71.10423
2022-05-10,61.7131
2022-05-11,67.59545
2022-05-12,65.53147
2022-05-13,55.21155
2022-05-14,51.08359
2022-05-15,48.40041
2022-05-16,62.64189
2022-05-17,65.01547
2022-05-18,62.2291
2022-05-19,55.62435
2022-05-20,56.03715
2022-05-21,50.67079
2022-05-22,48.29721
2022-05-23,74.8194
2022-05-24,57.06914
2022-05-25,57.79153
2022-05-26,58.41073
2022-05-27,58.61713
2022-05-28,54.79876
2022-05-29,54.07636
2022-05-30,78.22497
2022-05-31,62.95149
2022-06-01,57.48194
2022-06-02,68.11145
2022-06-03,60.99071
2022-06-04,44.68524
2022-06-05,43.85964
2022-06-06,54.59236
2022-06-07,56.34674
2022-06-08,67.07946
2022-06-09,67.80185
2022-06-10,64.08668
2022-06-11,49.1228
2022-06-12,49.742
2022-06-13,76.88338
2022-06-14,60.57791
2022-06-15,57.17234
2022-06-16,62.1259
2022-06-17,57.37874
2022-06-18,48.60681
2022-06-19,49.5356
2022-06-20,72.75541
2022-06-21,63.26109
2022-06-22,61.6099
2022-06-23,56.03715
2022-06-24,53.76676
2022-06-25,52.52837
2022-06-26,54.79876
2022-06-27,64.70588
2022-06-28,55.93395
2022-06-29,50.77399
2022-06-30,52.11558
2022-07-01,50.36119
2022-07-02,46.64602
2022-07-03,44.37564
2022-07-04,65.11867
2022-07-05,60.99071
2022-07-06,54.69556
2022-07-07,57.48194
2022-07-08,50.67079
2022-07-09,43.85964
2022-07-10,38.69969
2022-07-11,53.04437
2022-07-12,46.54282
2022-07-13,43.55005
2022-07-14,51.49638
2022-07-15,49.226
2022-07-16,40.76367
2022-07-17,40.24767
2022-07-18,52.73477
2022-07-19,55.21155
2022-07-20,50.77399
2022-07-21,46.02683
2022-07-22,48.60681
2022-07-23,36.7389
2022-07-24,36.5325
2022-07-25,55.72755
2022-07-26,51.70278
2022-07-27,51.90918
2022-07-28,53.25077
2022-07-29,52.01238
2022-07-30,42.10526
2022-07-31,36.22291
2022-08-01,51.08359
2022-08-02,50.25799
2022-08-03,52.73477
2022-08-04,51.28998
2022-08-05,52.21878
2022-08-06,40.55727
2022-08-07,43.44685
2022-08-08,61.3003
2022-08-09,43.96284
2022-08-10,45.71723
2022-08-11,47.47162
2022-08-12,53.76676
2022-08-13,39.62848
2022-08-14,35.81011
2022-08-15,37.3581
2022-08-16,56.65634
2022-08-17,47.88441
2022-08-18,58.61713
2022-08-19,47.98761
2022-08-20,37.77089
2022-08-21,39.62848
2022-08-22,60.78431
2022-08-23,52.52837
2022-08-24,53.04437
2022-08-25,49.226
2022-08-26,51.70278
2022-08-27,43.75644
2022-08-28,42.62125
2022-08-29,54.38596
2022-08-30,49.0196
2022-08-31,48.09081
2022-09-01,47.05882
2022-09-02,49.5356
2022-09-03,40.66047
2022-09-04,39.52528
2022-09-05,45.71723
2022-09-06,37.56449
2022-09-07,50.25799
2022-09-08,51.90918
2022-09-09,39.83488
2022-09-10,40.76367
2022-09-11,41.17647
2022-09-12,43.55005
2022-09-13,66.35706
2022-09-14,60.68111
2022-09-15,55.72755
2022-09-16,50.05159
2022-09-17,42.10526
2022-09-18,43.03405
2022-09-19,62.84829
2022-09-20,57.68833
2022-09-21,55.00515
2022-09-22,55.62435
2022-09-23,54.48916
2022-09-24,47.57481
2022-09-25,47.26522
2022-09-26,70.17543
2022-09-27,62.53869
2022-09-28,58.61713
2022-09-29,63.26109
2022-09-30,60.06191
2022-10-01,47.26522
2022-10-02,44.78844
2022-10-03,48.71001
2022-10-04,61.9195
2022-10-05,55.93395
2022-10-06,64.70588
2022-10-07,60.57791
2022-10-08,47.47162
2022-10-09,37.56449
2022-10-10,50.77399
2022-10-11,64.18988
2022-10-12,64.18988
2022-10-13,59.64912
2022-10-14,60.47471
2022-10-15,50.77399
2022-10-16,51.70278
2022-10-17,76.67698
2022-10-18,59.44272
2022-10-19,65.63467
2022-10-20,60.78431
2022-10-21,52.21878
2022-10-22,43.85964
2022-10-23,43.34365
2022-10-24,67.07946
2022-10-25,65.01547
2022-10-26,57.58513
2022-10-27,54.90196
2022-10-28,56.75954
2022-10-29,46.85242
2022-10-30,44.16924
2022-10-31,64.80908
2022-11-01,61.8163
2022-11-02,53.25077
2022-11-03,56.14035
2022-11-04,54.17956
2022-11-05,48.60681
2022-11-06,46.33642
2022-11-07,59.75232
2022-11-08,57.68833
2022-11-09,61.4035
2022-11-10,55.72755
2022-11-11,52.94117
2022-11-12,44.68524
2022-11-13,45.40763
2022-11-14,70.58823
2022-11-15,60.99071
2022-11-16,59.44272
2022-11-17,51.39318
2022-11-18,55.00515
2022-11-19,46.02683
2022-11-20,41.48606
2022-11-21,67.18266
2022-11-22,53.86996
2022-11-23,57.17234
2022-11-24,48.19401
2022-11-25,52.83797
2022-11-26,43.03405
2022-11-27,44.47884
2022-11-28,54.69556
2022-11-29,48.29721
2022-11-30,48.09081
2022-12-01,43.85964
2022-12-02,49.3292
2022-12-03,33.84932
2022-12-04,35.50051
2022-12-05,51.90918
2022-12-06,42.62125
2022-12-07,50.67079
2022-12-08,42.10526
2022-12-09,47.16202
2022-12-10,34.77812
2022-12-11,37.87409
2022-12-12,47.88441
2022-12-13,44.68524
2022-12-14,36.7389
2022-12-15,39.42208
2022-12-16,37.4613
2022-12-17,30.95975
2022-12-18,32.61093
2022-12-19,49.6388
2022-12-20,47.26522
2022-12-21,39.73168
2022-12-22,33.23013
2022-12-23,34.15892
2022-12-24,28.37977
2022-12-25,30.23735
2022-12-26,47.16202
2022-12-27,43.34365
2022-12-28,39.52528
2022-12-29,41.07327
2022-12-30,45.51083
2022-12-31,33.84932
2023-01-01,37.66769
2023-01-02,52.11558
2023-01-03,46.23323
2023-01-04,50.56759
2023-01-05,46.02683
2023-01-06,48.09081
2023-01-07,35.81011
2023-01-08,42.62125
2023-01-09,55.00515
2023-01-10,53.04437
2023-01-11,50.05159
2023-01-12,52.21878
2023-01-13,41.27966
2023-01-14,31.06295
2023-01-15,35.19091
2023-01-16,55.52115
2023-01-17,50.46439
2023-01-18,46.95562
2023-01-19,47.57481
2023-01-20,47.57481
2023-01-21,31.57894
2023-01-22,28.48297
2023-01-23,36.9453
2023-01-24,33.43653
2023-01-25,48.8132
2023-01-26,47.98761
2023-01-27,42.62125
2023-01-28,34.46852
2023-01-29,31.88854
2023-01-30,52.83797
2023-01-31,48.09081
2023-02-01,49.9484
2023-02-02,39.21568
2023-02-03,47.67801
2023-02-04,43.13725
2023-02-05,42.82765
2023-02-06,56.86274
2023-02-07,53.14757
2023-02-08,51.18679
2023-02-09,49.0196
2023-02-10,48.09081
2023-02-11,42.31166
2023-02-12,47.47162
2023-02-13,55.93395
2023-02-14,54.07636
2023-02-15,52.21878
2023-02-16,51.59958
2023-02-17,54.17956
2023-02-18,41.79566
2023-02-19,41.07327
2023-02-20,58.92672
2023-02-21,52.01238
2023-02-22,59.02992
2023-02-23,52.21878
2023-02-24,53.45717
2023-02-25,45.30443
2023-02-26,51.70278
2023-02-27,59.23632
2023-02-28,51.39318
2023-03-01,50.15479
2023-03-02,65.53147
2023-03-03,57.99793
2023-03-04,45.61403
2023-03-05,42.00206
2023-03-06,66.15067
2023-03-07,59.54592
2023-03-08,55.62435
2023-03-09,52.94117
2023-03-10,48.60681
2023-03-11,47.57481
2023-03-12,44.78844
2023-03-13,59.85552
2023-03-14,57.58513
2023-03-15,51.49638
2023-03-16,57.48194
2023-03-17,54.38596
2023-03-18,44.99484
2023-03-19,45.71723
2023-03-20,68.21465
2023-03-21,58.30753
2023-03-22,54.07636
2023-03-23,51.70278
2023-03-24,50.25799
2023-03-25,44.06604
2023-03-26,41.89886
2023-03-27,60.47471
2023-03-28,57.06914
2023-03-29,73.68421
2023-03-30,63.57069
2023-03-31,59.75232
2023-04-01,47.88441
2023-04-02,49.6388
2023-04-03,69.55624
2023-04-04,52.42518
2023-04-05,47.36842
2023-04-06,54.38596
2023-04-07,52.94117
2023-04-08,48.09081
2023-04-09,47.57481
2023-04-10,63.46749
2023-04-11,56.44994
2023-04-12,60.47471
2023-04-13,62.84829
2023-04-14,47.67801
2023-04-15,41.17647
2023-04-16,50.77399
2023-04-17,59.13312
2023-04-18,53.66357
2023-04-19,60.16511
2023-04-20,57.37874
2023-04-21,54.59236
2023-04-22,46.23323
2023-04-23,49.226
2023-04-24,63.05469
2023-04-25,62.0227
2023-04-26,58.51393
2023-04-27,55.72755
2023-04-28,56.34674
2023-04-29,41.48606
2023-04-30,43.34365
2023-05-01,60.99071
2023-05-02,61.19711
2023-05-03,59.54592
2023-05-04,54.38596
2023-05-05,39.93808
2023-05-06,35.60371
2023-05-07,39.42208
2023-05-08,60.26831
2023-05-09,56.44994
2023-05-10,49.3292
2023-05-11,56.34674
2023-05-12,51.28998
2023-05-13,40.55727
2023-05-14,41.89886
2023-05-15,65.32507
2023-05-16,56.44994
2023-05-17,55.83075
2023-05-18,48.19401
2023-05-19,56.34674
2023-05-20,46.85242
2023-05-21,47.16202
2023-05-22,60.16511
2023-05-23,57.37874
2023-05-24,55.21155
2023-05-25,49.6388
2023-05-26,53.56037
2023-05-27,34.77812
2023-05-28,35.39731
2023-05-29,37.97729
