date,심문
2020-12-10,11.24459
2020-12-11,11.19654
2020-12-12,13.16674
2020-12-13,24.17107
2020-12-14,62.80634
2020-12-15,41.56655
2020-12-16,14.94473
2020-12-17,10.86016
2020-12-18,23.97885
2020-12-19,13.11869
2020-12-20,10.47573
2020-12-21,13.3109
2020-12-22,29.98558
2020-12-23,13.11869
2020-12-24,16.29024
2020-12-25,7.5925
2020-12-26,7.40028
2020-12-27,8.79384
2020-12-28,9.89908
2020-12-29,9.94714
2020-12-30,8.69774
2020-12-31,7.11196
2021-01-01,7.54444
2021-01-02,8.07304
2021-01-03,7.83277
2021-01-04,8.98606
2021-01-05,9.17827
2021-01-06,8.16914
2021-01-07,9.27438
2021-01-08,7.92888
2021-01-09,6.00672
2021-01-10,7.97693
2021-01-11,8.26525
2021-01-12,8.88995
2021-01-13,9.51465
2021-01-14,8.93801
2021-01-15,7.20807
2021-01-16,6.87169
2021-01-17,8.55358
2021-01-18,8.74579
2021-01-19,9.08217
2021-01-20,7.73666
2021-01-21,10.42767
2021-01-22,9.37049
2021-01-23,7.20807
2021-01-24,8.88995
2021-01-25,8.36136
2021-01-26,11.77318
2021-01-27,9.61076
2021-01-28,7.78471
2021-01-29,8.31331
2021-01-30,8.02498
2021-01-31,6.72753
2021-02-01,7.68861
2021-02-02,8.45747
2021-02-03,9.08217
2021-02-04,7.49639
2021-02-05,8.8419
2021-02-06,7.73666
2021-02-07,8.8419
2021-02-08,8.98606
2021-02-09,9.03411
2021-02-10,7.35223
2021-02-11,6.72753
2021-02-12,6.24699
2021-02-13,6.58337
2021-02-14,6.72753
2021-02-15,9.03411
2021-02-16,8.2172
2021-02-17,12.87842
2021-02-18,9.89908
2021-02-19,8.36136
2021-02-20,7.35223
2021-02-21,7.97693
2021-02-22,8.26525
2021-02-23,9.27438
2021-02-24,8.74579
2021-02-25,7.54444
2021-02-26,9.03411
2021-02-27,5.57424
2021-02-28,6.15088
2021-03-01,7.83277
2021-03-02,7.54444
2021-03-03,7.5925
2021-03-04,6.72753
2021-03-05,6.24699
2021-03-06,6.67948
2021-03-07,7.49639
2021-03-08,7.35223
2021-03-09,9.22633
2021-03-10,7.06391
2021-03-11,8.88995
2021-03-12,8.98606
2021-03-13,6.72753
2021-03-14,9.27438
2021-03-15,9.13022
2021-03-16,8.31331
2021-03-17,9.51465
2021-03-18,10.0913
2021-03-19,8.64968
2021-03-20,6.77558
2021-03-21,9.61076
2021-03-22,8.8419
2021-03-23,12.01345
2021-03-24,8.69774
2021-03-25,9.94714
2021-03-26,7.25612
2021-03-27,8.07304
2021-03-28,8.64968
2021-03-29,8.79384
2021-03-30,9.41854
2021-03-31,9.80297
2021-04-01,12.20567
2021-04-02,9.22633
2021-04-03,8.8419
2021-04-04,10.28351
2021-04-05,10.42767
2021-04-06,10.52378
2021-04-07,10.76405
2021-04-08,10.42767
2021-04-09,9.27438
2021-04-10,7.54444
2021-04-11,10.0913
2021-04-12,11.58097
2021-04-13,11.24459
2021-04-14,9.94714
2021-04-15,11.86929
2021-04-16,10.95627
2021-04-17,8.69774
2021-04-18,8.88995
2021-04-19,9.51465
2021-04-20,11.05237
2021-04-21,9.80297
2021-04-22,10.52378
2021-04-23,10.23546
2021-04-24,8.74579
2021-04-25,9.65881
2021-04-26,9.94714
2021-04-27,10.90821
2021-04-28,9.75492
2021-04-29,10.13935
2021-04-30,8.88995
2021-05-01,6.15088
2021-05-02,8.2172
2021-05-03,10.23546
2021-05-04,8.50552
2021-05-05,6.48726
2021-05-06,10.28351
2021-05-07,9.13022
2021-05-08,8.88995
2021-05-09,10.37962
2021-05-10,10.76405
2021-05-11,11.67707
2021-05-12,12.0615
2021-05-13,11.05237
2021-05-14,10.1874
2021-05-15,8.45747
2021-05-16,9.08217
2021-05-17,10.04324
2021-05-18,8.74579
2021-05-19,8.2172
2021-05-20,11.29264
2021-05-21,10.86016
2021-05-22,7.92888
2021-05-23,9.41854
2021-05-24,8.64968
2021-05-25,10.61989
2021-05-26,10.23546
2021-05-27,11.05237
2021-05-28,10.13935
2021-05-29,7.78471
2021-05-30,9.4666
2021-05-31,10.04324
2021-06-01,10.33157
2021-06-02,10.04324
2021-06-03,10.61989
2021-06-04,9.94714
2021-06-05,8.26525
2021-06-06,9.65881
2021-06-07,11.62902
2021-06-08,10.0913
2021-06-09,12.63815
2021-06-10,12.10956
2021-06-11,10.57184
2021-06-12,8.12109
2021-06-13,9.27438
2021-06-14,10.04324
2021-06-15,10.1874
2021-06-16,9.70687
2021-06-17,10.42767
2021-06-18,9.17827
2021-06-19,7.73666
2021-06-20,6.43921
2021-06-21,8.88995
2021-06-22,10.23546
2021-06-23,9.65881
2021-06-24,9.75492
2021-06-25,9.41854
2021-06-26,6.00672
2021-06-27,7.68861
2021-06-28,9.27438
2021-06-29,8.79384
2021-06-30,8.45747
2021-07-01,9.56271
2021-07-02,8.12109
2021-07-03,7.54444
2021-07-04,8.74579
2021-07-05,10.47573
2021-07-06,9.56271
2021-07-07,9.51465
2021-07-08,9.56271
2021-07-09,9.32244
2021-07-10,8.98606
2021-07-11,8.12109
2021-07-12,10.86016
2021-07-13,8.98606
2021-07-14,10.66794
2021-07-15,9.94714
2021-07-16,8.36136
2021-07-17,6.00672
2021-07-18,7.40028
2021-07-19,13.88755
2021-07-20,12.15761
2021-07-21,10.57184
2021-07-22,8.50552
2021-07-23,8.60163
2021-07-24,7.5925
2021-07-25,7.49639
2021-07-26,9.70687
2021-07-27,9.4666
2021-07-28,8.36136
2021-07-29,8.40941
2021-07-30,8.45747
2021-07-31,6.91975
2021-08-01,6.9678
2021-08-02,9.32244
2021-08-03,9.89908
2021-08-04,10.42767
2021-08-05,8.69774
2021-08-06,9.4666
2021-08-07,8.55358
2021-08-08,8.55358
2021-08-09,11.05237
2021-08-10,9.85103
2021-08-11,8.69774
2021-08-12,9.51465
2021-08-13,9.61076
2021-08-14,7.97693
2021-08-15,7.64055
2021-08-16,7.73666
2021-08-17,9.61076
2021-08-18,9.65881
2021-08-19,9.61076
2021-08-20,9.70687
2021-08-21,8.69774
2021-08-22,7.78471
2021-08-23,9.32244
2021-08-24,8.55358
2021-08-25,9.51465
2021-08-26,9.37049
2021-08-27,8.93801
2021-08-28,6.9678
2021-08-29,8.55358
2021-08-30,9.61076
2021-08-31,9.32244
2021-09-01,9.13022
2021-09-02,9.51465
2021-09-03,9.56271
2021-09-04,8.79384
2021-09-05,8.2172
2021-09-06,10.28351
2021-09-07,10.90821
2021-09-08,10.90821
2021-09-09,9.85103
2021-09-10,9.13022
2021-09-11,6.91975
2021-09-12,8.07304
2021-09-13,10.1874
2021-09-14,10.52378
2021-09-15,9.41854
2021-09-16,11.48486
2021-09-17,7.64055
2021-09-18,6.91975
2021-09-19,6.15088
2021-09-20,7.92888
2021-09-21,7.78471
2021-09-22,7.30418
2021-09-23,10.13935
2021-09-24,9.03411
2021-09-25,7.49639
2021-09-26,8.40941
2021-09-27,9.22633
2021-09-28,9.4666
2021-09-29,11.29264
2021-09-30,13.2148
2021-10-01,10.42767
2021-10-02,7.40028
2021-10-03,8.50552
2021-10-04,10.1874
2021-10-05,8.79384
2021-10-06,9.65881
2021-10-07,10.86016
2021-10-08,9.70687
2021-10-09,6.9678
2021-10-10,7.40028
2021-10-11,8.88995
2021-10-12,9.4666
2021-10-13,8.74579
2021-10-14,9.03411
2021-10-15,8.69774
2021-10-16,6.58337
2021-10-17,7.78471
2021-10-18,9.32244
2021-10-19,7.78471
2021-10-20,11.10043
2021-10-21,10.716
2021-10-22,9.03411
2021-10-23,6.3431
2021-10-24,7.49639
2021-10-25,9.13022
2021-10-26,11.14848
2021-10-27,9.61076
2021-10-28,10.04324
2021-10-29,7.49639
2021-10-30,6.00672
2021-10-31,8.12109
2021-11-01,9.94714
2021-11-02,8.40941
2021-11-03,8.8419
2021-11-04,9.22633
2021-11-05,8.07304
2021-11-06,7.30418
2021-11-07,6.82364
2021-11-08,9.94714
2021-11-09,10.716
2021-11-10,9.99519
2021-11-11,9.17827
2021-11-12,8.74579
2021-11-13,6.43921
2021-11-14,7.92888
2021-11-15,9.89908
2021-11-16,9.17827
2021-11-17,9.08217
2021-11-18,8.45747
2021-11-19,10.76405
2021-11-20,7.88082
2021-11-21,12.63815
2021-11-22,9.85103
2021-11-23,9.85103
2021-11-24,10.1874
2021-11-25,11.00432
2021-11-26,8.8419
2021-11-27,7.78471
2021-11-28,9.08217
2021-11-29,9.56271
2021-11-30,9.70687
2021-12-01,10.86016
2021-12-02,7.73666
2021-12-03,8.74579
2021-12-04,6.29505
2021-12-05,9.32244
2021-12-06,10.0913
2021-12-07,9.99519
2021-12-08,10.33157
2021-12-09,9.32244
2021-12-10,8.79384
2021-12-11,6.9678
2021-12-12,7.64055
2021-12-13,8.55358
2021-12-14,9.03411
2021-12-15,8.50552
2021-12-16,10.0913
2021-12-17,7.40028
2021-12-18,6.29505
2021-12-19,7.30418
2021-12-20,9.41854
2021-12-21,8.40941
2021-12-22,8.40941
2021-12-23,6.82364
2021-12-24,6.48726
2021-12-25,5.43008
2021-12-26,6.63142
2021-12-27,7.97693
2021-12-28,8.07304
2021-12-29,6.19894
2021-12-30,9.27438
2021-12-31,7.01585
2022-01-01,5.81451
2022-01-02,6.67948
2022-01-03,8.93801
2022-01-04,15.04084
2022-01-05,15.13695
2022-01-06,13.2148
2022-01-07,72.27294
2022-01-08,14.27198
2022-01-09,10.95627
2022-01-10,13.26285
2022-01-11,11.62902
2022-01-12,11.77318
2022-01-13,13.8395
2022-01-14,12.5901
2022-01-15,8.26525
2022-01-16,8.88995
2022-01-17,10.61989
2022-01-18,10.04324
2022-01-19,11.05237
2022-01-20,9.51465
2022-01-21,8.36136
2022-01-22,7.5925
2022-01-23,8.8419
2022-01-24,9.75492
2022-01-25,9.03411
2022-01-26,9.89908
2022-01-27,8.98606
2022-01-28,9.41854
2022-01-29,7.5925
2022-01-30,7.06391
2022-01-31,8.60163
2022-02-01,7.64055
2022-02-02,9.08217
2022-02-03,10.90821
2022-02-04,8.12109
2022-02-05,8.07304
2022-02-06,9.37049
2022-02-07,12.25372
2022-02-08,8.55358
2022-02-09,7.30418
2022-02-10,7.97693
2022-02-11,9.56271
2022-02-12,7.06391
2022-02-13,7.64055
2022-02-14,8.93801
2022-02-15,8.36136
2022-02-16,8.36136
2022-02-17,6.67948
2022-02-18,8.36136
2022-02-19,6.3431
2022-02-20,6.3431
2022-02-21,8.50552
2022-02-22,8.2172
2022-02-23,8.55358
2022-02-24,7.44834
2022-02-25,8.74579
2022-02-26,6.82364
2022-02-27,6.9678
2022-02-28,8.16914
2022-03-01,7.97693
2022-03-02,7.83277
2022-03-03,8.74579
2022-03-04,8.36136
2022-03-05,8.88995
2022-03-06,7.40028
2022-03-07,8.07304
2022-03-08,9.89908
2022-03-09,8.2172
2022-03-10,7.54444
2022-03-11,7.83277
2022-03-12,6.77558
2022-03-13,8.07304
2022-03-14,10.23546
2022-03-15,8.50552
2022-03-16,8.07304
2022-03-17,8.98606
2022-03-18,8.69774
2022-03-19,7.78471
2022-03-20,7.49639
2022-03-21,10.47573
2022-03-22,8.60163
2022-03-23,9.27438
2022-03-24,7.88082
2022-03-25,6.63142
2022-03-26,7.64055
2022-03-27,6.91975
2022-03-28,8.07304
2022-03-29,8.07304
2022-03-30,9.13022
2022-03-31,7.01585
2022-04-01,8.16914
2022-04-02,6.39115
2022-04-03,7.06391
2022-04-04,8.36136
2022-04-05,9.17827
2022-04-06,9.61076
2022-04-07,8.98606
2022-04-08,9.03411
2022-04-09,6.72753
2022-04-10,8.31331
2022-04-11,11.62902
2022-04-12,10.13935
2022-04-13,10.716
2022-04-14,9.94714
2022-04-15,9.56271
2022-04-16,7.11196
2022-04-17,9.22633
2022-04-18,9.75492
2022-04-19,9.70687
2022-04-20,8.12109
2022-04-21,9.94714
2022-04-22,8.12109
2022-04-23,5.81451
2022-04-24,7.54444
2022-04-25,9.37049
2022-04-26,10.1874
2022-04-27,9.27438
2022-04-28,8.88995
2022-04-29,7.01585
2022-04-30,6.19894
2022-05-01,7.44834
2022-05-02,9.32244
2022-05-03,9.61076
2022-05-04,9.94714
2022-05-05,8.79384
2022-05-06,7.97693
2022-05-07,6.91975
2022-05-08,7.49639
2022-05-09,9.89908
2022-05-10,11.00432
2022-05-11,10.23546
2022-05-12,9.03411
2022-05-13,6.77558
2022-05-14,6.3431
2022-05-15,8.8419
2022-05-16,10.52378
2022-05-17,8.79384
2022-05-18,11.24459
2022-05-19,8.36136
2022-05-20,8.93801
2022-05-21,7.35223
2022-05-22,7.54444
2022-05-23,8.98606
2022-05-24,9.94714
2022-05-25,11.00432
2022-05-26,11.29264
2022-05-27,8.60163
2022-05-28,6.43921
2022-05-29,9.56271
2022-05-30,9.32244
2022-05-31,8.93801
2022-06-01,9.37049
2022-06-02,9.70687
2022-06-03,9.4666
2022-06-04,7.97693
2022-06-05,8.74579
2022-06-06,9.03411
2022-06-07,8.45747
2022-06-08,9.4666
2022-06-09,9.08217
2022-06-10,8.45747
2022-06-11,6.87169
2022-06-12,9.61076
2022-06-13,10.42767
2022-06-14,10.0913
2022-06-15,9.85103
2022-06-16,10.95627
2022-06-17,9.13022
2022-06-18,7.16001
2022-06-19,7.88082
2022-06-20,8.55358
2022-06-21,8.40941
2022-06-22,7.78471
2022-06-23,9.61076
2022-06-24,9.51465
2022-06-25,10.23546
2022-06-26,8.12109
2022-06-27,9.80297
2022-06-28,8.55358
2022-06-29,8.40941
2022-06-30,10.86016
2022-07-01,9.80297
2022-07-02,13.2148
2022-07-03,14.46419
2022-07-04,13.8395
2022-07-05,12.0615
2022-07-06,14.32003
2022-07-07,15.90581
2022-07-08,15.76165
2022-07-09,14.46419
2022-07-10,16.86689
2022-07-11,15.90581
2022-07-12,15.08889
2022-07-13,18.02018
2022-07-14,22.20086
2022-07-15,18.83709
2022-07-16,18.26045
2022-07-17,19.46179
2022-07-18,16.29024
2022-07-19,14.17587
2022-07-20,15.185
2022-07-21,13.50312
2022-07-22,13.98366
2022-07-23,10.716
2022-07-24,11.19654
2022-07-25,12.63815
2022-07-26,11.00432
2022-07-27,10.13935
2022-07-28,14.70446
2022-07-29,19.94233
2022-07-30,14.84863
2022-07-31,11.00432
2022-08-01,11.14848
2022-08-02,12.78231
2022-08-03,12.54204
2022-08-04,14.41614
2022-08-05,14.84863
2022-08-06,12.39788
2022-08-07,11.58097
2022-08-08,11.38875
2022-08-09,11.3407
2022-08-10,14.12782
2022-08-11,12.5901
2022-08-12,11.24459
2022-08-13,8.69774
2022-08-14,10.95627
2022-08-15,11.3407
2022-08-16,12.44593
2022-08-17,25.901
2022-08-18,15.76165
2022-08-19,14.99279
2022-08-20,9.99519
2022-08-21,11.19654
2022-08-22,11.3407
2022-08-23,10.95627
2022-08-24,11.4368
2022-08-25,11.91734
2022-08-26,10.04324
2022-08-27,6.87169
2022-08-28,7.40028
2022-08-29,8.79384
2022-08-30,9.89908
2022-08-31,9.80297
2022-09-01,11.62902
2022-09-02,9.41854
2022-09-03,6.9678
2022-09-04,10.716
2022-09-05,9.37049
2022-09-06,7.5925
2022-09-07,9.70687
2022-09-08,10.04324
2022-09-09,7.54444
2022-09-10,5.62229
2022-09-11,7.44834
2022-09-12,8.60163
2022-09-13,12.0615
2022-09-14,17.0591
2022-09-15,11.91734
2022-09-16,9.51465
2022-09-17,6.77558
2022-09-18,8.74579
2022-09-19,9.32244
2022-09-20,9.65881
2022-09-21,8.69774
2022-09-22,9.85103
2022-09-23,8.55358
2022-09-24,7.92888
2022-09-25,7.35223
2022-09-26,10.52378
2022-09-27,9.4666
2022-09-28,13.11869
2022-09-29,9.27438
2022-09-30,8.69774
2022-10-01,7.01585
2022-10-02,7.06391
2022-10-03,8.45747
2022-10-04,11.29264
2022-10-05,9.27438
2022-10-06,10.86016
2022-10-07,8.88995
2022-10-08,6.15088
2022-10-09,8.40941
2022-10-10,7.64055
2022-10-11,10.33157
2022-10-12,11.00432
2022-10-13,10.04324
2022-10-14,8.50552
2022-10-15,8.12109
2022-10-16,9.03411
2022-10-17,9.94714
2022-10-18,10.95627
2022-10-19,10.57184
2022-10-20,9.89908
2022-10-21,9.17827
2022-10-22,7.54444
2022-10-23,7.83277
2022-10-24,10.0913
2022-10-25,10.8121
2022-10-26,9.94714
2022-10-27,9.94714
2022-10-28,8.69774
2022-10-29,7.30418
2022-10-30,7.44834
2022-10-31,10.47573
2022-11-01,9.56271
2022-11-02,10.47573
2022-11-03,8.8419
2022-11-04,8.50552
2022-11-05,8.26525
2022-11-06,7.5925
2022-11-07,9.99519
2022-11-08,9.75492
2022-11-09,9.41854
2022-11-10,10.0913
2022-11-11,8.8419
2022-11-12,6.58337
2022-11-13,8.31331
2022-11-14,9.75492
2022-11-15,10.28351
2022-11-16,11.67707
2022-11-17,9.4666
2022-11-18,11.24459
2022-11-19,8.69774
2022-11-20,11.53291
2022-11-21,10.52378
2022-11-22,9.75492
2022-11-23,9.89908
2022-11-24,10.1874
2022-11-25,7.83277
2022-11-26,6.53531
2022-11-27,7.49639
2022-11-28,8.8419
2022-11-29,8.64968
2022-11-30,8.74579
2022-12-01,9.51465
2022-12-02,9.80297
2022-12-03,5.33397
2022-12-04,8.31331
2022-12-05,8.69774
2022-12-06,7.88082
2022-12-07,7.97693
2022-12-08,8.88995
2022-12-09,10.33157
2022-12-10,8.88995
2022-12-11,8.98606
2022-12-12,54.39692
2022-12-13,10.1874
2022-12-14,10.37962
2022-12-15,7.92888
2022-12-16,8.26525
2022-12-17,6.67948
2022-12-18,6.3431
2022-12-19,8.26525
2022-12-20,8.16914
2022-12-21,9.37049
2022-12-22,8.64968
2022-12-23,8.02498
2022-12-24,100.0
2022-12-25,86.01633
2022-12-26,27.10235
2022-12-27,14.32003
2022-12-28,11.91734
2022-12-29,10.57184
2022-12-30,9.80297
2022-12-31,7.88082
2023-01-01,8.60163
2023-01-02,8.88995
2023-01-03,9.27438
2023-01-04,9.61076
2023-01-05,9.75492
2023-01-06,9.89908
2023-01-07,7.97693
2023-01-08,9.99519
2023-01-09,10.0913
2023-01-10,9.99519
2023-01-11,10.28351
2023-01-12,9.32244
2023-01-13,9.32244
2023-01-14,8.74579
2023-01-15,8.02498
2023-01-16,10.23546
2023-01-17,10.716
2023-01-18,9.80297
2023-01-19,8.98606
2023-01-20,8.31331
2023-01-21,6.72753
2023-01-22,9.32244
2023-01-23,7.5925
2023-01-24,11.05237
2023-01-25,9.17827
2023-01-26,8.07304
2023-01-27,9.99519
2023-01-28,13.88755
2023-01-29,10.13935
2023-01-30,10.28351
2023-01-31,8.36136
2023-02-01,9.32244
2023-02-02,9.37049
2023-02-03,8.69774
2023-02-04,6.53531
2023-02-05,6.87169
2023-02-06,7.92888
2023-02-07,9.13022
2023-02-08,10.47573
2023-02-09,9.65881
2023-02-10,10.95627
2023-02-11,9.27438
2023-02-12,7.44834
2023-02-13,9.56271
2023-02-14,9.03411
2023-02-15,9.70687
2023-02-16,9.03411
2023-02-17,9.51465
2023-02-18,8.16914
2023-02-19,7.88082
2023-02-20,7.5925
2023-02-21,8.31331
2023-02-22,8.36136
2023-02-23,9.08217
2023-02-24,7.06391
2023-02-25,7.49639
2023-02-26,7.92888
2023-02-27,7.49639
2023-02-28,8.60163
2023-03-01,8.40941
2023-03-02,7.64055
2023-03-03,7.40028
2023-03-04,6.77558
2023-03-05,8.69774
2023-03-06,8.16914
2023-03-07,8.74579
2023-03-08,9.80297
2023-03-09,9.17827
2023-03-10,9.80297
2023-03-11,7.54444
2023-03-12,9.61076
2023-03-13,9.51465
2023-03-14,11.38875
2023-03-15,13.02258
2023-03-16,9.56271
2023-03-17,9.37049
2023-03-18,7.06391
2023-03-19,8.60163
2023-03-20,8.93801
2023-03-21,10.716
2023-03-22,10.95627
2023-03-23,7.83277
2023-03-24,11.29264
2023-03-25,6.91975
2023-03-26,6.24699
2023-03-27,9.65881
2023-03-28,10.52378
2023-03-29,9.75492
2023-03-30,9.56271
2023-03-31,8.45747
2023-04-01,6.53531
2023-04-02,8.98606
2023-04-03,12.15761
2023-04-04,10.8121
2023-04-05,11.77318
2023-04-06,12.49399
2023-04-07,11.9654
2023-04-08,8.8419
2023-04-09,8.64968
2023-04-10,9.70687
2023-04-11,11.10043
2023-04-12,10.04324
2023-04-13,9.94714
2023-04-14,9.70687
2023-04-15,7.49639
2023-04-16,7.11196
2023-04-17,7.78471
2023-04-18,7.88082
2023-04-19,8.2172
2023-04-20,10.33157
2023-04-21,6.77558
2023-04-22,7.49639
2023-04-23,6.39115
2023-04-24,7.73666
2023-04-25,8.45747
2023-04-26,8.16914
2023-04-27,8.07304
2023-04-28,11.14848
2023-04-29,7.49639
2023-04-30,7.5925
2023-05-01,7.44834
2023-05-02,8.36136
2023-05-03,8.74579
2023-05-04,8.55358
2023-05-05,7.16001
2023-05-06,7.16001
2023-05-07,7.64055
2023-05-08,8.98606
2023-05-09,9.4666
2023-05-10,9.08217
2023-05-11,10.04324
2023-05-12,9.17827
2023-05-13,7.16001
2023-05-14,7.20807
2023-05-15,9.89908
2023-05-16,8.79384
2023-05-17,9.56271
2023-05-18,10.13935
2023-05-19,11.19654
2023-05-20,7.49639
2023-05-21,6.91975
2023-05-22,10.57184
2023-05-23,8.79384
2023-05-24,10.28351
2023-05-25,10.1874
2023-05-26,9.65881
2023-05-27,7.64055
2023-05-28,9.4666
2023-05-29,10.1874
