date,발로소득
2023-02-06,6.56851
2023-02-07,6.45526
2023-02-08,6.56851
2023-02-09,6.34201
2023-02-10,6.51189
2023-02-11,5.43601
2023-02-12,8.26727
2023-02-13,10.30577
2023-02-14,9.56964
2023-02-15,9.68289
2023-02-16,10.19252
2023-02-17,7.47451
2023-02-18,10.1359
2023-02-19,12.68403
2023-02-20,12.45753
2023-02-21,13.47678
2023-02-22,17.27066
2023-02-23,12.96715
2023-02-24,13.9864
2023-02-25,10.24915
2023-02-26,12.74065
2023-02-27,37.42921
2023-02-28,16.81766
2023-03-01,16.53454
2023-03-02,13.13703
2023-03-03,14.72253
2023-03-04,14.38278
2023-03-05,21.34767
2023-03-06,19.30917
2023-03-07,22.02718
2023-03-08,18.45979
2023-03-09,21.91392
2023-03-10,28.02944
2023-03-11,12.96715
2023-03-12,18.68629
2023-03-13,23.78255
2023-03-14,18.28992
2023-03-15,20.21517
2023-03-16,18.45979
2023-03-17,16.70441
2023-03-18,15.79841
2023-03-19,25.08493
2023-03-20,22.36693
2023-03-21,20.78142
2023-03-22,23.10305
2023-03-23,20.78142
2023-03-24,22.81993
2023-03-25,28.36919
2023-03-26,31.25707
2023-03-27,27.46319
2023-03-28,22.02718
2023-03-29,19.70554
2023-03-30,20.21517
2023-03-31,20.66817
2023-04-01,15.40203
2023-04-02,26.04756
2023-04-03,22.42355
2023-04-04,23.10305
2023-04-05,33.3522
2023-04-06,29.38844
2023-04-07,23.10305
2023-04-08,25.19818
2023-04-09,38.61834
2023-04-10,36.86296
2023-04-11,29.16194
2023-04-12,28.19932
2023-04-13,31.7667
2023-04-14,35.22083
2023-04-15,31.7667
2023-04-16,41.2231
2023-04-17,41.10985
2023-04-18,31.42695
2023-04-19,27.23669
2023-04-20,23.83918
2023-04-21,20.55492
2023-04-22,24.91506
2023-04-23,45.24348
2023-04-24,39.12797
2023-04-25,38.05209
2023-04-26,42.1291
2023-04-27,33.97508
2023-04-28,29.72819
2023-04-29,31.48357
2023-04-30,55.60588
2023-05-01,44.62061
2023-05-02,31.82332
2023-05-03,32.72933
2023-05-04,32.72933
2023-05-05,34.48471
2023-05-06,28.53907
2023-05-07,44.22423
2023-05-08,37.31596
2023-05-09,34.42808
2023-05-10,47.05549
2023-05-11,40.3171
2023-05-12,39.75084
2023-05-13,35.33408
2023-05-14,54.92638
2023-05-15,53.79388
2023-05-16,48.30124
2023-05-17,43.0351
2023-05-18,49.71687
2023-05-19,48.69762
2023-05-20,48.64099
2023-05-21,71.12117
2023-05-22,56.28539
2023-05-23,52.77463
2023-05-24,53.00113
2023-05-25,50.33975
2023-05-26,43.2616
2023-05-27,42.41223
2023-05-28,65.06228
2023-05-29,58.49377
2023-05-30,66.25141
2023-05-31,61.55152
2023-06-01,60.41902
2023-06-02,53.45413
2023-06-03,49.32049
2023-06-04,62.4009
2023-06-05,55.15288
2023-06-06,49.43374
2023-06-07,59.00339
2023-06-08,60.64552
2023-06-09,50.2265
2023-06-10,45.41336
2023-06-11,54.30351
2023-06-12,50.2265
2023-06-13,46.54586
2023-06-14,39.92072
2023-06-15,59.68289
2023-06-16,46.43261
2023-06-17,37.99546
2023-06-18,50.33975
2023-06-19,53.79388
2023-06-20,47.39524
2023-06-21,40.48697
2023-06-22,36.01359
2023-06-23,41.61947
2023-06-24,39.80747
2023-06-25,67.61041
2023-06-26,71.4043
2023-06-27,65.00566
2023-06-28,55.37938
2023-06-29,65.17553
2023-06-30,55.26613
2023-07-01,48.75424
2023-07-02,72.02718
2023-07-03,65.68516
2023-07-04,45.86636
2023-07-05,38.95809
2023-07-06,40.65685
2023-07-07,37.93884
2023-07-08,29.78482
2023-07-09,63.02378
2023-07-10,49.32049
2023-07-11,35.90033
2023-07-12,36.29671
2023-07-13,41.78935
2023-07-14,35.84371
2023-07-15,38.22197
2023-07-16,63.25028
2023-07-17,53.90713
2023-07-18,49.54699
2023-07-19,54.64326
2023-07-20,48.98074
2023-07-21,46.37599
2023-07-22,50.2265
2023-07-23,74.91506
2023-07-24,66.53454
2023-07-25,64.55266
2023-07-26,67.55379
2023-07-27,79.38844
2023-07-28,84.37146
2023-07-29,63.13703
2023-07-30,68.40317
2023-07-31,94.73386
2023-08-01,75.53793
2023-08-02,62.11778
2023-08-03,61.83465
2023-08-04,62.23103
2023-08-05,54.98301
2023-08-06,71.68742
2023-08-07,57.87089
2023-08-08,55.03963
2023-08-09,65.40203
2023-08-10,60.24915
2023-08-11,50.6795
2023-08-12,49.15062
2023-08-13,74.23556
2023-08-14,61.66477
2023-08-15,58.94677
2023-08-16,61.0419
2023-08-17,54.81313
2023-08-18,56.45526
2023-08-19,54.41676
2023-08-20,71.80067
2023-08-21,61.43827
2023-08-22,52.15175
2023-08-23,63.13703
2023-08-24,51.86862
2023-08-25,49.43374
2023-08-26,50.05662
2023-08-27,81.25707
2023-08-28,75.82106
2023-08-29,69.70554
2023-08-30,77.91619
2023-08-31,57.58776
2023-09-01,43.65798
2023-09-02,42.46885
2023-09-03,58.49377
2023-09-04,46.48924
2023-09-05,50.453
2023-09-06,52.09513
2023-09-07,53.171
2023-09-08,47.16874
2023-09-09,61.15515
2023-09-10,99.71687
2023-09-11,67.78029
2023-09-12,56.73839
2023-09-13,51.92525
2023-09-14,53.90713
2023-09-15,48.13137
2023-09-16,52.66138
2023-09-17,67.95016
2023-09-18,54.47338
2023-09-19,52.32163
2023-09-20,49.49037
2023-09-21,52.60475
2023-09-22,61.21177
2023-09-23,60.30577
2023-09-24,72.25368
2023-09-25,70.32842
2023-09-26,52.09513
2023-09-27,53.45413
2023-09-28,52.77463
2023-09-29,64.15628
2023-09-30,74.00906
2023-10-01,90.71347
2023-10-02,74.29218
2023-10-03,76.50056
2023-10-04,69.42242
2023-10-05,59.51302
2023-10-06,56.51189
2023-10-07,55.03963
2023-10-08,72.3103
2023-10-09,80.12457
2023-10-10,70.61155
2023-10-11,62.45753
2023-10-12,57.70101
2023-10-13,54.13363
2023-10-14,49.71687
2023-10-15,65.85503
2023-10-16,54.19026
2023-10-17,56.34201
2023-10-18,63.3069
2023-10-19,55.66251
2023-10-20,45.35673
2023-10-21,41.9026
2023-10-22,47.05549
2023-10-23,50.453
2023-10-24,52.60475
2023-10-25,50.453
2023-10-26,49.60362
2023-10-27,40.03397
2023-10-28,39.35447
2023-10-29,56.85164
2023-10-30,67.32729
2023-10-31,70.9513
2023-11-01,54.92638
2023-11-02,46.82899
2023-11-03,42.01585
2023-11-04,42.07248
2023-11-05,56.22876
2023-11-06,48.69762
2023-11-07,48.30124
2023-11-08,46.37599
2023-11-09,43.54473
2023-11-10,52.66138
2023-11-11,37.14609
2023-11-12,41.33635
2023-11-13,41.61947
2023-11-14,41.39297
2023-11-15,39.46772
2023-11-16,46.31936
2023-11-17,42.01585
2023-11-18,38.90147
2023-11-19,46.99886
2023-11-20,50.33975
2023-11-21,56.56851
2023-11-22,52.77463
2023-11-23,52.9445
2023-11-24,51.47225
2023-11-25,45.07361
2023-11-26,65.74178
2023-11-27,100.0
2023-11-28,58.55039
2023-11-29,45.35673
2023-11-30,59.45639
2023-12-01,56.05889
2023-12-02,52.0385
2023-12-03,62.57078
2023-12-04,60.1359
2023-12-05,59.56964
2023-12-06,55.15288
2023-12-07,50.79275
2023-12-08,47.62174
2023-12-09,46.65911
2023-12-10,64.66591
2023-12-11,53.624
2023-12-12,53.3975
2023-12-13,45.18686
2023-12-14,40.3171
2023-12-15,38.95809
2023-12-16,37.42921
2023-12-17,48.81087
2023-12-18,52.15175
2023-12-19,55.37938
2023-12-20,58.15402
2023-12-21,59.56964
2023-12-22,56.22876
2023-12-23,54.92638
2023-12-24,72.87655
2023-12-25,59.39977
2023-12-26,61.21177
2023-12-27,73.15968
2023-12-28,56.85164
2023-12-29,53.00113
2023-12-30,69.19592
2023-12-31,62.79728
2024-01-01,35.50396
2024-01-02,30.1812
2024-01-03,31.59682
2024-01-04,30.4077
2024-01-05,25.82106
2024-01-06,32.6727
2024-01-07,42.5821
2024-01-08,30.80407
2024-01-09,29.38844
2024-01-10,26.61381
2024-01-11,32.04983
2024-01-12,29.21857
2024-01-13,28.70894
2024-01-14,32.6727
2024-01-15,32.4462
2024-01-16,52.37825
2024-01-17,54.13363
2024-01-18,50.2265
2024-01-19,34.14496
2024-01-20,33.91845
2024-01-21,38.90147
2024-01-22,30.97395
2024-01-23,28.59569
2024-01-24,31.5402
2024-01-25,26.33069
2024-01-26,24.91506
2024-01-27,26.38731
2024-01-28,35.39071
2024-01-29,45.46998
2024-01-30,37.54246
2024-01-31,23.49943
2024-02-01,40.26047
2024-02-02,37.03284
2024-02-03,23.61268
2024-02-04,30.8607
2024-02-05,28.93544
2024-02-06,24.17893
2024-02-07,23.27293
2024-02-08,21.6308
2024-02-09,17.78029
2024-02-10,20.15855
2024-02-11,29.50169
2024-02-12,26.78369
2024-02-13,24.68856
2024-02-14,24.17893
2024-02-15,44.67723
2024-02-16,34.37146
2024-02-17,23.61268
2024-02-18,32.72933
2024-02-19,33.91845
2024-02-20,27.34994
2024-02-21,39.29784
2024-02-22,46.54586
2024-02-23,36.52321
2024-02-24,72.02718
2024-02-25,42.1291
2024-02-26,38.50509
2024-02-27,78.70894
2024-02-28,50.906
2024-02-29,59.68289
2024-03-01,24.46206
2024-03-02,26.50056
2024-03-03,47.28199
2024-03-04,25.02831
2024-03-05,26.95356
2024-03-06,28.93544
2024-03-07,24.68856
2024-03-08,24.80181
2024-03-09,27.51981
2024-03-10,42.01585
2024-03-11,30.8607
2024-03-12,27.46319
2024-03-13,27.51981
2024-03-14,34.31483
2024-03-15,28.99207
2024-03-16,28.93544
2024-03-17,37.20271
2024-03-18,28.19932
2024-03-19,35.27746
2024-03-20,32.95583
