date,신용대출
2020-03-20,8.29671
2020-03-21,4.73595
2020-03-22,4.59533
2020-03-23,9.41415
2020-03-24,8.59804
2020-03-25,8.19877
2020-03-26,7.85224
2020-03-27,15.21482
2020-03-28,5.18544
2020-03-29,4.60788
2020-03-30,8.71104
2020-03-31,7.82713
2020-04-01,8.03806
2020-04-02,6.95075
2020-04-03,5.85089
2020-04-04,3.17404
2020-04-05,3.62604
2020-04-06,7.29729
2020-04-07,6.90555
2020-04-08,6.38575
2020-04-09,6.8704
2020-04-10,5.39889
2020-04-11,3.29708
2020-04-12,3.29457
2020-04-13,7.49566
2020-04-14,6.33302
2020-04-15,3.90728
2020-04-16,6.84277
2020-04-17,5.85089
2020-04-18,3.04095
2020-04-19,3.70137
2020-04-20,7.05622
2020-04-21,6.66197
2020-04-22,6.6896
2020-04-23,5.99151
2020-04-24,5.05235
2020-04-25,2.90033
2020-04-26,3.32722
2020-04-27,7.22949
2020-04-28,5.6726
2020-04-29,4.7234
2020-04-30,2.88024
2020-05-01,3.00831
2020-05-02,2.5086
2020-05-03,2.87271
2020-05-04,6.04926
2020-05-05,3.81688
2020-05-06,6.03922
2020-05-07,5.74542
2020-05-08,4.78868
2020-05-09,3.11126
2020-05-10,3.11628
2020-05-11,6.51884
2020-05-12,6.17482
2020-05-13,5.53449
2020-05-14,5.09755
2020-05-15,4.44968
2020-05-16,3.1414
2020-05-17,3.32722
2020-05-18,6.3958
2020-05-19,6.36566
2020-05-20,5.63242
2020-05-21,5.70022
2020-05-22,4.71837
2020-05-23,3.02588
2020-05-24,3.41762
2020-05-25,6.90555
2020-05-26,6.17984
2020-05-27,5.52946
2020-05-28,5.3788
2020-05-29,4.72088
2020-05-30,2.93046
2020-05-31,3.22426
2020-06-01,6.43849
2020-06-02,6.1246
2020-06-03,5.6952
2020-06-04,5.27333
2020-06-05,4.7912
2020-06-06,3.23431
2020-06-07,3.37995
2020-06-08,6.6218
2020-06-09,5.88353
2020-06-10,6.75237
2020-06-11,7.09389
2020-06-12,5.89609
2020-06-13,3.31717
2020-06-14,3.57582
2020-06-15,7.51575
2020-06-16,6.82017
2020-06-17,7.20186
2020-06-18,6.67704
2020-06-19,6.04675
2020-06-20,3.57833
2020-06-21,4.12826
2020-06-22,7.94515
2020-06-23,6.99344
2020-06-24,6.87291
2020-06-25,7.99286
2020-06-26,8.58549
2020-06-27,4.181
2020-06-28,4.51748
2020-06-29,9.26851
2020-06-30,7.62122
2020-07-01,7.22697
2020-07-02,7.32491
2020-07-03,6.02917
2020-07-04,3.70891
2020-07-05,3.87966
2020-07-06,8.05815
2020-07-07,6.90053
2020-07-08,6.8026
2020-07-09,7.42786
2020-07-10,5.81573
2020-07-11,3.49797
2020-07-12,3.66873
2020-07-13,7.33997
2020-07-14,6.95577
2020-07-15,7.12402
2020-07-16,6.34557
2020-07-17,5.06993
2020-07-18,3.22928
2020-07-19,3.49797
2020-07-20,7.15917
2020-07-21,6.60673
2020-07-22,6.00406
2020-07-23,5.60982
2020-07-24,5.19549
2020-07-25,3.29457
2020-07-26,3.48291
2020-07-27,7.26213
2020-07-28,6.16226
2020-07-29,5.88855
2020-07-30,5.73537
2020-07-31,5.311
2020-08-01,3.71142
2020-08-02,3.31717
2020-08-03,6.69462
2020-08-04,6.71973
2020-08-05,6.31293
2020-08-06,6.04926
2020-08-07,5.424
2020-08-08,3.29206
2020-08-09,3.22175
2020-08-10,7.1416
2020-08-11,6.94322
2020-08-12,6.60924
2020-08-13,6.54646
2020-08-14,5.34364
2020-08-15,3.1414
2020-08-16,2.97064
2020-08-17,17.95444
2020-08-18,28.34793
2020-08-19,19.42093
2020-08-20,19.83527
2020-08-21,13.38673
2020-08-22,6.92815
2020-08-23,6.84529
2020-08-24,13.42691
2020-08-25,11.47326
2020-08-26,10.34578
2020-08-27,11.04638
2020-08-28,9.03497
2020-08-29,4.58026
2020-08-30,5.12517
2020-08-31,10.0118
2020-09-01,9.4468
2020-09-02,8.59553
2020-09-03,8.09582
2020-09-04,7.00349
2020-09-05,4.21866
2020-09-06,4.65057
2020-09-07,8.58046
2020-09-08,8.38962
2020-09-09,8.84915
2020-09-10,9.55226
2020-09-11,6.96582
2020-09-12,4.25633
2020-09-13,9.57989
2020-09-14,21.72111
2020-09-15,23.87564
2020-09-16,29.88976
2020-09-17,24.44567
2020-09-18,13.39929
2020-09-19,8.03806
2020-09-20,8.75875
2020-09-21,14.77035
2020-09-22,12.35969
2020-09-23,10.11475
2020-09-24,9.45684
2020-09-25,11.99055
2020-09-26,7.44042
2020-09-27,7.06626
2020-09-28,12.72631
2020-09-29,8.21133
2020-09-30,3.842
2020-10-01,3.13637
2020-10-02,3.56075
2020-10-03,3.47035
2020-10-04,5.46417
2020-10-05,10.41358
2020-10-06,8.62566
2020-10-07,7.61871
2020-10-08,6.7122
2020-10-09,4.29148
2020-10-10,4.05795
2020-10-11,4.69577
2020-10-12,9.35891
2020-10-13,9.16304
2020-10-14,8.588
2020-10-15,7.74677
2020-10-16,6.5992
2020-10-17,3.87966
2020-10-18,4.06297
2020-10-19,8.59553
2020-10-20,8.01546
2020-10-21,7.08384
2020-10-22,7.006
2020-10-23,6.00406
2020-10-24,3.45277
2020-10-25,4.21364
2020-10-26,8.62064
2020-10-27,7.44293
2020-10-28,6.88044
2020-10-29,6.59669
2020-10-30,5.69771
2020-10-31,3.66873
2020-11-01,3.75662
2020-11-02,7.47809
2020-11-03,7.27217
2020-11-04,5.97142
2020-11-05,5.85842
2020-11-06,5.45915
2020-11-07,3.48542
2020-11-08,3.82191
2020-11-09,7.18931
2020-11-10,6.98842
2020-11-11,6.95829
2020-11-12,6.42593
2020-11-13,100.0
2020-11-14,21.41224
2020-11-15,13.87891
2020-11-16,24.69929
2020-11-17,24.85247
2020-11-18,23.06204
2020-11-19,15.88027
2020-11-20,13.04773
2020-11-21,7.44544
2020-11-22,19.78504
2020-11-23,28.37305
2020-11-24,17.99211
2020-11-25,13.13311
2020-11-26,12.31198
2020-11-27,11.24726
2020-11-28,6.54144
2020-11-29,10.36084
2020-11-30,19.17484
2020-12-01,11.28744
2020-12-02,10.01933
2020-12-03,9.14797
2020-12-04,7.05622
2020-12-05,5.23315
2020-12-06,5.69771
2020-12-07,9.45182
2020-12-08,8.72109
2020-12-09,10.0344
2020-12-10,9.63513
2020-12-11,8.023
2020-12-12,4.70833
2020-12-13,9.34133
2020-12-14,16.08869
2020-12-15,11.44564
2020-12-16,9.831
2020-12-17,10.28551
2020-12-18,8.98224
2020-12-19,5.61735
2020-12-20,5.7404
2020-12-21,12.96235
2020-12-22,21.15611
2020-12-23,15.03151
2020-12-24,10.2152
2020-12-25,6.04173
2020-12-26,6.89802
2020-12-27,8.43984
2020-12-28,13.16575
2020-12-29,11.75702
2020-12-30,10.13484
2020-12-31,8.13349
2021-01-01,6.65695
2021-01-02,6.74735
2021-01-03,8.75373
2021-01-04,16.13138
2021-01-05,13.30386
2021-01-06,12.15378
2021-01-07,10.34075
2021-01-08,9.61755
2021-01-09,5.81071
2021-01-10,8.63571
2021-01-11,13.94671
2021-01-12,10.54164
2021-01-13,9.36142
2021-01-14,8.75373
2021-01-15,8.00291
2021-01-16,5.19046
2021-01-17,5.50184
2021-01-18,9.93897
2021-01-19,47.47005
2021-01-20,27.42133
2021-01-21,15.82251
2021-01-22,13.32144
2021-01-23,10.43869
2021-01-24,10.29053
2021-01-25,15.09931
2021-01-26,11.17695
2021-01-27,9.69037
2021-01-28,9.5824
2021-01-29,8.25653
2021-01-30,5.44157
2021-01-31,6.02666
2021-02-01,10.80531
2021-02-02,10.02938
2021-02-03,8.8818
2021-02-04,7.45549
2021-02-05,6.34809
2021-02-06,4.26135
2021-02-07,4.61291
2021-02-08,7.6162
2021-02-09,6.71722
2021-02-10,5.85089
2021-02-11,3.42264
2021-02-12,3.18157
2021-02-13,3.72146
2021-02-14,5.08249
2021-02-15,9.88122
2021-02-16,8.70853
2021-02-17,7.58104
2021-02-18,7.51073
2021-02-19,6.51633
2021-02-20,4.44215
2021-02-21,4.44717
2021-02-22,8.71104
2021-02-23,7.87233
2021-02-24,7.60866
2021-02-25,7.06124
2021-02-26,5.88855
2021-02-27,3.50802
2021-02-28,4.33166
2021-03-01,5.876
2021-03-02,8.58549
2021-03-03,7.6162
2021-03-04,7.13657
2021-03-05,5.8082
2021-03-06,3.99517
2021-03-07,4.12324
2021-03-08,7.65135
2021-03-09,7.52329
2021-03-10,7.48562
2021-03-11,6.893
2021-03-12,5.43404
2021-03-13,3.53313
2021-03-14,3.99266
2021-03-15,7.61871
2021-03-16,6.76493
2021-03-17,5.96891
2021-03-18,5.90362
2021-03-19,5.21809
2021-03-20,3.23933
2021-03-21,3.69886
2021-03-22,6.91057
2021-03-23,6.49875
2021-03-24,6.05931
2021-03-25,5.81322
2021-03-26,4.61542
2021-03-27,3.44775
2021-03-28,3.57331
2021-03-29,7.119
2021-03-30,6.25769
2021-03-31,5.83331
2021-04-01,5.13271
2021-04-02,4.73093
2021-04-03,3.29457
2021-04-04,3.58586
2021-04-05,6.40584
2021-04-06,5.95635
2021-04-07,5.50937
2021-04-08,5.33611
2021-04-09,5.03729
2021-04-10,3.00077
2021-04-11,3.41762
2021-04-12,6.91309
2021-04-13,6.10702
2021-04-14,5.70524
2021-04-15,5.47422
2021-04-16,5.09253
2021-04-17,3.16148
2021-04-18,3.12131
2021-04-19,7.01353
2021-04-20,5.93877
2021-04-21,5.81824
2021-04-22,5.50435
2021-04-23,4.87406
2021-04-24,3.03091
2021-04-25,3.60595
2021-04-26,6.65946
2021-04-27,6.59417
2021-04-28,6.24513
2021-04-29,8.47751
2021-04-30,7.09389
2021-05-01,3.64864
2021-05-02,4.15337
2021-05-03,7.28724
2021-05-04,6.25266
2021-05-05,3.61097
2021-05-06,6.79004
2021-05-07,5.49682
2021-05-08,3.28704
2021-05-09,3.77922
2021-05-10,7.76435
2021-05-11,6.74233
2021-05-12,6.22253
2021-05-13,6.06182
2021-05-14,4.90168
2021-05-15,3.08113
2021-05-16,3.67124
2021-05-17,7.43289
2021-05-18,5.73035
2021-05-19,3.75662
2021-05-20,6.92062
2021-05-21,5.4918
2021-05-22,3.21171
2021-05-23,3.6386
2021-05-24,7.77942
2021-05-25,6.68206
2021-05-26,5.76049
2021-05-27,5.51942
2021-05-28,4.59533
2021-05-29,2.6894
2021-05-30,2.94051
2021-05-31,6.20495
2021-06-01,5.79564
2021-06-02,5.41897
2021-06-03,5.15531
2021-06-04,4.39695
2021-06-05,2.83755
2021-06-06,3.00831
2021-06-07,6.14469
2021-06-08,6.00657
2021-06-09,5.45664
2021-06-10,5.01469
2021-06-11,4.72842
2021-06-12,2.70697
2021-06-13,3.43771
2021-06-14,6.75489
2021-06-15,5.78309
2021-06-16,5.64497
2021-06-17,5.32104
2021-06-18,4.53255
2021-06-19,2.92293
2021-06-20,3.29708
2021-06-21,6.86789
2021-06-22,6.41086
2021-06-23,5.81071
2021-06-24,5.45162
2021-06-25,5.00966
2021-06-26,2.97315
2021-06-27,3.19413
2021-06-28,6.85784
2021-06-29,5.99653
2021-06-30,5.72784
2021-07-01,5.89106
2021-07-02,4.76106
2021-07-03,2.89028
2021-07-04,3.29206
2021-07-05,6.80009
2021-07-06,5.63744
2021-07-07,5.27333
2021-07-08,5.34866
2021-07-09,4.45722
2021-07-10,2.85262
2021-07-11,3.164
2021-07-12,6.43849
