date,취득세
2020-11-15,0.58263
2020-11-16,1.06218
2020-11-17,1.02633
2020-11-18,0.99496
2020-11-19,1.12045
2020-11-20,0.97703
2020-11-21,0.70364
2020-11-22,0.68671
2020-11-23,1.0821
2020-11-24,1.09356
2020-11-25,1.03778
2020-11-26,0.99097
2020-11-27,0.93918
2020-11-28,0.69766
2020-11-29,0.68023
2020-11-30,1.11098
2020-12-01,0.96657
2020-12-02,0.87843
2020-12-03,0.91379
2020-12-04,0.80124
2020-12-05,0.69567
2020-12-06,0.62994
2020-12-07,1.0836
2020-12-08,0.97852
2020-12-09,0.98201
2020-12-10,1.00442
2020-12-11,0.95163
2020-12-12,0.73451
2020-12-13,0.62496
2020-12-14,1.03181
2020-12-15,0.93769
2020-12-16,0.94516
2020-12-17,1.25689
2020-12-18,1.13638
2020-12-19,0.79626
2020-12-20,0.75443
2020-12-21,1.10351
2020-12-22,1.01438
2020-12-23,0.9357
2020-12-24,0.79327
2020-12-25,0.57466
2020-12-26,0.65683
2020-12-27,0.68472
2020-12-28,1.06019
2020-12-29,1.02434
2020-12-30,0.92175
2020-12-31,0.72007
2021-01-01,0.55972
2021-01-02,0.68073
2021-01-03,0.62745
2021-01-04,1.06119
2021-01-05,0.9103
2021-01-06,0.82963
2021-01-07,0.79925
2021-01-08,0.73252
2021-01-09,0.64189
2021-01-10,0.69617
2021-01-11,0.99346
2021-01-12,0.92972
2021-01-13,0.93769
2021-01-14,0.95611
2021-01-15,0.90134
2021-01-16,0.67525
2021-01-17,0.66529
2021-01-18,1.04027
2021-01-19,1.0074
2021-01-20,0.98699
2021-01-21,0.94566
2021-01-22,0.86548
2021-01-23,0.77833
2021-01-24,0.78232
2021-01-25,1.04326
2021-01-26,0.98798
2021-01-27,0.99545
2021-01-28,0.95113
2021-01-29,0.8112
2021-01-30,0.67476
2021-01-31,0.64388
2021-02-01,0.89835
2021-02-02,0.862
2021-02-03,0.82415
2021-02-04,0.83461
2021-02-05,0.74746
2021-02-06,0.61998
2021-02-07,0.58462
2021-02-08,0.85104
2021-02-09,0.79875
2021-02-10,0.64786
2021-02-11,0.43772
2021-02-12,0.42975
2021-02-13,0.48901
2021-02-14,0.53731
2021-02-15,1.14236
2021-02-16,1.16726
2021-02-17,1.07015
2021-02-18,1.03579
2021-02-19,0.87942
2021-02-20,0.74049
2021-02-21,0.67376
2021-02-22,1.01438
2021-02-23,0.95064
2021-02-24,0.86996
2021-02-25,0.85751
2021-02-26,0.79377
2021-02-27,0.60006
2021-02-28,0.55922
2021-03-01,0.78282
2021-03-02,0.94068
2021-03-03,0.89237
2021-03-04,0.90731
2021-03-05,0.78381
2021-03-06,0.60902
2021-03-07,0.60305
2021-03-08,0.89287
2021-03-09,0.82664
2021-03-10,0.84158
2021-03-11,0.87395
2021-03-12,0.79626
2021-03-13,0.61101
2021-03-14,0.65733
2021-03-15,1.11945
2021-03-16,1.27731
2021-03-17,1.0333
2021-03-18,0.99047
2021-03-19,0.94167
2021-03-20,0.70165
2021-03-21,0.66031
2021-03-22,1.09754
2021-03-23,0.95113
2021-03-24,0.88341
2021-03-25,0.93619
2021-03-26,0.84706
2021-03-27,0.60803
2021-03-28,0.61251
2021-03-29,0.9596
2021-03-30,0.8844
2021-03-31,0.83112
2021-04-01,0.81021
2021-04-02,0.7136
2021-04-03,0.55076
2021-04-04,0.50793
2021-04-05,0.8371
2021-04-06,0.82664
2021-04-07,0.77286
2021-04-08,0.7619
2021-04-09,0.74995
2021-04-10,0.51739
2021-04-11,0.49548
2021-04-12,0.86946
2021-04-13,0.87046
2021-04-14,0.85054
2021-04-15,0.79925
2021-04-16,0.77585
2021-04-17,0.58363
2021-04-18,0.54678
2021-04-19,0.96657
2021-04-20,0.99097
2021-04-21,0.92225
2021-04-22,0.80124
2021-04-23,0.73103
2021-04-24,0.59259
2021-04-25,0.56769
2021-04-26,0.95362
2021-04-27,0.89536
2021-04-28,0.86249
2021-04-29,0.81718
2021-04-30,0.74597
2021-05-01,0.49648
2021-05-02,0.47108
2021-05-03,0.78033
2021-05-04,0.74646
2021-05-05,0.53084
2021-05-06,0.74995
2021-05-07,0.64288
2021-05-08,0.56321
2021-05-09,0.4671
2021-05-10,0.8356
2021-05-11,0.80074
2021-05-12,0.76937
2021-05-13,0.76887
2021-05-14,0.7131
2021-05-15,0.54528
2021-05-16,0.5413
2021-05-17,0.90681
2021-05-18,0.79228
2021-05-19,0.62496
2021-05-20,0.94864
2021-05-21,0.77136
2021-05-22,0.5149
2021-05-23,0.56122
2021-05-24,0.96458
2021-05-25,0.93968
2021-05-26,0.88142
2021-05-27,0.9845
2021-05-28,0.80323
2021-05-29,0.55723
2021-05-30,0.56869
2021-05-31,1.01537
2021-06-01,0.95163
2021-06-02,0.84755
2021-06-03,0.80772
2021-06-04,0.7878
2021-06-05,0.57865
2021-06-06,0.491
2021-06-07,0.91926
2021-06-08,0.9342
2021-06-09,0.82415
2021-06-10,0.80323
2021-06-11,0.72157
2021-06-12,0.55922
2021-06-13,0.47009
2021-06-14,0.77634
2021-06-15,0.81967
2021-06-16,0.80572
2021-06-17,0.85602
2021-06-18,0.80871
2021-06-19,0.65384
2021-06-20,0.49748
2021-06-21,0.93271
2021-06-22,0.85702
2021-06-23,0.78132
2021-06-24,0.79029
2021-06-25,0.67924
2021-06-26,0.4915
2021-06-27,0.47955
2021-06-28,0.84307
2021-06-29,0.82714
2021-06-30,0.76688
2021-07-01,0.68969
2021-07-02,0.68621
2021-07-03,0.54578
2021-07-04,0.48204
2021-07-05,0.8122
2021-07-06,0.7624
2021-07-07,0.81369
2021-07-08,0.80473
2021-07-09,0.71609
2021-07-10,0.57466
2021-07-11,0.52188
2021-07-12,0.84257
2021-07-13,0.81568
2021-07-14,0.81668
2021-07-15,0.78829
2021-07-16,0.79726
2021-07-17,0.57068
2021-07-18,0.58661
2021-07-19,0.89387
2021-07-20,0.84158
2021-07-21,0.81817
2021-07-22,0.81768
2021-07-23,0.69467
2021-07-24,0.51341
2021-07-25,0.47258
2021-07-26,0.76788
2021-07-27,0.80921
2021-07-28,0.77535
2021-07-29,0.74746
2021-07-30,0.73551
2021-07-31,0.53482
2021-08-01,0.48353
2021-08-02,0.80672
2021-08-03,0.77236
2021-08-04,0.78132
2021-08-05,0.76638
2021-08-06,0.79078
2021-08-07,0.64986
2021-08-08,0.614
2021-08-09,0.91279
2021-08-10,1.07364
2021-08-11,1.23996
2021-08-12,1.0089
2021-08-13,0.91379
2021-08-14,0.64239
2021-08-15,0.52586
2021-08-16,0.74298
2021-08-17,0.95163
2021-08-18,0.92076
2021-08-19,1.00243
2021-08-20,0.94615
2021-08-21,0.60803
2021-08-22,0.60952
2021-08-23,0.94167
2021-08-24,0.9103
2021-08-25,0.95163
2021-08-26,0.94416
2021-08-27,0.82465
2021-08-28,0.62645
2021-08-29,0.6135
2021-08-30,0.96159
2021-08-31,0.93171
2021-09-01,0.82017
2021-09-02,0.80274
2021-09-03,0.75393
2021-09-04,0.58661
2021-09-05,0.55873
2021-09-06,0.82714
2021-09-07,0.84457
2021-09-08,0.76788
2021-09-09,0.7619
2021-09-10,0.68023
2021-09-11,0.58412
2021-09-12,0.51092
2021-09-13,0.79427
2021-09-14,0.77037
2021-09-15,0.75194
2021-09-16,0.74995
2021-09-17,0.67476
2021-09-18,0.45764
2021-09-19,0.37896
2021-09-20,0.40535
2021-09-21,0.41531
2021-09-22,0.49449
2021-09-23,0.85204
2021-09-24,0.82465
2021-09-25,0.59607
2021-09-26,0.56371
2021-09-27,0.94366
2021-09-28,0.97354
2021-09-29,0.87544
2021-09-30,0.89785
2021-10-01,0.71908
2021-10-02,0.56271
2021-10-03,0.53532
2021-10-04,0.71459
2021-10-05,0.9601
2021-10-06,0.8356
2021-10-07,0.79825
2021-10-08,0.79427
2021-10-09,0.52785
2021-10-10,0.52038
2021-10-11,0.62645
2021-10-12,0.89586
2021-10-13,0.84656
2021-10-14,0.82913
2021-10-15,0.74846
2021-10-16,0.50893
2021-10-17,0.44569
2021-10-18,0.71609
2021-10-19,0.7624
2021-10-20,0.77585
2021-10-21,0.75344
2021-10-22,0.66928
2021-10-23,0.52686
2021-10-24,0.47805
2021-10-25,0.81568
2021-10-26,0.79278
2021-10-27,0.79626
2021-10-28,0.7873
2021-10-29,0.65982
2021-10-30,0.50096
2021-10-31,0.45764
2021-11-01,0.75095
2021-11-02,0.69019
2021-11-03,0.67874
2021-11-04,0.64488
2021-11-05,0.58064
2021-11-06,0.44021
2021-11-07,0.44071
2021-11-08,0.74348
2021-11-09,0.70812
2021-11-10,0.67725
2021-11-11,0.64139
2021-11-12,0.5652
2021-11-13,0.44867
2021-11-14,0.46262
2021-11-15,0.77833
2021-11-16,0.72655
2021-11-17,0.69218
2021-11-18,0.66878
2021-11-19,0.6399
2021-11-20,0.44718
2021-11-21,0.48403
2021-11-22,0.81568
2021-11-23,0.85004
2021-11-24,0.81519
2021-11-25,0.74696
2021-11-26,0.76788
2021-11-27,0.53482
2021-11-28,0.52287
2021-11-29,0.9108
2021-11-30,0.88092
2021-12-01,0.79029
2021-12-02,0.69517
2021-12-03,0.6135
2021-12-04,0.47955
2021-12-05,0.51839
2021-12-06,0.87295
2021-12-07,0.9103
2021-12-08,0.82664
2021-12-09,0.83112
2021-12-10,0.65982
2021-12-11,0.5408
2021-12-12,0.50246
2021-12-13,0.79776
2021-12-14,0.77186
2021-12-15,0.75642
2021-12-16,0.74397
2021-12-17,0.64239
2021-12-18,0.41033
2021-12-19,0.49548
2021-12-20,0.79178
2021-12-21,0.75792
2021-12-22,0.72306
2021-12-23,0.72007
2021-12-24,0.55275
2021-12-25,0.38892
2021-12-26,0.40784
2021-12-27,0.74447
2021-12-28,0.70414
2021-12-29,1.01438
2021-12-30,0.84158
2021-12-31,0.58014
2022-01-01,0.39688
2022-01-02,0.47805
2022-01-03,0.77535
2022-01-04,0.74248
2022-01-05,0.72455
2022-01-06,0.76489
2022-01-07,0.66031
2022-01-08,0.49598
2022-01-09,0.55225
2022-01-10,0.84506
2022-01-11,0.79128
2022-01-12,0.77286
2022-01-13,0.79676
2022-01-14,0.7136
2022-01-15,0.56819
2022-01-16,0.5647
2022-01-17,0.73999
2022-01-18,0.68372
2022-01-19,0.68969
2022-01-20,0.67177
2022-01-21,0.62695
2022-01-22,0.49449
2022-01-23,0.55175
2022-01-24,0.73003
2022-01-25,0.67824
2022-01-26,0.69019
2022-01-27,0.65434
2022-01-28,0.55972
2022-01-29,0.39589
2022-01-30,0.38593
2022-01-31,0.36153
2022-02-01,0.37995
2022-02-02,0.44071
2022-02-03,0.76041
2022-02-04,0.70961
2022-02-05,0.54528
2022-02-06,0.53582
2022-02-07,0.75891
2022-02-08,0.74298
2022-02-09,0.82315
2022-02-10,0.75792
2022-02-11,0.65533
2022-02-12,0.52337
2022-02-13,0.48204
2022-02-14,0.75692
2022-02-15,0.72655
2022-02-16,0.68272
2022-02-17,0.72655
2022-02-18,0.70961
2022-02-19,0.48154
2022-02-20,0.46162
2022-02-21,0.72157
2022-02-22,0.76589
2022-02-23,0.68671
2022-02-24,0.64338
2022-02-25,0.57068
2022-02-26,0.40734
2022-02-27,0.44469
2022-02-28,0.60006
2022-03-01,0.4412
2022-03-02,0.57367
2022-03-03,0.5911
2022-03-04,0.56869
2022-03-05,0.42178
2022-03-06,0.45067
2022-03-07,0.63243
2022-03-08,0.55574
2022-03-09,0.41232
2022-03-10,0.87345
2022-03-11,0.74796
2022-03-12,0.55126
2022-03-13,0.55673
2022-03-14,0.85602
2022-03-15,0.83759
2022-03-16,0.82913
2022-03-17,0.70414
2022-03-18,0.68322
2022-03-19,0.55474
2022-03-20,0.52437
2022-03-21,0.78082
2022-03-22,0.77087
2022-03-23,0.85054
2022-03-24,0.83311
2022-03-25,0.69119
2022-03-26,0.56869
2022-03-27,0.52188
2022-03-28,0.7868
2022-03-29,0.73252
2022-03-30,0.73451
2022-03-31,0.86598
2022-04-01,0.77983
2022-04-02,0.50843
2022-04-03,0.5159
2022-04-04,0.85303
2022-04-05,0.80274
2022-04-06,0.7868
2022-04-07,0.69617
2022-04-08,0.63791
2022-04-09,0.50943
2022-04-10,0.51939
2022-04-11,0.73451
2022-04-12,0.74696
2022-04-13,0.7141
2022-04-14,0.69916
2022-04-15,0.62048
2022-04-16,0.43423
2022-04-17,0.43423
2022-04-18,0.77585
2022-04-19,0.76987
2022-04-20,0.83809
2022-04-21,0.69119
2022-04-22,0.65583
2022-04-23,0.42079
2022-04-24,0.43622
2022-04-25,0.80821
2022-04-26,0.75244
2022-04-27,0.69069
2022-04-28,0.62247
2022-04-29,0.58064
2022-04-30,0.39888
2022-05-01,0.42577
2022-05-02,0.6135
2022-05-03,0.87992
2022-05-04,0.95811
2022-05-05,0.49001
2022-05-06,0.59607
2022-05-07,0.42626
2022-05-08,0.41879
2022-05-09,0.95611
2022-05-10,1.17273
2022-05-11,1.04525
2022-05-12,1.22901
2022-05-13,1.30071
2022-05-14,0.70015
2022-05-15,0.55922
2022-05-16,1.09555
2022-05-17,1.05919
2022-05-18,0.94466
2022-05-19,0.88341
2022-05-20,0.79377
2022-05-21,0.46112
2022-05-22,0.4656
2022-05-23,0.87544
2022-05-24,0.85652
2022-05-25,0.83361
2022-05-26,0.79726
2022-05-27,0.68223
2022-05-28,0.40186
2022-05-29,0.41979
2022-05-30,1.28279
2022-05-31,0.85951
2022-06-01,0.4666
2022-06-02,0.66579
2022-06-03,0.58711
2022-06-04,0.39639
2022-06-05,0.35854
2022-06-06,0.47507
2022-06-07,0.67426
2022-06-08,0.6648
2022-06-09,0.65782
2022-06-10,0.55972
2022-06-11,0.40087
2022-06-12,0.43523
2022-06-13,0.65882
2022-06-14,0.66778
2022-06-15,0.61848
2022-06-16,0.73053
2022-06-17,0.58363
2022-06-18,0.38095
2022-06-19,0.37696
2022-06-20,0.67227
2022-06-21,3.02571
2022-06-22,1.21656
2022-06-23,0.74198
2022-06-24,0.5911
2022-06-25,0.38792
2022-06-26,0.43473
2022-06-27,0.62297
2022-06-28,0.58861
2022-06-29,0.57914
2022-06-30,0.69916
2022-07-01,0.57217
2022-07-02,0.39788
2022-07-03,0.35256
2022-07-04,0.61151
2022-07-05,0.64537
2022-07-06,0.52636
2022-07-07,0.51042
2022-07-08,0.49698
2022-07-09,0.33812
2022-07-10,0.36551
2022-07-11,0.72256
2022-07-12,0.614
2022-07-13,0.5906
2022-07-14,0.6399
2022-07-15,0.56371
2022-07-16,0.3436
2022-07-17,0.34161
2022-07-18,0.66878
2022-07-19,0.60404
2022-07-20,0.56819
2022-07-21,0.83212
2022-07-22,0.74547
2022-07-23,0.40186
2022-07-24,0.46112
2022-07-25,0.72555
2022-07-26,0.62247
2022-07-27,0.9347
2022-07-28,1.25291
2022-07-29,0.79228
2022-07-30,0.48801
2022-07-31,0.51192
2022-08-01,0.78232
2022-08-02,0.64488
2022-08-03,0.63243
2022-08-04,0.58512
2022-08-05,0.56022
2022-08-06,0.40336
2022-08-07,0.40435
2022-08-08,0.61201
2022-08-09,0.59408
2022-08-10,0.63442
2022-08-11,0.57914
2022-08-12,0.58761
2022-08-13,0.35904
2022-08-14,0.35007
2022-08-15,0.45664
2022-08-16,0.75443
2022-08-17,0.70912
2022-08-18,0.72007
2022-08-19,0.60105
2022-08-20,0.39987
2022-08-21,0.39589
2022-08-22,0.65932
2022-08-23,0.7126
2022-08-24,0.65135
2022-08-25,0.62745
2022-08-26,0.61898
2022-08-27,0.40884
2022-08-28,0.35107
2022-08-29,0.61848
2022-08-30,0.67227
2022-08-31,0.614
2022-09-01,0.5662
2022-09-02,0.50246
2022-09-03,0.37995
2022-09-04,0.41879
2022-09-05,0.56122
2022-09-06,0.5408
2022-09-07,0.53482
2022-09-08,0.40535
2022-09-09,0.27836
2022-09-10,0.28683
2022-09-11,0.31173
2022-09-12,0.39788
2022-09-13,0.68621
2022-09-14,0.71957
2022-09-15,0.6877
2022-09-16,0.66778
2022-09-17,0.4183
2022-09-18,0.40186
2022-09-19,0.70663
2022-09-20,0.62695
2022-09-21,1.45559
2022-09-22,1.06467
2022-09-23,0.71559
2022-09-24,0.44519
2022-09-25,0.45813
2022-09-26,0.7863
2022-09-27,0.75642
2022-09-28,0.72356
2022-09-29,0.7126
2022-09-30,0.65035
2022-10-01,0.50694
2022-10-02,0.45116
2022-10-03,0.57815
2022-10-04,0.81369
2022-10-05,0.80772
2022-10-06,0.80722
2022-10-07,0.65533
2022-10-08,0.46062
2022-10-09,0.43871
2022-10-10,0.58014
2022-10-11,0.84905
2022-10-12,0.84457
2022-10-13,0.84307
2022-10-14,0.81519
2022-10-15,0.56122
2022-10-16,0.50843
2022-10-17,0.75991
2022-10-18,0.79726
2022-10-19,0.80572
2022-10-20,0.7614
2022-10-21,0.67127
2022-10-22,0.46361
2022-10-23,0.43423
2022-10-24,0.7858
2022-10-25,0.73899
2022-10-26,0.75642
2022-10-27,0.86249
2022-10-28,0.71609
2022-10-29,0.53233
2022-10-30,0.35505
2022-10-31,0.73451
2022-11-01,0.74298
2022-11-02,0.74148
2022-11-03,0.69467
2022-11-04,0.62197
2022-11-05,0.4427
2022-11-06,0.44768
2022-11-07,0.76887
2022-11-08,0.77236
2022-11-09,0.7126
2022-11-10,1.81562
2022-11-11,0.97055
2022-11-12,0.56171
2022-11-13,0.55225
2022-11-14,0.94615
2022-11-15,0.95711
2022-11-16,0.85004
2022-11-17,0.76091
2022-11-18,0.69368
2022-11-19,0.4666
2022-11-20,0.54379
2022-11-21,0.86349
2022-11-22,0.89287
2022-11-23,0.7863
2022-11-24,0.71011
2022-11-25,0.69617
2022-11-26,0.48154
2022-11-27,0.50644
2022-11-28,0.74248
2022-11-29,0.74348
2022-11-30,0.70165
2022-12-01,0.75443
2022-12-02,0.6892
2022-12-03,0.36551
2022-12-04,0.44967
2022-12-05,0.72256
2022-12-06,0.73252
2022-12-07,0.76937
2022-12-08,0.81369
2022-12-09,0.75792
2022-12-10,0.48552
2022-12-11,0.54379
2022-12-12,0.94366
2022-12-13,0.88191
2022-12-14,3.46493
2022-12-15,2.08354
2022-12-16,1.34952
2022-12-17,0.738
2022-12-18,0.79078
2022-12-19,1.1822
2022-12-20,1.29324
2022-12-21,4.19297
2022-12-22,2.28123
2022-12-23,1.39135
2022-12-24,0.85951
2022-12-25,0.88689
2022-12-26,1.34902
2022-12-27,1.12792
2022-12-28,1.03828
2022-12-29,0.91926
2022-12-30,0.85951
2022-12-31,0.5911
2023-01-01,0.72206
2023-01-02,1.23399
2023-01-03,1.45559
2023-01-04,1.46604
2023-01-05,1.24195
2023-01-06,1.08061
2023-01-07,0.78879
2023-01-08,0.78929
2023-01-09,1.28777
2023-01-10,1.09704
2023-01-11,1.11397
2023-01-12,1.28428
2023-01-13,0.97553
2023-01-14,0.70115
2023-01-15,0.75792
2023-01-16,1.03977
2023-01-17,0.99844
2023-01-18,0.94964
2023-01-19,0.80821
2023-01-20,0.71908
2023-01-21,0.46959
2023-01-22,0.48901
2023-01-23,0.50793
2023-01-24,0.62247
2023-01-25,1.01039
2023-01-26,1.02732
2023-01-27,0.96508
2023-01-28,0.81867
2023-01-29,0.70513
2023-01-30,1.09405
2023-01-31,1.0323
2023-02-01,0.97504
2023-02-02,1.03579
2023-02-03,0.90532
2023-02-04,0.75045
2023-02-05,0.7136
2023-02-06,1.09107
2023-02-07,1.0587
2023-02-08,0.97703
2023-02-09,1.54572
2023-02-10,1.10302
2023-02-11,0.74248
2023-02-12,0.79228
2023-02-13,1.3276
2023-02-14,1.13439
2023-02-15,1.15132
2023-02-16,1.05919
2023-02-17,1.01139
2023-02-18,0.71908
2023-02-19,0.64388
2023-02-20,1.06019
2023-02-21,0.9835
2023-02-22,0.98848
2023-02-23,0.99147
2023-02-24,0.92325
2023-02-25,0.62097
2023-02-26,0.63442
2023-02-27,1.45907
2023-02-28,1.41376
2023-03-01,0.99844
2023-03-02,1.28428
2023-03-03,1.12144
2023-03-04,0.81568
2023-03-05,0.74148
2023-03-06,1.12543
2023-03-07,1.5248
2023-03-08,1.17871
2023-03-09,1.0572
2023-03-10,0.92026
2023-03-11,0.7375
2023-03-12,0.65982
2023-03-13,1.12493
2023-03-14,1.27133
2023-03-15,1.14285
2023-03-16,1.07712
2023-03-17,1.0338
2023-03-18,0.73103
2023-03-19,0.6643
2023-03-20,1.10401
2023-03-21,1.11248
2023-03-22,1.02932
2023-03-23,1.08509
2023-03-24,0.94466
2023-03-25,0.67426
2023-03-26,0.62297
2023-03-27,1.08658
2023-03-28,1.09306
2023-03-29,0.96408
2023-03-30,0.87893
2023-03-31,0.80423
2023-04-01,0.57416
2023-04-02,0.55574
2023-04-03,0.89536
2023-04-04,0.91627
2023-04-05,0.88988
2023-04-06,0.81867
2023-04-07,0.77535
2023-04-08,0.58363
2023-04-09,0.53184
2023-04-10,0.90881
2023-04-11,0.90681
2023-04-12,0.84755
2023-04-13,0.88241
2023-04-14,0.85652
2023-04-15,0.63641
2023-04-16,0.614
2023-04-17,0.97902
2023-04-18,0.93271
2023-04-19,0.85552
2023-04-20,0.90532
2023-04-21,0.74846
2023-04-22,0.56968
2023-04-23,0.53632
2023-04-24,0.94914
2023-04-25,0.90233
2023-04-26,0.85801
2023-04-27,0.77833
2023-04-28,0.71559
2023-04-29,0.54229
2023-04-30,0.47009
2023-05-01,0.66181
2023-05-02,0.80722
2023-05-03,0.77784
2023-05-04,0.69318
2023-05-05,0.47805
2023-05-06,0.50544
2023-05-07,0.45465
2023-05-08,0.81718
2023-05-09,0.87992
2023-05-10,0.85303
2023-05-11,0.81568
2023-05-12,0.72306
2023-05-13,0.47855
2023-05-14,0.45863
2023-05-15,0.83809
2023-05-16,0.85204
2023-05-17,0.79975
2023-05-18,0.74148
2023-05-19,0.74995
2023-05-20,0.49847
2023-05-21,0.44818
2023-05-22,0.83759
2023-05-23,0.82116
2023-05-24,0.75891
2023-05-25,0.77585
2023-05-26,0.64936
2023-05-27,0.45216
2023-05-28,0.45316
2023-05-29,0.53831
