date,하나은행환전
2023-05-29,30.67807
2023-05-30,55.89203
2023-05-31,46.54377
2023-06-01,50.8229
2023-06-02,50.23041
2023-06-03,23.23897
2023-06-04,28.43976
2023-06-05,67.54443
2023-06-06,26.72811
2023-06-07,55.2337
2023-06-08,58.8545
2023-06-09,70.11191
2023-06-10,30.67807
2023-06-11,31.5339
2023-06-12,69.71691
2023-06-13,86.37261
2023-06-14,81.23765
2023-06-15,69.05859
2023-06-16,73.79855
2023-06-17,32.71889
2023-06-18,38.973
2023-06-19,93.87755
2023-06-20,80.11849
2023-06-21,72.41606
2023-06-22,75.18104
2023-06-23,70.96774
2023-06-24,25.14812
2023-06-25,35.22053
2023-06-26,84.39763
2023-06-27,76.16853
2023-06-28,74.72021
2023-06-29,62.27781
2023-06-30,57.80118
2023-07-01,25.54312
2023-07-02,36.07636
2023-07-03,86.43844
2023-07-04,100.0
2023-07-05,86.43844
2023-07-06,67.2811
2023-07-07,60.23699
2023-07-08,22.31731
2023-07-09,32.12639
2023-07-10,72.81105
2023-07-11,70.77024
2023-07-12,68.92692
2023-07-13,73.46938
2023-07-14,59.71033
2023-07-15,26.00394
2023-07-16,32.06056
2023-07-17,77.88018
2023-07-18,68.33443
2023-07-19,67.01777
2023-07-20,60.69782
2023-07-21,50.09874
2023-07-22,21.39565
2023-07-23,28.90059
2023-07-24,78.60434
2023-07-25,67.2811
2023-07-26,60.50032
2023-07-27,60.82949
2023-07-28,53.91705
2023-07-29,26.46477
2023-07-30,28.24226
2023-07-31,96.44502
2023-08-01,76.82685
2023-08-02,60.50032
2023-08-03,58.26201
2023-08-04,53.58788
2023-08-05,19.81566
2023-08-06,28.04476
2023-08-07,62.67281
2023-08-08,51.28373
2023-08-09,55.8262
2023-08-10,51.6129
2023-08-11,55.29953
2023-08-12,20.34233
2023-08-13,31.00724
2023-08-14,64.97695
2023-08-15,32.65306
2023-08-16,65.56945
2023-08-17,59.97366
2023-08-18,56.08953
2023-08-19,20.40816
2023-08-20,25.08229
2023-08-21,67.0836
2023-08-22,59.447
2023-08-23,49.44042
2023-08-24,57.01119
2023-08-25,53.98288
2023-08-26,22.64647
2023-08-27,25.27978
2023-08-28,60.96115
2023-08-29,51.6129
2023-08-30,45.02962
2023-08-31,49.90125
2023-09-01,45.88545
2023-09-02,19.42067
2023-09-03,26.59644
2023-09-04,65.89861
2023-09-05,55.16787
2023-09-06,46.14878
2023-09-07,46.67544
2023-09-08,42.85714
2023-09-09,15.53653
2023-09-10,21.46148
2023-09-11,58.39368
2023-09-12,52.20539
2023-09-13,45.22712
2023-09-14,45.29295
2023-09-15,49.44042
2023-09-16,16.26069
2023-09-17,23.76563
2023-09-18,65.17445
2023-09-19,75.9052
2023-09-20,57.80118
2023-09-21,49.37458
2023-09-22,46.14878
2023-09-23,16.72152
2023-09-24,25.01645
2023-09-25,68.26859
2023-09-26,57.93285
2023-09-27,53.52205
2023-09-28,12.44239
2023-09-29,12.44239
2023-09-30,12.90322
2023-10-01,15.8657
2023-10-02,20.67149
2023-10-03,28.17643
2023-10-04,63.00197
2023-10-05,55.36537
2023-10-06,47.07044
2023-10-07,15.60236
2023-10-08,14.94404
2023-10-09,27.3206
2023-10-10,55.76036
2023-10-11,54.18038
2023-10-12,53.19289
2023-10-13,40.22383
2023-10-14,14.54904
2023-10-15,20.73732
2023-10-16,55.36537
2023-10-17,44.04213
2023-10-18,44.10796
2023-10-19,42.92297
2023-10-20,41.07965
2023-10-21,14.02238
2023-10-22,19.35483
2023-10-23,49.57208
2023-10-24,55.29953
2023-10-25,44.96379
2023-10-26,39.63133
2023-10-27,37.72218
2023-10-28,13.23238
2023-10-29,17.84068
2023-10-30,47.5971
2023-10-31,43.5813
2023-11-01,49.90125
2023-11-02,61.61948
2023-11-03,80.25016
2023-11-04,30.48057
2023-11-05,33.44305
2023-11-06,83.7393
2023-11-07,66.22778
2023-11-08,62.8703
2023-11-09,53.06122
2023-11-10,47.53127
2023-11-11,17.77485
2023-11-12,25.34562
2023-11-13,52.79789
2023-11-14,50.55957
2023-11-15,62.08031
2023-11-16,61.22448
2023-11-17,51.48123
2023-11-18,17.64318
2023-11-19,25.47728
2023-11-20,57.93285
2023-11-21,55.95786
2023-11-22,47.2021
2023-11-23,46.21461
2023-11-24,43.9763
2023-11-25,17.77485
2023-11-26,23.37063
2023-11-27,50.23041
2023-11-28,51.2179
2023-11-29,45.62211
2023-11-30,46.60961
2023-12-01,45.35878
2023-12-02,18.36734
2023-12-03,23.43647
2023-12-04,52.92955
2023-12-05,55.2337
2023-12-06,47.26793
2023-12-07,49.37458
2023-12-08,48.58459
2023-12-09,19.81566
2023-12-10,26.39894
2023-12-11,57.01119
2023-12-12,52.86372
2023-12-13,44.43712
2023-12-14,54.64121
2023-12-15,44.37129
2023-12-16,19.55233
2023-12-17,26.66227
2023-12-18,63.13364
2023-12-19,48.38709
2023-12-20,44.96379
2023-12-21,43.91046
2023-12-22,48.38709
2023-12-23,19.289
2023-12-24,17.57735
2023-12-25,26.59644
2023-12-26,69.78275
2023-12-27,56.15536
2023-12-28,60.17116
2023-12-29,52.27123
2023-12-30,19.0915
2023-12-31,19.0915
2024-01-01,29.49308
2024-01-02,65.10862
2024-01-03,59.31533
2024-01-04,65.24028
2024-01-05,59.38117
2024-01-06,24.95062
2024-01-07,32.12639
2024-01-08,65.43778
2024-01-09,57.34035
2024-01-10,63.00197
2024-01-11,67.2811
2024-01-12,63.92363
2024-01-13,22.77814
2024-01-14,30.61224
2024-01-15,73.33772
2024-01-16,60.96115
2024-01-17,63.59447
2024-01-18,69.84858
2024-01-19,69.45358
2024-01-20,25.60895
2024-01-21,34.29888
2024-01-22,77.74851
2024-01-23,64.05529
2024-01-24,62.93614
2024-01-25,59.97366
2024-01-26,61.09282
2024-01-27,23.8973
2024-01-28,35.28637
2024-01-29,70.57274
2024-01-30,62.34364
2024-01-31,60.03949
2024-02-01,60.03949
2024-02-02,58.26201
2024-02-03,24.75312
2024-02-04,30.80974
2024-02-05,79.26267
2024-02-06,79.85516
2024-02-07,66.22778
2024-02-08,61.68531
2024-02-09,20.07899
2024-02-10,23.43647
2024-02-11,27.7156
2024-02-12,39.30217
2024-02-13,91.24423
2024-02-14,71.4944
2024-02-15,67.93943
2024-02-16,59.842
2024-02-17,24.48979
2024-02-18,29.69058
2024-02-19,65.37195
2024-02-20,57.34035
2024-02-21,53.45622
2024-02-22,59.6445
2024-02-23,56.02369
2024-02-24,20.67149
2024-02-25,28.50559
2024-02-26,66.03028
2024-02-27,53.19289
2024-02-28,51.8104
2024-02-29,49.44042
2024-03-01,21.19815
2024-03-02,18.82817
2024-03-03,22.77814
2024-03-04,59.052
2024-03-05,49.57208
2024-03-06,46.28044
2024-03-07,42.06714
2024-03-08,41.60631
2024-03-09,17.18235
2024-03-10,22.05398
2024-03-11,50.88874
2024-03-12,45.16129
2024-03-13,39.763
2024-03-14,41.21132
2024-03-15,34.89137
2024-03-16,12.90322
2024-03-17,20.27649
2024-03-18,40.61882
2024-03-19,39.1705
2024-03-20,43.31797
