date,자동차보험료비교
2020-03-20,6.8273
2020-03-21,3.07898
2020-03-22,3.48058
2020-03-23,7.63052
2020-03-24,7.36278
2020-03-25,9.63855
2020-03-26,10.17402
2020-03-27,8.70147
2020-03-28,5.48862
2020-03-29,3.07898
2020-03-30,10.7095
2020-03-31,11.64658
2020-04-01,11.64658
2020-04-02,10.7095
2020-04-03,12.71753
2020-04-04,8.16599
2020-04-05,6.29183
2020-04-06,14.72556
2020-04-07,9.63855
2020-04-08,9.10307
2020-04-09,8.29986
2020-04-10,9.63855
2020-04-11,5.22088
2020-04-12,5.08701
2020-04-13,11.64658
2020-04-14,8.29986
2020-04-15,5.89022
2020-04-16,9.10307
2020-04-17,10.7095
2020-04-18,8.03212
2020-04-19,6.29183
2020-04-20,9.63855
2020-04-21,12.71753
2020-04-22,8.43373
2020-04-23,12.71753
2020-04-24,9.37081
2020-04-25,5.62248
2020-04-26,8.03212
2020-04-27,8.83534
2020-04-28,9.77242
2020-04-29,8.70147
2020-04-30,6.29183
2020-05-01,9.77242
2020-05-02,3.34672
2020-05-03,6.02409
2020-05-04,8.16599
2020-05-05,6.96117
2020-05-06,15.12717
2020-05-07,11.24497
2020-05-08,10.57563
2020-05-09,6.55957
2020-05-10,6.96117
2020-05-11,12.18206
2020-05-12,10.04016
2020-05-13,11.78045
2020-05-14,13.11914
2020-05-15,10.04016
2020-05-16,5.08701
2020-05-17,5.35475
2020-05-18,11.24497
2020-05-19,12.71753
2020-05-20,12.98527
2020-05-21,10.44176
2020-05-22,7.89825
2020-05-23,5.35475
2020-05-24,7.22891
2020-05-25,10.97724
2020-05-26,11.11111
2020-05-27,10.44176
2020-05-28,8.29986
2020-05-29,7.22891
2020-05-30,3.88219
2020-05-31,5.35475
2020-06-01,12.31593
2020-06-02,12.31593
2020-06-03,8.5676
2020-06-04,7.36278
2020-06-05,8.5676
2020-06-06,2.5435
2020-06-07,4.01606
2020-06-08,10.84337
2020-06-09,11.24497
2020-06-10,10.30789
2020-06-11,12.04819
2020-06-12,11.78045
2020-06-13,6.4257
2020-06-14,6.02409
2020-06-15,10.97724
2020-06-16,7.63052
2020-06-17,8.5676
2020-06-18,9.37081
2020-06-19,8.70147
2020-06-20,4.41767
2020-06-21,4.81927
2020-06-22,10.44176
2020-06-23,9.63855
2020-06-24,9.23694
2020-06-25,9.37081
2020-06-26,8.70147
2020-06-27,3.61445
2020-06-28,5.08701
2020-06-29,9.63855
2020-06-30,12.71753
2020-07-01,9.37081
2020-07-02,12.58366
2020-07-03,8.16599
2020-07-04,4.6854
2020-07-05,3.48058
2020-07-06,9.77242
2020-07-07,9.23694
2020-07-08,8.5676
2020-07-09,8.70147
2020-07-10,7.36278
2020-07-11,5.75635
2020-07-12,5.62248
2020-07-13,10.84337
2020-07-14,11.24497
2020-07-15,8.96921
2020-07-16,8.29986
2020-07-17,9.37081
2020-07-18,6.02409
2020-07-19,4.95314
2020-07-20,10.30789
2020-07-21,8.16599
2020-07-22,8.96921
2020-07-23,7.76439
2020-07-24,8.70147
2020-07-25,5.75635
2020-07-26,5.75635
2020-07-27,8.96921
2020-07-28,9.37081
2020-07-29,7.76439
2020-07-30,8.29986
2020-07-31,6.55957
2020-08-01,5.35475
2020-08-02,5.89022
2020-08-03,8.5676
2020-08-04,8.43373
2020-08-05,8.5676
2020-08-06,9.10307
2020-08-07,8.70147
2020-08-08,4.95314
2020-08-09,4.95314
2020-08-10,7.63052
2020-08-11,7.22891
2020-08-12,8.29986
2020-08-13,8.03212
2020-08-14,10.7095
2020-08-15,6.29183
2020-08-16,5.48862
2020-08-17,7.09504
2020-08-18,9.90629
2020-08-19,10.97724
2020-08-20,11.37884
2020-08-21,7.76439
2020-08-22,5.35475
2020-08-23,5.35475
2020-08-24,8.83534
2020-08-25,12.44979
2020-08-26,10.57563
2020-08-27,8.16599
2020-08-28,7.89825
2020-08-29,5.22088
2020-08-30,7.63052
2020-08-31,9.10307
2020-09-01,8.16599
2020-09-02,10.7095
2020-09-03,8.16599
2020-09-04,5.75635
2020-09-05,4.01606
2020-09-06,6.15796
2020-09-07,10.57563
2020-09-08,7.49665
2020-09-09,7.89825
2020-09-10,8.5676
2020-09-11,7.89825
2020-09-12,4.6854
2020-09-13,3.88219
2020-09-14,8.16599
2020-09-15,12.98527
2020-09-16,9.23694
2020-09-17,6.29183
2020-09-18,6.29183
2020-09-19,4.95314
2020-09-20,5.48862
2020-09-21,8.96921
2020-09-22,14.9933
2020-09-23,7.63052
2020-09-24,9.90629
2020-09-25,6.96117
2020-09-26,2.40963
2020-09-27,3.88219
2020-09-28,8.70147
2020-09-29,9.10307
2020-09-30,4.14993
2020-10-01,4.14993
2020-10-02,2.5435
2020-10-03,3.07898
2020-10-04,5.08701
2020-10-05,12.31593
2020-10-06,12.58366
2020-10-07,8.16599
2020-10-08,6.96117
2020-10-09,5.35475
2020-10-10,3.34672
2020-10-11,6.15796
2020-10-12,10.7095
2020-10-13,17.93842
2020-10-14,8.96921
2020-10-15,8.29986
2020-10-16,8.83534
2020-10-17,3.61445
2020-10-18,4.6854
2020-10-19,10.97724
2020-10-20,8.16599
2020-10-21,10.97724
2020-10-22,9.23694
2020-10-23,5.48862
2020-10-24,3.88219
2020-10-25,4.41767
2020-10-26,10.04016
2020-10-27,9.63855
2020-10-28,8.03212
2020-10-29,8.83534
2020-10-30,5.48862
2020-10-31,3.74832
2020-11-01,5.22088
2020-11-02,5.89022
2020-11-03,9.90629
2020-11-04,7.76439
2020-11-05,6.8273
2020-11-06,6.02409
2020-11-07,5.62248
2020-11-08,5.62248
2020-11-09,9.90629
2020-11-10,7.22891
2020-11-11,8.43373
2020-11-12,6.8273
2020-11-13,8.03212
2020-11-14,2.81124
2020-11-15,4.95314
2020-11-16,10.04016
2020-11-17,7.49665
2020-11-18,9.90629
2020-11-19,6.96117
2020-11-20,8.16599
2020-11-21,3.88219
2020-11-22,7.09504
2020-11-23,10.30789
2020-11-24,8.70147
2020-11-25,10.30789
2020-11-26,10.84337
2020-11-27,9.23694
2020-11-28,4.81927
2020-11-29,7.09504
2020-11-30,10.57563
2020-12-01,11.11111
2020-12-02,11.78045
2020-12-03,9.63855
2020-12-04,8.83534
2020-12-05,5.89022
2020-12-06,5.89022
2020-12-07,12.18206
2020-12-08,14.5917
2020-12-09,11.78045
2020-12-10,9.63855
2020-12-11,8.29986
2020-12-12,6.96117
2020-12-13,6.69344
2020-12-14,10.30789
2020-12-15,9.90629
2020-12-16,9.23694
2020-12-17,9.63855
2020-12-18,9.23694
2020-12-19,4.81927
2020-12-20,4.81927
2020-12-21,9.50468
2020-12-22,10.57563
2020-12-23,8.29986
2020-12-24,10.30789
2020-12-25,4.2838
2020-12-26,6.69344
2020-12-27,4.81927
2020-12-28,9.50468
2020-12-29,12.18206
2020-12-30,8.29986
2020-12-31,8.16599
2021-01-01,4.2838
2021-01-02,6.69344
2021-01-03,8.70147
2021-01-04,14.32396
2021-01-05,15.52878
2021-01-06,11.11111
2021-01-07,10.57563
2021-01-08,8.29986
2021-01-09,5.48862
2021-01-10,5.22088
2021-01-11,10.97724
2021-01-12,9.90629
2021-01-13,12.71753
2021-01-14,12.71753
2021-01-15,10.7095
2021-01-16,8.03212
2021-01-17,6.15796
2021-01-18,9.37081
2021-01-19,12.31593
2021-01-20,8.43373
2021-01-21,10.30789
2021-01-22,11.37884
2021-01-23,6.96117
2021-01-24,5.75635
2021-01-25,10.44176
2021-01-26,11.51271
2021-01-27,11.37884
2021-01-28,11.37884
2021-01-29,7.63052
2021-01-30,6.8273
2021-01-31,5.62248
2021-02-01,10.7095
2021-02-02,10.04016
2021-02-03,11.51271
2021-02-04,7.49665
2021-02-05,9.50468
2021-02-06,5.35475
2021-02-07,7.22891
2021-02-08,10.84337
2021-02-09,8.83534
2021-02-10,8.83534
2021-02-11,5.75635
2021-02-12,5.22088
2021-02-13,4.6854
2021-02-14,5.75635
2021-02-15,14.5917
2021-02-16,9.63855
2021-02-17,10.04016
2021-02-18,12.58366
2021-02-19,8.70147
2021-02-20,4.14993
2021-02-21,6.69344
2021-02-22,15.26104
2021-02-23,12.58366
2021-02-24,10.84337
2021-02-25,13.52074
2021-02-26,10.04016
2021-02-27,8.03212
2021-02-28,5.22088
2021-03-01,7.89825
2021-03-02,12.58366
2021-03-03,11.78045
2021-03-04,11.64658
2021-03-05,8.70147
2021-03-06,5.62248
2021-03-07,5.35475
2021-03-08,12.8514
2021-03-09,10.44176
2021-03-10,10.04016
2021-03-11,12.44979
2021-03-12,9.37081
2021-03-13,4.6854
2021-03-14,5.62248
2021-03-15,12.8514
2021-03-16,9.90629
2021-03-17,11.24497
2021-03-18,9.10307
2021-03-19,7.89825
2021-03-20,6.15796
2021-03-21,7.09504
2021-03-22,9.23694
2021-03-23,8.96921
2021-03-24,9.23694
2021-03-25,9.90629
2021-03-26,7.22891
2021-03-27,5.08701
2021-03-28,6.8273
2021-03-29,10.84337
2021-03-30,10.84337
2021-03-31,8.83534
2021-04-01,6.96117
2021-04-02,7.36278
2021-04-03,6.69344
2021-04-04,4.6854
2021-04-05,9.37081
2021-04-06,8.96921
2021-04-07,8.70147
2021-04-08,9.63855
2021-04-09,9.90629
2021-04-10,4.55153
