date,흉상제작
2020-03-20,14.28571
2020-03-21,10.92436
2020-03-23,5.04201
2020-03-24,5.88235
2020-03-25,6.72268
2020-03-26,9.24369
2020-03-27,7.56302
2020-03-28,8.40336
2020-04-01,4.20168
2020-04-02,6.72268
2020-04-03,10.92436
2020-04-05,4.20168
2020-04-06,16.80672
2020-04-14,4.20168
2020-04-17,4.20168
2020-04-28,4.20168
2020-05-02,5.04201
2020-05-04,4.20168
2020-05-05,52.94117
2020-05-06,5.88235
2020-05-07,4.20168
2020-05-08,5.04201
2020-05-09,74.78991
2020-05-11,4.20168
2020-05-12,22.68907
2020-05-13,43.69747
2020-05-14,10.08403
2020-05-15,10.08403
2020-05-16,15.96638
2020-05-17,4.20168
2020-05-18,15.96638
2020-05-19,21.0084
2020-05-20,8.40336
2020-05-21,27.73109
2020-05-22,12.60504
2020-05-23,10.08403
2020-05-24,16.80672
2020-05-25,15.96638
2020-05-26,15.12605
2020-05-27,11.7647
2020-05-28,4.20168
2020-05-31,4.20168
2020-06-01,5.88235
2020-06-02,4.20168
2020-06-04,5.04201
2020-06-06,21.84873
2020-06-08,7.56302
2020-06-09,59.66386
2020-06-10,62.18487
2020-06-11,71.42857
2020-06-12,6.72268
2020-06-13,4.20168
2020-06-15,10.08403
2020-06-16,7.56302
2020-06-17,9.24369
2020-06-18,5.04201
2020-06-19,76.47058
2020-06-20,5.04201
2020-06-21,4.20168
2020-06-22,18.48739
2020-06-23,10.08403
2020-06-25,16.80672
2020-06-26,5.04201
2020-06-30,15.12605
2020-07-01,13.44537
2020-07-02,4.20168
2020-07-05,5.04201
2020-07-07,15.96638
2020-07-12,8.40336
2020-07-13,4.20168
2020-07-16,36.97478
2020-07-17,5.88235
2020-07-18,4.20168
2020-07-21,6.72268
2020-07-22,16.80672
2020-07-23,5.88235
2020-07-24,12.60504
2020-07-27,10.08403
2020-08-01,4.20168
2020-08-04,13.44537
2020-08-06,5.88235
2020-08-09,5.04201
2020-08-10,10.08403
2020-08-11,5.88235
2020-08-13,4.20168
2020-08-14,20.16806
2020-08-17,11.7647
2020-08-18,4.20168
2020-08-22,8.40336
2020-08-23,4.20168
2020-08-25,16.80672
2020-08-26,9.24369
2020-08-29,6.72268
2020-08-30,4.20168
2020-09-02,12.60504
2020-09-06,5.88235
2020-09-07,4.20168
2020-09-08,4.20168
2020-09-09,12.60504
2020-09-10,7.56302
2020-09-11,10.08403
2020-09-14,4.20168
2020-09-15,9.24369
2020-09-16,10.08403
2020-09-17,7.56302
2020-09-18,10.92436
2020-09-20,13.44537
2020-09-22,4.20168
2020-09-23,4.20168
2020-09-27,4.20168
2020-09-29,4.20168
2020-10-01,5.88235
2020-10-04,4.20168
2020-10-05,8.40336
2020-10-07,7.56302
2020-10-08,4.20168
2020-10-13,15.96638
2020-10-14,19.32773
2020-10-15,10.92436
2020-10-16,4.20168
2020-10-17,5.88235
2020-10-18,9.24369
2020-10-19,4.20168
2020-10-20,12.60504
2020-10-23,6.72268
2020-10-27,4.20168
2020-10-30,10.92436
2020-11-01,5.88235
2020-11-02,6.72268
2020-11-03,4.20168
2020-11-04,38.65546
2020-11-05,4.20168
2020-11-06,5.04201
2020-11-08,4.20168
2020-11-10,4.20168
2020-11-11,6.72268
2020-11-12,7.56302
2020-11-13,5.88235
2020-11-14,5.04201
2020-11-16,14.28571
2020-11-17,7.56302
2020-11-18,19.32773
2020-11-19,26.89075
2020-11-20,4.20168
2020-11-22,4.20168
2020-11-23,32.7731
2020-11-24,13.44537
2020-11-25,20.16806
2020-11-26,25.21008
2020-11-27,6.72268
2020-11-28,17.64705
2020-11-29,5.04201
2020-11-30,5.88235
2020-12-01,26.05042
2020-12-02,14.28571
2020-12-03,11.7647
2020-12-04,16.80672
2020-12-05,20.16806
2020-12-06,15.96638
2020-12-07,23.52941
2020-12-08,16.80672
2020-12-09,26.89075
2020-12-10,4.20168
2020-12-11,4.20168
2020-12-13,4.20168
2020-12-14,17.64705
2020-12-15,7.56302
2020-12-16,4.20168
2020-12-17,10.92436
2020-12-18,5.88235
2020-12-19,5.04201
2020-12-21,5.04201
2020-12-22,7.56302
2020-12-23,5.04201
2020-12-28,4.20168
2020-12-29,4.20168
2020-12-30,10.92436
2020-12-31,4.20168
2021-01-04,7.56302
2021-01-06,9.24369
2021-01-08,4.20168
2021-01-09,4.20168
2021-01-11,11.7647
2021-01-12,4.20168
2021-01-14,4.20168
2021-01-15,7.56302
2021-01-17,5.04201
2021-01-18,4.20168
2021-01-19,9.24369
2021-01-21,4.20168
2021-01-22,4.20168
2021-01-24,6.72268
2021-01-25,4.20168
2021-01-27,6.72268
2021-01-28,11.7647
2021-01-29,5.88235
2021-01-30,6.72268
2021-02-02,4.20168
2021-02-04,6.72268
2021-02-05,7.56302
2021-02-08,14.28571
2021-02-09,5.04201
2021-02-10,8.40336
2021-02-12,5.88235
2021-02-13,6.72268
2021-02-15,4.20168
2021-02-16,9.24369
2021-02-17,8.40336
2021-02-18,11.7647
2021-02-19,15.12605
2021-02-20,6.72268
2021-02-21,4.20168
2021-02-22,4.20168
2021-02-23,16.80672
2021-02-24,11.7647
2021-02-26,4.20168
2021-02-28,4.20168
2021-03-02,5.88235
2021-03-03,8.40336
2021-03-04,6.72268
2021-03-05,5.04201
2021-03-08,5.04201
2021-03-11,5.88235
2021-03-14,4.20168
2021-03-15,15.96638
2021-03-17,4.20168
2021-03-18,4.20168
2021-03-22,9.24369
2021-03-23,27.73109
2021-03-24,4.20168
2021-03-25,10.92436
2021-03-26,8.40336
2021-03-30,6.72268
2021-04-01,4.20168
2021-04-02,9.24369
2021-04-05,5.88235
2021-04-06,16.80672
2021-04-07,10.92436
2021-04-08,5.04201
2021-04-09,8.40336
2021-04-12,4.20168
2021-04-13,9.24369
2021-04-14,4.20168
2021-04-15,16.80672
2021-04-16,19.32773
2021-04-17,5.88235
2021-04-20,16.80672
2021-04-21,10.08403
2021-04-22,13.44537
2021-04-23,10.08403
2021-04-26,8.40336
2021-04-27,15.96638
2021-04-29,7.56302
2021-04-30,5.88235
2021-05-01,9.24369
2021-05-03,7.56302
2021-05-04,8.40336
2021-05-07,6.72268
2021-05-10,6.72268
2021-05-13,7.56302
2021-05-16,4.20168
2021-05-18,8.40336
2021-05-19,5.04201
2021-05-20,5.04201
2021-05-21,5.88235
2021-05-24,5.04201
2021-05-25,10.08403
2021-05-26,11.7647
2021-05-27,9.24369
2021-05-28,12.60504
2021-05-31,4.20168
2021-06-01,4.20168
2021-06-02,5.04201
2021-06-03,16.80672
2021-06-04,10.08403
2021-06-05,5.88235
2021-06-07,6.72268
2021-06-08,6.72268
2021-06-09,12.60504
2021-06-10,6.72268
2021-06-12,4.20168
2021-06-14,20.16806
2021-06-15,8.40336
2021-06-16,7.56302
2021-06-17,11.7647
2021-06-18,9.24369
2021-06-20,4.20168
2021-06-21,11.7647
2021-06-22,4.20168
2021-06-24,7.56302
2021-06-25,4.20168
2021-06-27,5.04201
2021-06-28,5.04201
2021-06-29,4.20168
2021-06-30,10.92436
2021-07-01,20.16806
2021-07-02,12.60504
