date,코스피지수
2020-03-20,100.0
2020-03-21,13.16297
2020-03-22,8.21135
2020-03-23,92.89377
2020-03-24,84.51068
2020-03-25,77.65648
2020-03-26,77.99597
2020-03-27,72.3924
2020-03-28,9.54228
2020-03-29,5.71885
2020-03-30,69.24238
2020-03-31,55.09274
2020-04-01,63.52035
2020-04-02,65.58671
2020-04-03,51.69546
2020-04-04,7.00843
2020-04-05,4.46743
2020-04-06,48.57326
2020-04-07,52.43963
2020-04-08,49.73802
2020-04-09,43.6932
2020-04-10,44.14082
2020-04-11,5.54632
2020-04-12,3.8759
2020-04-13,44.57651
2020-04-14,36.71895
2020-04-15,6.9496
2020-04-16,40.15678
2020-04-17,40.4756
2020-04-18,5.26566
2020-04-19,3.47996
2020-04-20,37.95686
2020-04-21,49.43431
2020-04-22,43.13427
2020-04-23,35.36099
2020-04-24,35.16302
2020-04-25,3.78209
2020-04-26,2.9425
2020-04-27,31.05098
2020-04-28,32.49163
2020-04-29,29.11025
2020-04-30,4.30523
2020-05-01,5.77609
2020-05-02,2.61733
2020-05-03,2.02342
2020-05-04,31.92475
2020-05-05,4.6638
2020-05-06,27.15202
2020-05-07,25.3202
2020-05-08,21.50472
2020-05-09,2.91388
2020-05-10,1.81591
2020-05-11,25.02524
2020-05-12,25.96579
2020-05-13,25.18822
2020-05-14,25.38142
2020-05-15,22.8118
2020-05-16,2.3955
2020-05-17,1.70619
2020-05-18,20.8321
2020-05-19,23.58857
2020-05-20,22.908
2020-05-21,23.30076
2020-05-22,24.90836
2020-05-23,2.51158
2020-05-24,1.75151
2020-05-25,22.19881
2020-05-26,23.23795
2020-05-27,24.52515
2020-05-28,26.83956
2020-05-29,23.21807
2020-05-30,2.32633
2020-05-31,1.58455
2020-06-01,21.43317
2020-06-02,21.86806
2020-06-03,27.62269
2020-06-04,29.39249
2020-06-05,24.91393
2020-06-06,3.17705
2020-06-07,2.0584
2020-06-08,26.24804
2020-06-09,27.31978
2020-06-10,24.14431
2020-06-11,27.28002
2020-06-12,34.58024
2020-06-13,2.79303
2020-06-14,1.9304
2020-06-15,43.20742
2020-06-16,37.25243
2020-06-17,35.80463
2020-06-18,28.01943
2020-06-19,25.98328
2020-06-20,2.39073
2020-06-21,1.61714
2020-06-22,24.08071
2020-06-23,24.31048
2020-06-24,21.83706
2020-06-25,26.65352
2020-06-26,21.55799
2020-06-27,2.52112
2020-06-28,1.6569
2020-06-29,25.90219
2020-06-30,21.2829
2020-07-01,21.08414
2020-07-02,19.07741
2020-07-03,17.98182
2020-07-04,1.86997
2020-07-05,1.3508
2020-07-06,19.62918
2020-07-07,22.70605
2020-07-08,20.29067
2020-07-09,18.50735
2020-07-10,18.53836
2020-07-11,1.86997
2020-07-12,1.31661
2020-07-13,17.17325
2020-07-14,19.12034
2020-07-15,19.50754
2020-07-16,20.60472
2020-07-17,17.23129
2020-07-18,1.83976
2020-07-19,1.40804
2020-07-20,18.97723
2020-07-21,18.37855
2020-07-22,19.03845
2020-07-23,19.24119
2020-07-24,18.90886
2020-07-25,1.98287
2020-07-26,1.56626
2020-07-27,17.60178
2020-07-28,18.72679
2020-07-29,19.42883
2020-07-30,17.98341
2020-07-31,18.13845
2020-08-01,2.01149
2020-08-02,1.43825
2020-08-03,17.28455
2020-08-04,16.87033
2020-08-05,18.50815
2020-08-06,20.23422
2020-08-07,22.69174
2020-08-08,2.48773
2020-08-09,1.78888
2020-08-10,20.69376
2020-08-11,23.31189
2020-08-12,27.37463
2020-08-13,24.20076
2020-08-14,27.59964
2020-08-15,2.6857
2020-08-16,1.95584
2020-08-17,5.36266
2020-08-18,32.87484
2020-08-19,25.84335
2020-08-20,42.28674
2020-08-21,31.45726
2020-08-22,3.01724
2020-08-23,2.40425
2020-08-24,25.56667
2020-08-25,21.85614
2020-08-26,24.69688
2020-08-27,25.92683
2020-08-28,22.46038
2020-08-29,2.35496
2020-08-30,1.97094
2020-08-31,25.6748
2020-09-01,21.57866
2020-09-02,21.69792
2020-09-03,19.83908
2020-09-04,27.57817
2020-09-05,2.79224
2020-09-06,1.91767
2020-09-07,20.93069
2020-09-08,20.95534
2020-09-09,24.02108
2020-09-10,19.47812
2020-09-11,20.71602
2020-09-12,2.09736
2020-09-13,1.56785
2020-09-14,19.04004
2020-09-15,20.24217
2020-09-16,21.83706
2020-09-17,23.53371
2020-09-18,20.18572
2020-09-19,2.17845
2020-09-20,1.52174
2020-09-21,22.35861
2020-09-22,29.51732
2020-09-23,29.29231
2020-09-24,35.1344
2020-09-25,24.37011
2020-09-26,2.69445
2020-09-27,1.8978
2020-09-28,18.8373
2020-09-29,16.89577
2020-09-30,1.9773
2020-10-01,1.45495
2020-10-02,1.61555
2020-10-03,1.42792
2020-10-04,1.40089
2020-10-05,18.44454
2020-10-06,17.71071
2020-10-07,18.03588
2020-10-08,18.24737
2020-10-09,2.67298
2020-10-10,1.50663
2020-10-11,1.37147
2020-10-12,17.37599
2020-10-13,19.5942
2020-10-14,19.96549
2020-10-15,22.49536
2020-10-16,22.14633
2020-10-17,2.22695
2020-10-18,1.53605
2020-10-19,18.97723
2020-10-20,20.62777
2020-10-21,17.21459
2020-10-22,18.95259
2020-10-23,16.84012
2020-10-24,1.77854
2020-10-25,1.37624
2020-10-26,19.55444
2020-10-27,19.09013
2020-10-28,17.05558
2020-10-29,21.68918
2020-10-30,23.29678
2020-10-31,2.65072
2020-11-01,1.88587
2020-11-02,17.53261
2020-11-03,16.58013
2020-11-04,18.40559
2020-11-05,18.6131
2020-11-06,20.30657
2020-11-07,1.94073
2020-11-08,1.4478
2020-11-09,19.71187
2020-11-10,21.76232
2020-11-11,20.05374
2020-11-12,20.99827
2020-11-13,19.73174
2020-11-14,2.14665
2020-11-15,1.53923
2020-11-16,20.32486
2020-11-17,22.16541
2020-11-18,19.68563
2020-11-19,19.30718
2020-11-20,17.3577
2020-11-21,1.94471
2020-11-22,1.45495
2020-11-23,22.18847
2020-11-24,22.43176
2020-11-25,25.71535
2020-11-26,21.71621
2020-11-27,18.79119
2020-11-28,2.13155
2020-11-29,1.62032
2020-11-30,21.99448
2020-12-01,20.14994
2020-12-02,20.13325
2020-12-03,23.4232
2020-12-04,22.93583
2020-12-05,3.0244
2020-12-06,2.27227
2020-12-07,24.88133
2020-12-08,27.66563
2020-12-09,23.70067
2020-12-10,25.98408
2020-12-11,21.9102
2020-12-12,2.66423
2020-12-13,2.219
2020-12-14,23.96145
2020-12-15,24.4043
2020-12-16,20.75816
2020-12-17,22.24015
2020-12-18,19.94482
2020-12-19,2.49807
2020-12-20,1.94391
2020-12-21,22.28706
2020-12-22,26.65908
2020-12-23,24.12841
2020-12-24,20.93228
2020-12-25,2.9433
2020-12-26,2.01944
2020-12-27,2.08066
2020-12-28,22.586
2020-12-29,22.35464
2020-12-30,23.74838
2020-12-31,7.36859
2021-01-01,2.60619
2021-01-02,2.28579
2021-01-03,2.1872
2021-01-04,31.25452
2021-01-05,35.82133
2021-01-06,48.35303
2021-01-07,38.47205
2021-01-08,40.7976
2021-01-09,5.96293
2021-01-10,4.18757
2021-01-11,60.74719
2021-01-12,58.27615
2021-01-13,46.43853
2021-01-14,40.1703
2021-01-15,49.45419
2021-01-16,6.1776
2021-01-17,4.52864
2021-01-18,56.91104
2021-01-19,47.65974
2021-01-20,44.20204
2021-01-21,38.84175
2021-01-22,39.88646
2021-01-23,5.27838
2021-01-24,3.77493
2021-01-25,37.08627
2021-01-26,47.8601
2021-01-27,45.36839
2021-01-28,55.26209
2021-01-29,78.02221
2021-01-30,10.47647
2021-01-31,6.56081
2021-02-01,56.08656
2021-02-02,47.43315
2021-02-03,44.64011
2021-02-04,46.92829
2021-02-05,40.21164
2021-02-06,4.7608
2021-02-07,3.39489
2021-02-08,41.20546
2021-02-09,35.65039
2021-02-10,33.18015
2021-02-11,3.74233
2021-02-12,2.74692
2021-02-13,2.5577
2021-02-14,2.7175
2021-02-15,31.60116
2021-02-16,34.01734
2021-02-17,36.57663
2021-02-18,39.4937
2021-02-19,43.04205
2021-02-20,4.13271
2021-02-21,3.15717
2021-02-22,39.17329
2021-02-23,43.19708
2021-02-24,60.51742
2021-02-25,44.91759
2021-02-26,56.03965
2021-02-27,5.39367
2021-02-28,4.13032
2021-03-01,4.75126
2021-03-02,40.54715
2021-03-03,35.71082
2021-03-04,39.45633
2021-03-05,44.38092
2021-03-06,4.26071
2021-03-07,3.31936
2021-03-08,44.1265
2021-03-09,51.66763
2021-03-10,46.68262
2021-03-11,40.3786
2021-03-12,34.37432
2021-03-13,3.64295
2021-03-14,2.9592
2021-03-15,35.44924
2021-03-16,30.49365
2021-03-17,32.80011
2021-03-18,30.00151
2021-03-19,31.24418
2021-03-20,3.06256
2021-03-21,2.38835
2021-03-22,30.44594
2021-03-23,31.99472
2021-03-24,33.57688
2021-03-25,31.42863
2021-03-26,26.93258
2021-03-27,3.03553
2021-03-28,2.16335
2021-03-29,29.49744
2021-03-30,26.02463
2021-03-31,27.70697
2021-04-01,24.69926
2021-04-02,24.77479
2021-04-03,2.89401
2021-04-04,2.18799
2021-04-05,27.22675
2021-04-06,26.82525
2021-04-07,25.6263
2021-04-08,24.87338
2021-04-09,23.83742
2021-04-10,2.47899
2021-04-11,1.8175
2021-04-12,24.18804
2021-04-13,23.21569
2021-04-14,23.22682
2021-04-15,23.91454
2021-04-16,23.19104
2021-04-17,2.63402
2021-04-18,1.81829
2021-04-19,22.49536
2021-04-20,22.19483
2021-04-21,29.42827
2021-04-22,23.49873
2021-04-23,23.57267
2021-04-24,2.18163
2021-04-25,1.61873
2021-04-26,20.39562
2021-04-27,21.39103
2021-04-28,23.96225
2021-04-29,23.43274
2021-04-30,23.66728
2021-05-01,2.2842
2021-05-02,1.68472
2021-05-03,24.68813
2021-05-04,22.81498
2021-05-05,3.09993
2021-05-06,20.1889
2021-05-07,18.68545
2021-05-08,1.74197
2021-05-09,1.36113
2021-05-10,21.37831
2021-05-11,26.05325
2021-05-12,30.9675
2021-05-13,32.68801
2021-05-14,23.69352
2021-05-15,2.29294
2021-05-16,1.74594
2021-05-17,25.23434
2021-05-18,20.69535
2021-05-19,2.90911
2021-05-20,22.49695
2021-05-21,22.85632
2021-05-22,2.01388
2021-05-23,1.69506
2021-05-24,22.83167
2021-05-25,19.47653
2021-05-26,19.8033
2021-05-27,20.96806
2021-05-28,18.46203
2021-05-29,1.83896
2021-05-30,1.36352
2021-05-31,19.66337
2021-06-01,19.38907
2021-06-02,19.37556
2021-06-03,20.04182
2021-06-04,20.07441
2021-06-05,1.90416
2021-06-06,1.43507
2021-06-07,20.09906
2021-06-08,18.89852
2021-06-09,19.86531
2021-06-10,18.61946
2021-06-11,16.62943
2021-06-12,1.56387
2021-06-13,1.41361
2021-06-14,17.64233
2021-06-15,17.17643
2021-06-16,17.09454
2021-06-17,18.20523
2021-06-18,16.41874
2021-06-19,1.74276
2021-06-20,1.18543
2021-06-21,20.7033
2021-06-22,17.07943
2021-06-23,16.92439
2021-06-24,17.31556
2021-06-25,18.0812
2021-06-26,1.77536
2021-06-27,1.37863
2021-06-28,18.21636
2021-06-29,17.35611
2021-06-30,15.99895
2021-07-01,16.9228
2021-07-02,16.23428
2021-07-03,1.63384
2021-07-04,1.49391
2021-07-05,15.66105
2021-07-06,15.89479
2021-07-07,18.26963
2021-07-08,23.27611
2021-07-09,29.4553
2021-07-10,2.40743
2021-07-11,1.62112
2021-07-12,18.94941
2021-07-13,17.0357
2021-07-14,18.58686
2021-07-15,17.0198
2021-07-16,18.31972
2021-07-17,1.78967
2021-07-18,1.28481
2021-07-19,21.45384
2021-07-20,23.5997
2021-07-21,22.22266
2021-07-22,18.52325
2021-07-23,17.26627
2021-07-24,1.75469
2021-07-25,1.29276
2021-07-26,19.99252
2021-07-27,18.22352
2021-07-28,20.47115
2021-07-29,17.87846
2021-07-30,22.44687
2021-07-31,2.16414
2021-08-01,1.45972
2021-08-02,18.87785
2021-08-03,19.26584
2021-08-04,19.19667
2021-08-05,19.75321
2021-08-06,18.93032
2021-08-07,1.72607
2021-08-08,1.32695
2021-08-09,19.08457
2021-08-10,20.66037
2021-08-11,21.02928
2021-08-12,21.09845
2021-08-13,31.2092
