date,비갱신형암보험
2020-06-16,22.22222
2020-06-17,22.96296
2020-06-18,19.01234
2020-06-19,21.9753
2020-06-20,12.09876
2020-06-21,9.1358
2020-06-22,20.49382
2020-06-23,19.75308
2020-06-24,20.24691
2020-06-25,25.43209
2020-06-26,22.46913
2020-06-27,10.37037
2020-06-28,13.82716
2020-06-29,23.20987
2020-06-30,24.19753
2020-07-01,17.28395
2020-07-02,12.8395
2020-07-03,13.82716
2020-07-04,10.12345
2020-07-05,7.16049
2020-07-06,21.72839
2020-07-07,20.0
2020-07-08,28.64197
2020-07-09,22.22222
2020-07-10,16.5432
2020-07-11,10.37037
2020-07-12,8.39506
2020-07-13,22.22222
2020-07-14,23.20987
2020-07-15,19.50617
2020-07-16,28.39506
2020-07-17,25.43209
2020-07-18,8.88888
2020-07-19,8.14814
2020-07-20,20.49382
2020-07-21,21.48148
2020-07-22,19.75308
2020-07-23,15.80246
2020-07-24,15.80246
2020-07-25,7.65432
2020-07-26,7.16049
2020-07-27,23.45679
2020-07-28,21.48148
2020-07-29,15.06172
2020-07-30,20.49382
2020-07-31,12.09876
2020-08-01,5.92592
2020-08-02,7.16049
2020-08-03,14.81481
2020-08-04,16.29629
2020-08-05,15.06172
2020-08-06,20.0
2020-08-07,24.69135
2020-08-08,15.06172
2020-08-09,10.61728
2020-08-10,26.41975
2020-08-11,22.96296
2020-08-12,31.85185
2020-08-13,35.30864
2020-08-14,22.71604
2020-08-15,9.1358
2020-08-16,15.80246
2020-08-17,19.25925
2020-08-18,20.24691
2020-08-19,22.46913
2020-08-20,23.45679
2020-08-21,23.20987
2020-08-22,13.33333
2020-08-23,12.59259
2020-08-24,25.67901
2020-08-25,30.12345
2020-08-26,26.66666
2020-08-27,23.45679
2020-08-28,25.92592
2020-08-29,14.81481
2020-08-30,16.29629
2020-08-31,29.62962
2020-09-01,29.62962
2020-09-02,26.41975
2020-09-03,22.46913
2020-09-04,22.46913
2020-09-05,8.88888
2020-09-06,7.90123
2020-09-07,22.71604
2020-09-08,18.76543
2020-09-09,19.01234
2020-09-10,20.74074
2020-09-11,19.01234
2020-09-12,8.64197
2020-09-13,9.87654
2020-09-14,19.01234
2020-09-15,21.23456
2020-09-16,27.90123
2020-09-17,21.23456
2020-09-18,21.23456
2020-09-19,11.85185
2020-09-20,7.90123
2020-09-21,16.79012
2020-09-22,23.7037
2020-09-23,22.22222
2020-09-24,22.96296
2020-09-25,22.46913
2020-09-26,21.48148
2020-09-27,15.80246
2020-09-28,21.9753
2020-09-29,14.32098
2020-09-30,5.67901
2020-10-01,3.7037
2020-10-02,8.88888
2020-10-03,8.14814
2020-10-04,8.64197
2020-10-05,16.79012
2020-10-06,20.24691
2020-10-07,20.74074
2020-10-08,18.51851
2020-10-09,15.55555
2020-10-10,12.59259
2020-10-11,13.33333
2020-10-12,22.22222
2020-10-13,22.46913
2020-10-14,19.01234
2020-10-15,24.69135
2020-10-16,17.77777
2020-10-17,8.64197
2020-10-18,9.1358
2020-10-19,21.72839
2020-10-20,25.18518
2020-10-21,30.86419
2020-10-22,25.43209
2020-10-23,19.25925
2020-10-24,9.38271
2020-10-25,9.1358
2020-10-26,19.01234
2020-10-27,25.43209
2020-10-28,23.95061
2020-10-29,24.44444
2020-10-30,13.08641
2020-10-31,6.17283
2020-11-01,5.67901
2020-11-02,12.59259
2020-11-03,18.51851
2020-11-04,15.30864
2020-11-05,20.98765
2020-11-06,14.81481
2020-11-07,5.67901
2020-11-08,13.33333
2020-11-09,24.69135
2020-11-10,20.74074
2020-11-11,20.74074
2020-11-12,23.7037
2020-11-13,11.60493
2020-11-14,7.65432
2020-11-15,10.86419
2020-11-16,24.93827
2020-11-17,22.22222
2020-11-18,20.74074
2020-11-19,20.49382
2020-11-20,18.76543
2020-11-21,10.37037
2020-11-22,7.16049
2020-11-23,19.75308
2020-11-24,23.20987
2020-11-25,21.23456
2020-11-26,20.49382
2020-11-27,16.5432
2020-11-28,8.14814
2020-11-29,11.11111
2020-11-30,20.49382
2020-12-01,18.02469
2020-12-02,19.25925
2020-12-03,20.98765
2020-12-04,12.8395
2020-12-05,5.92592
2020-12-06,7.90123
2020-12-07,23.20987
2020-12-08,28.88888
2020-12-09,22.96296
2020-12-10,26.66666
2020-12-11,24.19753
2020-12-12,10.37037
2020-12-13,13.82716
2020-12-14,22.96296
2020-12-15,24.69135
2020-12-16,22.96296
2020-12-17,31.35802
2020-12-18,24.93827
2020-12-19,20.49382
2020-12-20,15.55555
2020-12-21,28.64197
2020-12-22,28.39506
2020-12-23,20.74074
2020-12-24,26.17283
2020-12-25,10.37037
2020-12-26,17.28395
2020-12-27,12.59259
2020-12-28,25.67901
2020-12-29,34.5679
2020-12-30,28.88888
2020-12-31,30.12345
2021-01-01,12.09876
2021-01-02,21.48148
2021-01-03,10.61728
2021-01-04,25.67901
2021-01-05,32.09876
2021-01-06,25.43209
2021-01-07,20.24691
2021-01-08,21.23456
2021-01-09,10.37037
2021-01-10,13.33333
2021-01-11,25.92592
2021-01-12,32.8395
2021-01-13,30.61728
2021-01-14,33.33333
2021-01-15,20.98765
2021-01-16,14.32098
2021-01-17,20.74074
2021-01-18,20.49382
2021-01-19,30.61728
2021-01-20,29.38271
2021-01-21,36.04938
2021-01-22,33.08641
2021-01-23,17.77777
2021-01-24,20.0
2021-01-25,36.29629
2021-01-26,31.35802
2021-01-27,29.1358
2021-01-28,34.5679
2021-01-29,30.37037
2021-01-30,11.11111
2021-01-31,19.25925
2021-02-01,22.96296
2021-02-02,24.69135
2021-02-03,22.71604
2021-02-04,29.62962
2021-02-05,26.41975
2021-02-06,15.06172
2021-02-07,18.2716
2021-02-08,25.92592
2021-02-09,28.39506
2021-02-10,24.69135
2021-02-11,9.38271
2021-02-12,11.85185
2021-02-13,11.85185
2021-02-14,15.30864
2021-02-15,28.14814
2021-02-16,27.90123
2021-02-17,26.17283
2021-02-18,30.37037
2021-02-19,30.37037
2021-02-20,19.25925
2021-02-21,15.06172
2021-02-22,31.11111
2021-02-23,31.35802
2021-02-24,27.16049
2021-02-25,29.87654
2021-02-26,19.25925
2021-02-27,14.32098
2021-02-28,14.07407
2021-03-01,15.55555
2021-03-02,26.17283
2021-03-03,21.48148
2021-03-04,18.2716
2021-03-05,13.82716
2021-03-06,12.09876
2021-03-07,17.28395
2021-03-08,14.81481
2021-03-09,21.23456
2021-03-10,25.18518
2021-03-11,26.91358
2021-03-12,32.34567
2021-03-13,16.04938
2021-03-14,9.87654
2021-03-15,26.17283
2021-03-16,26.66666
2021-03-17,31.11111
2021-03-18,40.0
2021-03-19,43.45679
2021-03-20,19.01234
2021-03-21,18.76543
2021-03-22,30.37037
2021-03-23,34.81481
2021-03-24,36.29629
2021-03-25,27.65432
2021-03-26,21.72839
2021-03-27,15.30864
2021-03-28,13.08641
2021-03-29,33.08641
2021-03-30,29.62962
2021-03-31,29.38271
2021-04-01,21.72839
2021-04-02,20.49382
2021-04-03,10.86419
2021-04-04,15.30864
2021-04-05,20.98765
2021-04-06,22.46913
2021-04-07,22.22222
2021-04-08,26.66666
2021-04-09,20.49382
2021-04-10,13.08641
2021-04-11,11.60493
2021-04-12,30.37037
2021-04-13,24.69135
2021-04-14,26.41975
2021-04-15,21.23456
2021-04-16,24.44444
2021-04-17,9.38271
2021-04-18,15.06172
2021-04-19,26.91358
2021-04-20,24.93827
2021-04-21,24.44444
2021-04-22,20.24691
2021-04-23,20.74074
2021-04-24,9.1358
2021-04-25,7.4074
2021-04-26,20.49382
2021-04-27,25.43209
2021-04-28,26.91358
2021-04-29,19.75308
2021-04-30,16.5432
2021-05-01,13.82716
2021-05-02,6.41975
2021-05-03,14.81481
2021-05-04,18.2716
2021-05-05,11.60493
2021-05-06,21.23456
2021-05-07,14.32098
2021-05-08,6.91358
2021-05-09,8.88888
2021-05-10,19.25925
2021-05-11,26.17283
2021-05-12,24.44444
2021-05-13,30.86419
2021-05-14,25.67901
2021-05-15,9.1358
2021-05-16,13.33333
2021-05-17,18.2716
2021-05-18,23.95061
2021-05-19,14.32098
2021-05-20,28.88888
2021-05-21,19.01234
2021-05-22,8.39506
2021-05-23,8.88888
2021-05-24,27.4074
2021-05-25,25.92592
2021-05-26,19.75308
2021-05-27,24.44444
2021-05-28,18.76543
2021-05-29,8.88888
2021-05-30,11.11111
2021-05-31,25.18518
2021-06-01,14.81481
2021-06-02,21.9753
2021-06-03,20.24691
2021-06-04,16.29629
2021-06-05,13.82716
2021-06-06,7.16049
2021-06-07,15.80246
2021-06-08,22.96296
2021-06-09,17.77777
2021-06-10,17.03703
2021-06-11,18.02469
2021-06-12,11.85185
2021-06-13,8.14814
2021-06-14,19.50617
2021-06-15,25.18518
2021-06-16,22.46913
2021-06-17,25.67901
2021-06-18,18.02469
2021-06-19,8.88888
2021-06-20,10.12345
2021-06-21,22.46913
2021-06-22,26.41975
2021-06-23,24.69135
2021-06-24,23.20987
2021-06-25,15.30864
2021-06-26,11.85185
2021-06-27,8.39506
2021-06-28,31.11111
2021-06-29,28.88888
2021-06-30,26.17283
2021-07-01,14.32098
2021-07-02,14.32098
2021-07-03,11.85185
2021-07-04,14.07407
2021-07-05,22.71604
2021-07-06,21.23456
2021-07-07,19.75308
2021-07-08,20.49382
2021-07-09,14.07407
2021-07-10,8.39506
2021-07-11,8.88888
2021-07-12,18.76543
2021-07-13,15.55555
2021-07-14,19.75308
2021-07-15,16.29629
2021-07-16,17.77777
2021-07-17,9.38271
2021-07-18,10.61728
2021-07-19,16.04938
2021-07-20,20.49382
2021-07-21,17.28395
2021-07-22,20.74074
2021-07-23,13.82716
2021-07-24,12.09876
2021-07-25,11.35802
2021-07-26,17.53086
2021-07-27,13.33333
2021-07-28,14.81481
2021-07-29,16.79012
2021-07-30,13.33333
2021-07-31,5.18518
2021-08-01,7.16049
2021-08-02,12.59259
2021-08-03,14.32098
2021-08-04,21.23456
2021-08-05,17.28395
2021-08-06,13.33333
2021-08-07,9.62962
2021-08-08,9.1358
2021-08-09,18.02469
2021-08-10,19.50617
2021-08-11,18.76543
2021-08-12,23.7037
2021-08-13,17.53086
2021-08-14,8.14814
2021-08-15,3.7037
2021-08-16,10.86419
2021-08-17,22.22222
2021-08-18,19.75308
2021-08-19,15.06172
2021-08-20,18.76543
2021-08-21,11.60493
2021-08-22,10.61728
2021-08-23,13.58024
2021-08-24,22.22222
2021-08-25,17.28395
2021-08-26,19.75308
2021-08-27,17.77777
2021-08-28,6.91358
2021-08-29,9.87654
2021-08-30,20.98765
2021-08-31,14.07407
2021-09-01,13.82716
2021-09-02,15.80246
2021-09-03,12.8395
2021-09-04,5.18518
2021-09-05,10.12345
2021-09-06,20.0
2021-09-07,8.39506
2021-09-08,13.82716
2021-09-09,15.06172
2021-09-10,16.04938
2021-09-11,3.20987
2021-09-12,5.18518
2021-09-13,16.29629
2021-09-14,15.55555
2021-09-15,12.34567
2021-09-16,14.32098
2021-09-17,13.33333
2021-09-18,7.4074
2021-09-19,7.4074
2021-09-20,4.93827
2021-09-21,7.16049
2021-09-22,6.41975
2021-09-23,11.11111
2021-09-24,15.30864
2021-09-25,12.59259
2021-09-26,4.69135
2021-09-27,17.53086
2021-09-28,18.2716
2021-09-29,13.08641
2021-09-30,14.32098
2021-10-01,8.64197
2021-10-02,4.44444
2021-10-03,2.71604
2021-10-04,4.69135
2021-10-05,9.1358
2021-10-06,13.82716
2021-10-07,13.58024
2021-10-08,12.59259
2021-10-09,2.46913
2021-10-10,8.39506
2021-10-11,8.64197
2021-10-12,11.11111
2021-10-13,8.64197
2021-10-14,12.8395
2021-10-15,6.91358
2021-10-16,5.67901
2021-10-17,1.48148
2021-10-18,9.62962
2021-10-19,12.34567
2021-10-20,12.59259
2021-10-21,10.61728
2021-10-22,11.85185
2021-10-23,5.67901
2021-10-24,3.7037
2021-10-25,12.8395
2021-10-26,16.79012
2021-10-27,11.60493
2021-10-28,13.82716
2021-10-29,10.37037
2021-10-30,2.22222
2021-10-31,4.44444
2021-11-01,9.62962
2021-11-02,10.61728
2021-11-03,13.08641
2021-11-04,14.32098
2021-11-05,10.37037
2021-11-06,3.20987
2021-11-07,3.20987
2021-11-08,10.86419
2021-11-09,11.35802
2021-11-10,8.64197
2021-11-11,7.90123
2021-11-12,11.11111
2021-11-13,5.92592
2021-11-14,5.18518
2021-11-15,10.12345
2021-11-16,13.82716
2021-11-17,13.82716
2021-11-18,13.33333
2021-11-19,9.1358
2021-11-20,2.71604
2021-11-21,5.43209
2021-11-22,15.55555
2021-11-23,11.85185
2021-11-24,11.35802
2021-11-25,13.82716
2021-11-26,15.80246
2021-11-27,7.16049
2021-11-28,9.38271
2021-11-29,9.1358
2021-11-30,11.60493
2021-12-01,8.88888
2021-12-02,8.39506
2021-12-03,11.35802
2021-12-04,4.69135
2021-12-05,6.91358
2021-12-06,10.86419
2021-12-07,12.09876
2021-12-08,15.80246
2021-12-09,11.85185
2021-12-10,19.25925
2021-12-11,3.7037
2021-12-12,5.43209
2021-12-13,13.33333
2021-12-14,14.07407
2021-12-15,19.01234
2021-12-16,20.74074
2021-12-17,11.35802
2021-12-18,4.69135
2021-12-19,5.67901
2021-12-20,16.5432
2021-12-21,13.33333
2021-12-22,19.25925
2021-12-23,11.85185
2021-12-24,9.87654
2021-12-25,4.69135
2021-12-26,6.17283
2021-12-27,16.79012
2021-12-28,15.30864
2021-12-29,18.02469
2021-12-30,10.12345
2021-12-31,15.30864
2022-01-01,5.18518
2022-01-02,5.18518
2022-01-03,14.32098
2022-01-04,18.2716
2022-01-05,17.77777
2022-01-06,21.72839
2022-01-07,13.33333
2022-01-08,4.93827
2022-01-09,9.38271
2022-01-10,12.59259
2022-01-11,17.03703
2022-01-12,19.01234
2022-01-13,12.8395
2022-01-14,12.8395
2022-01-15,7.90123
2022-01-16,7.4074
2022-01-17,19.25925
2022-01-18,9.38271
2022-01-19,17.28395
2022-01-20,13.58024
2022-01-21,15.55555
2022-01-22,4.44444
2022-01-23,5.18518
2022-01-24,18.51851
2022-01-25,17.53086
2022-01-26,11.11111
2022-01-27,9.62962
2022-01-28,10.61728
2022-01-29,6.41975
2022-01-30,5.43209
2022-01-31,7.65432
2022-02-01,4.44444
2022-02-02,6.66666
2022-02-03,15.55555
2022-02-04,12.8395
2022-02-05,8.39506
2022-02-06,5.92592
2022-02-07,16.29629
2022-02-08,17.03703
2022-02-09,13.33333
2022-02-10,18.76543
2022-02-11,13.33333
2022-02-12,7.16049
2022-02-13,5.67901
2022-02-14,12.09876
2022-02-15,16.5432
2022-02-16,14.81481
2022-02-17,17.53086
2022-02-18,16.5432
2022-02-19,4.93827
2022-02-20,6.66666
2022-02-21,23.20987
2022-02-22,15.55555
2022-02-23,19.01234
2022-02-24,17.53086
2022-02-25,10.86419
2022-02-26,7.65432
2022-02-27,5.43209
2022-02-28,12.8395
2022-03-01,8.14814
2022-03-02,9.87654
2022-03-03,14.81481
2022-03-04,12.8395
2022-03-05,4.69135
2022-03-06,5.43209
2022-03-07,15.80246
2022-03-08,10.86419
2022-03-09,2.46913
2022-03-10,9.1358
2022-03-11,9.1358
2022-03-12,7.4074
2022-03-13,5.67901
2022-03-14,13.58024
2022-03-15,15.06172
2022-03-16,12.59259
2022-03-17,9.87654
2022-03-18,11.60493
2022-03-19,9.62962
2022-03-20,6.66666
2022-03-21,13.08641
2022-03-22,18.02469
2022-03-23,11.85185
2022-03-24,13.33333
2022-03-25,13.33333
2022-03-26,6.91358
2022-03-27,7.16049
2022-03-28,14.81481
2022-03-29,9.38271
2022-03-30,16.5432
2022-03-31,18.2716
2022-04-01,8.88888
2022-04-02,2.71604
2022-04-03,2.71604
2022-04-04,15.80246
2022-04-05,11.35802
2022-04-06,11.60493
2022-04-07,10.37037
2022-04-08,9.87654
2022-04-09,7.16049
2022-04-10,5.18518
2022-04-11,10.12345
2022-04-12,11.11111
2022-04-13,10.37037
2022-04-14,13.58024
2022-04-15,9.38271
2022-04-16,1.9753
2022-04-17,1.9753
2022-04-18,14.07407
2022-04-19,12.09876
2022-04-20,10.12345
2022-04-21,15.06172
2022-04-22,9.38271
2022-04-23,7.4074
2022-04-24,4.69135
2022-04-25,10.37037
2022-04-26,13.33333
2022-04-27,10.86419
2022-04-28,11.60493
2022-04-29,5.67901
2022-04-30,1.72839
2022-05-01,6.91358
2022-05-02,7.90123
2022-05-03,9.38271
2022-05-04,6.17283
2022-05-05,1.9753
2022-05-06,6.41975
2022-05-07,5.43209
2022-05-08,4.69135
2022-05-09,11.85185
2022-05-10,8.88888
2022-05-11,9.87654
2022-05-12,7.90123
2022-05-13,9.87654
2022-05-14,3.95061
2022-05-15,3.20987
2022-05-16,12.59259
2022-05-17,11.85185
2022-05-18,8.64197
2022-05-19,9.38271
2022-05-20,10.61728
2022-05-21,2.96296
2022-05-22,1.23456
2022-05-23,6.66666
2022-05-24,13.33333
2022-05-25,9.62962
2022-05-26,12.8395
2022-05-27,13.08641
2022-05-28,7.16049
2022-05-29,2.46913
2022-05-30,9.87654
2022-05-31,8.64197
2022-06-01,12.8395
2022-06-02,9.62962
2022-06-03,11.85185
2022-06-04,5.92592
2022-06-05,4.93827
2022-06-06,3.95061
2022-06-07,11.11111
2022-06-08,14.07407
2022-06-09,8.14814
2022-06-10,9.62962
2022-06-11,3.95061
2022-06-12,4.93827
2022-06-13,12.09876
2022-06-14,11.85185
2022-06-15,8.88888
2022-06-16,7.4074
2022-06-17,5.67901
2022-06-18,2.22222
2022-06-19,3.20987
2022-06-20,11.35802
2022-06-21,6.91358
2022-06-22,10.61728
2022-06-23,6.91358
2022-06-24,7.4074
2022-06-25,6.17283
2022-06-26,3.20987
2022-06-27,11.35802
2022-06-28,10.12345
2022-06-29,9.1358
2022-06-30,10.86419
2022-07-01,6.91358
2022-07-02,3.45679
2022-07-03,1.23456
2022-07-04,10.12345
2022-07-05,7.16049
2022-07-06,9.1358
2022-07-07,9.1358
2022-07-08,8.88888
2022-07-09,3.20987
2022-07-10,3.45679
2022-07-11,7.16049
2022-07-12,5.18518
2022-07-13,9.38271
2022-07-14,17.03703
2022-07-15,9.38271
2022-07-16,4.44444
2022-07-17,8.39506
2022-07-18,11.85185
2022-07-19,10.37037
2022-07-20,12.59259
2022-07-21,11.35802
2022-07-22,7.90123
2022-07-23,2.22222
2022-07-24,7.4074
2022-07-25,15.30864
2022-07-26,17.77777
2022-07-27,15.30864
2022-07-28,11.11111
2022-07-29,13.82716
2022-07-30,4.93827
2022-07-31,6.17283
2022-08-01,9.62962
2022-08-02,13.33333
2022-08-03,16.04938
2022-08-04,15.30864
2022-08-05,15.06172
2022-08-06,4.93827
2022-08-07,8.14814
2022-08-08,11.11111
2022-08-09,12.34567
2022-08-10,12.09876
2022-08-11,14.5679
2022-08-12,6.66666
2022-08-13,5.92592
2022-08-14,3.7037
2022-08-15,4.93827
2022-08-16,13.58024
2022-08-17,11.11111
2022-08-18,9.38271
2022-08-19,8.39506
2022-08-20,5.67901
2022-08-21,8.39506
2022-08-22,14.81481
2022-08-23,13.33333
2022-08-24,16.29629
2022-08-25,11.35802
2022-08-26,10.86419
2022-08-27,2.46913
2022-08-28,4.44444
2022-08-29,14.81481
2022-08-30,13.82716
2022-08-31,11.11111
2022-09-01,11.85185
2022-09-02,7.90123
2022-09-03,1.9753
2022-09-04,4.69135
2022-09-05,8.88888
2022-09-06,8.14814
2022-09-07,10.12345
2022-09-08,9.38271
2022-09-09,2.71604
2022-09-10,1.72839
2022-09-11,4.44444
2022-09-12,10.37037
2022-09-13,9.38271
2022-09-14,16.04938
2022-09-15,12.8395
2022-09-16,10.86419
2022-09-17,5.18518
2022-09-18,7.16049
2022-09-19,11.85185
2022-09-20,12.34567
2022-09-21,12.8395
2022-09-22,10.61728
2022-09-23,10.12345
2022-09-24,8.14814
2022-09-25,6.17283
2022-09-26,11.60493
2022-09-27,11.60493
2022-09-28,14.81481
2022-09-29,10.37037
2022-09-30,7.90123
2022-10-01,4.44444
2022-10-02,3.95061
2022-10-03,7.90123
2022-10-04,14.81481
2022-10-05,13.08641
2022-10-06,14.5679
2022-10-07,11.85185
2022-10-08,1.9753
2022-10-09,6.91358
2022-10-10,10.37037
2022-10-11,10.86419
2022-10-12,17.28395
2022-10-13,14.32098
2022-10-14,6.66666
2022-10-15,5.18518
2022-10-16,13.82716
2022-10-17,22.22222
2022-10-18,20.74074
2022-10-19,15.55555
2022-10-20,14.07407
2022-10-21,17.03703
2022-10-22,7.16049
2022-10-23,10.37037
2022-10-24,20.74074
2022-10-25,20.24691
2022-10-26,18.2716
2022-10-27,12.09876
2022-10-28,10.86419
2022-10-29,6.17283
2022-10-30,5.92592
2022-10-31,13.33333
2022-11-01,15.06172
2022-11-02,17.28395
2022-11-03,15.80246
2022-11-04,11.60493
2022-11-05,6.41975
2022-11-06,10.37037
2022-11-07,17.28395
2022-11-08,20.49382
2022-11-09,16.04938
2022-11-10,13.08641
2022-11-11,14.5679
2022-11-12,4.69135
2022-11-13,9.62962
2022-11-14,17.03703
2022-11-15,25.18518
2022-11-16,14.5679
2022-11-17,15.80246
2022-11-18,23.20987
2022-11-19,7.65432
2022-11-20,8.39506
2022-11-21,16.79012
2022-11-22,22.46913
2022-11-23,21.72839
2022-11-24,18.51851
2022-11-25,15.06172
2022-11-26,7.90123
2022-11-27,10.61728
2022-11-28,17.77777
2022-11-29,14.5679
2022-11-30,15.30864
2022-12-01,7.65432
2022-12-02,14.07407
2022-12-03,4.69135
2022-12-04,6.66666
2022-12-05,15.06172
2022-12-06,20.0
2022-12-07,19.01234
2022-12-08,26.17283
2022-12-09,21.23456
2022-12-10,14.5679
2022-12-11,12.59259
2022-12-12,19.25925
2022-12-13,21.9753
2022-12-14,15.55555
2022-12-15,20.24691
2022-12-16,19.25925
2022-12-17,9.38271
2022-12-18,15.55555
2022-12-19,20.24691
2022-12-20,19.50617
2022-12-21,19.75308
2022-12-22,19.01234
2022-12-23,16.04938
2022-12-24,9.62962
2022-12-25,8.88888
2022-12-26,22.46913
2022-12-27,21.48148
2022-12-28,23.45679
2022-12-29,27.16049
2022-12-30,15.30864
2022-12-31,10.37037
2023-01-01,9.87654
2023-01-02,17.03703
2023-01-03,19.75308
2023-01-04,24.19753
2023-01-05,24.93827
2023-01-06,14.81481
2023-01-07,11.35802
2023-01-08,11.85185
2023-01-09,17.28395
2023-01-10,19.75308
2023-01-11,21.72839
2023-01-12,21.48148
2023-01-13,24.19753
2023-01-14,11.60493
2023-01-15,13.33333
2023-01-16,27.16049
2023-01-17,21.23456
2023-01-18,19.25925
2023-01-19,18.76543
2023-01-20,18.02469
2023-01-21,10.61728
2023-01-22,6.17283
2023-01-23,11.85185
2023-01-24,14.32098
2023-01-25,31.11111
2023-01-26,32.09876
2023-01-27,22.46913
2023-01-28,16.04938
2023-01-29,15.30864
2023-01-30,35.30864
2023-01-31,21.48148
2023-02-01,28.14814
2023-02-02,24.69135
2023-02-03,22.71604
2023-02-04,10.37037
2023-02-05,12.09876
2023-02-06,21.48148
2023-02-07,26.41975
2023-02-08,22.71604
2023-02-09,27.16049
2023-02-10,24.44444
2023-02-11,14.32098
2023-02-12,13.08641
2023-02-13,25.18518
2023-02-14,27.65432
2023-02-15,22.46913
2023-02-16,26.41975
2023-02-17,19.50617
2023-02-18,12.8395
2023-02-19,15.55555
2023-02-20,28.14814
2023-02-21,28.64197
2023-02-22,26.66666
2023-02-23,32.59259
2023-02-24,27.4074
2023-02-25,8.14814
2023-02-26,15.06172
2023-02-27,20.24691
2023-02-28,19.75308
2023-03-01,17.77777
2023-03-02,22.46913
2023-03-03,17.53086
2023-03-04,13.33333
2023-03-05,10.12345
2023-03-06,23.20987
2023-03-07,23.20987
2023-03-08,34.07407
2023-03-09,24.69135
2023-03-10,16.04938
2023-03-11,6.41975
2023-03-12,10.37037
2023-03-13,21.72839
2023-03-14,16.29629
2023-03-15,16.04938
2023-03-16,24.44444
2023-03-17,20.74074
2023-03-18,8.14814
2023-03-19,10.37037
2023-03-20,23.95061
2023-03-21,23.45679
2023-03-22,20.24691
2023-03-23,19.75308
2023-03-24,17.77777
2023-03-25,7.16049
2023-03-26,13.08641
2023-03-27,20.0
2023-03-28,22.46913
2023-03-29,19.01234
2023-03-30,19.01234
2023-03-31,20.74074
2023-04-01,6.91358
2023-04-02,5.43209
2023-04-03,12.09876
2023-04-04,16.04938
2023-04-05,17.53086
2023-04-06,20.49382
2023-04-07,13.58024
2023-04-08,6.41975
2023-04-09,8.14814
2023-04-10,23.45679
2023-04-11,19.75308
2023-04-12,20.0
2023-04-13,20.49382
2023-04-14,14.5679
2023-04-15,10.86419
2023-04-16,10.61728
2023-04-17,15.55555
2023-04-18,16.79012
2023-04-19,15.80246
2023-04-20,17.28395
2023-04-21,21.48148
2023-04-22,7.16049
2023-04-23,8.14814
2023-04-24,12.8395
2023-04-25,16.29629
2023-04-26,20.98765
2023-04-27,21.48148
2023-04-28,10.37037
2023-04-29,8.64197
2023-04-30,5.92592
2023-05-01,8.88888
2023-05-02,11.11111
2023-05-03,14.32098
2023-05-04,13.82716
2023-05-05,4.69135
2023-05-06,7.65432
2023-05-07,8.88888
2023-05-08,11.85185
2023-05-09,17.53086
2023-05-10,13.33333
2023-05-11,17.77777
2023-05-12,16.5432
2023-05-13,4.69135
2023-05-14,4.93827
2023-05-15,12.34567
2023-05-16,15.80246
2023-05-17,18.51851
2023-05-18,14.32098
2023-05-19,21.23456
2023-05-20,8.39506
2023-05-21,10.86419
2023-05-22,15.30864
2023-05-23,15.30864
2023-05-24,18.2716
2023-05-25,19.01234
2023-05-26,11.85185
2023-05-27,4.19753
2023-05-28,8.64197
