date,홍콩H지수
2020-03-20,52.33814
2020-03-21,9.18589
2020-03-22,4.01547
2020-03-23,44.73284
2020-03-24,48.9299
2020-03-25,51.03438
2020-03-26,48.60842
2020-03-27,45.96815
2020-03-28,6.87006
2020-03-29,3.05997
2020-03-30,40.84834
2020-03-31,39.86605
2020-04-01,35.60648
2020-04-02,33.85622
2020-04-03,30.41226
2020-04-04,4.81023
2020-04-05,2.42595
2020-04-06,33.72228
2020-04-07,37.64845
2020-04-08,33.37996
2020-04-09,33.64786
2020-04-10,27.4267
2020-04-11,4.89656
2020-04-12,2.75338
2020-04-13,23.50945
2020-04-14,29.96874
2020-04-15,20.0
2020-04-16,27.45944
2020-04-17,32.72808
2020-04-18,5.45914
2020-04-19,2.77719
2020-04-20,28.62926
2020-04-21,26.86114
2020-04-22,27.30465
2020-04-23,26.95043
2020-04-24,22.88138
2020-04-25,3.78627
2020-04-26,2.02411
2020-04-27,25.6556
2020-04-28,27.80473
2020-04-29,27.50409
2020-04-30,13.43652
2020-05-01,11.09688
2020-05-02,3.97975
2020-05-03,2.30391
2020-05-04,23.74758
2020-05-05,15.27905
2020-05-06,27.01294
2020-05-07,23.69995
2020-05-08,24.16133
2020-05-09,4.59592
2020-05-10,2.09852
2020-05-11,26.49203
2020-05-12,22.84268
2020-05-13,22.41404
2020-05-14,20.48519
2020-05-15,21.95862
2020-05-16,3.69697
2020-05-17,1.8336
2020-05-18,21.63714
2020-05-19,27.71245
2020-05-20,24.95609
2020-05-21,25.23589
2020-05-22,25.57523
2020-05-23,5.35794
2020-05-24,3.1969
2020-05-25,31.87081
2020-05-26,31.40645
2020-05-27,30.68909
2020-05-28,36.93109
2020-05-29,33.1329
2020-05-30,7.34335
2020-05-31,3.54517
2020-06-01,37.07099
2020-06-02,38.06816
2020-06-03,40.23813
2020-06-04,39.72912
2020-06-05,35.83866
2020-06-06,7.11415
2020-06-07,3.64637
2020-06-08,37.1335
2020-06-09,38.35987
2020-06-10,37.53534
2020-06-11,33.10314
2020-06-12,29.67405
2020-06-13,4.97395
2020-06-14,2.5212
2020-06-15,30.05506
2020-06-16,33.96636
2020-06-17,32.17443
2020-06-18,29.28114
2020-06-19,29.31388
2020-06-20,4.5602
2020-06-21,2.34261
2020-06-22,27.21833
2020-06-23,30.77838
2020-06-24,31.79639
2020-06-25,22.05685
2020-06-26,26.3432
2020-06-27,3.88152
2020-06-28,2.31879
2020-06-29,22.82184
2020-06-30,33.86218
2020-07-01,28.64116
2020-07-02,36.54412
2020-07-03,36.67212
2020-07-04,5.78657
2020-07-05,3.03616
2020-07-06,44.7001
2020-07-07,46.77779
2020-07-08,40.28873
2020-07-09,42.03304
2020-07-10,33.50498
2020-07-11,4.84893
2020-07-12,2.88733
2020-07-13,38.80041
2020-07-14,35.07962
2020-07-15,40.33933
2020-07-16,36.55603
2020-07-17,35.26715
2020-07-18,5.08111
2020-07-19,2.58371
2020-07-20,35.10641
2020-07-21,36.34171
2020-07-22,38.53251
2020-07-23,36.5471
2020-07-24,32.65664
2020-07-25,4.48578
2020-07-26,2.38428
2020-07-27,32.6239
2020-07-28,33.92766
2020-07-29,33.55261
2020-07-30,33.65381
2020-07-31,33.1329
2020-08-01,4.4203
2020-08-02,2.05983
2020-08-03,30.79327
2020-08-04,32.29944
2020-08-05,32.6239
2020-08-06,32.04345
2020-08-07,30.55514
2020-08-08,4.63461
2020-08-09,2.40214
2020-08-10,32.73106
2020-08-11,34.54383
2020-08-12,32.14466
2020-08-13,30.50751
2020-08-14,27.85235
2020-08-15,3.85771
2020-08-16,2.09257
2020-08-17,21.8336
2020-08-18,32.61199
2020-08-19,29.87944
2020-08-20,28.64414
2020-08-21,27.08736
2020-08-22,3.94701
2020-08-23,2.05387
2020-08-24,26.31343
2020-08-25,27.94165
2020-08-26,26.96829
2020-08-27,25.59309
2020-08-28,25.66453
2020-08-29,3.77139
2020-08-30,1.90802
2020-08-31,28.16788
2020-09-01,29.56689
2020-09-02,29.95981
2020-09-03,31.08498
2020-09-04,29.81396
2020-09-05,4.33695
2020-09-06,2.14615
2020-09-07,30.59383
2020-09-08,34.18663
2020-09-09,30.92722
2020-09-10,32.59711
2020-09-11,30.05209
2020-09-12,4.42327
2020-09-13,2.46167
2020-09-14,29.13528
2020-09-15,30.20389
2020-09-16,29.06384
2020-09-17,26.17949
2020-09-18,26.87899
2020-09-19,4.18216
2020-09-20,2.19377
2020-09-21,26.28664
2020-09-22,29.23351
2020-09-23,30.4956
2020-09-24,33.06742
2020-09-25,28.46256
2020-09-26,4.49471
2020-09-27,2.42893
2020-09-28,28.03393
2020-09-29,27.81961
2020-09-30,14.60336
2020-10-01,10.62955
2020-10-02,10.04613
2020-10-03,4.68819
2020-10-04,2.83375
2020-10-05,29.15314
2020-10-06,29.52522
2020-10-07,29.65322
2020-10-08,29.89432
2020-10-09,19.02961
2020-10-10,4.88465
2020-10-11,2.41702
2020-10-12,34.09435
2020-10-13,31.77258
2020-10-14,35.57076
2020-10-15,28.70962
2020-10-16,29.00431
2020-10-17,4.4828
2020-10-18,2.42
2020-10-19,30.58193
2020-10-20,31.24869
2020-10-21,28.72153
2020-10-22,26.59621
2020-10-23,25.39068
2020-10-24,3.70293
2020-10-25,1.84253
2020-10-26,18.85399
2020-10-27,23.20583
2020-10-28,22.51525
2020-10-29,22.12531
2020-10-30,21.17577
2020-10-31,3.17309
2020-11-01,1.7324
2020-11-02,21.71454
2020-11-03,23.58981
2020-11-04,24.95907
2020-11-05,27.56362
2020-11-06,26.3045
2020-11-07,3.64935
2020-11-08,1.9735
2020-11-09,26.69147
2020-11-10,29.11742
2020-11-11,26.72123
2020-11-12,24.21788
2020-11-13,22.43488
2020-11-14,3.34871
2020-11-15,1.6044
2020-11-16,23.6166
2020-11-17,22.1908
2020-11-18,22.50632
2020-11-19,21.64012
2020-11-20,19.70233
2020-11-21,2.61943
2020-11-22,1.5657
2020-11-23,22.33665
2020-11-24,21.86039
2020-11-25,21.84551
2020-11-26,21.24423
2020-11-27,21.12219
2020-11-28,3.02425
2020-11-29,1.66691
2020-11-30,19.80056
2020-12-01,21.41985
2020-12-02,20.54174
2020-12-03,20.16669
2020-12-04,19.61006
2020-12-05,2.96175
2020-12-06,1.40199
2020-12-07,18.36285
2020-12-08,18.08007
2020-12-09,19.05045
2020-12-10,17.18112
2020-12-11,18.06518
2020-12-12,2.43488
2020-12-13,1.3752
2020-12-14,19.22309
2020-12-15,16.97574
2020-12-16,17.77645
2020-12-17,17.961
2020-12-18,16.78523
2020-12-19,2.3813
2020-12-20,1.35436
2020-12-21,17.60976
2020-12-22,18.12769
2020-12-23,18.10983
2020-12-24,15.7702
2020-12-25,3.41419
2020-12-26,1.58952
2020-12-27,1.16684
2020-12-28,15.88033
2020-12-29,16.10954
2020-12-30,18.44619
2020-12-31,11.65649
2021-01-01,3.02723
2021-01-02,1.70561
2021-01-03,1.29781
2021-01-04,19.00878
2021-01-05,19.63982
2021-01-06,20.53579
2021-01-07,20.63997
2021-01-08,22.48548
2021-01-09,3.33382
2021-01-10,1.70263
2021-01-11,22.63729
2021-01-12,22.84268
2021-01-13,21.48534
2021-01-14,21.22934
2021-01-15,21.83062
2021-01-16,2.88138
2021-01-17,1.46152
2021-01-18,21.74133
2021-01-19,24.2536
2021-01-20,23.52135
2021-01-21,24.2923
2021-01-22,20.73522
2021-01-23,2.70278
2021-01-24,1.60142
2021-01-25,22.84863
2021-01-26,21.21148
2021-01-27,21.41687
2021-01-28,20.47923
2021-01-29,22.00922
2021-01-30,2.7504
2021-01-31,1.41985
2021-02-01,20.71736
2021-02-02,20.85429
2021-02-03,19.66959
2021-02-04,18.98496
2021-02-05,17.52344
2021-02-06,2.2414
2021-02-07,1.1966
2021-02-08,17.07099
2021-02-09,17.08587
2021-02-10,16.30004
2021-02-11,8.11727
2021-02-12,4.12561
2021-02-13,1.99732
2021-02-14,1.33055
2021-02-15,11.42729
2021-02-16,18.69325
2021-02-17,20.92275
2021-02-18,19.57434
2021-02-19,19.01771
2021-02-20,2.58371
2021-02-21,1.33353
2021-02-22,17.46093
2021-02-23,18.2795
2021-02-24,20.24408
2021-02-25,20.12501
2021-02-26,18.06816
2021-02-27,2.52716
2021-02-28,1.15493
2021-03-01,11.27251
2021-03-02,18.97603
2021-03-03,17.99374
2021-03-04,17.30317
2021-03-05,16.70486
2021-03-06,2.23545
2021-03-07,1.25613
2021-03-08,17.09182
2021-03-09,18.6367
2021-03-10,18.30927
2021-03-11,17.19601
2021-03-12,17.81217
2021-03-13,2.2027
2021-03-14,1.07456
2021-03-15,15.22845
2021-03-16,15.3118
2021-03-17,16.01726
2021-03-18,15.71067
2021-03-19,13.91576
2021-03-20,1.75323
2021-03-21,0.90191
2021-03-22,14.13007
2021-03-23,13.59428
2021-03-24,14.34439
2021-03-25,16.17502
2021-03-26,15.541
2021-03-27,2.00922
2021-03-28,1.21446
2021-03-29,15.17785
2021-03-30,14.87423
2021-03-31,14.27295
2021-04-01,14.40392
2021-04-02,11.76067
2021-04-03,1.80383
2021-04-04,0.96145
2021-04-05,10.09971
2021-04-06,10.52835
2021-04-07,12.88584
2021-04-08,13.05551
2021-04-09,11.28144
2021-04-10,1.56273
2021-04-11,0.94359
2021-04-12,12.10894
2021-04-13,13.21625
2021-04-14,12.71022
2021-04-15,11.77258
2021-04-16,12.14168
2021-04-17,1.57463
2021-04-18,0.80071
2021-04-19,11.74579
2021-04-20,12.10596
2021-04-21,11.25167
2021-04-22,11.06414
2021-04-23,10.71588
2021-04-24,1.22339
2021-04-25,0.66378
2021-04-26,10.19794
2021-04-27,10.35273
2021-04-28,10.05209
2021-04-29,10.29319
2021-04-30,9.01622
2021-05-01,1.1073
2021-05-02,0.59532
2021-05-03,8.71855
2021-05-04,9.53713
2021-05-05,5.6556
2021-05-06,10.35868
