date,부수입
2020-03-20,19.80198
2020-03-21,15.099
2020-03-22,18.0693
2020-03-23,19.80198
2020-03-24,17.82178
2020-03-25,17.82178
2020-03-26,17.32673
2020-03-27,21.28712
2020-03-28,11.38613
2020-03-29,19.80198
2020-03-30,18.31683
2020-03-31,20.79207
2020-04-01,18.81188
2020-04-02,26.98019
2020-04-03,27.97029
2020-04-04,17.32673
2020-04-05,23.76237
2020-04-06,27.97029
2020-04-07,19.80198
2020-04-08,17.57425
2020-04-09,15.34653
2020-04-10,15.59405
2020-04-11,11.38613
2020-04-12,18.0693
2020-04-13,17.82178
2020-04-14,21.78217
2020-04-15,18.0693
2020-04-16,19.30693
2020-04-17,19.30693
2020-04-18,12.62376
2020-04-19,20.29702
2020-04-20,18.31683
2020-04-21,16.83168
2020-04-22,22.27722
2020-04-23,22.0297
2020-04-24,15.099
2020-04-25,11.38613
2020-04-26,16.58415
2020-04-27,20.54455
2020-04-28,19.80198
2020-04-29,13.86138
2020-04-30,10.39603
2020-05-01,16.0891
2020-05-02,10.39603
2020-05-03,15.59405
2020-05-04,18.81188
2020-05-05,23.51485
2020-05-06,17.82178
2020-05-07,16.0891
2020-05-08,15.34653
2020-05-09,12.37623
2020-05-10,15.099
2020-05-11,20.54455
2020-05-12,25.0
2020-05-13,19.30693
2020-05-14,17.0792
2020-05-15,12.37623
2020-05-16,10.64356
2020-05-17,15.59405
2020-05-18,18.31683
2020-05-19,14.85148
2020-05-20,21.78217
2020-05-21,21.28712
2020-05-22,16.33663
2020-05-23,9.40594
2020-05-24,17.0792
2020-05-25,24.0099
2020-05-26,17.0792
2020-05-27,33.16831
2020-05-28,24.50495
2020-05-29,11.63366
2020-05-30,20.0495
2020-05-31,21.28712
2020-06-01,24.50495
2020-06-02,16.58415
2020-06-03,23.51485
2020-06-04,15.34653
2020-06-05,15.099
2020-06-06,16.0891
2020-06-07,16.0891
2020-06-08,24.25742
2020-06-09,18.56435
2020-06-10,21.53465
2020-06-11,18.56435
2020-06-12,14.35643
2020-06-13,8.91089
2020-06-14,12.12871
2020-06-15,26.48514
2020-06-16,25.99009
2020-06-17,11.63366
2020-06-18,19.0594
2020-06-19,14.60396
2020-06-20,11.38613
2020-06-21,16.83168
2020-06-22,14.60396
2020-06-23,22.77227
2020-06-24,17.57425
2020-06-25,17.32673
2020-06-26,13.86138
2020-06-27,7.42574
2020-06-28,18.0693
2020-06-29,19.55445
2020-06-30,16.0891
2020-07-01,21.28712
2020-07-02,21.53465
2020-07-03,14.85148
2020-07-04,13.36633
2020-07-05,17.32673
2020-07-06,20.54455
2020-07-07,15.34653
2020-07-08,16.83168
2020-07-09,16.83168
2020-07-10,17.32673
2020-07-11,14.60396
2020-07-12,12.87128
2020-07-13,17.32673
2020-07-14,22.52475
2020-07-15,16.0891
2020-07-16,20.79207
2020-07-17,14.35643
2020-07-18,9.15841
2020-07-19,20.79207
2020-07-20,22.27722
2020-07-21,19.55445
2020-07-22,22.77227
2020-07-23,21.53465
2020-07-24,18.56435
2020-07-25,10.89108
2020-07-26,16.0891
2020-07-27,18.0693
2020-07-28,19.55445
2020-07-29,21.53465
2020-07-30,15.59405
2020-07-31,14.35643
2020-08-01,10.39603
2020-08-02,16.0891
2020-08-03,18.81188
2020-08-04,15.84158
2020-08-05,18.0693
2020-08-06,18.31683
2020-08-07,17.32673
2020-08-08,10.89108
2020-08-09,17.82178
2020-08-10,21.28712
2020-08-11,19.80198
2020-08-12,16.83168
2020-08-13,13.36633
2020-08-14,11.63366
2020-08-15,16.33663
2020-08-16,14.10891
2020-08-17,16.33663
2020-08-18,18.81188
2020-08-19,21.0396
2020-08-20,16.33663
2020-08-21,17.82178
2020-08-22,12.12871
2020-08-23,15.59405
2020-08-24,16.83168
2020-08-25,17.0792
2020-08-26,22.77227
2020-08-27,18.0693
2020-08-28,13.61386
2020-08-29,10.89108
2020-08-30,13.61386
2020-08-31,16.33663
2020-09-01,16.83168
2020-09-02,20.79207
2020-09-03,18.31683
2020-09-04,20.29702
2020-09-05,15.59405
2020-09-06,27.22772
2020-09-07,25.24752
2020-09-08,25.99009
2020-09-09,22.27722
2020-09-10,18.56435
2020-09-11,13.61386
2020-09-12,13.36633
2020-09-13,14.85148
2020-09-14,15.099
2020-09-15,16.0891
2020-09-16,19.0594
2020-09-17,20.54455
2020-09-18,15.84158
2020-09-19,12.87128
2020-09-20,17.32673
2020-09-21,20.54455
2020-09-22,14.60396
2020-09-23,16.83168
2020-09-24,14.60396
2020-09-25,14.35643
2020-09-26,12.62376
2020-09-27,14.60396
2020-09-28,15.84158
2020-09-29,13.36633
2020-09-30,8.91089
2020-10-01,12.12871
2020-10-02,13.61386
2020-10-03,15.099
2020-10-04,18.31683
2020-10-05,16.58415
2020-10-06,18.0693
2020-10-07,21.53465
2020-10-08,12.37623
2020-10-09,11.38613
2020-10-10,17.57425
2020-10-11,16.33663
2020-10-12,21.28712
2020-10-13,17.57425
2020-10-14,15.59405
2020-10-15,20.0495
2020-10-16,14.60396
2020-10-17,9.15841
2020-10-18,14.60396
2020-10-19,19.30693
2020-10-20,18.0693
2020-10-21,11.38613
2020-10-22,18.31683
2020-10-23,11.13861
2020-10-24,8.41584
2020-10-25,14.60396
2020-10-26,22.0297
2020-10-27,16.83168
2020-10-28,11.88118
2020-10-29,19.80198
2020-10-30,13.11881
2020-10-31,9.90099
2020-11-01,15.84158
2020-11-02,17.32673
2020-11-03,19.30693
2020-11-04,13.86138
2020-11-05,19.55445
2020-11-06,15.34653
2020-11-07,12.62376
2020-11-08,15.099
2020-11-09,17.0792
2020-11-10,19.80198
2020-11-11,17.82178
2020-11-12,18.81188
2020-11-13,19.80198
2020-11-14,11.38613
2020-11-15,12.37623
2020-11-16,20.79207
2020-11-17,22.52475
2020-11-18,24.25742
2020-11-19,24.75247
2020-11-20,22.27722
2020-11-21,22.0297
2020-11-22,28.46534
2020-11-23,27.47524
2020-11-24,25.74257
2020-11-25,19.80198
2020-11-26,20.29702
2020-11-27,16.58415
2020-11-28,18.31683
2020-11-29,15.84158
2020-11-30,23.76237
2020-12-01,26.98019
2020-12-02,27.22772
2020-12-03,23.51485
2020-12-04,18.81188
2020-12-05,15.099
2020-12-06,22.0297
2020-12-07,24.0099
2020-12-08,25.49504
2020-12-09,21.53465
2020-12-10,25.74257
2020-12-11,21.78217
2020-12-12,11.63366
2020-12-13,19.0594
2020-12-14,29.20792
2020-12-15,21.28712
2020-12-16,19.80198
2020-12-17,22.0297
2020-12-18,17.82178
2020-12-19,17.0792
2020-12-20,18.81188
2020-12-21,16.83168
2020-12-22,16.83168
2020-12-23,25.0
2020-12-24,19.55445
2020-12-25,12.12871
2020-12-26,16.33663
2020-12-27,27.72277
2020-12-28,25.24752
2020-12-29,24.0099
2020-12-30,19.55445
2020-12-31,25.0
2021-01-01,22.0297
2021-01-02,25.49504
2021-01-03,30.69306
2021-01-04,30.69306
2021-01-05,35.64356
2021-01-06,29.95049
2021-01-07,20.79207
2021-01-08,26.48514
2021-01-09,24.25742
2021-01-10,33.66336
2021-01-11,29.20792
2021-01-12,30.19801
2021-01-13,28.21782
2021-01-14,22.77227
2021-01-15,25.24752
2021-01-16,23.26732
2021-01-17,23.76237
2021-01-18,32.67326
2021-01-19,27.72277
2021-01-20,32.67326
2021-01-21,26.73267
2021-01-22,26.98019
2021-01-23,19.80198
2021-01-24,25.74257
2021-01-25,22.77227
2021-01-26,30.94059
2021-01-27,26.48514
2021-01-28,24.0099
2021-01-29,23.51485
2021-01-30,24.50495
2021-01-31,22.77227
2021-02-01,28.21782
2021-02-02,20.0495
2021-02-03,30.69306
2021-02-04,23.76237
2021-02-05,19.0594
2021-02-06,16.33663
2021-02-07,22.0297
2021-02-08,27.97029
2021-02-09,26.73267
2021-02-10,23.26732
2021-02-11,17.82178
2021-02-12,19.55445
2021-02-13,21.53465
2021-02-14,31.93069
2021-02-15,33.66336
2021-02-16,29.70297
2021-02-17,20.79207
2021-02-18,24.50495
2021-02-19,22.52475
2021-02-20,16.58415
2021-02-21,19.55445
2021-02-22,20.0495
2021-02-23,19.0594
2021-02-24,21.28712
2021-02-25,23.76237
2021-02-26,17.0792
2021-02-27,15.84158
2021-02-28,17.32673
2021-03-01,24.0099
2021-03-02,22.77227
2021-03-03,20.0495
2021-03-04,18.81188
2021-03-05,28.21782
2021-03-06,17.32673
2021-03-07,21.28712
2021-03-08,23.26732
2021-03-09,14.10891
2021-03-10,20.0495
2021-03-11,15.84158
2021-03-12,14.10891
2021-03-13,10.89108
2021-03-14,12.62376
2021-03-15,16.33663
2021-03-16,13.11881
2021-03-17,12.62376
2021-03-18,11.63366
2021-03-19,14.85148
2021-03-20,8.16831
2021-03-21,8.66336
2021-03-22,15.59405
2021-03-23,12.12871
2021-03-24,10.89108
2021-03-25,12.87128
2021-03-26,12.12871
2021-03-27,15.099
2021-03-28,10.14851
2021-03-29,15.59405
2021-03-30,10.14851
2021-03-31,13.61386
2021-04-01,13.36633
2021-04-02,10.39603
2021-04-03,11.63366
2021-04-04,11.63366
2021-04-05,17.32673
2021-04-06,14.35643
2021-04-07,14.10891
2021-04-08,12.87128
2021-04-09,8.91089
2021-04-10,7.92079
2021-04-11,12.12871
2021-04-12,17.82178
2021-04-13,14.60396
2021-04-14,19.0594
2021-04-15,16.83168
2021-04-16,13.61386
2021-04-17,8.66336
2021-04-18,10.39603
2021-04-19,20.29702
2021-04-20,17.0792
2021-04-21,9.40594
2021-04-22,15.099
2021-04-23,12.12871
2021-04-24,13.86138
2021-04-25,9.90099
2021-04-26,13.61386
2021-04-27,14.60396
2021-04-28,15.84158
2021-04-29,16.58415
2021-04-30,14.10891
2021-05-01,7.17821
2021-05-02,9.40594
2021-05-03,10.64356
2021-05-04,16.0891
2021-05-05,10.64356
2021-05-06,14.35643
2021-05-07,11.13861
2021-05-08,11.88118
2021-05-09,12.62376
2021-05-10,17.82178
2021-05-11,13.86138
2021-05-12,15.34653
2021-05-13,13.61386
2021-05-14,10.89108
2021-05-15,10.89108
2021-05-16,11.13861
2021-05-17,14.60396
2021-05-18,10.14851
2021-05-19,12.87128
2021-05-20,16.33663
2021-05-21,12.62376
