date,전세금돌려받기
2020-03-20,75.94696
2020-03-21,68.5606
2020-03-22,63.63636
2020-03-23,100.0
2020-03-24,88.25757
2020-03-25,73.48484
2020-03-26,78.40909
2020-03-27,80.11363
2020-03-28,64.77272
2020-03-29,61.55303
2020-03-30,88.25757
2020-03-31,95.83333
2020-04-01,80.30303
2020-04-02,89.77272
2020-04-03,75.37878
2020-04-04,61.55303
2020-04-05,55.11363
2020-04-06,95.45454
2020-04-07,86.74242
2020-04-08,87.68939
2020-04-09,76.51515
2020-04-10,63.25757
2020-04-11,56.43939
2020-04-12,54.35606
2020-04-13,90.5303
2020-04-14,69.69696
2020-04-15,55.49242
2020-04-16,72.72727
2020-04-17,70.83333
2020-04-18,64.01515
2020-04-19,58.14393
2020-04-20,92.42424
2020-04-21,81.25
2020-04-22,88.06818
2020-04-23,76.13636
2020-04-24,68.5606
2020-04-25,58.90151
2020-04-26,66.47727
2020-04-27,80.87121
2020-04-28,76.32575
2020-04-29,71.21212
2020-04-30,61.17424
2020-05-01,66.66666
2020-05-02,57.76515
2020-05-03,55.30303
2020-05-04,80.30303
2020-05-05,61.55303
2020-05-06,83.14393
2020-05-07,79.16666
2020-05-08,64.77272
2020-05-09,53.78787
2020-05-10,48.10606
2020-05-11,80.49242
2020-05-12,80.30303
2020-05-13,79.92424
2020-05-14,66.85606
2020-05-15,67.80303
2020-05-16,50.37878
2020-05-17,49.05303
2020-05-18,79.73484
2020-05-19,80.68181
2020-05-20,82.57575
2020-05-21,72.15909
2020-05-22,65.5303
2020-05-23,47.15909
2020-05-24,48.67424
2020-05-25,77.27272
2020-05-26,83.33333
2020-05-27,68.18181
2020-05-28,70.64393
2020-05-29,59.46969
2020-05-30,46.7803
2020-05-31,46.96969
2020-06-01,75.75757
2020-06-02,64.39393
2020-06-03,65.15151
2020-06-04,70.26515
2020-06-05,54.73484
2020-06-06,40.90909
2020-06-07,42.99242
2020-06-08,71.02272
2020-06-09,68.5606
2020-06-10,68.5606
2020-06-11,69.50757
2020-06-12,62.87878
2020-06-13,38.82575
2020-06-14,41.09848
2020-06-15,76.13636
2020-06-16,64.20454
2020-06-17,69.31818
2020-06-18,68.18181
2020-06-19,51.32575
2020-06-20,38.06818
2020-06-21,40.71969
2020-06-22,64.39393
2020-06-23,56.43939
2020-06-24,53.97727
2020-06-25,61.93181
2020-06-26,60.41666
2020-06-27,40.71969
2020-06-28,39.58333
2020-06-29,64.77272
2020-06-30,65.5303
2020-07-01,63.25757
2020-07-02,62.87878
2020-07-03,51.89393
2020-07-04,40.15151
2020-07-05,34.0909
2020-07-06,65.15151
2020-07-07,67.42424
2020-07-08,57.19696
2020-07-09,50.94696
2020-07-10,52.46212
2020-07-11,41.09848
2020-07-12,42.80303
2020-07-13,86.36363
2020-07-14,84.84848
2020-07-15,59.84848
2020-07-16,51.89393
2020-07-17,49.24242
2020-07-18,35.98484
2020-07-19,35.98484
2020-07-20,61.36363
2020-07-21,55.87121
2020-07-22,53.21969
2020-07-23,49.8106
2020-07-24,48.48484
2020-07-25,31.43939
2020-07-26,32.38636
2020-07-27,64.01515
2020-07-28,48.86363
2020-07-29,61.93181
2020-07-30,53.97727
2020-07-31,59.2803
2020-08-01,42.23484
2020-08-02,35.79545
2020-08-03,54.54545
2020-08-04,52.27272
2020-08-05,59.46969
2020-08-06,53.21969
2020-08-07,55.49242
2020-08-08,35.79545
2020-08-09,36.55303
2020-08-10,71.96969
2020-08-11,56.81818
2020-08-12,59.65909
2020-08-13,60.60606
2020-08-14,56.43939
2020-08-15,37.87878
2020-08-16,36.74242
2020-08-17,42.80303
2020-08-18,64.77272
2020-08-19,60.41666
2020-08-20,52.08333
2020-08-21,48.48484
2020-08-22,42.99242
2020-08-23,36.36363
2020-08-24,59.2803
2020-08-25,63.82575
2020-08-26,58.33333
2020-08-27,65.15151
2020-08-28,54.54545
2020-08-29,43.75
2020-08-30,38.82575
2020-08-31,75.18939
2020-09-01,66.09848
2020-09-02,60.22727
2020-09-03,63.44696
2020-09-04,52.65151
2020-09-05,42.04545
2020-09-06,44.31818
2020-09-07,85.22727
2020-09-08,74.24242
2020-09-09,74.43181
2020-09-10,63.44696
2020-09-11,58.14393
2020-09-12,41.66666
2020-09-13,41.66666
2020-09-14,69.12878
2020-09-15,60.22727
2020-09-16,65.5303
2020-09-17,62.12121
2020-09-18,55.68181
2020-09-19,37.12121
2020-09-20,39.58333
2020-09-21,61.36363
2020-09-22,56.43939
2020-09-23,57.95454
2020-09-24,47.91666
2020-09-25,48.86363
2020-09-26,31.25
2020-09-27,34.0909
2020-09-28,49.8106
2020-09-29,39.39393
2020-09-30,24.05303
2020-10-01,19.69696
2020-10-02,22.91666
2020-10-03,31.0606
2020-10-04,32.57575
2020-10-05,71.7803
2020-10-06,62.68939
2020-10-07,69.88636
2020-10-08,52.08333
2020-10-09,37.12121
2020-10-10,32.57575
2020-10-11,40.3409
2020-10-12,55.30303
2020-10-13,54.73484
2020-10-14,54.54545
2020-10-15,51.51515
2020-10-16,45.07575
2020-10-17,36.36363
2020-10-18,35.60606
2020-10-19,49.8106
2020-10-20,47.34848
2020-10-21,32.76515
2020-10-22,40.3409
2020-10-23,38.82575
2020-10-24,28.0303
2020-10-25,27.65151
2020-10-26,46.96969
2020-10-27,43.37121
2020-10-28,42.23484
2020-10-29,41.09848
2020-10-30,43.5606
2020-10-31,32.38636
2020-11-01,29.16666
2020-11-02,47.72727
2020-11-03,60.79545
2020-11-04,49.43181
2020-11-05,44.88636
2020-11-06,43.75
2020-11-07,30.68181
2020-11-08,35.79545
2020-11-09,54.16666
2020-11-10,46.96969
2020-11-11,46.5909
2020-11-12,50.75757
2020-11-13,47.34848
2020-11-14,37.68939
2020-11-15,31.81818
2020-11-16,52.27272
2020-11-17,53.97727
2020-11-18,47.91666
2020-11-19,42.99242
2020-11-20,42.80303
2020-11-21,29.16666
2020-11-22,33.14393
2020-11-23,50.75757
2020-11-24,48.67424
2020-11-25,46.7803
2020-11-26,41.66666
2020-11-27,40.5303
2020-11-28,32.19696
2020-11-29,28.97727
2020-11-30,46.40151
2020-12-01,47.91666
2020-12-02,44.88636
2020-12-03,45.07575
2020-12-04,46.40151
2020-12-05,31.62878
2020-12-06,32.95454
2020-12-07,52.08333
2020-12-08,47.34848
2020-12-09,44.50757
2020-12-10,49.8106
2020-12-11,42.99242
2020-12-12,31.25
2020-12-13,34.2803
2020-12-14,47.72727
2020-12-15,39.77272
2020-12-16,46.96969
2020-12-17,37.3106
2020-12-18,38.06818
2020-12-19,41.09848
2020-12-20,33.71212
2020-12-21,41.85606
2020-12-22,47.15909
2020-12-23,46.96969
2020-12-24,32.38636
2020-12-25,23.10606
2020-12-26,29.35606
2020-12-27,39.20454
2020-12-28,48.10606
2020-12-29,46.02272
2020-12-30,38.06818
2020-12-31,36.17424
2021-01-01,22.53787
2021-01-02,30.49242
2021-01-03,33.52272
2021-01-04,49.62121
2021-01-05,49.43181
2021-01-06,56.25
2021-01-07,42.80303
2021-01-08,40.71969
2021-01-09,36.36363
2021-01-10,33.52272
2021-01-11,60.22727
2021-01-12,51.13636
2021-01-13,53.40909
2021-01-14,52.46212
2021-01-15,48.29545
2021-01-16,43.37121
2021-01-17,32.57575
2021-01-18,57.38636
2021-01-19,53.40909
2021-01-20,59.46969
2021-01-21,49.62121
2021-01-22,47.34848
2021-01-23,37.5
2021-01-24,41.66666
2021-01-25,61.55303
2021-01-26,67.80303
2021-01-27,51.70454
2021-01-28,48.67424
2021-01-29,42.23484
2021-01-30,43.37121
2021-01-31,41.47727
2021-02-01,60.79545
2021-02-02,47.34848
2021-02-03,51.32575
2021-02-04,50.94696
2021-02-05,43.18181
2021-02-06,35.03787
2021-02-07,42.42424
2021-02-08,52.27272
2021-02-09,55.30303
2021-02-10,43.93939
2021-02-11,23.10606
2021-02-12,23.10606
2021-02-13,20.83333
2021-02-14,30.49242
2021-02-15,73.86363
2021-02-16,59.84848
2021-02-17,60.03787
2021-02-18,64.39393
2021-02-19,53.59848
2021-02-20,40.3409
2021-02-21,47.91666
2021-02-22,65.90909
2021-02-23,60.98484
2021-02-24,55.11363
2021-02-25,56.81818
2021-02-26,58.90151
2021-02-27,40.15151
2021-02-28,36.17424
2021-03-01,43.93939
2021-03-02,58.52272
2021-03-03,62.87878
2021-03-04,47.15909
2021-03-05,38.06818
2021-03-06,33.90151
2021-03-07,38.44696
2021-03-08,56.62878
2021-03-09,47.53787
2021-03-10,42.99242
2021-03-11,36.17424
2021-03-12,39.96212
2021-03-13,25.18939
2021-03-14,33.71212
2021-03-15,56.0606
2021-03-16,43.5606
2021-03-17,38.63636
2021-03-18,39.77272
2021-03-19,35.98484
2021-03-20,26.32575
2021-03-21,32.00757
2021-03-22,49.62121
2021-03-23,41.28787
2021-03-24,42.80303
2021-03-25,39.39393
2021-03-26,37.12121
2021-03-27,28.40909
2021-03-28,25.75757
2021-03-29,42.61363
2021-03-30,45.07575
2021-03-31,43.37121
2021-04-01,39.96212
2021-04-02,36.17424
2021-04-03,30.68181
2021-04-04,29.35606
2021-04-05,45.64393
2021-04-06,35.98484
2021-04-07,35.98484
2021-04-08,35.03787
2021-04-09,29.16666
2021-04-10,28.59848
2021-04-11,28.0303
2021-04-12,48.48484
2021-04-13,42.23484
2021-04-14,43.37121
2021-04-15,38.25757
2021-04-16,36.17424
2021-04-17,25.18939
2021-04-18,27.08333
2021-04-19,39.39393
2021-04-20,37.12121
2021-04-21,32.19696
2021-04-22,31.62878
2021-04-23,28.59848
2021-04-24,26.70454
2021-04-25,27.8409
2021-04-26,45.45454
2021-04-27,43.37121
2021-04-28,37.68939
2021-04-29,31.81818
2021-04-30,31.0606
2021-05-01,22.34848
2021-05-02,23.86363
2021-05-03,39.77272
2021-05-04,27.08333
