date,테슬라주가
2020-03-20,7.31441
2020-03-21,4.36855
2020-03-22,1.90429
2020-03-23,4.19137
2020-03-24,5.49208
2020-03-25,7.85618
2020-03-26,5.39424
2020-03-27,4.54803
2020-03-28,2.42954
2020-03-29,1.43524
2020-03-30,2.60175
2020-03-31,3.879
2020-04-01,3.69819
2020-04-02,3.19509
2020-04-03,4.59365
2020-04-04,2.6325
2020-04-05,1.35789
2020-04-06,2.69695
2020-04-07,4.81082
2020-04-08,4.38573
2020-04-09,4.36193
2020-04-10,3.13658
2020-04-11,1.24848
2020-04-12,0.94537
2020-04-13,2.16741
2020-04-14,6.04609
2020-04-15,5.36218
2020-04-16,6.31152
2020-04-17,20.73673
2020-04-18,4.37681
2020-04-19,1.99222
2020-04-20,3.83107
2020-04-21,7.39473
2020-04-22,6.83577
2020-04-23,6.17434
2020-04-24,4.16625
2020-04-25,2.57267
2020-04-26,1.16353
2020-04-27,2.99313
2020-04-28,19.99034
2020-04-29,4.95593
2020-04-30,4.84057
2020-05-01,4.11567
2020-05-02,4.33417
2020-05-03,1.63523
2020-05-04,3.00337
2020-05-05,4.80652
2020-05-06,4.75264
2020-05-07,3.98808
2020-05-08,3.47474
2020-05-09,2.55349
2020-05-10,1.25212
2020-05-11,2.27187
2020-05-12,3.48366
2020-05-13,3.66183
2020-05-14,3.54019
2020-05-15,2.98883
2020-05-16,1.83356
2020-05-17,0.8462
2020-05-18,2.27682
2020-05-19,3.41788
2020-05-20,3.14815
2020-05-21,2.92834
2020-05-22,2.57366
2020-05-23,1.4369
2020-05-24,0.71663
2020-05-25,1.59887
2020-05-26,2.98916
2020-05-27,3.58779
2020-05-28,3.58151
2020-05-29,2.70819
2020-05-30,2.01999
2020-05-31,9.73172
2020-06-01,11.15242
2020-06-02,9.71156
2020-06-03,4.62274
2020-06-04,3.97883
2020-06-05,3.4159
2020-06-06,2.52771
2020-06-07,1.44483
2020-06-08,2.65795
2020-06-09,10.68602
2020-06-10,5.21343
2020-06-11,50.96057
2020-06-12,17.16414
2020-06-13,3.31178
2020-06-14,1.72943
2020-06-15,4.21484
2020-06-16,5.25343
2020-06-17,3.7805
2020-06-18,3.75372
2020-06-19,3.47606
2020-06-20,3.39078
2020-06-21,1.57936
2020-06-22,2.47879
2020-06-23,3.44201
2020-06-24,3.34318
2020-06-25,3.24302
2020-06-26,2.79645
2020-06-27,2.01338
2020-06-28,0.93744
2020-06-29,1.84612
2020-06-30,3.19939
2020-07-01,4.07601
2020-07-02,11.2701
2020-07-03,21.75912
2020-07-04,2.03321
2020-07-05,1.87917
2020-07-06,4.69546
2020-07-07,61.88162
2020-07-08,13.52677
2020-07-09,8.8713
2020-07-10,5.80941
2020-07-11,15.42379
2020-07-12,4.82437
2020-07-13,14.00937
2020-07-14,63.69006
2020-07-15,14.80104
2020-07-16,8.78469
2020-07-17,6.7852
2020-07-18,4.35367
2020-07-19,2.72836
2020-07-20,5.04419
2020-07-21,9.51918
2020-07-22,8.91196
2020-07-23,36.99087
2020-07-24,9.51422
2020-07-25,5.59191
2020-07-26,3.78479
2020-07-27,5.95155
2020-07-28,7.38415
2020-07-29,6.71512
2020-07-30,6.07286
2020-07-31,5.71058
2020-08-01,4.61381
2020-08-02,2.29368
2020-08-03,4.43895
2020-08-04,5.23855
2020-08-05,5.73636
2020-08-06,5.82528
2020-08-07,5.37672
2020-08-08,3.79967
2020-08-09,2.24906
2020-08-10,4.5877
2020-08-11,6.52208
2020-08-12,71.31023
2020-08-13,12.63461
2020-08-14,8.32556
2020-08-15,4.11634
2020-08-16,2.32641
2020-08-17,4.2436
2020-08-18,28.28847
2020-08-19,10.46918
2020-08-20,9.39654
2020-08-21,20.86068
2020-08-22,7.72396
2020-08-23,3.89454
2020-08-24,8.91725
2020-08-25,11.71039
2020-08-26,9.96542
2020-08-27,13.24018
2020-08-28,14.25662
2020-08-29,8.28854
2020-08-30,4.82272
2020-08-31,13.87054
2020-09-01,92.23339
2020-09-02,42.09753
2020-09-03,31.85346
2020-09-04,34.11673
2020-09-05,22.75407
2020-09-06,6.79379
2020-09-07,12.38538
2020-09-08,27.34674
2020-09-09,77.86107
2020-09-10,39.52123
2020-09-11,27.14543
2020-09-12,15.16431
2020-09-13,5.91354
2020-09-14,13.60841
2020-09-15,24.53408
2020-09-16,22.45823
2020-09-17,19.03836
2020-09-18,15.80789
2020-09-19,11.0645
2020-09-20,4.04824
2020-09-21,14.1525
2020-09-22,26.23543
2020-09-23,45.55806
2020-09-24,31.55431
2020-09-25,20.32089
2020-09-26,10.95013
2020-09-27,4.17815
2020-09-28,9.30432
2020-09-29,12.6994
2020-09-30,9.79287
2020-10-01,11.19936
2020-10-02,13.6061
2020-10-03,12.70304
2020-10-04,4.53349
2020-10-05,8.61545
2020-10-06,13.50363
2020-10-07,11.63205
2020-10-08,10.34092
2020-10-09,7.84626
2020-10-10,6.02295
2020-10-11,2.51052
2020-10-12,5.79024
2020-10-13,10.5495
2020-10-14,9.91319
2020-10-15,11.55735
2020-10-16,9.40943
2020-10-17,5.94329
2020-10-18,2.30525
2020-10-19,5.48448
2020-10-20,10.04442
2020-10-21,23.10379
2020-10-22,16.66137
2020-10-23,10.02062
2020-10-24,6.34028
2020-10-25,2.70621
2020-10-26,5.81801
2020-10-27,9.11095
2020-10-28,8.67892
2020-10-29,10.10458
2020-10-30,8.7209
2020-10-31,7.29788
2020-11-01,2.63316
2020-11-02,5.13707
2020-11-03,8.34903
2020-11-04,10.15912
2020-11-05,11.25027
2020-11-06,9.22102
2020-11-07,5.65934
2020-11-08,2.6077
2020-11-09,6.30821
2020-11-10,11.05095
2020-11-11,9.9003
2020-11-12,8.45051
2020-11-13,7.59769
2020-11-14,5.42102
2020-11-15,2.20245
2020-11-16,5.67025
2020-11-17,36.31225
2020-11-18,20.16884
2020-11-19,23.94868
2020-11-20,16.41908
2020-11-21,8.52224
2020-11-22,3.44929
2020-11-23,7.22351
2020-11-24,19.27503
2020-11-25,24.05677
2020-11-26,19.51799
2020-11-27,13.81567
2020-11-28,14.57659
2020-11-29,5.9727
2020-11-30,11.76262
2020-12-01,20.27329
2020-12-02,19.51567
2020-12-03,18.25991
2020-12-04,17.21571
2020-12-05,13.03226
2020-12-06,5.55158
2020-12-07,10.65263
2020-12-08,67.45899
2020-12-09,30.94048
2020-12-10,31.8052
2020-12-11,25.55284
2020-12-12,13.95648
2020-12-13,6.61232
2020-12-14,11.80592
2020-12-15,18.96993
2020-12-16,18.27214
2020-12-17,16.46899
2020-12-18,21.0329
2020-12-19,31.37647
2020-12-20,8.18739
2020-12-21,20.79622
2020-12-22,37.84765
2020-12-23,33.59347
2020-12-24,25.84472
2020-12-25,14.53164
2020-12-26,6.73363
2020-12-27,6.48076
2020-12-28,13.0045
2020-12-29,20.0158
2020-12-30,18.04506
2020-12-31,18.16108
2021-01-01,16.16158
2021-01-02,8.94303
2021-01-03,8.85147
2021-01-04,18.05662
2021-01-05,35.72221
2021-01-06,28.25707
2021-01-07,31.9989
2021-01-08,100.0
2021-01-09,59.42398
2021-01-10,19.02613
2021-01-11,37.43777
2021-01-12,51.37773
2021-01-13,42.42511
2021-01-14,42.78343
2021-01-15,33.99013
2021-01-16,21.70689
2021-01-17,9.68842
2021-01-18,17.20017
2021-01-19,22.02422
2021-01-20,25.86852
2021-01-21,26.64465
2021-01-22,23.21453
2021-01-23,15.77252
2021-01-24,6.9865
2021-01-25,16.57807
2021-01-26,31.37647
2021-01-27,25.81563
2021-01-28,32.24317
2021-01-29,26.83934
2021-01-30,20.55228
2021-01-31,7.31309
2021-02-01,14.01301
2021-02-02,23.46244
2021-02-03,24.80018
2021-02-04,20.29313
2021-02-05,18.46287
2021-02-06,13.40512
2021-02-07,6.12707
2021-02-08,11.86212
2021-02-09,23.90901
2021-02-10,17.05341
2021-02-11,20.13578
2021-02-12,17.3271
2021-02-13,14.5161
2021-02-14,7.91039
2021-02-15,10.41563
2021-02-16,13.42826
2021-02-17,21.6616
2021-02-18,20.93439
2021-02-19,16.8445
2021-02-20,12.42075
2021-02-21,5.80346
2021-02-22,9.8808
2021-02-23,62.70436
2021-02-24,59.05575
2021-02-25,25.71448
2021-02-26,27.6677
2021-02-27,18.53493
2021-02-28,8.52554
2021-03-01,8.82106
2021-03-02,19.49815
2021-03-03,18.43345
2021-03-04,22.03975
2021-03-05,27.29814
2021-03-06,33.65925
2021-03-07,11.88063
2021-03-08,19.17587
2021-03-09,36.83352
2021-03-10,43.50204
2021-03-11,30.32268
2021-03-12,24.78894
2021-03-13,16.71823
2021-03-14,6.77528
2021-03-15,13.42463
2021-03-16,20.30602
2021-03-17,19.26974
2021-03-18,19.36593
2021-03-19,19.89779
2021-03-20,13.21076
2021-03-21,6.27351
2021-03-22,11.19275
2021-03-23,18.64732
2021-03-24,16.45445
2021-03-25,17.99448
2021-03-26,15.16629
2021-03-27,12.59891
2021-03-28,4.5444
2021-03-29,9.4805
2021-03-30,16.60485
2021-03-31,15.73815
2021-04-01,15.97746
2021-04-02,14.26786
2021-04-03,7.81255
2021-04-04,4.02411
2021-04-05,10.4305
2021-04-06,16.53147
2021-04-07,14.1125
2021-04-08,12.75196
2021-04-09,12.0783
2021-04-10,8.05319
2021-04-11,3.36334
2021-04-12,7.27441
2021-04-13,14.07779
2021-04-14,20.52749
2021-04-15,15.73848
2021-04-16,14.30058
2021-04-17,9.54628
2021-04-18,3.88462
2021-04-19,9.00881
2021-04-20,14.06887
2021-04-21,12.57412
2021-04-22,12.52289
2021-04-23,12.44686
2021-04-24,8.20127
2021-04-25,3.20005
2021-04-26,7.01658
2021-04-27,14.0844
2021-04-28,12.04491
2021-04-29,10.98054
2021-04-30,11.02615
2021-05-01,7.29953
2021-05-02,2.89033
2021-05-03,5.67818
2021-05-04,9.82626
2021-05-05,9.00021
2021-05-06,10.11086
2021-05-07,9.93501
2021-05-08,6.47448
2021-05-09,3.10717
2021-05-10,6.11253
2021-05-11,14.96036
2021-05-12,12.9688
2021-05-13,17.9135
2021-05-14,18.2933
2021-05-15,14.61064
2021-05-16,5.64249
2021-05-17,12.53247
2021-05-18,15.88127
2021-05-19,13.92243
2021-05-20,15.50246
2021-05-21,11.72494
2021-05-22,7.77255
2021-05-23,3.48366
2021-05-24,7.03807
2021-05-25,11.01161
2021-05-26,9.55091
2021-05-27,10.00971
2021-05-28,9.63454
2021-05-29,6.36044
2021-05-30,2.35979
2021-05-31,4.38011
2021-06-01,6.94915
2021-06-02,8.59562
2021-06-03,10.34754
2021-06-04,12.04954
2021-06-05,7.25326
2021-06-06,2.9799
2021-06-07,5.67752
2021-06-08,9.17144
2021-06-09,8.36027
2021-06-10,7.99964
2021-06-11,7.91204
2021-06-12,5.03593
2021-06-13,1.90396
2021-06-14,4.41383
2021-06-15,7.69553
2021-06-16,7.32631
2021-06-17,7.40465
2021-06-18,7.61422
2021-06-19,5.38102
2021-06-20,2.17468
2021-06-21,4.51564
2021-06-22,7.85585
2021-06-23,8.5272
2021-06-24,10.68007
2021-06-25,10.54355
2021-06-26,5.94626
2021-06-27,2.01569
2021-06-28,4.58935
2021-06-29,8.21615
2021-06-30,7.63835
2021-07-01,7.28598
2021-07-02,6.93229
2021-07-03,4.80884
2021-07-04,1.68316
2021-07-05,3.36037
2021-07-06,5.80148
2021-07-07,7.55207
2021-07-08,7.17458
2021-07-09,6.8685
2021-07-10,4.43466
2021-07-11,1.58002
2021-07-12,3.89255
2021-07-13,7.99997
2021-07-14,6.98551
2021-07-15,6.99873
2021-07-16,6.16178
2021-07-17,3.90743
2021-07-18,1.4359
2021-07-19,3.52002
2021-07-20,6.70289
