date,개인사업자등록
2020-03-20,33.42898
2020-03-21,15.27977
2020-03-22,15.92539
2020-03-23,47.13055
2020-03-24,38.59397
2020-03-25,34.14634
2020-03-26,35.58106
2020-03-27,32.78335
2020-03-28,13.77331
2020-03-29,17.00143
2020-03-30,43.75896
2020-03-31,39.38307
2020-04-01,41.96556
2020-04-02,36.29842
2020-04-03,28.6944
2020-04-04,13.48637
2020-04-05,16.35581
2020-04-06,49.06743
2020-04-07,37.08751
2020-04-08,41.31994
2020-04-09,34.8637
2020-04-10,28.6944
2020-04-11,13.19942
2020-04-12,16.35581
2020-04-13,44.18938
2020-04-14,35.0789
2020-04-15,18.36441
2020-04-16,30.91822
2020-04-17,30.05738
2020-04-18,11.90817
2020-04-19,15.27977
2020-04-20,46.19799
2020-04-21,40.81779
2020-04-22,36.72883
2020-04-23,37.01578
2020-04-24,28.47919
2020-04-25,13.84505
2020-04-26,15.20803
2020-04-27,41.53515
2020-04-28,34.36154
2020-04-29,27.25968
2020-04-30,15.06456
2020-05-01,19.7274
2020-05-02,12.12338
2020-05-03,14.63414
2020-05-04,32.35294
2020-05-05,15.27977
2020-05-06,34.79196
2020-05-07,25.53802
2020-05-08,19.58393
2020-05-09,11.40602
2020-05-10,13.91678
2020-05-11,31.4921
2020-05-12,24.96413
2020-05-13,24.74892
2020-05-14,20.65997
2020-05-15,21.30559
2020-05-16,9.61262
2020-05-17,10.68866
2020-05-18,26.1119
2020-05-19,25.1076
2020-05-20,22.45337
2020-05-21,21.95121
2020-05-22,17.50358
2020-05-23,7.24533
2020-05-24,9.25394
2020-05-25,27.04447
2020-05-26,23.81635
2020-05-27,24.53371
2020-05-28,19.36872
2020-05-29,22.95552
2020-05-30,9.03873
2020-05-31,11.62123
2020-06-01,30.05738
2020-06-02,26.82926
2020-06-03,24.24677
2020-06-04,20.30129
2020-06-05,15.85365
2020-06-06,9.68436
2020-06-07,10.25824
2020-06-08,27.54662
2020-06-09,24.60545
2020-06-10,23.24246
2020-06-11,24.96413
2020-06-12,20.30129
2020-06-13,9.11047
2020-06-14,8.967
2020-06-15,27.25968
2020-06-16,24.17503
2020-06-17,22.02295
2020-06-18,19.51219
2020-06-19,16.57101
2020-06-20,8.46484
2020-06-21,9.03873
2020-06-22,25.03586
2020-06-23,23.17073
2020-06-24,22.88378
2020-06-25,21.59253
2020-06-26,19.87087
2020-06-27,7.10186
2020-06-28,10.9756
2020-06-29,28.12051
2020-06-30,26.47058
2020-07-01,24.89239
2020-07-02,20.65997
2020-07-03,16.92969
2020-07-04,6.59971
2020-07-05,8.39311
2020-07-06,25.1076
2020-07-07,17.71879
2020-07-08,19.87087
2020-07-09,18.72309
2020-07-10,17.36011
2020-07-11,7.24533
2020-07-12,7.46054
2020-07-13,22.81205
2020-07-14,21.5208
2020-07-15,19.44045
2020-07-16,15.3515
2020-07-17,15.92539
2020-07-18,7.53228
2020-07-19,8.46484
2020-07-20,24.39024
2020-07-21,22.09469
2020-07-22,20.08608
2020-07-23,18.22094
2020-07-24,19.15351
2020-07-25,8.10616
2020-07-26,8.82352
2020-07-27,21.59253
2020-07-28,18.43615
2020-07-29,19.51219
2020-07-30,14.84935
2020-07-31,16.42754
2020-08-01,6.67144
2020-08-02,7.96269
2020-08-03,22.81205
2020-08-04,19.29698
2020-08-05,17.79053
2020-08-06,15.78192
2020-08-07,13.70157
2020-08-08,6.45624
2020-08-09,8.10616
2020-08-10,21.87948
2020-08-11,18.00573
2020-08-12,16.85796
2020-08-13,15.3515
2020-08-14,13.77331
2020-08-15,5.23672
2020-08-16,7.03012
2020-08-17,11.11908
2020-08-18,20.37302
2020-08-19,18.65136
2020-08-20,17.79053
2020-08-21,16.64275
2020-08-22,5.81061
2020-08-23,7.1736
2020-08-24,21.01865
2020-08-25,18.00573
2020-08-26,16.06886
2020-08-27,19.15351
2020-08-28,16.28407
2020-08-29,6.3845
2020-08-30,10.18651
2020-08-31,20.30129
2020-09-01,19.65566
2020-09-02,20.37302
2020-09-03,17.1449
2020-09-04,15.06456
2020-09-05,8.03443
2020-09-06,8.1779
2020-09-07,21.66427
2020-09-08,20.65997
2020-09-09,17.57532
2020-09-10,16.92969
2020-09-11,14.92109
2020-09-12,6.95839
2020-09-13,8.53658
2020-09-14,22.38163
2020-09-15,20.87517
2020-09-16,16.64275
2020-09-17,17.71879
2020-09-18,13.98852
2020-09-19,8.60832
2020-09-20,6.81492
2020-09-21,20.22955
2020-09-22,17.934
2020-09-23,18.07747
2020-09-24,18.00573
2020-09-25,16.1406
2020-09-26,9.03873
2020-09-27,10.68866
2020-09-28,20.01434
2020-09-29,13.48637
2020-09-30,5.81061
2020-10-01,5.09325
2020-10-02,6.52797
2020-10-03,6.74318
2020-10-04,11.04734
2020-10-05,25.25107
2020-10-06,19.79913
2020-10-07,17.50358
2020-10-08,14.63414
2020-10-09,7.31707
2020-10-10,5.73888
2020-10-11,9.25394
2020-10-12,21.80774
2020-10-13,17.934
2020-10-14,16.06886
2020-10-15,15.49497
2020-10-16,13.84505
2020-10-17,4.94978
2020-10-18,8.1779
2020-10-19,20.37302
2020-10-20,19.08177
2020-10-21,19.08177
2020-10-22,18.72309
2020-10-23,14.49067
2020-10-24,5.88235
2020-10-25,9.54088
2020-10-26,20.80344
2020-10-27,20.01434
2020-10-28,16.42754
2020-10-29,14.41893
2020-10-30,14.06025
2020-10-31,4.80631
2020-11-01,8.24964
2020-11-02,23.17073
2020-11-03,19.94261
2020-11-04,17.21664
2020-11-05,15.85365
2020-11-06,12.33859
2020-11-07,6.24103
2020-11-08,5.45193
2020-11-09,17.57532
2020-11-10,18.14921
2020-11-11,16.78622
2020-11-12,17.07317
2020-11-13,13.27116
2020-11-14,6.81492
2020-11-15,7.81922
2020-11-16,19.58393
2020-11-17,19.08177
2020-11-18,17.28837
2020-11-19,17.43185
2020-11-20,16.42754
2020-11-21,5.45193
2020-11-22,8.89526
2020-11-23,24.46197
2020-11-24,18.29268
2020-11-25,18.79483
2020-11-26,17.36011
2020-11-27,14.84935
2020-11-28,8.24964
2020-11-29,8.68005
2020-11-30,24.39024
2020-12-01,16.71449
2020-12-02,17.1449
2020-12-03,15.3515
2020-12-04,14.49067
2020-12-05,6.74318
2020-12-06,9.39741
2020-12-07,21.87948
2020-12-08,18.79483
2020-12-09,20.58823
2020-12-10,19.44045
2020-12-11,16.35581
2020-12-12,8.03443
