date,아파트증여세계산기
2021-06-10,51.92307
2021-06-11,33.33333
2021-06-12,28.84615
2021-06-13,43.58974
2021-06-14,35.25641
2021-06-15,42.94871
2021-06-16,53.20512
2021-06-17,48.71794
2021-06-18,48.71794
2021-06-19,41.66666
2021-06-20,42.30769
2021-06-21,60.25641
2021-06-22,50.64102
2021-06-23,42.30769
2021-06-24,35.25641
2021-06-25,32.05128
2021-06-26,28.84615
2021-06-27,31.41025
2021-06-28,33.33333
2021-06-29,48.71794
2021-06-30,41.02564
2021-07-01,44.23076
2021-07-02,36.53846
2021-07-03,26.28205
2021-07-04,32.6923
2021-07-05,35.89743
2021-07-06,48.07692
2021-07-07,48.07692
2021-07-08,53.20512
2021-07-09,35.25641
2021-07-10,32.6923
2021-07-11,32.05128
2021-07-12,41.66666
2021-07-13,37.82051
2021-07-14,44.87179
2021-07-15,42.30769
2021-07-16,30.1282
2021-07-17,32.6923
2021-07-18,33.33333
2021-07-19,53.84615
2021-07-20,48.71794
2021-07-21,44.87179
2021-07-22,48.71794
2021-07-23,49.35897
2021-07-24,35.89743
2021-07-25,55.76923
2021-07-26,42.30769
2021-07-27,11.53846
2021-07-28,37.17948
2021-07-29,33.33333
2021-07-30,60.89743
2021-07-31,43.58974
2021-08-01,41.66666
2021-08-02,42.94871
2021-08-03,53.84615
2021-08-04,46.79487
2021-08-05,48.07692
2021-08-06,36.53846
2021-08-07,51.92307
2021-08-08,44.87179
2021-08-09,49.35897
2021-08-10,62.82051
2021-08-11,39.74358
2021-08-12,68.58974
2021-08-13,55.1282
2021-08-14,36.53846
2021-08-15,39.10256
2021-08-16,53.84615
2021-08-17,39.74358
2021-08-18,56.41025
2021-08-19,45.51282
2021-08-20,42.30769
2021-08-21,39.74358
2021-08-22,34.61538
2021-08-23,58.33333
2021-08-24,59.61538
2021-08-25,55.76923
2021-08-26,50.0
2021-08-27,33.97435
2021-08-28,40.38461
2021-08-29,30.76923
2021-08-30,59.61538
2021-08-31,55.76923
2021-09-01,58.33333
2021-09-02,46.15384
2021-09-03,40.38461
2021-09-04,42.30769
2021-09-05,44.87179
2021-09-06,41.02564
2021-09-07,53.20512
2021-09-08,37.82051
2021-09-09,59.61538
2021-09-10,39.74358
2021-09-11,26.92307
2021-09-12,33.33333
2021-09-13,57.05128
2021-09-14,52.5641
2021-09-15,50.0
2021-09-16,51.92307
2021-09-17,50.64102
2021-09-18,33.97435
2021-09-19,25.0
2021-09-20,31.41025
2021-09-21,37.17948
2021-09-22,42.94871
2021-09-23,54.48717
2021-09-24,53.84615
2021-09-25,51.92307
2021-09-26,46.15384
2021-09-27,55.1282
2021-09-28,66.66666
2021-09-29,47.43589
2021-09-30,44.23076
2021-10-01,37.82051
2021-10-02,38.46153
2021-10-03,28.20512
2021-10-04,45.51282
2021-10-05,80.76923
2021-10-06,64.74358
2021-10-07,56.41025
2021-10-08,60.89743
2021-10-09,34.61538
2021-10-10,33.33333
2021-10-11,51.28205
2021-10-12,48.07692
2021-10-13,60.89743
2021-10-14,50.0
2021-10-15,41.66666
2021-10-16,19.23076
2021-10-17,39.74358
2021-10-18,26.92307
2021-10-19,40.38461
2021-10-20,50.64102
2021-10-21,42.94871
2021-10-22,29.48717
2021-10-23,21.15384
2021-10-24,31.41025
2021-10-25,52.5641
2021-10-26,49.35897
2021-10-27,36.53846
2021-10-28,37.82051
2021-10-29,35.89743
2021-10-30,18.58974
2021-10-31,48.71794
2021-11-01,39.74358
2021-11-02,37.17948
2021-11-03,42.30769
2021-11-04,34.61538
2021-11-05,35.25641
2021-11-06,28.20512
2021-11-07,39.74358
2021-11-08,41.66666
2021-11-09,39.10256
2021-11-10,32.6923
2021-11-11,35.89743
2021-11-12,37.82051
2021-11-13,26.28205
2021-11-14,64.10256
2021-11-15,94.87179
2021-11-16,69.87179
2021-11-17,45.51282
2021-11-18,64.74358
2021-11-19,52.5641
2021-11-20,35.89743
2021-11-21,61.53846
2021-11-22,87.17948
2021-11-23,57.05128
2021-11-24,55.76923
2021-11-25,68.58974
2021-11-26,66.66666
2021-11-27,51.92307
2021-11-28,66.02564
2021-11-29,63.46153
2021-11-30,89.10256
2021-12-01,47.43589
2021-12-02,39.10256
2021-12-03,35.89743
2021-12-04,23.71794
2021-12-05,34.61538
2021-12-06,44.87179
2021-12-07,41.66666
2021-12-08,41.66666
2021-12-09,43.58974
2021-12-10,37.82051
2021-12-11,28.20512
2021-12-12,33.33333
2021-12-13,40.38461
2021-12-14,26.92307
2021-12-15,37.82051
2021-12-16,30.76923
2021-12-17,22.43589
2021-12-18,14.74358
2021-12-19,8.33333
2021-12-20,25.0
2021-12-21,27.5641
2021-12-22,44.23076
2021-12-23,37.82051
2021-12-24,24.35897
2021-12-25,19.87179
2021-12-26,18.58974
2021-12-27,33.97435
2021-12-28,31.41025
2021-12-29,36.53846
2021-12-30,33.33333
2021-12-31,25.64102
2022-01-01,28.84615
2022-01-02,28.84615
2022-01-03,30.1282
2022-01-04,41.66666
2022-01-05,44.87179
2022-01-06,37.82051
2022-01-07,33.33333
2022-01-08,16.66666
2022-01-09,13.46153
2022-01-10,50.0
2022-01-11,12.17948
2022-01-12,37.17948
2022-01-13,33.33333
2022-01-14,28.84615
2022-01-15,30.1282
2022-01-16,32.05128
2022-01-17,38.46153
2022-01-18,33.97435
2022-01-19,30.1282
2022-01-20,31.41025
2022-01-21,30.76923
2022-01-22,33.97435
2022-01-23,11.53846
2022-01-24,46.15384
2022-01-25,25.0
2022-01-26,41.02564
2022-01-27,34.61538
2022-01-28,25.64102
2022-01-29,17.94871
2022-01-30,18.58974
2022-01-31,28.84615
2022-02-01,30.76923
2022-02-02,32.05128
2022-02-03,48.07692
2022-02-04,47.43589
2022-02-05,46.79487
2022-02-06,55.76923
2022-02-07,53.84615
2022-02-08,45.51282
2022-02-09,35.25641
2022-02-10,42.30769
2022-02-11,37.82051
2022-02-12,26.92307
2022-02-13,26.28205
2022-02-14,51.28205
2022-02-15,37.17948
2022-02-16,33.97435
2022-02-17,41.02564
2022-02-18,41.66666
2022-02-19,28.20512
2022-02-20,30.76923
2022-02-21,46.79487
2022-02-22,52.5641
2022-02-23,32.05128
2022-02-24,35.89743
2022-02-25,25.64102
2022-02-26,29.48717
2022-02-27,39.10256
2022-02-28,34.61538
2022-03-01,33.97435
2022-03-02,37.17948
2022-03-03,43.58974
2022-03-04,23.07692
2022-03-05,27.5641
2022-03-06,21.79487
2022-03-07,34.61538
2022-03-08,30.76923
2022-03-09,25.64102
2022-03-10,27.5641
2022-03-11,35.25641
2022-03-12,24.35897
2022-03-13,28.20512
2022-03-14,42.94871
2022-03-15,40.38461
2022-03-16,44.87179
2022-03-17,33.33333
2022-03-18,39.10256
2022-03-19,33.97435
2022-03-20,29.48717
2022-03-21,31.41025
2022-03-22,37.17948
2022-03-23,44.87179
2022-03-24,55.1282
2022-03-25,39.10256
2022-03-26,35.89743
2022-03-27,33.33333
2022-03-28,46.15384
2022-03-29,33.97435
2022-03-30,35.25641
2022-03-31,48.71794
2022-04-01,37.17948
2022-04-02,30.76923
2022-04-03,44.23076
2022-04-04,57.05128
2022-04-05,45.51282
2022-04-06,46.79487
2022-04-07,43.58974
2022-04-08,29.48717
2022-04-09,22.43589
2022-04-10,30.76923
2022-04-11,57.6923
2022-04-12,42.30769
2022-04-13,43.58974
2022-04-14,38.46153
2022-04-15,39.10256
2022-04-16,23.71794
2022-04-17,30.1282
2022-04-18,48.07692
2022-04-19,50.64102
2022-04-20,33.97435
2022-04-21,33.33333
2022-04-22,36.53846
2022-04-23,24.35897
2022-04-24,36.53846
2022-04-25,44.23076
2022-04-26,29.48717
2022-04-27,45.51282
2022-04-28,37.17948
2022-04-29,25.0
2022-04-30,26.28205
2022-05-01,28.84615
2022-05-02,37.82051
2022-05-03,40.38461
2022-05-04,32.05128
2022-05-05,25.64102
2022-05-06,36.53846
2022-05-07,35.89743
2022-05-08,40.38461
2022-05-09,50.64102
2022-05-10,55.76923
2022-05-11,51.92307
2022-05-12,45.51282
2022-05-13,31.41025
2022-05-14,35.89743
2022-05-15,22.43589
2022-05-16,41.66666
2022-05-17,55.1282
2022-05-18,41.66666
2022-05-19,31.41025
2022-05-20,37.82051
2022-05-21,26.28205
2022-05-22,28.20512
2022-05-23,52.5641
2022-05-24,45.51282
2022-05-25,33.97435
2022-05-26,34.61538
2022-05-27,33.33333
2022-05-28,19.87179
2022-05-29,22.43589
2022-05-30,46.15384
2022-05-31,39.74358
2022-06-01,25.64102
2022-06-02,39.74358
2022-06-03,27.5641
2022-06-04,19.23076
2022-06-05,39.10256
2022-06-06,41.66666
2022-06-07,28.84615
2022-06-08,31.41025
2022-06-09,37.17948
2022-06-10,36.53846
2022-06-11,23.07692
2022-06-12,39.10256
2022-06-13,49.35897
2022-06-14,48.71794
2022-06-15,37.82051
2022-06-16,42.30769
2022-06-17,40.38461
2022-06-18,26.28205
2022-06-19,24.35897
2022-06-20,42.30769
2022-06-21,55.1282
2022-06-22,44.87179
2022-06-23,26.92307
2022-06-24,33.97435
2022-06-25,34.61538
2022-06-26,34.61538
2022-06-27,26.92307
2022-06-28,25.64102
2022-06-29,33.33333
2022-06-30,30.76923
2022-07-01,29.48717
2022-07-02,18.58974
2022-07-03,44.23076
2022-07-04,49.35897
2022-07-05,33.33333
2022-07-06,33.33333
2022-07-07,16.66666
2022-07-08,32.05128
2022-07-09,16.66666
2022-07-10,16.66666
2022-07-11,39.10256
2022-07-12,35.89743
2022-07-13,6.41025
2022-07-14,5.76923
2022-07-15,3.84615
2022-07-16,4.48717
2022-07-17,3.20512
2022-07-18,3.84615
2022-07-19,4.48717
2022-07-22,6.41025
2022-07-24,4.48717
2022-07-25,5.1282
2022-07-26,5.1282
2022-07-27,7.6923
2022-07-28,3.84615
2022-07-29,7.6923
2022-07-31,4.48717
2022-08-01,5.76923
2022-08-03,7.05128
2022-08-04,6.41025
2022-08-06,4.48717
2022-08-07,3.20512
2022-08-08,8.97435
2022-08-09,3.20512
2022-08-16,3.84615
2022-08-17,6.41025
2022-08-20,7.05128
2022-08-21,5.76923
2022-08-22,8.33333
2022-08-23,8.97435
2022-08-24,8.33333
2022-08-25,3.84615
2022-08-26,6.41025
2022-08-27,4.48717
2022-08-29,3.20512
2022-08-30,3.84615
2022-09-01,4.48717
2022-09-02,4.48717
2022-09-03,7.05128
2022-09-04,3.84615
2022-09-05,5.1282
2022-09-06,6.41025
2022-09-07,3.84615
2022-09-08,4.48717
2022-09-09,7.6923
2022-09-11,3.20512
2022-09-13,6.41025
2022-09-14,8.97435
2022-09-15,6.41025
2022-09-16,3.84615
2022-09-17,7.05128
2022-09-19,10.89743
2022-09-20,8.33333
2022-09-21,9.61538
2022-09-22,3.20512
2022-09-24,3.84615
2022-09-25,4.48717
2022-09-26,5.1282
2022-09-27,6.41025
2022-09-28,7.6923
2022-09-30,7.6923
2022-10-01,6.41025
2022-10-02,6.41025
2022-10-03,7.6923
2022-10-04,8.97435
2022-10-05,8.33333
2022-10-06,7.6923
2022-10-07,3.84615
2022-10-08,4.48717
2022-10-09,5.76923
2022-10-10,8.33333
2022-10-11,17.94871
2022-10-12,5.1282
2022-10-13,5.76923
2022-10-14,7.6923
2022-10-15,3.20512
2022-10-16,7.6923
2022-10-17,10.89743
2022-10-18,12.17948
2022-10-19,5.76923
2022-10-20,5.1282
2022-10-21,3.84615
2022-10-22,5.1282
2022-10-23,4.48717
2022-10-24,10.89743
2022-10-25,4.48717
2022-10-26,8.97435
2022-10-27,7.6923
2022-10-28,6.41025
2022-10-29,5.1282
2022-10-30,3.84615
2022-10-31,8.33333
2022-11-01,4.48717
2022-11-02,4.48717
2022-11-03,3.84615
2022-11-04,3.20512
2022-11-05,4.48717
2022-11-06,3.20512
2022-11-07,7.6923
2022-11-08,6.41025
2022-11-09,19.23076
2022-11-10,20.51282
2022-11-11,8.33333
2022-11-12,7.6923
2022-11-13,5.76923
2022-11-14,9.61538
2022-11-15,11.53846
2022-11-16,11.53846
2022-11-17,3.84615
2022-11-18,4.48717
2022-11-19,5.76923
2022-11-20,5.76923
2022-11-21,11.53846
2022-11-22,4.48717
2022-11-23,13.46153
2022-11-24,13.46153
2022-11-25,10.89743
2022-11-26,5.1282
2022-11-27,6.41025
2022-11-28,8.97435
2022-11-29,8.97435
2022-11-30,24.35897
2022-12-01,28.20512
2022-12-02,16.02564
2022-12-03,7.6923
2022-12-04,11.53846
2022-12-05,26.92307
2022-12-06,30.1282
2022-12-07,30.1282
2022-12-08,23.71794
2022-12-09,35.25641
2022-12-10,26.92307
2022-12-11,26.28205
2022-12-12,43.58974
2022-12-13,42.94871
2022-12-14,39.10256
2022-12-15,37.17948
2022-12-16,27.5641
2022-12-17,23.07692
2022-12-18,14.74358
2022-12-19,44.23076
2022-12-20,32.6923
2022-12-21,50.64102
2022-12-22,42.94871
2022-12-23,24.35897
2022-12-24,26.28205
2022-12-25,20.51282
2022-12-26,35.25641
2022-12-27,32.6923
2022-12-28,19.23076
2022-12-29,33.33333
2022-12-30,22.43589
2022-12-31,19.23076
2023-01-01,25.0
2023-01-02,47.43589
2023-01-03,46.79487
2023-01-04,37.17948
2023-01-05,39.74358
2023-01-06,23.71794
2023-01-07,17.94871
2023-01-08,19.23076
2023-01-09,37.82051
2023-01-10,28.84615
2023-01-11,31.41025
2023-01-12,33.33333
2023-01-13,23.07692
2023-01-14,23.07692
2023-01-15,14.10256
2023-01-16,30.76923
2023-01-17,24.35897
2023-01-18,26.92307
2023-01-19,30.76923
2023-01-20,23.07692
2023-01-21,17.94871
2023-01-22,17.30769
2023-01-23,26.92307
2023-01-24,28.20512
2023-01-25,37.82051
2023-01-26,38.46153
2023-01-27,33.33333
2023-01-28,21.15384
2023-01-29,43.58974
2023-01-30,41.02564
2023-01-31,39.74358
2023-02-01,32.6923
2023-02-02,36.53846
2023-02-03,36.53846
2023-02-04,27.5641
2023-02-05,23.07692
2023-02-06,28.20512
2023-02-07,36.53846
2023-02-08,33.97435
2023-02-09,40.38461
2023-02-10,50.64102
2023-02-11,21.15384
2023-02-12,19.23076
2023-02-13,38.46153
2023-02-14,40.38461
2023-02-15,28.20512
2023-02-16,28.84615
2023-02-17,32.05128
2023-02-18,37.82051
2023-02-19,22.43589
2023-02-20,38.46153
2023-02-21,38.46153
2023-02-22,32.05128
2023-02-23,33.33333
2023-02-24,29.48717
2023-02-25,33.33333
2023-02-26,32.6923
2023-02-27,42.30769
2023-02-28,39.74358
2023-03-01,30.1282
2023-03-02,38.46153
2023-03-03,39.74358
2023-03-04,16.02564
2023-03-05,28.84615
2023-03-06,34.61538
2023-03-07,32.05128
2023-03-08,44.87179
2023-03-09,42.30769
2023-03-10,27.5641
2023-03-11,33.33333
2023-03-12,27.5641
2023-03-13,48.07692
2023-03-14,48.07692
2023-03-15,46.79487
2023-03-16,48.07692
2023-03-17,32.6923
2023-03-18,37.17948
2023-03-19,39.74358
2023-03-20,53.84615
2023-03-21,44.23076
2023-03-22,50.64102
2023-03-23,74.35897
2023-03-24,41.66666
2023-03-25,30.76923
2023-03-26,37.17948
2023-03-27,67.30769
2023-03-28,51.28205
2023-03-29,41.02564
2023-03-30,32.6923
2023-03-31,46.15384
2023-04-01,34.61538
2023-04-02,36.53846
2023-04-03,38.46153
2023-04-04,51.28205
2023-04-05,59.61538
2023-04-06,38.46153
2023-04-07,37.82051
2023-04-08,30.76923
2023-04-09,35.25641
2023-04-10,51.28205
2023-04-11,49.35897
2023-04-12,36.53846
2023-04-13,42.94871
2023-04-14,46.79487
2023-04-15,38.46153
2023-04-16,23.71794
2023-04-17,66.66666
2023-04-18,60.89743
2023-04-19,48.71794
2023-04-20,44.23076
2023-04-21,42.30769
2023-04-22,23.07692
2023-04-23,32.05128
2023-04-24,48.07692
2023-04-25,38.46153
2023-04-26,33.97435
2023-04-27,50.0
2023-04-28,38.46153
2023-04-29,34.61538
2023-04-30,24.35897
2023-05-01,48.71794
2023-05-02,48.07692
2023-05-03,55.1282
2023-05-04,45.51282
2023-05-05,33.33333
2023-05-06,35.25641
2023-05-07,52.5641
2023-05-08,50.64102
2023-05-09,57.05128
2023-05-10,53.84615
2023-05-11,56.41025
2023-05-12,44.23076
2023-05-13,31.41025
2023-05-14,39.74358
2023-05-15,61.53846
2023-05-16,52.5641
2023-05-17,42.30769
2023-05-18,37.17948
2023-05-19,31.41025
2023-05-20,30.1282
2023-05-21,36.53846
2023-05-22,56.41025
2023-05-23,69.23076
2023-05-24,63.46153
2023-05-25,48.71794
2023-05-26,48.71794
2023-05-27,35.25641
2023-05-28,26.92307
2023-05-29,44.87179
2023-05-30,60.89743
2023-05-31,48.71794
2023-06-01,60.89743
2023-06-02,39.74358
2023-06-03,27.5641
2023-06-04,34.61538
2023-06-05,46.15384
2023-06-06,44.87179
2023-06-07,49.35897
2023-06-08,62.17948
2023-06-09,58.97435
2023-06-10,33.33333
2023-06-11,46.15384
2023-06-12,59.61538
2023-06-13,48.07692
2023-06-14,47.43589
2023-06-15,50.64102
2023-06-16,39.10256
2023-06-17,28.84615
2023-06-18,37.17948
2023-06-19,41.66666
2023-06-20,34.61538
2023-06-21,51.92307
2023-06-22,46.15384
2023-06-23,35.89743
2023-06-24,46.15384
2023-06-25,33.97435
2023-06-26,41.02564
2023-06-27,55.1282
2023-06-28,58.97435
2023-06-29,53.20512
2023-06-30,32.6923
2023-07-01,36.53846
2023-07-02,35.25641
2023-07-03,37.82051
2023-07-04,52.5641
2023-07-05,53.20512
2023-07-06,53.84615
2023-07-07,39.10256
2023-07-08,23.71794
2023-07-09,34.61538
2023-07-10,54.48717
2023-07-11,48.71794
2023-07-12,45.51282
2023-07-13,46.15384
2023-07-14,49.35897
2023-07-15,35.25641
2023-07-16,50.64102
2023-07-17,54.48717
2023-07-18,51.92307
2023-07-19,49.35897
2023-07-20,39.74358
2023-07-21,34.61538
2023-07-22,45.51282
2023-07-23,42.94871
2023-07-24,51.28205
2023-07-25,44.87179
2023-07-26,50.64102
2023-07-27,91.02564
2023-07-28,60.89743
2023-07-29,42.30769
2023-07-30,33.33333
2023-07-31,56.41025
2023-08-01,45.51282
2023-08-02,37.82051
2023-08-03,38.46153
2023-08-04,35.25641
2023-08-05,29.48717
2023-08-06,32.6923
2023-08-07,55.1282
2023-08-08,41.02564
2023-08-09,46.79487
2023-08-10,30.76923
2023-08-11,36.53846
2023-08-12,44.87179
2023-08-13,40.38461
2023-08-14,85.89743
2023-08-15,51.28205
2023-08-16,61.53846
2023-08-17,53.20512
2023-08-18,44.23076
2023-08-19,39.10256
2023-08-20,46.79487
2023-08-21,66.02564
2023-08-22,55.76923
2023-08-23,57.05128
2023-08-24,49.35897
2023-08-25,39.10256
2023-08-26,33.33333
2023-08-27,39.74358
2023-08-28,59.61538
2023-08-29,66.66666
2023-08-30,61.53846
2023-08-31,47.43589
2023-09-01,47.43589
2023-09-02,51.92307
2023-09-03,60.25641
2023-09-04,57.05128
2023-09-05,70.51282
2023-09-06,65.38461
2023-09-07,61.53846
2023-09-08,58.97435
2023-09-09,51.28205
2023-09-10,47.43589
2023-09-11,67.30769
2023-09-12,76.92307
2023-09-13,69.23076
2023-09-14,49.35897
2023-09-15,49.35897
2023-09-16,49.35897
2023-09-17,40.38461
2023-09-18,72.43589
2023-09-19,68.58974
2023-09-20,46.15384
2023-09-21,53.20512
2023-09-22,55.76923
2023-09-23,43.58974
2023-09-24,47.43589
2023-09-25,70.51282
2023-09-26,48.07692
2023-09-27,33.97435
2023-09-28,46.79487
2023-09-29,60.25641
2023-09-30,47.43589
2023-10-01,44.87179
2023-10-02,66.66666
2023-10-03,51.28205
2023-10-04,81.41025
2023-10-05,94.87179
2023-10-06,64.10256
2023-10-07,32.6923
2023-10-08,39.74358
2023-10-09,66.02564
2023-10-10,61.53846
2023-10-11,69.23076
2023-10-12,70.51282
2023-10-13,58.33333
2023-10-14,48.07692
2023-10-15,44.87179
2023-10-16,84.61538
2023-10-17,60.89743
2023-10-18,67.94871
2023-10-19,64.74358
2023-10-20,53.84615
2023-10-21,41.02564
2023-10-22,40.38461
2023-10-23,66.66666
