date,공모전사이트
2020-07-22,36.0
2020-07-23,42.85714
2020-07-24,39.71428
2020-07-25,36.85714
2020-07-26,25.14285
2020-07-27,42.0
2020-07-28,56.57142
2020-07-29,52.28571
2020-07-30,49.14285
2020-07-31,46.85714
2020-08-01,26.28571
2020-08-02,28.0
2020-08-03,51.14285
2020-08-04,41.71428
2020-08-05,52.28571
2020-08-06,44.57142
2020-08-07,40.0
2020-08-08,28.57142
2020-08-09,29.42857
2020-08-10,42.28571
2020-08-11,44.28571
2020-08-12,43.42857
2020-08-13,42.85714
2020-08-14,39.71428
2020-08-15,29.42857
2020-08-16,29.42857
2020-08-17,25.14285
2020-08-18,34.0
2020-08-19,44.85714
2020-08-20,35.42857
2020-08-21,43.71428
2020-08-22,25.71428
2020-08-23,30.0
2020-08-24,52.0
2020-08-25,46.0
2020-08-26,44.0
2020-08-27,42.57142
2020-08-28,51.42857
2020-08-29,28.28571
2020-08-30,30.85714
2020-08-31,51.42857
2020-09-01,49.42857
2020-09-02,58.57142
2020-09-03,48.57142
2020-09-04,52.28571
2020-09-05,31.14285
2020-09-06,40.28571
2020-09-07,55.71428
2020-09-08,53.71428
2020-09-09,61.42857
2020-09-10,56.0
2020-09-11,51.71428
2020-09-12,42.85714
2020-09-13,32.28571
2020-09-14,59.71428
2020-09-15,60.28571
2020-09-16,64.0
2020-09-17,44.28571
2020-09-18,46.0
2020-09-19,29.71428
2020-09-20,30.28571
2020-09-21,50.57142
2020-09-22,49.42857
2020-09-23,50.57142
2020-09-24,44.28571
2020-09-25,50.85714
2020-09-26,30.28571
2020-09-27,26.28571
2020-09-28,46.57142
2020-09-29,45.14285
2020-09-30,20.57142
2020-10-01,19.14285
2020-10-02,19.14285
2020-10-03,24.0
2020-10-04,34.85714
2020-10-05,61.42857
2020-10-06,62.57142
2020-10-07,54.57142
2020-10-08,51.14285
2020-10-09,28.57142
2020-10-10,25.14285
2020-10-11,39.71428
2020-10-12,45.42857
2020-10-13,51.71428
2020-10-14,45.14285
2020-10-15,49.14285
2020-10-16,41.14285
2020-10-17,28.28571
2020-10-18,36.28571
2020-10-19,48.85714
2020-10-20,45.14285
2020-10-21,47.42857
2020-10-22,48.0
2020-10-23,40.57142
2020-10-24,32.28571
2020-10-25,29.14285
2020-10-26,53.42857
2020-10-27,65.42857
2020-10-28,47.42857
2020-10-29,55.42857
2020-10-30,54.57142
2020-10-31,41.14285
2020-11-01,34.85714
2020-11-02,59.71428
2020-11-03,63.42857
2020-11-04,54.85714
2020-11-05,42.85714
2020-11-06,44.57142
2020-11-07,32.85714
2020-11-08,49.14285
2020-11-09,69.71428
2020-11-10,59.14285
2020-11-11,57.14285
2020-11-12,52.28571
2020-11-13,49.42857
2020-11-14,23.42857
2020-11-15,30.85714
2020-11-16,60.85714
2020-11-17,52.57142
2020-11-18,47.14285
2020-11-19,42.57142
2020-11-20,52.85714
2020-11-21,38.28571
2020-11-22,31.14285
2020-11-23,49.14285
2020-11-24,47.42857
2020-11-25,47.42857
2020-11-26,49.71428
2020-11-27,44.85714
2020-11-28,31.14285
2020-11-29,31.42857
2020-11-30,42.28571
2020-12-01,46.0
2020-12-02,46.57142
2020-12-03,47.42857
2020-12-04,42.28571
2020-12-05,29.71428
2020-12-06,38.0
2020-12-07,41.71428
2020-12-08,51.71428
2020-12-09,54.0
2020-12-10,50.85714
2020-12-11,52.85714
2020-12-12,26.57142
2020-12-13,34.0
2020-12-14,45.42857
2020-12-15,40.85714
2020-12-16,50.57142
2020-12-17,46.0
2020-12-18,42.57142
2020-12-19,36.57142
2020-12-20,40.57142
2020-12-21,54.85714
2020-12-22,52.28571
2020-12-23,54.28571
2020-12-24,46.57142
2020-12-25,22.0
2020-12-26,34.57142
2020-12-27,44.57142
2020-12-28,55.71428
2020-12-29,63.14285
2020-12-30,52.85714
2020-12-31,49.14285
2021-01-01,32.28571
2021-01-02,34.28571
2021-01-03,47.71428
2021-01-04,55.14285
2021-01-05,54.0
2021-01-06,46.85714
2021-01-07,48.57142
2021-01-08,40.0
2021-01-09,34.57142
2021-01-10,35.14285
2021-01-11,61.14285
2021-01-12,51.14285
2021-01-13,58.85714
2021-01-14,45.42857
2021-01-15,42.0
2021-01-16,42.0
2021-01-17,32.57142
2021-01-18,51.14285
2021-01-19,55.42857
2021-01-20,44.85714
2021-01-21,52.28571
2021-01-22,54.28571
2021-01-23,36.85714
2021-01-24,36.57142
2021-01-25,50.85714
2021-01-26,50.85714
2021-01-27,43.71428
2021-01-28,38.28571
2021-01-29,42.0
2021-01-30,28.57142
2021-01-31,37.42857
2021-02-01,47.71428
2021-02-02,59.71428
2021-02-03,53.14285
2021-02-04,42.85714
2021-02-05,40.57142
2021-02-06,30.28571
2021-02-07,32.0
2021-02-08,46.28571
2021-02-09,48.28571
2021-02-10,38.57142
2021-02-11,28.85714
2021-02-12,27.71428
2021-02-13,24.28571
2021-02-14,25.42857
2021-02-15,40.57142
2021-02-16,42.28571
2021-02-17,41.71428
2021-02-18,44.28571
2021-02-19,40.28571
2021-02-20,26.85714
2021-02-21,25.14285
2021-02-22,35.14285
2021-02-23,38.0
2021-02-24,41.14285
2021-02-25,40.57142
2021-02-26,35.42857
2021-02-27,23.14285
2021-02-28,24.0
2021-03-01,24.0
2021-03-02,42.57142
2021-03-03,53.71428
2021-03-04,54.57142
2021-03-05,46.57142
2021-03-06,29.14285
2021-03-07,36.57142
2021-03-08,65.42857
2021-03-09,56.28571
2021-03-10,67.42857
2021-03-11,50.85714
2021-03-12,47.14285
2021-03-13,25.42857
2021-03-14,34.57142
2021-03-15,50.28571
2021-03-16,63.71428
2021-03-17,45.71428
2021-03-18,55.71428
2021-03-19,35.42857
2021-03-20,30.57142
2021-03-21,31.14285
2021-03-22,52.0
2021-03-23,46.85714
2021-03-24,44.57142
2021-03-25,37.42857
2021-03-26,36.57142
2021-03-27,29.42857
2021-03-28,26.28571
2021-03-29,55.71428
2021-03-30,40.85714
2021-03-31,52.28571
2021-04-01,53.14285
2021-04-02,34.28571
2021-04-03,22.85714
2021-04-04,26.28571
2021-04-05,46.0
2021-04-06,50.28571
2021-04-07,39.42857
2021-04-08,39.14285
2021-04-09,36.57142
2021-04-10,24.57142
2021-04-11,22.0
2021-04-12,44.0
2021-04-13,50.85714
2021-04-14,43.14285
2021-04-15,35.42857
2021-04-16,39.14285
2021-04-17,21.42857
2021-04-18,22.28571
2021-04-19,38.57142
2021-04-20,39.14285
2021-04-21,40.28571
2021-04-22,34.28571
2021-04-23,33.71428
2021-04-24,22.0
2021-04-25,26.28571
2021-04-26,41.14285
2021-04-27,43.14285
2021-04-28,44.57142
2021-04-29,39.71428
2021-04-30,35.71428
2021-05-01,27.42857
2021-05-02,27.71428
2021-05-03,33.42857
2021-05-04,46.28571
2021-05-05,28.57142
2021-05-06,52.57142
2021-05-07,40.0
2021-05-08,24.57142
2021-05-09,20.85714
2021-05-10,53.42857
2021-05-11,44.0
2021-05-12,51.71428
2021-05-13,53.71428
2021-05-14,40.85714
2021-05-15,29.71428
2021-05-16,27.71428
2021-05-17,45.42857
2021-05-18,42.0
2021-05-19,32.0
2021-05-20,43.14285
2021-05-21,41.14285
2021-05-22,26.57142
2021-05-23,22.0
2021-05-24,49.71428
2021-05-25,52.28571
2021-05-26,47.71428
2021-05-27,56.85714
2021-05-28,44.85714
2021-05-29,28.85714
2021-05-30,29.71428
2021-05-31,62.28571
2021-06-01,55.42857
2021-06-02,48.0
2021-06-03,40.85714
2021-06-04,37.71428
2021-06-05,24.28571
2021-06-06,20.0
2021-06-07,46.0
2021-06-08,40.28571
2021-06-09,35.14285
2021-06-10,37.71428
2021-06-11,33.71428
2021-06-12,24.28571
2021-06-13,22.0
2021-06-14,36.57142
2021-06-15,45.14285
2021-06-16,37.14285
2021-06-17,33.71428
2021-06-18,36.28571
2021-06-19,28.0
2021-06-20,25.14285
2021-06-21,48.57142
2021-06-22,44.57142
2021-06-23,54.57142
2021-06-24,42.57142
2021-06-25,41.42857
2021-06-26,17.42857
2021-06-27,28.85714
2021-06-28,44.57142
2021-06-29,48.0
2021-06-30,38.57142
2021-07-01,47.14285
2021-07-02,42.0
2021-07-03,28.0
2021-07-04,33.71428
2021-07-05,50.57142
2021-07-06,46.85714
2021-07-07,43.14285
2021-07-08,40.0
2021-07-09,33.42857
2021-07-10,24.57142
2021-07-11,22.28571
2021-07-12,46.28571
2021-07-13,43.42857
2021-07-14,41.71428
2021-07-15,40.85714
2021-07-16,42.85714
2021-07-17,22.85714
2021-07-18,22.28571
2021-07-19,41.14285
2021-07-20,43.42857
2021-07-21,40.0
2021-07-22,43.14285
2021-07-23,40.0
2021-07-24,24.57142
2021-07-25,26.0
2021-07-26,37.14285
2021-07-27,37.71428
2021-07-28,40.57142
2021-07-29,35.42857
2021-07-30,32.57142
2021-07-31,19.42857
2021-08-01,22.0
2021-08-02,46.28571
2021-08-03,38.85714
2021-08-04,36.28571
2021-08-05,35.14285
2021-08-06,33.42857
2021-08-07,24.57142
2021-08-08,23.71428
2021-08-09,40.28571
2021-08-10,32.85714
2021-08-11,45.14285
2021-08-12,34.57142
2021-08-13,35.42857
2021-08-14,21.14285
2021-08-15,20.57142
2021-08-16,33.14285
2021-08-17,44.0
2021-08-18,47.71428
2021-08-19,37.42857
2021-08-20,35.71428
2021-08-21,26.85714
2021-08-22,22.28571
2021-08-23,38.57142
2021-08-24,39.71428
2021-08-25,46.0
2021-08-26,44.0
2021-08-27,43.14285
2021-08-28,24.0
2021-08-29,26.57142
2021-08-30,53.71428
2021-08-31,47.42857
2021-09-01,50.57142
2021-09-02,58.0
2021-09-03,51.14285
2021-09-04,30.57142
2021-09-05,27.14285
2021-09-06,56.57142
2021-09-07,47.42857
2021-09-08,60.85714
2021-09-09,53.71428
2021-09-10,46.28571
2021-09-11,30.57142
2021-09-12,36.28571
2021-09-13,56.0
2021-09-14,45.42857
2021-09-15,52.57142
2021-09-16,46.57142
2021-09-17,34.85714
2021-09-18,20.85714
2021-09-19,12.0
2021-09-20,16.0
2021-09-21,14.57142
2021-09-22,26.0
2021-09-23,42.85714
2021-09-24,44.0
2021-09-25,29.14285
2021-09-26,22.85714
2021-09-27,50.85714
2021-09-28,46.85714
2021-09-29,43.71428
2021-09-30,51.42857
2021-10-01,42.0
2021-10-02,21.14285
2021-10-03,21.71428
2021-10-04,32.57142
2021-10-05,46.85714
2021-10-06,48.85714
2021-10-07,39.71428
2021-10-08,43.14285
2021-10-09,22.57142
2021-10-10,28.0
2021-10-11,28.57142
2021-10-12,44.57142
2021-10-13,36.85714
2021-10-14,38.28571
2021-10-15,33.42857
2021-10-16,25.14285
2021-10-17,23.14285
2021-10-18,43.42857
2021-10-19,36.85714
2021-10-20,33.71428
2021-10-21,40.0
2021-10-22,42.28571
2021-10-23,24.28571
2021-10-24,22.57142
2021-10-25,45.71428
2021-10-26,48.28571
2021-10-27,48.28571
2021-10-28,50.85714
2021-10-29,33.14285
2021-10-30,24.85714
2021-10-31,30.57142
2021-11-01,49.71428
2021-11-02,52.28571
2021-11-03,48.57142
2021-11-04,46.0
2021-11-05,39.14285
2021-11-06,23.42857
2021-11-07,24.57142
2021-11-08,47.14285
2021-11-09,44.0
2021-11-10,44.57142
2021-11-11,43.42857
2021-11-12,34.85714
2021-11-13,26.85714
2021-11-14,22.57142
2021-11-15,48.85714
2021-11-16,42.85714
2021-11-17,48.0
2021-11-18,36.0
2021-11-19,38.28571
2021-11-20,21.42857
2021-11-21,30.0
2021-11-22,42.85714
2021-11-23,44.28571
2021-11-24,34.28571
2021-11-25,38.0
2021-11-26,30.28571
2021-11-27,22.28571
2021-11-28,24.28571
2021-11-29,37.71428
2021-11-30,35.14285
2021-12-01,33.71428
2021-12-02,38.85714
2021-12-03,36.57142
2021-12-04,22.0
2021-12-05,28.85714
2021-12-06,40.28571
2021-12-07,38.28571
2021-12-08,33.14285
2021-12-09,32.28571
2021-12-10,28.57142
2021-12-11,19.14285
2021-12-12,28.57142
2021-12-13,36.28571
2021-12-14,36.85714
2021-12-15,35.71428
2021-12-16,35.14285
2021-12-17,27.71428
2021-12-18,22.85714
2021-12-19,26.0
2021-12-20,39.14285
2021-12-21,37.71428
2021-12-22,37.42857
2021-12-23,47.42857
2021-12-24,26.85714
2021-12-25,18.57142
2021-12-26,28.85714
2021-12-27,45.14285
2021-12-28,38.0
2021-12-29,47.14285
2021-12-30,46.28571
2021-12-31,31.42857
2022-01-01,25.71428
2022-01-02,32.0
2022-01-03,57.42857
2022-01-04,54.28571
2022-01-05,52.85714
2022-01-06,47.42857
2022-01-07,44.57142
2022-01-08,34.28571
2022-01-09,27.14285
2022-01-10,47.71428
2022-01-11,36.57142
2022-01-12,36.85714
2022-01-13,36.0
2022-01-14,30.85714
2022-01-15,24.28571
2022-01-16,27.14285
2022-01-17,39.42857
2022-01-18,38.85714
2022-01-19,35.42857
2022-01-20,32.28571
2022-01-21,35.71428
2022-01-22,28.85714
2022-01-23,24.28571
2022-01-24,34.57142
2022-01-25,38.57142
2022-01-26,36.28571
2022-01-27,34.28571
2022-01-28,30.85714
2022-01-29,23.14285
2022-01-30,19.71428
2022-01-31,18.85714
2022-02-01,17.71428
2022-02-02,16.28571
2022-02-03,36.0
2022-02-04,32.57142
2022-02-05,30.57142
2022-02-06,31.42857
2022-02-07,44.85714
2022-02-08,41.71428
2022-02-09,35.71428
2022-02-10,32.0
2022-02-11,27.14285
2022-02-12,18.85714
2022-02-13,21.42857
2022-02-14,40.0
2022-02-15,36.0
2022-02-16,36.28571
2022-02-17,31.14285
2022-02-18,35.14285
2022-02-19,21.71428
2022-02-20,22.0
2022-02-21,41.42857
2022-02-22,38.85714
2022-02-23,35.71428
2022-02-24,30.0
2022-02-25,29.71428
2022-02-26,24.85714
2022-02-27,19.42857
2022-02-28,35.71428
2022-03-01,32.28571
2022-03-02,47.71428
2022-03-03,48.85714
2022-03-04,41.42857
2022-03-05,28.85714
2022-03-06,30.85714
2022-03-07,52.0
2022-03-08,53.14285
2022-03-09,30.57142
2022-03-10,50.57142
2022-03-11,53.71428
2022-03-12,31.14285
2022-03-13,36.57142
2022-03-14,59.71428
2022-03-15,61.71428
2022-03-16,46.0
2022-03-17,46.0
2022-03-18,43.14285
2022-03-19,33.42857
2022-03-20,40.0
2022-03-21,50.0
2022-03-22,54.0
2022-03-23,42.57142
2022-03-24,50.85714
2022-03-25,58.28571
2022-03-26,27.14285
2022-03-27,29.42857
2022-03-28,43.42857
2022-03-29,50.85714
2022-03-30,49.14285
2022-03-31,47.14285
2022-04-01,34.0
2022-04-02,26.0
2022-04-03,26.85714
2022-04-04,48.28571
2022-04-05,47.42857
2022-04-06,52.85714
2022-04-07,48.57142
2022-04-08,42.0
2022-04-09,25.71428
2022-04-10,21.14285
2022-04-11,44.28571
2022-04-12,54.0
2022-04-13,43.42857
2022-04-14,41.14285
2022-04-15,47.71428
2022-04-16,24.57142
2022-04-17,29.71428
2022-04-18,45.42857
2022-04-19,37.71428
2022-04-20,40.0
2022-04-21,46.57142
2022-04-22,42.28571
2022-04-23,24.57142
2022-04-24,20.85714
2022-04-25,37.71428
2022-04-26,42.85714
2022-04-27,46.57142
2022-04-28,44.57142
2022-04-29,41.42857
2022-04-30,32.57142
2022-05-01,32.85714
2022-05-02,59.14285
2022-05-03,50.85714
2022-05-04,51.14285
2022-05-05,22.85714
2022-05-06,36.57142
2022-05-07,21.42857
2022-05-08,25.14285
2022-05-09,53.71428
2022-05-10,66.57142
2022-05-11,56.57142
2022-05-12,42.0
2022-05-13,48.57142
2022-05-14,25.42857
2022-05-15,27.42857
2022-05-16,66.57142
2022-05-17,51.71428
2022-05-18,47.14285
2022-05-19,48.85714
2022-05-20,48.28571
2022-05-21,28.85714
2022-05-22,24.28571
2022-05-23,48.0
2022-05-24,52.57142
2022-05-25,44.0
2022-05-26,47.14285
2022-05-27,40.28571
2022-05-28,21.71428
2022-05-29,32.0
2022-05-30,50.0
2022-05-31,48.0
2022-06-01,30.85714
2022-06-02,39.71428
2022-06-03,37.14285
2022-06-04,24.0
2022-06-05,30.28571
2022-06-06,21.14285
2022-06-07,48.57142
2022-06-08,54.85714
2022-06-09,51.42857
2022-06-10,40.0
2022-06-11,25.14285
2022-06-12,27.14285
2022-06-13,49.14285
2022-06-14,43.71428
2022-06-15,46.0
2022-06-16,44.28571
2022-06-17,42.57142
2022-06-18,23.71428
2022-06-19,26.85714
2022-06-20,48.0
2022-06-21,45.14285
2022-06-22,44.28571
2022-06-23,47.71428
2022-06-24,46.85714
2022-06-25,22.0
2022-06-26,30.57142
2022-06-27,51.71428
2022-06-28,52.0
2022-06-29,47.14285
2022-06-30,46.0
2022-07-01,48.28571
2022-07-02,25.42857
2022-07-03,25.14285
2022-07-04,45.42857
2022-07-05,57.14285
2022-07-06,60.57142
2022-07-07,47.42857
2022-07-08,41.42857
2022-07-09,15.71428
2022-07-10,24.28571
2022-07-11,57.42857
2022-07-12,52.0
2022-07-13,44.0
2022-07-14,51.42857
2022-07-15,36.85714
2022-07-16,18.0
2022-07-17,22.0
2022-07-18,49.71428
2022-07-19,48.28571
2022-07-20,40.85714
2022-07-21,45.14285
2022-07-22,35.71428
2022-07-23,25.71428
2022-07-24,24.85714
2022-07-25,45.71428
2022-07-26,44.57142
2022-07-27,40.85714
2022-07-28,46.57142
2022-07-29,30.0
2022-07-30,20.28571
2022-07-31,26.0
2022-08-01,38.57142
2022-08-02,42.57142
2022-08-03,39.14285
2022-08-04,36.85714
2022-08-05,34.85714
2022-08-06,20.57142
2022-08-07,25.14285
2022-08-08,42.0
2022-08-09,42.0
2022-08-10,40.85714
2022-08-11,40.0
2022-08-12,32.57142
2022-08-13,20.0
2022-08-14,24.85714
2022-08-15,23.42857
2022-08-16,36.85714
2022-08-17,37.42857
2022-08-18,38.57142
2022-08-19,38.0
2022-08-20,23.71428
2022-08-21,19.42857
2022-08-22,44.0
2022-08-23,44.0
2022-08-24,43.71428
2022-08-25,43.42857
2022-08-26,32.57142
2022-08-27,22.57142
2022-08-28,24.57142
2022-08-29,43.71428
2022-08-30,48.57142
2022-08-31,43.71428
2022-09-01,49.42857
2022-09-02,40.57142
2022-09-03,23.42857
2022-09-04,31.42857
2022-09-05,57.14285
2022-09-06,50.85714
2022-09-07,52.0
2022-09-08,42.57142
2022-09-09,18.85714
2022-09-10,13.14285
2022-09-11,16.0
2022-09-12,20.28571
2022-09-13,46.28571
2022-09-14,60.0
2022-09-15,52.28571
2022-09-16,40.85714
2022-09-17,17.14285
2022-09-18,34.57142
2022-09-19,50.85714
2022-09-20,47.14285
2022-09-21,42.0
2022-09-22,38.57142
2022-09-23,36.28571
2022-09-24,29.71428
2022-09-25,26.28571
2022-09-26,50.57142
2022-09-27,54.28571
2022-09-28,45.71428
2022-09-29,48.85714
2022-09-30,48.57142
2022-10-01,34.0
2022-10-02,35.14285
2022-10-03,31.14285
2022-10-04,58.85714
2022-10-05,48.57142
2022-10-06,62.28571
2022-10-07,51.71428
2022-10-08,20.85714
2022-10-09,23.14285
2022-10-10,37.14285
2022-10-11,52.57142
2022-10-12,49.14285
2022-10-13,46.0
2022-10-14,50.28571
2022-10-15,34.85714
2022-10-16,41.14285
2022-10-17,52.28571
2022-10-18,52.85714
2022-10-19,48.57142
2022-10-20,39.71428
2022-10-21,34.0
2022-10-22,26.28571
2022-10-23,32.0
2022-10-24,53.42857
2022-10-25,46.28571
2022-10-26,48.85714
2022-10-27,43.71428
2022-10-28,39.42857
2022-10-29,33.14285
2022-10-30,27.71428
2022-10-31,51.14285
2022-11-01,69.42857
2022-11-02,61.14285
2022-11-03,56.85714
2022-11-04,50.85714
2022-11-05,33.14285
2022-11-06,35.14285
2022-11-07,62.0
2022-11-08,61.42857
2022-11-09,51.42857
2022-11-10,51.14285
2022-11-11,43.71428
2022-11-12,37.42857
2022-11-13,32.57142
2022-11-14,49.14285
2022-11-15,58.28571
2022-11-16,52.85714
2022-11-17,44.85714
2022-11-18,40.28571
2022-11-19,26.85714
2022-11-20,34.85714
2022-11-21,53.71428
2022-11-22,50.57142
2022-11-23,54.0
2022-11-24,48.85714
2022-11-25,50.57142
2022-11-26,31.14285
2022-11-27,44.57142
2022-11-28,53.71428
2022-11-29,47.42857
2022-11-30,60.57142
2022-12-01,54.0
2022-12-02,36.0
2022-12-03,14.28571
2022-12-04,25.14285
2022-12-05,44.85714
2022-12-06,46.0
2022-12-07,53.42857
2022-12-08,49.71428
2022-12-09,36.85714
2022-12-10,30.28571
2022-12-11,27.14285
2022-12-12,45.14285
2022-12-13,44.57142
2022-12-14,40.85714
2022-12-15,43.71428
2022-12-16,42.85714
2022-12-17,34.28571
2022-12-18,36.57142
2022-12-19,43.14285
2022-12-20,55.71428
2022-12-21,44.0
2022-12-22,51.42857
2022-12-23,39.71428
2022-12-24,22.28571
2022-12-25,28.57142
2022-12-26,53.42857
2022-12-27,54.0
2022-12-28,52.0
2022-12-29,48.0
2022-12-30,48.28571
2022-12-31,31.14285
2023-01-01,33.14285
2023-01-02,65.71428
2023-01-03,65.42857
2023-01-04,51.71428
2023-01-05,51.71428
2023-01-06,51.71428
2023-01-07,23.71428
2023-01-08,34.0
2023-01-09,59.42857
2023-01-10,53.42857
2023-01-11,52.0
2023-01-12,48.0
2023-01-13,44.28571
2023-01-14,30.57142
2023-01-15,41.14285
2023-01-16,49.14285
2023-01-17,55.42857
2023-01-18,47.42857
2023-01-19,51.71428
2023-01-20,36.57142
2023-01-21,23.42857
2023-01-22,22.57142
2023-01-23,24.57142
2023-01-24,34.57142
2023-01-25,49.14285
2023-01-26,55.42857
2023-01-27,42.85714
2023-01-28,29.42857
2023-01-29,32.57142
2023-01-30,49.71428
2023-01-31,52.28571
2023-02-01,47.42857
2023-02-02,55.14285
2023-02-03,48.28571
2023-02-04,32.85714
2023-02-05,31.42857
2023-02-06,51.42857
2023-02-07,51.14285
2023-02-08,46.85714
2023-02-09,50.0
2023-02-10,42.28571
2023-02-11,30.57142
2023-02-12,27.71428
2023-02-13,52.0
2023-02-14,39.42857
2023-02-15,50.85714
2023-02-16,45.71428
2023-02-17,42.85714
2023-02-18,31.71428
2023-02-19,33.71428
2023-02-20,41.42857
2023-02-21,44.85714
2023-02-22,47.14285
2023-02-23,50.28571
2023-02-24,38.85714
2023-02-25,26.57142
2023-02-26,26.28571
2023-02-27,45.71428
2023-02-28,42.85714
2023-03-01,29.14285
2023-03-02,55.42857
2023-03-03,56.57142
2023-03-04,38.0
2023-03-05,56.85714
2023-03-06,84.0
2023-03-07,69.14285
2023-03-08,83.42857
2023-03-09,84.57142
2023-03-10,73.14285
2023-03-11,48.57142
2023-03-12,46.85714
2023-03-13,100.0
2023-03-14,98.0
2023-03-15,98.57142
2023-03-16,80.57142
2023-03-17,59.14285
2023-03-18,39.42857
2023-03-19,42.0
2023-03-20,90.28571
2023-03-21,67.42857
2023-03-22,68.0
2023-03-23,53.42857
2023-03-24,59.14285
2023-03-25,38.85714
2023-03-26,48.57142
2023-03-27,71.14285
2023-03-28,79.71428
2023-03-29,62.85714
2023-03-30,71.14285
2023-03-31,50.28571
2023-04-01,25.71428
2023-04-02,33.71428
2023-04-03,68.28571
2023-04-04,66.85714
2023-04-05,61.42857
2023-04-06,63.14285
2023-04-07,60.28571
2023-04-08,30.28571
2023-04-09,38.57142
2023-04-10,62.28571
2023-04-11,58.0
2023-04-12,54.28571
2023-04-13,54.0
2023-04-14,45.14285
2023-04-15,37.42857
2023-04-16,33.42857
2023-04-17,52.28571
2023-04-18,61.42857
2023-04-19,52.28571
2023-04-20,48.28571
2023-04-21,45.71428
2023-04-22,28.28571
2023-04-23,28.57142
2023-04-24,50.57142
2023-04-25,52.28571
2023-04-26,57.42857
2023-04-27,53.42857
2023-04-28,43.71428
2023-04-29,34.28571
2023-04-30,30.85714
2023-05-01,48.28571
2023-05-02,66.28571
2023-05-03,57.42857
2023-05-04,58.0
2023-05-05,31.71428
2023-05-06,27.71428
2023-05-07,36.28571
2023-05-08,55.71428
2023-05-09,65.71428
2023-05-10,68.57142
2023-05-11,58.57142
2023-05-12,56.57142
2023-05-13,30.28571
2023-05-14,31.71428
2023-05-15,65.42857
2023-05-16,65.71428
2023-05-17,70.57142
2023-05-18,52.57142
2023-05-19,48.0
2023-05-20,28.85714
2023-05-21,36.85714
2023-05-22,56.85714
2023-05-23,55.14285
2023-05-24,57.42857
2023-05-25,44.85714
2023-05-26,46.0
2023-05-27,30.57142
2023-05-28,24.28571
2023-05-29,30.0
2023-05-30,64.0
2023-05-31,67.42857
2023-06-01,55.42857
2023-06-02,48.28571
2023-06-03,30.0
2023-06-04,26.28571
2023-06-05,51.42857
2023-06-06,37.71428
2023-06-07,50.0
2023-06-08,52.28571
2023-06-09,47.42857
2023-06-10,27.71428
2023-06-11,25.14285
2023-06-12,60.28571
