date,가압류절차
2020-03-20,76.9461
2020-03-21,47.90419
2020-03-22,46.40718
2020-03-23,83.53293
2020-03-24,90.71856
2020-03-25,88.32335
2020-03-26,97.90419
2020-03-27,83.53293
2020-03-28,39.52095
2020-03-29,34.43113
2020-03-30,85.32934
2020-03-31,81.43712
2020-04-01,72.45508
2020-04-02,76.3473
2020-04-03,73.35329
2020-04-04,41.91616
2020-04-05,40.41916
2020-04-06,74.85029
2020-04-07,84.73053
2020-04-08,92.21556
2020-04-09,89.82035
2020-04-10,78.74251
2020-04-11,49.10179
2020-04-12,45.20958
2020-04-13,66.16766
2020-04-14,62.27544
2020-04-15,46.40718
2020-04-16,74.55089
2020-04-17,75.4491
2020-04-18,44.91017
2020-04-19,35.92814
2020-04-20,82.63473
2020-04-21,85.62874
2020-04-22,71.55688
2020-04-23,74.85029
2020-04-24,66.76646
2020-04-25,49.10179
2020-04-26,37.12574
2020-04-27,73.95209
2020-04-28,83.23353
2020-04-29,84.13173
2020-04-30,43.41317
2020-05-01,51.1976
2020-05-02,32.93413
2020-05-03,35.32934
2020-05-04,64.67065
2020-05-05,30.83832
2020-05-06,78.44311
2020-05-07,88.92215
2020-05-08,71.85628
2020-05-09,37.42514
2020-05-10,34.73053
2020-05-11,100.0
2020-05-12,76.9461
2020-05-13,86.22754
2020-05-14,79.04191
2020-05-15,78.74251
2020-05-16,45.20958
2020-05-17,40.11976
2020-05-18,93.41317
2020-05-19,85.92814
2020-05-20,74.25149
2020-05-21,83.83233
2020-05-22,82.03592
2020-05-23,27.84431
2020-05-24,43.11377
2020-05-25,89.22155
2020-05-26,83.53293
2020-05-27,77.54491
2020-05-28,92.51497
2020-05-29,74.55089
2020-05-30,36.22754
2020-05-31,38.02395
2020-06-01,87.42514
2020-06-02,91.01796
2020-06-03,82.33532
2020-06-04,81.43712
2020-06-05,61.37724
2020-06-06,33.53293
2020-06-07,35.02994
2020-06-08,79.34131
2020-06-09,78.14371
2020-06-10,77.54491
2020-06-11,88.62275
2020-06-12,70.95808
2020-06-13,39.52095
2020-06-14,42.21556
2020-06-15,89.52095
2020-06-16,79.64071
2020-06-17,67.36526
2020-06-18,65.26946
2020-06-19,64.97005
2020-06-20,31.43712
2020-06-21,26.9461
2020-06-22,73.65269
2020-06-23,72.75449
2020-06-24,77.54491
2020-06-25,70.05988
2020-06-26,65.86826
2020-06-27,33.23353
2020-06-28,35.32934
2020-06-29,73.05389
2020-06-30,77.84431
2020-07-01,70.65868
2020-07-02,79.64071
2020-07-03,69.16167
2020-07-04,36.82634
2020-07-05,29.64071
2020-07-06,64.37125
2020-07-07,77.84431
2020-07-08,81.73652
2020-07-09,74.55089
2020-07-10,69.16167
2020-07-11,33.83233
2020-07-12,46.10778
2020-07-13,79.04191
2020-07-14,76.9461
2020-07-15,73.05389
2020-07-16,63.77245
2020-07-17,75.7485
2020-07-18,33.23353
2020-07-19,36.22754
2020-07-20,72.45508
2020-07-21,74.85029
2020-07-22,89.82035
2020-07-23,79.34131
2020-07-24,68.86227
2020-07-25,33.83233
2020-07-26,31.43712
2020-07-27,84.13173
2020-07-28,82.33532
2020-07-29,78.74251
2020-07-30,75.1497
2020-07-31,73.65269
2020-08-01,30.23952
2020-08-02,30.53892
2020-08-03,73.65269
2020-08-04,76.3473
2020-08-05,75.7485
2020-08-06,66.76646
2020-08-07,65.86826
2020-08-08,37.72455
2020-08-09,38.32335
2020-08-10,67.06586
2020-08-11,79.34131
2020-08-12,83.23353
2020-08-13,71.85628
2020-08-14,64.97005
2020-08-15,28.14371
2020-08-16,30.23952
2020-08-17,45.20958
2020-08-18,69.16167
2020-08-19,75.1497
2020-08-20,67.06586
2020-08-21,66.76646
2020-08-22,34.73053
2020-08-23,35.62874
2020-08-24,81.43712
2020-08-25,70.65868
2020-08-26,77.54491
2020-08-27,69.76047
2020-08-28,59.28143
2020-08-29,34.43113
2020-08-30,31.43712
2020-08-31,77.84431
2020-09-01,81.13772
2020-09-02,79.34131
2020-09-03,81.13772
2020-09-04,61.97604
2020-09-05,40.11976
2020-09-06,36.52694
2020-09-07,67.06586
2020-09-08,76.3473
2020-09-09,80.53892
2020-09-10,68.26347
2020-09-11,65.86826
2020-09-12,33.83233
2020-09-13,35.92814
2020-09-14,76.9461
2020-09-15,77.2455
2020-09-16,79.94011
2020-09-17,69.76047
2020-09-18,67.96407
2020-09-19,40.71856
2020-09-20,35.02994
2020-09-21,81.43712
2020-09-22,74.25149
2020-09-23,79.64071
2020-09-24,77.2455
2020-09-25,72.75449
2020-09-26,36.52694
2020-09-27,39.22155
2020-09-28,70.95808
2020-09-29,64.37125
2020-09-30,35.92814
2020-10-01,25.1497
2020-10-02,23.65269
2020-10-03,33.53293
2020-10-04,44.91017
2020-10-05,89.22155
2020-10-06,83.83233
2020-10-07,81.73652
2020-10-08,67.66467
2020-10-09,47.30538
2020-10-10,40.71856
2020-10-11,32.93413
2020-10-12,84.13173
2020-10-13,72.75449
2020-10-14,84.73053
2020-10-15,73.35329
2020-10-16,70.05988
2020-10-17,35.92814
2020-10-18,26.6467
2020-10-19,64.67065
2020-10-20,86.52694
2020-10-21,69.76047
2020-10-22,54.49101
2020-10-23,61.37724
2020-10-24,31.73652
2020-10-25,28.44311
2020-10-26,67.36526
2020-10-27,66.16766
2020-10-28,76.3473
2020-10-29,63.17365
2020-10-30,55.68862
2020-10-31,30.83832
2020-11-01,26.0479
2020-11-02,69.76047
2020-11-03,77.2455
2020-11-04,64.07185
2020-11-05,60.17964
2020-11-06,60.77844
2020-11-07,40.41916
2020-11-08,32.93413
2020-11-09,66.46706
2020-11-10,77.54491
2020-11-11,65.56886
2020-11-12,67.96407
2020-11-13,61.37724
2020-11-14,33.23353
2020-11-15,38.92215
2020-11-16,69.46107
2020-11-17,73.65269
2020-11-18,75.4491
2020-11-19,79.64071
2020-11-20,70.95808
2020-11-21,33.83233
2020-11-22,40.71856
2020-11-23,70.05988
2020-11-24,62.57485
2020-11-25,63.77245
2020-11-26,75.7485
2020-11-27,63.17365
2020-11-28,42.81437
2020-11-29,37.12574
2020-11-30,75.4491
2020-12-01,73.35329
2020-12-02,67.96407
2020-12-03,62.87425
2020-12-04,60.17964
2020-12-05,38.92215
2020-12-06,34.43113
2020-12-07,61.97604
2020-12-08,74.55089
2020-12-09,68.86227
2020-12-10,77.2455
2020-12-11,63.77245
2020-12-12,36.82634
2020-12-13,38.62275
2020-12-14,68.86227
2020-12-15,82.33532
2020-12-16,68.26347
2020-12-17,78.44311
2020-12-18,59.58083
2020-12-19,39.22155
2020-12-20,36.82634
2020-12-21,73.35329
2020-12-22,75.4491
2020-12-23,76.9461
2020-12-24,67.36526
2020-12-25,35.62874
2020-12-26,32.93413
2020-12-27,34.73053
2020-12-28,70.95808
2020-12-29,66.16766
2020-12-30,67.66467
2020-12-31,51.7964
2021-01-01,27.2455
2021-01-02,32.93413
2021-01-03,30.83832
2021-01-04,62.87425
2021-01-05,65.86826
2021-01-06,67.36526
2021-01-07,64.97005
2021-01-08,59.28143
2021-01-09,29.94011
2021-01-10,18.56287
2021-01-11,54.49101
2021-01-12,55.68862
2021-01-13,55.68862
2021-01-14,64.37125
2021-01-15,62.27544
2021-01-16,37.12574
2021-01-17,33.23353
2021-01-18,64.67065
2021-01-19,69.46107
2021-01-20,66.76646
2021-01-21,72.75449
2021-01-22,58.68263
2021-01-23,37.42514
2021-01-24,26.6467
2021-01-25,60.47904
2021-01-26,70.95808
2021-01-27,58.68263
2021-01-28,68.56287
2021-01-29,65.56886
2021-01-30,38.32335
2021-01-31,33.83233
2021-02-01,67.96407
2021-02-02,74.85029
2021-02-03,58.38323
2021-02-04,62.57485
2021-02-05,57.78443
2021-02-06,42.81437
2021-02-07,32.93413
2021-02-08,64.67065
2021-02-09,59.58083
2021-02-10,45.50898
2021-02-11,23.05389
2021-02-12,20.65868
2021-02-13,17.06586
2021-02-14,20.35928
2021-02-15,63.77245
2021-02-16,64.67065
2021-02-17,54.79041
2021-02-18,64.37125
2021-02-19,57.18562
2021-02-20,32.63473
2021-02-21,32.33532
2021-02-22,51.7964
2021-02-23,59.88023
2021-02-24,54.79041
2021-02-25,59.58083
2021-02-26,51.7964
2021-02-27,29.04191
2021-02-28,26.9461
2021-03-01,37.72455
2021-03-02,61.67664
2021-03-03,51.497
2021-03-04,51.1976
2021-03-05,47.30538
2021-03-06,23.35329
2021-03-07,18.56287
2021-03-08,41.61676
2021-03-09,44.61077
2021-03-10,41.61676
2021-03-11,56.28742
2021-03-12,61.37724
2021-03-13,47.00598
2021-03-14,46.70658
2021-03-15,65.56886
2021-03-16,71.85628
2021-03-17,73.65269
2021-03-18,61.07784
2021-03-19,55.08982
2021-03-20,32.03592
2021-03-21,25.4491
2021-03-22,62.87425
2021-03-23,68.56287
2021-03-24,57.78443
2021-03-25,55.38922
2021-03-26,63.47305
2021-03-27,31.13772
2021-03-28,27.54491
2021-03-29,55.68862
2021-03-30,74.25149
2021-03-31,61.07784
2021-04-01,60.47904
2021-04-02,60.47904
2021-04-03,32.33532
2021-04-04,26.3473
2021-04-05,55.68862
2021-04-06,65.86826
2021-04-07,55.98802
2021-04-08,50.0
2021-04-09,65.56886
2021-04-10,36.22754
2021-04-11,31.73652
2021-04-12,56.58682
2021-04-13,55.68862
2021-04-14,61.37724
2021-04-15,61.07784
2021-04-16,66.76646
2021-04-17,25.4491
2021-04-18,27.2455
2021-04-19,50.2994
2021-04-20,52.69461
2021-04-21,53.89221
2021-04-22,60.77844
2021-04-23,46.70658
2021-04-24,24.25149
2021-04-25,20.35928
2021-04-26,39.82035
2021-04-27,58.08383
2021-04-28,50.0
2021-04-29,58.38323
2021-04-30,54.49101
2021-05-01,27.54491
2021-05-02,24.55089
2021-05-03,50.5988
2021-05-04,54.49101
2021-05-05,31.73652
2021-05-06,51.1976
2021-05-07,46.70658
2021-05-08,26.9461
2021-05-09,23.05389
2021-05-10,60.77844
2021-05-11,47.60479
2021-05-12,56.58682
2021-05-13,53.59281
2021-05-14,48.80239
2021-05-15,30.53892
2021-05-16,25.1497
2021-05-17,47.60479
2021-05-18,60.17964
2021-05-19,25.4491
2021-05-20,47.60479
2021-05-21,41.01796
2021-05-22,18.86227
2021-05-23,25.4491
2021-05-24,46.40718
2021-05-25,54.79041
2021-05-26,43.41317
2021-05-27,46.70658
2021-05-28,39.22155
2021-05-29,19.16167
2021-05-30,13.47305
2021-05-31,41.61676
2021-06-01,50.8982
2021-06-02,59.88023
2021-06-03,55.98802
2021-06-04,56.28742
2021-06-05,27.2455
2021-06-06,23.65269
2021-06-07,50.0
2021-06-08,59.58083
2021-06-09,53.29341
2021-06-10,56.88622
2021-06-11,53.29341
