date,금리
2020-11-19,4.22256
2020-11-20,3.83556
2020-11-21,2.65565
2020-11-22,2.82765
2020-11-23,4.34984
2020-11-24,4.51324
2020-11-25,4.8538
2020-11-26,6.04575
2020-11-27,4.6904
2020-11-28,2.98245
2020-11-29,3.36085
2020-11-30,4.76436
2020-12-01,4.67148
2020-12-02,4.95184
2020-12-03,5.50395
2020-12-04,4.86756
2020-12-05,3.36773
2020-12-06,3.37117
2020-12-07,5.16855
2020-12-08,4.88648
2020-12-09,4.9054
2020-12-10,4.87272
2020-12-11,4.72308
2020-12-12,3.17509
2020-12-13,3.42449
2020-12-14,4.95528
2020-12-15,5.86859
2020-12-16,7.37014
2020-12-17,6.8679
2020-12-18,4.56656
2020-12-19,3.12521
2020-12-20,3.30409
2020-12-21,4.72824
2020-12-22,4.79016
2020-12-23,4.74372
2020-12-24,3.86652
2020-12-25,2.81389
2020-12-26,3.03921
2020-12-27,3.26625
2020-12-28,4.95012
2020-12-29,4.71276
2020-12-30,5.32851
2020-12-31,5.02235
2021-01-01,3.88888
2021-01-02,3.80804
2021-01-03,4.31028
2021-01-04,7.48538
2021-01-05,7.90677
2021-01-06,7.27898
2021-01-07,8.42621
2021-01-08,9.00068
2021-01-09,5.48159
2021-01-10,5.89955
2021-01-11,11.44822
2021-01-12,11.16615
2021-01-13,10.56759
2021-01-14,9.17268
2021-01-15,11.7045
2021-01-16,4.7592
2021-01-17,4.40316
2021-01-18,7.12246
2021-01-19,8.09597
2021-01-20,7.55073
2021-01-21,6.61678
2021-01-22,6.19195
2021-01-23,3.78052
2021-01-24,3.69109
2021-01-25,6.6615
2021-01-26,7.82077
2021-01-27,7.85001
2021-01-28,8.96456
2021-01-29,7.58857
2021-01-30,4.23976
2021-01-31,5.31303
2021-02-01,7.39766
2021-02-02,6.52218
2021-02-03,6.44478
2021-02-04,5.78603
2021-02-05,5.43171
2021-02-06,3.30237
2021-02-07,3.34709
2021-02-08,7.07086
2021-02-09,5.89783
2021-02-10,5.45923
2021-02-11,3.66185
2021-02-12,3.69969
2021-02-13,3.36257
2021-02-14,3.98004
2021-02-15,6.78362
2021-02-16,7.0657
2021-02-17,11.88338
2021-02-18,11.51186
2021-02-19,10.34571
2021-02-20,5.66563
2021-02-21,5.01547
2021-02-22,12.56449
2021-02-23,21.7733
2021-02-24,34.10732
2021-02-25,13.10629
2021-02-26,22.68317
2021-02-27,8.38493
2021-02-28,8.10113
2021-03-01,9.69384
2021-03-02,10.73271
2021-03-03,10.09459
2021-03-04,14.27416
2021-03-05,17.44754
2021-03-06,7.0227
2021-03-07,5.99071
2021-03-08,13.77708
2021-03-09,15.86859
2021-03-10,13.7702
2021-03-11,10.63639
2021-03-12,9.48744
2021-03-13,5.75335
2021-03-14,7.35982
2021-03-15,11.29514
2021-03-16,9.12796
2021-03-17,10.44719
2021-03-18,17.00378
2021-03-19,11.41726
2021-03-20,5.06191
2021-03-21,4.73856
2021-03-22,8.51909
2021-03-23,8.06673
2021-03-24,7.71069
2021-03-25,6.72686
2021-03-26,5.57619
2021-03-27,3.44685
2021-03-28,3.85964
2021-03-29,5.92019
2021-03-30,6.55486
2021-03-31,6.71998
2021-04-01,5.52459
2021-04-02,5.11007
2021-04-03,3.42793
2021-04-04,3.22325
2021-04-05,5.93739
2021-04-06,5.84451
2021-04-07,5.44203
2021-04-08,4.80048
2021-04-09,4.65428
2021-04-10,2.75541
2021-04-11,2.92741
2021-04-12,4.89508
2021-04-13,4.86928
2021-04-14,4.8108
2021-04-15,6.22807
2021-04-16,4.59236
2021-04-17,3.11317
2021-04-18,3.37633
2021-04-19,4.93464
2021-04-20,5.15307
2021-04-21,5.00343
2021-04-22,4.22772
2021-04-23,4.00412
2021-04-24,2.53869
2021-04-25,2.65737
2021-04-26,4.18128
2021-04-27,4.09012
2021-04-28,4.56828
2021-04-29,4.72136
2021-04-30,3.76332
2021-05-01,2.33918
2021-05-02,2.31854
2021-05-03,3.796
2021-05-04,3.82352
2021-05-05,9.2002
2021-05-06,8.94736
2021-05-07,6.03199
2021-05-08,3.60165
2021-05-09,4.89336
2021-05-10,7.70725
2021-05-11,9.76952
2021-05-12,9.5614
2021-05-13,16.43618
2021-05-14,9.29308
2021-05-15,5.20295
2021-05-16,4.2346
2021-05-17,8.24045
2021-05-18,5.98211
2021-05-19,4.68524
2021-05-20,6.8851
2021-05-21,5.47987
2021-05-22,3.07189
2021-05-23,3.20433
2021-05-24,5.44375
2021-05-25,5.61403
2021-05-26,6.00275
2021-05-27,11.19539
2021-05-28,8.27485
2021-05-29,4.29136
2021-05-30,4.3636
2021-05-31,6.32266
2021-06-01,5.58823
2021-06-02,5.55555
2021-06-03,5.86515
2021-06-04,5.10663
2021-06-05,3.05297
2021-06-06,3.39697
2021-06-07,6.65118
2021-06-08,10.65875
2021-06-09,7.3925
2021-06-10,8.30409
2021-06-11,8.51049
2021-06-12,4.67148
2021-06-13,4.699
2021-06-14,7.47162
2021-06-15,6.66494
2021-06-16,8.12865
2021-06-17,15.56071
2021-06-18,6.77846
2021-06-19,4.7076
2021-06-20,4.07464
2021-06-21,7.68317
2021-06-22,5.52459
2021-06-23,6.01823
2021-06-24,7.96009
2021-06-25,8.23529
2021-06-26,4.09184
2021-06-27,3.59477
2021-06-28,5.95803
2021-06-29,5.35259
2021-06-30,5.21671
2021-07-01,4.88476
2021-07-02,4.957
2021-07-03,2.91021
2021-07-04,3.17165
2021-07-05,5.78603
2021-07-06,5.15135
2021-07-07,6.26246
2021-07-08,5.88235
2021-07-09,5.30787
2021-07-10,3.03061
2021-07-11,3.02373
2021-07-12,5.08083
2021-07-13,5.31303
2021-07-14,5.61403
2021-07-15,11.05263
2021-07-16,5.95803
2021-07-17,2.86893
2021-07-18,3.53629
2021-07-19,6.07499
2021-07-20,5.85827
2021-07-21,4.79532
2021-07-22,4.74028
2021-07-23,4.08496
2021-07-24,2.24114
2021-07-25,2.32198
2021-07-26,4.13312
2021-07-27,4.33092
2021-07-28,4.46336
2021-07-29,5.48675
2021-07-30,3.97144
2021-07-31,2.2205
2021-08-01,2.4011
2021-08-02,4.48056
2021-08-03,5.01375
2021-08-04,5.22015
2021-08-05,4.87616
2021-08-06,4.50808
2021-08-07,3.36257
2021-08-08,3.18369
2021-08-09,6.08875
2021-08-10,5.92535
2021-08-11,6.60646
2021-08-12,6.08703
2021-08-13,6.62538
2021-08-14,3.28861
2021-08-15,3.37461
2021-08-16,4.43928
2021-08-17,8.08049
2021-08-18,9.29136
2021-08-19,9.76092
2021-08-20,8.50189
2021-08-21,4.45992
2021-08-22,5.66563
2021-08-23,8.33505
2021-08-24,8.12349
2021-08-25,12.72617
2021-08-26,86.81286
2021-08-27,19.73684
2021-08-28,7.72273
2021-08-29,6.92638
2021-08-30,9.6474
2021-08-31,7.4527
2021-09-01,6.87134
2021-09-02,6.6271
2021-09-03,5.42483
2021-09-04,3.48813
2021-09-05,3.76332
2021-09-06,5.69831
2021-09-07,5.82215
2021-09-08,5.79291
2021-09-09,5.68627
2021-09-10,5.10147
2021-09-11,2.94633
2021-09-12,3.07361
2021-09-13,5.11523
2021-09-14,5.0
2021-09-15,4.73856
2021-09-16,4.30856
2021-09-17,3.55349
2021-09-18,2.3151
2021-09-19,2.17062
2021-09-20,2.55073
2021-09-21,2.77777
2021-09-22,3.82868
2021-09-23,7.2377
2021-09-24,5.37839
2021-09-25,3.47609
2021-09-26,3.41761
2021-09-27,5.23047
2021-09-28,7.29274
2021-09-29,9.011
2021-09-30,6.20399
2021-10-01,5.79291
2021-10-02,3.23185
2021-10-03,3.52253
2021-10-04,4.355
2021-10-05,7.14998
2021-10-06,7.4355
2021-10-07,6.04231
2021-10-08,5.13243
2021-10-09,3.03061
2021-10-10,3.43653
2021-10-11,4.95184
2021-10-12,18.73753
2021-10-13,7.1345
2021-10-14,5.81011
2021-10-15,5.64499
2021-10-16,3.54661
2021-10-17,4.44788
2021-10-18,6.7905
2021-10-19,6.01135
2021-10-20,5.80151
2021-10-21,5.50223
2021-10-22,4.70244
2021-10-23,3.10285
2021-10-24,3.50705
2021-10-25,5.69831
2021-10-26,5.49707
2021-10-27,5.16511
2021-10-28,5.39903
2021-10-29,5.64155
2021-10-30,3.07877
2021-10-31,3.41417
2021-11-01,6.18163
2021-11-02,8.28689
2021-11-03,8.84588
2021-11-04,9.31372
2021-11-05,5.56759
2021-11-06,3.53801
2021-11-07,3.44685
2021-11-08,5.75679
2021-11-09,5.94599
2021-11-10,5.84279
2021-11-11,6.37942
2021-11-12,5.28379
2021-11-13,2.95837
2021-11-14,3.29549
2021-11-15,6.26418
2021-11-16,6.97626
2021-11-17,6.33986
2021-11-18,5.38527
2021-11-19,5.21843
2021-11-20,3.36085
2021-11-21,4.14172
2021-11-22,6.94874
2021-11-23,7.66597
2021-11-24,8.85276
2021-11-25,40.08771
2021-11-26,14.52872
2021-11-27,5.62607
2021-11-28,5.33711
2021-11-29,7.28242
2021-11-30,7.38046
2021-12-01,6.39834
2021-12-02,5.82043
2021-12-03,5.26831
2021-12-04,4.3464
2021-12-05,3.71001
2021-12-06,5.60887
2021-12-07,5.35259
2021-12-08,5.22875
2021-12-09,4.73512
2021-12-10,4.4926
2021-12-11,3.02201
2021-12-12,3.45717
2021-12-13,4.96904
2021-12-14,5.64155
2021-12-15,6.02683
2021-12-16,11.3089
2021-12-17,7.07258
2021-12-18,3.56725
2021-12-19,4.4152
2021-12-20,6.45682
2021-12-21,5.52115
2021-12-22,4.64396
2021-12-23,4.40316
2021-12-24,3.882
2021-12-25,2.38734
2021-12-26,3.02029
2021-12-27,4.41348
2021-12-28,4.4754
2021-12-29,4.48916
2021-12-30,4.73168
2021-12-31,3.9078
2022-01-01,3.07877
2022-01-02,3.50877
2022-01-03,6.10939
2022-01-04,6.36394
2022-01-05,7.4183
2022-01-06,11.00447
2022-01-07,7.17234
2022-01-08,4.90024
2022-01-09,5.51771
2022-01-10,10.03267
2022-01-11,9.68524
2022-01-12,8.37977
2022-01-13,9.61128
2022-01-14,38.10285
2022-01-15,9.0282
2022-01-16,6.94358
2022-01-17,11.67182
2022-01-18,10.10663
2022-01-19,10.73443
2022-01-20,8.54317
2022-01-21,8.32473
2022-01-22,6.4809
2022-01-23,6.02511
2022-01-24,10.79635
2022-01-25,11.04747
2022-01-26,9.3034
2022-01-27,18.00825
2022-01-28,9.15204
2022-01-29,4.71964
2022-01-30,4.11764
2022-01-31,4.3292
2022-02-01,5.99071
2022-02-02,5.54179
2022-02-03,8.59649
2022-02-04,7.45442
2022-02-05,4.99312
2022-02-06,5.05503
2022-02-07,8.20261
2022-02-08,7.25146
2022-02-09,8.03921
2022-02-10,8.08737
2022-02-11,8.54833
2022-02-12,4.6302
2022-02-13,5.01375
2022-02-14,8.70657
2022-02-15,8.23013
2022-02-16,7.26522
2022-02-17,7.12762
2022-02-18,6.4465
2022-02-19,3.9766
2022-02-20,4.88992
2022-02-21,11.25558
2022-02-22,9.98968
2022-02-23,8.43825
2022-02-24,20.07911
2022-02-25,8.73925
2022-02-26,3.61541
2022-02-27,3.16477
2022-02-28,9.38252
2022-03-01,5.62263
2022-03-02,8.07705
2022-03-03,8.10801
2022-03-04,6.53766
2022-03-05,3.40557
2022-03-06,3.65497
2022-03-07,6.27278
2022-03-08,5.78259
2022-03-09,3.20089
2022-03-10,6.3863
2022-03-11,5.98899
2022-03-12,3.67905
2022-03-13,4.80048
2022-03-14,7.64533
2022-03-15,8.82352
2022-03-16,10.31131
2022-03-17,24.35328
2022-03-18,8.37977
2022-03-19,4.226
2022-03-20,4.00928
2022-03-21,6.35706
2022-03-22,7.75713
2022-03-23,7.18782
2022-03-24,5.74991
2022-03-25,5.17027
2022-03-26,3.52425
2022-03-27,4.23976
2022-03-28,7.51461
2022-03-29,8.51393
2022-03-30,8.47265
2022-03-31,8.48985
2022-04-01,6.7045
2022-04-02,5.11523
2022-04-03,5.00515
2022-04-04,7.73477
2022-04-05,8.11145
2022-04-06,8.88544
2022-04-07,9.79876
2022-04-08,7.40454
2022-04-09,4.36188
2022-04-10,4.91056
2022-04-11,8.96112
2022-04-12,10.28035
2022-04-13,9.01788
2022-04-14,39.31028
2022-04-15,15.70519
2022-04-16,6.39318
2022-04-17,6.49122
2022-04-18,11.10595
2022-04-19,9.7936
2022-04-20,9.06432
2022-04-21,7.46474
2022-04-22,9.66116
2022-04-23,5.92363
2022-04-24,5.27863
2022-04-25,10.85999
2022-04-26,8.48985
2022-04-27,9.31372
2022-04-28,7.92913
2022-04-29,6.50498
2022-04-30,4.4066
2022-05-01,4.42036
2022-05-02,7.97557
2022-05-03,9.16924
2022-05-04,10.53319
2022-05-05,21.10595
2022-05-06,16.02855
2022-05-07,6.4809
2022-05-08,6.7217
2022-05-09,11.96938
2022-05-10,12.10354
2022-05-11,10.46611
2022-05-12,12.00034
2022-05-13,8.39353
2022-05-14,4.66976
2022-05-15,4.67492
2022-05-16,10.15995
2022-05-17,9.59408
2022-05-18,9.21052
2022-05-19,8.26797
2022-05-20,7.0915
2022-05-21,4.22428
2022-05-22,4.64224
2022-05-23,8.66873
2022-05-24,9.5012
2022-05-25,11.8851
2022-05-26,40.75679
2022-05-27,14.48228
2022-05-28,6.3003
2022-05-29,6.09907
2022-05-30,10.87547
2022-05-31,9.41864
2022-06-01,6.05951
2022-06-02,8.58445
2022-06-03,8.57585
2022-06-04,5.12555
2022-06-05,4.66976
2022-06-06,5.78431
2022-06-07,10.19779
2022-06-08,9.40488
2022-06-09,8.67045
2022-06-10,10.70691
2022-06-11,6.86962
2022-06-12,7.44238
2022-06-13,16.49982
2022-06-14,22.12762
2022-06-15,30.57103
2022-06-16,75.33195
2022-06-17,27.27898
2022-06-18,13.94392
2022-06-19,13.71001
2022-06-20,25.41967
2022-06-21,17.96181
2022-06-22,18.46233
2022-06-23,19.60612
2022-06-24,14.312
2022-06-25,8.28517
2022-06-26,8.48469
2022-06-27,14.30684
2022-06-28,12.95665
2022-06-29,11.84726
2022-06-30,11.30374
2022-07-01,10.41795
2022-07-02,6.31062
2022-07-03,6.94014
2022-07-04,11.9195
2022-07-05,13.42793
2022-07-06,14.0368
2022-07-07,12.84657
2022-07-08,11.10939
2022-07-09,6.52046
2022-07-10,7.22222
2022-07-11,14.14172
2022-07-12,22.60921
2022-07-13,100.0
2022-07-14,37.97385
2022-07-15,21.48778
2022-07-16,9.6732
2022-07-17,10.01547
2022-07-18,18.06673
2022-07-19,14.82112
2022-07-20,12.73821
2022-07-21,11.7819
2022-07-22,10.93739
2022-07-23,6.17131
2022-07-24,6.08015
2022-07-25,12.36154
2022-07-26,12.4613
2022-07-27,14.98108
2022-07-28,39.23288
2022-07-29,13.68077
2022-07-30,6.65118
2022-07-31,6.3261
2022-08-01,11.74922
2022-08-02,10.69659
2022-08-03,10.47987
2022-08-04,9.71104
2022-08-05,9.06948
2022-08-06,6.05607
2022-08-07,6.26418
2022-08-08,10.34399
2022-08-09,8.23873
2022-08-10,9.7506
2022-08-11,8.91124
2022-08-12,8.02889
2022-08-13,4.8968
2022-08-14,5.20639
2022-08-15,6.04403
2022-08-16,11.28654
2022-08-17,11.74062
2022-08-18,12.04162
2022-08-19,10.65359
2022-08-20,6.64602
2022-08-21,7.1001
2022-08-22,17.01926
2022-08-23,14.67492
2022-08-24,14.97592
2022-08-25,49.53044
2022-08-26,19.3808
2022-08-27,13.67733
2022-08-28,9.01616
2022-08-29,18.38493
2022-08-30,13.26453
2022-08-31,11.23323
2022-09-01,11.2573
2022-09-02,10.20467
2022-09-03,6.17991
2022-09-04,5.95975
2022-09-05,11.33126
2022-09-06,10.24423
2022-09-07,13.32645
2022-09-08,12.13106
2022-09-09,8.10113
2022-09-10,6.38286
2022-09-11,6.87822
2022-09-12,8.90952
2022-09-13,16.6185
2022-09-14,23.67217
2022-09-15,18.41761
2022-09-16,16.65634
2022-09-17,8.49845
2022-09-18,8.73925
2022-09-19,19.67492
2022-09-20,18.58961
2022-09-21,27.2549
2022-09-22,71.94874
2022-09-23,26.10251
2022-09-24,11.8249
2022-09-25,11.75438
2022-09-26,28.21637
2022-09-27,21.81974
2022-09-28,24.91056
2022-09-29,18.41245
2022-09-30,17.30306
2022-10-01,10.02751
2022-10-02,9.25696
2022-10-03,12.11214
2022-10-04,20.52975
2022-10-05,19.17956
2022-10-06,19.40316
2022-10-07,16.23839
2022-10-08,9.48744
2022-10-09,11.22463
2022-10-10,14.07808
2022-10-11,33.97144
2022-10-12,99.74716
2022-10-13,46.3777
2022-10-14,30.63811
2022-10-15,18.48641
2022-10-16,15.51083
2022-10-17,25.54695
2022-10-18,24.7334
2022-10-19,23.74097
2022-10-20,23.84416
2022-10-21,21.7819
2022-10-22,13.53801
2022-10-23,13.31957
2022-10-24,24.21912
2022-10-25,23.37977
2022-10-26,22.52837
2022-10-27,23.36429
2022-10-28,19.5184
2022-10-29,11.86274
2022-10-30,9.33092
2022-10-31,20.45235
2022-11-01,23.9078
2022-11-02,27.00034
2022-11-03,62.99277
2022-11-04,27.50945
2022-11-05,13.57413
2022-11-06,14.53388
2022-11-07,25.29067
2022-11-08,24.52356
2022-11-09,24.21912
2022-11-10,23.39181
2022-11-11,25.06879
2022-11-12,12.62125
2022-11-13,12.62985
2022-11-14,25.27003
2022-11-15,25.19263
2022-11-16,23.53973
2022-11-17,21.54454
2022-11-18,19.36016
2022-11-19,11.00619
2022-11-20,12.2033
2022-11-21,24.53216
2022-11-22,21.68558
2022-11-23,22.71241
2022-11-24,64.48572
2022-11-25,23.35225
2022-11-26,11.74406
2022-11-27,11.27794
2022-11-28,19.61644
2022-11-29,19.46508
2022-11-30,18.12865
2022-12-01,21.01135
2022-12-02,14.76092
2022-12-03,8.14585
2022-12-04,9.31544
2022-12-05,16.70106
2022-12-06,19.26384
2022-12-07,18.32473
2022-12-08,16.92982
2022-12-09,14.68696
2022-12-10,9.90712
2022-12-11,10.77571
2022-12-12,20.16683
2022-12-13,20.16167
2022-12-14,22.55933
2022-12-15,44.57344
2022-12-16,22.0485
2022-12-17,11.05779
2022-12-18,15.45063
2022-12-19,21.33642
2022-12-20,23.89232
2022-12-21,19.72308
2022-12-22,16.58238
2022-12-23,14.86928
2022-12-24,11.35878
2022-12-25,12.14826
2022-12-26,18.46749
2022-12-27,18.98004
2022-12-28,18.89576
2022-12-29,19.09012
2022-12-30,15.61575
2022-12-31,10.31991
2023-01-01,16.76986
2023-01-02,22.79325
2023-01-03,20.40763
2023-01-04,18.97316
2023-01-05,19.85036
2023-01-06,17.66597
2023-01-07,11.89886
2023-01-08,12.87925
2023-01-09,24.96904
2023-01-10,23.55005
2023-01-11,22.29962
2023-01-12,23.45029
2023-01-13,63.56553
2023-01-14,17.21706
2023-01-15,12.71929
2023-01-16,22.56793
2023-01-17,18.62745
2023-01-18,17.93429
2023-01-19,16.48262
2023-01-20,14.94324
2023-01-21,9.95012
2023-01-22,10.16855
2023-01-23,10.32163
2023-01-24,13.46233
2023-01-25,22.08462
2023-01-26,19.27244
2023-01-27,17.06054
2023-01-28,10.71379
2023-01-29,11.10767
2023-01-30,21.04575
2023-01-31,19.43928
2023-02-01,20.81699
2023-02-02,35.01547
2023-02-03,16.29686
2023-02-04,10.15823
2023-02-05,10.29239
2023-02-06,19.07808
2023-02-07,19.02992
2023-02-08,17.64017
2023-02-09,15.74991
2023-02-10,15.12039
2023-02-11,9.86756
2023-02-12,9.67664
2023-02-13,19.77468
2023-02-14,17.78293
2023-02-15,20.95115
2023-02-16,17.05538
2023-02-17,16.78018
2023-02-18,10.11695
2023-02-19,11.32438
2023-02-20,21.41038
2023-02-21,20.94599
2023-02-22,27.79497
2023-02-23,78.02029
2023-02-24,20.49879
2023-02-25,10.49707
2023-02-26,9.32748
2023-02-27,16.07155
2023-02-28,14.41176
2023-03-01,9.98452
2023-03-02,15.07223
2023-03-03,13.19057
2023-03-04,7.87065
2023-03-05,8.64809
2023-03-06,14.12968
2023-03-07,13.34021
2023-03-08,24.16924
2023-03-09,17.81905
2023-03-10,15.34055
2023-03-11,9.2432
2023-03-12,9.72308
2023-03-13,19.17268
2023-03-14,20.67595
2023-03-15,17.39422
2023-03-16,16.9023
2023-03-17,16.05779
2023-03-18,8.53113
2023-03-19,8.60681
2023-03-20,16.39318
2023-03-21,16.86274
2023-03-22,21.71654
2023-03-23,55.52803
2023-03-24,16.11455
2023-03-25,7.89301
2023-03-26,7.85173
2023-03-27,14.2174
2023-03-28,13.50017
2023-03-29,12.93429
2023-03-30,12.11558
2023-03-31,11.08703
2023-04-01,6.4379
2023-04-02,7.76573
2023-04-03,13.63261
2023-04-04,13.18713
2023-04-05,12.25146
2023-04-06,12.15514
2023-04-07,10.61747
2023-04-08,6.88338
2023-04-09,7.67457
2023-04-10,16.31406
2023-04-11,39.4066
2023-04-12,17.05022
2023-04-13,12.99965
2023-04-14,10.66391
2023-04-15,6.35534
2023-04-16,7.86721
2023-04-17,13.83556
2023-04-18,13.45029
2023-04-19,11.29858
2023-04-20,10.61747
2023-04-21,9.20364
2023-04-22,5.63811
2023-04-23,6.00103
2023-04-24,11.01995
2023-04-25,10.80667
2023-04-26,10.12211
2023-04-27,9.41864
2023-04-28,8.90608
2023-04-29,5.68971
2023-04-30,5.40763
2023-05-01,7.74509
2023-05-02,12.50601
2023-05-03,16.71482
2023-05-04,38.15789
2023-05-05,9.27588
2023-05-06,6.61162
2023-05-07,7.05882
2023-05-08,12.85517
2023-05-09,11.55142
2023-05-10,10.96663
2023-05-11,11.08531
2023-05-12,9.25524
2023-05-13,5.98039
2023-05-14,6.49982
2023-05-15,12.67457
2023-05-16,12.01582
2023-05-17,11.14207
2023-05-18,9.97592
2023-05-19,9.90712
2023-05-20,6.4207
2023-05-21,6.31406
2023-05-22,12.13106
2023-05-23,11.80942
2023-05-24,11.39834
2023-05-25,26.65978
2023-05-26,11.10079
2023-05-27,6.05091
2023-05-28,5.54351
2023-05-29,7.0743
