date,은행금리비교
2023-05-29,5.49967
2023-05-30,11.40594
2023-05-31,11.83393
2023-06-01,10.82816
2023-06-02,9.0734
2023-06-03,4.2799
2023-06-04,5.77787
2023-06-05,11.79114
2023-06-06,6.52685
2023-06-07,11.25615
2023-06-08,10.54996
2023-06-09,8.8808
2023-06-10,4.1301
2023-06-11,4.00171
2023-06-12,9.43719
2023-06-13,8.9022
2023-06-14,11.14915
2023-06-15,11.40594
2023-06-16,8.62401
2023-06-17,3.98031
2023-06-18,4.64369
2023-06-19,9.26599
2023-06-20,9.99358
2023-06-21,9.88658
2023-06-22,9.18039
2023-06-23,7.98202
2023-06-24,4.1729
2023-06-25,4.3013
2023-06-26,9.0092
2023-06-27,8.9664
2023-06-28,8.21741
2023-06-29,8.8166
2023-06-30,9.26599
2023-07-01,4.75069
2023-07-02,6.41985
2023-07-03,12.64712
2023-07-04,14.91547
2023-07-05,17.7402
2023-07-06,16.32784
2023-07-07,14.20928
2023-07-08,5.94906
2023-07-09,6.22726
2023-07-10,13.13931
2023-07-11,11.57714
2023-07-12,12.09073
2023-07-13,12.66852
2023-07-14,9.67258
2023-07-15,3.91611
2023-07-16,4.68649
2023-07-17,10.82816
2023-07-18,10.65696
2023-07-19,9.45859
2023-07-20,10.03637
2023-07-21,8.9236
2023-07-22,4.70789
2023-07-23,5.15728
2023-07-24,11.70554
2023-07-25,11.61994
2023-07-26,9.80098
2023-07-27,12.43312
2023-07-28,10.87096
2023-07-29,5.24288
2023-07-30,6.14166
2023-07-31,13.5673
2023-08-01,12.00513
2023-08-02,13.5245
2023-08-03,11.04215
2023-08-04,9.80098
2023-08-05,4.4725
2023-08-06,6.95484
2023-08-07,14.31628
2023-08-08,12.90391
2023-08-09,10.84956
2023-08-10,9.80098
2023-08-11,10.99935
2023-08-12,5.60667
2023-08-13,6.18446
2023-08-14,11.61994
2023-08-15,7.44703
2023-08-16,12.58292
2023-08-17,12.88251
2023-08-18,11.19195
2023-08-19,5.56387
2023-08-20,4.85769
2023-08-21,10.72116
2023-08-22,10.22897
2023-08-23,10.89236
2023-08-24,11.19195
2023-08-25,9.90798
2023-08-26,5.73507
2023-08-27,5.37128
2023-08-28,10.72116
2023-08-29,9.92938
2023-08-30,10.89236
2023-08-31,10.10057
2023-09-01,8.9236
2023-09-02,5.00748
2023-09-03,5.99186
2023-09-04,12.88251
2023-09-05,12.21913
2023-09-06,10.50716
2023-09-07,10.97795
2023-09-08,10.59276
2023-09-09,5.77787
2023-09-10,4.62229
2023-09-11,9.47999
2023-09-12,8.7738
2023-09-13,9.09479
2023-09-14,10.01497
2023-09-15,8.51701
2023-09-16,4.1301
2023-09-17,5.73507
2023-09-18,9.41579
2023-09-19,9.71538
2023-09-20,9.28739
2023-09-21,10.33597
2023-09-22,7.48983
2023-09-23,5.13588
2023-09-24,6.31286
2023-09-25,12.90391
2023-09-26,13.3533
2023-09-27,10.37877
2023-09-28,4.1943
2023-09-29,4.2371
2023-09-30,4.1301
2023-10-01,5.52107
2023-10-02,8.34581
2023-10-03,10.20757
2023-10-04,20.80034
2023-10-05,15.85705
2023-10-06,14.20928
2023-10-07,7.44703
2023-10-08,5.94906
2023-10-09,8.7524
2023-10-10,17.09822
2023-10-11,15.19366
2023-10-12,13.84549
2023-10-13,13.73849
2023-10-14,6.74085
2023-10-15,7.29723
2023-10-16,16.07104
2023-10-17,17.24802
2023-10-18,19.38797
2023-10-19,23.19708
2023-10-20,25.10164
2023-10-21,10.20757
2023-10-22,9.11619
2023-10-23,19.96576
2023-10-24,17.59041
2023-10-25,18.27519
2023-10-26,17.48341
2023-10-27,16.77723
2023-10-28,8.62401
2023-10-29,13.4817
2023-10-30,31.6071
2023-10-31,23.88187
2023-11-01,24.26706
2023-11-02,19.94436
2023-11-03,17.26942
2023-11-04,9.71538
2023-11-05,9.65118
2023-11-06,19.23817
2023-11-07,18.76738
2023-11-08,17.20522
2023-11-09,15.12946
2023-11-10,15.36486
2023-11-11,5.86347
2023-11-12,7.44703
2023-11-13,15.47185
2023-11-14,16.07104
2023-11-15,15.85705
2023-11-16,15.32206
2023-11-17,12.94671
2023-11-18,6.76225
2023-11-19,7.48983
2023-11-20,17.54761
2023-11-21,14.74427
2023-11-22,13.5673
2023-11-23,13.73849
2023-11-24,13.16071
2023-11-25,6.39845
2023-11-26,7.25444
2023-11-27,15.75005
2023-11-28,15.66445
2023-11-29,15.49325
2023-11-30,16.32784
2023-12-01,14.85127
2023-12-02,7.01904
2023-12-03,8.43141
2023-12-04,15.02246
2023-12-05,15.08666
2023-12-06,14.16648
2023-12-07,13.09651
2023-12-08,10.97795
2023-12-09,5.56387
2023-12-10,7.31863
2023-12-11,14.80847
2023-12-12,14.20928
2023-12-13,12.66852
2023-12-14,12.96811
2023-12-15,10.69976
2023-12-16,5.05028
2023-12-17,5.88487
2023-12-18,12.77551
2023-12-19,12.24053
2023-12-20,10.40017
2023-12-21,11.12775
2023-12-22,9.43719
2023-12-23,6.35566
2023-12-24,5.15728
2023-12-25,7.87502
2023-12-26,15.36486
2023-12-27,13.93109
2023-12-28,15.12946
2023-12-29,12.79691
2023-12-30,6.56965
2023-12-31,5.34988
2024-01-01,7.38283
2024-01-02,17.8044
2024-01-03,16.19944
2024-01-04,13.84549
2024-01-05,12.24053
2024-01-06,8.02482
2024-01-07,8.19601
2024-01-08,13.4817
2024-01-09,14.48748
2024-01-10,15.66445
2024-01-11,13.3319
2024-01-12,12.32612
2024-01-13,6.37705
2024-01-14,7.06184
2024-01-15,13.5031
2024-01-16,12.68992
2024-01-17,11.87673
2024-01-18,11.98373
2024-01-19,10.67836
2024-01-20,6.78365
2024-01-21,7.06184
2024-01-22,13.03231
2024-01-23,10.65696
2024-01-24,10.95655
2024-01-25,14.31628
2024-01-26,12.06933
2024-01-27,7.51123
2024-01-28,7.57543
2024-01-29,13.5031
2024-01-30,14.78707
2024-01-31,13.07511
2024-02-01,12.64712
2024-02-02,11.19195
2024-02-03,6.18446
2024-02-04,6.39845
2024-02-05,11.66274
2024-02-06,11.19195
2024-02-07,10.03637
2024-02-08,8.45281
2024-02-09,4.2157
2024-02-10,4.57949
2024-02-11,4.70789
2024-02-12,7.96062
2024-02-13,14.20928
2024-02-14,12.47592
2024-02-15,12.51872
2024-02-16,10.37877
2024-02-17,5.11448
2024-02-18,5.71367
2024-02-19,11.36315
2024-02-20,10.18617
2024-02-21,11.70554
2024-02-22,11.74834
2024-02-23,10.87096
2024-02-24,5.64947
2024-02-25,6.39845
2024-02-26,13.2677
2024-02-27,10.97795
2024-02-28,11.27755
2024-02-29,10.61416
2024-03-01,6.61245
2024-03-02,5.54247
2024-03-03,6.14166
2024-03-04,13.5031
2024-03-05,10.84956
2024-03-06,11.74834
2024-03-07,9.37299
2024-03-08,8.9236
2024-03-09,5.11448
2024-03-10,4.79349
2024-03-11,10.44297
2024-03-12,9.33019
2024-03-13,9.18039
2024-03-14,8.6882
2024-03-15,8.8594
2024-03-16,4.4297
2024-03-17,5.15728
2024-03-18,9.0306
2024-03-19,8.7738
2024-03-20,8.02482
