date,캐시백
2020-11-27,0.44318
2020-11-28,0.38507
2020-11-29,0.35485
2020-11-30,0.41142
2020-12-01,0.44163
2020-12-02,0.40677
2020-12-03,0.43234
2020-12-04,0.42226
2020-12-05,0.41529
2020-12-06,0.50749
2020-12-07,0.38817
2020-12-08,0.43776
2020-12-09,0.3812
2020-12-10,0.44086
2020-12-11,0.43543
2020-12-12,0.43776
2020-12-13,0.46255
2020-12-14,0.38197
2020-12-15,0.38275
2020-12-16,0.35021
2020-12-17,0.35021
2020-12-18,0.31611
2020-12-19,0.34168
2020-12-20,0.36338
2020-12-21,0.37423
2020-12-22,0.3719
2020-12-23,0.40754
2020-12-24,0.35021
2020-12-25,0.46023
2020-12-26,0.44008
2020-12-27,0.48502
2020-12-28,0.45945
2020-12-29,0.52221
2020-12-30,0.44938
2020-12-31,0.44551
2021-01-01,0.3564
2021-01-02,0.40832
2021-01-03,0.45713
2021-01-04,0.44008
2021-01-05,0.41916
2021-01-06,0.44396
2021-01-07,0.41994
2021-01-08,0.39824
2021-01-09,0.44938
2021-01-10,0.52454
2021-01-11,0.4796
2021-01-12,0.49045
2021-01-13,0.52764
2021-01-14,0.46565
2021-01-15,0.49819
2021-01-16,0.46565
2021-01-17,0.46875
2021-01-18,0.48115
2021-01-19,0.40754
2021-01-20,0.45248
2021-01-21,0.44706
2021-01-22,0.36493
2021-01-23,0.40522
2021-01-24,0.78177
2021-01-25,0.43776
2021-01-26,0.38662
2021-01-27,0.38662
2021-01-28,0.40134
2021-01-29,0.70817
2021-01-30,0.867
2021-01-31,0.78642
2021-02-01,0.88172
2021-02-02,0.61131
2021-02-03,0.57722
2021-02-04,0.37887
2021-02-05,0.40212
2021-02-06,0.34866
2021-02-07,0.41529
2021-02-08,0.39824
2021-02-09,0.34788
2021-02-10,0.41684
2021-02-11,0.57877
2021-02-12,0.38817
2021-02-13,0.40522
2021-02-14,0.51446
2021-02-15,0.47263
2021-02-16,0.48502
2021-02-17,0.37268
2021-02-18,0.33626
2021-02-19,0.43156
2021-02-20,0.30837
2021-02-21,0.76628
2021-02-22,0.44318
2021-02-23,0.39514
2021-02-24,0.33394
2021-02-25,0.37113
2021-02-26,0.36493
2021-02-27,0.28667
2021-02-28,0.34168
2021-03-01,0.35485
2021-03-02,0.28822
2021-03-03,0.27195
2021-03-04,0.25878
2021-03-05,0.29829
2021-03-06,0.29442
2021-03-07,0.21926
2021-03-08,0.27815
2021-03-09,0.27505
2021-03-10,0.31147
2021-03-11,0.38352
2021-03-12,0.35331
2021-03-13,0.25491
2021-03-14,0.34091
2021-03-15,0.33161
2021-03-16,0.31302
2021-03-17,0.25878
2021-03-18,0.2952
2021-03-19,0.2611
2021-03-20,0.25723
2021-03-21,0.30992
2021-03-22,0.30372
2021-03-23,0.30139
2021-03-24,0.29055
2021-03-25,0.29752
2021-03-26,0.23321
2021-03-27,0.28822
2021-03-28,0.40057
2021-03-29,0.32309
2021-03-30,0.32851
2021-03-31,0.35021
2021-04-01,0.31766
2021-04-02,0.289
2021-04-03,0.2828
2021-04-04,0.30372
2021-04-05,0.34556
2021-04-06,0.37113
2021-04-07,0.31224
2021-04-08,0.258
2021-04-09,0.25955
2021-04-10,0.27118
2021-04-11,0.2611
2021-04-12,0.31534
2021-04-13,0.29287
2021-04-14,0.2921
2021-04-15,0.2828
2021-04-16,0.28667
2021-04-17,0.21229
2021-04-18,0.24406
2021-04-19,0.2735
2021-04-20,0.29597
2021-04-21,0.2828
2021-04-22,0.24406
2021-04-23,0.23631
2021-04-24,0.19834
2021-04-25,0.21849
2021-04-26,0.25336
2021-04-27,0.33703
2021-04-28,0.29829
2021-04-29,0.31999
2021-04-30,0.29597
2021-05-01,0.26575
2021-05-02,0.24483
2021-05-03,0.2642
2021-05-04,0.32076
2021-05-05,0.2859
2021-05-06,0.30759
2021-05-07,0.2828
2021-05-08,0.23166
2021-05-09,0.21229
2021-05-10,0.31921
2021-05-11,0.28125
2021-05-12,0.25878
2021-05-13,0.2766
2021-05-14,0.25103
2021-05-15,0.21074
2021-05-16,0.25336
2021-05-17,0.24561
2021-05-18,0.32386
2021-05-19,0.28667
2021-05-20,0.31069
2021-05-21,0.31999
2021-05-22,0.23786
2021-05-23,0.28202
2021-05-24,0.32619
2021-05-25,0.33858
2021-05-26,0.33316
2021-05-27,0.30837
2021-05-28,0.28667
2021-05-29,0.25723
2021-05-30,0.25568
2021-05-31,0.29829
2021-06-01,0.32154
2021-06-02,0.35098
2021-06-03,0.33781
2021-06-04,0.29907
2021-06-05,0.21539
2021-06-06,0.20144
2021-06-07,0.31766
2021-06-08,0.33084
2021-06-09,0.25181
2021-06-10,0.30139
2021-06-11,0.30294
2021-06-12,0.28357
2021-06-13,0.24638
2021-06-14,0.23863
2021-06-15,0.30372
2021-06-16,0.64618
2021-06-17,0.69189
2021-06-18,0.39437
2021-06-19,0.26498
2021-06-20,0.49587
2021-06-21,0.81509
2021-06-22,1.52326
2021-06-23,0.83988
2021-06-24,0.76473
2021-06-25,0.83601
2021-06-26,0.58807
2021-06-27,0.289
2021-06-28,1.68442
2021-06-29,1.9432
2021-06-30,0.72444
2021-07-01,0.90574
2021-07-02,0.57335
2021-07-03,0.36493
2021-07-04,0.39127
2021-07-05,0.43311
2021-07-06,0.38197
2021-07-07,0.43776
2021-07-08,0.34556
2021-07-09,0.33239
2021-07-10,0.25723
2021-07-11,0.32774
2021-07-12,0.42381
2021-07-13,0.49819
2021-07-14,0.50672
2021-07-15,0.41219
2021-07-16,0.49045
2021-07-17,0.24406
2021-07-18,0.24251
2021-07-19,0.28512
2021-07-20,0.28667
2021-07-21,0.28435
2021-07-22,0.29597
2021-07-23,0.39205
2021-07-24,0.34168
2021-07-25,0.28047
2021-07-26,0.41606
2021-07-27,0.30682
2021-07-28,0.26033
2021-07-29,0.24096
2021-07-30,0.24716
2021-07-31,0.18982
2021-08-01,0.21462
2021-08-02,0.2611
2021-08-03,0.23089
2021-08-04,0.22546
2021-08-05,0.25955
2021-08-06,0.23863
2021-08-07,0.1844
2021-08-08,0.48347
2021-08-09,0.26808
2021-08-10,0.31069
2021-08-11,0.24871
2021-08-12,0.26265
2021-08-13,0.22546
2021-08-14,0.20299
2021-08-15,0.1658
2021-08-16,0.18052
2021-08-17,0.27195
2021-08-18,0.28357
2021-08-19,0.29287
2021-08-20,0.23941
2021-08-21,0.24406
2021-08-22,0.38585
2021-08-23,0.30372
2021-08-24,0.27583
2021-08-25,0.32386
2021-08-26,0.50904
2021-08-27,0.40987
2021-08-28,0.25258
2021-08-29,0.32154
2021-08-30,0.32464
2021-08-31,0.33316
2021-09-01,0.30294
2021-09-02,0.24328
2021-09-03,0.25568
2021-09-04,0.27583
2021-09-05,0.33084
2021-09-06,0.43388
2021-09-07,0.37965
2021-09-08,0.3688
2021-09-09,0.2673
2021-09-10,0.45093
2021-09-11,0.3595
2021-09-12,0.23476
2021-09-13,0.25181
2021-09-14,0.21152
2021-09-15,0.27815
2021-09-16,0.33781
2021-09-17,0.27195
2021-09-18,0.29752
2021-09-19,0.25181
2021-09-20,0.24793
2021-09-21,0.25258
2021-09-22,0.24328
2021-09-23,0.31302
2021-09-24,0.29907
2021-09-25,0.2611
2021-09-26,0.38585
2021-09-27,6.29992
2021-09-28,2.5274
2021-09-29,1.09944
2021-09-30,2.23995
2021-10-01,4.71777
2021-10-02,1.38999
2021-10-03,0.83911
2021-10-04,0.90651
2021-10-05,1.35048
2021-10-06,0.92821
2021-10-07,0.77712
2021-10-08,0.89644
2021-10-09,0.93596
2021-10-10,1.12191
2021-10-11,0.67872
2021-10-12,0.55166
2021-10-13,0.37655
2021-10-14,0.29829
2021-10-15,0.30759
2021-10-16,0.19292
2021-10-17,0.22701
2021-10-18,0.36725
2021-10-19,0.26033
2021-10-20,0.26498
2021-10-21,0.26808
2021-10-22,0.22856
2021-10-23,0.15883
2021-10-24,0.1627
2021-10-25,0.30992
2021-10-26,0.23399
2021-10-27,0.22236
2021-10-28,0.20919
2021-10-29,0.20377
2021-10-30,0.18517
2021-10-31,0.18827
2021-11-01,0.32851
2021-11-02,0.2735
2021-11-03,0.2611
2021-11-04,0.22081
2021-11-05,0.20764
2021-11-06,0.15108
2021-11-07,0.16503
2021-11-08,0.21849
2021-11-09,0.19834
2021-11-10,0.22701
2021-11-11,0.21074
2021-11-12,0.28435
2021-11-13,0.1596
2021-11-14,0.18982
2021-11-15,1.22341
2021-11-16,0.52996
2021-11-17,0.25491
2021-11-18,0.20764
2021-11-19,0.18905
2021-11-20,0.15728
2021-11-21,0.172
2021-11-22,0.17975
2021-11-23,0.18827
2021-11-24,0.19137
2021-11-25,0.19292
2021-11-26,0.21384
2021-11-27,0.14876
2021-11-28,0.15186
2021-11-29,0.25645
2021-11-30,0.64308
2021-12-01,0.20299
2021-12-02,0.1751
2021-12-03,0.18827
2021-12-04,0.13481
2021-12-05,0.11854
2021-12-06,0.18517
2021-12-07,0.1689
2021-12-08,0.16348
2021-12-09,0.17665
2021-12-10,0.27195
2021-12-11,0.16735
2021-12-12,0.17588
2021-12-13,0.21229
2021-12-14,0.16348
2021-12-15,0.30914
2021-12-16,0.22469
2021-12-17,0.15186
2021-12-18,0.11854
2021-12-19,0.14643
2021-12-20,0.1627
2021-12-21,0.15651
2021-12-22,0.16968
2021-12-23,0.16968
2021-12-24,0.15728
2021-12-25,0.10382
2021-12-26,0.11389
2021-12-27,0.14101
2021-12-28,0.1596
2021-12-29,0.14333
2021-12-30,0.14643
2021-12-31,0.12939
2022-01-01,0.13016
2022-01-02,0.11312
2022-01-03,0.18052
2022-01-04,0.15573
2022-01-05,0.1658
2022-01-06,0.16115
2022-01-07,0.15418
2022-01-08,0.15341
2022-01-09,0.14876
2022-01-10,0.22546
2022-01-11,0.1937
2022-01-12,0.17045
2022-01-13,0.16503
2022-01-14,0.14566
2022-01-15,0.15418
2022-01-16,0.12086
2022-01-17,0.18362
2022-01-18,0.17355
2022-01-19,0.16735
2022-01-20,0.16813
2022-01-21,0.17045
2022-01-22,0.11312
2022-01-23,0.15496
2022-01-24,0.18517
2022-01-25,0.22236
2022-01-26,0.1906
2022-01-27,0.17123
2022-01-28,0.15496
2022-01-29,0.13016
2022-01-30,0.11544
2022-01-31,0.09994
2022-02-01,0.16735
2022-02-02,0.13481
2022-02-03,0.18595
2022-02-04,0.17355
2022-02-05,0.16503
2022-02-06,0.18052
2022-02-07,0.21617
2022-02-08,0.23941
2022-02-09,0.19525
2022-02-10,0.24173
2022-02-11,0.18207
2022-02-12,0.17433
2022-02-13,0.18827
2022-02-14,0.20687
2022-02-15,0.22469
2022-02-16,0.20842
2022-02-17,0.19602
2022-02-18,0.21926
2022-02-19,0.21384
2022-02-20,0.21539
2022-02-21,0.22701
2022-02-22,0.23631
2022-02-23,0.22469
2022-02-24,0.19757
2022-02-25,0.1658
2022-02-26,0.18362
2022-02-27,0.17588
2022-02-28,0.18285
2022-03-01,0.16503
2022-03-02,0.19215
2022-03-03,0.16425
2022-03-04,0.15805
2022-03-05,0.14798
2022-03-06,0.15186
2022-03-07,0.15651
2022-03-08,0.13171
2022-03-09,0.11467
2022-03-10,0.20377
2022-03-11,0.14643
2022-03-12,0.11312
2022-03-13,0.12551
2022-03-14,0.14643
2022-03-15,0.14411
2022-03-16,0.15496
2022-03-17,0.13559
2022-03-18,0.13791
2022-03-19,0.13636
2022-03-20,0.10227
2022-03-21,0.13868
2022-03-22,0.14101
2022-03-23,0.11699
2022-03-24,0.12784
2022-03-25,0.12861
2022-03-26,0.11312
2022-03-27,0.14333
2022-03-28,0.1782
2022-03-29,0.13404
2022-03-30,0.12241
2022-03-31,0.12396
2022-04-01,0.14411
2022-04-02,0.14101
2022-04-03,0.10692
2022-04-04,0.16348
2022-04-05,0.14953
2022-04-06,0.16115
2022-04-07,0.14488
2022-04-08,0.13404
2022-04-09,0.08677
2022-04-10,0.12086
2022-04-11,0.18905
2022-04-12,0.16348
2022-04-13,0.1627
2022-04-14,0.16813
2022-04-15,0.16813
2022-04-16,0.12629
2022-04-17,0.10924
2022-04-18,0.19602
2022-04-19,0.172
2022-04-20,0.15651
2022-04-21,0.1596
2022-04-22,0.14643
2022-04-23,0.11467
2022-04-24,0.12319
2022-04-25,0.17278
2022-04-26,0.15805
2022-04-27,0.13946
2022-04-28,0.11854
2022-04-29,0.13868
2022-04-30,0.10847
2022-05-01,0.11234
2022-05-02,0.12009
2022-05-03,0.14023
2022-05-04,0.11157
2022-05-05,0.0984
2022-05-06,0.12551
2022-05-07,0.09994
2022-05-08,0.10149
2022-05-09,0.13714
2022-05-10,0.1689
2022-05-11,0.12241
2022-05-12,0.11622
2022-05-13,0.11234
2022-05-14,0.07593
2022-05-15,0.09375
2022-05-16,0.13791
2022-05-17,0.14333
2022-05-18,0.14953
2022-05-19,0.13636
2022-05-20,0.13559
2022-05-21,0.08755
2022-05-22,0.08987
2022-05-23,0.12164
2022-05-24,0.10072
2022-05-25,0.14488
2022-05-26,0.13714
2022-05-27,0.14023
2022-05-28,0.08755
2022-05-29,0.09994
2022-05-30,0.16503
2022-05-31,0.18595
2022-06-01,0.18595
2022-06-02,0.1968
2022-06-03,0.16038
2022-06-04,0.09607
2022-06-05,0.10924
2022-06-06,0.11157
2022-06-07,0.15728
2022-06-08,0.13249
2022-06-09,0.11854
2022-06-10,0.21771
2022-06-11,0.08367
2022-06-12,0.10382
2022-06-13,0.15031
2022-06-14,0.13094
2022-06-15,0.13791
2022-06-16,0.13481
2022-06-17,0.10924
2022-06-18,0.0984
2022-06-19,0.08057
2022-06-20,0.13016
2022-06-21,0.14333
2022-06-22,0.12396
2022-06-23,0.10692
2022-06-24,0.12009
2022-06-25,0.09762
2022-06-26,0.086
2022-06-27,0.13636
2022-06-28,0.12939
2022-06-29,0.13326
2022-06-30,0.14721
2022-07-01,0.14566
2022-07-02,0.0922
2022-07-03,0.10537
2022-07-04,0.16038
2022-07-05,0.18207
2022-07-06,0.15108
2022-07-07,0.13868
2022-07-08,0.12551
2022-07-09,0.10072
2022-07-10,0.10304
2022-07-11,0.16193
2022-07-12,0.11312
2022-07-13,0.12474
2022-07-14,0.10692
2022-07-15,0.12164
2022-07-16,0.0736
2022-07-17,0.08522
2022-07-18,0.13404
2022-07-19,0.12241
2022-07-20,0.12706
2022-07-21,0.13791
2022-07-22,0.11467
2022-07-23,0.08367
2022-07-24,0.10847
2022-07-25,0.14101
2022-07-26,0.14101
2022-07-27,0.16658
2022-07-28,0.13946
2022-07-29,0.13094
2022-07-30,0.08987
2022-07-31,0.09685
2022-08-01,0.15186
2022-08-02,0.15728
2022-08-03,0.15263
2022-08-04,0.15573
2022-08-05,0.15186
2022-08-06,0.07902
2022-08-07,0.0953
2022-08-08,0.14876
2022-08-09,0.10614
2022-08-10,0.19215
2022-08-11,0.15031
2022-08-12,0.12939
2022-08-13,0.09297
2022-08-14,0.0953
2022-08-15,0.10692
2022-08-16,0.15805
2022-08-17,0.14953
2022-08-18,0.14566
2022-08-19,0.10847
2022-08-20,0.14876
2022-08-21,0.18905
2022-08-22,0.1658
2022-08-23,0.16968
2022-08-24,0.13481
2022-08-25,0.13404
2022-08-26,0.13481
2022-08-27,0.08987
2022-08-28,0.09994
2022-08-29,0.12861
2022-08-30,0.16193
2022-08-31,0.17433
2022-09-01,0.16503
2022-09-02,0.12784
2022-09-03,0.09142
2022-09-04,0.10924
2022-09-05,0.16735
2022-09-06,0.16658
2022-09-07,0.12319
2022-09-08,0.12009
2022-09-09,0.10847
2022-09-10,0.07748
2022-09-11,0.08135
2022-09-12,0.13094
2022-09-13,0.17588
2022-09-14,0.14178
2022-09-15,0.15418
2022-09-16,0.13249
2022-09-17,0.0891
2022-09-18,0.09685
2022-09-19,0.11931
2022-09-20,0.14023
2022-09-21,0.14101
2022-09-22,0.13171
2022-09-23,0.12319
2022-09-24,0.07748
2022-09-25,0.10072
2022-09-26,0.14333
2022-09-27,0.15263
2022-09-28,0.13016
2022-09-29,0.12474
2022-09-30,0.15341
2022-10-01,0.11931
2022-10-02,0.12551
2022-10-03,0.12551
2022-10-04,0.14411
2022-10-05,0.16503
2022-10-06,0.15728
2022-10-07,0.14411
2022-10-08,0.08987
2022-10-09,0.08367
2022-10-10,0.11931
2022-10-11,0.1906
2022-10-12,0.16193
2022-10-13,0.13791
2022-10-14,0.15108
2022-10-15,0.11622
2022-10-16,0.12009
2022-10-17,0.16658
2022-10-18,0.1658
2022-10-19,0.14023
2022-10-20,0.15496
2022-10-21,0.12706
2022-10-22,0.09994
2022-10-23,0.10304
2022-10-24,0.13481
2022-10-25,0.14411
2022-10-26,0.13481
2022-10-27,0.16813
2022-10-28,0.12164
2022-10-29,0.0891
2022-10-30,0.09607
2022-10-31,0.14876
2022-11-01,0.15805
2022-11-02,0.14798
2022-11-03,0.16735
2022-11-04,0.13404
2022-11-05,0.10072
2022-11-06,0.11699
2022-11-07,0.14643
2022-11-08,0.15186
2022-11-09,0.15418
2022-11-10,0.20067
2022-11-11,0.12164
2022-11-12,0.12319
2022-11-13,0.10382
2022-11-14,0.17045
2022-11-15,0.17665
2022-11-16,0.15031
2022-11-17,0.14721
2022-11-18,0.14643
2022-11-19,0.09375
2022-11-20,0.12396
2022-11-21,0.13946
2022-11-22,0.13559
2022-11-23,0.13868
2022-11-24,0.13868
2022-11-25,0.16193
2022-11-26,0.10227
2022-11-27,0.11157
2022-11-28,0.14566
2022-11-29,0.13404
2022-11-30,0.12861
2022-12-01,0.15263
2022-12-02,0.11699
2022-12-03,0.08832
2022-12-04,0.09685
2022-12-05,0.17975
2022-12-06,0.14411
2022-12-07,0.15573
2022-12-08,0.13404
2022-12-09,0.12319
2022-12-10,0.09607
2022-12-11,0.09685
2022-12-12,0.1782
2022-12-13,0.12629
2022-12-14,0.13249
2022-12-15,0.13791
2022-12-16,0.13094
2022-12-17,0.11002
2022-12-18,0.12009
2022-12-19,0.13868
2022-12-20,0.13326
2022-12-21,0.15496
2022-12-22,0.16968
2022-12-23,0.13094
2022-12-24,0.12396
2022-12-25,0.09375
2022-12-26,0.15651
2022-12-27,0.16038
2022-12-28,0.17897
2022-12-29,0.20842
2022-12-30,0.1689
2022-12-31,0.11157
2023-01-01,0.11002
2023-01-02,0.14876
2023-01-03,0.15728
2023-01-04,0.15263
2023-01-05,0.17588
2023-01-06,0.15573
2023-01-07,0.10847
2023-01-08,0.12861
2023-01-09,0.14566
2023-01-10,0.20299
2023-01-11,0.18362
2023-01-12,0.172
2023-01-13,0.1813
2023-01-14,0.12319
2023-01-15,0.13636
2023-01-16,0.1658
2023-01-17,0.14178
2023-01-18,0.16425
2023-01-19,0.15031
2023-01-20,0.14256
2023-01-21,0.0829
2023-01-22,0.10304
2023-01-23,0.09762
2023-01-24,0.14023
2023-01-25,0.16735
2023-01-26,0.1751
2023-01-27,0.17123
2023-01-28,0.11389
2023-01-29,0.12241
2023-01-30,0.18827
2023-01-31,0.23011
2023-02-01,0.2704
2023-02-02,0.22546
2023-02-03,0.22546
2023-02-04,0.13094
2023-02-05,0.14101
2023-02-06,0.23166
2023-02-07,0.21462
2023-02-08,0.24793
2023-02-09,0.23244
2023-02-10,0.23941
2023-02-11,0.13714
2023-02-12,0.13249
2023-02-13,0.18982
2023-02-14,0.17742
2023-02-15,0.17433
2023-02-16,0.15418
2023-02-17,0.14643
2023-02-18,0.11002
2023-02-19,0.12086
2023-02-20,0.15418
2023-02-21,0.1596
2023-02-22,0.19602
2023-02-23,0.17665
2023-02-24,0.14876
2023-02-25,0.10227
2023-02-26,0.08677
2023-02-27,0.16038
2023-02-28,0.16503
2023-03-01,0.14333
2023-03-02,0.16735
2023-03-03,0.17433
2023-03-04,0.11157
2023-03-05,0.11777
2023-03-06,0.15031
2023-03-07,0.14566
2023-03-08,0.14333
2023-03-09,0.15186
2023-03-10,0.17123
2023-03-11,0.10847
2023-03-12,0.11079
2023-03-13,0.13714
2023-03-14,0.14953
2023-03-15,0.16348
2023-03-16,0.12706
2023-03-17,0.11234
2023-03-18,0.0953
2023-03-19,0.10304
2023-03-20,0.13946
2023-03-21,0.13404
2023-03-22,0.13171
2023-03-23,0.13636
2023-03-24,0.11002
2023-03-25,0.09297
2023-03-26,0.12009
2023-03-27,0.12939
2023-03-28,0.13868
2023-03-29,0.14643
2023-03-30,0.13791
2023-03-31,0.12861
2023-04-01,0.11389
2023-04-02,0.11002
2023-04-03,0.172
2023-04-04,0.13481
2023-04-05,0.14333
2023-04-06,0.12241
2023-04-07,0.11699
2023-04-08,0.06895
2023-04-09,0.10304
2023-04-10,0.1689
2023-04-11,0.12319
2023-04-12,0.11854
2023-04-13,0.11699
2023-04-14,0.11699
2023-04-15,0.07748
2023-04-16,0.09607
2023-04-17,0.14023
2023-04-18,0.11622
2023-04-19,0.13326
2023-04-20,0.10537
2023-04-21,0.12396
2023-04-22,0.0674
2023-04-23,0.08212
2023-04-24,0.12551
2023-04-25,0.12241
2023-04-26,0.11389
2023-04-27,0.14721
2023-04-28,0.13481
2023-04-29,0.07128
2023-04-30,0.08522
2023-05-01,0.10847
2023-05-02,0.13249
2023-05-03,0.14333
2023-05-04,0.11312
2023-05-05,0.08832
2023-05-06,0.06663
2023-05-07,0.08212
2023-05-08,0.14566
2023-05-09,0.13094
2023-05-10,0.14488
2023-05-11,0.13481
2023-05-12,0.10924
2023-05-13,0.086
2023-05-14,0.07748
2023-05-15,0.16348
2023-05-16,0.15263
2023-05-17,0.14643
2023-05-18,0.14101
2023-05-19,0.11622
2023-05-20,0.08522
2023-05-21,0.09762
2023-05-22,0.13404
2023-05-23,0.11234
2023-05-24,0.10692
2023-05-25,0.11389
2023-05-26,0.11234
2023-05-27,0.08212
2023-05-28,0.1627
2023-05-29,0.09917
2023-05-30,0.11854
