date,다모아보험
2020-08-29,3.45394
2020-08-30,5.09868
2020-08-31,5.92105
2020-09-01,8.38815
2020-09-02,6.74342
2020-09-03,6.74342
2020-09-04,5.26315
2020-09-05,4.27631
2020-09-06,4.44078
2020-09-07,7.40131
2020-09-08,7.23684
2020-09-09,8.7171
2020-09-10,10.69078
2020-09-11,8.55263
2020-09-12,4.44078
2020-09-13,3.45394
2020-09-14,6.74342
2020-09-15,5.26315
2020-09-16,7.56578
2020-09-17,9.70394
2020-09-18,7.56578
2020-09-19,5.26315
2020-09-20,3.28947
2020-09-21,8.55263
2020-09-22,32.73026
2020-09-23,11.01973
2020-09-24,10.03289
2020-09-25,8.55263
2020-09-26,6.90789
2020-09-27,5.92105
2020-09-28,9.53947
2020-09-29,6.41447
2020-09-30,3.61842
2020-10-01,5.75657
2020-10-02,5.75657
2020-10-03,6.57894
2020-10-04,5.75657
2020-10-05,12.17105
2020-10-06,12.99342
2020-10-07,10.19736
2020-10-08,12.00657
2020-10-09,8.55263
2020-10-10,7.56578
2020-10-11,7.56578
2020-10-12,11.51315
2020-10-13,10.85526
2020-10-14,12.99342
2020-10-15,11.01973
2020-10-16,10.03289
2020-10-17,4.76973
2020-10-18,6.41447
2020-10-19,7.23684
2020-10-20,11.01973
2020-10-21,11.8421
2020-10-22,9.53947
2020-10-23,6.08552
2020-10-24,2.4671
2020-10-25,4.93421
2020-10-26,6.90789
2020-10-27,9.21052
2020-10-28,4.44078
2020-10-29,13.65131
2020-10-30,11.67763
2020-10-31,5.75657
2020-11-01,5.26315
2020-11-02,13.15789
2020-11-03,7.89473
2020-11-04,10.85526
2020-11-05,12.17105
2020-11-06,10.36184
2020-11-07,5.09868
2020-11-08,1.80921
2020-11-09,10.52631
2020-11-10,8.7171
2020-11-11,11.34868
2020-11-12,7.89473
2020-11-13,9.21052
2020-11-14,8.22368
2020-11-15,8.05921
2020-11-16,12.5
2020-11-17,12.99342
2020-11-18,11.51315
2020-11-19,11.8421
2020-11-20,9.53947
2020-11-21,7.40131
2020-11-22,10.36184
2020-11-23,10.69078
2020-11-24,9.375
2020-11-25,13.15789
2020-11-26,12.5
2020-11-27,7.89473
2020-11-28,6.74342
2020-11-29,5.75657
2020-11-30,9.375
2020-12-01,13.65131
2020-12-02,13.48684
2020-12-03,15.13157
2020-12-04,14.63815
2020-12-05,7.56578
2020-12-06,6.57894
2020-12-07,9.21052
2020-12-08,17.10526
2020-12-09,24.50657
2020-12-10,15.46052
2020-12-11,12.66447
2020-12-12,10.36184
2020-12-13,11.8421
2020-12-14,40.13157
2020-12-15,16.94078
2020-12-16,12.99342
2020-12-17,13.15789
2020-12-18,11.51315
2020-12-19,6.90789
2020-12-20,6.08552
2020-12-21,13.65131
2020-12-22,10.69078
2020-12-23,11.18421
2020-12-24,13.81578
2020-12-25,6.57894
2020-12-26,8.7171
2020-12-27,7.07236
2020-12-28,21.2171
2020-12-29,17.92763
2020-12-30,15.78947
2020-12-31,13.98026
2021-01-01,6.90789
2021-01-02,5.92105
2021-01-03,6.74342
2021-01-04,16.44736
2021-01-05,17.26973
2021-01-06,14.63815
2021-01-07,9.53947
2021-01-08,8.88157
2021-01-09,7.73026
2021-01-10,10.69078
2021-01-11,12.99342
2021-01-12,10.52631
2021-01-13,11.01973
2021-01-14,12.33552
2021-01-15,11.51315
2021-01-16,3.28947
2021-01-17,12.82894
2021-01-18,12.66447
2021-01-19,13.48684
2021-01-20,9.86842
2021-01-21,13.32236
2021-01-22,12.82894
2021-01-23,8.05921
2021-01-24,10.85526
2021-01-25,17.26973
2021-01-26,13.48684
2021-01-27,16.77631
2021-01-28,12.5
2021-01-29,8.7171
2021-01-30,5.75657
2021-01-31,9.86842
2021-02-01,16.28289
2021-02-02,19.24342
2021-02-03,14.14473
2021-02-04,14.30921
2021-02-05,12.66447
2021-02-06,7.23684
2021-02-07,15.625
2021-02-08,29.93421
2021-02-09,13.48684
2021-02-10,7.89473
2021-02-11,8.05921
2021-02-12,7.23684
2021-02-13,8.55263
2021-02-14,14.30921
2021-02-15,23.35526
2021-02-16,15.13157
2021-02-17,20.06578
2021-02-18,14.63815
2021-02-19,12.33552
2021-02-20,12.5
2021-02-21,8.05921
2021-02-22,19.40789
2021-02-23,19.57236
2021-02-24,16.11842
2021-02-25,14.63815
2021-02-26,15.46052
2021-02-27,7.07236
2021-02-28,10.19736
2021-03-01,12.99342
2021-03-02,15.29605
2021-03-03,13.65131
2021-03-04,9.70394
2021-03-05,11.8421
2021-03-06,10.36184
2021-03-07,7.89473
2021-03-08,10.69078
2021-03-09,14.63815
2021-03-10,12.17105
2021-03-11,13.15789
2021-03-12,9.53947
2021-03-13,6.90789
2021-03-14,9.04605
2021-03-15,12.5
2021-03-16,14.63815
2021-03-17,12.99342
2021-03-18,13.65131
2021-03-19,9.04605
2021-03-20,9.53947
2021-03-21,12.5
2021-03-22,15.46052
2021-03-23,14.47368
2021-03-24,26.31578
2021-03-25,24.01315
2021-03-26,12.33552
2021-03-27,11.01973
2021-03-28,12.17105
2021-03-29,14.63815
2021-03-30,13.81578
2021-03-31,12.5
2021-04-01,10.85526
2021-04-02,11.18421
2021-04-03,7.23684
2021-04-04,8.88157
2021-04-05,10.52631
2021-04-06,13.15789
2021-04-07,10.36184
2021-04-08,12.82894
2021-04-09,12.99342
2021-04-10,5.5921
2021-04-11,10.69078
2021-04-12,24.83552
2021-04-13,17.10526
2021-04-14,11.01973
2021-04-15,9.04605
2021-04-16,8.22368
2021-04-17,6.08552
2021-04-18,7.40131
2021-04-19,9.70394
2021-04-20,12.33552
2021-04-21,10.36184
2021-04-22,10.19736
2021-04-23,8.05921
2021-04-24,8.55263
2021-04-25,7.07236
2021-04-26,12.82894
2021-04-27,13.15789
2021-04-28,8.22368
2021-04-29,8.55263
2021-04-30,7.89473
2021-05-01,5.92105
2021-05-02,5.5921
2021-05-03,12.66447
2021-05-04,13.48684
2021-05-05,9.70394
2021-05-06,13.32236
2021-05-07,12.82894
2021-05-08,6.41447
2021-05-09,7.07236
2021-05-10,18.58552
2021-05-11,11.51315
2021-05-12,9.04605
2021-05-13,11.67763
2021-05-14,9.86842
2021-05-15,5.5921
2021-05-16,7.40131
2021-05-17,12.5
2021-05-18,9.04605
2021-05-19,8.88157
2021-05-20,14.47368
2021-05-21,10.52631
2021-05-22,4.27631
2021-05-23,7.23684
2021-05-24,17.59868
2021-05-25,9.375
2021-05-26,11.01973
2021-05-27,12.33552
2021-05-28,11.01973
2021-05-29,4.93421
2021-05-30,6.08552
2021-05-31,13.81578
2021-06-01,8.7171
2021-06-02,12.5
2021-06-03,13.32236
2021-06-04,8.05921
2021-06-05,5.42763
2021-06-06,8.05921
2021-06-07,15.625
2021-06-08,14.47368
2021-06-09,11.18421
2021-06-10,13.65131
2021-06-11,11.8421
2021-06-12,2.79605
2021-06-13,7.07236
2021-06-14,11.67763
2021-06-15,14.30921
2021-06-16,11.18421
2021-06-17,18.58552
2021-06-18,10.03289
2021-06-19,6.25
2021-06-20,7.07236
2021-06-21,15.46052
2021-06-22,17.92763
2021-06-23,13.32236
2021-06-24,12.66447
2021-06-25,15.625
2021-06-26,13.65131
2021-06-27,11.18421
2021-06-28,24.67105
2021-06-29,22.03947
2021-06-30,37.33552
2021-07-01,12.17105
2021-07-02,6.57894
2021-07-03,4.93421
2021-07-04,8.05921
2021-07-05,8.38815
2021-07-06,9.70394
2021-07-07,7.23684
2021-07-08,11.18421
2021-07-09,8.22368
2021-07-10,9.375
2021-07-11,9.04605
2021-07-12,19.40789
2021-07-13,18.75
2021-07-14,18.75
2021-07-15,14.30921
2021-07-16,16.28289
2021-07-17,7.73026
2021-07-18,8.88157
2021-07-19,17.59868
2021-07-20,11.51315
2021-07-21,13.15789
2021-07-22,9.70394
2021-07-23,12.33552
2021-07-24,5.26315
2021-07-25,8.7171
2021-07-26,15.46052
2021-07-27,12.33552
2021-07-28,10.85526
2021-07-29,11.34868
2021-07-30,8.22368
2021-07-31,5.42763
2021-08-01,4.11184
2021-08-02,8.88157
2021-08-03,7.40131
2021-08-04,10.03289
2021-08-05,7.40131
2021-08-06,6.57894
2021-08-07,4.93421
2021-08-08,3.61842
2021-08-09,14.14473
2021-08-10,12.66447
2021-08-11,11.67763
2021-08-12,13.32236
2021-08-13,6.74342
2021-08-14,6.08552
2021-08-15,4.44078
2021-08-16,5.92105
2021-08-17,11.51315
2021-08-18,9.53947
2021-08-19,10.85526
2021-08-20,10.52631
2021-08-21,4.27631
2021-08-22,6.90789
2021-08-23,12.00657
2021-08-24,16.77631
2021-08-25,10.03289
2021-08-26,9.70394
2021-08-27,7.23684
2021-08-28,6.25
2021-08-29,6.41447
2021-08-30,9.70394
2021-08-31,11.67763
2021-09-01,11.51315
2021-09-02,11.18421
2021-09-03,9.04605
2021-09-04,3.78289
2021-09-05,7.56578
2021-09-06,9.86842
2021-09-07,9.53947
2021-09-08,9.375
2021-09-09,9.21052
2021-09-10,9.53947
2021-09-11,4.44078
2021-09-12,5.42763
2021-09-13,11.34868
2021-09-14,10.69078
2021-09-15,6.57894
2021-09-16,8.55263
2021-09-17,7.23684
2021-09-18,3.28947
2021-09-19,1.80921
2021-09-20,2.30263
2021-09-21,2.79605
2021-09-22,4.27631
2021-09-23,10.03289
2021-09-24,9.70394
2021-09-25,4.93421
2021-09-26,3.61842
2021-09-27,8.05921
2021-09-28,9.53947
2021-09-29,11.01973
2021-09-30,8.55263
2021-10-01,6.90789
2021-10-02,6.08552
2021-10-03,4.44078
2021-10-04,4.76973
2021-10-05,6.74342
2021-10-06,6.74342
2021-10-07,8.05921
2021-10-08,8.38815
2021-10-09,3.94736
2021-10-10,3.125
2021-10-11,11.18421
2021-10-12,8.22368
2021-10-13,7.23684
2021-10-14,8.88157
2021-10-15,9.53947
2021-10-16,3.78289
2021-10-17,5.09868
2021-10-18,6.90789
2021-10-19,11.18421
2021-10-20,10.85526
2021-10-21,7.23684
2021-10-22,8.22368
2021-10-23,4.11184
2021-10-24,4.27631
2021-10-25,11.51315
2021-10-26,7.73026
2021-10-27,5.26315
2021-10-28,10.85526
2021-10-29,6.90789
2021-10-30,5.26315
2021-10-31,4.27631
2021-11-01,8.05921
2021-11-02,6.90789
2021-11-03,8.55263
2021-11-04,10.03289
2021-11-05,9.21052
2021-11-06,3.125
2021-11-07,5.5921
2021-11-08,9.21052
2021-11-09,7.07236
2021-11-10,7.23684
2021-11-11,8.22368
2021-11-12,5.92105
2021-11-13,4.44078
2021-11-14,5.5921
2021-11-15,8.88157
2021-11-16,9.53947
2021-11-17,7.56578
2021-11-18,9.21052
2021-11-19,6.57894
2021-11-20,4.76973
2021-11-21,4.27631
2021-11-22,7.07236
2021-11-23,8.38815
2021-11-24,7.89473
2021-11-25,9.86842
2021-11-26,6.08552
2021-11-27,6.74342
2021-11-28,7.89473
2021-11-29,8.88157
2021-11-30,8.55263
2021-12-01,6.25
2021-12-02,6.74342
2021-12-03,5.42763
2021-12-04,2.79605
2021-12-05,2.79605
2021-12-06,7.56578
2021-12-07,6.74342
2021-12-08,5.26315
2021-12-09,9.04605
2021-12-10,7.23684
2021-12-11,5.75657
2021-12-12,5.42763
2021-12-13,12.66447
2021-12-14,10.03289
2021-12-15,10.36184
2021-12-16,11.67763
2021-12-17,10.03289
2021-12-18,5.92105
2021-12-19,5.26315
2021-12-20,12.17105
2021-12-21,10.69078
2021-12-22,11.34868
2021-12-23,10.19736
2021-12-24,6.25
2021-12-25,11.01973
2021-12-26,17.59868
2021-12-27,16.28289
2021-12-28,14.80263
2021-12-29,11.34868
2021-12-30,13.81578
2021-12-31,12.5
2022-01-01,6.90789
2022-01-02,10.03289
2022-01-03,10.85526
2022-01-04,11.01973
2022-01-05,11.34868
2022-01-06,10.85526
2022-01-07,10.69078
2022-01-08,9.04605
2022-01-09,10.36184
2022-01-10,20.88815
2022-01-11,16.11842
2022-01-12,17.59868
2022-01-13,12.99342
2022-01-14,12.33552
2022-01-15,10.69078
2022-01-16,11.18421
2022-01-17,16.44736
2022-01-18,13.15789
2022-01-19,12.82894
2022-01-20,21.38157
2022-01-21,14.63815
2022-01-22,8.38815
2022-01-23,11.51315
2022-01-24,14.80263
2022-01-25,15.13157
2022-01-26,17.76315
2022-01-27,13.15789
2022-01-28,11.34868
2022-01-29,7.40131
2022-01-30,3.94736
2022-01-31,3.61842
2022-02-01,5.26315
2022-02-02,6.74342
2022-02-03,10.36184
2022-02-04,8.38815
2022-02-05,5.5921
2022-02-06,5.75657
2022-02-07,12.99342
2022-02-08,13.81578
2022-02-09,11.67763
2022-02-10,12.17105
2022-02-11,12.00657
2022-02-12,8.38815
2022-02-13,9.70394
2022-02-14,10.69078
2022-02-15,10.19736
2022-02-16,10.52631
2022-02-17,12.5
2022-02-18,9.70394
2022-02-19,6.41447
2022-02-20,10.03289
2022-02-21,13.15789
2022-02-22,9.04605
2022-02-23,10.69078
2022-02-24,10.36184
2022-02-25,12.82894
2022-02-26,5.92105
2022-02-27,7.23684
2022-02-28,11.8421
2022-03-01,8.05921
2022-03-02,12.82894
2022-03-03,8.38815
2022-03-04,9.70394
2022-03-05,8.22368
2022-03-06,8.88157
2022-03-07,13.98026
2022-03-08,12.82894
2022-03-09,7.07236
2022-03-10,11.51315
2022-03-11,10.69078
2022-03-12,6.74342
2022-03-13,8.05921
2022-03-14,12.99342
2022-03-15,11.01973
2022-03-16,11.18421
2022-03-17,10.52631
2022-03-18,10.69078
2022-03-19,8.38815
2022-03-20,7.40131
2022-03-21,13.48684
2022-03-22,11.01973
2022-03-23,13.15789
2022-03-24,11.51315
2022-03-25,7.73026
2022-03-26,11.67763
2022-03-27,6.74342
2022-03-28,11.01973
2022-03-29,10.85526
2022-03-30,11.51315
2022-03-31,12.00657
2022-04-01,7.89473
2022-04-02,6.57894
2022-04-03,5.09868
2022-04-04,11.34868
2022-04-05,8.55263
2022-04-06,8.88157
2022-04-07,7.23684
2022-04-08,9.21052
2022-04-09,5.42763
2022-04-10,6.08552
2022-04-11,7.40131
2022-04-12,9.375
2022-04-13,7.73026
2022-04-14,7.40131
2022-04-15,8.05921
2022-04-16,6.90789
2022-04-17,6.57894
2022-04-18,12.66447
2022-04-19,9.53947
2022-04-20,8.38815
2022-04-21,9.375
2022-04-22,7.73026
2022-04-23,6.08552
2022-04-24,4.11184
2022-04-25,8.22368
2022-04-26,9.21052
2022-04-27,10.03289
2022-04-28,5.26315
2022-04-29,6.25
2022-04-30,3.61842
2022-05-01,3.78289
2022-05-02,8.38815
2022-05-03,9.21052
2022-05-04,9.04605
2022-05-05,4.76973
2022-05-06,8.05921
2022-05-07,6.74342
2022-05-08,5.5921
2022-05-09,8.7171
2022-05-10,7.73026
2022-05-11,9.04605
2022-05-12,6.57894
2022-05-13,7.89473
2022-05-14,4.11184
2022-05-15,5.26315
2022-05-16,9.21052
2022-05-17,7.89473
2022-05-18,9.375
2022-05-19,8.7171
2022-05-20,4.27631
2022-05-21,4.60526
2022-05-22,3.45394
2022-05-23,9.53947
2022-05-24,11.51315
2022-05-25,7.23684
2022-05-26,8.38815
2022-05-27,6.08552
2022-05-28,3.61842
2022-05-29,5.09868
2022-05-30,6.74342
2022-05-31,7.73026
2022-06-01,6.41447
2022-06-02,8.05921
2022-06-03,6.08552
2022-06-04,5.09868
2022-06-05,4.11184
2022-06-06,6.90789
2022-06-07,8.88157
2022-06-08,8.38815
2022-06-09,9.21052
2022-06-10,7.07236
2022-06-11,4.76973
2022-06-12,4.44078
2022-06-13,10.19736
2022-06-14,10.19736
2022-06-15,7.23684
2022-06-16,8.38815
2022-06-17,7.07236
2022-06-18,5.5921
2022-06-19,4.76973
2022-06-20,9.04605
2022-06-21,9.21052
2022-06-22,10.69078
2022-06-23,4.93421
2022-06-24,6.25
2022-06-25,2.96052
2022-06-26,5.26315
2022-06-27,6.57894
2022-06-28,11.18421
2022-06-29,11.18421
2022-06-30,7.23684
2022-07-01,4.93421
2022-07-02,6.08552
2022-07-03,6.41447
2022-07-04,7.07236
2022-07-05,8.88157
2022-07-06,8.22368
2022-07-07,7.89473
2022-07-08,5.75657
2022-07-09,3.45394
2022-07-10,1.80921
2022-07-11,8.55263
2022-07-12,6.08552
2022-07-13,5.92105
2022-07-14,8.38815
2022-07-15,8.22368
2022-07-16,4.44078
2022-07-17,2.63157
2022-07-18,9.375
2022-07-19,5.92105
2022-07-20,8.7171
2022-07-21,7.40131
2022-07-22,5.5921
2022-07-23,4.76973
2022-07-24,4.11184
2022-07-25,8.55263
2022-07-26,5.75657
2022-07-27,7.73026
2022-07-28,5.92105
2022-07-29,6.74342
2022-07-30,4.11184
2022-07-31,5.5921
2022-08-01,8.38815
2022-08-02,6.57894
2022-08-03,9.53947
2022-08-04,8.05921
2022-08-05,7.07236
2022-08-06,6.25
2022-08-07,1.97368
2022-08-08,7.40131
2022-08-09,8.22368
2022-08-10,6.08552
2022-08-11,7.73026
2022-08-12,3.45394
2022-08-13,3.61842
2022-08-14,2.4671
2022-08-15,4.11184
2022-08-16,10.03289
2022-08-17,9.70394
2022-08-18,9.53947
2022-08-19,7.23684
2022-08-20,5.92105
2022-08-21,4.93421
2022-08-22,10.52631
2022-08-23,7.89473
2022-08-24,6.74342
2022-08-25,7.73026
2022-08-26,8.55263
2022-08-27,4.93421
2022-08-28,5.09868
2022-08-29,9.86842
2022-08-30,8.88157
2022-08-31,6.57894
2022-09-01,7.40131
2022-09-02,6.41447
2022-09-03,6.57894
2022-09-04,5.5921
2022-09-05,8.22368
2022-09-06,6.41447
2022-09-07,9.70394
2022-09-08,7.89473
2022-09-09,4.27631
2022-09-10,1.15131
2022-09-11,4.60526
2022-09-12,5.5921
2022-09-13,9.53947
2022-09-14,6.57894
2022-09-15,5.42763
2022-09-16,9.21052
2022-09-17,2.13815
2022-09-18,5.42763
2022-09-19,10.69078
2022-09-20,8.38815
2022-09-21,7.73026
2022-09-22,4.93421
2022-09-23,9.53947
2022-09-24,2.79605
2022-09-25,5.09868
2022-09-26,7.73026
2022-09-27,8.22368
2022-09-28,9.375
2022-09-29,8.38815
2022-09-30,17.26973
2022-10-01,13.98026
2022-10-02,13.81578
2022-10-03,20.72368
2022-10-04,30.5921
2022-10-05,28.28947
2022-10-06,27.79605
2022-10-07,25.65789
2022-10-08,22.36842
2022-10-09,26.64473
2022-10-10,32.73026
2022-10-11,50.49342
2022-10-12,49.67105
2022-10-13,45.88815
2022-10-14,49.17763
2022-10-15,30.5921
2022-10-16,33.05921
2022-10-17,59.86842
2022-10-18,56.90789
2022-10-19,57.89473
2022-10-20,44.24342
2022-10-21,41.44736
2022-10-22,19.73684
2022-10-23,26.31578
2022-10-24,51.31578
2022-10-25,56.57894
2022-10-26,51.97368
2022-10-27,50.98684
2022-10-28,46.38157
2022-10-29,27.13815
2022-10-30,21.875
2022-10-31,54.11184
2022-11-01,50.32894
2022-11-02,52.63157
2022-11-03,46.54605
2022-11-04,43.75
2022-11-05,24.83552
2022-11-06,31.90789
2022-11-07,54.44078
2022-11-08,55.09868
2022-11-09,53.61842
2022-11-10,54.60526
2022-11-11,41.61184
2022-11-12,28.61842
2022-11-13,30.5921
2022-11-14,50.16447
2022-11-15,45.55921
2022-11-16,54.44078
2022-11-17,45.55921
2022-11-18,43.91447
2022-11-19,21.54605
2022-11-20,32.56578
2022-11-21,55.26315
2022-11-22,60.52631
2022-11-23,54.27631
2022-11-24,44.24342
2022-11-25,48.68421
2022-11-26,27.4671
2022-11-27,27.79605
2022-11-28,48.02631
2022-11-29,52.79605
2022-11-30,44.73684
2022-12-01,39.9671
2022-12-02,41.44736
2022-12-03,26.48026
2022-12-04,36.34868
2022-12-05,54.44078
2022-12-06,53.125
2022-12-07,53.125
2022-12-08,53.125
2022-12-09,46.2171
2022-12-10,27.63157
2022-12-11,29.60526
2022-12-12,57.07236
2022-12-13,54.11184
2022-12-14,60.52631
2022-12-15,55.42763
2022-12-16,49.67105
2022-12-17,31.90789
2022-12-18,33.7171
2022-12-19,62.00657
2022-12-20,64.30921
2022-12-21,58.22368
2022-12-22,95.39473
2022-12-23,61.01973
2022-12-24,28.61842
2022-12-25,34.375
2022-12-26,67.59868
2022-12-27,60.03289
2022-12-28,60.36184
2022-12-29,61.8421
2022-12-30,61.51315
2022-12-31,32.07236
2023-01-01,29.60526
2023-01-02,64.30921
2023-01-03,57.07236
2023-01-04,59.375
2023-01-05,45.72368
2023-01-06,54.27631
2023-01-07,34.70394
2023-01-08,35.36184
2023-01-09,66.28289
2023-01-10,70.55921
2023-01-11,56.57894
2023-01-12,59.70394
2023-01-13,57.56578
2023-01-14,39.14473
2023-01-15,35.36184
2023-01-16,65.95394
2023-01-17,57.40131
2023-01-18,59.53947
2023-01-19,59.375
2023-01-20,52.13815
2023-01-21,25.65789
2023-01-22,29.11184
2023-01-23,30.92105
2023-01-24,48.19078
2023-01-25,74.67105
2023-01-26,61.51315
2023-01-27,58.55263
2023-01-28,36.8421
2023-01-29,41.11842
2023-01-30,69.57236
2023-01-31,64.63815
2023-02-01,67.10526
2023-02-02,58.38815
2023-02-03,48.19078
2023-02-04,31.90789
2023-02-05,38.98026
2023-02-06,66.77631
2023-02-07,60.85526
2023-02-08,59.86842
2023-02-09,52.4671
2023-02-10,63.81578
2023-02-11,37.99342
2023-02-12,39.30921
2023-02-13,73.02631
2023-02-14,66.77631
2023-02-15,67.43421
2023-02-16,60.52631
2023-02-17,47.36842
2023-02-18,42.43421
2023-02-19,45.55921
2023-02-20,65.46052
2023-02-21,56.90789
2023-02-22,55.26315
2023-02-23,66.77631
2023-02-24,62.5
2023-02-25,38.15789
2023-02-26,100.0
2023-02-27,93.25657
2023-02-28,70.88815
2023-03-01,56.41447
2023-03-02,79.27631
2023-03-03,66.61184
2023-03-04,41.11842
2023-03-05,41.28289
2023-03-06,83.05921
2023-03-07,71.71052
2023-03-08,61.34868
2023-03-09,77.13815
2023-03-10,63.48684
2023-03-11,33.38815
2023-03-12,44.57236
2023-03-13,75.49342
2023-03-14,72.53289
2023-03-15,78.125
2023-03-16,70.72368
2023-03-17,53.125
2023-03-18,35.52631
2023-03-19,36.18421
2023-03-20,68.42105
2023-03-21,74.01315
2023-03-22,65.625
2023-03-23,56.74342
2023-03-24,55.92105
2023-03-25,36.8421
2023-03-26,39.9671
2023-03-27,66.94078
2023-03-28,68.42105
2023-03-29,69.07894
2023-03-30,62.82894
2023-03-31,55.92105
2023-04-01,28.28947
2023-04-02,34.21052
2023-04-03,60.52631
2023-04-04,59.53947
2023-04-05,64.30921
2023-04-06,57.56578
2023-04-07,50.0
2023-04-08,35.69078
2023-04-09,34.86842
2023-04-10,68.0921
2023-04-11,69.90131
2023-04-12,65.95394
2023-04-13,64.9671
2023-04-14,56.08552
2023-04-15,35.69078
2023-04-16,32.23684
2023-04-17,65.78947
2023-04-18,73.35526
2023-04-19,66.11842
2023-04-20,57.40131
2023-04-21,50.82236
2023-04-22,31.74342
2023-04-23,28.94736
2023-04-24,57.89473
2023-04-25,64.30921
2023-04-26,62.66447
2023-04-27,52.30263
2023-04-28,47.69736
2023-04-29,33.7171
2023-04-30,33.38815
2023-05-01,46.2171
2023-05-02,58.22368
2023-05-03,58.55263
2023-05-04,44.73684
2023-05-05,31.90789
2023-05-06,32.40131
2023-05-07,25.65789
2023-05-08,57.23684
2023-05-09,54.11184
2023-05-10,58.7171
2023-05-11,55.92105
2023-05-12,42.26973
2023-05-13,26.64473
2023-05-14,25.82236
2023-05-15,59.21052
2023-05-16,60.03289
2023-05-17,51.31578
2023-05-18,53.61842
2023-05-19,52.79605
2023-05-20,27.79605
2023-05-21,33.7171
2023-05-22,58.55263
2023-05-23,57.07236
2023-05-24,63.15789
2023-05-25,57.73026
2023-05-26,51.31578
2023-05-27,29.11184
2023-05-28,29.76973
2023-05-29,38.48684
2023-05-30,70.55921
2023-05-31,61.51315
2023-06-01,68.91447
2023-06-02,49.17763
2023-06-03,32.23684
