date,암호화폐
2020-08-02,10.36058
2020-08-03,5.38423
2020-08-04,5.11502
2020-08-05,4.60107
2020-08-06,4.45423
2020-08-07,4.40528
2020-08-08,3.32843
2020-08-09,3.7608
2020-08-10,5.68608
2020-08-11,4.56028
2020-08-12,4.97634
2020-08-13,4.59291
2020-08-14,4.55212
2020-08-15,3.63844
2020-08-16,3.80159
2020-08-17,4.30739
2020-08-18,5.42502
2020-08-19,4.5766
2020-08-20,4.31554
2020-08-21,4.03002
2020-08-22,3.78528
2020-08-23,3.44264
2020-08-24,3.93212
2020-08-25,4.07896
2020-08-26,4.96818
2020-08-27,4.74791
2020-08-28,4.29923
2020-08-29,2.70027
2020-08-30,3.4508
2020-08-31,4.0137
2020-09-01,3.73633
2020-09-02,6.39582
2020-09-03,6.37134
2020-09-04,6.99951
2020-09-05,4.38081
2020-09-06,5.88187
2020-09-07,4.42976
2020-09-08,4.41344
2020-09-09,3.94028
2020-09-10,3.7037
2020-09-11,3.72817
2020-09-12,2.70843
2020-09-13,2.92054
2020-09-14,3.19791
2020-09-15,3.80975
2020-09-16,4.00554
2020-09-17,3.51607
2020-09-18,3.5487
2020-09-19,3.01027
2020-09-20,2.8308
2020-09-21,5.20476
2020-09-22,3.87502
2020-09-23,3.30396
2020-09-24,3.87502
2020-09-25,3.0837
2020-09-26,2.44738
2020-09-27,2.71659
2020-09-28,2.92054
2020-09-29,2.64317
2020-09-30,2.03132
2020-10-01,1.78658
2020-10-02,2.92054
2020-10-03,1.99869
2020-10-04,2.54527
2020-10-05,2.87159
2020-10-06,3.31212
2020-10-07,3.66291
2020-10-08,2.89606
2020-10-09,2.39843
2020-10-10,2.3658
2020-10-11,2.44738
2020-10-12,3.27949
2020-10-13,3.10817
2020-10-14,2.87975
2020-10-15,3.12449
2020-10-16,3.38554
2020-10-17,2.44738
2020-10-18,2.18632
2020-10-19,3.24685
2020-10-20,3.50791
2020-10-21,3.2387
2020-10-22,6.33055
2020-10-23,4.7316
2020-10-24,2.8308
2020-10-25,3.41001
2020-10-26,4.71528
2020-10-27,4.15239
2020-10-28,4.7316
2020-10-29,4.02186
2020-10-30,3.54054
2020-10-31,2.60238
2020-11-01,5.15581
2020-11-02,7.17082
2020-11-03,5.32713
2020-11-04,4.25844
2020-11-05,4.34002
2020-11-06,6.88529
2020-11-07,3.89133
2020-11-08,4.34002
2020-11-09,5.53108
2020-11-10,4.56844
2020-11-11,5.21292
2020-11-12,4.84581
2020-11-13,4.80502
2020-11-14,3.33659
2020-11-15,3.30396
2020-11-16,4.37265
2020-11-17,4.97634
2020-11-18,9.07978
2020-11-19,6.83635
2020-11-20,6.59161
2020-11-21,7.69293
2020-11-22,7.6603
2020-11-23,8.63109
2020-11-24,11.87795
2020-11-25,8.71267
2020-11-26,14.61086
2020-11-27,8.95741
2020-11-28,5.75134
2020-11-29,5.36792
2020-11-30,6.11029
2020-12-01,8.34557
2020-12-02,6.82819
2020-12-03,5.89003
2020-12-04,6.05318
2020-12-05,4.15239
2020-12-06,4.47054
2020-12-07,5.35976
2020-12-08,5.34344
2020-12-09,6.80372
2020-12-10,4.81318
2020-12-11,4.15239
2020-12-12,3.41001
2020-12-13,4.70713
2020-12-14,4.38897
2020-12-15,3.7037
2020-12-16,4.51949
2020-12-17,8.85136
2020-12-18,6.61608
2020-12-19,4.48686
2020-12-20,4.87028
2020-12-21,7.48082
2020-12-22,5.88187
2020-12-23,7.27688
2020-12-24,8.48425
2020-12-25,4.41344
2020-12-26,4.81318
2020-12-27,8.45162
2020-12-28,6.6324
2020-12-29,6.28161
2020-12-30,5.89003
2020-12-31,4.96002
2021-01-01,4.41344
2021-01-02,4.82134
2021-01-03,9.73241
2021-01-04,11.69032
2021-01-05,8.70451
2021-01-06,10.44216
2021-01-07,13.84402
2021-01-08,11.58427
2021-01-09,8.86767
2021-01-10,9.72426
2021-01-11,18.0943
2021-01-12,11.47006
2021-01-13,6.98319
2021-01-14,7.91319
2021-01-15,7.17898
2021-01-16,6.18371
2021-01-17,6.5345
2021-01-18,5.28634
2021-01-19,5.76766
2021-01-20,6.42029
2021-01-21,8.81873
2021-01-22,12.26953
2021-01-23,5.89003
2021-01-24,5.03344
2021-01-25,6.28976
2021-01-26,6.67319
2021-01-27,6.19187
2021-01-28,5.42502
2021-01-29,5.07423
2021-01-30,5.12318
2021-01-31,7.37477
2021-02-01,9.05531
2021-02-02,6.73845
2021-02-03,9.17767
2021-02-04,7.8153
2021-02-05,6.39582
2021-02-06,5.25371
2021-02-07,5.77581
2021-02-08,6.03687
2021-02-09,15.17376
2021-02-10,10.84189
2021-02-11,9.34899
2021-02-12,12.69375
2021-02-13,12.32664
2021-02-14,10.39321
2021-02-15,15.27981
2021-02-16,10.77663
2021-02-17,14.7577
2021-02-18,21.53695
2021-02-19,16.64219
2021-02-20,9.38162
2021-02-21,10.54005
2021-02-22,30.38015
2021-02-23,31.18779
2021-02-24,17.59667
2021-02-25,12.93033
2021-02-26,12.75901
2021-02-27,11.79637
2021-02-28,13.8277
2021-03-01,9.78136
2021-03-02,9.96084
2021-03-03,11.14374
2021-03-04,9.81399
2021-03-05,7.95398
2021-03-06,6.15108
2021-03-07,6.37134
2021-03-08,8.09267
2021-03-09,8.63109
2021-03-10,9.47136
2021-03-11,8.26399
2021-03-12,8.46793
2021-03-13,10.96426
2021-03-14,12.53875
2021-03-15,18.21667
2021-03-16,17.01745
2021-03-17,18.73878
2021-03-18,7.9703
2021-03-19,6.33871
2021-03-20,14.97797
2021-03-21,16.9114
2021-03-22,15.6306
2021-03-23,19.00799
2021-03-24,12.77533
2021-03-25,18.70615
2021-03-26,10.29531
2021-03-27,7.64398
2021-03-28,9.03899
2021-03-29,11.48637
2021-03-30,15.75297
2021-03-31,16.04666
2021-04-01,14.79849
2021-04-02,20.74563
2021-04-03,17.21324
2021-04-04,19.21194
2021-04-05,19.44852
2021-04-06,22.45064
2021-04-07,53.43449
2021-04-08,21.78169
2021-04-09,15.62245
2021-04-10,12.71822
2021-04-11,21.488
2021-04-12,15.68771
2021-04-13,14.82297
2021-04-14,18.0372
2021-04-15,17.96377
2021-04-16,20.558
2021-04-17,20.16642
2021-04-18,50.18763
2021-04-19,48.8742
2021-04-20,75.29776
2021-04-21,42.27443
2021-04-22,58.49241
2021-04-23,100.0
2021-04-24,39.43547
2021-04-25,29.67041
2021-04-26,40.52863
2021-04-27,31.89753
2021-04-28,33.88807
2021-04-29,19.97063
2021-04-30,15.20639
2021-05-01,14.22744
2021-05-02,19.30983
2021-05-03,18.1922
2021-05-04,24.38407
2021-05-05,22.89117
2021-05-06,21.83879
2021-05-07,24.22907
2021-05-08,21.71643
2021-05-09,21.333
2021-05-10,18.30641
2021-05-11,31.44069
2021-05-12,12.36743
2021-05-13,37.0044
2021-05-14,23.16854
2021-05-15,19.55457
2021-05-16,20.91695
2021-05-17,50.55473
2021-05-18,23.07064
2021-05-19,78.47936
2021-05-20,49.04552
2021-05-21,37.73861
2021-05-22,49.35552
2021-05-23,55.18029
2021-05-24,58.6882
2021-05-25,36.80861
2021-05-26,25.67302
2021-05-27,30.38015
2021-05-28,38.0323
2021-05-29,26.66014
2021-05-30,25.27329
2021-05-31,22.22222
2021-06-01,16.94403
2021-06-02,14.14586
2021-06-03,13.24849
2021-06-04,22.40985
2021-06-05,14.3906
2021-06-06,14.36612
2021-06-07,13.02822
2021-06-08,33.5128
2021-06-09,21.4309
2021-06-10,16.45456
2021-06-11,17.99641
2021-06-12,22.99722
2021-06-13,19.08957
2021-06-14,17.95562
2021-06-15,13.60744
2021-06-16,12.91401
2021-06-17,11.91874
2021-06-18,16.42192
2021-06-19,12.49796
2021-06-20,21.54511
2021-06-21,35.09544
2021-06-22,41.28732
2021-06-23,20.11747
2021-06-24,12.21243
2021-06-25,12.04927
2021-06-26,11.76374
2021-06-27,7.83162
2021-06-28,13.79507
2021-06-29,14.97797
2021-06-30,12.13901
2021-07-01,10.77663
2021-07-02,8.41899
2021-07-03,6.45292
2021-07-04,8.18241
2021-07-05,12.20427
2021-07-06,8.35372
2021-07-07,7.58688
2021-07-08,13.04454
2021-07-09,9.24294
2021-07-10,6.30608
2021-07-11,6.05318
2021-07-12,7.92135
2021-07-13,10.09136
2021-07-14,11.63321
2021-07-15,8.77794
2021-07-16,9.65899
2021-07-17,6.97503
2021-07-18,6.34687
2021-07-19,9.1532
2021-07-20,14.30902
2021-07-21,9.82215
2021-07-22,8.42714
2021-07-23,5.46581
2021-07-24,5.80845
2021-07-25,5.97976
2021-07-26,11.209
2021-07-27,10.58084
2021-07-28,8.64741
2021-07-29,6.3795
2021-07-30,7.52161
2021-07-31,6.29792
2021-08-01,6.24082
2021-08-02,7.4074
2021-08-03,7.04845
2021-08-04,7.69293
2021-08-05,7.36661
2021-08-06,6.45292
2021-08-07,9.18583
2021-08-08,8.65557
2021-08-09,9.43057
2021-08-10,7.66846
2021-08-11,9.10425
2021-08-12,14.32533
2021-08-13,12.19611
2021-08-14,12.58769
2021-08-15,9.67531
2021-08-16,9.13689
2021-08-17,11.6169
2021-08-18,14.77402
2021-08-19,8.98188
2021-08-20,8.5332
2021-08-21,7.32582
2021-08-22,6.70582
2021-08-23,9.08794
2021-08-24,9.56926
2021-08-25,13.72165
2021-08-26,11.83716
2021-08-27,11.01321
2021-08-28,5.88187
2021-08-29,6.26529
2021-08-30,7.35845
2021-08-31,7.59503
2021-09-01,8.15793
2021-09-02,8.33741
2021-09-03,9.13689
2021-09-04,6.71398
2021-09-05,6.0124
2021-09-06,8.81873
2021-09-07,16.68298
2021-09-08,40.89574
2021-09-09,8.19056
2021-09-10,8.36188
2021-09-11,6.50187
2021-09-12,5.77581
2021-09-13,10.434
2021-09-14,8.19872
2021-09-15,7.63582
2021-09-16,7.24424
2021-09-17,6.9424
2021-09-18,4.1116
2021-09-19,4.33186
2021-09-20,17.44167
2021-09-21,11.53532
2021-09-22,12.0248
2021-09-23,9.14504
2021-09-24,18.82036
2021-09-25,12.44085
2021-09-26,11.96769
2021-09-27,9.64268
2021-09-28,10.66242
2021-09-29,9.72426
2021-09-30,9.60189
2021-10-01,10.09952
2021-10-02,9.21846
2021-10-03,7.0974
2021-10-04,8.96557
2021-10-05,8.49241
2021-10-06,9.84663
2021-10-07,8.72899
2021-10-08,6.75477
2021-10-09,6.35503
2021-10-10,5.77581
2021-10-11,6.80372
2021-10-12,9.84663
2021-10-13,7.2524
2021-10-14,6.43661
2021-10-15,7.52161
2021-10-16,6.08582
2021-10-17,4.96002
2021-10-18,7.13003
2021-10-19,6.55898
2021-10-20,6.99135
2021-10-21,6.85266
2021-10-22,6.5345
2021-10-23,4.79686
2021-10-24,5.15581
2021-10-25,6.05318
2021-10-26,6.02055
2021-10-27,16.85429
2021-10-28,8.90846
2021-10-29,6.60792
2021-10-30,4.56028
2021-10-31,5.37608
2021-11-01,6.26529
2021-11-02,6.81187
2021-11-03,7.5053
2021-11-04,6.8445
2021-11-05,5.39239
2021-11-06,4.54397
2021-11-07,4.85397
2021-11-08,7.07293
2021-11-09,7.17898
2021-11-10,7.03214
2021-11-11,10.55637
2021-11-12,7.47267
2021-11-13,5.3516
2021-11-14,5.27002
2021-11-15,5.9145
2021-11-16,12.98743
2021-11-17,9.03083
2021-11-18,8.72083
2021-11-19,9.64268
2021-11-20,4.58476
2021-11-21,5.95529
2021-11-22,7.21161
2021-11-23,6.82003
2021-11-24,7.05661
2021-11-25,9.36531
2021-11-26,14.84744
2021-11-27,7.22793
2021-11-28,7.14635
2021-11-29,7.57872
2021-11-30,7.13819
2021-12-01,5.97161
2021-12-02,6.07766
2021-12-03,4.90292
2021-12-04,52.34132
2021-12-05,13.42796
2021-12-06,19.81563
2021-12-07,9.19399
2021-12-08,10.00978
2021-12-09,9.01452
2021-12-10,10.53189
2021-12-11,7.52977
2021-12-12,6.58345
2021-12-13,11.28242
2021-12-14,17.15614
2021-12-15,8.90031
2021-12-16,9.54478
2021-12-17,8.46793
2021-12-18,6.37134
2021-12-19,5.30265
2021-12-20,9.19399
2021-12-21,6.67319
2021-12-22,6.04503
2021-12-23,5.74318
2021-12-24,5.36792
2021-12-25,3.7608
2021-12-26,4.23396
2021-12-27,4.94371
2021-12-28,8.94925
2021-12-29,10.67058
2021-12-30,8.23135
2021-12-31,4.87844
2022-01-01,4.69897
2022-01-02,4.44607
2022-01-03,5.00081
2022-01-04,5.53923
2022-01-05,4.86213
2022-01-06,14.80665
2022-01-07,8.54136
2022-01-08,5.53108
2022-01-09,6.46924
2022-01-10,10.59716
2022-01-11,7.26872
2022-01-12,6.90161
2022-01-13,4.92739
2022-01-14,5.72687
2022-01-15,3.77712
2022-01-16,37.06151
2022-01-17,9.20215
2022-01-18,10.84189
2022-01-19,8.32925
2022-01-20,6.8445
2022-01-21,14.63534
2022-01-22,21.40642
2022-01-23,17.40903
2022-01-24,13.8848
2022-01-25,9.08794
2022-01-26,7.55425
2022-01-27,7.68477
2022-01-28,5.65345
2022-01-29,4.5766
2022-01-30,4.53581
2022-01-31,5.46581
2022-02-01,4.60923
2022-02-02,5.53108
2022-02-03,7.12187
2022-02-04,5.7595
2022-02-05,8.8432
2022-02-06,6.9424
2022-02-07,7.6603
2022-02-08,10.91532
2022-02-09,6.73029
2022-02-10,7.28503
2022-02-11,5.32713
2022-02-12,6.08582
2022-02-13,4.89476
2022-02-14,6.15108
2022-02-15,5.9145
2022-02-16,5.52292
2022-02-17,5.51476
2022-02-18,7.75819
2022-02-19,4.3237
2022-02-20,5.77581
2022-02-21,6.11029
2022-02-22,7.53793
2022-02-23,5.18029
2022-02-24,7.82346
2022-02-25,4.71528
2022-02-26,4.28291
2022-02-27,4.98449
2022-02-28,5.79213
2022-03-01,8.94925
2022-03-02,7.27688
2022-03-03,7.5624
2022-03-04,7.17082
2022-03-05,6.27345
2022-03-06,5.2945
2022-03-07,5.92266
2022-03-08,6.24082
2022-03-09,7.01582
2022-03-10,9.96084
2022-03-11,6.0124
2022-03-12,4.93555
2022-03-13,4.91107
2022-03-14,5.93082
2022-03-15,5.88187
2022-03-16,5.76766
2022-03-17,5.46581
2022-03-18,5.24555
2022-03-19,4.56028
2022-03-20,4.5766
2022-03-21,4.59291
2022-03-22,6.19187
2022-03-23,6.59977
2022-03-24,6.69766
2022-03-25,5.63713
2022-03-26,4.20133
2022-03-27,4.27475
2022-03-28,7.06477
2022-03-29,6.3224
2022-03-30,6.27345
2022-03-31,5.58818
2022-04-01,6.04503
2022-04-02,4.20949
2022-04-03,4.51133
2022-04-04,5.56371
2022-04-05,5.30265
2022-04-06,9.80584
2022-04-07,7.74188
2022-04-08,5.77581
2022-04-09,3.84238
2022-04-10,4.15239
2022-04-11,8.11714
2022-04-12,7.48082
2022-04-13,4.5766
2022-04-14,4.37265
2022-04-15,4.36449
2022-04-16,2.80633
2022-04-17,3.05106
2022-04-18,7.32582
2022-04-19,4.44607
2022-04-20,3.89133
2022-04-21,3.89133
2022-04-22,4.78055
2022-04-23,3.56501
2022-04-24,3.5487
2022-04-25,6.36319
2022-04-26,4.1116
2022-04-27,5.6616
2022-04-28,4.07896
2022-04-29,3.66291
2022-04-30,3.35291
2022-05-01,6.6895
2022-05-02,4.06265
2022-05-03,4.40528
2022-05-04,3.97291
2022-05-05,3.98107
2022-05-06,5.89818
2022-05-07,3.23054
2022-05-08,5.18029
2022-05-09,7.43188
2022-05-10,8.5903
2022-05-11,13.48507
2022-05-12,27.12514
2022-05-13,17.91483
2022-05-14,10.71137
2022-05-15,6.95056
2022-05-16,8.78609
2022-05-17,7.23609
2022-05-18,7.28503
2022-05-19,8.07635
2022-05-20,5.25371
2022-05-21,3.88317
2022-05-22,4.81318
2022-05-23,5.23739
2022-05-24,6.77108
2022-05-25,5.73503
2022-05-26,7.14635
2022-05-27,6.82819
2022-05-28,4.21765
2022-05-29,3.73633
2022-05-30,4.5766
2022-05-31,5.12318
2022-06-01,2.9858
2022-06-02,4.8866
2022-06-03,3.75265
2022-06-04,2.74922
2022-06-05,2.68396
2022-06-06,3.78528
2022-06-07,5.39239
2022-06-08,4.96002
2022-06-09,3.58133
2022-06-10,3.89133
2022-06-11,5.52292
2022-06-12,10.18926
2022-06-13,12.59585
2022-06-14,9.66715
2022-06-15,8.55767
2022-06-16,6.75477
2022-06-17,5.3516
2022-06-18,6.17555
2022-06-19,8.07635
2022-06-20,6.54266
2022-06-21,4.14423
2022-06-22,4.05449
2022-06-23,3.65475
2022-06-24,3.38554
2022-06-25,2.70843
2022-06-26,2.84712
2022-06-27,3.17343
2022-06-28,3.45896
2022-06-29,5.05792
2022-06-30,6.37134
2022-07-01,3.7037
2022-07-02,2.7329
2022-07-03,2.6758
2022-07-04,3.37738
2022-07-05,4.18502
2022-07-06,3.58133
2022-07-07,3.56501
2022-07-08,3.36922
2022-07-09,1.81922
2022-07-10,2.2108
2022-07-11,4.00554
2022-07-12,3.57317
2022-07-13,3.75265
2022-07-14,3.67922
2022-07-15,3.20606
2022-07-16,2.22711
2022-07-17,3.03475
2022-07-18,4.5766
2022-07-19,3.48343
2022-07-20,4.17686
2022-07-21,4.76423
2022-07-22,2.68396
2022-07-23,2.5779
2022-07-24,2.01501
2022-07-25,3.82607
2022-07-26,3.41001
2022-07-27,3.11633
2022-07-28,3.05106
2022-07-29,3.4508
2022-07-30,2.09658
2022-07-31,2.0558
2022-08-01,2.87159
2022-08-02,3.14896
2022-08-03,2.62685
2022-08-04,2.61054
2022-08-05,2.45553
2022-08-06,1.90079
2022-08-07,2.03132
2022-08-08,3.22238
2022-08-09,3.51607
2022-08-10,2.89606
2022-08-11,2.93685
2022-08-12,2.4229
2022-08-13,2.12106
2022-08-14,2.21895
2022-08-15,2.62685
2022-08-16,2.8308
2022-08-17,3.24685
2022-08-18,2.64317
2022-08-19,9.49583
2022-08-20,4.38081
2022-08-21,2.75738
2022-08-22,3.52422
2022-08-23,2.85527
2022-08-24,3.01027
2022-08-25,2.92869
2022-08-26,2.58606
2022-08-27,2.48001
2022-08-28,2.16185
2022-08-29,3.27133
2022-08-30,2.84712
2022-08-31,2.30869
2022-09-01,2.25159
2022-09-02,2.04764
2022-09-03,1.77027
2022-09-04,1.81106
2022-09-05,2.82264
2022-09-06,2.59422
2022-09-07,4.33186
2022-09-08,2.39027
2022-09-09,2.17001
2022-09-10,1.72948
2022-09-11,1.81106
2022-09-12,2.33317
2022-09-13,3.63844
2022-09-14,3.2958
2022-09-15,3.26317
2022-09-16,3.2387
2022-09-17,1.99869
2022-09-18,2.14553
2022-09-19,6.80372
2022-09-20,2.80633
2022-09-21,2.90422
2022-09-22,3.11633
2022-09-23,3.17343
2022-09-24,1.86816
2022-09-25,1.89264
2022-09-26,2.77369
2022-09-27,3.36107
2022-09-28,3.2958
2022-09-29,2.32501
2022-09-30,2.00685
2022-10-01,1.705
2022-10-02,1.68869
2022-10-03,1.82737
2022-10-04,2.48001
2022-10-05,2.63501
2022-10-06,2.32501
2022-10-07,2.85527
2022-10-08,2.30053
2022-10-09,1.96606
2022-10-10,4.31554
2022-10-11,3.49975
2022-10-12,2.92869
2022-10-13,4.84581
2022-10-14,2.74106
2022-10-15,2.56159
2022-10-16,2.47185
2022-10-17,2.63501
2022-10-18,2.61869
2022-10-19,2.7329
2022-10-20,2.92054
2022-10-21,2.6758
2022-10-22,1.60711
2022-10-23,1.63974
2022-10-24,2.68396
2022-10-25,2.54527
2022-10-26,3.19791
2022-10-27,2.79817
2022-10-28,2.08027
2022-10-29,1.88448
2022-10-30,1.86816
2022-10-31,2.56975
2022-11-01,3.28764
2022-11-02,3.21422
2022-11-03,2.86343
2022-11-04,2.78185
2022-11-05,1.98237
2022-11-06,2.20264
2022-11-07,3.87502
2022-11-08,10.434
2022-11-09,31.29384
2022-11-10,22.76064
2022-11-11,8.08451
2022-11-12,8.01925
2022-11-13,7.29319
2022-11-14,12.37559
2022-11-15,6.62424
2022-11-16,5.2945
2022-11-17,4.6337
2022-11-18,3.49159
2022-11-19,3.17343
2022-11-20,3.75265
2022-11-21,5.87371
2022-11-22,4.76423
2022-11-23,3.32843
2022-11-24,3.35291
2022-11-25,3.47528
2022-11-26,2.30053
2022-11-27,2.30869
2022-11-28,4.20949
2022-11-29,3.59765
2022-11-30,3.8587
2022-12-01,4.1687
2022-12-02,3.85054
2022-12-03,2.2108
2022-12-04,2.71659
2022-12-05,3.17343
2022-12-06,2.95317
2022-12-07,4.20133
2022-12-08,3.49975
2022-12-09,3.36922
2022-12-10,1.8029
2022-12-11,2.33317
2022-12-12,3.83423
2022-12-13,3.6058
2022-12-14,2.56975
2022-12-15,3.07554
2022-12-16,4.73976
2022-12-17,5.86555
2022-12-18,3.18159
2022-12-19,3.75265
2022-12-20,4.64186
2022-12-21,2.96948
2022-12-22,2.8879
2022-12-23,2.93685
2022-12-24,1.68053
2022-12-25,3.10817
2022-12-26,3.31212
2022-12-27,2.34948
2022-12-28,3.48343
2022-12-29,2.92054
2022-12-30,2.86343
2022-12-31,1.705
2023-01-01,1.63974
2023-01-02,2.6758
2023-01-03,2.58606
2023-01-04,2.64317
2023-01-05,2.49632
2023-01-06,2.08027
2023-01-07,1.60711
2023-01-08,1.3379
2023-01-09,2.72475
2023-01-10,2.39843
2023-01-11,2.5779
2023-01-12,2.43106
2023-01-13,2.6758
2023-01-14,5.12318
2023-01-15,2.74106
2023-01-16,2.76554
2023-01-17,2.34948
2023-01-18,2.2108
2023-01-19,6.08582
2023-01-20,2.13737
2023-01-21,2.43922
2023-01-22,2.14553
2023-01-23,2.0558
2023-01-24,2.07211
2023-01-25,2.76554
2023-01-26,2.34948
2023-01-27,2.19448
2023-01-28,1.94974
2023-01-29,1.91711
2023-01-30,4.23396
2023-01-31,3.02659
2023-02-01,2.16185
2023-02-02,2.61054
2023-02-03,2.41474
2023-02-04,1.6479
2023-02-05,2.43106
2023-02-06,2.53711
2023-02-07,2.29238
2023-02-08,1.88448
2023-02-09,3.02659
2023-02-10,3.19791
2023-02-11,1.67237
2023-02-12,1.58263
2023-02-13,3.25501
2023-02-14,2.15369
2023-02-15,2.2108
2023-02-16,4.40528
2023-02-17,2.81448
2023-02-18,2.37395
2023-02-19,1.77027
2023-02-20,3.16527
2023-02-21,3.01027
2023-02-22,2.38211
2023-02-23,2.48817
2023-02-24,2.02316
2023-02-25,2.13737
2023-02-26,1.83553
2023-02-27,2.07211
2023-02-28,2.32501
2023-03-01,1.78658
2023-03-02,2.12106
2023-03-03,5.96345
2023-03-04,2.34948
2023-03-05,2.30053
2023-03-06,2.92054
2023-03-07,2.0558
2023-03-08,3.04291
2023-03-09,2.92054
2023-03-10,6.08582
2023-03-11,2.76554
2023-03-12,5.05792
2023-03-13,4.68265
2023-03-14,4.95186
2023-03-15,3.75265
2023-03-16,2.99396
2023-03-17,2.89606
2023-03-18,2.96948
2023-03-19,2.17816
2023-03-20,3.01843
2023-03-21,3.10817
2023-03-22,3.18159
2023-03-23,3.27949
2023-03-24,3.27133
2023-03-25,2.79817
2023-03-26,2.8308
2023-03-27,4.13607
2023-03-28,4.83765
2023-03-29,3.49975
2023-03-30,2.65132
2023-03-31,2.37395
2023-04-01,2.10474
2023-04-02,1.94974
2023-04-03,3.73633
2023-04-04,2.96133
2023-04-05,3.48343
2023-04-06,2.79817
2023-04-07,2.32501
2023-04-08,2.03132
2023-04-09,2.43106
2023-04-10,2.77369
2023-04-11,3.58949
2023-04-12,3.27133
2023-04-13,2.46369
2023-04-14,2.56159
2023-04-15,1.87632
2023-04-16,1.82737
2023-04-17,2.77369
2023-04-18,2.17001
2023-04-19,6.34687
2023-04-20,3.75265
2023-04-21,3.12449
2023-04-22,2.92869
2023-04-23,1.89264
2023-04-24,3.21422
2023-04-25,3.43449
2023-04-26,2.54527
2023-04-27,2.56159
2023-04-28,1.67237
2023-04-29,1.37869
2023-04-30,1.43579
2023-05-01,2.17816
2023-05-02,2.71659
2023-05-03,2.3658
2023-05-04,1.84369
2023-05-05,2.2108
2023-05-06,1.83553
2023-05-07,2.12106
2023-05-08,3.99738
2023-05-09,3.72817
2023-05-10,2.89606
2023-05-11,3.10817
2023-05-12,3.5487
2023-05-13,2.25974
2023-05-14,1.86
2023-05-15,2.48817
2023-05-16,2.79817
2023-05-17,2.78185
2023-05-18,2.30053
2023-05-19,2.24343
2023-05-20,1.6479
2023-05-21,1.72948
2023-05-22,2.76554
2023-05-23,2.66764
2023-05-24,2.8308
2023-05-25,2.55343
2023-05-26,1.91711
2023-05-27,1.36237
2023-05-28,1.52553
2023-05-29,2.01501
