date,52주신고가
2021-03-16,7.1299
2021-03-17,10.93655
2021-03-18,9.60725
2021-03-19,9.18429
2021-03-20,7.31117
2021-03-21,4.16918
2021-03-22,9.72809
2021-03-23,8.33836
2021-03-24,10.75528
2021-03-25,9.72809
2021-03-26,11.96374
2021-03-27,5.0151
2021-03-28,5.8006
2021-03-29,9.42598
2021-03-30,7.79456
2021-03-31,9.30513
2021-04-01,7.73413
2021-04-02,7.00906
2021-04-03,5.13595
2021-04-04,4.16918
2021-04-05,7.43202
2021-04-06,11.41993
2021-04-07,12.68882
2021-04-08,14.32024
2021-04-09,13.59516
2021-04-10,8.09667
2021-04-11,7.49244
2021-04-12,52.26586
2021-04-13,30.39274
2021-04-14,17.52265
2021-04-15,12.02416
2021-04-16,78.48942
2021-04-17,100.0
2021-04-18,55.16616
2021-04-19,48.58006
2021-04-20,41.02719
2021-04-21,31.23867
2021-04-22,33.9577
2021-04-23,28.7009
2021-04-24,14.32024
2021-04-25,13.35347
2021-04-26,19.39577
2021-04-27,19.03323
2021-04-28,19.69788
2021-04-29,15.77039
2021-04-30,12.3867
2021-05-01,7.49244
2021-05-02,7.61329
2021-05-03,7.61329
2021-05-04,9.4864
2021-05-05,7.06948
2021-05-06,11.23867
2021-05-07,10.8157
2021-05-08,7.9154
2021-05-09,7.06948
2021-05-10,8.39879
2021-05-11,11.35951
2021-05-12,8.94259
2021-05-13,7.49244
2021-05-14,7.61329
2021-05-15,3.92749
2021-05-16,4.04833
2021-05-17,4.41087
2021-05-18,5.67975
2021-05-19,4.10876
2021-05-20,6.10271
2021-05-21,5.31722
2021-05-22,3.32326
2021-05-23,4.16918
2021-05-24,5.92145
2021-05-25,8.76132
2021-05-26,8.82175
2021-05-27,10.87613
2021-05-28,10.2719
2021-05-29,5.61933
2021-05-30,6.34441
2021-05-31,9.60725
2021-06-01,10.75528
2021-06-02,10.51359
2021-06-03,12.02416
2021-06-04,8.51963
2021-06-05,6.52567
2021-06-06,5.43806
2021-06-07,10.33232
2021-06-08,15.34743
2021-06-09,7.55287
2021-06-10,9.78851
2021-06-11,10.33232
2021-06-12,4.95468
2021-06-13,4.59214
2021-06-14,6.22356
2021-06-15,6.76737
2021-06-16,6.52567
2021-06-17,7.73413
2021-06-18,7.3716
2021-06-19,12.02416
2021-06-20,7.00906
2021-06-21,7.73413
2021-06-22,7.1299
2021-06-23,13.23262
2021-06-24,8.45921
2021-06-25,7.73413
2021-06-26,3.4441
2021-06-27,2.96072
2021-06-28,6.94864
2021-06-29,6.16314
2021-06-30,8.21752
2021-07-01,7.3716
2021-07-02,6.28398
2021-07-03,5.55891
2021-07-04,4.89425
2021-07-05,5.8006
2021-07-06,8.76132
2021-07-07,16.31419
2021-07-08,46.76737
2021-07-09,26.46525
2021-07-10,25.0151
2021-07-11,18.85196
2021-07-12,14.62235
2021-07-13,14.50151
2021-07-14,12.99093
2021-07-15,13.23262
2021-07-16,11.72205
2021-07-17,4.2296
2021-07-18,4.95468
2021-07-19,6.76737
2021-07-20,7.19033
2021-07-21,8.88217
2021-07-22,11.90332
2021-07-23,11.41993
2021-07-24,8.64048
2021-07-25,5.86102
2021-07-26,10.51359
2021-07-27,8.27794
2021-07-28,9.42598
2021-07-29,9.36555
2021-07-30,39.27492
2021-07-31,25.86102
2021-08-01,15.04531
2021-08-02,17.82477
2021-08-03,15.95166
2021-08-04,12.02416
2021-08-05,12.80966
2021-08-06,10.99697
2021-08-07,27.00906
2021-08-08,24.53172
2021-08-09,27.00906
2021-08-10,20.66465
2021-08-11,19.45619
2021-08-12,20.30211
2021-08-13,15.16616
2021-08-14,7.00906
2021-08-15,8.15709
2021-08-16,6.82779
2021-08-17,14.62235
2021-08-18,16.01208
2021-08-19,15.64954
2021-08-20,12.93051
2021-08-21,4.83383
2021-08-22,6.46525
2021-08-23,13.71601
2021-08-24,14.50151
2021-08-25,14.50151
2021-08-26,14.44108
2021-08-27,12.62839
2021-08-28,6.10271
2021-08-29,7.79456
2021-08-30,14.32024
2021-08-31,12.74924
2021-09-01,50.45317
2021-09-02,55.77039
2021-09-03,44.65256
2021-09-04,22.83987
2021-09-05,27.19033
2021-09-06,31.23867
2021-09-07,29.96978
2021-09-08,28.09667
2021-09-09,23.08157
2021-09-10,20.48338
2021-09-11,10.33232
2021-09-12,10.87613
2021-09-13,18.54984
2021-09-14,19.45619
2021-09-15,16.73716
2021-09-16,17.52265
2021-09-17,15.58912
2021-09-18,6.34441
2021-09-19,5.43806
2021-09-20,17.34138
2021-09-21,13.53474
2021-09-22,13.47432
2021-09-23,18.61027
2021-09-24,20.5438
2021-09-25,10.63444
2021-09-26,7.97583
2021-09-27,19.57703
2021-09-28,16.31419
2021-09-29,15.40785
2021-09-30,16.31419
2021-10-01,14.32024
2021-10-02,13.71601
2021-10-03,13.59516
2021-10-04,26.64652
2021-10-05,28.64048
2021-10-06,39.15407
2021-10-07,38.67069
2021-10-08,25.25679
2021-10-09,15.287
2021-10-10,15.287
2021-10-11,23.6858
2021-10-12,25.37764
2021-10-13,23.6858
2021-10-14,25.49848
2021-10-15,21.38972
2021-10-16,12.20543
2021-10-17,10.63444
2021-10-18,21.99395
2021-10-19,22.65861
2021-10-20,22.9003
2021-10-21,17.58308
2021-10-22,16.91842
2021-10-23,6.64652
2021-10-24,7.49244
2021-10-25,14.80362
2021-10-26,17.34138
2021-10-27,18.00604
2021-10-28,16.01208
2021-10-29,14.01812
2021-10-30,7.00906
2021-10-31,40.30211
2021-11-01,95.70996
2021-11-02,90.09063
2021-11-03,75.77039
2021-11-04,65.19637
2021-11-05,54.07854
2021-11-06,23.62537
2021-11-07,20.96676
2021-11-08,43.20241
2021-11-09,46.22356
2021-11-10,38.54984
2021-11-11,43.6858
2021-11-12,40.12084
2021-11-13,14.01812
2021-11-14,13.83685
2021-11-15,33.89728
2021-11-16,33.35347
2021-11-17,40.24169
2021-11-18,39.03323
2021-11-19,29.18429
2021-11-20,10.99697
2021-11-21,19.51661
2021-11-22,35.95166
2021-11-23,29.72809
2021-11-24,27.00906
2021-11-25,24.47129
2021-11-26,21.75226
2021-11-27,7.31117
2021-11-28,8.51963
2021-11-29,17.34138
2021-11-30,21.20845
2021-12-01,21.63141
2021-12-02,21.81268
2021-12-03,16.43504
2021-12-04,9.30513
2021-12-05,12.20543
2021-12-06,21.99395
2021-12-07,20.90634
2021-12-08,21.02719
2021-12-09,15.40785
2021-12-10,14.80362
2021-12-11,7.67371
2021-12-12,9.66767
2021-12-13,18.61027
2021-12-14,19.27492
2021-12-15,17.70392
2021-12-16,17.6435
2021-12-17,13.47432
2021-12-18,6.82779
2021-12-19,6.64652
2021-12-20,14.25981
2021-12-21,14.68277
2021-12-22,18.85196
2021-12-23,20.96676
2021-12-24,13.53474
2021-12-25,7.1299
2021-12-26,9.96978
2021-12-27,15.64954
2021-12-28,15.40785
2021-12-29,15.287
2021-12-30,17.88519
2021-12-31,23.80664
2022-01-01,16.31419
2022-01-02,19.87915
2022-01-03,32.20543
2022-01-04,31.72205
2022-01-05,24.71299
2022-01-06,21.14803
2022-01-07,18.85196
2022-01-08,11.6012
2022-01-09,12.68882
2022-01-10,21.87311
2022-01-11,19.03323
2022-01-12,21.3293
2022-01-13,19.2145
2022-01-14,17.28096
2022-01-15,8.58006
2022-01-16,7.25075
2022-01-17,14.32024
2022-01-18,15.70996
2022-01-19,14.13897
2022-01-20,14.56193
2022-01-21,10.87613
2022-01-22,5.55891
2022-01-23,5.61933
2022-01-24,12.87009
2022-01-25,14.98489
2022-01-26,13.47432
2022-01-27,14.19939
2022-01-28,9.42598
2022-01-29,6.04229
2022-01-30,4.04833
2022-01-31,4.2296
2022-02-01,3.38368
2022-02-02,4.95468
2022-02-03,10.51359
2022-02-04,10.69486
2022-02-05,6.88821
2022-02-06,4.89425
2022-02-07,12.93051
2022-02-08,12.68882
2022-02-09,12.87009
2022-02-10,11.54078
2022-02-11,11.0574
2022-02-12,5.55891
2022-02-13,5.31722
2022-02-14,8.94259
2022-02-15,8.64048
2022-02-16,10.63444
2022-02-17,9.66767
2022-02-18,11.6012
2022-02-19,5.55891
2022-02-20,5.8006
2022-02-21,10.93655
2022-02-22,10.87613
2022-02-23,9.12386
2022-02-24,9.36555
2022-02-25,9.78851
2022-02-26,5.67975
2022-02-27,4.41087
2022-02-28,10.57401
2022-03-01,7.85498
2022-03-02,11.72205
2022-03-03,11.41993
2022-03-04,8.45921
2022-03-05,4.83383
2022-03-06,4.95468
2022-03-07,7.97583
2022-03-08,7.1299
2022-03-09,3.86706
2022-03-10,7.85498
2022-03-11,8.45921
2022-03-12,4.89425
2022-03-13,5.31722
2022-03-14,10.33232
2022-03-15,9.36555
2022-03-16,8.64048
2022-03-17,10.03021
2022-03-18,9.90936
2022-03-19,3.98791
2022-03-20,5.49848
2022-03-21,10.33232
2022-03-22,12.3867
2022-03-23,13.71601
2022-03-24,12.44712
2022-03-25,11.78247
2022-03-26,5.86102
2022-03-27,5.49848
2022-03-28,12.62839
2022-03-29,13.41389
2022-03-30,8.7009
2022-03-31,13.35347
2022-04-01,12.3867
2022-04-02,7.55287
2022-04-03,5.43806
2022-04-04,12.20543
2022-04-05,12.26586
2022-04-06,12.50755
2022-04-07,11.66163
2022-04-08,10.09063
2022-04-09,5.92145
2022-04-10,3.98791
2022-04-11,10.51359
2022-04-12,8.39879
2022-04-13,11.6012
2022-04-14,10.2719
2022-04-15,11.66163
2022-04-16,4.71299
2022-04-17,4.47129
2022-04-18,8.76132
2022-04-19,11.6012
2022-04-20,23.02114
2022-04-21,14.92447
2022-04-22,10.03021
2022-04-23,5.31722
2022-04-24,3.32326
2022-04-25,11.72205
2022-04-26,13.71601
2022-04-27,10.39274
2022-04-28,8.09667
2022-04-29,7.61329
2022-04-30,4.10876
2022-05-01,3.6858
2022-05-02,9.12386
2022-05-03,10.75528
2022-05-04,10.33232
2022-05-05,4.65256
2022-05-06,8.7009
2022-05-07,3.80664
2022-05-08,4.65256
2022-05-09,10.69486
2022-05-10,10.51359
2022-05-11,7.79456
2022-05-12,8.33836
2022-05-13,8.03625
2022-05-14,3.6858
2022-05-15,3.86706
2022-05-16,8.03625
2022-05-17,9.30513
2022-05-18,11.90332
2022-05-19,10.15105
2022-05-20,6.94864
2022-05-21,3.32326
2022-05-22,3.98791
2022-05-23,7.55287
2022-05-24,9.72809
2022-05-25,7.97583
2022-05-26,8.88217
2022-05-27,7.85498
2022-05-28,5.0151
2022-05-29,5.19637
2022-05-30,8.27794
2022-05-31,8.51963
2022-06-01,4.04833
2022-06-02,7.1299
2022-06-03,6.22356
2022-06-04,4.2296
2022-06-05,3.02114
2022-06-06,2.83987
2022-06-07,6.34441
2022-06-08,9.54682
2022-06-09,8.09667
2022-06-10,6.5861
2022-06-11,4.47129
2022-06-12,3.38368
2022-06-13,7.43202
2022-06-14,7.73413
2022-06-15,7.19033
2022-06-16,6.64652
2022-06-17,4.53172
2022-06-18,2.83987
2022-06-19,2.1148
2022-06-20,6.28398
2022-06-21,5.37764
2022-06-22,5.43806
2022-06-23,6.34441
2022-06-24,5.13595
2022-06-25,2.23564
2022-06-26,2.23564
2022-06-27,6.40483
2022-06-28,6.46525
2022-06-29,6.22356
2022-06-30,5.43806
2022-07-01,5.37764
2022-07-02,1.63141
2022-07-03,2.47734
2022-07-04,5.92145
2022-07-05,7.00906
2022-07-06,6.28398
2022-07-07,4.10876
2022-07-08,4.10876
2022-07-09,2.41691
2022-07-10,2.41691
2022-07-11,5.37764
2022-07-12,6.40483
2022-07-13,4.65256
2022-07-14,4.41087
2022-07-15,4.95468
2022-07-16,1.20845
2022-07-17,1.51057
2022-07-18,5.92145
2022-07-19,4.89425
2022-07-20,4.53172
2022-07-21,3.56495
2022-07-22,4.35045
2022-07-23,2.1148
2022-07-24,2.83987
2022-07-25,5.43806
2022-07-26,3.50453
2022-07-27,4.95468
2022-07-28,3.98791
2022-07-29,4.10876
2022-07-30,2.59818
2022-07-31,2.65861
2022-08-01,5.92145
2022-08-02,7.25075
2022-08-03,5.31722
2022-08-04,5.25679
2022-08-05,5.55891
2022-08-06,2.83987
2022-08-07,2.96072
2022-08-08,8.82175
2022-08-09,7.73413
2022-08-10,9.24471
2022-08-11,8.64048
2022-08-12,6.94864
2022-08-13,3.74622
2022-08-14,2.83987
2022-08-15,3.86706
2022-08-16,6.52567
2022-08-17,6.22356
2022-08-18,7.61329
2022-08-19,6.64652
2022-08-20,10.51359
2022-08-21,9.54682
2022-08-22,12.68882
2022-08-23,11.48036
2022-08-24,13.53474
2022-08-25,13.1722
2022-08-26,10.93655
2022-08-27,4.10876
2022-08-28,4.35045
2022-08-29,11.29909
2022-08-30,9.66767
2022-08-31,9.66767
2022-09-01,9.96978
2022-09-02,7.67371
2022-09-03,4.2296
2022-09-04,3.26283
2022-09-05,9.24471
2022-09-06,10.45317
2022-09-07,11.35951
2022-09-08,9.90936
2022-09-09,3.56495
2022-09-10,4.41087
2022-09-11,3.50453
2022-09-12,5.74018
2022-09-13,9.96978
2022-09-14,11.41993
2022-09-15,11.90332
2022-09-16,9.4864
2022-09-17,5.61933
2022-09-18,4.71299
2022-09-19,9.66767
2022-09-20,10.69486
2022-09-21,11.23867
2022-09-22,11.23867
2022-09-23,9.30513
2022-09-24,3.4441
2022-09-25,2.71903
2022-09-26,8.27794
2022-09-27,7.73413
2022-09-28,7.85498
2022-09-29,8.58006
2022-09-30,6.52567
2022-10-01,3.20241
2022-10-02,3.38368
2022-10-03,3.26283
2022-10-04,6.76737
2022-10-05,8.51963
2022-10-06,8.33836
2022-10-07,6.52567
2022-10-08,2.9003
2022-10-09,2.17522
2022-10-10,2.83987
2022-10-11,7.1299
2022-10-12,6.64652
2022-10-13,6.46525
2022-10-14,5.31722
2022-10-15,1.69184
2022-10-16,1.75226
2022-10-17,7.19033
2022-10-18,6.46525
2022-10-19,7.31117
2022-10-20,7.00906
2022-10-21,6.22356
2022-10-22,2.05438
2022-10-23,2.41691
2022-10-24,5.55891
2022-10-25,6.40483
2022-10-26,6.82779
2022-10-27,7.31117
2022-10-28,5.07552
2022-10-29,2.17522
2022-10-30,3.56495
2022-10-31,6.22356
2022-11-01,7.55287
2022-11-02,8.21752
2022-11-03,7.06948
2022-11-04,7.00906
2022-11-05,3.4441
2022-11-06,3.4441
2022-11-07,8.39879
2022-11-08,6.22356
2022-11-09,8.33836
2022-11-10,8.33836
2022-11-11,8.51963
2022-11-12,4.47129
2022-11-13,3.86706
2022-11-14,9.18429
2022-11-15,8.21752
2022-11-16,9.18429
2022-11-17,8.58006
2022-11-18,7.49244
2022-11-19,4.65256
2022-11-20,3.6858
2022-11-21,7.85498
2022-11-22,9.42598
2022-11-23,9.42598
2022-11-24,7.97583
2022-11-25,10.15105
2022-11-26,4.83383
2022-11-27,4.10876
2022-11-28,9.42598
2022-11-29,10.09063
2022-11-30,11.11782
2022-12-01,10.51359
2022-12-02,8.76132
2022-12-03,4.2296
2022-12-04,3.6858
2022-12-05,9.18429
2022-12-06,8.45921
2022-12-07,9.36555
2022-12-08,7.67371
2022-12-09,7.31117
2022-12-10,3.50453
2022-12-11,3.98791
2022-12-12,10.99697
2022-12-13,7.97583
2022-12-14,9.4864
2022-12-15,7.97583
2022-12-16,8.27794
2022-12-17,4.89425
2022-12-18,3.98791
2022-12-19,7.55287
2022-12-20,7.19033
2022-12-21,8.39879
2022-12-22,8.39879
2022-12-23,5.8006
2022-12-24,3.14199
2022-12-25,3.08157
2022-12-26,6.40483
2022-12-27,8.03625
2022-12-28,8.15709
2022-12-29,6.82779
2022-12-30,2.83987
2022-12-31,2.41691
2023-01-01,2.47734
2023-01-02,5.92145
2023-01-03,7.25075
2023-01-04,8.58006
2023-01-05,6.5861
2023-01-06,9.54682
2023-01-07,4.53172
2023-01-08,3.32326
2023-01-09,7.67371
2023-01-10,12.93051
2023-01-11,8.82175
2023-01-12,7.9154
2023-01-13,9.24471
2023-01-14,5.37764
2023-01-15,6.40483
2023-01-16,10.8157
2023-01-17,9.00302
2023-01-18,9.4864
2023-01-19,10.09063
2023-01-20,9.30513
2023-01-21,3.86706
2023-01-22,2.05438
2023-01-23,3.32326
2023-01-24,4.29003
2023-01-25,10.39274
2023-01-26,11.23867
2023-01-27,9.96978
2023-01-28,4.95468
2023-01-29,4.95468
2023-01-30,9.78851
2023-01-31,10.75528
2023-02-01,10.63444
2023-02-02,11.78247
2023-02-03,12.56797
2023-02-04,4.2296
2023-02-05,3.56495
2023-02-06,9.00302
2023-02-07,11.8429
2023-02-08,13.05135
2023-02-09,14.50151
2023-02-10,14.01812
2023-02-11,4.89425
2023-02-12,5.25679
2023-02-13,11.23867
2023-02-14,15.34743
2023-02-15,13.41389
2023-02-16,14.56193
2023-02-17,13.41389
2023-02-18,5.19637
2023-02-19,6.46525
2023-02-20,14.80362
2023-02-21,15.22658
2023-02-22,12.99093
2023-02-23,14.62235
2023-02-24,13.9577
2023-02-25,6.94864
2023-02-26,5.74018
2023-02-27,12.99093
2023-02-28,14.98489
2023-03-01,7.97583
2023-03-02,14.19939
2023-03-03,15.46827
2023-03-04,7.43202
2023-03-05,7.97583
2023-03-06,17.58308
2023-03-07,19.33534
2023-03-08,16.43504
2023-03-09,15.89123
2023-03-10,13.35347
2023-03-11,5.67975
2023-03-12,5.74018
2023-03-13,13.11178
2023-03-14,14.19939
2023-03-15,14.44108
2023-03-16,16.97885
2023-03-17,16.97885
2023-03-18,8.94259
2023-03-19,6.40483
2023-03-20,17.82477
2023-03-21,20.48338
2023-03-22,23.08157
2023-03-23,24.65256
2023-03-24,18.73111
2023-03-25,8.64048
2023-03-26,6.64652
2023-03-27,22.29607
2023-03-28,20.96676
2023-03-29,19.7583
2023-03-30,21.45015
2023-03-31,17.52265
2023-04-01,6.22356
2023-04-02,7.25075
2023-04-03,18.73111
2023-04-04,22.35649
2023-04-05,23.98791
2023-04-06,22.53776
2023-04-07,18.30815
2023-04-08,6.70694
2023-04-09,9.66767
2023-04-10,23.62537
2023-04-11,24.41087
2023-04-12,25.74018
2023-04-13,23.74622
2023-04-14,18.54984
2023-04-15,9.30513
2023-04-16,7.06948
2023-04-17,22.47734
2023-04-18,22.29607
2023-04-19,25.49848
2023-04-20,22.9003
2023-04-21,18.48942
2023-04-22,7.61329
2023-04-23,6.04229
2023-04-24,20.48338
2023-04-25,19.09365
2023-04-26,15.77039
2023-04-27,15.58912
2023-04-28,17.16012
2023-04-29,5.67975
2023-04-30,5.13595
2023-05-01,7.55287
2023-05-02,15.40785
2023-05-03,14.62235
2023-05-04,16.13293
2023-05-05,5.37764
2023-05-06,5.31722
2023-05-07,5.67975
2023-05-08,14.01812
2023-05-09,15.16616
2023-05-10,19.63746
2023-05-11,17.40181
2023-05-12,15.287
2023-05-13,4.2296
2023-05-14,6.10271
2023-05-15,13.41389
2023-05-16,17.34138
2023-05-17,17.76435
2023-05-18,19.33534
2023-05-19,18.30815
2023-05-20,7.06948
2023-05-21,5.43806
2023-05-22,19.81873
2023-05-23,17.34138
2023-05-24,15.287
2023-05-25,17.40181
2023-05-26,17.16012
2023-05-27,5.98187
2023-05-28,7.55287
2023-05-29,6.70694
