date,연대보증
2020-08-03,31.46853
2020-08-04,40.79254
2020-08-05,39.86013
2020-08-06,45.45454
2020-08-07,39.62703
2020-08-08,26.34032
2020-08-09,16.55011
2020-08-10,44.52214
2020-08-11,41.72494
2020-08-12,45.45454
2020-08-13,41.25874
2020-08-14,32.40093
2020-08-15,23.07692
2020-08-16,14.68531
2020-08-17,21.67832
2020-08-18,41.25874
2020-08-19,35.19813
2020-08-20,37.52913
2020-08-21,31.70163
2020-08-22,20.04662
2020-08-23,24.70862
2020-08-24,48.48484
2020-08-25,46.15384
2020-08-26,42.65734
2020-08-27,40.09324
2020-08-28,36.36363
2020-08-29,22.37762
2020-08-30,30.76923
2020-08-31,44.28904
2020-09-01,45.45454
2020-09-02,49.65034
2020-09-03,38.92773
2020-09-04,36.59673
2020-09-05,22.61072
2020-09-06,22.61072
2020-09-07,40.79254
2020-09-08,46.38694
2020-09-09,42.42424
2020-09-10,40.55944
2020-09-11,37.29603
2020-09-12,19.34731
2020-09-13,18.41491
2020-09-14,39.86013
2020-09-15,38.92773
2020-09-16,43.35664
2020-09-17,40.32634
2020-09-18,34.96503
2020-09-19,21.21212
2020-09-20,13.98601
2020-09-21,38.46153
2020-09-22,45.22144
2020-09-23,39.16083
2020-09-24,34.96503
2020-09-25,37.99533
2020-09-26,19.58041
2020-09-27,21.44522
2020-09-28,42.42424
2020-09-29,29.60372
2020-09-30,19.11421
2020-10-01,19.81351
2020-10-02,16.08391
2020-10-03,15.15151
2020-10-04,21.44522
2020-10-05,47.31934
2020-10-06,52.21445
2020-10-07,51.98135
2020-10-08,100.0
2020-10-09,32.16783
2020-10-10,40.09324
2020-10-11,29.37062
2020-10-12,53.37995
2020-10-13,56.41025
2020-10-14,45.68764
2020-10-15,40.55944
2020-10-16,33.33333
2020-10-17,17.48251
2020-10-18,19.58041
2020-10-19,48.71794
2020-10-20,44.28904
2020-10-21,38.92773
2020-10-22,50.81585
2020-10-23,43.12354
2020-10-24,20.04662
2020-10-25,16.78321
2020-10-26,45.22144
2020-10-27,44.05594
2020-10-28,45.68764
2020-10-29,39.62703
2020-10-30,38.46153
2020-10-31,18.18181
2020-11-01,20.97902
2020-11-02,44.05594
2020-11-03,37.29603
2020-11-04,41.95804
2020-11-05,39.16083
2020-11-06,31.46853
2020-11-07,19.81351
2020-11-08,17.48251
2020-11-09,40.09324
2020-11-10,38.22843
2020-11-11,39.86013
2020-11-12,41.72494
2020-11-13,33.56643
2020-11-14,16.08391
2020-11-15,17.24941
2020-11-16,42.42424
2020-11-17,42.65734
2020-11-18,37.52913
2020-11-19,45.45454
2020-11-20,37.06293
2020-11-21,15.61771
2020-11-22,19.81351
2020-11-23,37.76223
2020-11-24,38.22843
2020-11-25,40.79254
2020-11-26,41.02564
2020-11-27,44.28904
2020-11-28,30.53613
2020-11-29,69.93006
2020-11-30,66.66666
2020-12-01,47.78554
2020-12-02,39.86013
2020-12-03,36.13053
2020-12-04,34.49883
2020-12-05,17.71561
2020-12-06,21.67832
2020-12-07,47.08624
2020-12-08,45.45454
2020-12-09,40.09324
2020-12-10,40.09324
2020-12-11,36.36363
2020-12-12,24.00932
2020-12-13,18.88111
2020-12-14,41.02564
2020-12-15,39.86013
2020-12-16,43.58974
2020-12-17,36.59673
2020-12-18,39.39393
2020-12-19,16.08391
2020-12-20,22.14452
2020-12-21,38.92773
2020-12-22,39.86013
2020-12-23,39.39393
2020-12-24,33.10023
2020-12-25,13.75291
2020-12-26,15.85081
2020-12-27,17.71561
2020-12-28,38.22843
2020-12-29,37.52913
2020-12-30,34.03263
2020-12-31,22.37762
2021-01-01,17.01631
2021-01-02,13.51981
2021-01-03,27.97202
2021-01-04,58.50815
2021-01-05,45.92074
2021-01-06,42.19114
2021-01-07,42.89044
2021-01-08,32.40093
2021-01-09,25.87412
2021-01-10,25.40792
2021-01-11,52.44755
2021-01-12,40.79254
2021-01-13,43.58974
2021-01-14,45.92074
2021-01-15,42.89044
2021-01-16,21.91142
2021-01-17,18.88111
2021-01-18,41.02564
2021-01-19,44.05594
2021-01-20,47.31934
2021-01-21,40.09324
2021-01-22,36.59673
2021-01-23,22.14452
2021-01-24,21.21212
2021-01-25,40.55944
2021-01-26,48.01864
2021-01-27,36.82983
2021-01-28,47.08624
2021-01-29,48.25174
2021-01-30,19.11421
2021-01-31,31.00233
2021-02-01,65.96736
2021-02-02,51.28205
2021-02-03,43.35664
2021-02-04,42.19114
2021-02-05,32.86713
2021-02-06,16.08391
2021-02-07,17.48251
2021-02-08,45.68764
2021-02-09,44.98834
2021-02-10,34.49883
2021-02-11,17.94871
2021-02-12,14.91841
2021-02-13,20.74592
2021-02-14,15.85081
2021-02-15,39.16083
2021-02-16,43.35664
2021-02-17,46.38694
2021-02-18,44.75524
2021-02-19,57.10955
2021-02-20,21.91142
2021-02-21,19.11421
2021-02-22,34.26573
2021-02-23,36.59673
2021-02-24,40.09324
2021-02-25,46.38694
2021-02-26,39.16083
2021-02-27,17.71561
2021-02-28,19.81351
2021-03-01,20.97902
2021-03-02,40.32634
2021-03-03,38.69463
2021-03-04,43.35664
2021-03-05,37.29603
2021-03-06,20.51282
2021-03-07,17.71561
2021-03-08,41.72494
2021-03-09,56.17715
2021-03-10,36.59673
2021-03-11,46.85314
2021-03-12,32.40093
2021-03-13,19.81351
2021-03-14,18.41491
2021-03-15,49.18414
2021-03-16,41.72494
2021-03-17,42.89044
2021-03-18,49.41724
2021-03-19,43.12354
2021-03-20,18.41491
2021-03-21,19.34731
2021-03-22,40.55944
2021-03-23,45.92074
2021-03-24,46.15384
2021-03-25,42.89044
2021-03-26,43.12354
2021-03-27,21.21212
2021-03-28,30.76923
2021-03-29,55.24475
2021-03-30,47.31934
2021-03-31,33.56643
2021-04-01,45.68764
2021-04-02,29.13752
2021-04-03,17.01631
2021-04-04,19.34731
2021-04-05,37.76223
2021-04-06,42.89044
2021-04-07,34.73193
2021-04-08,32.40093
2021-04-09,36.59673
2021-04-10,17.01631
2021-04-11,14.91841
2021-04-12,41.02564
2021-04-13,50.58275
2021-04-14,44.28904
2021-04-15,36.82983
2021-04-16,40.79254
2021-04-17,22.61072
2021-04-18,21.44522
2021-04-19,38.69463
2021-04-20,43.58974
2021-04-21,50.34965
2021-04-22,43.58974
2021-04-23,46.85314
2021-04-24,25.87412
2021-04-25,36.36363
2021-04-26,43.12354
2021-04-27,41.72494
2021-04-28,42.89044
2021-04-29,38.22843
2021-04-30,29.83682
2021-05-01,13.05361
2021-05-02,14.45221
2021-05-03,37.52913
2021-05-04,41.72494
2021-05-05,17.01631
2021-05-06,34.49883
2021-05-07,31.70163
2021-05-08,17.71561
2021-05-09,17.24941
2021-05-10,39.16083
2021-05-11,38.92773
2021-05-12,37.99533
2021-05-13,39.39393
2021-05-14,35.19813
2021-05-15,20.97902
2021-05-16,20.97902
2021-05-17,49.65034
2021-05-18,44.98834
2021-05-19,16.78321
2021-05-20,32.63403
2021-05-21,30.76923
2021-05-22,12.35431
2021-05-23,20.04662
2021-05-24,40.32634
2021-05-25,44.28904
2021-05-26,45.92074
2021-05-27,44.98834
2021-05-28,34.26573
2021-05-29,13.51981
2021-05-30,19.58041
2021-05-31,38.22843
2021-06-01,31.70163
2021-06-02,41.95804
2021-06-03,37.06293
2021-06-04,39.39393
2021-06-05,17.94871
2021-06-06,19.34731
2021-06-07,44.75524
2021-06-08,48.95104
2021-06-09,40.32634
2021-06-10,44.75524
2021-06-11,37.29603
2021-06-12,22.61072
2021-06-13,22.61072
2021-06-14,45.45454
2021-06-15,38.69463
2021-06-16,45.45454
2021-06-17,38.46153
2021-06-18,40.09324
2021-06-19,24.70862
2021-06-20,12.58741
2021-06-21,37.06293
2021-06-22,33.79953
2021-06-23,47.08624
2021-06-24,41.25874
2021-06-25,30.76923
2021-06-26,13.05361
2021-06-27,16.55011
2021-06-28,41.72494
2021-06-29,41.95804
2021-06-30,37.52913
2021-07-01,36.36363
2021-07-02,29.60372
2021-07-03,16.55011
2021-07-04,12.82051
2021-07-05,44.05594
2021-07-06,34.96503
2021-07-07,41.25874
2021-07-08,39.86013
2021-07-09,33.33333
2021-07-10,14.91841
2021-07-11,14.68531
2021-07-12,34.49883
2021-07-13,37.29603
2021-07-14,33.10023
2021-07-15,31.00233
2021-07-16,30.30303
2021-07-17,12.58741
2021-07-18,17.94871
2021-07-19,34.03263
2021-07-20,38.22843
2021-07-21,35.89743
2021-07-22,34.26573
2021-07-23,30.53613
2021-07-24,14.68531
2021-07-25,12.35431
2021-07-26,41.02564
2021-07-27,35.89743
2021-07-28,35.43123
2021-07-29,39.62703
2021-07-30,32.40093
2021-07-31,15.38461
2021-08-01,12.82051
2021-08-02,30.53613
2021-08-03,38.69463
2021-08-04,35.89743
2021-08-05,30.06993
2021-08-06,26.10722
2021-08-07,17.71561
2021-08-08,14.68531
2021-08-09,33.56643
2021-08-10,33.56643
2021-08-11,35.43123
2021-08-12,34.73193
2021-08-13,33.56643
2021-08-14,18.41491
2021-08-15,17.71561
2021-08-16,20.04662
2021-08-17,44.28904
2021-08-18,42.89044
2021-08-19,34.73193
2021-08-20,50.81585
2021-08-21,30.06993
2021-08-22,21.21212
2021-08-23,36.59673
2021-08-24,39.62703
2021-08-25,46.38694
2021-08-26,44.52214
2021-08-27,51.51515
2021-08-28,29.60372
2021-08-29,31.46853
2021-08-30,40.09324
2021-08-31,38.46153
2021-09-01,38.92773
2021-09-02,36.36363
2021-09-03,39.16083
2021-09-04,20.51282
2021-09-05,23.31002
2021-09-06,35.89743
2021-09-07,41.72494
2021-09-08,39.16083
2021-09-09,36.82983
2021-09-10,32.63403
2021-09-11,15.61771
2021-09-12,20.74592
2021-09-13,35.89743
2021-09-14,41.49184
2021-09-15,35.19813
2021-09-16,27.97202
2021-09-17,21.91142
2021-09-18,13.98601
2021-09-19,11.42191
2021-09-20,10.02331
2021-09-21,11.65501
2021-09-22,20.74592
2021-09-23,50.58275
2021-09-24,37.52913
2021-09-25,22.37762
2021-09-26,16.08391
2021-09-27,45.22144
2021-09-28,47.08624
2021-09-29,38.22843
2021-09-30,42.19114
2021-10-01,37.76223
2021-10-02,21.21212
2021-10-03,20.51282
2021-10-04,23.07692
2021-10-05,44.75524
2021-10-06,37.29603
2021-10-07,46.85314
2021-10-08,39.62703
2021-10-09,26.10722
2021-10-10,20.97902
2021-10-11,23.31002
2021-10-12,42.89044
2021-10-13,46.15384
2021-10-14,43.58974
2021-10-15,42.19114
2021-10-16,17.94871
2021-10-17,21.67832
2021-10-18,45.45454
2021-10-19,41.25874
2021-10-20,44.52214
2021-10-21,40.32634
2021-10-22,34.96503
2021-10-23,14.91841
2021-10-24,20.04662
2021-10-25,38.22843
2021-10-26,49.41724
2021-10-27,44.05594
2021-10-28,35.89743
2021-10-29,27.97202
2021-10-30,20.51282
2021-10-31,13.98601
2021-11-01,37.99533
2021-11-02,37.52913
2021-11-03,46.15384
2021-11-04,37.06293
2021-11-05,34.03263
2021-11-06,17.24941
2021-11-07,13.75291
2021-11-08,28.43822
2021-11-09,38.22843
2021-11-10,33.33333
2021-11-11,34.73193
2021-11-12,29.60372
2021-11-13,15.15151
2021-11-14,13.98601
2021-11-15,34.26573
2021-11-16,36.82983
2021-11-17,45.45454
2021-11-18,34.26573
2021-11-19,36.82983
2021-11-20,13.28671
2021-11-21,19.34731
2021-11-22,38.46153
2021-11-23,48.01864
2021-11-24,45.92074
2021-11-25,41.72494
2021-11-26,35.19813
2021-11-27,18.18181
2021-11-28,19.11421
2021-11-29,26.57342
2021-11-30,36.36363
2021-12-01,35.66433
2021-12-02,34.49883
2021-12-03,30.30303
2021-12-04,14.21911
2021-12-05,19.81351
2021-12-06,35.89743
2021-12-07,40.32634
2021-12-08,41.95804
2021-12-09,50.58275
2021-12-10,40.09324
2021-12-11,22.14452
2021-12-12,13.05361
2021-12-13,29.60372
2021-12-14,43.12354
2021-12-15,40.32634
2021-12-16,40.55944
2021-12-17,30.06993
2021-12-18,16.31701
2021-12-19,20.97902
2021-12-20,31.46853
2021-12-21,40.79254
2021-12-22,44.98834
2021-12-23,37.29603
2021-12-24,22.61072
2021-12-25,12.82051
2021-12-26,11.42191
2021-12-27,34.49883
2021-12-28,35.19813
2021-12-29,35.89743
2021-12-30,41.72494
2021-12-31,26.80652
2022-01-01,12.12121
2022-01-02,15.85081
2022-01-03,35.43123
2022-01-04,40.79254
2022-01-05,37.29603
2022-01-06,30.76923
2022-01-07,31.70163
2022-01-08,20.74592
2022-01-09,24.47552
2022-01-10,41.72494
2022-01-11,35.19813
2022-01-12,44.52214
2022-01-13,43.35664
2022-01-14,37.29603
2022-01-15,17.48251
2022-01-16,18.88111
2022-01-17,34.49883
2022-01-18,33.10023
2022-01-19,34.26573
2022-01-20,35.89743
2022-01-21,36.36363
2022-01-22,17.01631
2022-01-23,21.44522
2022-01-24,33.33333
2022-01-25,44.98834
2022-01-26,90.90909
2022-01-27,51.28205
2022-01-28,40.32634
2022-01-29,18.41491
2022-01-30,15.85081
2022-01-31,16.31701
2022-02-01,16.78321
2022-02-02,14.45221
2022-02-03,34.49883
2022-02-04,34.96503
2022-02-05,17.94871
2022-02-06,22.37762
2022-02-07,51.51515
2022-02-08,45.45454
2022-02-09,50.34965
2022-02-10,46.62004
2022-02-11,50.81585
2022-02-12,23.54312
2022-02-13,20.97902
2022-02-14,45.45454
2022-02-15,50.34965
2022-02-16,43.12354
2022-02-17,40.32634
2022-02-18,33.79953
2022-02-19,18.41491
2022-02-20,18.18181
2022-02-21,39.39393
2022-02-22,41.25874
2022-02-23,45.92074
2022-02-24,38.92773
2022-02-25,37.99533
2022-02-26,18.18181
2022-02-27,19.81351
2022-02-28,29.83682
2022-03-01,27.03962
2022-03-02,36.82983
2022-03-03,38.69463
2022-03-04,34.96503
2022-03-05,21.44522
2022-03-06,25.40792
2022-03-07,43.12354
2022-03-08,44.75524
2022-03-09,14.91841
2022-03-10,42.89044
2022-03-11,34.26573
2022-03-12,19.11421
2022-03-13,21.21212
2022-03-14,48.01864
2022-03-15,48.95104
2022-03-16,36.82983
2022-03-17,39.39393
2022-03-18,34.73193
2022-03-19,19.34731
2022-03-20,19.11421
2022-03-21,40.55944
2022-03-22,43.58974
2022-03-23,36.36363
2022-03-24,39.16083
2022-03-25,39.39393
2022-03-26,16.78321
2022-03-27,15.61771
2022-03-28,42.89044
2022-03-29,42.19114
2022-03-30,37.99533
2022-03-31,32.16783
2022-04-01,34.49883
2022-04-02,15.61771
2022-04-03,13.98601
2022-04-04,41.49184
2022-04-05,40.09324
2022-04-06,42.89044
2022-04-07,39.16083
2022-04-08,31.23543
2022-04-09,20.74592
2022-04-10,19.34731
2022-04-11,50.11655
2022-04-12,42.19114
2022-04-13,42.65734
2022-04-14,40.32634
2022-04-15,34.96503
2022-04-16,17.71561
2022-04-17,24.00932
2022-04-18,39.62703
2022-04-19,48.95104
2022-04-20,51.04895
2022-04-21,55.01165
2022-04-22,48.01864
2022-04-23,21.44522
2022-04-24,21.44522
2022-04-25,43.58974
2022-04-26,37.06293
2022-04-27,41.95804
2022-04-28,42.42424
2022-04-29,35.19813
2022-04-30,21.67832
2022-05-01,22.61072
2022-05-02,39.39393
2022-05-03,44.75524
2022-05-04,34.26573
2022-05-05,17.24941
2022-05-06,36.13053
2022-05-07,20.51282
2022-05-08,18.88111
2022-05-09,37.06293
2022-05-10,39.86013
2022-05-11,43.35664
2022-05-12,43.82284
2022-05-13,36.59673
2022-05-14,26.57342
2022-05-15,17.24941
2022-05-16,39.16083
2022-05-17,45.68764
2022-05-18,38.92773
2022-05-19,39.62703
2022-05-20,40.32634
2022-05-21,17.24941
2022-05-22,20.27972
2022-05-23,40.55944
2022-05-24,43.58974
2022-05-25,45.45454
2022-05-26,36.82983
2022-05-27,32.63403
2022-05-28,15.38461
2022-05-29,14.45221
2022-05-30,35.19813
2022-05-31,36.82983
2022-06-01,23.07692
2022-06-02,40.32634
2022-06-03,31.23543
2022-06-04,20.51282
2022-06-05,17.48251
2022-06-06,15.61771
2022-06-07,40.32634
2022-06-08,44.52214
2022-06-09,39.39393
2022-06-10,41.95804
2022-06-11,16.78321
2022-06-12,14.21911
2022-06-13,38.22843
2022-06-14,39.39393
2022-06-15,46.85314
2022-06-16,46.62004
2022-06-17,41.02564
2022-06-18,15.85081
2022-06-19,16.78321
2022-06-20,45.22144
2022-06-21,40.55944
2022-06-22,39.16083
2022-06-23,44.05594
2022-06-24,36.13053
2022-06-25,21.91142
2022-06-26,18.41491
2022-06-27,40.79254
2022-06-28,38.92773
2022-06-29,42.89044
2022-06-30,33.10023
2022-07-01,34.73193
2022-07-02,20.74592
2022-07-03,13.75291
2022-07-04,36.82983
2022-07-05,42.42424
2022-07-06,31.46853
2022-07-07,31.70163
2022-07-08,26.34032
2022-07-09,15.38461
2022-07-10,11.88811
2022-07-11,32.40093
2022-07-12,38.22843
2022-07-13,35.43123
2022-07-14,35.66433
2022-07-15,31.00233
2022-07-16,15.85081
2022-07-17,17.71561
2022-07-18,34.03263
2022-07-19,40.09324
2022-07-20,36.59673
2022-07-21,38.22843
2022-07-22,34.73193
2022-07-23,17.01631
2022-07-24,13.51981
2022-07-25,35.43123
2022-07-26,37.76223
2022-07-27,35.89743
2022-07-28,36.36363
2022-07-29,29.37062
2022-07-30,13.75291
2022-07-31,10.25641
2022-08-01,34.96503
2022-08-02,35.43123
2022-08-03,36.82983
2022-08-04,34.73193
2022-08-05,26.34032
2022-08-06,13.28671
2022-08-07,12.12121
2022-08-08,28.90442
2022-08-09,33.33333
2022-08-10,38.22843
2022-08-11,36.36363
2022-08-12,24.70862
2022-08-13,16.55011
2022-08-14,10.95571
2022-08-15,13.75291
2022-08-16,31.23543
2022-08-17,39.86013
2022-08-18,37.06293
2022-08-19,32.16783
2022-08-20,18.41491
2022-08-21,12.35431
2022-08-22,41.95804
2022-08-23,38.69463
2022-08-24,34.49883
2022-08-25,37.99533
2022-08-26,34.26573
2022-08-27,14.21911
2022-08-28,12.82051
2022-08-29,31.70163
2022-08-30,29.83682
2022-08-31,30.76923
2022-09-01,38.46153
2022-09-02,33.56643
2022-09-03,15.38461
2022-09-04,11.18881
2022-09-05,26.80652
2022-09-06,33.10023
2022-09-07,31.70163
2022-09-08,24.94172
2022-09-09,10.95571
2022-09-10,10.02331
2022-09-11,15.15151
2022-09-12,17.94871
2022-09-13,35.19813
2022-09-14,44.75524
2022-09-15,37.76223
2022-09-16,38.46153
2022-09-17,13.75291
2022-09-18,18.41491
2022-09-19,39.86013
2022-09-20,41.02564
2022-09-21,37.99533
2022-09-22,42.19114
2022-09-23,31.93473
2022-09-24,15.61771
2022-09-25,15.38461
2022-09-26,41.49184
2022-09-27,46.38694
2022-09-28,42.65734
2022-09-29,36.13053
2022-09-30,34.03263
2022-10-01,12.58741
2022-10-02,16.08391
2022-10-03,10.25641
2022-10-04,28.43822
2022-10-05,37.76223
2022-10-06,34.03263
2022-10-07,26.34032
2022-10-08,11.42191
2022-10-09,14.45221
2022-10-10,16.31701
2022-10-11,34.96503
2022-10-12,37.06293
2022-10-13,33.79953
2022-10-14,34.26573
2022-10-15,13.28671
2022-10-16,17.24941
2022-10-17,30.06993
2022-10-18,43.12354
2022-10-19,39.62703
2022-10-20,33.56643
2022-10-21,29.13752
2022-10-22,12.58741
2022-10-23,13.51981
2022-10-24,34.49883
2022-10-25,42.89044
2022-10-26,38.46153
2022-10-27,33.10023
2022-10-28,27.73892
2022-10-29,10.48951
2022-10-30,10.25641
2022-10-31,34.73193
2022-11-01,29.83682
2022-11-02,35.66433
2022-11-03,33.33333
2022-11-04,30.06993
2022-11-05,16.55011
2022-11-06,14.68531
2022-11-07,29.37062
2022-11-08,40.79254
2022-11-09,48.01864
2022-11-10,35.66433
2022-11-11,35.19813
2022-11-12,13.05361
2022-11-13,13.98601
2022-11-14,34.03263
2022-11-15,39.86013
2022-11-16,31.70163
2022-11-17,32.16783
2022-11-18,25.40792
2022-11-19,12.35431
2022-11-20,10.72261
2022-11-21,38.46153
2022-11-22,31.00233
2022-11-23,31.46853
2022-11-24,28.20512
2022-11-25,32.63403
2022-11-26,15.38461
2022-11-27,13.98601
2022-11-28,35.66433
2022-11-29,41.95804
2022-11-30,35.19813
2022-12-01,30.30303
2022-12-02,30.06993
2022-12-03,12.12121
2022-12-04,15.61771
2022-12-05,34.03263
2022-12-06,38.22843
2022-12-07,38.22843
2022-12-08,33.79953
2022-12-09,29.83682
2022-12-10,18.18181
2022-12-11,20.74592
2022-12-12,34.73193
2022-12-13,36.13053
2022-12-14,28.20512
2022-12-15,46.38694
2022-12-16,26.57342
2022-12-17,13.75291
2022-12-18,12.82051
2022-12-19,33.10023
2022-12-20,32.16783
2022-12-21,31.00233
2022-12-22,30.76923
2022-12-23,29.60372
2022-12-24,15.85081
2022-12-25,8.8578
2022-12-26,28.90442
2022-12-27,35.89743
2022-12-28,39.62703
2022-12-29,29.83682
2022-12-30,30.30303
2022-12-31,14.45221
2023-01-01,11.18881
2023-01-02,30.06993
2023-01-03,38.92773
2023-01-04,33.33333
2023-01-05,32.16783
2023-01-06,28.90442
2023-01-07,12.35431
2023-01-08,14.21911
2023-01-09,34.03263
2023-01-10,38.46153
2023-01-11,30.53613
2023-01-12,34.03263
2023-01-13,33.79953
2023-01-14,18.18181
2023-01-15,10.95571
2023-01-16,36.13053
2023-01-17,37.29603
2023-01-18,38.46153
2023-01-19,34.96503
2023-01-20,27.03962
2023-01-21,13.51981
2023-01-22,10.25641
2023-01-23,10.25641
2023-01-24,14.91841
2023-01-25,29.13752
2023-01-26,30.06993
2023-01-27,35.89743
2023-01-28,13.98601
2023-01-29,13.05361
2023-01-30,34.26573
2023-01-31,36.13053
2023-02-01,37.52913
2023-02-02,31.93473
2023-02-03,33.79953
2023-02-04,15.15151
2023-02-05,16.55011
2023-02-06,35.19813
2023-02-07,42.89044
2023-02-08,33.10023
2023-02-09,34.26573
2023-02-10,34.96503
2023-02-11,15.38461
2023-02-12,13.51981
2023-02-13,38.22843
2023-02-14,37.29603
2023-02-15,42.65734
2023-02-16,30.76923
2023-02-17,32.16783
2023-02-18,12.58741
2023-02-19,14.21911
2023-02-20,38.46153
2023-02-21,33.79953
2023-02-22,37.52913
2023-02-23,35.43123
2023-02-24,29.13752
2023-02-25,12.82051
2023-02-26,15.15151
2023-02-27,32.16783
2023-02-28,33.10023
2023-03-01,16.08391
2023-03-02,42.65734
2023-03-03,32.16783
2023-03-04,16.31701
2023-03-05,12.35431
2023-03-06,38.22843
2023-03-07,38.22843
2023-03-08,34.96503
2023-03-09,38.92773
2023-03-10,24.24242
2023-03-11,11.88811
2023-03-12,14.21911
2023-03-13,29.83682
2023-03-14,47.55244
2023-03-15,32.16783
2023-03-16,31.23543
2023-03-17,30.76923
2023-03-18,12.12121
2023-03-19,10.95571
2023-03-20,36.36363
2023-03-21,40.32634
2023-03-22,40.32634
2023-03-23,39.62703
2023-03-24,31.70163
2023-03-25,13.75291
2023-03-26,15.38461
2023-03-27,43.12354
2023-03-28,39.62703
2023-03-29,32.63403
2023-03-30,33.56643
2023-03-31,31.46853
2023-04-01,11.65501
2023-04-02,10.48951
2023-04-03,27.73892
2023-04-04,45.92074
2023-04-05,30.30303
2023-04-06,29.37062
2023-04-07,30.30303
2023-04-08,17.94871
2023-04-09,13.05361
2023-04-10,34.03263
2023-04-11,37.76223
2023-04-12,36.59673
2023-04-13,35.43123
2023-04-14,29.83682
2023-04-15,13.28671
2023-04-16,17.71561
2023-04-17,36.59673
2023-04-18,34.73193
2023-04-19,33.33333
2023-04-20,35.19813
2023-04-21,27.97202
2023-04-22,13.28671
2023-04-23,13.28671
2023-04-24,37.29603
2023-04-25,34.73193
2023-04-26,35.66433
2023-04-27,41.72494
2023-04-28,27.03962
2023-04-29,9.324
2023-04-30,20.04662
2023-05-01,17.24941
2023-05-02,30.30303
2023-05-03,36.36363
2023-05-04,30.06993
2023-05-05,10.72261
2023-05-06,10.02331
2023-05-07,10.02331
2023-05-08,33.79953
2023-05-09,37.29603
2023-05-10,59.20745
2023-05-11,45.68764
2023-05-12,39.62703
2023-05-13,23.07692
2023-05-14,12.35431
2023-05-15,32.63403
2023-05-16,33.79953
2023-05-17,39.39393
2023-05-18,39.16083
2023-05-19,25.87412
2023-05-20,14.21911
2023-05-21,13.75291
2023-05-22,34.03263
2023-05-23,33.33333
2023-05-24,31.70163
2023-05-25,36.13053
2023-05-26,26.80652
2023-05-27,9.5571
2023-05-28,10.72261
